# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Editorial ^jj+atrb+++=EDITORIAL
master ^nn++++=master
is ^vbz+bez+aux++=is
shocked ^vpsv++agls+xvbnx+=shocked
into ^in++++=into
justice ^nn++++=justice
by ^in++++=by
one ^cd1++++=one
dead ^jj+atrb+++=dead
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
free ^jj+pred+++=free
when ^wrb+who+++=when
every ^at++++=every
slave ^nn++++=slave
can ^md+pos+++=can
read ^vb+vprv++xvbn+=read
the ^ati++++=the
record ^nn++++=record
of ^in++++=of
his ^pp$+pp3+++=his
bondage ^nn+nom+++=bondage,
, ^zz++++=EXTRAWORD
write ^vb++++=write
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
his ^pp$+pp3+++=his
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
count ^vb++++=count
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
his ^pp$+pp3+++=his
brothers ^nns+nom+++=brothers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
imagine ^vb+vprv+++=imagine
a ^at++++=a
world ^nn++++=world
containing ^vwbg+++xvbg+=containing
neither ^dt++neg++=neither
slave ^nn++++=slave
nor ^cc++neg++=nor
master ^nn++++=master.
. ^zz++++=EXTRAWORD
Make ^vb++++=Make
the ^ati++++=the
letter ^nn++++=letter
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
is ^vbz+bez+vrb++=is
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
brothers ^nns+nom+++=brothers.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+vrb++=have
time ^nn++++=time.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Postscript ^nn++++=POSTSCRIPT
To ^in++++=TO
The ^ati++++=THE
3118 ^cd++++=3118
Edition ^nn+nom+++=EDITION
Comparison ^nn++++=Comparison
with ^in++++=with
Vanderwater ^np+nom++??+=Vanderwater
Archive ^np+++??+=Archive
Document ^nn+nom+++=Document
44 ^cd++++=44-C
- ^zz++++=EXTRAWORD
c ^zz++++=EXTRAWORD
confirms ^vbz+vpub+++=confirms
that ^tht+vcmp+++=that
an ^at++++=an
injured ^jj+atrb++xvbn+=injured
worker ^nn++++=worker
named ^vbd+++xvbn+=named
Thomas ^np++++=Thomas
Dixon ^np++++=Dixon
lost ^vbd+++xvbn+=lost
his ^pp$+pp3+++=his
left ^jj+++xvbn+=left
arm ^vb++++=arm
at ^rb++++=at
Press ^nn++++=Press
Four ^cd++++=Four
on ^in++++=on
May ^md+pos+++=May
17 ^cd++++=17,
, ^zz++++=EXTRAWORD
2387 ^cd++++=2387.
. ^zz++++=EXTRAWORD
The ^ati++++=The
same ^ap++++=same
archive ^nn++++=archive
contains ^vbz++++=contains
an ^at++++=an
unsigned ^jj+atrb++xvbn+=unsigned
petition ^nn+nom+++=petition
bearing ^vwbg+++xvbg+=bearing
chemical ^jj+atrb+++=chemical
traces ^nns++++=traces
of ^in++++=of
human ^jj+atrb+++=human
blood ^nn++++=blood
and ^cc++++=and
strawberry ^nn++++=strawberry
pollen ^nn++++=pollen.
. ^zz++++=EXTRAWORD
An ^at++++=An
audit ^nn++++=audit
conducted ^vbd+++xvbn+=conducted
three ^cd++++=three
days ^nns++++=days
later ^rbr+tm+++=later
records ^nns++++=records
the ^ati++++=the
dismissal ^nn+nom+++=dismissal
and ^cc++++=and
judicial ^jj+atrb+++=judicial
mutilation ^nn+nom+++=mutilation
of ^in++++=of
Overseers ^nns+nom++??+=Overseers
Patrick ^np++++=Patrick
Clancy ^np+++??+=Clancy
and ^cc++++=and
Horace ^np++++=Horace
Munster ^np+nom++??+=Munster.
. ^zz++++=EXTRAWORD
The ^ati++++=The
identity ^nn+nom+++=identity
of ^in++++=of
the ^ati++++=the
petitioner ^nn+nom+++=petitioner
remains ^nns++++=remains
uncertain ^jj++++=uncertain.
. ^zz++++=EXTRAWORD
Company ^nn++++=Company
death ^nn++++=death
rolls ^nns++++=rolls
list ^nn++++=list
four ^cd++++=four
literate ^jj+atrb+++=literate
workers ^nns+nom+++=workers
as ^ql++++=as
having ^xvbg+++xvbg+=having
died ^vprf+++xvbn+=died
during ^in++++=during
that ^dt+dem+++=that
month ^nn++++=month,
, ^zz++++=EXTRAWORD
none ^pn++++=none
under ^in++++=under
the ^ati++++=the
name ^nn++++=name
Elias ^np+++??+=Elias.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
discrepancies ^nns++++=discrepancies
were ^vbd+bed+vrb++=were
common ^jj+pred+++=common,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
bonded ^vwbn+++xvbn+=bonded
persons ^nns++++=persons
could ^md+pos+++=could
be ^vb+be+aux++=be
renamed ^vpsv++agls+xvbnx+=renamed
upon ^in++++=upon
sale ^nn++++=sale,
, ^zz++++=EXTRAWORD
marriage ^nn+nom+++=marriage,
, ^zz++++=EXTRAWORD
transfer ^nn+nom+++=transfer,
, ^zz++++=EXTRAWORD
punishment ^nn+nom+++=punishment,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
clerical ^jj+atrb+++=clerical
convenience ^nn+nom+++=convenience.
. ^zz++++=EXTRAWORD
The ^ati++++=The
storyteller ^jjr+atrb+++=storyteller's
's ^vbz+bez+vrb++0=EXTRAWORD
hope ^nn++++=hope
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
immediately ^rb+tm+++=immediately
fulfilled ^vbd+++xvbn+=fulfilled.
. ^zz++++=EXTRAWORD
Literacy ^nn+nom+++=Literacy
among ^in++++=among
industrial ^nn++++=industrial
bondsmen ^vbd+++xvbn+=bondsmen
remained ^vprf+++xvbn+=remained
punishable ^jj++++=punishable
for ^in++++=for
another ^dt++++=another
eighty ^cd++++=eighty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Vanderwater ^np+nom++??+=Vanderwater
holdings ^nns++++=holdings
expanded ^vbd+++xvbn+=expanded.
. ^zz++++=EXTRAWORD
Hell ^np++++=Hell's
's ^$++++=EXTRAWORD
Bottom ^jjb++++=Bottom
continued ^jj+++xvbn+=continued
operating ^jj+++xvbg+=operating
until ^cs+sub+++=until
its ^pp$+it+++=its
destruction ^nn+nom+++=destruction
during ^in++++=during
the ^ati++++=the
General ^jj++++=General
Rising ^jj+++xvbg+=Rising
of ^in++++=of
2479 ^cd++++=2479,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
workers ^nns+nom+++=workers
seized ^vbd+++xvbn+=seized
the ^ati++++=the
mills ^nns++++=mills,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
archives ^nn++++=archives,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
printed ^jj+++xvbn+=printed
the ^ati++++=the
first ^od++++=first
uncensored ^vprf+++xvbn+=uncensored
labor ^nn++++=labor
histories ^nns++++=histories
upon ^in++++=upon
company ^nn++++=company
presses ^nns+nom++??+=presses.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
the ^ati++++=the
Rising ^np++++=Rising's
's ^$++++=EXTRAWORD
earliest ^jjt+atrb+++=earliest
proclamations ^nns+nom+++=proclamations
was ^vbd+bedz+vrb++=was
a ^at++++=a
sentence ^nn+nom+++=sentence
of ^in++++=of
six ^cd++++=six
words ^nns++++=words:
: ^zz++++=EXTRAWORD
**we ^nn++++=**WE
have ^vb+hv+aux++=HAVE
read ^vprf+++xvbn+=READ
it ^pp3+it+++=IT
for ^in++++=FOR
ourselves.** ^np++++=OURSELVES.**
