Jacob ^np++++=Jacob
of ^in++++=of
damp ^nn++++=damp
and ^cc++++=and
frost ^nn++++=frost.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
picked ^vbd+++xvbnx+=picked
the ^ati++++=the
old ^jj+atrb+++=old
ones ^pn++++=ones
from ^in++++=from
the ^ati++++=the
nipples ^nns++++=nipples,
, ^zz++++=EXTRAWORD
fitted ^xvbn+++xvbn+=fitted
fresh ^jj+atrb+++=fresh
copper ^nn++++=copper
caps ^nns++++=caps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
snapped ^vbd+++xvbn+=snapped
the ^ati++++=the
left ^jj+atrb++xvbn+=left
hammer ^nn++++=hammer
halfway ^rb++++=halfway
down ^rp++++=down
to ^in++++=to
test ^nn++++=test
its ^pp$+it+++=its
action ^nn++++=action.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
watched ^vbd+++xvbn+=watched
with ^in++++=with
professional ^jj+atrb+++=professional
distaste ^nn++++=distaste.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
swab ^vbi++++=swab
them ^pp3o+pp3+++=them
bores ^nns++++=bores,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
loaded ^vpsv++agls+xvbnx+=loaded."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Been
been ^vprf+ben+aux+xvbn+=EXTRAWORD
loaded ^vpsv++agls+xvbnx+=loaded
long ^rb++++=long?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Long
long ^rb++++=EXTRAWORD
enough ^qlp++++=enough."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Powder
powder ^nn++++=EXTRAWORD
draws ^vbz++++=draws
damp ^nn++++=damp.
. ^zz++++=EXTRAWORD
Might ^md+pos+++=Might
flash ^vb++++=flash
in ^in++++=in
the ^ati++++=the
pan ^nn++++=pan."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Percussion
percussion ^nn++++=EXTRAWORD
guns ^nns++++=guns
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
pans ^nns++++=pans."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Same
same ^ap++++=EXTRAWORD
family ^nn++++=family
of ^in++++=of
disaster ^nn+nom+++=disaster.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
shoot ^vb++++=shoot
yourself ^ppl+pp2+++=yourself
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
to ^to++++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
works ^vbz++++=works?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven
forty ^cd++++=forty-eight.
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
traveller ^nn+nom+++=traveller
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
a ^at++++=a
quarter ^nn++++=quarter-mile
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
dogs ^nns++++=dogs
had ^vbd+hvd+aux++=had
caught ^vprf+++xvbnx+=caught
the ^ati++++=the
scent ^nn++++=scent
of ^in++++=of
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
team ^nn++++=team
and ^cc++++=and
quickened ^vbd+++xvbn+=quickened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
faint ^jj+atrb+++=faint
jingle ^nn++++=jingle
of ^in++++=of
harness ^nns+nom+++=harness
came ^vbd+++xvbn+=came
across ^in+ppvb+++=across
the ^ati++++=the
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
twisted ^vbd+++xvbn+=twisted
his ^pp$+pp3+++=his
wrists ^nns++++=wrists.
. ^zz++++=EXTRAWORD
The ^ati++++=The
severed ^jj+atrb++xvbn+=severed
fibres ^nns++++=fibres
parted ^vbd+++xvbn+=parted
one ^pn++++=one
by ^in++++=by
one ^pn++++=one,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
main ^nn++++=main
turn ^vb++++=turn
held ^vbd+vprv++xvbn+=held.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
ankles ^nns++++=ankles
were ^vbd+bed+aux++=were
still ^rb++splt++=still
linked ^vpsv++agls+xvbnx+=linked
to ^in++++=to
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
free ^jj++++=free,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
stand ^vb++++=stand
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pit ^nn++++=pit
lay ^vbd+++xvbn+=lay
seven ^cd++++=seven
feet ^nns++++=feet
to ^in++++=to
his ^pp$+pp3+++=his
right ^nn++++=right.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
him ^pp3o+pp3+++=him
and ^cc++++=and
its ^pp$+it+++=its
edge ^nn++++=edge
the ^ati++++=the
snow ^nn++++=snow
was ^vbd+bedz+vrb++=was
level ^nn++++=level,
, ^zz++++=EXTRAWORD
except ^in++++=except
for ^in"++++=for
one ^cd1++++=one
buried ^jj+atrb++xvbn+=buried
root ^nn++++=root.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven
fifty ^cd++++=fifty-three.
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
paced ^vbd+++xvbn+=paced
twelve ^cd++++=twelve
steps ^nns++++=steps
from ^in++++=from
the ^ati++++=the
stump ^nn++++=stump
and ^cc++++=and
stamped ^jj+++xvbn+=stamped
a ^at++++=a
firing ^jj+++xvbg+=firing-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
broke ^vbd+++xvbnx+=broke
the ^ati++++=the
gun ^nn++++=gun
at ^rb++++=at
no ^at++++=no
hinge ^nn++++=hinge,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
possessed ^vbd+++xvbn+=possessed
none ^pn++++=none,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
drew ^vbd+++xvbn+=drew
back ^jjb++++=back
both ^abx++++=both
hammers ^nns+nom+++=hammers
and ^cc++++=and
set ^vb+++xvbn+=set
the ^ati++++=the
butt ^nn++++=butt
against ^in++++=against
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
experimentally ^rb++++=experimentally.
. ^zz++++=EXTRAWORD
The ^ati++++=The
weapon ^nn++++=weapon
was ^vbd+bedz+vrb++=was
abnormally ^rb++++=abnormally
heavy ^jj+pred+++=heavy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
attributed ^vbd+++xvbnx+=attributed
this ^dt+dem+++=this
to ^in++++=to
the ^ati++++=the
dignity ^nn+nom+++=dignity
of ^in++++=of
the ^ati++++=the
occasion ^nn++++=occasion.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
hundred ^cd++++=hundred
yards ^nns++++=yards.
. ^zz++++=EXTRAWORD
" ^zz++++="'Ere,
' ^zz++++=EXTRAWORD
ere ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Kent ^np++++=Kent,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="Last
last ^rb++++=EXTRAWORD
chance ^nn++++=chance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Cast ^j+++xvbn+=Cast
me ^pp1o+pp1+++=me
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
feed ^nn++++=feed
me ^pp1o+pp1+++=me
dogs ^nns++++=dogs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
forget ^vb+vprv+++=forget
this ^dt+dem+++=this
voyage ^nn++++=voyage."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where's
where ^wrb+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
gold ^nn++++=gold?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
head ^nn++++=head,
, ^zz++++=EXTRAWORD
along ^in++++=along
with ^in"++++=with
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
your ^pp$+pp2+++=your
vermin ^nn++++=vermin."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
raised ^vbd+++xvbn+=raised
the ^ati++++=the
gun ^nn++++=gun.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
said ^vbd+vpub++xvbn+=said
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
noon ^nn++++=noon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
lowered ^vbd+++xvbn+=lowered
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
respect ^nn++++=respect
for ^in++++=for
forms ^nns++++=forms
was ^vbd+bedz+vrb++=was
stronger ^jjr+pred+++=stronger
than ^in++++=than
his ^pp$+pp3+++=his
impatience ^nn+nom+++=impatience.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven
fifty ^cd++++=fifty-seven.
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
approaching ^jj+atrb++xvbg+=approaching
traveller ^nn+nom+++=traveller
shouted ^vbd+vpub++xvbn+=shouted
a ^at++++=a
greeting ^nvbg+++xvbg+=greeting.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dogs ^nns++++=dogs
came ^vbd+++xvbn+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
harness ^nns+nom+++=harness
jingling ^vbg+nom++xvbg+=jingling,
, ^zz++++=EXTRAWORD
breath ^nn++++=breath
smoking ^vwbg+++xvbg+=smoking.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
bent ^vbd+++xvbn+=bent
his ^pp$+pp3+++=his
wrists ^nns++++=wrists
inward ^jjb++++=inward,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
flung ^vbd+++xvbn+=flung
them ^pp3o+pp3+++=them
apart ^in++++=apart
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cut ^vb+++xvbn+=cut
rawhide ^nn+++??+=rawhide
elongated ^vbd+++xvbn+=elongated,
, ^zz++++=EXTRAWORD
held ^j+++xvbn+=held,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cut ^vbd+++xvbn+=cut
deeper ^jjr++++=deeper
into ^in++++=into
his ^pp$+pp3+++=his
flesh ^nn++++=flesh.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven
fifty ^cd++++=fifty-eight.
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
face ^nn++++=face
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
perfectly ^rb+amp+++=perfectly
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
In ^in++++=In
imagination ^nn+nom+++=imagination
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
already ^rb++splt++=already
recovered ^vprf+++xvbnx+=recovered
the ^ati++++=the
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
would ^md+prd+++=would
confess ^nns+nom+++=confess
at ^in++++=at
the ^ati++++=the
last ^rb++++=last
instant ^nn+nom+++=instant;
; ^zz++++=EXTRAWORD
criminals ^nns+nom+++=criminals
always ^rb++++=always
confessed ^vbd+vpub++xvbn+=confessed.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
would ^md+prd+++=would
dig ^vb++++=dig
where ^wrb+who+++=where
directed ^vbd+++xvbn+=directed,
, ^zz++++=EXTRAWORD
find ^vb+vprv+++=find
the ^ati++++=the
sacks ^nns++++=sacks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
charge ^vb+vpub+++=charge
the ^ati++++=the
arriving ^jj+atrb++xvbg+=arriving
traveller ^nn+nom+++=traveller
for ^in++++=for
witnessing ^xvbg+++xvbg+=witnessing
the ^ati++++=the
execution ^nn+nom+++=execution.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven
fifty ^cd++++=fifty-nine.
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
was ^vbd+bedz+vrb++=was
less ^rbr++++=less
than ^in++++=than
one ^cd1++++=one
hundred ^cd++++=hundred
yards ^nns++++=yards
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
bound ^jj+atrb++xvbn+=bound
man ^nn++++=man,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
Kent ^np++++=Kent
with ^in++++=with
the ^ati++++=the
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
halted ^vpsv++agls+xvbn+=halted
in ^in++++=in
bewilderment ^nn+nom+++=bewilderment.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lead ^nn++++=lead-dog
- ^zz++++=EXTRAWORD
dog ^nn++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
until ^cs+sub+++=until
the ^ati++++=the
team ^nn++++=team
bunched ^vbd+++xvbn+=bunched
against ^in++++=against
the ^ati++++=the
sled ^nn++++=sled.
. ^zz++++=EXTRAWORD
" ^zz++++="Hallo!"
hallo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+whq++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
happening ^vbg+++xvbgx+=happening?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Stand
stand ^vb++++=EXTRAWORD
off ^in+strn+++=off!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
felt ^vbd+vprv+tht0+xvbn+=felt
the ^ati++++=the
rawhide ^nn+++??+=rawhide
give ^vb++++=give
a ^at++++=a
quarter ^nn++++=quarter-inch.
- ^zz++++=EXTRAWORD
inch ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
hand ^nn++++=hand
travelled ^vbd+++xvbn+=travelled
its ^pp$+it+++=its
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
imperturbable ^jj+atrb+++=imperturbable
circle ^nn++++=circle.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
so ^rb+emph+++=so
insolent ^jj++++=insolent
as ^in++++=as
a ^at++++=a
clock ^nn++++=clock
in ^in++++=in
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
human ^jj+atrb+++=human
catastrophe ^nn++++=catastrophe.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
divides ^vbz++++=divides
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
murder ^nn++++=murder,
, ^zz++++=EXTRAWORD
love ^nn++++=love,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
roasting ^nn++++=roasting
of ^in++++=of
a ^at++++=a
potato ^nn++++=potato
into ^in++++=into
identical ^jj+atrb+++=identical
seconds ^nns++++=seconds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ticks ^nns+++??+=ticks
for ^in++++=for
a ^at++++=a
dying ^jj+atrb++xvbg+=dying
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
economy ^nn++++=economy
it ^pp3+it+++=it
observes ^vbz+vprv+++=observes
for ^in++++=for
a ^at++++=a
sleeping ^jj+atrb++xvbg+=sleeping
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="Noon,"
noon ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Kent ^np++++=Kent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gun ^nn++++=gun
came ^vbd+++xvbn+=came
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
tore ^vbd+++xvbn+=tore
his ^pp$+pp3+++=his
hands ^nns++++=hands
apart ^in+strn+++=apart.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rawhide ^nn++++=rawhide
snapped ^vbd+++xvbn+=snapped.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flung ^vbd+++xvbnx+=flung
himself ^ppl+pp3+++=himself
sidewise ^jj++++=sidewise,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
bound ^xvbn+++xvbn+=bound
ankles ^nns++++=ankles
betrayed ^vbd+++xvbn+=betrayed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fell ^vbd+++xvbnx+=fell,
, ^zz++++=EXTRAWORD
rolled ^j+++xvbn+=rolled
over ^in++++=over
the ^ati++++=the
buried ^jj+atrb++xvbn+=buried
root ^nn++++=root,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
down ^in++++=down
the ^ati++++=the
sloping ^jj+atrb++xvbg+=sloping
lip ^nn++++=lip
of ^in++++=of
the ^ati++++=the
prospect ^nn++++=prospect-hole
- ^zz++++=EXTRAWORD
hole ^nn++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
confusion ^nn++++=confusion
of ^in++++=of
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
curses ^nns++++=curses.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
pulled ^vbd+++xvbn+=pulled
both ^abx++++=both
triggers ^nns+nom+++=triggers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gun ^nn++++=gun
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
roar ^nn++++=roar.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
detonated ^vbd+++xvbn+=detonated.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
white ^jj+atrb+++=white
instant ^nn+nom+++=instant
the ^ati++++=the
ancient ^jj+atrb+++=ancient
barrels ^nns++++=barrels
contained ^vbd+++xvbn+=contained
powder ^nn++++=powder-flame,
- ^zz++++=EXTRAWORD
flame ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
wadding ^jj+++xvbg+=wadding,
, ^zz++++=EXTRAWORD
buckshot ^nn+++??+=buckshot,
, ^zz++++=EXTRAWORD
compacted ^jj+atrb++xvbn+=compacted
buckskin ^nn+++??+=buckskin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
concentrated ^jj+atrb++xvbn+=concentrated
substance ^nn+nom+++=substance
of ^in++++=of
Jacob ^np++++=Jacob
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
worship ^nn+nom+++=worship.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
weakened ^jj+atrb++xvbn+=weakened
steel ^nn++++=steel
opened ^vbd+++xvbn+=opened
like ^in++++=like
a ^at++++=a
split ^xvbn+++xvbn+=split
reed ^np++++=reed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
right ^jj+atrb+++=right
barrel ^nn++++=barrel
peeled ^vbd+++xvbn+=peeled
outward ^jjb++++=outward;
; ^zz++++=EXTRAWORD
the ^ati++++=the
left ^nn++++=left
burst ^vbd+++xvbn+=burst
at ^rb++++=at
the ^ati++++=the
swelling ^nn+nom+++=swelling.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stock ^nn++++=stock
shattered ^vbd+++xvbn+=shattered
beneath ^in+pl+++=beneath
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
A ^at++++=A
jagged ^jj+atrb+++=jagged
strip ^nn++++=strip
of ^in++++=of
metal ^nn++++=metal
entered ^vbd+++xvbn+=entered
his ^pp$+pp3+++=his
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another
crossed ^jj+++xvbn+=crossed
his ^pp$+pp3+++=his
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remained ^vbd+++xvbnx+=remained
upright ^jj++++=upright
for ^in++++=for
the ^ati++++=the
fraction ^nn+nom+++=fraction
of ^in++++=of
time ^nn++++=time
during ^in++++=during
which ^whp+rel+pied++=which
the ^ati++++=the
body ^nn++++=body
refuses ^vbz++++=refuses
news ^nn++++=news
from ^in++++=from
the ^ati++++=the
brain ^nn++++=brain.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
folded ^vbd+++xvbnx+=folded
upon ^in++++=upon
the ^ati++++=the
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
ran ^vbd+++xvbn+=ran
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom+++=Cardegee's
's ^$++++=EXTRAWORD
head ^jjb++++=head
appeared ^jj+++xvbn+=appeared
above ^jjb++++=above
the ^ati++++=the
rim ^nn++++=rim
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit.
. ^zz++++=EXTRAWORD
" ^zz++++="Wot's
wot ^wpr++++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
matter ^nn++++=matter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
bellowed ^vbd+++xvbnx+=bellowed.
. ^zz++++=EXTRAWORD
" ^zz++++="Wot
wot ^wpr++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
seven ^cd++++=seven
salted ^jj+++xvbn+=salted
' ^zz++++='ells
ells ^nns+++??+=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
matter ^nn++++=matter
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
a ^at++++=a
long ^jj++++=long-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
in ^in++++=in
a ^at++++=a
caribou ^nn++++=caribou
parka ^nn+++??+=parka,
, ^zz++++=EXTRAWORD
knelt ^j+++xvbn+=knelt
beside ^in+pl+++=beside
Kent ^np++++=Kent
and ^cc++++=and
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+aux++=was
no ^at++++=no
need ^vb++++=need,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
humanity ^nn+nom+++=humanity
delights ^nns++++=delights
in ^in++++=in
belated ^jj+atrb+++=belated
formalities ^nns+nom+++=formalities.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
dead ^jj++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dead?"
dead ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
climbed ^vbd+++xvbn+=climbed
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
the ^ati++++=the
remains ^nns++++=remains
of ^in++++=of
the ^ati++++=the
rawhide ^nn+++??+=rawhide.
. ^zz++++=EXTRAWORD
" ^zz++++="Serve
serve ^vb++++=EXTRAWORD
' ^zz++++='im
im ^&fw++++=EXTRAWORD
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Tried ^vb+++xvbn+=Tried
to ^to+vcmp+++=to
murder ^vbi++++=murder
me ^pp1o+pp1+++=me
with ^in++++=with
a ^at++++=a
condemned ^jj+atrb++xvbn+=condemned
boiler ^nn++++=boiler
and ^cc++++0=an'
blowed ^jj+++xvbn+=blowed
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
own ^ap++++=own
upper ^jjb+atrb+++=upper
works ^nns++++=works
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Cut ^j+++xvbn+=Cut
these ^dt+dem+++=these
lashings ^nns+++??+=lashings,
, ^zz++++=EXTRAWORD
matey ^nn+++??+=matey,
, ^zz++++=EXTRAWORD
before ^in++++=before
