# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Easter ^np++++=Easter
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
walked ^vbd+++xvbnx+=walked
toward ^in++++=toward
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
Night ^nn++++=Night
had ^vb+hv+vrb++=had
not ^xnot++not++=not
yet ^rb++++=yet
fully ^rb+amp+++=fully
descended ^vbd+++xvbn+=descended.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
steamer ^nn++++=steamer
the ^ati++++=the
wake ^nn++++=wake
stretched ^vwbn+++xvbn+=stretched
pale ^nn++++=pale
and ^cc++++=and
luminous ^jj++++=luminous,
, ^zz++++=EXTRAWORD
continually ^rb++++=continually
destroyed ^vbd+++xvbn+=destroyed
and ^cc++++=and
continually ^rb++++=continually
renewed ^jj+++xvbn+=renewed.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shore ^nn++++=shore
burned ^vbd+++xvbn+=burned
with ^in++++=with
scattered ^xvbn+++xvbn+=scattered
lights ^nns++++=lights;
; ^zz++++=EXTRAWORD
above ^jjb++++=above
it ^pp3+it+++=it
the ^ati++++=the
sunset ^nn++++=sunset
smouldered ^vbd+++xvbn+=smouldered
like ^in++++=like
the ^ati++++=the
last ^jj+atrb+++=last
embers ^nns++++=embers
beneath ^in+pl+++=beneath
a ^at++++=a
church ^nn++++=church
censer ^nn++++=censer.
. ^zz++++=EXTRAWORD
Voznitsin ^np+++??+=Voznitsin
thought ^vbd+++xvbn+=thought
of ^in++++=of
Elena ^np++++=Elena's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
of ^in++++=of
beetle ^nn++++=beetle-catching
- ^zz++++=EXTRAWORD
catching ^vbg+++xvbg+=EXTRAWORD
Sergei ^np+++??+=Sergei
dead ^jj++++=dead
in ^in++++=in
Turkestan ^np+nom++??+=Turkestan,
, ^zz++++=EXTRAWORD
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
mother ^nn++++=mother
under ^in++++=under
the ^ati++++=the
Moscow ^np++++=Moscow
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
green ^nn++++=green
house ^npl++++=house
replaced ^vwbn+++xvbn+=replaced
by ^in++++=by
a ^at++++=a
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
schoolboys ^nns++++=schoolboys
reciting ^vwbg+++xvbg+=reciting
rivers ^nns++++=rivers
in ^in++++=in
rooms ^nns++++=rooms
where ^wrb+who+++=where
no ^at++++=no
one ^cd1++++=one
remembered ^vbd+vprv++xvbn+=remembered
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
seemed ^vprf+++xvbnx+=seemed
in ^in++++=in
Moscow ^np++++=Moscow
to ^to++++=to
prove ^vbi+vprv+++=prove
only ^rb+down+++=only
extinction ^nn+nom+++=extinction.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
Elena ^np++++=Elena's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
rail ^nn++++=rail,
, ^zz++++=EXTRAWORD
older ^jjr++++=older
and ^cc+phrs+++=and
recognisable ^jj++++=recognisable;
; ^zz++++=EXTRAWORD
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter
carrying ^vwbg+++xvbg+=carrying
in ^in++++=in
her ^pp$+pp3+++=her
face ^nn++++=face
a ^at++++=a
gesture ^nn++++=gesture
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
crossed ^vprf+++xvbnx+=crossed
years ^nns++++=years
and ^cc++++=and
death ^nn++++=death
without ^in++++=without
knowing ^vb+vprv++xvbg+=knowing
that ^tht+vcmp+++=that
it ^pp3+it+++=it
travelled ^vbd+++xvbn+=travelled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
understood ^vbd+vprv++xvbnx+=understood,
, ^zz++++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
remain ^vb++++=remain
waiting ^nvbg+++xvbg+=waiting
for ^in++++=for
us ^pp1o+pp1+++=us
in ^in++++=in
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
Timber ^nn++++=Timber
rots ^nns+++??+=rots,
, ^zz++++=EXTRAWORD
gardens ^nns++++=gardens
are ^vb+ber+aux++=are
cut ^vpsv++agls+xvbnx+=cut
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
churches ^nns++++=churches
are ^vb+ber+aux++=are
regilded ^vpsv++agls+xvbnx+=regilded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
porter ^nn++++=porter
denies ^vbz+vpub+++=denies
the ^ati++++=the
lilac ^jj+atrb+++=lilac
bush ^nn++++=bush.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
does ^vbz+doz+vrb++=does
youth ^nn++++=youth
sleep ^nn++++=sleep
whole ^jj++++=whole
inside ^jjb++++=inside
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
ready ^jj++++=ready
to ^to+jcmp+++=to
rise ^vbi++++=rise
at ^in++++=at
the ^ati++++=the
command ^nn++++=command
of ^in++++=of
a ^at++++=a
smell ^nn++++=smell
or ^cc++++=or
a ^at++++=a
street ^nn++++=street.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
changes ^vbz++++=changes
its ^pp$+it+++=its
dwelling ^nvbg+++xvbg+=dwelling.
. ^zz++++=EXTRAWORD
A ^at++++=A
word ^nn++++=word
passes ^nns++++=passes
into ^in++++=into
another ^dt++++=another
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
courage ^nn+nom+++=courage
into ^in++++=into
another ^dt++++=another
action ^nn++++=action,
, ^zz++++=EXTRAWORD
the ^ati++++=the
inclination ^nn+nom+++=inclination
of ^in++++=of
a ^at++++=a
head ^nn++++=head
into ^in++++=into
another ^dt++++=another
body ^nn++++=body;
; ^zz++++=EXTRAWORD
what ^wdt+who+++=what
one ^cd1++++=one
person ^nn++++=person
has ^vbz+hvz+aux++=has
loved ^vprf+++xvbnx+=loved
alters ^vbz++++=alters
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
touches ^nns++++=touches,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
altered ^vprf+++xvbn+=altered
thing ^nn++++=thing
proceeds ^nns++++=proceeds
beyond ^in++++=beyond
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
returns ^vbz++++=returns
exactly ^rb++++=exactly.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
is ^vbz+bez+aux++=is
entirely ^rb+amp+splt++=entirely
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
not ^xnot++not++=not
original ^jj++++=original.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
truth ^nn++++=truth
does ^vbz+doz+aux++=does
not ^xnot++not++=not
become ^vb++++=become
less ^rbr++++=less
consoling ^nn+nom+++=consoling
because ^cs+cos+++=because
many ^ap++++=many
have ^vb+hv+aux++=have
needed ^vprf+++xvbnx+=needed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believed ^vbd+vprv+tht0+xvbnx+=believed
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
old ^jj++++=old,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Elena ^np+++??+=Elena
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
his ^pp$+pp3+++=his
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Kolya ^np+++??+=Kolya."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
listen ^vb++++=listen.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
old ^jj+atrb+++=old
age ^nn++++=age
meant ^vbd+vprv++xvbn+=meant
that ^tht+vcmp+++=that
everything ^pn++++=everything
had ^vbd+hvd+aux++=had
ended ^vprf+++xvbnx+=ended
behind ^rp+pl+++=behind
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went
on ^in++++=on
merely ^rb+down+++=merely
because ^cs+cos+++=because
the ^ati++++=the
body ^nn++++=body
had ^vb+hv+aux++=had
not ^xnot++not++=not
received ^vprf+++xvbn+=received
the ^ati++++=the
order ^vb++++=order
to ^to+vcmp+++=to
stop ^vbi++++=stop.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
is ^vbz+bez+vrb++=is
foolish ^jj+pred+++=foolish.
. ^zz++++=EXTRAWORD
Sergei ^np+++??+=Sergei
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
mother ^nn++++=mother
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
mine ^nn++++=mine
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
day ^nn++++=day
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
something ^pn++++=something
continues ^vbz++++=continues
our ^pp$+pp1+++=our
features ^nns++++=features,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
foolish ^jj+atrb+++=foolish
phrases ^nns++++=phrases,
, ^zz++++=EXTRAWORD
the ^ati++++=the
harm ^nn++++=harm
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
the ^ati++++=the
kindness ^nns+nom+++=kindness
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
any ^dti++++=any;
; ^zz++++=EXTRAWORD
even ^rb++++=even
a ^at++++=a
kiss ^nn++++=kiss
under ^in++++=under
wet ^jj+atrb+++=wet
trees ^nns++++=trees
may ^md+pos+++=may
continue ^vb++++=continue,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
as ^in++++=as
a ^at++++=a
kiss ^vb++++=kiss,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
tenderness ^nns+nom+++=tenderness
somewhere ^rb++++=somewhere
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
keeps ^vbz++++=keeps
rising ^nvbg+++xvbg+=rising
from ^in++++=from
the ^ati++++=the
dead ^nn++++=dead.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
we ^pp1a+pp1+++=we
ourselves ^ppls+pp1+++=ourselves
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
childish ^jj+atrb+++=childish
way ^nn++++=way
we ^pp1a+pp1+++=we
desire ^nn++++=desire
but ^cc++++=but
life ^nn++++=life."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elena ^np++++=Elena's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
filled ^vbd+++xvbn+=filled
with ^in++++=with
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled
and ^cc+phrs+++=and
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
did ^vbd+dod+aux++=did
make ^vb++++=make
speeches ^nns++++=speeches
too ^ql++++=too
long ^rb++++=long."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
always ^rb++++=always
ran ^vbd+++xvbn+=ran
away ^rp+pl+++=away
before ^in++++=before
the ^ati++++=the
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nasty,
nasty ^jj+atrb+++=EXTRAWORD
, ^zz++++=EXTRAWORD
horrid ^jj+atrb+++=horrid
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Below ^rb++++=Below,
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
bells ^nns++++=bells
of ^in++++=of
Easter ^np++++=Easter
began ^vbd+++xvbn+=began
to ^to++++=to
ring ^vbi++++=ring
from ^in++++=from
the ^ati++++=the
little ^ap++++=little
chapel ^nn++++=chapel
in ^in++++=in
the ^ati++++=the
stern ^nn++++=stern;
; ^zz++++=EXTRAWORD
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
distant ^jj+atrb+++=distant
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
other ^ap++++=other
bells ^nns++++=bells
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
faint ^jj++++=faint
but ^cc+phrs+++=but
innumerable ^jj++++=innumerable.
. ^zz++++=EXTRAWORD
The ^ati++++=The
commercial ^jj+atrb+++=commercial
traveller ^nn+nom+++=traveller
emerged ^vbd+++xvbn+=emerged
with ^in++++=with
a ^at++++=a
red ^jj+atrb+++=red
face ^nn++++=face,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
himself ^ppl+pp3+++=himself
and ^cc++++=and
kissed ^vbd+++xvbn+=kissed
the ^ati++++=the
steward ^nn++++=steward.
. ^zz++++=EXTRAWORD
Sailors ^nns++++=Sailors
called ^vbd+++xvbn+=called
to ^to++++=to
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
imprisoned ^xvbn+++xvbn+=imprisoned
turkeys ^nns+++??+=turkeys
awakened ^vbd+++xvbn+=awakened
and ^cc+phrs+++=and
protested ^vbd+vpub++xvbn+=protested
with ^in++++=with
prehistoric ^jj+atrb+++=prehistoric
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
younger ^jjr++++=younger
Lenotchka ^np+++??+=Lenotchka
appeared ^vbd+seem++xvbn+=appeared
at ^rb++++=at
the ^ati++++=the
companionway ^nn+++??+=companionway,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
three ^cd++++=three
coloured ^jj+atrb++xvbn+=coloured
eggs ^nns++++=eggs.
. ^zz++++=EXTRAWORD
" ^zz++++="Christ
christ ^np++++=EXTRAWORD
is ^vbz+bez+aux++=is
risen ^vwbn+++xvbn+=risen!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
risen ^vprf+++xvbn+=risen
indeed ^qlp++++=indeed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Voznitsin ^np+++??+=Voznitsin
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
a ^at++++=a
sapphire ^nn++++=sapphire-blue
- ^zz++++=EXTRAWORD
blue ^jj+atrb+++=EXTRAWORD
egg ^nn++++=egg.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
fingers ^nns+nom+++=fingers
touched ^vbd+++xvbn+=touched,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
touch ^nn++++=touch
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
the ^ati++++=the
touch ^nn++++=touch
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
hand ^nn++++=hand
offering ^vwbg+++xvbg+=offering
a ^at++++=a
painted ^jj+atrb++xvbn+=painted
shell ^nn++++=shell
to ^in++++=to
an ^at++++=an
old ^jj+atrb+++=old
family ^nn++++=family
friend ^nn++++=friend;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
received ^vbd+++xvbnx+=received
it ^pp3+it+++=it
with ^in++++=with
reverence ^nn+nom+++=reverence.
. ^zz++++=EXTRAWORD
At ^in++++=At
Sevastopol ^np+++??+=Sevastopol,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
to ^to++++=to
separate ^nn+nom+++=separate,
, ^zz++++=EXTRAWORD
dawn ^nn++++=dawn
was ^vbd+bedz+aux++=was
whitening ^vbg+++xvbgx+=whitening
the ^ati++++=the
harbour ^nn++++=harbour.
. ^zz++++=EXTRAWORD
Elena ^np++++=Elena's
's ^$++++=EXTRAWORD
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
servant ^nn+nom+++=servant
waited ^vbd+++xvbn+=waited
on ^in+ppvb+++=on
the ^ati++++=the
quay ^nn++++=quay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
porters ^nns+nom+++=porters
shouted ^vbd+vpub++xvbn+=shouted
around ^in++++=around
the ^ati++++=the
luggage ^nn+nom+++=luggage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
daughter ^nn+nom+++=daughter
ran ^vbd+++xvbn+=ran
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
Elena ^np+++??+=Elena
and ^cc++++=and
Voznitsin ^np+++??+=Voznitsin
stood ^vbd+++xvbn+=stood
for ^in+ppvb+++=for
one ^cd1++++=one
last ^jj+atrb+++=last
moment ^nn++++=moment
beside ^in+pl+++=beside
the ^ati++++=the
gangway ^nn++++=gangway.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
we ^pp1a+pp1+++=we
meet ^vb++++=meet
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Certainly,"
certainly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
both ^abx++++=both
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
uncertainty ^nn++++=uncertainty.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
offered ^vbd+++xvbnx+=offered
her ^pp$+pp3+++=her
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kissed ^vbd+++xvbnx+=kissed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
the ^ati++++=the
cool ^jj+atrb+++=cool
skin ^nn++++=skin,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fine ^jj+atrb+++=fine
lines ^nns++++=lines
near ^rb++++=near
her ^pp$+pp3+++=her
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
them ^pp3o+pp3+++=them
not ^xnot++not++=not
hidden ^jj+++xvbn+=hidden,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
restored ^jj+++xvbn+=restored,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
mysteriously ^rb++++=mysteriously
continued ^vbd+++xvbn+=continued
the ^ati++++=the
warmth ^nn++++=warmth
of ^in++++=of
Lenotchka ^np+++??+=Lenotchka.
. ^zz++++=EXTRAWORD
" ^zz++++="Goodbye,
goodbye ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Kolya ^np+++??+=Kolya."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Goodbye,
goodbye ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Lenotchka ^np+++??+=Lenotchka."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
smiled ^vbd+++xvbnx+=smiled
through ^in++++=through
tears ^nns++++=tears,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
ashamed ^jj++++=ashamed
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
all ^rb++++=all
the ^ati++++=the
more ^rbr++++=more
tenderly ^rb++++=tenderly.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
quay ^nn++++=quay,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter
turned ^vbd+++xvbn+=turned
and ^cc+phrs+++=and
lifted ^vbd+++xvbn+=lifted
both ^abx++++=both
arms ^nns++++=arms
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Voznitsin ^np+++??+=Voznitsin
remained ^vbd+++xvbn+=remained
at ^rb++++=at
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
harbour ^npl++++=harbour
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
pitch ^nn++++=pitch,
, ^zz++++=EXTRAWORD
salt ^jj+atrb+++=salt
water ^nn++++=water,
, ^zz++++=EXTRAWORD
oranges ^nns++++=oranges
and ^cc++++=and
spring ^nn++++=spring
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
the ^ati++++=the
roofs ^nns++++=roofs
the ^ati++++=the
east ^np+pl+++=east
flamed ^vbd+++xvbn+=flamed
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Bells ^nns++++=Bells
rang ^vbd+++xvbn+=rang
over ^in++++=over
the ^ati++++=the
waking ^jj+++xvbg+=waking
city ^npl++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
touched ^xvbn+++xvbn+=touched
by ^in++++=by
the ^ati++++=the
new ^jj++++=new
light ^jj++++=light,
, ^zz++++=EXTRAWORD
broke ^vbd+++xvbn+=broke
into ^in+ppvb+++=into
a ^at++++=a
thousand ^cd++++=thousand
restless ^jj+atrb+++=restless
fires ^nns++++=fires.
. ^zz++++=EXTRAWORD
