# ^zz++++=#
Traditions ^nns+nom+++=Traditions
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
chamber ^nn++++=chamber
long ^jj++++=long
sealed ^jj+++xvbn+=sealed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
man ^nn++++=man
stood ^vbd+++xvbn+=stood
three ^cd++++=three
steps ^nns++++=steps
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
beckoned ^vbd+++xvbnx+=beckoned
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
perceived ^vbd+vprv++xvbnx+=perceived
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
folded ^vwbn+++xvbn+=folded
close ^jj++++=close
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
of ^in++++=of
an ^at++++=an
unnatural ^jj+atrb+++=unnatural
length ^nn++++=length.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
hand ^nn++++=hand
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
the ^ati++++=the
stair ^nn++++=stair
below ^rb++++=below
his ^pp$+pp3+++=his
feet ^nns++++=feet;
; ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
reached ^jj+++xvbn+=reached
upward ^jjb++++=upward
and ^cc+phrs+++=and
touched ^jj+++xvbn+=touched
the ^ati++++=the
crown ^nn++++=crown
of ^in++++=of
the ^ati++++=the
arch ^nn++++=arch.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
smile ^vb++++=smile
widened ^vbd+++xvbn+=widened.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
something ^pn++++=something
heavy ^jj++++=heavy
began ^vbd+++xvbn+=began
to ^to++++=to
breathe ^vbi++++=breathe.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
uttered ^vwbn+++xvbn+=uttered
a ^at++++=a
cry ^nn++++=cry
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
turn ^vbi++++=turn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hall ^npl++++=hall
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
lengthen ^vbi++++=lengthen
before ^in++++=before
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
the ^ati++++=the
window ^nn++++=window
became ^vbd+++xvbn+=became
a ^at++++=a
remote ^jj+atrb+++=remote
point ^nn++++=point
of ^in++++=of
grey ^np++++=grey
light ^jj++++=light;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
figure ^nn++++=figure
sprang ^vbd+++xvbn+=sprang
upward ^jjb++++=upward,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
touching ^vbg+++xvbg+=touching
the ^ati++++=the
intervening ^jj+atrb++xvbg+=intervening
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
alarmed ^xvbn+++xvbn+=alarmed
by ^in++++=by
her ^pp$+pp3+++=her
continued ^vbd+++xvbn+=continued
absence ^nn+nom+++=absence,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
her ^pp$+pp3+++=her
at ^in++++=at
twilight ^nn++++=twilight
lying ^vwbg+++xvbg+=lying
across ^in+pl+++=across
the ^ati++++=the
doorway ^nn++++=doorway
of ^in++++=of
the ^ati++++=the
spiral ^nn++++=spiral
stair ^nn++++=stair.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
papers ^nns++++=papers
were ^vbd+bed+aux++=were
scattered ^vpsv++agls+xvbnx+=scattered
through ^in++++=through
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
On ^in++++=On
one ^cd1++++=one
sheet ^nn++++=sheet
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
a ^at++++=a
careful ^jj++++=careful
drawing ^jj+++xvbg+=drawing
of ^in++++=of
the ^ati++++=the
carved ^jj+atrb++xvbn+=carved
device ^nn++++=device;
; ^zz++++=EXTRAWORD
across ^in+pl+++=across
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
in ^in++++=in
red ^jj+atrb+++=red
chalk ^nn++++=chalk
which ^whp+rel+obj++=which
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
identify ^vb++++=identify,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
rude ^jj+atrb+++=rude
outline ^nn++++=outline
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
man ^nn++++=man
with ^in++++=with
one ^cd1++++=one
arm ^vb++++=arm
stretched ^vbd+++xvbn+=stretched
above ^rb++++=above
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
consciousness ^nns+nom+++=consciousness
returned ^vbd+++xvbn+=returned,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
insisted ^vbd+vpub++xvbn+=insisted
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
warning ^nn++++=warning
of ^in++++=of
her ^pp$+pp3+++=her
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
family ^nn++++=family
endeavoured ^vbd+++xvbn+=endeavoured
to ^in++++=to
reason ^nn++++=reason
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baily ^np++++=Baily
maintained ^vbd+vpub++xvbn+=maintained
that ^tht+vcmp+++=that
a ^at++++=a
wandering ^jj+atrb++xvbg+=wandering
beggar ^nn++++=beggar
had ^vbd+hvd+aux++=had
frightened ^vprf+++xvbnx+=frightened
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
the ^ati++++=the
physician ^nn++++=physician
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
vapours ^nns++++=vapours,
, ^zz++++=EXTRAWORD
solitude ^nn++++=solitude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
consequences ^nns+nom+++=consequences
of ^in++++=of
prolonged ^jj+atrb++xvbn+=prolonged
nervous ^jj+atrb+++=nervous
excitement ^nn+nom+++=excitement
over ^in++++=over
the ^ati++++=the
dream ^nn++++=dream
and ^cc++++=and
excavation ^nn+nom+++=excavation.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
persuaded ^vpsv++agls+xvbnx+=persuaded.
. ^zz++++=EXTRAWORD
A ^at++++=A
fever ^nn++++=fever
declared ^vbd+vpub++xvbn+=declared
itself ^ppl++++=itself
that ^cs+sub+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
days ^nns++++=days
she ^pp3a+pp3+++=she
repeated ^vbd+++xvbnx+=repeated
the ^ati++++=the
measurements ^nns+nom+++=measurements
twelve ^cd++++=twelve
paces ^nns++++=paces,
, ^zz++++=EXTRAWORD
seven ^cd++++=seven
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
the ^ati++++=the
third ^od++++=third
stone ^nn++++=stone
and ^cc++++=and
begged ^vbd+++xvbn+=begged
them ^pp3o+pp3+++=them
not ^xnot++not++=not
to ^to++++=to
follow ^vbi+vprv+tht0++=follow
the ^ati++++=the
red ^nn++++=red
guide ^vb++++=guide
below ^rb++++=below
the ^ati++++=the
stair ^nn++++=stair.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
died ^vbd+++xvbnx+=died
before ^cs+sub+++=before
the ^ati++++=the
week ^nn++++=week
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
the ^ati++++=the
apparition ^nn+nom+++=apparition
foretold ^nn+++??+=foretold
her ^pp3o+pp3+++=her
death ^nn++++=death,
, ^zz++++=EXTRAWORD
occasioned ^xvbn+++xvbn+=occasioned
it ^pp3+it+++=it
through ^in++++=through
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
was ^vbd+bedz+vrb++=was
itself ^ppl++++=itself
the ^ati++++=the
first ^od++++=first
image ^nn++++=image
of ^in++++=of
a ^at++++=a
fever ^nn++++=fever
already ^rb++++=already
upon ^in++++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Anne ^np++++=Anne
offered ^vbd+++xvbn+=offered
all ^abn++++=all
three ^cd++++=three
possibilities ^nns+nom+++=possibilities,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
her ^pp3o+pp3+++=her
uplifted ^jj+atrb+++=uplifted
finger ^nn++++=finger
and ^cc++++=and
dark ^jj+atrb+++=dark
side ^nn++++=side-long
- ^zz++++=EXTRAWORD
long ^rb++++=EXTRAWORD
glance ^nn++++=glance
showed ^vbd+vprv++xvbn+=showed
plainly ^rb++++=plainly
which ^whp+who+++=which
she ^pp3a+pp3+++=she
favoured ^vbd+++xvbnx+=favoured.
. ^zz++++=EXTRAWORD
The ^ati++++=The
spiral ^nn++++=spiral
stair ^nn++++=stair
was ^vbd+bedz+aux++=was
afterward ^rb++splt++=afterward
examined ^vpsv++agls+xvbnx+=examined.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
descended ^vbd+++xvbn+=descended
to ^in++++=to
a ^at++++=a
vaulted ^jj+atrb++xvbn+=vaulted
room ^nn++++=room,
, ^zz++++=EXTRAWORD
half ^abn++++=half-filled
- ^zz++++=EXTRAWORD
filled ^vbd+++xvbn+=EXTRAWORD
with ^in++++=with
fallen ^vprf+++xvbn+=fallen
stone ^nn++++=stone
and ^cc++++=and
wholly ^rb++++=wholly
innocent ^jj++++=innocent
of ^in++++=of
treasure ^nn++++=treasure.
. ^zz++++=EXTRAWORD
No ^at++++=No
subterranean ^jj+atrb+++=subterranean
passage ^nn+nom+++=passage
to ^in++++=to
the ^ati++++=the
lake ^nn++++=lake
was ^vbd+bedz+aux++=was
discovered ^vpsv++agls+xvbnx+=discovered;
; ^zz++++=EXTRAWORD
no ^at++++=no
red ^jj+atrb+++=red
chalk ^nn++++=chalk
lay ^vbd+++xvbn+=lay
among ^in++++=among
Miss ^npt++++=Miss
Vane ^np++++=Vane's
's ^$++++=EXTRAWORD
possessions ^nns++++=possessions;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
little ^ap++++=little
man ^nn++++=man
answering ^vwbg+++xvbg+=answering
the ^ati++++=the
description ^nn+nom+++=description
was ^vbd+bedz+aux++=was
known ^vpsv++agls+xvbnx+=known
in ^in++++=in
the ^ati++++=the
parish ^nn++++=parish.
. ^zz++++=EXTRAWORD
The ^ati++++=The
castle ^nn++++=castle
has ^vbz+hvz+aux++=has
altered ^vprf+++xvbnx+=altered
greatly ^rb+amp+++=greatly
since ^in++++=since
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
Part ^nn++++=Part
of ^in++++=of
the ^ati++++=the
Earl ^np++++=Earl's
's ^$++++=EXTRAWORD
Hall ^npl++++=Hall
fell ^vbd+++xvbn+=fell
in ^in++++=in
a ^at++++=a
winter ^nn++++=winter
storm ^nn++++=storm;
; ^zz++++=EXTRAWORD
the ^ati++++=the
western ^jj+atrb+++=western
fireplace ^nn++++=fireplace
is ^vbz+bez+aux++=is
buried ^vpsv++agls+xvbnx+=buried;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
narrow ^jj+atrb+++=narrow
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
told ^vpsv++agls+xvbnx+=told,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
blocked ^vpsv++agls+xvbnx+=blocked
for ^in++++=for
the ^ati++++=the
safety ^nn++++=safety
of ^in++++=of
cattle ^nns++++=cattle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Baily ^np+++??+=Baily
house ^nn++++=house
also ^rb++++=also
has ^vbz+hvz+aux++=has
passed ^vprf+++xvbnx+=passed
into ^in++++=into
other ^ap++++=other
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
orchard ^nn++++=orchard
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
glasses ^nns++++=glasses
were ^vbd+bed+aux++=were
dispersed ^vpsv++agls+xvbnx+=dispersed
at ^rb++++=at
auction ^nn+nom+++=auction,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
shore ^nn++++=shore
where ^wrb+who+++=where
Moll ^np+++??+=Moll
Rial ^np+++??+=Rial
beetled ^vbd+++xvbn+=beetled
the ^ati++++=the
linen ^nn++++=linen
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
soft ^jj+atrb+++=soft
ground ^nn++++=ground
overgrown ^vbd+++xvbn+=overgrown
with ^in++++=with
rushes ^nn++++=rushes.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Lough ^np+++??+=Lough
Guir ^np+++??+=Guir
preserves ^nns++++=preserves,
, ^zz++++=EXTRAWORD
even ^rb++++=even
under ^in++++=under
the ^ati++++=the
candid ^jj+atrb+++=candid
light ^nn++++=light
of ^in++++=of
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
an ^at++++=an
aspect ^nn++++=aspect
favourable ^jj++++=favourable
to ^in++++=to
ancient ^jj+atrb+++=ancient
recollection ^nn+nom+++=recollection.
. ^zz++++=EXTRAWORD
At ^in++++=At
evening ^nn++++=evening
the ^ati++++=the
hills ^nns++++=hills
lean ^vb++++=lean
darkly ^rb++++=darkly
over ^in++++=over
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
islands ^nns++++=islands
appear ^vb+seem+++=appear
where ^wrb+who+++=where
none ^rb++++=none
were ^vbd+bed+vrb++=were
visible ^jj+pred+++=visible
by ^in++++=by
day ^nn++++=day;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
the ^ati++++=the
quiet ^jj+atrb+++=quiet
water ^nn++++=water
one ^cd1++++=one
may ^md+pos+++=may
sometimes ^rb++splt++=sometimes
discern ^vb++++=discern
long ^jj+atrb+++=long
wavering ^jj+atrb+++=wavering
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
like ^in++++=like
walls ^nns++++=walls
and ^cc++++=and
towers ^nns++++=towers
disturbed ^vwbn+++xvbn+=disturbed
by ^in++++=by
an ^at++++=an
unfelt ^jj+atrb++xvbn+=unfelt
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
once ^rb+tm+++=once
asked ^vbn+vsua++xvbn+=asked
Miss ^npt++++=Miss
Anne ^np++++=Anne
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
the ^ati++++=the
silver ^nn++++=silver
shoes ^nns++++=shoes
of ^in++++=of
the ^ati++++=the
earl ^np++++=earl's
's ^$++++=EXTRAWORD
horse ^nn++++=horse
would ^md+prd+++=would
ever ^rb++++=ever
be ^vb+be+aux++=be
worn ^vpsv++agls+xvbnx+=worn
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="all
all ^abn++++=EXTRAWORD
shoes ^nns++++=shoes
wear ^vb++++=wear
through ^in++++=through
at ^rb++++=at
last ^rb"++++=last."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
after ^in++++=after
looking ^nn++++=looking
toward ^in++++=toward
the ^ati++++=the
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added:
: ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
silver ^nn++++=silver
is ^vbz+bez+vrb++=is
a ^at++++=a
patient ^nn++++=patient
metal ^nn++++=metal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
