# ^zz++++=##
# ^zz++++=EXTRAWORD
Hundred ^cd++++=HUNDRED
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
" ^zz++++="Reckin
reckin ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
some ^dti++++=some
use ^nn++++=use,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+aux++=were
more ^ql++++=more
use ^vb++++=use
than ^in++++=than
all ^abn++++=all
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
curious ^jj++++=curious."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
war ^nn++++=warn't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use.
. ^zz++++=EXTRAWORD
Said ^jj+atrb++xvbn+=Said
Number ^nn++++=Number
One ^cd1++++=One
Hundred ^cd++++=Hundred
and ^cc++++=and
One ^cd1++++=One
was ^vbd+bedz+vrb++=was
jess ^nn++++=jess
room ^nn++++=room
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
sunset ^nn++++=sunset
a ^at++++=a
horse ^nn++++=horse
galloped ^vbd+++xvbn+=galloped
into ^in++++=into
the ^ati++++=the
yard ^nn++++=yard.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it
but ^cc++++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
leave ^vb++++=leave
the ^ati++++=the
bedside ^nn++++=bedside.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
Colonel ^npt++++=Colonel
Dabney ^np+++??+=Dabney,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned
with ^in++++=with
the ^ati++++=the
county ^nn++++=county
physician ^nn++++=physician
and ^cc++++=and
two ^cd++++=two
officials ^nns+nom+++=officials,
, ^zz++++=EXTRAWORD
appeared ^j+++xvbn+=appeared
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
colonel ^nn++++=colonel's
's ^$++++=EXTRAWORD
face ^nn++++=face
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
its ^pp$+it+++=its
customary ^jj+atrb+++=customary
historical ^jj+atrb+++=historical
importance ^nn+nom+++=importance.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
gentleman ^nn+nom+++=gentleman
from ^in++++=from
Atlanta ^np+++??+=Atlanta,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
papers ^nns++++=papers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
heard ^vbd+vprv++xvbn+=heard.
. ^zz++++=EXTRAWORD
" ^zz++++="Papers?"
papers ^nns++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An
official ^nn++++=official
stepped ^vbd+++xvbn+=stepped
into ^in++++=into
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
a ^at++++=a
leather ^nn++++=leather
portfolio ^nn++++=portfolio
and ^cc++++=and
the ^ati++++=the
solemn ^jj+atrb+++=solemn
discomfort ^nn++++=discomfort
of ^in++++=of
a ^at++++=a
man ^nn++++=man
arriving ^vwbg+++xvbg+=arriving
punctually ^rb++++=punctually
according ^in+cmpx+++=according
to ^in++++=to
law ^nn++++=law
and ^cc++++=and
too ^ql++++=too
late ^jj++++=late
according ^in+cmpx+++=according
to ^in++++=to
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
Samuel ^np++++=Samuel
Baker ^np++++=Baker?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
moved ^vbd+++xvbn+=moved
anxiously ^rb++++=anxiously.
. ^zz++++=EXTRAWORD
" ^zz++++="Me?"
me ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Formerly
formerly ^rb+tm+++=EXTRAWORD
prisoner ^nn+nom+++=prisoner
Number ^nn++++=Number
One ^cd1++++=One
Hundred ^cd++++=Hundred
and ^cc++++=and
One ^pn++++=One?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^nn++++=old
fear ^vb++++=fear
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hand ^nn++++=hand
clawed ^vbd+++xvbn+=clawed
at ^rb++++=at
the ^ati++++=the
blanket ^nn++++=blanket;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
foot ^nn++++=foot
jerked ^vbd+++xvbn+=jerked
as ^cs+sub+++=as
though ^cs+sub+++=though
an ^at++++=an
iron ^nn++++=iron
ring ^nn++++=ring
had ^vbd+hvd+aux++=had
closed ^vprf+++xvbnx+=closed
around ^rp++++=around
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton.
. ^zz++++=EXTRAWORD
The ^ati++++=The
official ^nn++++=official
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
not ^xnot++not++=not
come ^vb++++=come
to ^to++++=to
take ^vbi++++=take
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
governor ^nn++++=governor
has ^vbz+hvz+aux++=has
reviewed ^vprf+++xvbnx+=reviewed
the ^ati++++=the
case ^nn++++=case.
. ^zz++++=EXTRAWORD
New ^jj+atrb+++=New
evidence ^nn+nom+++=evidence
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
received ^vpsv++agls+xvbnx+=received.
. ^zz++++=EXTRAWORD
A ^at++++=A
pardon ^nn++++=pardon
was ^vbd+bedz+aux++=was
signed ^vpsv++agls+xvbnx+=signed
yesterday ^nr+tm+++=yesterday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pardon?"
pardon ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
repeated ^vbd+++xvbn+=repeated.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Full ^jj++++=Full
and ^cc+phrs+++=and
unconditional ^jj++++=unconditional."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
looked ^vbd+++xvbn+=looked
from ^in++++=from
the ^ati++++=the
paper ^nn++++=paper
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton.
. ^zz++++=EXTRAWORD
" ^zz++++="Paper
paper ^nn++++=EXTRAWORD
free ^jj++++=free?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Paper
paper ^nn++++=EXTRAWORD
free ^jj++++=free,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
voice ^nn++++=voice
broke ^vbd+++xvbn+=broke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
official ^nn++++=official
continued ^vbd+++xvbn+=continued,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
because ^cs+cos+++=because
official ^jj+atrb+++=official
language ^nn+nom+++=language
is ^vbz+bez+vrb++=is
most ^ql+emph+++=most
comfortable ^jj++++=comfortable
when ^wrb+who+++=when
human ^jj+atrb+++=human
language ^nn+nom+++=language
becomes ^vbz++++=becomes
impossible ^jj++++=impossible.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
man ^nn++++=man
named ^vbd+++xvbn+=named
Elijah ^np++++=Elijah
Baker ^np++++=Baker
made ^vbd+++xvbn+=made
a ^at++++=a
sworn ^vprf+++xvbn+=sworn
confession ^nn++++=confession
before ^in++++=before
his ^pp$+pp3+++=his
death ^nn++++=death
three ^cd++++=three
weeks ^nns++++=weeks
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stated ^vbd+vpub++xvbnx+=stated
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
Samuel ^np++++=Samuel
Baker ^np++++=Baker,
, ^zz++++=EXTRAWORD
killed ^j+++xvbn+=killed
Amos ^np+++??+=Amos
Wren ^nn++++=Wren;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
brother ^nn++++=brother
knew ^vbd+vprv++xvbn+=knew
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
crime ^nn++++=crime;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
fled ^vbd+++xvbnx+=fled
while ^cs+sub+++=while
the ^ati++++=the
accused ^jj+++xvbn+=accused
was ^vbd+bedz+aux++=was
convicted ^vpsv++agls+xvbnx+=convicted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
brother ^nn++++=brother,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
whispered ^vbd+vpub++xvbn+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
moments ^nns+nom+++=moments
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
evening ^nn++++=evening
light ^jj++++=light
spread ^xvbn+++xvbn+=spread
gold ^nn++++=gold
across ^in+pl+++=across
the ^ati++++=the
magnolia ^nn+++??+=magnolia
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mocking ^jj+++xvbg+=mocking-bird
- ^zz++++=EXTRAWORD
bird ^nn++++=EXTRAWORD
began ^vbd+++xvbn+=began
its ^pp$+it+++=its
song ^nn++++=song,
, ^zz++++=EXTRAWORD
borrowing ^nvbg+++xvbg+=borrowing
from ^in++++=from
every ^at++++=every
other ^ap++++=other
creature ^nn++++=creature
and ^cc++++=and
making ^vbg+++xvbg+=making
all ^abn++++=all
voices ^nns++++=voices
its ^pp$+it+++=its
own ^ap++++=own.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
told ^vbd+vpub++xvbnx+=told
' ^zz++++='em,"
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="First
first ^rb++++=EXTRAWORD
year ^nn++++=year
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
them ^pp3o+pp3+++0='em
every ^at++++=every
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Second ^od++++=Second
year ^nn++++=year,
, ^zz++++=EXTRAWORD
Sundays ^nrs++++=Sundays.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
quit ^vb++++=quit,
, ^zz++++=EXTRAWORD
mostly ^rb++++=mostly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
the ^ati++++=the
truth ^nn++++=truth
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Lije
lije ^vb+++??+=EXTRAWORD
done ^vbd+++xvbn+=done
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
seen ^vbd+vprv++xvbnx+=seen
blood ^nn++++=blood
on ^in++++=on
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
come ^vb++++=come
home ^nr++++=home.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub++xvbnx+=said
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
kill ^vb++++=kill
Mammy ^np+++??+=Mammy.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reckined ^vbd+++xvbnx+=reckined
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
tell ^vb++++=tell
after ^cs+sub+++=after
Mammy ^np+++??+=Mammy
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
Kept ^jj+atrb++xvbn+=Kept
reckinin ^nn+++??+=reckinin'."
'." ^nn+++??+=EXTRAWORD
His ^pp$+pp3+++=His
breathing ^xvbg+++xvbg+=breathing
grew ^vbd+++xvbn+=grew
shallow ^jj++++=shallow.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
governor ^nn++++=governor
has ^vbz+hvz+aux++=has
pardoned ^vprf+++xvbnx+=pardoned
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
official ^nn++++=official
repeated ^vbd+++xvbn+=repeated.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker's
's ^$++++=EXTRAWORD
gaze ^nn++++=gaze
lifted ^vbd+++xvbn+=lifted
beyond ^in++++=beyond
the ^ati++++=the
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hard ^jj+atrb+++=hard
room ^nn++++=room,
, ^zz++++=EXTRAWORD
the ^ati++++=the
frightened ^jj+atrb++xvbn+=frightened
faces ^nns++++=faces
and ^cc++++=and
the ^ati++++=the
paper ^nn++++=paper
in ^in++++=in
the ^ati++++=the
official ^jj+atrb+++=official's
's ^vbz+bez+aux++0=EXTRAWORD
hand ^nn++++=hand
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
recede ^vbi+++??+=recede
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Governor
governor ^npt++++=EXTRAWORD
comin ^nn+++??+=comin'?"
'?" ^nn+++??+=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
pardon ^nn++++=pardon
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
ready ^jj+pred+++=ready."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
free ^jj+pred+++=free,
, ^zz++++=EXTRAWORD
Baker ^np++++=Baker."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Free?"
free ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
ankle ^nn++++=ankle
beneath ^in+pl+++=beneath
the ^ati++++=the
sheet ^nn++++=sheet.
. ^zz++++=EXTRAWORD
A ^at++++=A
look ^nn++++=look
of ^in++++=of
wondering ^xvbg+++xvbg+=wondering
relief ^nn++++=relief
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Chain's
chain ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
off ^rp+pl+++=off,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
off ^in+strn+++=off."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
my ^pp$+pp1+++=my
leg ^nn++++=leg
knows ^vbz+vprv+++=knows."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
bent ^vbd+++xvbn+=bent
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker's
's ^$++++=EXTRAWORD
lips ^nns++++=lips
moved ^vbd+++xvbn+=moved
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++0='em
whip ^vb++++=whip
nobody ^pn++++=nobody
Friday ^nr++++=Friday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
shall ^md+prd+++=shall
not ^xnot++not++=not
whip ^vb++++=whip
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Anybody ^pn++++=Anybody."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
anybody ^pn++++=anybody,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can
help ^vb++++=help
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mocking ^jj+++xvbg+=mocking-bird
- ^zz++++=EXTRAWORD
bird ^nn++++=EXTRAWORD
sang ^vbd+++xvbn+=sang
from ^in++++=from
the ^ati++++=the
magnolia ^nn+++??+=magnolia,
, ^zz++++=EXTRAWORD
clear ^jj++++=clear
and ^cc+phrs+++=and
extravagant ^jj++++=extravagant
in ^in++++=in
the ^ati++++=the
falling ^jj+atrb++xvbg+=falling
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
bird ^nn++++=bird,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
could ^md+pos+++=could
carve ^vb++++=carve
him ^pp3o+pp3+++=him
right ^nn++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
his ^pp$+pp3+++=his
boots ^nns++++=boots
stood ^vbd+++xvbn+=stood
side ^nn++++=side
by ^in++++=by
side ^nn++++=side.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
cleaned ^vpsv++agls+xvbnx+=cleaned
of ^in++++=of
the ^ati++++=the
worst ^jjt+atrb+++=worst
mud ^nn++++=mud,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
polished ^jj++++=polished.
. ^zz++++=EXTRAWORD
The ^ati++++=The
right ^jj+atrb+++=right
boot ^nn++++=boot
no ^at++++=no
longer ^rbr++++=longer
swaggered ^jj+++xvbn+=swaggered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
left ^jj+++xvbn+=left
no ^at++++=no
longer ^rbr++++=longer
apologised ^vbd+++xvbn+=apologised.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
great ^jj++++=great
worn ^xvbn+++xvbn+=worn
toes ^nns++++=toes
pointed ^vbd+++xvbn+=pointed
toward ^in++++=toward
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Boots
boots ^nns++++=EXTRAWORD
is ^vbz+bez+vrb++=is
ready ^jj+pred+++=ready,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
murmured ^vbd+++xvbn+=murmured.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Walk
walk ^nn++++=EXTRAWORD
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hand ^nn++++=hand
relaxed ^vbd+++xvbn+=relaxed
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton's.
's. ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
breathe ^vb++++=breathe
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pardon ^nn++++=pardon
lay ^vbd+++xvbn+=lay
open ^jj++++=open
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
magnificent ^jj++++=magnificent
with ^in++++=with
seals ^nns++++=seals,
, ^zz++++=EXTRAWORD
signatures ^nns++++=signatures
and ^cc++++=and
the ^ati++++=the
deliberate ^jj+atrb+++=deliberate
authority ^nn+nom+++=authority
of ^in++++=of
the ^ati++++=the
State ^nn++++=State
of ^in++++=of
Georgia ^np+++??+=Georgia.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
declared ^vbd+vpub++xvbn+=declared
Samuel ^np++++=Samuel
Baker ^np++++=Baker
restored ^vwbn+++xvbn+=restored
to ^in++++=to
all ^abn++++=all
the ^ati++++=the
liberties ^nns++++=liberties
of ^in++++=of
a ^at++++=a
citizen ^nn++++=citizen.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
restored ^vbd+++xvbn+=restored
them ^pp3o+pp3+++=them
completely ^rb+cnj+++=completely,
, ^zz++++=EXTRAWORD
formally ^rb++++=formally
and ^cc+phrs+++=and
forever ^rb++++=forever
except ^cs+sub+++=except
that ^cs"++++=that
the ^ati++++=the
heart ^nn++++=heart
beneath ^in+pl+++=beneath
the ^ati++++=the
coarse ^jj+atrb+++=coarse
shirt ^nn++++=shirt
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased
to ^to++++=to
claim ^vbi++++=claim
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
yard ^nn++++=yard
below ^rb++++=below,
, ^zz++++=EXTRAWORD
rescued ^jj+atrb++xvbn+=rescued
guests ^nns++++=guests
were ^vbd+bed+aux++=were
returning ^vbg+++xvbgx+=returning
by ^in++++=by
twos ^cds++++=twos
and ^cc++++=and
threes ^cds++++=threes.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
spoke ^vbd+++xvbnx+=spoke
softly ^rb++++=softly
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed
at ^in+ppvb+++=at,
, ^zz++++=EXTRAWORD
the ^ati++++=the
servant ^nn+nom+++=servant
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fool ^jjb++++=fool
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
what ^wdt+who+whcl++=what
wise ^jj+atrb+++=wise
men ^nns++++=men
did ^vbd+dod+vrb++=did
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
