# ^zz++++=##
# ^zz++++=EXTRAWORD
Sketch ^nn++++=SKETCH
low ^jj++++=low
head ^jjb++++=head
issuing ^jj+++xvbg+=issuing
from ^in++++=from
a ^at++++=a
high ^jj+atrb+++=high
burden ^nn++++=burden;
; ^zz++++=EXTRAWORD
knees ^nns++++=knees
perpetually ^rb++++=perpetually
bent ^jj+++xvbn+=bent;
; ^zz++++=EXTRAWORD
eyelids ^nns++++=eyelids
wrinkled ^vwbn+++xvbn+=wrinkled
before ^in++++=before
birth ^nn++++=birth;
; ^zz++++=EXTRAWORD
a ^at++++=a
mouth ^nn++++=mouth
shaped ^vbd+++xvbn+=shaped
neither ^dt++neg++=neither
for ^in++++=for
laughter ^nn+nom+++=laughter
nor ^cc++neg++=nor
defiance ^nn+nom+++=defiance;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
over ^in++++=over
all ^abn++++=all,
, ^zz++++=EXTRAWORD
the ^ati++++=the
house ^nn++++=house
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
must ^md+nec+++=must
carry ^vb++++=carry
yet ^rb++++=yet
can ^md+pos+++=can
never ^rb++splt++=never
enter ^vb++++=enter
wholly ^rb++++=wholly.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
animals ^nns+nom+++=animals
inhabit ^vb++++=inhabit
the ^ati++++=the
world ^nn++++=world;
; ^zz++++=EXTRAWORD
the ^ati++++=the
tortoise ^nn++++=tortoise
appears ^vbz+seem+++=appears
sentenced ^vbd+++xvbn+=sentenced
to ^in++++=to
transport ^nn++++=transport
his ^pp$+pp3+++=his
own ^ap++++=own
little ^jj+atrb+++=little
prison ^nn++++=prison
through ^in++++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
sailors ^nns++++=sailors
maintain ^vb+vpub+++=maintain
that ^tht+vcmp+++=that
wicked ^jj+atrb+++=wicked
commodores ^nns+++??+=commodores
are ^vb+ber+vrb++=are
after ^cs+sub+++=after
death ^nn++++=death
converted ^vbd+++xvbn+=converted
into ^in++++=into
these ^dt+dem+++=these
reptiles ^nns++++=reptiles
and ^cc++++=and
dispatched ^vpsv++agls+xvbn+=dispatched
to ^in++++=to
the ^ati++++=the
Encantadas ^np+++??+=Encantadas,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
to ^in++++=to
practice ^nn++++=practice
upon ^in++++=upon
lava ^nn++++=lava
the ^ati++++=the
stubborn ^jj+atrb+++=stubborn
courses ^nns++++=courses
they ^pp3a+pp3+++=they
once ^cs+tm+++=once
forced ^vprf+++xvbn+=forced
upon ^in++++=upon
ships ^nns++++=ships.
. ^zz++++=EXTRAWORD
The ^ati++++=The
belief ^nn++++=belief
has ^vbz+hvz+vrb++=has
conveniences ^nns+nom+++=conveniences.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
explains ^vbz+vpub+++=explains
the ^ati++++=the
imperious ^jj+atrb+++=imperious
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
the ^ati++++=the
leathery ^jj+atrb+++=leathery
complexion ^nn++++=complexion,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ancient ^jj+atrb+++=ancient
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
refusal ^nn++++=refusal
to ^to+ncmp+++=to
alter ^vbi++++=alter
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
a ^at++++=a
lieutenant ^nn+nom+++=lieutenant
whose ^whp+rel+obj++=whose
reincarnation ^nn+nom+++=reincarnation,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
this ^dt+dem+++=this
doctrine ^nn++++=doctrine,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
even ^rb++++=even
now ^rn+tm+++=now
be ^vb+be+aux++=be
pushing ^vbg+++xvbgx+=pushing
against ^in++++=against
the ^ati++++=the
same ^ap++++=same
basalt ^jj+atrb++xvbn+=basalt
wall ^nn++++=wall
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
first ^rb++++=first
collided ^vbd+++xvbn+=collided
in ^in++++=in
1819 ^cd+date+++=1819.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
forecastle ^nn+++??+=forecastle
theology ^nn++++=theology.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
be ^vb+be+vrb++=be
grave ^jj+pred+++=grave
if ^cs+cnd+++=if
gravity ^nn+nom+++=gravity
can ^md+pos+++=can
improve ^vb++++=improve
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gait ^nn++++=gait
of ^in++++=of
the ^ati++++=the
tortoise ^nn++++=tortoise
suggests ^vbz+vpub+++=suggests
hopeless ^jj+atrb+++=hopeless
labor ^nn++++=labor,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
his ^pp$+pp3+++=his
very ^ap+amp+++=very
hopelessness ^nns+nom+++=hopelessness
contains ^vbz++++=contains
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
advances ^nns+nom+++=advances
not ^xnot++not++=not
by ^in++++=by
confidence ^nn+nom+++=confidence
in ^in++++=in
arrival ^nn++++=arrival,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
obedience ^nn+nom+++=obedience
to ^in++++=to
impulse ^nn++++=impulse.
. ^zz++++=EXTRAWORD
No ^at++++=No
prospect ^nn++++=prospect
cheers ^nns++++=cheers
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hill ^nn++++=hill
he ^pp3a+pp3+++=he
climbs ^nns++++=climbs
reveals ^nns+nom+++=reveals
another ^ppls++++=another
hill ^np++++=hill;
; ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water-hole
- ^zz++++=EXTRAWORD
hole ^nn++++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+vrb++=be
dry ^jj+pred+++=dry;
; ^zz++++=EXTRAWORD
the ^ati++++=the
cactus ^nns+++??+=cactus-pad
- ^zz++++=EXTRAWORD
pad ^nn++++=EXTRAWORD
may ^md+pos+++=may
hang ^vb++++=hang
beyond ^in++++=beyond
reach ^nn++++=reach.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
he ^pp3a+pp3+++=he
lifts ^vbz++++=lifts
the ^ati++++=the
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
sets ^vbz++++=sets
it ^pp3+it+++=it
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
draws ^vbz++++=draws
the ^ati++++=the
world ^nn++++=world
backward ^jj++++=backward
by ^in++++=by
half ^nn++++=half
an ^at++++=an
inch ^nn++++=inch.
. ^zz++++=EXTRAWORD
Compare ^vb++++=Compare
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
butterfly ^nn++++=butterfly,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
painted ^vprf+++xvbn+=painted
spendthrift ^nn++++=spendthrift
of ^in++++=of
an ^at++++=an
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
wanders ^nns+nom+++=wanders
wherever ^nn+nom+++=wherever
perfume ^nn++++=perfume
tempts ^nns+++??+=tempts
and ^cc++++=and
dies ^vbz++++=dies
before ^cs+sub+++=before
disappointment ^nn+nom+++=disappointment
can ^md+pos+++=can
become ^vb++++=become
a ^at++++=a
habit ^nn++++=habit.
. ^zz++++=EXTRAWORD
Compare ^vb++++=Compare
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
albatross ^nns+++??+=albatross,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
road ^nn++++=road
is ^vbz+bez+vrb++=is
the ^ati++++=the
wind ^nn++++=wind
and ^cc++++=and
whose ^whp+rel+obj++=whose
mile ^nn++++=mile
costs ^nns++++=costs
scarcely ^rb+down+++=scarcely
a ^at++++=a
feather ^nn++++=feather's
's ^$++++=EXTRAWORD
tremor ^nn++++=tremor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tortoise ^nn++++=tortoise
earns ^vbz++++=earns
every ^at++++=every
yard ^nn++++=yard.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
purchases ^nns++++=purchases
distance ^nn+nom+++=distance
with ^in++++=with
his ^pp$+pp3+++=his
body ^nn++++=body.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
do ^vb+do+aux++=do
not ^xnot++not++=not
sentimentalize ^vb++++=sentimentalize
too ^rb++++=too
confidently ^rb++++=confidently.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
pilgrims ^nns++++=pilgrims,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
their ^pp$+pp3+++=their
martyr ^nn++++=martyr-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
deportment ^nn+nom+++=deportment,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
apostles ^nns++++=apostles
of ^in++++=of
gentleness ^nns+nom+++=gentleness.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
two ^cd++++=two
met ^vbd+++xvbn+=met
upon ^in++++=upon
a ^at++++=a
narrow ^jj+atrb+++=narrow
track ^nn++++=track,
, ^zz++++=EXTRAWORD
the ^ati++++=the
larger ^jjr++++=larger
sometimes ^rb++++=sometimes
thrust ^nn+++xvbn+=thrust
the ^ati++++=the
smaller ^jjr++++=smaller
aside ^rp++++=aside
with ^in++++=with
a ^at++++=a
slow ^jj+atrb+++=slow
brutality ^nn+nom+++=brutality
more ^rbr++++=more
dreadful ^jj++++=dreadful
for ^in++++=for
lacking ^xvbg+++xvbg+=lacking
passion ^nn++++=passion.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
pool ^nn++++=pool
they ^pp3a+pp3+++=they
crowded ^vbd+++xvbnx+=crowded
one ^cd1++++=one
another ^dt++++=another;
; ^zz++++=EXTRAWORD
at ^in++++=at
food ^nn++++=food
they ^pp3a+pp3+++=they
bit ^nn++++=bit.
. ^zz++++=EXTRAWORD
Antiquity ^nn+nom+++=Antiquity
does ^vbz+doz+aux++=does
not ^xnot++not++=not
abolish ^vb++++=abolish
appetite ^nn++++=appetite.
. ^zz++++=EXTRAWORD
Methuselah ^np+++??+=Methuselah,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
dinner ^nn++++=dinner
been ^vprf+ben+aux+xvbn+=been
delayed ^vpsv++agls+xvbnx+=delayed,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
have ^vb+hv+aux++=have
elbowed ^vprf+++xvbnx+=elbowed
as ^ql++++=as
vigorously ^rb++++=vigorously
as ^in++++=as
a ^at++++=a
cabin ^nn++++=cabin-boy.
- ^zz++++=EXTRAWORD
boy ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
one ^cd1++++=one
ash ^nn++++=ash-colored
- ^zz++++=EXTRAWORD
colored ^jj+++xvbn+=EXTRAWORD
giant ^jjb++++=giant
seen ^jj+++xvbn+=seen
upon ^in++++=upon
a ^at++++=a
later ^rbr+tm+++=later
visit ^nn++++=visit.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
a ^at++++=a
shallow ^jj+atrb+++=shallow
volcanic ^jj+atrb+++=volcanic
pit ^nn++++=pit
and ^cc++++=and
could ^md+pos+++=could
not ^xnot++not++=not
climb ^vb++++=climb
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pit ^nn++++=pit
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
twelve ^cd++++=twelve
feet ^nns++++=feet
across ^in+strn+++=across,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
sloping ^jj+atrb++xvbg+=sloping
side ^nn++++=side
presented ^vwbn+++xvbn+=presented
many ^ap++++=many
possible ^jj+atrb+++=possible
exits ^nns+++??+=exits.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
selected ^vprf+++xvbnx+=selected
one ^cd1++++=one
place ^nn++++=place,
, ^zz++++=EXTRAWORD
the ^ati++++=the
steepest ^jjt++++=steepest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
persisted ^vprf+++xvbn+=persisted.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
claws ^nns++++=claws
slipped ^vbd+++xvbn+=slipped;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
descended ^vbd+++xvbnx+=descended
upon ^in++++=upon
his ^pp$+pp3+++=his
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
the ^ati++++=the
ash ^nn++++=ash
betrayed ^vbd+++xvbn+=betrayed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ground ^nn++++=ground
below ^in+pl+++=below
was ^vbd+bedz+aux++=was
scored ^vpsv++agls+xvbnx+=scored
with ^in++++=with
the ^ati++++=the
record ^nn++++=record
of ^in++++=of
his ^pp$+pp3+++=his
attempts ^nns++++=attempts.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
cut ^vbd+++xvbn+=cut
a ^at++++=a
path ^nn++++=path
at ^in++++=at
an ^at++++=an
easier ^jjr+atrb+++=easier
angle ^nn++++=angle
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
turn ^vbi++++=turn
him ^pp3o+pp3+++=him
toward ^in++++=toward
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
resisted ^vbd+++xvbnx+=resisted.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
pushed ^vbd+++xvbn+=pushed;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
withdrew ^vbd+++xvbnx+=withdrew
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
dragged ^vbd+++xvbn+=dragged;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
braced ^vbd+++xvbnx+=braced
his ^pp$+pp3+++=his
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length,
, ^zz++++=EXTRAWORD
by ^in++++=by
united ^jj+atrb+++=united
force ^nn++++=force,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
set ^vbd+++xvbn+=set
him ^pp3o+pp3+++=him
facing ^vbg+++xvbg+=facing
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
considered ^vbd+vprv+tht0+xvbnx+=considered
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
advanced ^j+++xvbn+=advanced
two ^cd++++=two
paces ^nns++++=paces,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
wheeled ^vbd+++xvbn+=wheeled
with ^in++++=with
surprising ^xvbg+++xvbg+=surprising
decision ^nn++++=decision
for ^in++++=for
so ^rb+emph+++=so
deliberate ^jj++++=deliberate
a ^at++++=a
being ^jj+++xvbg+=being
and ^cc+phrs+++=and
returned ^jj+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
impossible ^jj+atrb+++=impossible
ascent ^nn++++=ascent.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
the ^ati++++=the
fool ^jjb++++=fool
alone ^rb+cnj+++=alone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
a ^at++++=a
seaman ^nn++++=seaman.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
if ^cs+cnd+++=if
folly ^nn++++=folly
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
one ^cd1++++=one
freedom ^nn+nom+++=freedom?
? ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
imagine ^vb+vprv+++=imagine
that ^tht+vcmp+++=that
assistance ^nn+nom+++=assistance
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
because ^cs+cos+++=because
it ^pp3+it+++=it
conforms ^vbz++++=conforms
the ^ati++++=the
sufferer ^nn+nom+++=sufferer
to ^in++++=to
our ^pp$+pp1+++=our
map ^nn++++=map.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
he ^pp3a+pp3+++=he
preferred ^vbd+++xvbnx+=preferred
failure ^nn++++=failure
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
choosing ^vb+++xvbg+=choosing
to ^to+vcmp+++=to
rescue ^vb++++=rescue
by ^in++++=by
ours ^pp$$++++=ours.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
we ^pp1a+pp1+++=we
rolled ^vbd+++xvbn+=rolled
him ^pp3o+pp3+++=him
bodily ^jj++++=bodily
over ^in++++=over
the ^ati++++=the
lower ^jjr+atrb+++=lower
rim ^nn++++=rim.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
landed ^vbd+++xvbnx+=landed
upright ^jj++++=upright
outside ^jjb++++=outside
the ^ati++++=the
pit ^nn++++=pit.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
some ^dti++++=some
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
departing ^xvbg+++xvbg+=departing,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
approached ^vbd+++xvbn+=approached
the ^ati++++=the
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
hollow ^nn++++=hollow
whence ^wrb+who+++=whence
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
delivered ^vprf+++xvbnx+=delivered
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
gratitude ^nn++++=gratitude?
? ^zz++++=EXTRAWORD
Reproach ^nn++++=Reproach?
? ^zz++++=EXTRAWORD
A ^at++++=A
wish ^nn++++=wish
to ^to+ncmp+++=to
re ^in++++=re-enter?
- ^zz++++=EXTRAWORD
enter ^vb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
before ^cs+sub+++=before
expression ^nn++++=expression
was ^vbd+bedz+aux++=was
invented ^vpsv++agls+xvbnx+=invented.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
away ^rp+pl+++=away
among ^in++++=among
the ^ati++++=the
cinders ^nns+nom+++=cinders.
. ^zz++++=EXTRAWORD
Long ^rb++++=Long
after ^cs+sub+++=after
his ^pp$+pp3+++=his
body ^nn++++=body
disappeared ^vbd+seem++xvbn+=disappeared,
, ^zz++++=EXTRAWORD
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
his ^pp$+pp3+++=his
shell ^nn++++=shell
showed ^vbd+vprv++xvbn+=showed
intermittently ^rb++++=intermittently
above ^jjb++++=above
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
dark ^jj+atrb+++=dark
moon ^np++++=moon
setting ^vwbg+++xvbg+=setting
several ^ap++++=several
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Since ^in++++=Since
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
whenever ^nn+nom+++=whenever
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
observed ^vprf+++xvbnx+=observed
men ^nns++++=men
laboring ^vwbg+++xvbg+=laboring
at ^rb++++=at
some ^dti++++=some
chosen ^jj+atrb++xvbn+=chosen
impossibility ^nn+nom+++=impossibility
office ^nn++++=office,
, ^zz++++=EXTRAWORD
fortune ^nn++++=fortune,
, ^zz++++=EXTRAWORD
revenge ^nn++++=revenge,
, ^zz++++=EXTRAWORD
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
a ^at++++=a
perfect ^jj+atrb+++=perfect
poem ^nn++++=poem,
, ^zz++++=EXTRAWORD
a ^at++++=a
hopeless ^jj+atrb+++=hopeless
love ^nn++++=love
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
of ^in++++=of
that ^dt+dem+++=that
tortoise ^nn++++=tortoise
and ^cc++++=and
his ^pp$+pp3+++=his
volcanic ^jj+atrb+++=volcanic
pit ^nn++++=pit.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
cut ^vbd+++xvbn+=cut
easier ^jjr+atrb+++=easier
paths ^nns++++=paths
for ^in++++=for
one ^cd1++++=one
another ^dt++++=another
and ^cc++++=and
are ^vb+ber+aux++=are
offended ^vpsv++agls+xvbnx+=offended
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
go ^vb++++=go
unused ^jj++++=unused.
. ^zz++++=EXTRAWORD
Each ^ppls++++=Each
carries ^vbz++++=carries
his ^pp$+pp3+++=his
inward ^jjb++++=inward
north ^np+pl+++=north;
; ^zz++++=EXTRAWORD
each ^ppls++++=each
believes ^vbz+vprv+++=believes
his ^pp$+pp3+++=his
steep ^jj+atrb+++=steep
place ^nn++++=place
the ^ati++++=the
appointed ^jj+atrb++xvbn+=appointed
one ^pn++++=one.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
beast ^nn++++=beast
had ^vb+hv+vrb++=had
one ^cd1++++=one
advantage ^nn+nom+++=advantage
over ^rp++++=over
us ^pp1o+pp1+++=us:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
no ^at++++=no
speech ^nn++++=speech
about ^in++++=about
perseverance ^nn+nom+++=perseverance.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--##
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Sketch ^nn++++=SKETCH
Fifth ^od++++=FIFTH
# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Rock ^npl++++=ROCK
Rodondo ^np+++??+=RODONDO
> ^zz++++=>
Amid ^in++++=Amid
the ^ati++++=the
watery ^jj+atrb+++=watery
waste ^nn++++=waste
a ^at++++=a
tower ^nn++++=tower
is ^vbz+bez+aux++=is
set ^vpsv++agls+xvbnx+=set,
, ^zz++++=EXTRAWORD
> ^zz++++=>
Unbuilt ^np+++??+=Unbuilt
by ^in++++=by
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
unblessed ^xvbn+++xvbn+=unblessed
by ^in++++=by
priestly ^jj+atrb+++=priestly
word ^nn++++=word;
; ^zz++++=EXTRAWORD
> ^zz++++=>
Its ^pp$+it+++=Its
stairs ^nns++++=stairs
are ^vb+ber+vrb++=are
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
bells ^nns++++=bells
with ^in++++=with
salt ^nn++++=salt
are ^vb+ber+vrb++=are
wet ^jj+pred+++=wet,
, ^zz++++=EXTRAWORD
> ^zz++++=>
Its ^pp$+it+++=Its
windows ^nns++++=windows
darkened ^vwbn+++xvbn+=darkened
by ^in++++=by
the ^ati++++=the
wheeling ^jj+atrb++xvbg+=wheeling
bird ^nn++++=bird.
. ^zz++++=EXTRAWORD
Sail ^vb++++=Sail
ho ^uh++++=ho!
! ^zz++++=EXTRAWORD
So ^ql++++=So
cries ^nns++++=cries
the ^ati++++=the
masthead ^nn+++??+=masthead
upon ^in++++=upon
spying ^xvbg+++xvbg+=spying
a ^at++++=a
distant ^jj+atrb+++=distant
canvas ^nn++++=canvas;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
I ^pp1a+pp1+++=I
nearly ^rb+down+++=nearly
cried ^vbd+++xvbn+=cried
on ^rp++++=on
first ^od++++=first
beholding ^vbg+++xvbg+=beholding
Rock ^npl++++=Rock
Rodondo ^np+++??+=Rodondo,
, ^zz++++=EXTRAWORD
for ^in++++=for
at ^in++++=at
fifteen ^cd++++=fifteen
miles ^nns++++=miles
it ^pp3+it+++=it
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
sea ^nn++++=sea
with ^in++++=with
the ^ati++++=the
narrow ^jj+atrb+++=narrow
whiteness ^nns+nom+++=whiteness
of ^in++++=of
a ^at++++=a
ship ^nn++++=ship
under ^in++++=under
topsails ^nns+++??+=topsails.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
we ^pp1a+pp1+++=we
approached ^vbd+++xvbn+=approached,
, ^zz++++=EXTRAWORD
the ^ati++++=the
supposed ^jj+atrb++xvbn+=supposed
vessel ^nn++++=vessel
neither ^dt++neg++=neither
altered ^jj+++xvbn+=altered
bearing ^jj+++xvbg+=bearing
nor ^cc++neg++=nor
betrayed ^vbd+++xvbn+=betrayed
a ^at++++=a
mast ^nn++++=mast.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
broadened ^vbd+++xvbn+=broadened,
, ^zz++++=EXTRAWORD
darkened ^j+++xvbn+=darkened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
length ^rb"++++=length
stood ^vbd+++xvbn+=stood
confessed ^vbd+vpub++xvbn+=confessed
a ^at++++=a
solitary ^jj+atrb+++=solitary
tower ^nn++++=tower
of ^in++++=of
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
thrust ^j+++xvbn+=thrust
sheer ^jjb++++=sheer
from ^in++++=from
the ^ati++++=the
Pacific ^nn++++=Pacific.
. ^zz++++=EXTRAWORD
Rodondo ^np+++??+=Rodondo
lies ^vbz++++=lies
apart ^rp++++=apart,
, ^zz++++=EXTRAWORD
a ^at++++=a
sea ^nn++++=sea-stack
- ^zz++++=EXTRAWORD
stack ^nn++++=EXTRAWORD
rather ^rb++++=rather
than ^in++++=than
an ^at++++=an
island ^nn++++=island,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
its ^pp$+it+++=its
dignity ^nn+nom+++=dignity
deserves ^vbz++++=deserves
the ^ati++++=the
latter ^ap++++=latter
title ^nn++++=title.
. ^zz++++=EXTRAWORD
Imagine ^vb+vprv+++=Imagine
a ^at++++=a
cathedral ^npl+nom+++=cathedral
bell ^nn++++=bell-tower
- ^zz++++=EXTRAWORD
tower ^nn++++=EXTRAWORD
