# ^zz++++=##
# ^zz++++=EXTRAWORD
Cock ^nn++++=Cock-eye
tree ^nn++++=tree
was ^vbd+bedz+aux++=was
distributed ^vpsv++agls+xvbnx+=distributed
over ^in++++=over
three ^cd++++=three
counties ^nns++++=counties.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
Sloppy ^jj+atrb+++=Sloppy
Weather ^nn++++=Weather
we ^pp1a+pp1+++=we
found ^vbd+vprv+tht0+xvbn+=found
his ^pp$+pp3+++=his
tail ^nn++++=tail
some ^dti++++=some
distance ^nn+nom+++=distance
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
still ^rb++++=still
curled ^vbd+++xvbn+=curled
up ^rp++++=up
cheerful ^jj++++=cheerful.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
Cock ^nn++++=Cock-eye
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
enough ^qlp++++=enough
left ^vbd+++xvbn+=left
to ^to++++=to
serve ^vbi++++=serve
papers ^nns++++=papers
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
spent ^vbd+++xvbnx+=spent
the ^ati++++=the
remainder ^nn+nom+++=remainder
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
collecting ^vwbg+++xvbg+=collecting
what ^wdt+who+++=what
could ^md+pos+++=could
be ^vb+be+aux++=be
collected ^vpsv++agls+xvbnx+=collected.
. ^zz++++=EXTRAWORD
At ^in++++=At
daylight ^nn++++=daylight,
, ^zz++++=EXTRAWORD
Prosperity ^nn+nom+++=Prosperity
came ^vbd+++xvbn+=came
up ^rp++++=up
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
led ^xvbn+++xvbn+=led
by ^in++++=by
the ^ati++++=the
cook ^nn++++=cook
and ^cc++++=and
followed ^vpsv++by+xvbn+=followed
by ^in++++=by
every ^at++++=every
man ^nn++++=man
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
walk ^vb++++=walk.
. ^zz++++=EXTRAWORD
A ^at++++=A
jury ^nn++++=jury
was ^vbd+bedz+aux++=was
assembled ^vpsv++agls+xvbnx+=assembled,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
need ^nn++++=need
for ^in++++=for
deliberation ^nn+nom+++=deliberation
appeared ^vbd+seem++xvbn+=appeared
slight ^jj++++=slight.
. ^zz++++=EXTRAWORD
Dad ^npt++++=Dad
Weaver ^np++++=Weaver
addressed ^vbd+++xvbn+=addressed
them ^pp3o+pp3+++=them
from ^in++++=from
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
crater ^nn++++=crater.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Gentlemen,
gentlemen ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
deceased ^jj++++=deceased
come ^vb++++=come
to ^in++++=to
his ^pp$+pp3+++=his
death ^nn++++=death
while ^cs+sub+++=while
resistin ^nn+++??+=resistin'
' ^zz++++=EXTRAWORD
arrest ^nn++++=arrest.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Colonel
colonel ^npt++++=EXTRAWORD
Jim ^np++++=Jim
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
come ^vb++++=come
to ^in++++=to
his ^pp$+pp3+++=his
death ^nn++++=death
while ^cs+sub+++=while
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
dog ^nn++++=dog.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'That
' ^zz++++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
sound ^jj++++=sound
dignified ^jj++++=dignified,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Dad ^nn++++=Dad.
. ^zz++++=EXTRAWORD
" ^zz++++="'It's
' ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
accurate ^jj++++=accurate,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
colonel ^nn++++=colonel.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^cs+sub+++=EXTRAWORD
the ^ati++++=the
jury ^nn++++=jury
brought ^vbd+++xvbn+=brought
in ^rb+phrv+++=in
a ^at++++=a
verdict ^nn++++=verdict
that ^tht+rel+++=that
Cock ^nn++++=Cock-eye
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
Blacklock ^np+++??+=Blacklock
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
removed ^vpsv++by+xvbnx+=removed
by ^in++++=by
an ^at++++=an
act ^nn++++=act
of ^in++++=of
Providence ^np+nom++??+=Providence
workin ^nn+++??+=workin'
' ^zz++++=EXTRAWORD
through ^in++++=through
a ^at++++=a
fool ^jjb+atrb+++=fool
pup ^nn++++=pup."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
coffin ^nn++++=coffin.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
gathered ^vbd+++xvbnx+=gathered
Blacklock ^np++++=Blacklock's
's ^$++++=EXTRAWORD
identifiable ^jj+atrb+++=identifiable
remains ^nns++++=remains
into ^in++++=into
a ^at++++=a
blanket ^nn++++=blanket
and ^cc++++=and
placed ^vwbn+++xvbn+=placed
them ^pp3o+pp3+++=them
in ^in++++=in
the ^ati++++=the
crater ^nn++++=crater,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
the ^ati++++=the
crater ^nn++++=crater
was ^vbd+bedz+vrb++=was
available ^jj+pred+++=available
and ^cc++++=and
no ^at++++=no
one ^cd1++++=one
wished ^vbd+vprv++xvbn+=wished
to ^to+vcmp+++=to
dig ^vbi++++=dig.
. ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
Weather ^np++++=Weather's
's ^$++++=EXTRAWORD
tail ^nn++++=tail
was ^vbd+bedz+aux++=was
buried ^vpsv++agls+xvbnx+=buried
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
parson ^nn++++=parson
come ^vprf+++xvbn+=come
up ^rp++++=up,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bunt ^np+++??+=Bunt
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
settle ^vb++++=settle
on ^in+ppvb+++=on
a ^at++++=a
text ^nn++++=text.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
virtuous ^jj+atrb+++=virtuous
passage ^npl+nom+++=passage
seemed ^vbd+seem++xvbn+=seemed
too ^ql++++=too
complimentary ^jj++++=complimentary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
severe ^jj+atrb+++=severe
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
unnecessary ^jj+pred+++=unnecessary.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
Colonel ^npt++++=Colonel
Jim ^np++++=Jim
made ^vbd+++xvbn+=made
a ^at++++=a
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Here
here ^rn+pl+++=EXTRAWORD
lies ^vbz++++=lies
Cock ^nn++++=Cock-eye
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
Blacklock ^np+++??+=Blacklock,
, ^zz++++=EXTRAWORD
gambler ^nn++++=gambler,
, ^zz++++=EXTRAWORD
thief ^nn++++=thief,
, ^zz++++=EXTRAWORD
fish ^nns++++=fish
destroyer ^nn+nom+++=destroyer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disturber ^jjr++++=disturber
of ^in++++=of
the ^ati++++=the
public ^jj+atrb+++=public
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lived ^vbd+++xvbnx+=lived
outside ^jjb++++=outside
the ^ati++++=the
law ^nn++++=law
whenever ^nn+nom+++=whenever
possible ^jj++++=possible
and ^cc+phrs+++=and
inside ^jjb++++=inside
it ^pp3+it+++=it
whenever ^nn+nom+++=whenever
convenient ^jj++++=convenient.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
catch ^vbi++++=catch
and ^cc++++=and
impossible ^jj++++=impossible
to ^to+jcmp+++=to
improve ^vbi++++=improve.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
his ^pp$+pp3+++=his
fate ^nn++++=fate
be ^vb+be+vrb++=be
a ^at++++=a
warning ^vb++++=warning
to ^to+vcmp+++=to
all ^abn++++=all
men ^nns++++=men
who ^whp+rel+obj++=who
fish ^nn++++=fish
with ^in++++=with
giant ^jjb+atrb+++=giant
powder ^nn++++=powder.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
Dad ^npt++++=Dad
Weaver ^np++++=Weaver
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='A
a ^at++++=EXTRAWORD
hook ^nn++++=hook
and ^cc++++=and
line ^nn++++=line
is ^vbz+bez+vrb++=is
fish ^nns++++=fish-tackle
- ^zz++++=EXTRAWORD
tackle ^vb++++=EXTRAWORD
enough ^qlp++++=enough
for ^in++++=for
any ^dti++++=any
honest ^jj+atrb+++=honest
citizen ^nn++++=citizen.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
moral ^nn++++=moral.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
piled ^vbd+++xvbn+=piled
rocks ^nns++++=rocks
over ^rp++++=over
them ^pp3o+pp3+++0='em
both ^abx++++=both,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
too ^rb++++=too
many ^ap++++=many,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ground ^nn++++=ground
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
already ^rb++++=already
well ^rb++++=well
supplied ^vbd+++xvbn+=supplied."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
while ^cs+sub+++=while
no ^at++++=no
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
herd ^nn++++=herd
rested ^vbd+++xvbn+=rested,
, ^zz++++=EXTRAWORD
broad ^jj++++=broad-backed
- ^zz++++=EXTRAWORD
backed ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
shadowy ^jj++++=shadowy.
. ^zz++++=EXTRAWORD
Somewhere ^rb++++=Somewhere
beyond ^in++++=beyond
the ^ati++++=the
flats ^nns++++=flats
the ^ati++++=the
coyote ^nn+++??+=coyote
cried ^vbd+++xvbn+=cried
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now
another ^dt++++=another
answered ^jj+++xvbn+=answered
from ^in++++=from
the ^ati++++=the
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
calls ^vbz++++=calls
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
mark ^vbi++++=mark
the ^ati++++=the
boundaries ^nns++++=boundaries
of ^in++++=of
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
became ^vbd+++xvbn+=became
of ^in++++=of
Prosperity ^nn+nom+++=Prosperity?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Bunt ^np+++??+=Bunt
replaced ^vwbn+++xvbn+=replaced
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
" ^zz++++="Burned
burned ^vbd+++xvbn+=EXTRAWORD
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
flooded ^jj++++=flooded
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
got ^vbd+++xvbn+=got
respectable ^jj++++=respectable.
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
finished ^vprf+++xvbn+=finished
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mine ^pp$$++++=Mine
shut ^vb+++xvbn+=shut
down ^rp++++=down,
, ^zz++++=EXTRAWORD
mill ^nn++++=mill
machinery ^nn+nom+++=machinery
was ^vbd+bedz+aux++=was
sold ^vpsv++agls+xvbnx+=sold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
railroad ^nn++++=railroad
come ^vprf+++xvbn+=come
through ^in++++=through
six ^cd++++=six
miles ^nns++++=miles
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
enough ^qlp++++=enough
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
business ^nns+nom+++=business
and ^cc++++=and
too ^rb++++=too
far ^rb+pl+++=far
to ^to++++=to
bring ^vbi++++=bring
any ^dti++++=any.
. ^zz++++=EXTRAWORD
Last ^rb++++=Last
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
summer ^nn++++=summer
hotel ^nn++++=hotel
standin ^nn+++??+=standin'
' ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
saloon ^nn++++=saloon
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
Folks ^nns++++=Folks
pay ^nn++++=pay
money ^nn++++=money
to ^to++++=to
sit ^vbi++++=sit
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch
and ^cc++++=and
admire ^vb++++=admire
the ^ati++++=the
scenery ^nn+nom+++=scenery
we ^pp1a+pp1+++=we
endured ^vbd+++xvbn+=endured
free ^jj++++=free."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Blacklock ^np++++=Blacklock's
's ^$++++=EXTRAWORD
grave ^jj++++=grave?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="County
county ^npl++++=EXTRAWORD
put ^vbd+++xvbn+=put
a ^at++++=a
road ^npl++++=road
through ^in++++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Automobile ^np+++??+=Automobile
road ^nn++++=road.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
likely ^jj+atrb+++=likely
spread ^nn+++xvbn+=spread
him ^pp3o+pp3+++=him
considerable ^jj++++=considerable
thinner ^jjr++++=thinner
than ^in++++=than
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
accustomed ^vpsv++agls+xvbnx+=accustomed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
eastern ^jj+atrb+++=eastern
ridge ^nn++++=ridge
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
distinct ^jj++++=distinct.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
formerly ^rb+tm+++=formerly
blended ^vbd+++xvbn+=blended
with ^in++++=with
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
ran ^vbd+++xvbn+=ran
sharp ^jj++++=sharp
and ^cc++++=and
black ^nn++++=black
from ^in++++=from
north ^nr+pl+++=north
to ^in++++=to
south ^nr+pl+++=south.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stars ^nns++++=stars
nearest ^jjt++++=nearest
it ^pp3+it+++=it
faded ^vbd+++xvbn+=faded
first ^rb++++=first.
. ^zz++++=EXTRAWORD
Mars ^np+++??+=Mars
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
like ^in++++=like
a ^at++++=a
lantern ^nn++++=lantern
extinguished ^vwbn+++xvbn+=extinguished
by ^in++++=by
a ^at++++=a
watchman ^nn+nom+++=watchman;
; ^zz++++=EXTRAWORD
Orion ^np+++??+=Orion
grew ^vbd+++xvbn+=grew
pale ^nn++++=pale
and ^cc++++=and
stepped ^vbd+++xvbn+=stepped
backward ^jj++++=backward
into ^in++++=into
heaven ^nn++++=heaven.
. ^zz++++=EXTRAWORD
Frost ^np++++=Frost
silvered ^jj++++=silvered
the ^ati++++=the
sage ^nn++++=sage.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
our ^pp$+pp1+++=our
horses ^nns++++=horses
moved ^vbd+++xvbn+=moved,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
hooves ^vbz+++??+=hooves
made ^vbd+++xvbn+=made
small ^jj+atrb+++=small
crushing ^jj+atrb++xvbg+=crushing
sounds ^nns++++=sounds
upon ^in++++=upon
the ^ati++++=the
whitened ^jj+atrb+++=whitened
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
Bunt ^np+++??+=Bunt
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
" ^zz++++="Hello,"
hello ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
sun ^nn++++=sun
most ^ap+emph+++=most."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Night ^nn++++=Night
closed ^vbd+++xvbn+=closed
quietly ^rb++++=quietly
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
story ^nn++++=story,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
great ^jj+atrb+++=great
book ^nn++++=book
shut ^vwbn+++xvbn+=shut
by ^in++++=by
an ^at++++=an
unseen ^jj+atrb+++=unseen
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
enchanted ^jj+atrb++xvbn+=enchanted
distances ^nns+nom+++=distances
withdrew ^vbd+++xvbn+=withdrew.
. ^zz++++=EXTRAWORD
Mountains ^nns++++=Mountains
became ^vbd+++xvbn+=became
rock ^nn++++=rock
and ^cc++++=and
timber ^nn++++=timber
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
the ^ati++++=the
constellations ^nns+nom+++=constellations
surrendered ^vbd+++xvbn+=surrendered
their ^pp$+pp3+++=their
spears ^nns++++=spears
and ^cc++++=and
lamps ^nns++++=lamps;
; ^zz++++=EXTRAWORD
the ^ati++++=the
mysterious ^jj+atrb+++=mysterious
black ^jj+atrb+++=black
field ^nn++++=field
below ^rb++++=below
us ^pp1o+pp1+++=us
resolved ^vbd+vsua++xvbn+=resolved
itself ^ppl++++=itself
into ^in++++=into
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
each ^dt++++=each
animal ^nn++++=animal
separate ^nn+nom+++=separate,
, ^zz++++=EXTRAWORD
practical ^jj++++=practical,
, ^zz++++=EXTRAWORD
hungry ^jj++++=hungry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
worth ^in++++=worth
a ^at++++=a
stated ^jj+atrb++xvbn+=stated
sum ^nn++++=sum
of ^in++++=of
money ^nn++++=money.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
steer ^vb++++=steer
rose ^nn+++xvbn+=rose,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Along ^in++++=Along
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
herd ^nn++++=herd
a ^at++++=a
hundred ^cd++++=hundred
backs ^vbz++++=backs
lifted ^vbd+++xvbn+=lifted.
. ^zz++++=EXTRAWORD
Horns ^nns++++=Horns
moved ^vbd+++xvbn+=moved
in ^in++++=in
the ^ati++++=the
gray ^np++++=gray
light ^nn++++=light.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cattle ^nns++++=cattle
shook ^vbd+++xvbn+=shook
dew ^nn++++=dew
from ^in++++=from
their ^pp$+pp3+++=their
hides ^nns++++=hides
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
bawl ^vbi+++??+=bawl
for ^in++++=for
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
From ^in++++=From
camp ^nn++++=camp
came ^vbd+++xvbn+=came
the ^ati++++=the
faint ^nn++++=faint
knock ^vb++++=knock
of ^in++++=of
the ^ati++++=the
cook ^nn++++=cook's
's ^$++++=EXTRAWORD
axe ^nn++++=axe,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
thread ^nn++++=thread
of ^in++++=of
blue ^jj+atrb+++=blue
smoke ^nn++++=smoke
that ^tht+rel+subj++=that
climbed ^vprf+++xvbn+=climbed
straight ^jj++++=straight
into ^in++++=into
the ^ati++++=the
windless ^jj+atrb+++=windless
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Bunt ^np+++??+=Bunt
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
horse ^nn++++=horse
downhill ^rb+pl+++=downhill.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
buffalo ^nn+++??+=buffalo
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
touched ^xvbn+++xvbn+=touched
by ^in++++=by
sunrise ^nn++++=sunrise,
, ^zz++++=EXTRAWORD
showed ^jj+atrb++xvbn+=showed
bald ^jj+atrb+++=bald
patches ^nns++++=patches,
, ^zz++++=EXTRAWORD
broken ^jj+atrb++xvbn+=broken
seams ^nns++++=seams,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
repairs ^nns++++=repairs
made ^vbd+++xvbn+=made
in ^in++++=in
several ^ap++++=several
colors ^nns++++=colors
of ^in++++=of
twine ^nn+++??+=twine.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
until ^cs+sub+++=until
that ^dt+dem+++=that
hour ^nn++++=hour
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not
thought ^nn+++xvbn+=thought
of ^in++++=of
him ^pp3o+pp3+++=him
as ^ql++++=as
such ^abl++++=such.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rode ^vbd+++xvbnx+=rode
with ^in++++=with
the ^ati++++=the
easy ^jj+atrb+++=easy
slouch ^nn++++=slouch
of ^in++++=of
men ^nns++++=men
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
half ^abn++++=half
their ^pp$+pp3+++=their
lives ^nns++++=lives
in ^in++++=in
a ^at++++=a
saddle ^nn++++=saddle,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
with ^in++++=with
him ^pp3o+pp3+++=him
vanished ^vbd+++xvbn+=vanished
camps ^nns++++=camps,
, ^zz++++=EXTRAWORD
dead ^jj+atrb+++=dead
trails ^nns++++=trails,
, ^zz++++=EXTRAWORD
forgotten ^vpbn+vprv++xvbn+=forgotten
songs ^nns++++=songs,
, ^zz++++=EXTRAWORD
stampeded ^jj+atrb++xvbn+=stampeded
herds ^nns++++=herds,
, ^zz++++=EXTRAWORD
lawless ^jj+atrb+++=lawless
gamblers ^nns+nom+++=gamblers,
, ^zz++++=EXTRAWORD
impossible ^jj+atrb+++=impossible
dogs ^nns++++=dogs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
good ^jj++++=good
old ^jj++++=old,
, ^zz++++=EXTRAWORD
foolish ^jj++++=foolish
old ^jj++++=old,
, ^zz++++=EXTRAWORD
violent ^jj+atrb+++=violent
old ^jj+atrb+++=old
days ^nns++++=days
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
under ^in++++=under
wire ^nn++++=wire
and ^cc++++=and
wheat ^nn++++=wheat.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
descended ^vbd+++xvbn+=descended
toward ^in++++=toward
the ^ati++++=the
stirring ^jj+atrb++xvbg+=stirring
cattle ^nns++++=cattle.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
us ^pp1o+pp1+++=us
the ^ati++++=the
frost ^nn++++=frost
began ^vbd+++xvbn+=began
to ^to++++=to
melt ^vbi++++=melt.
. ^zz++++=EXTRAWORD
Ahead ^rb+cnj+++=Ahead,
, ^zz++++=EXTRAWORD
the ^ati++++=the
campfire ^nn+++??+=campfire
brightened ^vbd+++xvbn+=brightened
in ^in++++=in
the ^ati++++=the
clean ^jj+atrb+++=clean
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
coffee ^nn++++=coffee
steamed ^vbd+++xvbn+=steamed
beside ^in+pl+++=beside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
practical ^jj+atrb+++=practical
world ^nn++++=world
waited ^vbd+++xvbn+=waited
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
ridden ^xvbn+++xvbn+=ridden.
. ^zz++++=EXTRAWORD
