Eight ^cd++++=Eight
sat ^vbd+++xvbn+=sat
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
off ^in+pl+++=off
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
a ^at++++=a
child ^nn++++=child
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
To ^to++++=To
save ^vbi++++=save
money ^nn++++=money
they ^pp3a+pp3+++=they
kept ^vbd+++xvbnx+=kept
no ^at++++=no
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Annie ^np++++=Annie's
's ^$++++=EXTRAWORD
young ^jj+atrb+++=young
sister ^nn++++=sister
Monica ^np++++=Monica
came ^vbd+++xvbn+=came
for ^in+ppvb+++=for
an ^at++++=an
hour ^nn++++=hour
or ^cc++++=or
so ^rb++++=so
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
and ^cc++++=and
an ^at++++=an
hour ^nn++++=hour
or ^cc++++=or
So ^rb++++=So
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening
to ^to++++=to
help ^vbi++++=help.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Monica ^np++++=Monica
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
home ^nr++++=home
long ^rb++++=long
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
quarter ^nn++++=quarter
to ^to++++=to
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
home ^nr++++=home
late ^jj++++=late
for ^in++++=for
tea ^nn++++=tea
and ^cc++++=and,
, ^zz++++=EXTRAWORD
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
to ^to+vcmp+++=to
bring ^vbi++++=bring
Annie ^np+++??+=Annie
home ^nr++++=home
the ^ati++++=the
parcel ^nn++++=parcel
of ^in++++=of
coffee ^nn++++=coffee
from ^in++++=from
Bewley ^np+++??+=Bewley's.
's. ^nn+++??+=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
bad ^jj+atrb+++=bad
humour ^nn++++=humour
and ^cc++++=and
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
short ^jj+atrb+++=short
answers ^nns+nom+++=answers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
she ^pp3a+pp3+++=she
would ^md+prd+++=would
do ^vb+do+vrb++=do
without ^in++++=without
any ^dti++++=any
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
near ^in+pl+++=near
he ^pp3a+pp3+++=he
time ^nn++++=time
at ^in++++=at
which ^whp+rel+pied++=which
the ^ati++++=the
shop ^nn++++=shop
at ^in++++=at
the ^ati++++=the
corner ^npl++++=corner
closed ^vbd+++xvbn+=closed
she ^pp3a+pp3+++=she
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
go ^vbi++++=go
out ^rp+pl+++=out
herself ^ppl+pp3+++=herself
for ^in++++=for
a ^at++++=a
quarter ^nn++++=quarter
of ^in++++=of
a ^at++++=a
pound ^nn++++=pound
of ^in++++=of
tea ^nn++++=tea
and ^cc++++=and
two ^cd++++=two
pounds ^nns++++=pounds
of ^in++++=of
sugar ^nn++++=sugar.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
the ^ati++++=the
sleeping ^jj+atrb++xvbg+=sleeping
child ^nn++++=child
deftly ^rb++++=deftly
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
` ^zz++++=`Here.
here ^rn+pl+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
waken ^vb++++=waken
him ^pp3o+pp3+++=him.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
lamp ^nn++++=lamp
with ^in++++=with
a ^at++++=a
white ^jj+atrb+++=white
china ^np++++=china
shade ^nn++++=shade
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
its ^pp$+it+++=its
light ^jj++++=light
fell ^vbd+++xvbn+=fell
over ^in++++=over
a ^at++++=a
photograph ^nn++++=photograph
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
enclosed ^vpsv++agls+xvbnx+=enclosed
in ^in++++=in
a ^at++++=a
frame ^nn++++=frame
of ^in++++=of
crumpled ^xvbn+++xvbn+=crumpled
horn ^np++++=horn.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Annie ^np++++=Annie's
's ^$++++=EXTRAWORD
photograph ^nn++++=photograph.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
looked ^vbd+++xvbn+=looked
at ^rb++++=at
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
pausing ^vbg+++xvbg+=pausing
at ^in++++=at
the ^ati++++=the
thin ^jj+atrb+++=thin
tight ^jj+atrb+++=tight
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
the ^ati++++=the
pale ^nn++++=pale
blue ^jj+atrb+++=blue
summer ^nn++++=summer
blouse ^nn++++=blouse
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
her ^pp$+pp3+++=her
home ^nr++++=home
as ^in++++=as
a ^at++++=a
present ^nn++++=present
one ^cd1++++=one
Saturday ^nr++++=Saturday.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
cost ^nn++++=cost
him ^pp3o+pp3+++=him
ten ^cd++++=ten
and ^cc++++=and
elevenpence ^nn+nom+++=elevenpence;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+++=what
an ^at++++=an
agony ^nn++++=agony
of ^in++++=of
nervousness ^nns+nom+++=nervousness
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
cost ^nn++++=cost
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
suffered ^vprf+++xvbnx+=suffered
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
at ^rb++++=at
the ^ati++++=the
shop ^nn++++=shop
door ^nn++++=door
until ^cs+sub+++=until
the ^ati++++=the
shop ^nn++++=shop
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
at ^rb++++=at
the ^ati++++=the
counter ^nn++++=counter
and ^cc++++=and
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
appear ^vbi+seem+++=appear
at ^in++++=at
his ^pp$+pp3+++=his
ease ^nn++++=ease
while ^cs+sub+++=while
the ^ati++++=the
girl ^nn++++=girl
piled ^vbd+++xvbn+=piled
ladies ^nns++++=ladies'
' ^zz++++=EXTRAWORD
blouses ^nns++++=blouses
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
paying ^vbg+++xvbg+=paying
at ^rb++++=at
the ^ati++++=the
desk ^nn++++=desk
and ^cc++++=and
forgetting ^vbg+vprv++xvbg+=forgetting
to ^to+vcmp+++=to
take ^vbi++++=take
up ^rb+phrv+++=up
the ^ati++++=the
odd ^jj+atrb+++=odd
penny ^nn++++=penny
of ^in++++=of
his ^pp$+pp3+++=his
change ^nn++++=change,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
called ^vbd+++xvbn+=called
back ^rb+phrv+++=back
by ^in++++=by
the ^ati++++=the
cashier ^nn++++=cashier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb+cnj+++=finally,
, ^zz++++=EXTRAWORD
striving ^vbg+++xvbg+=striving
to ^to++++=to
hide ^vbi++++=hide
his ^pp$+pp3+++=his
blushes ^nns++++=blushes
as ^ql++++=as
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
the ^ati++++=the
shop ^nn++++=shop
by ^in++++=by
examining ^xvbg+++xvbg+=examining
the ^ati++++=the
parcel ^nn++++=parcel
to ^to++++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
Securely ^rb++splt++=Securely
tied ^vpsv++agls+xvbnx+=tied.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
the ^ati++++=the
blouse ^nn++++=blouse
home ^nr++++=home
Annie ^np+++??+=Annie
kissed ^vbd+++xvbn+=kissed
him ^pp3o+pp3+++=him
and ^cc++++=and
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
pretty ^rb++++=pretty
and ^cc++++=and
stylish ^jj++++=stylish;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
price ^nn++++=price
she ^pp3a+pp3+++=she
threw ^vbd+++xvbnx+=threw
the ^ati++++=the
blouse ^nn++++=blouse
on ^in++++=on
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
regular ^jj+atrb+++=regular
swindle ^nn++++=swindle
to ^in++++=to
charge ^nn++++=charge
ten ^cd++++=ten
and ^cc++++=and
elevenpence ^nn+nom+++=elevenpence
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
take ^vbi++++=take
it ^pp3+it+++=it
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
it ^pp3+it+++=it
on ^in++++=on
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
delighted ^vpsv++agls+xvbnx+=delighted
with ^in++++=with
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
with ^in++++=with
the ^ati++++=the
make ^nn++++=make
of ^in++++=of
the ^ati++++=the
sleeves ^nns++++=sleeves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kissed ^vbd+++xvbn+=kissed
him ^pp3o+pp3+++=him
and ^cc++++=and
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
good ^jj++++=good
to ^to+jcmp+++=to
think ^vbi+vprv+++=think
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Hm!. ^np+++??+=Hm!...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
coldly ^rb++++=coldly
into ^in++++=into
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
photograph ^nn++++=photograph
and ^cc++++=and
they ^pp3a+pp3+++=they
answered ^vbd+vpub++xvbnx+=answered
coldly ^rb++++=coldly.
. ^zz++++=EXTRAWORD
Certainly ^rb++++=Certainly
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
pretty ^rb++++=pretty
and ^cc++++=and
the ^ati++++=the
face ^nn++++=face
itself ^ppl++++=itself
was ^vbd+bedz+vrb++=was
pretty ^rb++++=pretty.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
found ^vbd+vprv+tht0+xvbnx+=found
something ^pn++++=something
mean ^jj++++=mean
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
so ^rb+emph+++=so
unconscious ^jj++++=unconscious
and ^cc+phrs+++=and
ladylike ^jj++++=ladylike?
? ^zz++++=EXTRAWORD
The ^ati++++=The
composure ^nn++++=composure
of ^in++++=of
the ^ati++++=the
eyes ^nns++++=eyes
irritated ^vbd+++xvbn+=irritated
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
repelled ^vbd+++xvbnx+=repelled
him ^pp3o+pp3+++=him
and ^cc++++=and
defied ^vbd+++xvbn+=defied
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
passion ^nn++++=passion
in ^in++++=in
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
no ^at++++=no
rapture ^nn++++=rapture.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
what ^wdt+who+++=what
Gallaher ^np+nom++??+=Gallaher
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
about ^in++++=about
rich ^jj+atrb+++=rich
Jewesses ^nns+nom++??+=Jewesses.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
dark ^jj+atrb+++=dark
Oriental ^jj+atrb+++=Oriental
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
full ^jj++++=full
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
of ^in++++=of
passion ^nn++++=passion,
, ^zz++++=EXTRAWORD
of ^in++++=of
voluptuous ^jj+atrb+++=voluptuous
longing!. ^nn+++??+=longing!...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
had ^vb+hv+vrb++=had
he ^pp3a+pp3+++=he
married ^vbd+++xvbnx+=married
the ^ati++++=the
eyes ^nns++++=eyes
in ^in++++=in
the ^ati++++=the
photograph ^nn++++=photograph?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
caught ^vbd+++xvbnx+=caught
himself ^ppl+pp3+++=himself
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
question ^nn+nom+++=question
and ^cc++++=and
glanced ^vbd+++xvbn+=glanced
nervously ^rb++++=nervously
round ^in++++=round
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv+tht0+xvbnx+=found
something ^pn++++=something
mean ^jj++++=mean
in ^in++++=in
the ^ati++++=the
pretty ^jj+atrb+++=pretty
furniture ^nn++++=furniture
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
bought ^vprf+++xvbnx+=bought
for ^in++++=for
his ^pp$+pp3+++=his
house ^npl++++=house
on ^in++++=on
the ^ati++++=the
hire ^nn++++=hire
system ^nn++++=system.
. ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
had ^vbd+hvd+aux++=had
chosen ^vprf+++xvbnx+=chosen
it ^pp3+it+++=it
herself ^ppl+pp3+++=herself
and ^cc++++=and
it ^pp3+it+++=it
reminded ^vbd+vsua++xvbn+=reminded
him ^pp3o+pp3+++=him
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
too ^ql++++=too
was ^vbd+bedz+vrb++=was
prim ^jj+pred+++=prim
and ^cc+phrs+++=and
pretty ^jj++++=pretty.
. ^zz++++=EXTRAWORD
A ^at++++=A
dull ^jj+atrb+++=dull
resentment ^nn+nom+++=resentment
against ^in++++=against
his ^pp$+pp3+++=his
life ^nn++++=life
awoke ^vbd+++xvbn+=awoke
within ^in++++=within
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
he ^pp3a+pp3+++=he
not ^xnot++not++=not
escape ^vb++++=escape
from ^in++++=from
his ^pp$+pp3+++=his
little ^ap++++=little
house ^npl++++=house?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
too ^ql++++=too
late ^jj++++=late
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
try ^vbi++++=try
to ^to+vcmp+++=to
live ^vbi++++=live
bravely ^rb++++=bravely
like ^in++++=like
Gallaher ^np+nom++??+=Gallaher?
? ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
he ^pp3a+pp3+++=he
go ^vb++++=go
to ^in++++=to
London ^np++++=London?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
the ^ati++++=the
furniture ^nn++++=furniture
still ^rb++++=still
to ^to++++=to
be ^vbi+vbi+aux++=be
paid ^vpsv++agls+xvbnx+=paid
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
could ^md+pos+++=could
only ^rb+down+splt++=only
write ^vb++++=write
a ^at++++=a
book ^nn++++=book
and ^cc++++=and
get ^vb++++=get
it ^pp3+it+++=it
published ^vbd+++xvbn+=published,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
might ^md+pos+++=might
open ^vb++++=open
the ^ati++++=the
way ^nn++++=way
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
A ^at++++=A
volume ^nn++++=volume
of ^in++++=of
Byron ^np++++=Byron's
's ^$++++=EXTRAWORD
poems ^nns++++=poems
lay ^vbd+++xvbn+=lay
before ^in++++=before
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
opened ^vbd+++xvbnx+=opened
it ^pp3+it+++=it
cautiously ^rb++++=cautiously
with ^in++++=with
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand
lest ^cs+sub+++=lest
he ^pp3a+pp3+++=he
should ^md+nec+++=should
waken ^vb++++=waken
the ^ati++++=the
child ^nn++++=child
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
read ^vbn+vprv++xvbn+=read
the ^ati++++=the
first ^od++++=first
poem ^nn++++=poem
in ^in++++=in
the ^ati++++=the
book ^nn++++=book:
: ^zz++++=EXTRAWORD
Hushed ^jj++++=Hushed
are ^vb+ber+vrb++=are
the ^ati++++=the
winds ^nns++++=winds
and ^cc++++=and
still ^rb++++=still
the ^ati++++=the
evening ^nn++++=evening
gloom ^nn++++=gloom,
, ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
even ^rb++++0=e'en
a ^at++++=a
Zephyr ^np++++=Zephyr
wanders ^nns+nom+++=wanders
through ^in++++=through
the ^ati++++=the
grove ^np++++=grove,
, ^zz++++=EXTRAWORD
Whilst ^cs+sub+++=Whilst
I ^pp1a+pp1+++=I
return ^vb++++=return
to ^in++++=to
view ^nn++++=view
my ^pp$+pp1+++=my
Margaret ^np++++=Margaret's
's ^$++++=EXTRAWORD
tomb ^nn++++=tomb
And ^cc++++=And
scatter ^nn++++=scatter
flowers ^nns+nom+++=flowers
on ^in++++=on
the ^ati++++=the
dust ^nn++++=dust
I ^pp1a+pp1+++=I
love ^nn++++=love.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
rhythm ^nn++++=rhythm
of ^in++++=of
the ^ati++++=the
verse ^nn++++=verse
about ^rb++++=about
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
melancholy ^nn++++=melancholy
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was!
! ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
write ^vb++++=write
like ^in++++=like
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
express ^jjb++++=express
the ^ati++++=the
melancholy ^nn++++=melancholy
of ^in++++=of
his ^pp$+pp3+++=his
soul ^nn++++=soul
in ^in++++=in
verse ^nn++++=verse?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
so ^ql++++=so
many ^ap++++=many
things ^nns++++=things
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
describe ^vbi++++=describe:
: ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
sensation ^nn+nom+++=sensation
of ^in++++=of
a ^ap++++=a
few ^ap"++++=few
hours ^nns++++=hours
before ^in++++=before
on ^in++++=on
Grattan ^np+++??+=Grattan
Bridge ^nn++++=Bridge,
, ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
could ^md+pos+++=could
get ^vb++++=get
back ^rb+phrv+++=back
again ^rb+tm+++=again
into ^in++++=into
that ^dt+dem+++=that
mood. ^nn+++??+=mood...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
awoke ^vbd+++xvbn+=awoke
and ^cc+phrs+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
cry ^vbi++++=cry.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
from ^in++++=from
the ^ati++++=the
page ^nn++++=page
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
hush ^vbi++++=hush
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+vrb++=be
hushed ^jj+pred+++=hushed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
rock ^vbi++++=rock
it ^pp3+it+++=it
to ^to++++=to
and ^cc++++=and
fro ^rb++++=fro
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
its ^pp$+it+++=its
wailing ^vbg+nom++xvbg+=wailing
cry ^nn++++=cry
grew ^vbd+++xvbn+=grew
keener ^jjr++++=keener.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rocked ^vbd+++xvbnx+=rocked
it ^pp3+it+++=it
faster ^rbr++++=faster
while ^cs+sub+++=while
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
began ^vbd+++xvbn+=began
to ^to++++=to
read ^vbn+vprv++xvbn+=read
the ^ati++++=the
second ^od++++=second
stanza ^nn+++??+=stanza:
: ^zz++++=EXTRAWORD
Within ^in++++=Within
this ^dt+dem+++=this
narrow ^jj+atrb+++=narrow
cell ^nn++++=cell
reclines ^nns+++??+=reclines
her ^pp3o+pp3+++=her
clay ^nn++++=clay,
, ^zz++++=EXTRAWORD
That ^dt+dem+++=That
clay ^nn++++=clay
where ^wrb+who+++=where
once. ^nn+++??+=once...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
useless ^jj+pred+++=useless.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
read ^vb+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wailing ^nn++++=wailing
of ^in++++=of
the ^ati++++=the
child ^nn++++=child
pierced ^vbd+++xvbn+=pierced
the ^ati++++=the
drum ^nn++++=drum
of ^in++++=of
his ^pp$+pp3+++=his
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
useless ^jj+pred+++=useless,
, ^zz++++=EXTRAWORD
useless ^jj++++=useless!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
prisoner ^nn+nom+++=prisoner
for ^in++++=for
life ^nn++++=life.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
arms ^nns++++=arms
trembled ^vbd+++xvbn+=trembled
with ^in++++=with
anger ^nn++++=anger
and ^cc++++=and
suddenly ^rb++++=suddenly
bending ^nvbg+++xvbg+=bending
to ^in++++=to
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
face ^nn++++=face
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted:
: ^zz++++=EXTRAWORD
` ^zz++++=`Stop!'
stop ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
stopped ^vbd+++xvbn+=stopped
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
spasm ^nn++++=spasm
of ^in++++=of
fright ^nn++++=fright
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
scream ^vbi++++=scream.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
jumped ^vbd+++xvbnx+=jumped
up ^rp++++=up
from ^in++++=from
his ^pp$+pp3+++=his
chair ^nn++++=chair
and ^cc++++=and
walked ^vbd+++xvbn+=walked
hastily ^rb++++=hastily
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
room ^nn++++=room
with ^in++++=with
the ^ati++++=the
child ^nn++++=child
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it
began ^vbd+++xvbn+=began
to ^to++++=to
sob ^vbi++++=sob
piteously ^rb+cnj+++=piteously,
, ^zz++++=EXTRAWORD
losing ^jj+++xvbg+=losing
its ^pp$+it+++=its
breath ^nn++++=breath
for ^in++++=for
four ^cd++++=four
or ^cc++++=or
five ^cd++++=five
seconds ^nns++++=seconds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
bursting ^vbg+++xvbg+=bursting
out ^rp+pl+++=out
anew ^nn+++??+=anew.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thin ^jj+atrb+++=thin
walls ^nns++++=walls
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
echoed ^vwbn+++xvbn+=echoed
the ^ati++++=the
