During ^in++++=During
them ^pp3o+pp3+++=EXTRAWORD
fifty ^cd++++=fifty
thousand ^cd++++=thousand
is ^vbz+bez+vrb++=is
outside ^jjb+pred+++=outside,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
clicked ^vbd+++xvbn+=clicked
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
want ^vb++++=want
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
aims ^vb++++=aims
to ^to+vcmp+++=to
pull ^vbi++++=pull
out ^rp+pl+++=out
on ^in++++=on
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
yere ^nn+++??+=yere
hosses ^nns+++??+=hosses
of ^in++++=of
yours ^pp$$++++=yours,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="Billy
billy ^np++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
straight ^jj++++=straight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
about ^rb++++=about
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
collected ^vbd+++xvbnx+=collected
the ^ati++++=the
six ^cd++++=six-shooters
- ^zz++++=EXTRAWORD
shooters ^nns+nom+++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
jest ^rb++++=jest
takes ^vbz++++=takes
these ^dt+dem+++=these
with ^in++++=with
me ^pp1o+pp1+++=me
for ^in++++=for
a ^at++++=a
spell ^nn++++=spell,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
find ^vb+vprv+++=find
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
look ^vb++++=look
hard ^jj++++=hard
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
along ^in++++=along
on ^rp++++=on
th ^zz++++=th'
' ^zz++++=EXTRAWORD
trail ^nn++++=trail--also
-- ^--+clp+++=EXTRAWORD
also ^rb++++=EXTRAWORD
yore ^nn+++??+=yore
broncs ^nns+++??+=broncs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
backed ^vbd+++xvbnx+=backed
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
layin ^nn+++??+=layin'
' ^zz++++=EXTRAWORD
fer ^&fw++++=fer
th ^zz++++=th'
' ^zz++++=EXTRAWORD
man ^nn++++=man
that ^tht+rel+obj++=that
sticks ^nns++++=sticks
his ^pp$+pp3+++=his
head ^jjb++++=head
out ^rp+pl+++=out
that ^dt+dem+++=that
door ^nn++++=door,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
warned ^vbd+vpub++xvbnx+=warned.
. ^zz++++=EXTRAWORD
" ^zz++++="Stranger,"
stranger ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Black ^jj+atrb+++=Black
Hank ^np++++=Hank
as ^ql++++=as
he ^pp3a+pp3+++=he
neared ^vbd+++xvbnx+=neared
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
man ^nn++++=man
paused ^vbd+++xvbn+=paused.
. ^zz++++=EXTRAWORD
" ^zz++++="Might
might ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
ask ^vb++++=ask
yore ^jj+atrb++??+=yore
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
Alfred ^np++++=Alfred,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
latter ^ap++++=latter.
. ^zz++++=EXTRAWORD
Black ^jj+atrb+++=Black
Hank ^np++++=Hank
looked ^vbd+++xvbn+=looked
chagrined ^vbd+++xvbn+=chagrined.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
hearn ^vprf+++xvbnx+=hearn
tell ^vb++++=tell
of ^in++++=of
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
acknowledged ^vbd+vpub++xvbnx+=acknowledged.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr+atrb+++=stranger's
's ^vbz+bez+aux++0=EXTRAWORD
eye ^nn++++=eye
ran ^vbd+++xvbn+=ran
over ^rb+phrv+++=over
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
encountered ^vprf+++xvbn+=encountered
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shrank ^vbd+++xvbnx+=shrank
into ^in++++=into
himself ^ppl+pp3+++=himself
and ^cc++++=and
blushed ^vbd+++xvbn+=blushed.
. ^zz++++=EXTRAWORD
" ^zz++++="Good-night,"
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
hastily ^rb+cnj+++=hastily,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
A ^at++++=A
moment ^nn++++=moment
later ^rbr+tm+++=later
the ^ati++++=the
beat ^nn+++xvbn+=beat
of ^in++++=of
hoofs ^nns++++=hoofs
became ^vbd+++xvbn+=became
audible ^jj++++=audible
as ^ql++++=as
he ^pp3a+pp3+++=he
led ^vbd+++xvbnx+=led
the ^ati++++=the
bunch ^nn++++=bunch
of ^in++++=of
horses ^nns++++=horses
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Billy ^np++++=Billy,
, ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
God ^np++++=God,
, ^zz++++=EXTRAWORD
Hank ^np++++=Hank,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
means ^nn++++=means
to ^to++++=to
stand ^vbi++++=stand
in ^in++++=in
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
that ^dt+dem+++=that
kid ^nn++++=kid
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I
plugs ^nns++++=plugs
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Kid,
kid ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
huh ^uh++++=huh!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
grunted ^vbd+++xvbn+=grunted
Hank ^np++++=Hank.
. ^zz++++=EXTRAWORD
" ^zz++++="Alfred
alfred ^np++++=EXTRAWORD
a ^at++++=a
kid ^nn++++=kid!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
hearn ^vprf+++xvbnx+=hearn
tell ^vb++++=tell
of ^in++++=of
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What've
what ^wdt+who+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
you ^pp2+pp2+++=you
heard ^vbd+vprv++xvbn+=heard?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
th ^zz++++=th'
' ^zz++++=EXTRAWORD
plumb ^nn+++??+=plumb
best ^jjt+atrb+++=best
scout ^nn++++=scout
on ^in++++=on
th ^zz++++=th'
' ^zz++++=EXTRAWORD
southern ^jj+atrb+++=southern
trail ^nn++++=trail,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Black ^np++++=Black
Hank ^np++++=Hank.
. ^zz++++=EXTRAWORD
The ^ati++++=The
year ^nn++++=year
following ^vwbg+++xvbg+=following,
, ^zz++++=EXTRAWORD
Billy ^np++++=Billy
Knapp ^np+++??+=Knapp,
, ^zz++++=EXTRAWORD
Alfred ^np++++=Alfred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another
man ^nn++++=man
named ^vbd+++xvbn+=named
Jim ^np++++=Jim
Buckley ^np++++=Buckley
took ^vbd+++xvbn+=took
across ^in+pl+++=across
to ^in++++=to
the ^ati++++=the
Hills ^nns++++=Hills
the ^ati++++=the
only ^ap+down+++=only
wagon ^nn++++=wagon-train
- ^zz++++=EXTRAWORD
train ^nn++++=EXTRAWORD
that ^tht+rel+subj++=that
dared ^vbd+++xvbn+=dared
set ^vpsv++agls+xvbn+=set
out ^rb+phrv+++=out
that ^dt+dem+++=that
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
