Side ^nn++++=Side
resolved ^vpbn+vsua++xvbn+=resolved
itself ^ppl++++=itself
into ^in++++=into
an ^at++++=an
angora ^nn+++??+=angora
kitten ^nn++++=kitten,
, ^zz++++=EXTRAWORD
as ^ql++++=as
white ^np++++=white
as ^ql++++=as
snow ^np++++=snow!
! ^zz++++=EXTRAWORD
" ^zz++++="Epatant!"
epatant ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Flique ^np+++??+=Flique,
, ^zz++++=EXTRAWORD
mopping ^vbg+++xvbg+=mopping
his ^pp$+pp3+++=his
perfumed ^jj+atrb++xvbn+=perfumed
chin ^nn++++=chin.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^ql++++=so
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
an ^at++++=an
immediate ^jj+atrb+++=immediate
investigation ^nn+nom+++=investigation
of ^in++++=of
Zut ^np++++=Zut's
's ^$++++=EXTRAWORD
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
revealed ^vbd+vprv++xvbn+=revealed
four ^cd++++=four
other ^ap++++=other
kittens ^nns+++??+=kittens,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
each ^dt++++=each
of ^in++++=of
these ^dt+pdem+++=these
was ^vbd+bedz+aux++=was
marked ^vpsv++agls+xvbnx+=marked
with ^in++++=with
black ^jj++++=black
or ^cc++++=or
tan ^nn++++=tan.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
flower ^nn++++=flower
of ^in++++=of
the ^ati++++=the
flock ^nn++++=flock
with ^in++++=with
which ^whp+rel+pied++=which
the ^ati++++=the
proud ^jj+atrb+++=proud
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
her ^pp$+pp3+++=her
public ^jj++++=public.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
all ^abn++++=all
yours ^pp$$++++=yours!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Flique ^np+++??+=Flique,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
question ^nn+nom+++=question
of ^in++++=of
ownership ^nn+nom+++=ownership
arose ^vbd+++xvbn+=arose.
. ^zz++++=EXTRAWORD
" ^zz++++="Mon
mon ^&fw++++=EXTRAWORD
Dieu ^np+++??+=Dieu,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
case ^nn++++=case
not ^xnot++not++=not
a ^at++++=a
month ^nn++++=month
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
eighth ^od++++=eighth
arrondissement ^nn+nom+++=arrondissement
a ^at++++=a
concierge ^nn+++??+=concierge
of ^in++++=of
the ^ati++++=the
avenue ^nn++++=avenue
Hoche ^np+++??+=Hoche
who ^whp+rel+subj++=who
made ^vbd+++xvbn+=made
a ^at++++=a
contrary ^nn+nom+++=contrary
claim ^nn++++=claim.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
courts ^nns++++=courts
decided ^vbd+vprv++xvbn+=decided
against ^in++++=against
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
all ^abn++++=all
yours ^pp$$++++=yours,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Sergeot ^np+++??+=Sergeot.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
felicitations ^nns+nom+++=felicitations!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Sergeot ^np+++??+=Sergeot
was ^vbd+bedz+vrb++=was
of ^in++++=of
a ^at++++=a
placid ^jj+atrb+++=placid
temperament ^nn+nom+++=temperament
which ^whp+rel+subj++=which
sought ^vbd+++xvbn+=sought
not ^xnot++not++=not
strife ^nn++++=strife.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
unprovoked ^jj+atrb++xvbn+=unprovoked
insults ^nns+++??+=insults
of ^in++++=of
Madame ^npt++++=Madame
Caille ^np+++??+=Caille
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
but ^cc++++=but
human ^jj++++=human.
. ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
at ^rb++++=at
her ^pp$+pp3+++=her
little ^ap++++=little
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
composed ^vbd+++xvbnx+=composed
the ^ati++++=the
following ^jj+atrb++xvbg+=following
masterpiece ^nn++++=masterpiece
of ^in++++=of
satire ^nn++++=satire:
: ^zz++++=EXTRAWORD
Ch ^nn++++=Ch
re ^in++++=re
Madame ^npt++++=Madame,
, ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
send ^vb++++=send
you ^pp2+pp2+++=you
back ^jjb++++=back
your ^pp$+pp2+++=your
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
others ^aps++++=others
all ^abn++++=all
but ^cc++++=but
one ^pn++++=one.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
kitten ^nn++++=kitten
was ^vbd+bedz+vrb++=was
of ^in++++=of
a ^at++++=a
pure ^jj+atrb+++=pure
white ^nn++++=white,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
beautiful ^jj++++=beautiful
even ^rb++++=even
than ^in++++=than
its ^pp$+it+++=its
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
As ^ql++++=As
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
long ^jj++++=long
desired ^jj+++xvbn+=desired
a ^at++++=a
white ^jj+atrb+++=white
angora ^nn+++??+=angora,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
keep ^vb++++=keep
this ^dt+dem+++=this
one ^pn++++=one
as ^in++++=as
a ^at++++=a
souvenir ^nn+++??+=souvenir
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
regret ^nn++++=regret
that ^tht+ncmp+++=that
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
see ^vb+vprv+++=see
the ^ati++++=the
means ^nn++++=means
of ^in++++=of
accepting ^xvbg+++xvbg+=accepting
the ^ati++++=the
kind ^nn++++=kind
offer ^nn++++=offer
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
amiable ^jj++++=amiable
as ^in++++=as
to ^in"++++=to
make ^vb++++=make
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
fear ^vb++++=fear
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
not ^xnot++not++=not
find ^vb+vprv+++=find
time ^nn++++=time
to ^in++++=to
shampoo ^nn+++??+=shampoo
your ^pp$+pp2+++=your
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
so ^ql+emph+++=so
busy ^jj+atrb+++=busy
taking ^jj+atrb++xvbg+=taking
care ^nn++++=care
of ^in++++=of
our ^pp$+pp1+++=our
own ^ap++++=own.
. ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Flique ^np+++??+=Flique
will ^md+prd+++=will
explain ^vb+vpub+++=explain
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
pray ^vb+vsua+tht0++=pray
you ^pp2+pp2+++=you
to ^to++++=to
accept ^vbi+vprv+++=accept,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame,
, ^zz++++=EXTRAWORD
the ^ati++++=the
assurance ^nn+nom+++=assurance
of ^in++++=of
our ^pp$+pp1+++=our
distinguished ^jj+atrb++xvbn+=distinguished
consideration ^nn+nom+++=consideration,
, ^zz++++=EXTRAWORD
Hippolyte ^np+++??+=Hippolyte
and ^cc++++=and
Esp ^np+++??+=Esp
rance ^nn++++=rance
Sergeot ^np+++??+=Sergeot.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Abel ^np+++??+=Abel
Flique ^np+++??+=Flique
who ^whp+rel+subj++=who
conveyed ^vbd+++xvbn+=conveyed
the ^ati++++=the
above ^jjb+atrb+++=above
epistle ^nn++++=epistle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Zut ^np+++??+=Zut,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
four ^cd++++=four
of ^in++++=of
Zut ^np++++=Zut's
's ^$++++=EXTRAWORD
kittens ^nns+++??+=kittens,
, ^zz++++=EXTRAWORD
to ^in++++=to
Alexandrine ^np+++??+=Alexandrine
Caille ^np+++??+=Caille,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
that ^dt+dem+++=that
wrathful ^jj+atrb+++=wrathful
person ^nn++++=person
would ^md+prd+++=would
have ^vb+hv+vrb++=have
rent ^nn++++=rent
him ^pp3o+pp3+++=him
with ^in++++=with
tooth ^nn++++=tooth
and ^cc++++=and
nail ^nn++++=nail,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Abel ^np+++??+=Abel
Flique ^np+++??+=Flique
who ^whp+rel+subj++=who
laid ^vbd+++xvbn+=laid
his ^pp$+pp3+++=his
finger ^nn++++=finger
on ^in++++=on
his ^pp$+pp3+++=his
lip ^nn++++=lip,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Concern
concern ^nn++++=EXTRAWORD
yourself ^ppl+pp2+++=yourself
with ^in++++=with
the ^ati++++=the
superior ^jj+atrb+++=superior
kitten ^nn++++=kitten,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
concern ^nn++++=concern
myself ^ppl+pp1+++=myself
with ^in++++=with
the ^ati++++=the
inferior ^jj+atrb+++=inferior
eggs ^nns++++=eggs!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
To ^to++++=To
which ^whp+who+++=which
Alexandrine ^np+++??+=Alexandrine
made ^vbd+++xvbn+=made
no ^at++++=no
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
Flique ^np+++??+=Flique
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
his ^pp$+pp3+++=his
departure ^nn++++=departure,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
remained ^vbd+++xvbnx+=remained
speechless ^jj++++=speechless
for ^in++++=for
five ^cd++++=five
consecutive ^jj+atrb+++=consecutive
minutes ^nns++++=minutes
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
her ^pp$+pp3+++=her
waking ^vbg+++xvbg+=waking
existence ^nn+nom+++=existence,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
at ^in++++=at
the ^ati++++=the
spot ^nn++++=spot
at ^rb++++=at
her ^pp3o+pp3+++=her
feet ^nns++++=feet
where ^wrb+who+++=where
sprawled ^vbd+++xvbn+=sprawled
the ^ati++++=the
white ^jj+atrb+++=white
angora ^nn+++??+=angora,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
her ^pp$+pp3+++=her
mottled ^jj+atrb+++=mottled
offspring ^nn++++=offspring.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
when ^wrb+who+++=when
the ^ati++++=the
first ^od++++=first
shock ^nn++++=shock
of ^in++++=of
her ^pp$+pp3+++=her
defeat ^nn++++=defeat
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
simply ^rb++++=simply
heaved ^vbd+++xvbn+=heaved
a ^at++++=a
deep ^jj+atrb+++=deep
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
uttered ^vbd+++xvbn+=uttered
two ^cd++++=two
words ^nns++++=words,
, ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Zut ^np+++??+=Zut!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
which ^whp+who+++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
Parisian ^jj+atrb+++=Parisian
Argot ^nn++++=argot,
 ^zz++++=EXTRAWORD
At ^rb++++=at
Once ^rb"+tm+++=once
Means ^in++++=means
Everything ^pn++++=everything
And ^cc++++=and
Nothing ^pn++++=nothing.
 ^zz++++=EXTRAWORD
