During ^in++++=During
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui
returned ^vbd+++xvbn+=returned
home ^nr++++=home
in ^in++++=in
a ^at++++=a
state ^nn++++=state
of ^in++++=of
deep ^jj+atrb+++=deep
affliction ^nn+nom+++=affliction.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
letter ^nn++++=letter
from ^in++++=from
the ^ati++++=the
Duke ^nn++++=Duke
de ^&fw++++=de
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Simon ^np++++=Simon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
familiar ^jj+atrb+++=familiar
friend ^nn++++=friend
of ^in++++=of
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
repeating ^vbg+vpub++xvbg+=repeating
the ^ati++++=the
promise ^nn++++=promise
of ^in++++=of
that ^dt+dem+++=that
prince ^npt++++=prince,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
punishment ^nn+nom+++=punishment
of ^in++++=of
the ^ati++++=the
wheel ^nn++++=wheel
should ^md+nec+++=should
be ^vb+be+aux++=be
commuted ^vpsv++agls+xvbnx+=commuted
to ^in++++=to
decapitation ^nn+nom+++=decapitation.
. ^zz++++=EXTRAWORD
" ^zz++++="Imagine,"
imagine ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
Marchioness ^nns+nom++??+=Marchioness
de ^&fw++++=de
Crqui ^np+++??+=Crqui,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
in ^in++++=in
her ^pp$+pp3+++=her
memoirs ^nns++++=memoirs
gives ^vbz++++=gives
a ^at++++=a
detailed ^jj+atrb+++=detailed
account ^nn++++=account
of ^in++++=of
this ^dt+dem+++=this
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
" ^zz++++="imagine
imagine ^vb+vprv+++=EXTRAWORD
what ^wdt+who+whcl++=what
we ^pp1a+pp1+++=we
experienced ^vbd+++xvbn+=experienced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
our ^pp$+pp1+++=our
astonishment ^nn+nom+++=astonishment,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indignation ^nn+nom+++=indignation,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
on ^in++++=on
Tuesday ^nr++++=Tuesday,
, ^zz++++=EXTRAWORD
the ^ati++++=the
26 ^cd++++=26
th ^zz++++=th
of ^in++++=of
March ^nn++++=March,
, ^zz++++=EXTRAWORD
an ^at++++=an
hour ^nn++++=hour
after ^in++++=after
midday ^nn++++=midday,
, ^zz++++=EXTRAWORD
word ^nn++++=word
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
us ^pp1o+pp1+++=us
that ^cs+sub+++=that
the ^ati++++=the
Count ^npt++++=Count
Van ^&fw++++=Van
Horn ^np++++=Horn
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
exposed ^vpsv++agls+xvbnx+=exposed
on ^in++++=on
the ^ati++++=the
wheel ^nn++++=wheel,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Place ^nn++++=Place
de ^&fw++++=de
Grve ^np+++??+=Grve,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
six ^cd++++=six
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
scaffold ^nn+++??+=scaffold
with ^in++++=with
the ^ati++++=the
Piedmontese ^np+nom++??+=Piedmontese
de ^&fw++++=de
Mille ^np+++??+=Mille,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
tortured ^vpsv++agls+xvbnx+=tortured
previous ^in+cmpx+++=previous
to ^in++++=to
execution ^nn+nom+++=execution!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^cd1++++=One
more ^rbr++++=more
scene ^nn++++=scene
of ^in++++=of
aristocratic ^jj+atrb+++=aristocratic
pride ^nn++++=pride
closed ^vbd+++xvbn+=closed
this ^dt+dem+++=this
tragic ^jj+atrb+++=tragic
story ^nn++++=story.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui,
, ^zz++++=EXTRAWORD
on ^in++++=on
receiving ^xvbg+++xvbg+=receiving
this ^dt+dem+++=this
astounding ^jj+atrb+++=astounding
news ^nn++++=news,
, ^zz++++=EXTRAWORD
immediately ^rb+tm+++=immediately
arrayed ^vwbn+++xvbn+=arrayed
himself ^ppl+pp3+++=himself
in ^in++++=in
the ^ati++++=the
uniform ^nn++++=uniform
of ^in++++=of
a ^at++++=a
general ^jj+atrb+++=general
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
cordon ^nn++++=cordon
of ^in++++=of
nobility ^nn+nom+++=nobility
on ^in++++=on
the ^ati++++=the
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ordered ^vbd+vsua++xvbnx+=ordered
six ^cd++++=six
valets ^nn++++=valets
to ^to++++=to
attend ^vbi++++=attend
him ^pp3o+pp3+++=him
in ^in++++=in
grand ^jj+atrb+++=grand
livery ^nn++++=livery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
of ^in++++=of
his ^pp$+pp3+++=his
carriages ^nns+nom+++=carriages,
, ^zz++++=EXTRAWORD
each ^dt++++=each
with ^in++++=with
six ^cd++++=six
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
brought ^vpsv++agls+xvbnx+=brought
forth ^np++++=forth.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
sumptuous ^jj+atrb+++=sumptuous
state ^nn++++=state,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
set ^vbd+++xvbnx+=set
off ^rb+phrv+++=off
for ^in++++=for
the ^ati++++=the
Place ^nn++++=Place
de ^&fw++++=de
Grve ^np+++??+=Grve,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
preceded ^vpsv++by+xvbnx+=preceded
by ^in++++=by
the ^ati++++=the
Princes ^np++++=Princes
de ^&fw++++=de
Ligne ^np+++??+=Ligne,
, ^zz++++=EXTRAWORD
de ^&fw++++=de
Rohan ^np+++??+=Rohan,
, ^zz++++=EXTRAWORD
de ^&fw++++=de
Croy ^np+++??+=Croy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Duke ^nn++++=Duke
de ^&fw++++=de
Havr ^np+++??+=Havr.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^npt++++=Count
Van ^&fw++++=Van
Horn ^nn++++=Horn
was ^vbd+bedz+vrb++=was
already ^rb++++=already
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
believed ^vpsv++agls+xvbnx+=believed
that ^tht+vcmp+++=that
the ^ati++++=the
executioner ^nn+nom+++=executioner
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
the ^ati++++=the
charity ^nn+nom+++=charity
to ^to++++=to
give ^vbi++++=give
him ^pp3o+pp3+++=him
the ^ati++++=the
coup ^&fw++++=coup
de ^&fw++++=de
grace ^nn++++=grace,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
" ^zz++++="death-blow,"
death ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
blow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
at ^rb++++=at
eight ^cd++++=eight
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
At ^rb++++=At
five ^cd++++=five
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
Judge ^nn++++=Judge
Commissary ^np+nom++??+=Commissary
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
post ^nn++++=post
at ^in++++=at
the ^ati++++=the
Hotel ^nn++++=Hotel
de ^&fw++++=de
Ville ^np+++??+=Ville,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
noblemen ^nns++++=noblemen,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
own ^ap++++=own
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
aided ^j+++xvbn+=aided
to ^to++++=to
detach ^vbi++++=detach
the ^ati++++=the
mutilated ^jj+atrb+++=mutilated
remains ^nns++++=remains
of ^in++++=of
their ^pp$+pp3+++=their
relation ^nn+nom+++=relation;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crequi ^np+++??+=Crequi
placed ^vwbn+++xvbn+=placed
them ^pp3o+pp3+++=them
in ^in++++=in
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
carriages ^nns+nom+++=carriages,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bore ^nn+++xvbn+=bore
them ^pp3o+pp3+++=them
off ^rp+pl+++=off
to ^in++++=to
his ^pp$+pp3+++=his
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
to ^to++++=to
receive ^vbi++++=receive
the ^ati++++=the
last ^ap++++=last
sad ^jj+atrb+++=sad
obsequies ^nns+++??+=obsequies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
conduct ^nn++++=conduct
of ^in++++=of
the ^ati++++=the
Regent ^nn++++=Regent
in ^in++++=in
this ^dt+dem+++=this
affair ^nn++++=affair
excited ^vbd+++xvbn+=excited
general ^npt++++=general
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
needless ^jj+atrb+++=needless
severity ^nn+nom+++=severity
was ^vbd+bedz+aux++=was
attributed ^vpsv++by+xvbnx+=attributed
by ^in++++=by
some ^dti++++=some
to ^in++++=to
vindictive ^jj+atrb+++=vindictive
jealousy ^nn++++=jealousy;
; ^zz++++=EXTRAWORD
by ^in++++=by
others ^aps++++=others
to ^in++++=to
the ^ati++++=the
persevering ^jj+atrb+++=persevering
machinations ^nns+nom+++=machinations
of ^in++++=of
Law ^nn++++=Law.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^nn++++=house
of ^in++++=of
Van ^&fw++++=Van
Horn ^nn++++=Horn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
high ^jj+atrb+++=high
nobility ^nn+nom+++=nobility
of ^in++++=of
Flanders ^nns+nom+++=Flanders
and ^cc++++=and
Germany ^np++++=Germany,
, ^zz++++=EXTRAWORD
considered ^vpbn+vprv++xvbn+=considered
themselves ^ppls+pp3+++=themselves
flagrantly ^jj++++=flagrantly
outraged ^jj+++xvbn+=outraged:
: ^zz++++=EXTRAWORD
many ^ap++++=many
schemes ^nns++++=schemes
of ^in++++=of
vengeance ^nn+nom+++=vengeance
were ^vbd+bed+aux++=were
talked ^vpsv++agls+xvbnx+=talked
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
hatred ^nn++++=hatred
engendered ^vwbn+++xvbn+=engendered
against ^in++++=against
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
followed ^vwbn+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
through ^in++++=through
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
wreaked ^vpsv++agls+xvbnx+=wreaked
with ^in++++=with
bitterness ^nns+nom+++=bitterness
upon ^in++++=upon
his ^pp$+pp3+++=his
memory ^nn++++=memory
after ^in++++=after
his ^pp$+pp3+++=his
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
letter ^nn++++=letter
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbnx+=been
written ^vpsv++agls+xvbnx+=written
to ^in++++=to
the ^ati++++=the
Regent ^nn++++=Regent
by ^in++++=by
the ^ati++++=the
Prince ^npt++++=Prince
Van ^&fw++++=Van
Horn ^nn++++=Horn,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
the ^ati++++=the
former ^ap++++=former
had ^vbd+hvd+aux++=had
adjudged ^vprf+++xvbnx+=adjudged
the ^ati++++=the
confiscated ^jj+atrb++xvbn+=confiscated
effects ^nns++++=effects
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
complain ^vb+vpub+++=complain,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
my ^pp$+pp1+++=my
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
complain ^vb+vpub+++=complain
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
Royal ^jj+atrb+++=Royal
Highness ^nns+nom+++=Highness
has ^vbz+hvz+aux++=has
violated ^vprf+++xvbnx+=violated
in ^in++++=in
his ^pp$+pp3+++=his
person ^nn++++=person
the ^ati++++=the
rights ^nns++++=rights
of ^in++++=of
the ^ati++++=the
kingdom ^nn+nom+++=kingdom,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nobility ^nn+nom+++=nobility,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
nation ^nn++++=nation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
the ^ati++++=the
confiscation ^nn+nom+++=confiscation
of ^in++++=of
his ^pp$+pp3+++=his
effects ^nns++++=effects;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
should ^md+nec+++=should
think ^vb+vprv+tht0++=think
myself ^ppl+pp1+++=myself
as ^ql++++=as
much ^ap++++=much
disgraced ^jj+++xvbn+=disgraced
as ^ql++++=as
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I
accept ^vb+vprv+++=accept
any ^dti++++=any
favor ^nn++++=favor
at ^in++++=at
your ^pp$+pp2+++=your
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^vb++++=hope
that ^tht+vcmp+++=that
God ^np++++=God
and ^cc++++=and
the ^ati++++=the
King ^npt++++=King
may ^md+pos+++=may
render ^vb++++=render
to ^in++++=to
you ^pp2+pp2+++=you
as ^in++++=as
strict ^jj+atrb+++=strict
justice ^nn++++=justice
as ^ql++++=as
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
rendered ^vprf+++xvbnx+=rendered
to ^in++++=to
my ^pp$+pp1+++=my
unfortunate ^jj+atrb+++=unfortunate
brother ^nn++++=brother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=THE
End ^nn++++=END.
. ^zz++++=EXTRAWORD
