Mme ^npt++++=Mme.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
infinitely ^rb++++=infinitely
calm ^jj++++=calm,
, ^zz++++=EXTRAWORD
peaceful ^jj++++=peaceful,
, ^zz++++=EXTRAWORD
penetrating ^vbg+++xvbg+=penetrating
was ^vbd+bedz+vrb++=was
the ^ati++++=the
charm ^nn++++=charm
of ^in++++=of
the ^ati++++=the
verdant ^nn+nom+++=verdant,
, ^zz++++=EXTRAWORD
undulating ^jj+atrb+++=undulating
country ^nn++++=country
spreading ^vwbg+++xvbg+=spreading
out ^rp+pl+++=out
on ^in++++=on
all ^abn++++=all
sides ^nns++++=sides
of ^in++++=of
her ^pp$+pp3+++=her!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walked ^vbd+++xvbnx+=walked
along ^in++++=along
the ^ati++++=the
clear ^jj+atrb+++=clear
smooth ^jj+atrb+++=smooth
road ^npl++++=road,
, ^zz++++=EXTRAWORD
twirling ^vbg+nom++xvbg+=twirling
her ^pp$+pp3+++=her
parasol ^nn++++=parasol;
; ^zz++++=EXTRAWORD
humming ^jj+++xvbg+=humming
a ^at++++=a
gay ^jj+atrb+++=gay
tune ^nn++++=tune;
; ^zz++++=EXTRAWORD
nipping ^jj+++xvbg+=nipping
here ^rn+pl+++=here
and ^cc+phrs+++=and
there ^rn+pl+++=there
a ^at++++=a
bud ^nn++++=bud
or ^cc++++=or
a ^at++++=a
waxlike ^jj+atrb+++=waxlike
leaf ^nn++++=leaf
from ^in++++=from
the ^ati++++=the
hedges ^nns++++=hedges
along ^in++++=along
the ^ati++++=the
way ^nn++++=way;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
while ^cs+sub+++=while
drinking ^vbg+++xvbg+=drinking
deep ^jj+atrb+++=deep
draughts ^nns++++=draughts
of ^in++++=of
complacency ^nn++++=complacency
and ^cc++++=and
content ^nn++++=content.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
always ^rb++splt++=always
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
to ^in++++=to
pluck ^jj+atrb++??+=pluck
lilacs ^nns++++=lilacs
in ^in++++=in
her ^pp$+pp3+++=her
path ^nn++++=path.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
approached ^vbd+++xvbnx+=approached
the ^ati++++=the
convent ^nn++++=convent
she ^pp3a+pp3+++=she
fancied ^vbd+++xvbnx+=fancied
that ^tht+vcmp+++=that
a ^at++++=a
whitecapped ^jj+atrb++xvbn+=whitecapped
face ^nn++++=face
had ^vbd+hvd+aux++=had
glanced ^vprf+++xvbnx+=glanced
fleetingly ^rb++++=fleetingly
from ^in++++=from
a ^at++++=a
window ^nn++++=window;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
mistaken ^vpsv++agls+xvbnx+=mistaken.
. ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
time ^nn++++=time
would ^md+prd+++=would
take ^vb++++=take
them ^pp3o+pp3+++=them
by ^in++++=by
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled
to ^to++++=to
think ^vbi+vprv+++=think
how ^wrb+who+whcl++=how
Sister ^nn++++=Sister
Agathe ^np+++??+=Agathe
would ^md+prd+++=would
utter ^jjb++++=utter
a ^rb++++=a
little ^rb"++++=little
joyous ^jj+atrb+++=joyous
cry ^nn++++=cry
of ^in++++=of
amazement ^nn+nom+++=amazement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
fancy ^nn++++=fancy
she ^pp3a+pp3+++=she
already ^rb++++=already
felt ^vbd+vprv++xvbn+=felt
the ^ati++++=the
warmth ^nn++++=warmth
and ^cc++++=and
tenderness ^nns+nom+++=tenderness
of ^in++++=of
the ^ati++++=the
nun ^nn++++=nun's
's ^$++++=EXTRAWORD
embrace ^vb++++=embrace.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
how ^wrb+who+++=how
Sister ^nn++++=Sister
Marceline ^np+++??+=Marceline
and ^cc++++=and
the ^ati++++=the
others ^aps++++=others
would ^md+prd+++=would
laugh ^vb++++=laugh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
make ^vb++++=make
game ^nn++++=game
of ^in++++=of
her ^pp$+pp3+++=her
puffed ^vbd+++xvbn+=puffed
sleeves ^nns++++=sleeves!
! ^zz++++=EXTRAWORD
For ^in++++=For
puffed ^vbd+++xvbn+=puffed
sleeves ^nns++++=sleeves
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
fashion ^nn++++=fashion
since ^in++++=since
last ^rb++++=last
year ^nn++++=year;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
vagaries ^nns++++=vagaries
of ^in++++=of
fashion ^nn++++=fashion
always ^rb++++=always
afforded ^vwbn+++xvbn+=afforded
infinite ^jj+atrb+++=infinite
merriment ^nn+nom+++=merriment
to ^in++++=to
the ^ati++++=the
nuns ^nns++++=nuns.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
surely ^rb++++=surely
had ^vb+hv+aux++=had
not ^xnot++not++=not
seen ^vbd+vprv++xvbn+=seen
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ascended ^vbd+++xvbnx+=ascended
lightly ^rb++++=lightly
the ^ati++++=the
stone ^nn++++=stone
steps ^nns++++=steps
and ^cc++++=and
rang ^vbd+++xvbn+=rang
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
hear ^vb+vprv+++=hear
the ^ati++++=the
sharp ^jj+atrb+++=sharp
metallic ^jj+atrb+++=metallic
sound ^jj+atrb+++=sound
reverberate ^nn+nom+++=reverberate
through ^in++++=through
the ^ati++++=the
halls ^nns++++=halls.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
its ^pp$+it+++=its
last ^rb++++=last
note ^nn++++=note
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
away ^rp+pl+++=away
the ^ati++++=the
door ^nn++++=door
was ^vbd+bedz+aux++=was
opened ^vpsv++agls+xvbnx+=opened
very ^ql+amp+++=very
slightly ^rb+cnj+++=slightly,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
cautiously ^rb++++=cautiously
by ^in++++=by
a ^at++++=a
lay ^jjb+atrb++xvbn+=lay
sister ^nn++++=sister
who ^whp+rel+subj++=who
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there
with ^in++++=with
downcast ^nn+++??+=downcast
eyes ^nns++++=eyes
and ^cc++++=and
flaming ^jj+atrb+++=flaming
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
narrow ^jj++++=narrow
opening ^jj+++xvbg+=opening
she ^pp3a+pp3+++=she
thrust ^vbd+++xvbnx+=thrust
forward ^rb++++=forward
toward ^in++++=toward
Adrienne ^np+++??+=Adrienne
a ^at++++=a
package ^nn+nom+++=package
and ^cc++++=and
a ^at++++=a
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
in ^in++++=in
confused ^xvbn+++xvbn+=confused
tones ^nns++++=tones:
: ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
order ^nn++++=order
of ^in++++=of
our ^pp$+pp1+++=our
Mother ^nn++++=Mother
Superior ^jj++++=Superior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^cs+sub+++=After
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
closed ^vbd+++xvbnx+=closed
the ^ati++++=the
door ^nn++++=door
hastily ^rb++++=hastily
and ^cc++++=and
turned ^vbd+++xvbn+=turned
the ^ati++++=the
heavy ^jj++++=heavy
key ^jjb++++=key
in ^in++++=in
the ^ati++++=the
great ^jj+atrb+++=great
lock ^nn++++=lock.
. ^zz++++=EXTRAWORD
Adrienne ^np+++??+=Adrienne
remained ^vbd+++xvbn+=remained
stunned ^xvbn+++xvbn+=stunned.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
gather ^vb+vprv+++=gather
her ^pp$+pp3+++=her
faculties ^nns++++=faculties
to ^to++++=to
grasp ^vbi+vprv+++=grasp
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
this ^dt+dem+++=this
singular ^jj+atrb+++=singular
reception ^nn+nom+++=reception.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lilacs ^nns++++=lilacs
fell ^vbd+++xvbn+=fell
from ^in++++=from
her ^pp$+pp3+++=her
arms ^nns++++=arms
to ^in++++=to
the ^ati++++=the
stone ^nn++++=stone
portico ^nn+++??+=portico
on ^in++++=on
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
the ^ati++++=the
note ^nn++++=note
and ^cc++++=and
the ^ati++++=the
parcel ^nn++++=parcel
stupidly ^rb++++=stupidly
over ^rb++++=over
in ^in++++=in
her ^pp$+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
instinctively ^rb++++=instinctively
dreading ^jj+++xvbg+=dreading
what ^wdt+who+++=what
their ^pp$+pp3+++=their
contents ^nns++++=contents
might ^md+pos+++=might
disclose ^vb++++=disclose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
outlines ^nns++++=outlines
of ^in++++=of
the ^ati++++=the
crucifix ^nn+++??+=crucifix
were ^vbd+bed+vrb++=were
plainly ^rb++++=plainly
to ^to++++=to
be ^vbi+vbi+aux++=be
felt ^vpsv++agls+xvbnx+=felt
through ^in++++=through
the ^ati++++=the
wrapper ^nn++++=wrapper
of ^in++++=of
the ^ati++++=the
bundle ^nn++++=bundle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
guessed ^vbd+vprv++xvbnx+=guessed,
, ^zz++++=EXTRAWORD
without ^in++++=without
having ^xvbg+++xvbg+=having
courage ^nn+nom+++=courage
to ^to++++=to
assure ^vbi++++=assure
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
jeweled ^jj+atrb++xvbn+=jeweled
necklace ^nn++++=necklace
and ^cc++++=and
the ^ati++++=the
altar ^nn++++=altar
cloth ^nn++++=cloth
accompanied ^vbd+++xvbn+=accompanied
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Leaning ^vbg+++xvbg+=Leaning
against ^in++++=against
the ^ati++++=the
heavy ^jj+atrb+++=heavy
oaken ^jj+atrb++xvbn+=oaken
door ^nn++++=door
for ^in++++=for
support ^nn++++=support,
, ^zz++++=EXTRAWORD
Adrienne ^np+++??+=Adrienne
opened ^vbd+++xvbn+=opened
the ^ati++++=the
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read
the ^ati++++=the
few ^ap++++=few
bitter ^jj+atrb+++=bitter
reproachful ^jj+atrb+++=reproachful
lines ^nns++++=lines
word ^nn++++=word
by ^in++++=by
word ^nn++++=word-the
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
lines ^nns++++=lines
that ^tht+rel+subj++=that
banished ^vprf+++xvbn+=banished
her ^pp$+pp3+++=her
forever ^rb++++=forever
from ^in++++=from
this ^dt+dem+++=this
haven ^nn++++=haven
of ^in++++=of
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
her ^pp$+pp3+++=her
soul ^nn++++=soul
was ^vbd+bedz+vrb++=was
wont ^nn++++=wont
to ^to++++=to
come ^vbi++++=come
and ^cc+phrs+++=and
refresh ^vb++++=refresh
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
imprinted ^vbd+++xvbnx+=imprinted
themselves ^ppls+pp3+++=themselves
as ^in++++=as
a ^at++++=a
whole ^nn++++=whole
upon ^in++++=upon
her ^pp$+pp3+++=her
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
their ^pp$+pp3+++=their
seeming ^vbg+seem++xvbg+=seeming
cruelty ^nn++++=cruelty-she
- ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
dare ^vb++++=dare
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
injustice ^nn++++=injustice.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
anger ^nn++++=anger
in ^in++++=in
her ^pp$+pp3+++=her
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
would ^md+prd+++=would
doubtless ^rb++splt++=doubtless
possess ^nns+nom+++=possess
her ^pp$+pp3+++=her
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
her ^pp$+pp3+++=her
nimble ^jj+atrb+++=nimble
intelligence ^nn+nom+++=intelligence
would ^md+prd+++=would
begin ^vb++++=begin
to ^to++++=to
seek ^vbi++++=seek
out ^rp+pl+++=out
the ^ati++++=the
origin ^nn++++=origin
of ^in++++=of
this ^dt+dem+++=this
treacherous ^jj+atrb+++=treacherous
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
room ^nn++++=room
for ^in++++=for
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
leaned ^vbd+++xvbnx+=leaned
her ^pp$+pp3+++=her
forehead ^nn++++=forehead
against ^in++++=against
the ^ati++++=the
heavy ^jj+atrb+++=heavy
oaken ^jj+atrb++xvbn+=oaken
panel ^nn++++=panel
of ^in++++=of
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
wept ^vpsv++agls+xvbn+=wept
with ^in++++=with
the ^ati++++=the
abandonment ^nn+nom+++=abandonment
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
child ^nn++++=child.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
descended ^vbd+++xvbnx+=descended
the ^ati++++=the
steps ^nns++++=steps
with ^in++++=with
a ^at++++=a
nerveless ^jj+atrb+++=nerveless
and ^cc+phrs+++=and
dragging ^jj+atrb++xvbg+=dragging
tread ^nn++++=tread.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
walking ^vbg+++xvbgx+=walking
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
to ^to++++=to
look ^vbi++++=look
back ^jjb++++=back
at ^in++++=at
the ^ati++++=the
imposing ^jj+atrb++xvbg+=imposing
facade ^nn+++??+=facade
of ^in++++=of
the ^ati++++=the
convent ^nn++++=convent,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv++xvbg+=hoping
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
a ^at++++=a
familiar ^jj+atrb+++=familiar
face ^nn++++=face,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
even ^rb+cnj+++=even,
, ^zz++++=EXTRAWORD
giving ^vbg+++xvbg+=giving
a ^at++++=a
faint ^jj+atrb+++=faint
token ^nn++++=token
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
cherished ^vpsv++by+xvbnx+=cherished
by ^in++++=by
some ^dti++++=some
one ^cd1++++=one
faithful ^jj+atrb+++=faithful
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
only ^rb+down+++=only
the ^ati++++=the
polished ^jj+atrb+++=polished
windows ^nns++++=windows
looking ^vwbg+++xvbg+=looking
down ^rp++++=down
at ^rb++++=at
her ^pp3o+pp3+++=her
like ^in++++=like
so ^ql++++=so
many ^ap++++=many
cold ^nn++++=cold
and ^cc++++=and
glittering ^jj+atrb+++=glittering
and ^cc+phrs+++=and
reproachful ^jj+atrb+++=reproachful
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
little ^ap++++=little
white ^jj+atrb+++=white
room ^nn++++=room
above ^in+pl+++=above
the ^ati++++=the
chapel ^nn++++=chapel,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
knelt ^vbd+++xvbn+=knelt
beside ^in+pl+++=beside
the ^ati++++=the
bed ^nn++++=bed
on ^in++++=on
which ^whp+rel+pied++=which
Adrienne ^np+++??+=Adrienne
had ^vbd+hvd+aux++=had
slept ^vprf+++xvbnx+=slept.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
was ^vbd+bedz+aux++=was
pressed ^vpsv++agls+xvbnx+=pressed
deep ^jj++++=deep
in ^in++++=in
the ^ati++++=the
pillow ^nn++++=pillow
in ^in++++=in
her ^pp$+pp3+++=her
efforts ^nns++++=efforts
to ^to+ncmp+++=to
smother ^vbi++++=smother
the ^ati++++=the
sobs ^nns++++=sobs
that ^tht+rel+subj++=that
convulsed ^xvbn+++xvbn+=convulsed
her ^pp$+pp3+++=her
frame ^nn++++=frame.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Sister ^nn++++=Sister
Agathe ^np+++??+=Agathe.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^at++++=a
short ^jj++++=short
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
a ^at++++=a
lay ^jjb+atrb++xvbn+=lay
sister ^nn++++=sister
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
a ^at++++=a
broom ^nn++++=broom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swept ^vbd+++xvbn+=swept
away ^rp+pl+++=away
the ^ati++++=the
lilac ^jj+atrb+++=lilac
blossoms ^nns+++??+=blossoms
which ^whp+rel+obj++=which
adrienne ^np++++=Adrienne
had ^vbd+hvd+aux++=had
let ^vb++++=let
fall ^nn++++=fall
upon ^in++++=upon
the ^ati++++=the
portico ^nn++++=portico.
. ^zz++++=EXTRAWORD
