Extract ^nn++++=Extract
a ^at++++=a
reputable ^jj++++=reputable
future ^jjb++++=future,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door
gently ^rb++++=gently
pulled ^vbd+++xvbn+=pulled
to ^rb+cnj+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
footsteps ^nns++++=footsteps
moving ^vwbg+++xvbg+=moving
quietly ^rb++++=quietly
to ^in++++=to
the ^ati++++=the
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
treachery ^nn+nom+++=treachery
knocked ^vbd+++xvbn+=knocked
me ^pp1o+pp1+++=me
in ^in++++=in
a ^at++++=a
heap ^nn++++=heap
for ^in++++=for
the ^ati++++=the
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
leaping ^vbg+++xvbg+=leaping
up ^rp++++=up
and ^cc++++=and
flinging ^vbg+++xvbg+=flinging
my ^pp$+pp1+++=my
door ^nn++++=door
wide ^jj++++=wide,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stumbled ^vbd+++xvbnx+=stumbled
through ^in++++=through
the ^ati++++=the
uncertain ^jj+atrb+++=uncertain
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
passage ^nn+nom+++=passage
into ^in++++=into
the ^ati++++=the
front ^jjb+atrb+++=front
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
fan ^nn++++=fan-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+++xvbn+=EXTRAWORD
light ^jj++++=light
over ^in++++=over
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
place ^nn++++=place
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
still ^rb++++=still
and ^cc++++=and
grey ^nn++++=grey.
. ^zz++++=EXTRAWORD
A ^at++++=A
quick ^jj+atrb+++=quick
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
a ^at++++=a
sudden ^jj++++=sudden,
, ^zz++++=EXTRAWORD
prophetic ^jj++++=prophetic
guess ^vb++++=guess
at ^rb++++=at
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
me ^pp1o+pp1+++=me
turn ^vb++++=turn
to ^in++++=to
the ^ati++++=the
figure ^nn++++=figure
of ^in++++=of
the ^ati++++=the
mastiff ^nn++++=mastiff
curled ^vbd+++xvbn+=curled
under ^in++++=under
the ^ati++++=the
hall ^nn++++=hall
table ^nn++++=table.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
laid ^vbd+++xvbnx+=laid
my ^pp$+pp1+++=my
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
scruff ^nn+++??+=scruff
of ^in++++=of
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
limp ^jj+pred+++=limp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
fingers ^nns+nom+++=fingers
sank ^vbd+++xvbn+=sank
into ^in++++=into
the ^ati++++=the
flesh ^nn++++=flesh
on ^in++++=on
either ^dtx++++=either
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
vertebrae ^nn+++??+=vertebrae.
. ^zz++++=EXTRAWORD
Digging ^jj+++xvbg+=Digging
them ^pp3o+pp3+++=them
deeper ^jjr++++=deeper,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dragged ^vbd+++xvbnx+=dragged
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall
and ^cc++++=and
pulled ^vbd+++xvbn+=pulled
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door
open ^jj++++=open
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
better ^nn++++=better.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
throat ^nn++++=throat
was ^vbd+bedz+aux++=was
gashed ^vpsv++agls+xvbnx+=gashed
from ^in++++=from
ear ^nn++++=ear
to ^in++++=to
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
many ^ap++++=many
seconds ^nns++++=seconds
passed ^vbd+++xvbn+=passed
after ^cs+sub+++=after
I ^pp1a+pp1+++=I
dropped ^vbd+++xvbnx+=dropped
the ^ati++++=the
senseless ^jj+atrb+++=senseless
lump ^nn++++=lump
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
another ^dt++++=another
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
puzzle ^vb++++=puzzle
me ^pp1o+pp1+++=me
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
Twice ^rb++++=Twice
I ^pp1a+pp1+++=I
stirred ^vbd+++xvbnx+=stirred
a ^at++++=a
foot ^nn++++=foot
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
run ^vbi++++=run
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
changing ^jj+++xvbg+=changing
my ^pp$+pp1+++=my
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stepped ^vbd+++xvbnx+=stepped
over ^in++++=over
the ^ati++++=the
mastiff ^nn+++??+=mastiff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ran ^vbd+++xvbn+=ran
up ^rp++++=up
the ^ati++++=the
staircase ^nn++++=staircase.
. ^zz++++=EXTRAWORD
The ^ati++++=The
passage ^nn+nom+++=passage
at ^rb++++=at
the ^ati++++=the
top ^jjb++++=top
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
dark ^jj+pred+++=dark;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
groping ^vbg+++xvbg+=groping
down ^in++++=down
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
study ^nn++++=study
door ^nn++++=door
open ^nn++++=open,
, ^zz++++=EXTRAWORD
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passed ^vpsv++agls+xvbn+=passed
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
A ^at++++=A
sick ^jj+atrb+++=sick
light ^nn++++=light
stole ^vbd+++xvbn+=stole
through ^in++++=through
the ^ati++++=the
blinds ^nns++++=blinds--enough
-- ^--+clp+++=EXTRAWORD
enough ^qlp++++=EXTRAWORD
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
distinguish ^vbi++++=distinguish
the ^ati++++=the
glasses ^nns++++=glasses
and ^cc++++=and
decanters ^nns+nom+++=decanters
on ^in++++=on
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
find ^vb+vprv+++=find
my ^pp$+pp1+++=my
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
curtain ^nn++++=curtain
that ^tht+rel+subj++=that
hung ^vwbn+++xvbn+=hung
before ^in++++=before
the ^ati++++=the
inner ^jjb+atrb+++=inner
room ^nn++++=room.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pushed ^vbd+++xvbnx+=pushed
the ^ati++++=the
curtain ^nn++++=curtain
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
paused ^j+++xvbn+=paused
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
listened ^vpsv++agls+xvbn+=listened
to ^in++++=to
the ^ati++++=the
violent ^jj+atrb+++=violent
beat ^nn+++xvbn+=beat
of ^in++++=of
my ^pp$+pp1+++=my
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
felt ^vbd+vprv++xvbn+=felt
for ^in+ppvb+++=for
the ^ati++++=the
door ^nn++++=door-handle
- ^zz++++=EXTRAWORD
handle ^vb++++=EXTRAWORD
and ^cc+phrs+++=and
turned ^vbd+++xvbn+=turned
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
All ^abn++++=All
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
at ^rb++++=at
first ^rb"++++=first
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
the ^ati++++=the
chamber ^nn++++=chamber
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small;
; ^zz++++=EXTRAWORD
next ^ap++++=next,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
light ^nn++++=light
patch ^nn++++=patch
in ^in++++=in
a ^at++++=a
line ^nn++++=line
with ^in++++=with
the ^ati++++=the
window ^nn++++=window
was ^vbd+bedz+vrb++=was
the ^ati++++=the
white ^jj+atrb+++=white
coverlet ^nn+nom+++=coverlet
of ^in++++=of
a ^at++++=a
bed ^nn++++=bed;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
next ^ap++++=next
that ^dt+dem+++=that
somebody ^pn++++=somebody,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
something ^pn++++=something,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
listened ^vbd+++xvbnx+=listened
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
sound ^nn++++=sound
in ^in++++=in
the ^ati++++=the
room ^nn++++=room;
; ^zz++++=EXTRAWORD
no ^at++++=no
heart ^nn++++=heart
beating ^vwbg+++xvbg+=beating
but ^cc++++=but
my ^pp$+pp1+++=my
own ^ap++++=own.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reached ^vbd+++xvbnx+=reached
out ^rp+pl+++=out
a ^at++++=a
hand ^nn++++=hand
to ^to++++=to
pull ^vbi++++=pull
up ^rp++++=up
the ^ati++++=the
blind ^jj++++=blind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drew ^vbd+++xvbn+=drew
it ^pp3+it+++=it
back ^jjb++++=back
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dared ^vb+vbd+vrb+xvbnx+=dared
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
The ^ati++++=The
daylight ^nn++++=daylight
grew ^vbd+++xvbn+=grew
minute ^nn++++=minute
by ^in++++=by
minute ^nn++++=minute
on ^in++++=on
the ^ati++++=the
dull ^jj++++=dull
oblong ^jj++++=oblong
of ^in++++=of
the ^ati++++=the
blind ^jj++++=blind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
minute ^nn++++=minute
by ^in++++=by
minute ^nn++++=minute
that ^tht+rel+++=that
horrible ^jj+atrb+++=horrible
thing ^nn++++=thing
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed
took ^vbd+++xvbn+=took
something ^pn++++=something
of ^in++++=of
distinctness ^nns+nom+++=distinctness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
strain ^nn++++=strain
beat ^vbd+++xvbn+=beat
me ^pp1o+pp1+++=me
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fetched ^vbd+++xvbnx+=fetched
a ^at++++=a
loud ^nn++++=loud
yell ^vb++++=yell
to ^to++++=to
give ^vbi++++=give
myself ^ppl+pp1+++=myself
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
reaching ^vbg+++xvbg+=reaching
for ^in++++=for
the ^ati++++=the
cord ^nn++++=cord,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
up ^rp++++=up
the ^ati++++=the
blind ^jj++++=blind
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
it ^pp3+it+++=it
would ^md+prd+++=would
go ^vb++++=go.
. ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
on ^in++++=on
the ^ati++++=the
pillow ^nn++++=pillow
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
of ^in++++=of
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
face ^nn++++=face
waxen ^jj++++=waxen
and ^cc+phrs+++=and
peaceful ^jj++++=peaceful,
, ^zz++++=EXTRAWORD
with ^in++++=with
quiet ^jj+atrb+++=quiet
lines ^nns++++=lines
about ^in++++=about
the ^ati++++=the
mouth ^nn++++=mouth
and ^cc++++=and
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
long ^jj+atrb+++=long
lines ^nns++++=lines
of ^in++++=of
grey ^jj+atrb+++=grey
hair ^nn++++=hair
falling ^vwbg+++xvbg+=falling
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
temples ^nns++++=temples.
. ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
was ^vbd+bedz+aux++=was
turned ^vpsv++agls+xvbnx+=turned
a ^rb++++=a
little ^rb"++++=little
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
hand ^nn++++=hand
lay ^vbd+++xvbn+=lay
outside ^jjb++++=outside
the ^ati++++=the
bedclothes ^nns++++=bedclothes
in ^in++++=in
a ^at++++=a
very ^ql+amp+++=very
natural ^jj+atrb+++=natural
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
two ^cd++++=two
big ^jj+atrb+++=big
dark ^jj+atrb+++=dark
stains ^nns++++=stains
on ^in++++=on
the ^ati++++=the
pillow ^nn++++=pillow
and ^cc++++=and
coverlet ^nn+nom+++=coverlet.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
face ^nn++++=face
to ^to++++=to
face ^vbi++++=face
with ^in++++=with
the ^ati++++=the
real ^jj+atrb+++=real
householder ^nn+nom+++=householder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
flashed ^vbd+++xvbn+=flashed
on ^in++++=on
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
indiscreet ^jj++++=indiscreet
in ^in++++=in
taking ^xvbg+++xvbg+=taking
service ^nn++++=service
as ^in++++=as
his ^pp$+pp3+++=his
butler ^nn++++=butler,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
face ^nn++++=face
his ^pp$+pp3+++=his
ex ^np++++=ex-butler
- ^zz++++=EXTRAWORD
butler ^np++++=EXTRAWORD
wore ^vbd+++xvbn+=wore.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time
awake ^jj++++=awake
to ^in++++=to
the ^ati++++=the
responsibilities ^nns+nom+++=responsibilities
of ^in++++=of
the ^ati++++=the
post ^nn++++=post,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
quitted ^vprf+++xvbn+=quitted
it ^pp3+it+++=it
three ^cd++++=three
steps ^nns++++=steps
at ^in++++=at
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
once ^rb+tm+++=once
looking ^vbg+++xvbg+=looking
behind ^rp+pl+++=behind
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside
the ^ati++++=the
house ^nn++++=house
the ^ati++++=the
storm ^nn++++=storm
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
white ^jj+atrb+++=white
daylight ^nn++++=daylight
was ^vbd+bedz+aux++=was
gleaming ^vbg+++xvbgx+=gleaming
over ^in++++=over
the ^ati++++=the
sodden ^jj+atrb+++=sodden
moors ^nn++++=moors.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
bones ^nns++++=bones
were ^vbd+bed+vrb++=were
cold ^jj+pred+++=cold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
i ^pp1a+pp1+++=I
ran ^vbd+++xvbn+=ran
faster ^rbr++++=faster
and ^cc+phrs+++=and
faster ^rbr++++=faster.
. ^zz++++=EXTRAWORD
