Roses ^nns++++=ROSES
soput ^nn+++??+=soput
in ^in++++=in
the ^ati++++=the
blue ^jj+atrb+++=blue
pompon ^nn+++??+=pompon
and ^cc++++=and
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
go ^vb++++=go,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sighof ^nn+++??+=sighof
disappointment ^nn+nom+++=disappointment,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
desire ^nn++++=desire
to ^to+ncmp+++=to
look ^vbi++++=look
beautiful ^jj++++=beautiful
that ^cs+sub+++=that
night ^nn++++=night
insomebody ^nn+++??+=inSomebody's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
had ^vbd+hvd+aux++=had
increased ^vprf+++xvbnx+=increased
four ^cd++++=four-fold.
- ^zz++++=EXTRAWORD
fold ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
tragic ^jj+atrb+++=tragic
gesture ^nn++++=gesture,
, ^zz++++=EXTRAWORD
Marie ^np++++=Marie
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
adjust ^vb++++=adjust
the ^ati++++=the
pompon ^nn+++??+=pompon
when ^wrb+who+++=when
thequick ^jj+atrb++??+=thequick
tap ^nn++++=tap
of ^in++++=of
a ^at++++=a
crutch ^nn++++=crutch
came ^vbd+++xvbn+=came
down ^in++++=down
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Lizzie ^np+++??+=Lizzie
hurried ^vbd+++xvbn+=hurried
in,flushed ^vbd+++xvbn+=in,flushed
and ^cc++++=and
breathless ^jj++++=breathless,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
smiling ^vbg+nom++xvbg+=smiling
happily ^rb++++=happily
as ^ql++++=as
she ^pp3a+pp3+++=she
uncovered ^vbd+++xvbnx+=uncovered
the ^ati++++=the
boxshe ^nn++++=boxshe
carried ^vbd+++xvbn+=carried
with ^in++++=with
a ^at++++=a
look ^nn++++=look
of ^in++++=of
proud ^jj+atrb+++=proud
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
A ^at++++=A
general ^jj++++=general
" ^zz++++="Ah!"
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
of ^in++++=of
admiration ^nn+nom+++=admiration
arose ^vbd+++xvbn+=arose
as ^ql++++=as
Belle ^np++++=Belle,
, ^zz++++=EXTRAWORD
mamma ^npt++++=mamma,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mariesurveyed ^np+++??+=Mariesurveyed
the ^ati++++=the
lovely ^jj+atrb+++=lovely
wreath ^nn++++=wreath
that ^tht+rel+++=that
lay ^jjb+++xvbn+=lay
before ^in++++=before
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
it ^pp3+it+++=it
wascarefully ^jj++++=wascarefully
arranged ^jj+++xvbn+=arranged
on ^in++++=on
the ^ati++++=the
bright ^jj++++=bright
head ^jjb++++=head
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
to ^to++++=to
wear ^vbi++++=wear
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Belleblushed ^np+++??+=Belleblushed
with ^in++++=with
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
Mamma ^npt++++=Mamma
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
more ^rbr++++=more
beautiful ^jj+pred+++=beautiful
than ^in++++=than
anyparis ^nns+++??+=anyParis
could ^md+pos+++=could
have ^vb+hv+aux++=have
sent ^vprf+++xvbnx+=sent
us ^pp1o+pp1+++=us;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
Marie ^np++++=Marie
clasped ^vbd+++xvbn+=clasped
her ^pp$+pp3+++=her
hands ^nns++++=hands
theatrically,sighing ^vwbg+++xvbg+=theatrically,sighing,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
head ^jjb++++=head
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side:
: ^zz++++=EXTRAWORD
" ^zz++++="Truly,
truly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes;
; ^zz++++=EXTRAWORD
mademoiselle ^np++++=mademoiselle
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
adorable ^jj+pred+++=adorable!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
so ^ql+emph+++=so
glad ^jj++++=glad
you ^pp2+pp2+++=you
like ^vb++++=like
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
my ^pp$+pp1+++=my
very ^ql+amp+++=very
best ^jjt++++=best
and ^cc+phrs+++=and
worked ^jj+++xvbn+=worked
all ^abn++++=all
night,but ^nn+++??+=night,but
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
beg ^vb++++=beg
one ^cd1++++=one
spray ^nn++++=spray
from ^in++++=from
Estelle ^np+++??+=Estelle,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
my ^pp$+pp1+++=my
haste ^nn++++=haste,
, ^zz++++=EXTRAWORD
Icould ^np+++??+=Icould
not ^xnot++not++=not
have ^vb+hv+aux++=have
finished ^vprf+++xvbnx+=finished
in ^in++++=in
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lizzie ^np+++??+=Lizzie,
, ^zz++++=EXTRAWORD
refreshing ^jj++++=refreshing
her ^pp$+pp3+++=her
wearyeyes ^vbz+++??+=wearyeyes
with ^in++++=with
a ^at++++=a
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
affectionate ^jj+atrb+++=affectionate
gaze ^nn++++=gaze
at ^in++++=at
the ^ati++++=the
pretty ^jj+atrb+++=pretty
figure ^nn++++=figure
before ^in++++=before
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
A ^at++++=A
fold ^nn++++=fold
of ^in++++=of
the ^ati++++=the
airy ^jj+atrb+++=airy
skirt ^nn++++=skirt
was ^vbd+bedz+aux++=was
caught ^vpsv++agls+xvbnx+=caught
on ^in++++=on
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
blue ^jj+atrb+++=blue
clusters ^nns+nom+++=clusters,
, ^zz++++=EXTRAWORD
andlizzie ^nn+++??+=andLizzie
knelt ^vbd+++xvbn+=knelt
down ^rp++++=down
to ^to++++=to
arrange ^vbi++++=arrange
it ^pp3+it+++=it
as ^ql++++=as
she ^pp3a+pp3+++=she
spoke ^vbd+++xvbnx+=spoke.
. ^zz++++=EXTRAWORD
Belle ^np++++=Belle
leaned ^vbd+++xvbn+=leaned
towardher ^jjr++++=towardher
and ^cc++++=and
said ^vbd+vpub++xvbn+=said
softly ^rb++++=softly:
: ^zz++++=EXTRAWORD
" ^zz++++="Money
money ^nn++++=EXTRAWORD
alone ^rb++++=alone
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
pay ^vb++++=pay
you ^pp2+pp2+++=you
for ^in++++=for
this ^dt+dem+++=this
kindness;so ^nn+++??+=kindness;so
tell ^vb++++=tell
me ^pp1o+pp1+++=me
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
can ^md+pos+++=can
best ^jjt++++=best
serve ^vb++++=serve
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
the ^ati++++=the
happiest ^jjt+atrb+++=happiest
night ^nn++++=night
ofmy ^nn+++??+=ofmy
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
make ^vbi++++=make
every ^at++++=every
one ^cd1++++=one
feel ^vb+vprv+++=feel
glad ^jj++++=glad
also ^rb++++=also."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
talk ^vb++++=talk
of ^in++++=of
paying ^xvbg+++xvbg+=paying
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
promise ^nn++++=promise
that ^tht+ncmp+obj++=that
I ^pp1a+pp1+++=I
may ^md+pos+++=may
make ^vb++++=make
theflowers ^nns+nom+++=theflowers
you ^pp2+pp2+++=you
wear ^vb++++=wear
on ^in++++=on
your ^pp$+pp2+++=your
wedding ^nn++++=wedding-day,"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
Lizzie ^np+++??+=Lizzie,
, ^zz++++=EXTRAWORD
kissing ^vbg+++xvbg+=kissing
thekind ^nn+++??+=thekind
hand ^nn++++=hand
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
to ^to++++=to
help ^vbi++++=help
her ^pp$+pp3+++=her
rise ^vb++++=rise,
, ^zz++++=EXTRAWORD
for ^in++++=for
on ^in++++=on
it ^pp3+it+++=it
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
brilliantring ^nvbg+++xvbg+=brilliantring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
blooming ^nvbg+++xvbg+=blooming,
, ^zz++++=EXTRAWORD
blushing ^xvbg+++xvbg+=blushing
face ^vb++++=face
bent ^vwbn+++xvbn+=bent
over ^in++++=over
her ^pp$+pp3+++=her
she ^pp3a+pp3+++=she
read ^vbd+vprv++xvbnx+=read
thetender ^jjr++++=thetender
little ^ap++++=little
story ^nn++++=story
that ^tht+rel+obj++=that
Somebody ^pn++++=Somebody
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
Belle ^np++++=Belle
that ^tht+rel+++=that
day ^nn++++=day.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
shall ^md+prd+++=shall!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
keep ^vb++++=keep
this ^dt+dem+++=this
wreath ^nn++++=wreath
all ^rb++++=all
my ^pp$+pp1+++=my
life ^nn++++=life
for ^in++++=for
your ^pp$+pp2+++=your
sake,dear ^nn+++??+=sake,dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Belle ^np++++=Belle,
, ^zz++++=EXTRAWORD
as ^ql++++=as
her ^pp$+pp3+++=her
full ^jj+atrb+++=full
heart ^nn++++=heart
bubbled ^vbd+++xvbn+=bubbled
over ^in++++=over
with ^in++++=with
pityingaffection ^nn+nom+++=pityingaffection
for ^in++++=for
the ^ati++++=the
poor ^jj+atrb+++=poor
girl ^nn++++=girl
who ^whp+rel+subj++=who
would ^md+prd+++=would
never ^rb++splt++=never
make ^vb++++=make
a ^at++++=a
bridal ^jj+atrb+++=bridal
garlandfor ^nn++++=garlandfor
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
Belle ^np++++=Belle
kept ^vbd+++xvbn+=kept
her ^pp$+pp3+++=her
word ^nn++++=word,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
happy ^jj+atrb+++=happy
home ^nr++++=home
of ^in++++=of
her ^pp$+pp3+++=her
own;for ^nn++++=own;for
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
dead ^jj+atrb+++=dead
roses ^nns++++=roses
bloomed ^vbd+++xvbn+=bloomed
a ^at++++=a
friendship ^nn+nom+++=friendship
that ^tht+rel+++=that
brightenedlizzie ^nn+++??+=brightenedLizzie's
's ^$++++=EXTRAWORD
life ^nn++++=life;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
long ^rb++++=long
after ^cs+sub+++=after
the ^ati++++=the
blue ^jj+atrb+++=blue
garland ^nn++++=garland
was ^vbd+bedz+aux++=was
faded ^vpsv++agls+xvbnx+=faded
Belleremembered ^np+++??+=Belleremembered
the ^ati++++=the
helpful ^jj+atrb+++=helpful
little ^jj+atrb+++=little
lesson ^nn++++=lesson
that ^tht+rel+subj++=that
taught ^vprf+++xvbn+=taught
her ^pp$+pp3+++=her
to ^to++++=to
read ^vbn+vprv++xvbn+=read
thefaces ^nns+++??+=thefaces
poverty ^nn++++=poverty
touches ^nns++++=touches
with ^in++++=with
a ^at++++=a
pathetic ^jj+atrb+++=pathetic
eloquence ^nn+nom+++=eloquence,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
says ^vbz+vpub+++=says
to ^to+vcmp+++=to
thosewho ^vb++++=thosewho
look ^vb++++=look,
, ^zz++++=EXTRAWORD
" ^zz++++="Forget-me-not."
forget ^vb+vprv+++=EXTRAWORD
-me-not." ^nn++++=EXTRAWORD
