Chapter ^nn++++=CHAPTER
extraordinary ^jj+atrb+++=extraordinary
agitation ^nn+nom+++=agitation;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
that ^dt+dem+++=that
bullet ^nn++++=bullet-pierced
- ^zz++++=EXTRAWORD
pierced ^jj+atrb++xvbn+=EXTRAWORD
picture ^nn++++=picture
is ^vbz+bez+vrb++=is
a ^at++++=a
memento ^nn++++=memento
of ^in++++=of
our ^pp$+pp1+++=our
last ^rb++++=last
meeting ^nvbg+++xvbg+=meeting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Countess ^nns+nom+++=Countess,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
Heaven ^np++++=Heaven's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
speak ^vb++++=speak
about ^in++++=about
that ^dt+pdem+++=that;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
too ^ql++++=too
terrible ^jj++++=terrible
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
listen ^vbi++++=listen
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Count ^nn++++=Count:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
relate ^vb++++=relate
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knows ^vbz+vprv+++=knows
how ^wrb+who+whcl++=how
I ^pp1a+pp1+++=I
insulted ^vbd+++xvbnx+=insulted
his ^pp$+pp3+++=his
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
right ^jj+pred+++=right
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
Silvio ^np++++=Silvio
revenged ^vbd+++xvbn+=revenged
himself ^ppl+pp3+++=himself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
pushed ^vwbn+++xvbn+=pushed
a ^at++++=a
chair ^nn++++=chair
towards ^in++++=towards
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
liveliest ^jjt+atrb+++=liveliest
interest ^nn++++=interest
I ^pp1a+pp1+++=I
listened ^vbd+++xvbnx+=listened
to ^in++++=to
the ^ati++++=the
following ^jj+atrb++xvbg+=following
story ^nn++++=story:
: ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
years ^nns++++=years
ago ^rb++++=ago
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
married ^vbd+++xvbn+=married.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
month ^nn++++=month--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
honeymoon ^nn++++=honeymoon--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
spent ^vbd+++xvbnx+=spent
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
To ^in++++=To
this ^dt+dem+++=this
house ^nn++++=house
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
indebted ^jj+pred+++=indebted
for ^in++++=for
the ^ati++++=the
happiest ^jjt+atrb+++=happiest
moments ^nns+nom+++=moments
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
for ^in++++=for
one ^pn++++=one
of ^in++++=of
its ^pp$+it+++=its
most ^ap+emph+++=most
painful ^jj+atrb+++=painful
recollections ^nns+nom+++=recollections.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
evening ^nn++++=evening
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
together ^nn+nom+++=together
for ^in++++=for
a ^at++++=a
ride ^nn++++=ride
on ^in++++=on
horseback ^nn++++=horseback.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
horse ^nn++++=horse
became ^vbd+++xvbn+=became
restive ^jj++++=restive;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
grew ^vbd+++xvbnx+=grew
frightened ^jj+++xvbn+=frightened,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
the ^ati++++=the
reins ^nns++++=reins
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vbd+++xvbn+=returned
home ^nr++++=home
on ^in++++=on
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rode ^vbd+++xvbnx+=rode
on ^in++++=on
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
courtyard ^nn++++=courtyard
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
travelling ^jj+atrb++xvbg+=travelling
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told
that ^tht+vcmp+++=that
in ^in++++=in
my ^pp$+pp1+++=my
study ^nn++++=study
sat ^vbd+++xvbn+=sat
waiting ^nvbg+++xvbg+=waiting
for ^in++++=for
me ^pp1o+pp1+++=me
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
not ^xnot++not++=not
give ^vb++++=give
his ^pp$+pp3+++=his
name ^nn++++=name,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
who ^whp+who+++=who
merely ^rb+down+++=merely
said ^vprf+++xvbn+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
business ^nns+nom+++=business
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
saw ^vpsv++agls+xvbn+=saw
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
dust ^nn++++=dust
and ^cc++++=and
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
beard ^nn++++=beard
of ^in++++=of
several ^ap++++=several
days ^nns++++=days'
' ^zz++++=EXTRAWORD
growth ^nn++++=growth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
the ^ati++++=the
fireplace ^nn++++=fireplace.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
approached ^vbd+++xvbnx+=approached
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
remember ^nn+nom+++=remember
his ^pp$+pp3+++=his
features ^nns++++=features.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
recognize ^vb+vprv+++=recognize
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Count ^npt++++=Count?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
quivering ^jj+atrb++xvbg+=quivering
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="'Silvio!'
' ^zz++++=EXTRAWORD
silvio ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
as ^cs+sub+++=as
if ^cs+cnd+++=if
my ^pp$+pp1+++=my
hair ^nn++++=hair
had ^vb+hv+aux++=had
suddenly ^rb++splt++=suddenly
stood ^vprf+++xvbnx+=stood
on ^in++++=on
end ^nn++++=end.
. ^zz++++=EXTRAWORD
" ^zz++++="'Exactly,'
' ^zz++++=EXTRAWORD
exactly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
shot ^nn+++xvbn+=shot
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
to ^to++++=to
discharge ^vbi++++=discharge
my ^pp$+pp1+++=my
pistol ^nn++++=pistol.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
ready ^jj++++=ready?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
pistol ^nn++++=pistol
protruded ^vbd+++xvbn+=protruded
from ^in++++=from
a ^at++++=a
side ^nn++++=side
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
measured ^vbd+++xvbnx+=measured
twelve ^cd++++=twelve
paces ^nns++++=paces
and ^cc++++=and
took ^vbd+++xvbn+=took
my ^pp$+pp1+++=my
stand ^vb++++=stand
there ^rn+pl+++=there
in ^cs+sub+++=in
that ^cs"++++=that
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
begging ^nvbg+++xvbg+=begging
him ^pp3o+pp3+++=him
to ^in++++=to
fire ^nn++++=fire
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
my ^pp$+pp1+++=my
wife ^nn++++=wife
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hesitated ^vbd+++xvbnx+=hesitated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vpsv++agls+xvbn+=asked
for ^in+ppvb+++=for
a ^at++++=a
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Candles ^nns++++=Candles
were ^vbd+bed+aux++=were
brought ^vpsv++agls+xvbnx+=brought
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
closed ^vbd+++xvbnx+=closed
the ^ati++++=the
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
gave ^jj+atrb++xvbn+=gave
orders ^vb++++=orders
that ^tht+vcmp+obj++=that
nobody ^pn++++=nobody
was ^vbd+bedz+aux++=was
to ^to++++=to
enter ^vbi++++=enter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
begged ^vbd+++xvbn+=begged
him ^pp3o+pp3+++=him
to ^in++++=to
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
pistol ^nn++++=pistol
and ^cc++++=and
took ^vbd+++xvbn+=took
aim.. ^nn+++??+=aim....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
counted ^vbd+++xvbnx+=counted
the ^ati++++=the
seconds.. ^nn+++??+=seconds....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
her.. ^nn+++??+=her....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
terrible ^jj+atrb+++=terrible
minute ^nn++++=minute
passed ^vbd+++xvbn+=passed!
! ^zz++++=EXTRAWORD
Silvio ^np++++=Silvio
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
regret ^nn++++=regret,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='that
that ^dt+dem+++=EXTRAWORD
the ^ati++++=the
pistol ^nn++++=pistol
is ^vbz+bez+aux++=is
not ^xnot++not++=not
loaded ^vbd+++xvbn+=loaded
with ^in++++=with
cherrystones. ^nn+++??+=cherrystones...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
the ^ati++++=the
bullet ^nn++++=bullet
is ^vbz+bez+vrb++=is
heavy ^jj+pred+++=heavy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me
that ^cs+sub+++=that
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
duel ^nn++++=duel,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
murder ^nn++++=murder.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
not ^xnot++not++=not
accustomed ^vbd+++xvbn+=accustomed
to ^to++++=to
taking ^vbi++++=taking
aim ^nn++++=aim
at ^rb++++=at
unarmed ^jj+atrb+++=unarmed
men ^nns++++=men.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
begin ^vb++++=begin
all ^abn++++=all
over ^in++++=over
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
cast ^vb+++xvbn+=cast
lots ^nns++++=lots
as ^in++++=as
to ^in"++++=to
who ^whp+who+++=who
shall ^md+prd+++=shall
fire ^vb++++=fire
first ^rb++++=first.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
head ^nn++++=head
went ^vbd+++xvbn+=went
round. ^nn+++??+=round...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
raised ^vbd+++xvbnx+=raised
some ^dti++++=some
objection.. ^nn+++??+=objection....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
we ^pp1a+pp1+++=we
loaded ^vbd+++xvbn+=loaded
another ^dt++++=another
pistol ^nn++++=pistol,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rolled ^vbd+++xvbn+=rolled
up ^rp++++=up
two ^cd++++=two
pieces ^nns++++=pieces
of ^in++++=of
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
placed ^vbd+++xvbnx+=placed
these ^dt+dem+++=these
latter ^ap++++=latter
in ^in++++=in
his ^pp$+pp3+++=his
cap ^nn++++=cap--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
same ^ap++++=same
through ^in++++=through
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
sent ^vprf+++xvbnx+=sent
a ^at++++=a
bullet ^nn++++=bullet--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
again ^rb+tm+++=again
I ^pp1a+pp1+++=I
drew ^vbd+++xvbnx+=drew
the ^ati++++=the
first ^od++++=first
number ^nn++++=number.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
devilish ^jj++++=devilish
lucky ^jj++++=lucky,
, ^zz++++=EXTRAWORD
Count ^npt++++=Count,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
smile ^nn++++=smile
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
never ^rb++splt++=never
forget ^vb+vprv+++=forget.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
the ^ati++++=the
matter ^nn++++=matter
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
how ^wrb+who+++=how
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
make ^vbi++++=make
me ^pp1o+pp1+++=me
do ^vb+do+vrb++=do
it. ^nn+++??+=it...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
fired ^vbd+++xvbnx+=fired
and ^cc+phrs+++=and
hit ^vbd+++xvbn+=hit
that ^dt+dem+++=that
picture ^nn++++=picture."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
pointed ^vbd+++xvbn+=pointed
with ^in++++=with
his ^pp$+pp3+++=his
finger ^nn++++=finger
to ^in++++=to
the ^ati++++=the
perforated ^jj+atrb++xvbn+=perforated
picture ^nn++++=picture;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
glowed ^vbd+++xvbn+=glowed
like ^in++++=like
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Countess ^nns+nom+++=Countess
was ^vbd+bedz+vrb++=was
whiter ^jjr+pred+++=whiter
than ^in++++=than
her ^pp$+pp3+++=her
own ^ap++++=own
handkerchief ^nn++++=handkerchief;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
restrain ^vb++++=restrain
an ^at++++=an
exclamation ^nn+nom+++=exclamation.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
fired ^vbd+++xvbnx+=fired,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
" ^zz++++="and,
and ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
Heaven ^nn++++=Heaven,
, ^zz++++=EXTRAWORD
missed ^j+++xvbn+=missed
my ^pp$+pp1+++=my
aim ^nn++++=aim.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Silvio. ^np+++??+=Silvio...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
terrible. ^nn+++??+=terrible...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Silvio ^np++++=Silvio
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hand ^nn++++=hand
to ^to++++=to
take ^vbi++++=take
aim ^nn++++=aim
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
the ^ati++++=the
door ^nn++++=door
opens ^vbz++++=opens,
, ^zz++++=EXTRAWORD
Masha ^np+++??+=Masha
rushes ^vbz++++=rushes
into ^in++++=into
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
loud ^nn++++=loud
shriek ^vb++++=shriek
throws ^vbz++++=throws
herself ^ppl+pp3+++=herself
upon ^in++++=upon
my ^pp$+pp1+++=my
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
presence ^nn+nom+++=presence
restored ^vwbn+++xvbn+=restored
to ^in++++=to
me ^pp1o+pp1+++=me
all ^abn++++=all
my ^pp$+pp1+++=my
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
" ^zz++++="'My
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
' ^zz++++='don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
joking ^vbg+++xvbgx+=joking?
? ^zz++++=EXTRAWORD
How ^wrb+who+++=How
frightened ^jj+++xvbn+=frightened
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are!
! ^zz++++=EXTRAWORD
Go ^vb++++=Go
and ^cc++++=and
drink ^nn++++=drink
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
water ^nn++++=water
and ^cc++++=and
then ^rn+tm+++=then
come ^vb++++=come
back ^jjb++++=back
to ^in++++=to
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
introduce ^vb++++=introduce
you ^pp2+pp2+++=you
to ^in++++=to
an ^at++++=an
old ^jj+atrb+++=old
friend ^nn++++=friend
and ^cc++++=and
comrade ^nn++++=comrade.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Masha
masha ^nn+++??+=EXTRAWORD
still ^rb++++=still
doubted ^vbd+vprv++xvbn+=doubted.
. ^zz++++=EXTRAWORD
" ^zz++++="'Tell
' ^zz++++=EXTRAWORD
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
husband ^nn++++=husband
speaking ^vwbg+++xvbg+=speaking
the ^ati++++=the
truth ^nn++++=truth?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
to ^in++++=to
the ^ati++++=the
terrible ^jj+atrb+++=terrible
Silvio ^np++++=Silvio:
: ^zz++++=EXTRAWORD
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
true ^jj++++=true
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
only ^rb+down+splt++=only
joking ^vbg+++xvbgx+=joking?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'He
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
always ^rb++splt++=always
joking ^vbg+++xvbgx+=joking,
, ^zz++++=EXTRAWORD
Countess ^nns+nom+++=Countess,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Silvio ^np++++=Silvio:
: ^zz++++=EXTRAWORD
' ^zz++++='once
once ^rb+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
me ^pp1o+pp1+++=me
a ^at++++=a
slap ^nn++++=slap
in ^in++++=in
the ^ati++++=the
face ^nn++++=face
in ^in++++=in
a ^at++++=a
joke ^nn++++=joke;
; ^zz++++=EXTRAWORD
on ^in++++=on
another ^dt++++=another
occasion ^nn++++=occasion
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent
a ^at++++=a
bullet ^nn++++=bullet
through ^in++++=through
my ^pp$+pp1+++=my
cap ^nn++++=cap
in ^in++++=in
a ^at++++=a
joke ^nn++++=joke;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
fired ^vbd+++xvbnx+=fired
at ^rb++++=at
me ^pp1o+pp1+++=me
and ^cc++++=and
missed ^vbd+++xvbn+=missed
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
in ^in++++=in
a ^at++++=a
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
inclined ^vbd+++xvbn+=inclined
for ^in++++=for
a ^at++++=a
joke ^nn++++=joke.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
these ^dt+dem+++=these
words ^nns++++=words
he ^pp3a+pp3+++=he
raised ^vbd+++xvbnx+=raised
his ^pp$+pp3+++=his
pistol ^nn++++=pistol
to ^to++++=to
take ^vbi++++=take
aim ^nn++++=aim
at ^rb++++=at
me ^pp1o+pp1+++=me--right
-- ^--+clp+++=EXTRAWORD
right ^jj++++=EXTRAWORD
before ^in++++=before
her ^pp$+pp3+++=her!
! ^zz++++=EXTRAWORD
Masha ^np+++??+=Masha
threw ^vbd+++xvbn+=threw
herself ^ppl+pp3+++=herself
at ^in++++=at
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="'Rise,
' ^zz++++=EXTRAWORD
rise ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Masha ^np+++??+=Masha;
; ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
not ^xnot++not++=not
ashamed ^jj++++=ashamed!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
