Lark ^nn++++=Lark
sitting ^vbg+++xvbgx+=sitting
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reached ^vbd+++xvbnx+=reached
for ^in++++=for
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
recoiled ^vbd+++xvbnx+=recoiled
from ^in++++=from
me ^pp1o+pp1+++=me
in ^in++++=in
a ^at++++=a
way ^nn++++=way
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
remember ^nn+nom+++=remember
her ^pp$+pp3+++=her
ever ^rb++++=ever
doing ^vbg+++xvbg+=doing
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
some ^dti++++=some
kind ^rb++++=kind
of ^rb"++++=of
idiot ^nn++++=idiot?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
reason ^nn++++=reason
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
any ^dti++++=any
decision ^nn++++=decision
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
how ^wrb+who+whcl++=how
you ^pp2+pp2+++=you
could ^md+pos+++=could
think ^vb+vprv+tht0++=think
this ^dt+pdem+++=this
had ^vb+hv+vrb++=had
anything ^pn++++=anything
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
insane ^jj++++=insane?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
" ^zz++++="
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
from ^in++++=from
the ^ati++++=the
look ^nn++++=look
on ^in++++=on
her ^pp$+pp3+++=her
face ^nn++++=face
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
there ^ex+pex+++=there
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
any ^dti++++=any
more ^rbr++++=more
discussion ^nn++++=discussion.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
muffled ^jj++++=muffled
" ^zz++++="Wait"
wait ^vb++++=EXTRAWORD
" ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
from ^in+ppvb+++=from
my ^pp$+pp1+++=my
jacket ^nn++++=jacket
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
outside ^jjb+pred+++=outside
the ^ati++++=the
psychic ^jj+atrb+++=psychic's
's ^vbz+bez+vrb++0=EXTRAWORD
place ^nn++++=place,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stopped ^vbd+++xvbnx+=stopped
walking ^vbg+++xvbg+=walking
and ^cc+phrs+++=and
took ^vpsv++agls+xvbn+=took
off ^rb+phrv+++=off
my ^pp$+pp1+++=my
jacket ^nn++++=jacket.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
guys ^nns++++=guys
okay ^rb+dspt+++=okay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Hey,"
hey ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
my ^pp$+pp1+++=my
hand ^nn++++=hand
at ^in++++=at
the ^ati++++=the
pocket ^nn++++=pocket
seam ^nn++++=seam
so ^ql++++=so
they ^pp3a+pp3+++=they
could ^md+pos+++=could
crawl ^vb++++=crawl
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
gray ^np++++=gray
and ^cc++++=and
dry ^jj++++=dry
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
" ^zz++++="Where's
where ^wrb+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+aux++=was
bullying ^vbg+++xvbgx+=bullying
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
voice ^nn++++=voice
hoarse ^jj++++=hoarse.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
reminded ^vbd+vsua++xvbnx+=reminded
me ^pp1o+pp1+++=me
of ^in++++=of
a ^at++++=a
plucked ^jj+atrb++xvbn+=plucked
leaf ^nn++++=leaf.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
killed ^vbd+++xvbnx+=killed
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
finished ^vbd+++xvbnx+=finished.
. ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
fear ^nn++++=fear
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
when ^wrb+who+whcl++=when
you ^pp2+pp2+++=you've
've ^vb+hv+vrb++0=EXTRAWORD
done ^vprf+++xvbnx+=done
something ^pn++++=something,
, ^zz++++=EXTRAWORD
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
back ^rb+phrv+++=back.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bent ^vbd+++xvbnx+=bent
over ^in++++=over
and ^cc++++=and
shook ^vbd+++xvbn+=shook
the ^ati++++=the
jacket ^nn++++=jacket
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
A ^at++++=A
tiny ^jj+atrb+++=tiny
gray ^np++++=gray
body ^nn++++=body
of ^in++++=of
ash ^nn++++=ash
fell ^vbd+++xvbn+=fell
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
could ^md+pos+++=could
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
yelled ^vbd+++xvbnx+=yelled.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
a ^at++++=a
person ^nn++++=person,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
reminded ^vbd+vsua++xvbn+=reminded
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
matter ^nn++++=matter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
just ^rb+emph+++=just
" ^zz++++="
I ^pp1a+pp1+++=I
lowered ^vbd+++xvbnx+=lowered
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
and ^cc++++=and
Jackie ^np++++=Jackie
Gunner ^np++++=Gunner's
's ^$++++=EXTRAWORD
tiny ^jj+atrb+++=tiny
body ^nn++++=body
to ^in++++=to
the ^ati++++=the
concrete ^nn++++=concrete.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
not ^xnot++not++=not
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
pushover ^jjr++++=pushover,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
squealed ^vbd+++xvbn+=squealed
in ^in++++=in
her ^pp$+pp3+++=her
now ^rn+tm+++=now
coarse ^jj+atrb+++=coarse,
, ^zz++++=EXTRAWORD
broken ^jj+atrb++xvbn+=broken
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
out ^rp+pl+++=out
of ^in++++=of
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Daddy ^npt++++=Daddy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
tiny ^jj+atrb+++=tiny
speck ^nn++++=speck
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
near ^rb++++=near
her ^pp$+pp3+++=her
tiny ^jj+atrb+++=tiny
brother ^nn++++=brother.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
were ^vbd+bed+vrb++=were
almost ^rb+hdg+++=almost
invisible ^jj+pred+++=invisible
against ^in++++=against
the ^ati++++=the
gray ^np++++=gray
of ^in++++=of
the ^ati++++=the
sidewalk ^nn++++=sidewalk.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
clinic ^nn++++=clinic,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
before ^cs+sub+++=before
Jaclyn ^np+++??+=Jaclyn
disappeared ^vbd+seem++xvbn+=disappeared
behind ^in+pl+++=behind
a ^at++++=a
white ^jj+atrb+++=white
door ^nn++++=door
to ^to++++=to
get ^vbi++++=get
her ^pp$+pp3+++=her
ultrasound ^nn+++??+=ultrasound,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back
at ^in++++=at
me ^pp1o+pp1+++=me
sitting ^vbg+++xvbg+=sitting
in ^in++++=in
the ^ati++++=the
waiting ^jj+++xvbg+=waiting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
brave ^jj++++=brave
little ^ap++++=little
half ^abn++++=half
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
bright ^jj+pred+++=bright
from ^in++++=from
hiding ^xvbg+++xvbg+=hiding
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
make ^vbi++++=make
this ^dt+dem+++=this
whole ^jj+atrb+++=whole
thing ^nn++++=thing
a ^rb++++=a
little ^rb"++++=little
less ^rbr++++=less
terrible ^jj++++=terrible
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
no ^at++++=no
matter ^nn++++=matter
how ^wrb+who+++=how
hard ^rb++++=hard
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
probably ^rb++splt++=probably
never ^rb++++=never
know ^vb+vprv+++=know
exactly ^rb++++=exactly
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
me ^pp1o+pp1+++=me
feel ^vb+vprv+++=feel
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back
at ^in++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
just ^rb+emph+++=just
what ^wdt+who+++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
and ^cc++++=and
not ^xnot++not++=not
the ^ati++++=the
apocalypse ^nn++++=apocalypse.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
hate ^nn++++=hate
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
loved ^vbd+++xvbn+=loved
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
Daddy ^npt++++=Daddy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
hugging ^vbg+++xvbg+=hugging
my ^pp$+pp1+++=my
shoelace ^nn+++??+=shoelace.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
raised ^vbd+++xvbnx+=raised
my ^pp$+pp1+++=my
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
shook ^j+++xvbn+=shook
her ^pp$+pp3+++=her
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
started ^vbd+++xvbn+=started
to ^to++++=to
walk ^vbi++++=walk
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv+tht0+xvbg+=hoping
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
follow ^vb+vprv+++=follow
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
saw ^vbd+vprv++xvbn+=saw
Jaclyn ^np+++??+=Jaclyn.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
up ^rp++++=up
to ^to++++=to
where ^wrb+who+++=where
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
left ^vprf+++xvbnx+=left
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
and ^cc++++=and
picked ^vprf+++xvbn+=picked
her ^pp$+pp3+++=her
up ^rp++++=up
along ^in++++=along
with ^in"++++=with
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
her ^pp3o+pp3+++=her
brother ^npt++++=brother.
. ^zz++++=EXTRAWORD
" ^zz++++="Hey,"
hey ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
walking ^vbg+++xvbg+=walking
toward ^in++++=toward
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
feeling ^xvbg+++xvbg+=feeling
trapped ^vwbn+++xvbn+=trapped
and ^cc+phrs+++=and
wondering ^vbg+++xvbg+=wondering
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
would ^md+prd+++=would
ever ^rb++splt++=ever
escape ^vb++++=escape
any ^dti++++=any
of ^in++++=of
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
pretend ^vbi+vprv+tht0++=pretend
it ^pp3+it+++=it
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
happened ^vprf+++xvbn+=happened,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
reminded ^vpsv++by+xvbnx+=reminded
by ^in++++=by
everything ^pn++++=everything
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
like ^in++++=like
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
wrong ^jj+atrb+++=wrong
answers ^nns+nom+++=answers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care,
, ^zz++++=EXTRAWORD
Daddy ^npt++++=Daddy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who'd
'd ^vbd+hvd+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
limp ^jj++++=limp,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
moving ^vbg+++xvbgx+=moving
very ^ql+amp+++=very
slowly ^rb++++=slowly
in ^in++++=in
Jaclyn ^np++++=Jaclyn's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Thanks,
thanks ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mommy ^np+++??+=Mommy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
snuggling ^vbg+nom++xvbg+=snuggling
against ^in++++=against
Jaclyn ^np++++=Jaclyn's
's ^$++++=EXTRAWORD
thumb ^nn++++=thumb.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
feel ^vb+vprv+++=feel
like ^in++++=like
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
care ^nn++++=care,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
that ^tht+jcmp+++=that
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
cared ^vbd+++xvbnx+=cared
that ^dt+dem+++=that
way ^nn++++=way
you ^pp2+pp2+++=you'd
'd ^md+prd+vrb++0=EXTRAWORD
change ^nn++++=change
your ^pp$+pp2+++=your
mind ^nn++++=mind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
Jamie ^vb+++??+=Jamie
Lou ^np++++=Lou.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
met ^vprf+++xvbnx+=met
already ^rb++++=already?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
to ^in++++=to
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
my ^pp$+pp1+++=my
fault ^nn++++=fault,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
my ^pp$+pp1+++=my
personal ^jj+atrb+++=personal
mantra ^nn+++??+=mantra
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
a ^at++++=a
step ^nn++++=step
closer ^rbr++++=closer
and ^cc++++=and
stared ^vbd+++xvbn+=stared
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
Disappointment ^nn+nom+++=Disappointment
rained ^vbd+++xvbn+=rained.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
our ^pp$+pp1+++=our
unborn ^jj+atrb+++=unborn
children ^nns++++=children
withering ^jj++++=withering
away ^rp+pl+++=away
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
fine ^jj++++=fine,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
handle ^vb++++=handle
