July ^nr++++=JULY
's ^$++++=EXTRAWORD
arms ^nns++++=arms
were ^vbd+bed+vrb++=were
round ^in++++=round
my ^pp$+pp1+++=my
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
lips ^nns++++=lips
were ^vbd+bed+aux++=were
pressed ^vpsv++agls+xvbnx+=pressed
to ^in++++=to
mine ^pp$$++++=mine.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Winzy ^np+++??+=Winzy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
shall ^md+prd+++=shall
not ^xnot++not++=not
go ^vb++++=go
alone ^rb++++=alone--take
-- ^--+clp+++=EXTRAWORD
take ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
with ^in++++=with
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
remove ^vb++++=remove
from ^in++++=from
this ^dt+dem+++=this
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
among ^in++++=among
strangers ^nns+nom+++=strangers
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
unsuspected ^jj+pred+++=unsuspected
and ^cc+phrs+++=and
safe ^jj++++=safe.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
so ^ql++++=so
very ^ql+amp+++=very
old ^jj++++=old
as ^ql++++=as
quite ^abl++++=quite
to ^to++++=to
shame ^vbi++++=shame
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Winzy ^np+++??+=Winzy;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
dare ^vb++++=dare
say ^vb+vpub+tht0++=say
the ^ati++++=the
charm ^nn++++=charm
will ^md+prd+++=will
soon ^rb+tm+splt++=soon
wear ^vb++++=wear
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
blessing ^nn++++=blessing
of ^in++++=of
God ^np++++=God,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
become ^vb++++=become
more ^rbr++++=more
elderly ^jj++++=elderly-looking,
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+aux++=is
fitting ^vbg+++xvbgx+=fitting;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
not ^xnot++not++=not
leave ^nn++++=leave
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
the ^ati++++=the
good ^jj+atrb+++=good
soul ^nn++++=soul's
's ^$++++=EXTRAWORD
embrace ^vb++++=embrace
heartily ^rb++++=heartily.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Bertha ^np+++??+=Bertha;
; ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
your ^pp$+pp2+++=your
sake ^nn++++=sake
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not
thought ^nn+++xvbn+=thought
of ^in++++=of
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
true ^jj+atrb+++=true,
, ^zz++++=EXTRAWORD
faithful ^jj+atrb+++=faithful
husband ^nn++++=husband
while ^cs+sub+++=while
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
spared ^vpsv++agls+xvbnx+=spared
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
do ^vb+do+vrb++=do
my ^pp$+pp1+++=my
duty ^nn++++=duty
by ^in++++=by
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
last ^ap++++=last."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
day ^nn++++=day
we ^pp1a+pp1+++=we
prepared ^vbd+++xvbn+=prepared
secretly ^rb++++=secretly
for ^in++++=for
our ^pp$+pp1+++=our
emigration ^nn+nom+++=emigration.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
make ^vbi++++=make
great ^jj+atrb+++=great
pecuniary ^nn+nom+++=pecuniary
sacrifices ^nns++++=sacrifices--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
helped ^vpsv++agls+xvbnx+=helped.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
realised ^vbd+vprv++xvbn+=realised
a ^at++++=a
sum ^nn++++=sum
sufficient ^jj++++=sufficient,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
to ^to++++=to
maintain ^vbi+vpub+++=maintain
us ^pp1o+pp1+++=us
while ^cs+sub+++=while
Bertha ^np+++??+=Bertha
lived ^vbd+++xvbn+=lived;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
without ^in++++=without
saying ^xvbg+++xvbg+=saying
adieu ^nn++++=adieu
to ^in++++=to
any ^dti++++=any
one ^pn++++=one,
, ^zz++++=EXTRAWORD
quitted ^vprf+++xvbn+=quitted
our ^pp$+pp1+++=our
native ^jj+atrb+++=native
country ^nn++++=country
to ^to++++=to
take ^vbi++++=take
refuge ^nn++++=refuge
in ^in++++=in
a ^at++++=a
remote ^jj+atrb+++=remote
part ^nn++++=part
of ^in++++=of
western ^jj+atrb+++=western
France ^np++++=France.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
cruel ^jj+atrb+++=cruel
thing ^nn++++=thing
to ^in++++=to
transport ^nn++++=transport
poor ^jj+atrb+++=poor
Bertha ^np+++??+=Bertha
from ^in++++=from
her ^pp$+pp3+++=her
native ^jj+atrb+++=native
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
friends ^nns++++=friends
of ^in++++=of
her ^pp$+pp3+++=her
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
new ^jj+atrb+++=new
country ^nn++++=country,
, ^zz++++=EXTRAWORD
new ^jj+atrb+++=new
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
new ^jj+atrb+++=new
customs ^nns++++=customs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
strange ^jj+atrb+++=strange
secret ^nn++++=secret
of ^in++++=of
my ^pp$+pp1+++=my
destiny ^nn++++=destiny
rendered ^vbd+++xvbn+=rendered
this ^dt+dem+++=this
removal ^nn++++=removal
immaterial ^jj++++=immaterial
to ^in++++=to
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
compassionated ^vbd+++xvbnx+=compassionated
her ^pp3o+pp3+++=her
deeply ^rb+cnj+++=deeply,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
perceive ^vbi+vprv+++=perceive
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
compensation ^nn+nom+++=compensation
for ^in++++=for
her ^pp$+pp3+++=her
misfortunes ^nns++++=misfortunes
in ^in++++=in
a ^at++++=a
variety ^nn++++=variety
of ^in++++=of
little ^jj+atrb+++=little
ridiculous ^jj+atrb+++=ridiculous
circumstances ^nns+nom+++=circumstances.
. ^zz++++=EXTRAWORD
Away ^in+pl+++=Away
from ^in"++++=from
all ^rb++++=all
tell ^vb++++=tell-tale
- ^zz++++=EXTRAWORD
tale ^nn++++=EXTRAWORD
chroniclers ^nns+nom+++=chroniclers,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sought ^vbd+++xvbnx+=sought
to ^in++++=to
decrease ^nn++++=decrease
the ^ati++++=the
apparent ^jj+atrb+++=apparent
disparity ^nn+nom+++=disparity
of ^in++++=of
our ^pp$+pp1+++=our
ages ^nns++++=ages
by ^in++++=by
a ^at++++=a
thousand ^cd++++=thousand
feminine ^jj+atrb+++=feminine
arts ^nns++++=arts--rouge,
-- ^--+clp+++=EXTRAWORD
rouge ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
youthful ^jj+atrb+++=youthful
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
assumed ^jj+atrb++xvbn+=assumed
juvenility ^nn+nom+++=juvenility
of ^in++++=of
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+vrb++=be
angry ^jj+pred+++=angry-Did
- ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=EXTRAWORD
not ^xnot++not++=not
I ^pp1a+pp1+++=I
myself ^ppl+pp1+++=myself
wear ^vb++++=wear
a ^at++++=a
mask ^nn++++=mask?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
quarrel ^nn++++=quarrel
with ^in++++=with
hers ^pp$$++++=hers,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
less ^rbr++++=less
successful ^jj+pred+++=successful?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
grieved ^vbd+++xvbnx+=grieved
deeply ^rb++++=deeply
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
Bertha ^np+++??+=Bertha,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
so ^ql+emph+++=so
fondly ^jj++++=fondly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
won ^vpsv++agls+xvbn+=won
with ^in++++=with
such ^abl++++=such
transport ^nn++++=transport--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
dark ^nn++++=dark
eyed ^vbd+++xvbn+=eyed,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
with ^in++++=with
smiles ^nns++++=smiles
of ^in++++=of
enchanting ^jj+atrb+++=enchanting
archness ^nns+nom+++=archness
and ^cc++++=and
a ^at++++=a
step ^nn++++=step
like ^in++++=like
a ^at++++=a
fawn ^nn++++=fawn--this
-- ^--+clp+++=EXTRAWORD
this ^dt+dem+++=EXTRAWORD
mincing ^jj++++=mincing,
, ^zz++++=EXTRAWORD
simpering ^jj+++xvbg+=simpering,
, ^zz++++=EXTRAWORD
jealous ^jj+atrb+++=jealous
old ^jj+atrb+++=old
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+vrb++=have
revered ^jj++++=revered
her ^pp$+pp3+++=her
gray ^np++++=gray
locks ^nns++++=locks
and ^cc++++=and
withered ^jj+atrb++xvbn+=withered
cheeks ^nns++++=cheeks;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
thus! ^nn+++??+=thus!----It
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my,
, ^zz++++=EXTRAWORD
work ^nn++++=work,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
the ^ati++++=the
less ^ql++++=less
deplore ^vb++++=deplore
this ^dt+dem+++=this
type ^nn++++=type
of ^in++++=of
human ^jj+atrb+++=human
weakness ^nns+nom+++=weakness.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
jealousy ^nn++++=jealousy
never ^rb++++=never
slept ^vbd+++xvbn+=slept.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
chief ^jjb+atrb+++=chief
occupation ^nn+nom+++=occupation
was ^vbd+bedz+aux++=was
to ^to++++=to
discover ^nn+nom+++=discover
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
outward ^jjb+atrb+++=outward
appearances ^nns+nom+++=appearances,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
myself ^ppl+pp1+++=myself
growing ^jj+++xvbg+=growing
old ^jj++++=old.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
verily ^rb++++=verily
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
the ^ati++++=the
poor ^jj+atrb+++=poor
soul ^nn++++=soul
loved ^vbd+++xvbn+=loved
me ^pp1o+pp1+++=me
truly ^rb++++=truly
in ^in++++=in
her ^pp$+pp3+++=her
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
never ^rb++++=never
had ^vb+hv+vrb++=had
woman ^nn++++=woman
so ^ql+emph+++=so
tormenting ^jj+++xvbg+=tormenting
a ^at++++=a
mode ^nn++++=mode
of ^in++++=of
displaying ^xvbg+++xvbg+=displaying
fondness ^nns+nom+++=fondness.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
discern ^vb++++=discern
wrinkles ^nns++++=wrinkles
in ^in++++=in
my ^pp$+pp1+++=my
face ^nn++++=face
and ^cc++++=and
decrepitude ^nn++++=decrepitude
in ^in++++=in
my ^pp$+pp1+++=my
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
bounded ^vbd+++xvbnx+=bounded
along ^in++++=along
in ^in++++=in
youthful ^jj+atrb+++=youthful
vigour ^nn++++=vigour,
, ^zz++++=EXTRAWORD
the ^ati++++=the
youngest ^nn++++=youngest
looking ^vwbg+++xvbg+=looking
of ^in++++=of
twenty ^cd++++=twenty
youths ^nns++++=youths.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
dared ^vbd+++xvbn+=dared
address ^nns+nom+++=address
another ^dt++++=another
woman ^nn++++=woman:
: ^zz++++=EXTRAWORD
on ^in++++=on
one ^cd1++++=one
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
fancying ^vbg+++xvbg+=fancying
that ^tht+vcmp+++=that
the ^ati++++=the
belle ^np++++=belle
of ^in++++=of
the ^ati++++=the
village ^nn+nom+++=village
regarded ^vwbn+++xvbn+=regarded
me ^pp1o+pp1+++=me
with ^in++++=with
favouring ^jj+atrb+++=favouring
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
bought ^vbd+++xvbnx+=bought
me ^pp1o+pp1+++=me
a ^at++++=a
gray ^np++++=gray
wig ^nn++++=wig.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
constant ^jj+atrb+++=constant
discourse ^nn++++=discourse
among ^in++++=among
her ^pp$+pp3+++=her
acquaintances ^nns+nom+++=acquaintances
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
so ^pn+emph+++=so
young ^jj++++=young,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
ruin ^nn++++=ruin
at ^rb++++=at
work ^nn++++=work
within ^in++++=within
my ^pp$+pp1+++=my
frame ^nn++++=frame;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
affirmed ^vbd+++xvbnx+=affirmed
that ^tht+vcmp+++=that
the ^ati++++=the
worst ^jjt+atrb+++=worst
symptom ^nn++++=symptom
about ^rb++++=about
me ^pp1o+pp1+++=me
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
apparent ^jj+atrb+++=apparent
health ^nn++++=health.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
youth ^nn++++=youth
was ^vbd+bedz+vrb++=was
a ^at++++=a
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
ought ^md+nec+++=ought
at ^rb++++=at
all ^abn++++=all
times ^nns++++=times
to ^to++++=to
prepare ^vbi++++=prepare,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
not ^xnot++not++=not
for ^in++++=for
a ^at++++=a
sudden ^jj+atrb+++=sudden
and ^cc+phrs+++=and
awful ^jj+atrb+++=awful
death ^nn++++=death,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
to ^in++++=to
awake ^jj++++=awake
some ^dti++++=some
morning ^nn++++=morning
white ^jj++++=white-headed,
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bowed ^vwbn+++xvbn+=bowed
down ^rp++++=down
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
marks ^nns++++=marks
of ^in++++=of
advanced ^jj+atrb++xvbn+=advanced
years ^nns++++=years.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
her ^pp$+pp3+++=her
talk ^vb++++=talk--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
often ^rb++++=often
joined ^vbd+++xvbn+=joined
in ^in++++=in
her ^pp$+pp3+++=her
conjectures ^vbz+vprv+++=conjectures.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
warnings ^nns++++=warnings
chimed ^vbd+++xvbn+=chimed
in ^rb+phrv+++=in
with ^in+ppvb+++=with
my ^pp$+pp1+++=my
never ^rb++++=never-ceasing
- ^zz++++=EXTRAWORD
ceasing ^vbg+++xvbg+=EXTRAWORD
speculations ^nns+nom+++=speculations
concerning ^in++++=concerning
my ^pp$+pp1+++=my
state ^nn++++=state,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
an ^at++++=an
earnest ^nn++++=earnest,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
painful ^jj++++=painful,
, ^zz++++=EXTRAWORD
interest ^nn++++=interest
in ^in++++=in
listening ^xvbg+++xvbg+=listening
to ^in++++=to
all ^abn++++=all
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
quick ^jj+atrb+++=quick
wit ^nn++++=wit
and ^cc++++=and
excited ^jj+atrb++xvbn+=excited
imagination ^nn+nom+++=imagination
could ^md+pos+++=could
say ^vb+vpub+++=say
on ^in++++=on
the ^ati++++=the
subject ^nn++++=subject.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
dwell ^vb++++=dwell
on ^in+ppvb+++=on
these ^dt+dem+++=these
minute ^nn++++=minute
circumstances ^nns+nom+++=circumstances?
? ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
lived ^vbd+++xvbn+=lived
on ^in++++=on
for ^in++++=for
many ^ap++++=many
long ^jj+atrb+++=long
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
became ^vbd+++xvbn+=became
bed ^nn++++=bed-rid
- ^zz++++=EXTRAWORD
rid ^xvbn+++xvbn+=EXTRAWORD
and ^cc++++=and
paralytic ^jj++++=paralytic:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
nursed ^vbd+++xvbnx+=nursed
her ^pp$+pp3+++=her
as ^in++++=as
mother ^nn++++=mother
might ^md+pos+++=might
a ^at++++=a
child ^nn++++=child.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
grew ^vbd+++xvbnx+=grew
peevish ^jj++++=peevish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb+atrb+++=still
harped ^jj+++xvbn+=harped
upon ^in++++=upon
one ^cd1++++=one
string ^nn++++=string--of
-- ^--+clp+++=EXTRAWORD
of ^in++++=EXTRAWORD
how ^wrb+who+++=how
long ^rb++++=long
I ^pp1a+pp1+++=I
should ^md+nec+++=should
survive ^vb++++=survive
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
source ^nn++++=source
of ^in++++=of
consolation ^nn+nom+++=consolation
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
performed ^vbd+++xvbnx+=performed
my ^pp$+pp1+++=my
duty ^nn++++=duty
scrupulously ^rb++++=scrupulously
towards ^in++++=towards
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
mine ^nn++++=mine
in ^in++++=in
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
mine ^nn++++=mine
in ^in++++=in
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
heaped ^vbd+++xvbnx+=heaped
the ^ati++++=the
sod ^nn++++=sod
over ^rp++++=over
her ^pp3o+pp3+++=her
corpse ^nn++++=corpse,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wept ^vbd+++xvbnx+=wept
to ^to++++=to
feel ^vbi+vprv+++=feel
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
all ^abn++++=all
that ^dt+pdem+++=that
really ^rb+emph+++=really
bound ^vbd+++xvbn+=bound
me ^pp1o+pp1+++=me
to ^in++++=to
humanity ^nn+nom+++=humanity.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
how ^wrb+who+++=how
many ^ap++++=many
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
my ^pp$+pp1+++=my
cares ^vbz++++=cares
and ^cc++++=and
woes ^nns++++=woes,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
few ^ap++++=few
and ^cc++++=and
empty ^vb++++=empty
my ^pp$+pp1+++=my
enjoyments ^nns+nom+++=enjoyments!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pause ^nn++++=pause
here ^rn+pl+++=here
in ^in++++=in
my ^pp$+pp1+++=my
history ^nn++++=history--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
pursue ^vb++++=pursue
it ^pp3+it+++=it
no ^at++++=no
further ^nn++++=further.
. ^zz++++=EXTRAWORD
A ^at++++=A
sailor ^nn++++=sailor
without ^in++++=without
rudder ^jjr++++=rudder
or ^cc++++=or
compass ^nn++++=compass,
, ^zz++++=EXTRAWORD
tossed ^j+++xvbn+=tossed
on ^in++++=on
a ^at++++=a
stormy ^jj+atrb+++=stormy
sea ^nn++++=sea--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
traveller ^nn+nom+++=traveller
lost ^vbd+++xvbn+=lost
on ^in++++=on
a ^at++++=a
wide ^jj++++=wide-spread
- ^zz++++=EXTRAWORD
spread ^xvbn+++xvbn+=EXTRAWORD
heath ^np++++=heath,
, ^zz++++=EXTRAWORD
without ^in++++=without
landmark ^nn++++=landmark
or ^cc++++=or
star ^nn++++=star
to ^in++++=to
him ^pp3o+pp3+++=him--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
been ^vb+vbd+vrb+xvbnx+=been:
: ^zz++++=EXTRAWORD
more ^ql++++=more
lost ^vbd+++xvbn+=lost,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
hopeless ^jj++++=hopeless
than ^in++++=than
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
A ^at++++=A
nearing ^jj+atrb++xvbg+=nearing
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
a ^at++++=a
gleam ^nn++++=gleam
from ^in++++=from
some ^dti++++=some
far ^rb+pl+++=far
cot ^nn++++=cot,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
save ^cs+sub+++=save
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
beacon ^npl++++=beacon
except ^in++++=except
the ^ati++++=the
hope ^nn++++=hope
of ^in++++=of
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death!
! ^zz++++=EXTRAWORD
mysterious ^jj++++=mysterious,
, ^zz++++=EXTRAWORD
ill ^jj++++=ill-visaged
- ^zz++++=EXTRAWORD
visaged ^jj+atrb++xvbn+=EXTRAWORD
friend ^nn++++=friend
of ^in++++=of
weak ^jj+atrb+++=weak
humanity ^nn+nom+++=humanity!
! ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
alone ^jj++++=alone
of ^in++++=of
all ^abn++++=all
mortals ^nns+nom+++=mortals
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
cast ^vbd+++xvbn+=cast
me ^pp1o+pp1+++=me
from ^in++++=from
your ^pp$+pp2+++=your
sheltering ^vbg+++xvbg+=sheltering
fold ^nn++++=fold?
? ^zz++++=EXTRAWORD
O ^zz++++=O,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
peace ^nn++++=peace
of ^in++++=of
the ^ati++++=the
grave ^nn++++=grave!
! ^zz++++=EXTRAWORD
the ^ati++++=the
deep ^nn++++=deep
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
iron ^nn++++=iron-bound
- ^zz++++=EXTRAWORD
bound ^vbd+++xvbn+=EXTRAWORD
