Of ^in++++=Of
twenty ^cd++++=twenty
police ^nns++++=police,
, ^zz++++=EXTRAWORD
filling ^vbg+nom++xvbg+=filling
two ^cd++++=two
carriages ^nns+nom+++=carriages
and ^cc++++=and
an ^at++++=an
automobile ^nn+++??+=automobile,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
set ^vprf+++xvbnx+=set
out ^rb+phrv+++=out
in ^in++++=in
the ^ati++++=the
late ^jj+atrb+++=late
afternoon ^nn++++=afternoon
with ^in++++=with
the ^ati++++=the
shivering ^jj+++xvbg+=shivering
squatter ^jjr++++=squatter
as ^in++++=as
a ^at++++=a
guide ^nn++++=guide.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
passable ^jj+atrb+++=passable
road ^nn++++=road
they ^pp3a+pp3+++=they
alighted ^vbd+++xvbnx+=alighted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
miles ^nns++++=miles
splashed ^vbd+++xvbn+=splashed
on ^in++++=on
in ^in++++=in
silence ^nn++++=silence
through ^in++++=through
the ^ati++++=the
terrible ^jj+atrb+++=terrible
cypress ^nns+nom+++=cypress
woods ^nns++++=woods
where ^wrb+who+++=where
day ^nn++++=day
never ^rb++++=never
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
Ugly ^jj+atrb+++=Ugly
roots ^nns++++=roots
and ^cc++++=and
malignant ^jj+atrb+++=malignant
hanging ^jj+atrb++xvbg+=hanging
nooses ^nns+++??+=nooses
of ^in++++=of
Spanish ^jj+atrb+++=Spanish
moss ^np++++=moss
beset ^vbd+++xvbn+=beset
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
a ^at++++=a
pile ^nn++++=pile
of ^in++++=of
dank ^nn+++??+=dank
stones ^nns++++=stones
or ^cc++++=or
fragments ^nns+nom+++=fragments
of ^in++++=of
a ^at++++=a
rotting ^jj+atrb+++=rotting
wall ^nn++++=wall
intensified ^vwbn+++xvbn+=intensified
by ^in++++=by
its ^pp$+it+++=its
hint ^nn++++=hint
of ^in++++=of
morbid ^jj+atrb+++=morbid
habitation ^nn+nom+++=habitation
a ^at++++=a
depression ^nn++++=depression
which ^whp+rel+obj++=which
every ^at++++=every
malformed ^jj+atrb+++=malformed
tree ^nn++++=tree
and ^cc++++=and
every ^at++++=every
fungous ^jj+atrb+++=fungous
islet ^nn++++=islet
combined ^vbd+++xvbn+=combined
to ^to++++=to
create ^vbi++++=create.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
the ^ati++++=the
squatter ^jjr+atrb+++=squatter
settlement ^nn+nom+++=settlement,
, ^zz++++=EXTRAWORD
a ^at++++=a
miserable ^jj+atrb+++=miserable
huddle ^nn++++=huddle
of ^in++++=of
huts ^nns++++=huts,
, ^zz++++=EXTRAWORD
hove ^np++++=hove
in ^in++++=in
sight ^nn++++=sight;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hysterical ^jj+atrb+++=hysterical
dwellers ^nns+nom+++=dwellers
ran ^vbd+++xvbn+=ran
out ^rp+pl+++=out
to ^in++++=to
cluster ^nn+nom+++=cluster
around ^in++++=around
the ^ati++++=the
group ^nn++++=group
of ^in++++=of
bobbing ^xvbg+++xvbg+=bobbing
lanterns ^nns++++=lanterns.
. ^zz++++=EXTRAWORD
The ^ati++++=The
muffled ^jj+atrb+++=muffled
beat ^nn+++xvbn+=beat
of ^in++++=of
tom ^np++++=tom-toms
- ^zz++++=EXTRAWORD
toms ^nns+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
faintly ^rb++++=faintly
audible ^jj++++=audible
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
ahead ^rb+pl+++=ahead;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
curdling ^nn+nom+++=curdling
shriek ^vb++++=shriek
came ^vbd+++xvbn+=came
at ^in++++=at
infrequent ^jj+atrb+++=infrequent
intervals ^nns+nom+++=intervals
when ^wrb+who+++=when
the ^ati++++=the
wind ^nn++++=wind
shifted ^vbd+++xvbn+=shifted.
. ^zz++++=EXTRAWORD
A ^at++++=A
reddish ^jj+atrb+++=reddish
glare ^nn++++=glare,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
filter ^vbi++++=filter
through ^in++++=through
the ^ati++++=the
pale ^jj+atrb+++=pale
undergrowth ^nn++++=undergrowth
beyond ^in++++=beyond
endless ^jj+atrb+++=endless
avenues ^nns++++=avenues
of ^in++++=of
forest ^nn++++=forest
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Reluctant ^jj++++=Reluctant
even ^rb++++=even
to ^to++++=to
be ^vbi+vbi+aux++=be
left ^vpsv++agls+xvbnx+=left
alone ^rb++++=alone
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
each ^dt++++=each
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
cowed ^vprf+++xvbn+=cowed
squatters ^nns+nom+++=squatters
refused ^vbd+++xvbn+=refused
point ^nn++++=point-blank
- ^zz++++=EXTRAWORD
blank ^jj++++=EXTRAWORD
to ^in++++=to
advance ^nn+nom+++=advance
another ^dt++++=another
inch ^nn++++=inch
towards ^in++++=towards
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
unholy ^jj+atrb+++=unholy
worship ^nn+nom+++=worship,
, ^zz++++=EXTRAWORD
so ^ql++++=so
Inspector ^npt++++=Inspector
Legrasse ^np+++??+=Legrasse
and ^cc++++=and
his ^pp$+pp3+++=his
nineteen ^cd++++=nineteen
colleagues ^nns++++=colleagues
plunged ^vwbn+++xvbn+=plunged
on ^in++++=on
unguided ^nn++++=unguided
into ^in++++=into
black ^jj+atrb+++=black
arcades ^nns+++??+=arcades
of ^in++++=of
horror ^nn++++=horror
that ^tht+rel+obj++=that
none ^pn++++=none
of ^in++++=of
them ^pp3o+pp3+++=them
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
trod ^vprf+++xvbnx+=trod
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
The ^ati++++=The
region ^nn++++=region
now ^rn+tm+++=now
entered ^vpsv++by+xvbn+=entered
by ^in++++=by
the ^ati++++=the
police ^nns++++=police
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
traditionally ^rb++++=traditionally
evil ^jj+atrb+++=evil
repute ^nn++++=repute,
, ^zz++++=EXTRAWORD
substantially ^rb++++=substantially
unknown ^jj++++=unknown
and ^cc+phrs+++=and
untraversed ^jj+++xvbn+=untraversed
by ^in++++=by
white ^jj+atrb+++=white
men ^nns++++=men.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
legends ^nns++++=legends
of ^in++++=of
a ^at++++=a
hidden ^jj+++xvbn+=hidden
lake ^npl++++=lake
unglimpsed ^vwbn+++xvbn+=unglimpsed
by ^in++++=by
mortal ^jj+atrb+++=mortal
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
dwelt ^vbd+++xvbn+=dwelt
a ^at++++=a
huge ^jj++++=huge,
, ^zz++++=EXTRAWORD
formless ^jj+atrb+++=formless
white ^jj+atrb+++=white
polypus ^nns+++??+=polypus
thing ^nn++++=thing
with ^in++++=with
luminous ^jj+atrb+++=luminous
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
squatters ^nns+nom+++=squatters
whispered ^vbd+vpub++xvbn+=whispered
that ^tht+vcmp+++=that
bat ^nn++++=bat-winged
- ^zz++++=EXTRAWORD
winged ^jj+atrb+++=EXTRAWORD
devils ^nns++++=devils
flew ^vbd+++xvbn+=flew
up ^rp++++=up
out ^rp+pl+++=out
of ^in++++=of
caverns ^nns+++??+=caverns
in ^in++++=in
inner ^jjb+atrb+++=inner
earth ^nn++++=earth
to ^in++++=to
worship ^nn+nom+++=worship
it ^pp3+it+++=it
at ^in++++=at
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
there ^rn+pl+++=there
before ^in++++=before
D ^zz++++=D'Iberville,
'iberville, ^nn+++??+=EXTRAWORD
before ^in++++=before
La ^&fw++++=La
Salle ^&fw++++=Salle,
, ^zz++++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^in++++=before
even ^rb++++=even
the ^ati++++=the
wholesome ^jj+atrb+++=wholesome
beasts ^nns++++=beasts
and ^cc++++=and
birds ^nns++++=birds
of ^in++++=of
the ^ati++++=the
woods ^nns++++=woods.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
nightmare ^nn++++=nightmare
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
see ^vbi+vprv+tht0++=see
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
to ^to++++=to
die ^vbi++++=die.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
men ^nns++++=men
dream ^nn++++=dream,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
enough ^qlp++++=enough
to ^to++++=to
keep ^vbi++++=keep
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
present ^jj+atrb+++=present
voodoo ^nn+++??+=voodoo
orgy ^nn++++=orgy
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
merest ^jjt++++=merest
fringe ^np++++=fringe
of ^in++++=of
this ^dt+dem+++=this
abhorred ^jj+atrb++xvbn+=abhorred
area ^nn++++=area,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
location ^nn+nom+++=location
was ^vbd+bedz+vrb++=was
bad ^jj+pred+++=bad
enough ^qlp++++=enough;
; ^zz++++=EXTRAWORD
hence ^rb+cnj+++=hence
perhaps ^rb++++=perhaps
the ^ati++++=the
very ^ap+amp+++=very
place ^nn++++=place
of ^in++++=of
the ^ati++++=the
worship ^nn+nom+++=worship
had ^vbd+hvd+aux++=had
terrified ^vprf+++xvbn+=terrified
the ^ati++++=the
squatters ^nns+nom+++=squatters
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
shocking ^jj+atrb++xvbg+=shocking
sounds ^nns++++=sounds
and ^cc++++=and
incidents ^nns++++=incidents.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
poetry ^nn++++=poetry
or ^cc++++=or
madness ^nns+nom+++=madness
could ^md+pos+++=could
do ^vb+do+vrb++=do
justice ^nn++++=justice
to ^in++++=to
the ^ati++++=the
noises ^nns++++=noises
heard ^vwbn+vprv++xvbn+=heard
by ^in++++=by
Legrasse ^np++++=Legrasse's
's ^$++++=EXTRAWORD
men ^nns++++=men
as ^ql++++=as
they ^pp3a+pp3+++=they
ploughed ^vbd+++xvbnx+=ploughed
on ^in++++=on
through ^in++++=through
the ^ati++++=the
black ^jj+atrb+++=black
morass ^nn++++=morass
towards ^in++++=towards
the ^ati++++=the
red ^jj+atrb+++=red
glare ^nn++++=glare
and ^cc++++=and
the ^ati++++=the
muffled ^jj+atrb+++=muffled
tom ^np++++=tom-toms.
- ^zz++++=EXTRAWORD
toms ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
vocal ^jj+atrb+++=vocal
qualities ^nns+nom+++=qualities
peculiar ^jj++++=peculiar
to ^in++++=to
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vocal ^jj+atrb+++=vocal
qualities ^nns+nom+++=qualities
peculiar ^jj++++=peculiar
to ^in++++=to
beasts ^nns++++=beasts;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
terrible ^jj+pred+++=terrible
to ^to++++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
one ^cd1++++=one
when ^wrb+who+++=when
the ^ati++++=the
source ^nn++++=source
should ^md+nec+++=should
yield ^vb++++=yield
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Animal ^nn++++=Animal
fury ^nn++++=fury
and ^cc++++=and
orgiastic ^jj+atrb+++=orgiastic
licence ^nn+nom+++=licence
here ^rn+pl+++=here
whipped ^vbd+++xvbn+=whipped
themselves ^ppls+pp3+++=themselves
to ^in++++=to
demoniac ^nn+++??+=demoniac
heights ^nns++++=heights
by ^in++++=by
howls ^nns++++=howls
and ^cc++++=and
squawking ^jj+atrb++xvbg+=squawking
ecstasies ^nns++++=ecstasies
that ^tht+rel+subj++=that
tore ^vbd+++xvbn+=tore
and ^cc++++=and
reverberated ^jj++++=reverberated
through ^in++++=through
those ^dt+dem+++=those
nighted ^jj+++xvbn+=nighted
woods ^npl++++=woods
like ^in++++=like
pestilential ^jj+atrb+++=pestilential
tempests ^nns++++=tempests
from ^in++++=from
the ^ati++++=the
gulfs ^nns++++=gulfs
of ^in++++=of
hell ^nn++++=hell.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
the ^ati++++=the
less ^rbr++++=less
organized ^jj+atrb++xvbn+=organized
ululations ^nns+nom+++=ululations
would ^md+prd+++=would
cease ^vb++++=cease,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
what ^wdt+who+++=what
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
well ^rb++++=well-drilled
- ^zz++++=EXTRAWORD
drilled ^vbd+++xvbn+=EXTRAWORD
chorus ^nn++++=chorus
of ^in++++=of
hoarse ^jj+atrb+++=hoarse
voices ^nns++++=voices
would ^md+prd+++=would
rise ^vb++++=rise
in ^in++++=in
singsong ^nn+++??+=singsong
chant ^nn++++=chant
that ^tht+rel+++=that
hideous ^jj+atrb+++=hideous
phrase ^nn++++=phrase
or ^cc++++=or
ritual ^jjb++++=ritual:
: ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
reached ^vprf+++xvbn+=reached
a ^at++++=a
spot ^nn++++=spot
where ^wrb+who+++=where
the ^ati++++=the
trees ^nns++++=trees
were ^vbd+bed+vrb++=were
thinner ^jjr+pred+++=thinner,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
suddenly ^rb++++=suddenly
in ^in++++=in
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
spectacle ^nn++++=spectacle
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
of ^in++++=of
them ^pp3o+pp3+++=them
reeled ^vbd+++xvbn+=reeled,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
fainted ^vbd+++xvbn+=fainted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
were ^vbd+bed+aux++=were
shaken ^vpsv++agls+xvbnx+=shaken
into ^in++++=into
a ^at++++=a
frantic ^jj+atrb+++=frantic
cry ^nn++++=cry
which ^whp+rel+obj++=which
the ^ati++++=the
mad ^jj+atrb+++=mad
cacophony ^nn++++=cacophony
of ^in++++=of
the ^ati++++=the
orgy ^nn++++=orgy
fortunately ^rb++++=fortunately
deadened ^jj+++xvbn+=deadened.
. ^zz++++=EXTRAWORD
Legrasse ^np+++??+=Legrasse
dashed ^vwbn+++xvbn+=dashed
swamp ^nn++++=swamp
water ^nn++++=water
on ^in++++=on
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
fainting ^jj+atrb++xvbg+=fainting
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
stood ^vbd+++xvbn+=stood
trembling ^jj+++xvbg+=trembling
and ^cc++++=and
nearly ^rb+down+++=nearly
hypnotized ^jj+++xvbn+=hypnotized
with ^in++++=with
horror ^nn++++=horror.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
natural ^jj+atrb+++=natural
glade ^nn++++=glade
of ^in++++=of
the ^ati++++=the
swamp ^nn++++=swamp
stood ^vbd+++xvbn+=stood
a ^at++++=a
grassy ^jj+atrb+++=grassy
island ^nn++++=island
of ^in++++=of
perhaps ^rb++++=perhaps
an ^at++++=an
acre ^nn++++=acre's
's ^$++++=EXTRAWORD
extent ^nn++++=extent,
, ^zz++++=EXTRAWORD
clear ^jj++++=clear
of ^in++++=of
trees ^nns++++=trees
and ^cc++++=and
tolerably ^rb++++=tolerably
dry ^jj++++=dry.
. ^zz++++=EXTRAWORD
On ^in++++=On
this ^dt+pdem+++=this
now ^rn+tm+++=now
leaped ^vbd+++xvbn+=leaped
and ^cc+phrs+++=and
twisted ^vbd+++xvbn+=twisted
a ^at++++=a
more ^rbr++++=more
indescribable ^jj+atrb+++=indescribable
horde ^nn++++=horde
of ^in++++=of
human ^jj+atrb+++=human
abnormality ^nn+nom+++=abnormality
than ^in++++=than
any ^dti++++=any
but ^cc++++=but
a ^at++++=a
Sime ^np+++??+=Sime
or ^cc++++=or
an ^at++++=an
Angarola ^np+++??+=Angarola
could ^md+pos+++=could
paint ^vb++++=paint.
. ^zz++++=EXTRAWORD
Void ^jj++++=Void
of ^in++++=of
clothing ^nn++++=clothing,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
hybrid ^nn++++=hybrid
spawn ^nn++++=spawn
were ^vbd+bed+aux++=were
braying ^vbg+++xvbgx+=braying,
, ^zz++++=EXTRAWORD
bellowing ^jj+++xvbg+=bellowing
and ^cc+phrs+++=and
writhing ^jj++++=writhing
about ^in++++=about
a ^at++++=a
monstrous ^jj+atrb+++=monstrous
ringshaped ^jj+atrb++xvbn+=ringshaped
bonfire ^nn++++=bonfire;
; ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
revealed ^vpbn+vprv++xvbn+=revealed
by ^in++++=by
occasional ^jj+atrb+++=occasional
rifts ^nns+++??+=rifts
in ^in++++=in
the ^ati++++=the
curtain ^nn++++=curtain
of ^in++++=of
flame ^nn++++=flame,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
a ^at++++=a
great ^jj+atrb+++=great
granite ^nn++++=granite
monolith ^nn+++??+=monolith
some ^dti++++=some
eight ^cd++++=eight
feet ^nns++++=feet
in ^in++++=in
height ^nn++++=height;
; ^zz++++=EXTRAWORD
on ^in++++=on
top ^nn++++=top
of ^in++++=of
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
incongruous ^jj++++=incongruous
in ^in++++=in
its ^pp$+it+++=its
diminutiveness ^nns+nom+++=diminutiveness,
, ^zz++++=EXTRAWORD
rested ^j+++xvbn+=rested
the ^ati++++=the
noxious ^jj+atrb+++=noxious
carven ^jj+atrb++xvbn+=carven
statuette ^nn+nom+++=statuette.
. ^zz++++=EXTRAWORD
From ^in++++=From
a ^at++++=a
wide ^jj+atrb+++=wide
circle ^nn++++=circle
of ^in++++=of
ten ^cd++++=ten
scaffolds ^vbz+++??+=scaffolds
set ^vbd+++xvbn+=set
up ^rb+phrv+++=up
at ^in++++=at
regular ^jj+atrb+++=regular
intervals ^nns+nom+++=intervals
with ^in++++=with
the ^ati++++=the
flame ^nn++++=flame-girt
- ^zz++++=EXTRAWORD
girt ^nn+++??+=EXTRAWORD
monolith ^nn+++??+=monolith
as ^ql++++=as
a ^at++++=a
centre ^nn++++=centre
hung ^vbd+++xvbn+=hung,
, ^zz++++=EXTRAWORD
head ^nn++++=head
downward ^jjb++++=downward,
, ^zz++++=EXTRAWORD
the ^ati++++=the
oddly ^rb++++=oddly
marred ^vbd+++xvbn+=marred
bodies ^nns++++=bodies
of ^in++++=of
the ^ati++++=the
helpless ^jj+atrb+++=helpless
squatters ^nns+nom+++=squatters
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
inside ^jjb+pred+++=inside
this ^dt+dem+++=this
circle ^nn++++=circle
that ^tht+rel+obj++=that
the ^ati++++=the
ring ^nn++++=ring
of ^in++++=of
worshippers ^nns+nom+++=worshippers
jumped ^vbd+++xvbn+=jumped
and ^cc+phrs+++=and
roared ^vbd+++xvbn+=roared,
, ^zz++++=EXTRAWORD
the ^ati++++=the
general ^jj+atrb+++=general
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
mass ^nn++++=mass
motion ^nn++++=motion
being ^vwbg+beg++xvbg+=being
from ^in++++=from
left ^nn++++=left
to ^in++++=to
right ^nn++++=right
in ^in++++=in
endless ^jj+atrb+++=endless
bacchanale ^nn+++??+=bacchanale
between ^in++++=between
the ^ati++++=the
ring ^nn++++=ring
of ^in++++=of
bodies ^nns++++=bodies
and ^cc++++=and
the ^ati++++=the
ring ^nn++++=ring
of ^in++++=of
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
only ^rb+down+++=only
imagination ^nn+nom+++=imagination
and ^cc++++=and
it ^pp3+it+++=it
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
only ^rb+down+++=only
echoes ^nns++++=echoes
which ^whp+rel+subj++=which
induced ^vbd+++xvbn+=induced
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
an ^at++++=an
excitable ^jj+atrb+++=excitable
Spaniard ^np+++??+=Spaniard,
, ^zz++++=EXTRAWORD
to ^to++++=to
fancy ^vbi+vprv+tht0++=fancy
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
antiphonal ^jj+atrb+++=antiphonal
responses ^nns++++=responses
to ^in++++=to
the ^ati++++=the
ritual ^nn++++=ritual
from ^in++++=from
some ^dti++++=some
far ^rb+pl+++=far
and ^cc++++=and
unillumined ^jj+atrb++xvbn+=unillumined
spot ^nn++++=spot
deeper ^jjr++++=deeper
within ^in++++=within
the ^ati++++=the
wood ^nn++++=wood
of ^in++++=of
ancient ^jj+atrb+++=ancient
legendry ^nn++++=legendry
and ^cc++++=and
horror ^nn++++=horror.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
man ^nn++++=man,
, ^zz++++=EXTRAWORD
Joseph ^np++++=Joseph
D ^zz++++=D.
. ^zz++++=EXTRAWORD
Galvez ^np+++??+=Galvez,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
later ^rbr+tm+++=later
met ^vbd+++xvbn+=met
and ^cc+phrs+++=and
questioned ^vbd+vpub++xvbn+=questioned;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
proved ^vbd+vprv++xvbnx+=proved
distractingly ^jj++++=distractingly
imaginative ^jj++++=imaginative.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
indeed ^qlp++++=indeed
went ^vbd+++xvbn+=went
so ^rb++++=so
far ^rb+pl+++=far
as ^in++++=as
to ^in++++=to
hint ^nn++++=hint
of ^in++++=of
the ^ati++++=the
faint ^jj++++=faint
beating ^jj+++xvbg+=beating
of ^in++++=of
great ^jj+atrb+++=great
wings ^nns++++=wings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
shining ^xvbg+++xvbg+=shining
eyes ^nns++++=eyes
and ^cc++++=and
a ^at++++=a
mountainous ^jj+atrb+++=mountainous
white ^jj+atrb+++=white
bulk ^nn++++=bulk
beyond ^in++++=beyond
the ^ati++++=the
remotest ^jjt+atrb+++=remotest
trees ^nns++++=trees
but ^cc++++=but
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
hearing ^vbg+vprv++xvbgx+=hearing
too ^ql++++=too
much ^ap++++=much
native ^jj+atrb+++=native
superstition ^nn+nom+++=superstition.
. ^zz++++=EXTRAWORD
Actually ^rb+cnj+++=Actually,
, ^zz++++=EXTRAWORD
the ^ati++++=the
horrified ^jj+atrb++xvbn+=horrified
pause ^nn++++=pause
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
was ^vbd+bedz+vrb++=was
of ^in++++=of
comparatively ^rb++++=comparatively
brief ^jj+atrb+++=brief
duration ^nn+nom+++=duration.
. ^zz++++=EXTRAWORD
Duty ^nn++++=Duty
came ^vbd+++xvbn+=came
first ^rb++++=first;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
there ^ex+pex+++=there
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
nearly ^rb+down+++=nearly
a ^at++++=a
hundred ^cd++++=hundred
mongrel ^nn+++??+=mongrel
celebrants ^nns+nom+++=celebrants
in ^in++++=in
the ^ati++++=the
throng ^nn++++=throng,
, ^zz++++=EXTRAWORD
the ^ati++++=the
police ^nns++++=police
relied ^vbd+++xvbn+=relied
on ^in++++=on
their ^pp$+pp3+++=their
firearms ^nns++++=firearms
and ^cc++++=and
plunged ^vbd+++xvbn+=plunged
determinedly ^rb++++=determinedly
into ^in++++=into
the ^ati++++=the
nauseous ^jj+atrb+++=nauseous
rout ^nn++++=rout.
. ^zz++++=EXTRAWORD
For ^in++++=For
five ^cd++++=five
minutes ^nns++++=minutes
the ^ati++++=the
resultant ^jj+atrb+++=resultant
din ^nn+++??+=din
and ^cc++++=and
chaos ^nn++++=chaos
were ^vbd+bed+vrb++=were
beyond ^in++++=beyond
description ^nn+nom+++=description.
. ^zz++++=EXTRAWORD
Wild ^jj+atrb+++=Wild
blows ^nns++++=blows
were ^vbd+bed+aux++=were
struck ^vpsv++agls+xvbnx+=struck,
, ^zz++++=EXTRAWORD
shots ^nns++++=shots
were ^vbd+bed+aux++=were
fired ^vpsv++agls+xvbnx+=fired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
escapes ^nns++++=escapes
were ^vbd+bed+aux++=were
made ^vpsv++agls+xvbnx+=made;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
end ^nn++++=end
Legrasse ^np+++??+=Legrasse
was ^vbd+bedz+vrb++=was
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
count ^vb++++=count
some ^dti++++=some
forty ^cd++++=forty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
sullen ^jj+atrb+++=sullen
prisoners ^nns+nom+++=prisoners,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
forced ^vbd+++xvbnx+=forced
to ^to+vcmp+++=to
dress ^vb++++=dress
in ^in++++=in
