Violent ^jj+atrb+++=VIOLENT
be ^vb+be+vrb++=be
the ^ati++++=the
harm ^nn++++=harm
of ^in++++=of
going ^xvbg+++xvbg+=going
home ^nr++++=home
tonight ^nr+tm+++=tonight?
? ^zz++++=EXTRAWORD
" ^zz++++="Patti."
patti ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
stepped ^vprf+++xvbnx+=stepped
off ^in+pl+++=off
a ^at++++=a
thousand ^cd++++=thousand-foot
- ^zz++++=EXTRAWORD
foot ^nn++++=EXTRAWORD
cliff ^nn++++=cliff.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh.
oh ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Hi ^uh++++=Hi."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
that ^tht+vcmp+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
any ^dti++++=any
of ^in++++=of
your ^pp$+pp2+++=your
business ^nns+nom+++=business."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
back ^jjb++++=back
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
for ^in++++=for
her ^pp$+pp3+++=her
car ^nn++++=car
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
ignored ^vbd+++xvbnx+=ignored
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
most ^ql+emph+++=most
likely ^jj++++=likely
get ^vb++++=get
the ^ati++++=the
hint ^nn++++=hint.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+tht0++=see
him ^pp3o+pp3+++=him
reach ^vb++++=reach
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
take ^vb++++=take
out ^rp+pl+++=out
a ^at++++=a
small ^jj+atrb+++=small
chain ^nn++++=chain,
, ^zz++++=EXTRAWORD
welded ^j+++xvbn+=welded
to ^in++++=to
a ^at++++=a
sinker ^nn++++=sinker
and ^cc++++=and
two ^cd++++=two
slugs ^nns++++=slugs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
raise ^vb++++=raise
it ^pp3+it+++=it
over ^in++++=over
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Patti,"
patti ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cooed ^vbd+++xvbnx+=cooed.
. ^zz++++=EXTRAWORD
" ^zz++++="What!"
what ^wdt+who+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hold
hold ^nn++++=EXTRAWORD
it ^pp3+it+++=it
right ^jj++++=right
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
figure ^nn++++=figure
emerged ^vbd+++xvbn+=emerged
from ^in++++=from
the ^ati++++=the
shadows ^nps++++=shadows,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
a ^at++++=a
gun ^nn++++=gun
at ^rb++++=at
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Up
up ^in+cmpx+++=EXTRAWORD
against ^in"++++=against
the ^ati++++=the
car ^nn++++=car
and ^cc++++=and
spread ^nn+++xvbn+=spread
the ^ati++++=the
feet ^nns++++=feet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
Peyton ^np+++??+=Peyton
showed ^vbd+vprv+tht0+xvbn+=showed
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
credentials ^nns+nom+++=credentials,
, ^zz++++=EXTRAWORD
read ^j+++xvbn+=read
the ^ati++++=the
suspect ^nn++++=suspect
his ^pp$+pp3+++=his
rights ^nns++++=rights,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
patted ^vbd+++xvbn+=patted
him ^pp3o+pp3+++=him
down ^rp++++=down.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
switchblade ^nn+++??+=switchblade
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
on ^in++++=on
which ^whp+rel+pied++=which
flecks ^nns++++=flecks
of ^in++++=of
blood ^nn++++=blood
were ^vbd+bed+aux++=were
later ^rbr+tm+splt++=later
discovered ^vpsv++agls+xvbnx+=discovered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
envelope ^nn++++=envelope
addressed ^vbd+++xvbn+=addressed
to ^in++++=to
Lieutenant ^npt+nom+++=Lieutenant
Peyton ^np+++??+=Peyton.
. ^zz++++=EXTRAWORD
( ^zz++++=(It
it ^pp3+it+++=EXTRAWORD
contained ^vbd+++xvbn+=contained
a ^at++++=a
hand ^nn++++=hand-printed
- ^zz++++=EXTRAWORD
printed ^jj+atrb++xvbn+=EXTRAWORD
note ^nn++++=note:
: ^zz++++=EXTRAWORD
" ^zz++++="Gil
gil ^nn+++??+=EXTRAWORD
Bukowski ^np++++=Bukowski's
's ^vbz+bez+aux++0=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
his ^pp$+pp3+++=his
wife ^nn++++=wife
to ^to++++=to
come ^vbi++++=come
home ^nr++++=home.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+aux++=have
a ^at++++=a
long ^rb++++=long
wait ^vb++++=wait.
. ^zz++++=EXTRAWORD
Mephistopheles. ^np+++??+=Mephistopheles.")
" ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
this ^dt+dem+++=this
guy ^np++++=guy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Patti ^np+++??+=Patti.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
do ^vb+do+vrb++=do
we ^pp1a+pp1+++=we.
. ^zz++++=EXTRAWORD
George ^np++++=George
Welch ^np++++=Welch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
decided ^vbd+vprv++xvbnx+=decided,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jimmy ^np++++=Jimmy
at ^rb++++=at
his ^pp$+pp3+++=his
next ^ap++++=next
session ^nn++++=session
with ^in++++=with
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Larsen ^np++++=Larsen,
, ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^vbd+hvd+aux++=EXTRAWORD
gotten ^vprf+++xvbnx+=gotten
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could
with ^in++++=with
Welch ^np++++=Welch's
's ^$++++=EXTRAWORD
yearbook ^nn+++??+=yearbook;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
really ^rb+emph+splt++=really
killing ^nvbg+++xvbg+=killing
them ^pp3o+pp3+++=them
' ^zz++++='cause
cause ^nn++++=EXTRAWORD
they ^pp3a+pp3+++=they
rejected ^vbd+++xvbnx+=rejected
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
like ^in++++=like
you ^pp2+pp2+++=you
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
just ^rb+emph+++=just
shadow ^nn++++=shadow
him ^pp3o+pp3+++=him
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
his ^pp$+pp3+++=his
next ^ap++++=next
move ^vb++++=move."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Dad
dad ^npt++++=EXTRAWORD
must ^md+nec+++=must've
've ^vb+hv+aux++0=EXTRAWORD
asked ^vprf+++xvbnx+=asked
seven ^cd++++=seven
years ^nns++++=years
ago ^rb++++=ago
about ^in++++=about
guys ^nns++++=guys
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
having ^vbg+hvg++xvbg+=having
trouble ^nn++++=trouble
with ^in+strn+++=with."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pretty
pretty ^rb++++=EXTRAWORD
girls ^nns++++=girls
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
comment ^nn+nom+++=comment
on ^in++++=on
every ^at++++=every
guy ^np++++=guy
who ^whp+rel+subj++=who
gets ^vbz++++=gets
too ^rb++++=too
persistent ^jj++++=persistent;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
just ^rb+emph+++=just
too ^rb++++=too
many ^ap++++=many
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
doubt ^nn++++=doubt
Welch ^np++++=Welch's
's ^$++++=EXTRAWORD
victims ^nns++++=victims
realized ^vbd+vprv++xvbn+=realized
how ^wrb+who+whcl++=how
sick ^jj++++=sick
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Larsen ^np++++=Larsen's
's ^$++++=EXTRAWORD
face ^vb++++=face
soured ^vbd+++xvbn+=soured.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
diddly ^jj++++=diddly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
made ^vbd+++xvbn+=made
some ^dti++++=some
good ^jj+atrb+++=good
guesses ^nns+nom++??+=guesses.
. ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
he ^pp3a+pp3+++=he
lied ^vbd+++xvbnx+=lied
about ^in++++=about
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
at ^rb++++=at
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
the ^ati++++=the
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
hear ^vb+vprv+tht0++=hear
you ^pp2+pp2+++=you
cops ^nns++++=cops
have ^vb+hv+vrb++=have
a ^at++++=a
way ^nn++++=way
of ^in++++=of
considering ^xvbg+++xvbg+=considering
suspicious ^jj++++=suspicious.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
supposed ^vb++pmd"+xvbnx+=supposed
to ^to+vcmp+pmd++=to
believe ^vb+vprv+tht0++=believe
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
dressed ^vpsv++agls+xvbnx+=dressed
the ^ati++++=the
way ^nn++++=way
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
expected ^vbd+vprv++xvbnx+=expected
the ^ati++++=the
kind ^rb++++=kind
of ^rb"++++=of
guy ^np++++=guy
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
Welch ^np++++=Welch
was ^vbd+bedz+aux++=was?
? ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
answer ^vb++++=answer
your ^pp$+pp2+++=your
father ^nn++++=father's
's ^$++++=EXTRAWORD
question ^nn+nom+++=question--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
would ^md+prd+++=would
Lucy ^vb++++=Lucy
Welch ^np++++=Welch
let ^vbd+++xvbn+=let
Mephistopheles ^np+++??+=Mephistopheles
walk ^nn++++=walk
right ^jj++++=right
up ^in+cmpx+++=up
to ^in"++++=to
her ^pp$+pp3+++=her
in ^in++++=in
her ^pp$+pp3+++=her
own ^ap++++=own
bedroom? ^nn+++??+=bedroom?--if
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
until ^cs+sub+++=until
recently ^rb+tm+++=recently
it ^pp3+it+++0=it'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
his ^pp$+pp3+++=his
bedroom ^nn++++=bedroom
too ^rb++++=too.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
closest ^jjt++++=closest
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
to ^in++++=to
a ^at++++=a
brilliant ^jj+atrb+++=brilliant
deduction ^nn+nom+++=deduction
like ^in++++=like
William ^np++++=William
Powell ^np++++=Powell
and ^cc++++=and
Warner ^np++++=Warner
Oland ^np+++??+=Oland
and ^cc++++=and
Basil ^np++++=Basil
Rathbone ^np+++??+=Rathbone
in ^in++++=in
all ^abn++++=all
those ^dt+dem+++=those
old ^jj+atrb+++=old
movies ^nns++++=movies
was ^vbd+bedz+vrb++=was:
: ^zz++++=EXTRAWORD
seven ^cd++++=seven
years ^nns++++=years
ago ^rb++++=ago
in ^in++++=in
June ^nr++++=June,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Mephistopheles ^np+++??+=Mephistopheles
murders ^nns+nom+++=murders
mysteriously ^rb++++=mysteriously
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
month ^nn++++=month
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
Welch ^np++++=Welch
turns ^vbz++++=turns
up ^rb+phrv+++=up
at ^in++++=at
a ^at++++=a
Fourth ^od++++=Fourth
of ^in++++=of
July ^nr++++=July
party ^nn++++=party,
, ^zz++++=EXTRAWORD
engaged ^xvbn+++xvbn+=engaged
to ^in++++=to
Lucy ^np++++=Lucy.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
no ^at++++=no
sooner ^rbr++++=sooner
does ^vbz+doz+vrb++=does
Lucy ^np++++=Lucy
dump ^nn++++=dump
Welch ^np++++=Welch
than ^in++++=than
Mephistopheles ^np+++??+=Mephistopheles
comes ^vbz++++=comes
out ^rb+phrv+++=out
of ^in+ppvb+++=of
retirement ^nn+nom+++=retirement
and ^cc++++=and
makes ^vbz++++=makes
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
next ^ap++++=next
victim ^nn++++=victim.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
hang ^vb++++=hang
anybody ^pn++++=anybody
on ^in++++=on
that ^dt+pdem+++=that;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
bear ^vb+vprv+++=bear
checking ^vbg+++xvbg+=checking
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
that ^cs+sub+++=that
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
answered ^vprf+++xvbnx+=answered
your ^pp$+pp2+++=your
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Okay."
okay ^rb+dspt+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
were ^vbd+bed+vrb++=were
you ^pp2+pp2+++=you
so ^ql++++=so
hung ^vbd+++xvbn+=hung
up ^rp++++=up
on ^in++++=on
this ^dt+dem+++=this
guy ^np++++=guy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
formulate ^nn+nom+++=formulate
an ^at++++=an
answer ^nn++++=answer
when ^wrb+who+++=when
the ^ati++++=the
doctor ^nn++++=doctor
added ^vbd+vpub++xvbn+=added,
, ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
other ^ap++++=other
words ^nns++++=words,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
much ^rb++++=much
of ^in++++=of
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
in ^in++++=in
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
way ^nn++++=way
of ^in++++=of
returning ^jj++++=returning
abruptly ^rb++++=abruptly
to ^to++++=to
the ^ati++++=the
point ^nn++++=point.
. ^zz++++=EXTRAWORD
