Such ^abl++++=SUCH
spinning ^vbg+++xvbg+=spinning
a ^at++++=a
web ^nn++++=web
through ^in++++=through
which ^whp+rel+pied++=which
God ^np++++=God
himselfhush ^nn+++??+=himselfhush,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
God ^np++++=God!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
firm ^nn++++=firm
the ^ati++++=the
stitches ^nns++++=stitches
are ^vb+ber+vrb++=are!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
be ^vb+be+vrb++=be
proud ^jj+pred+++=proud
of ^in++++=of
your ^pp$+pp2+++=your
darning ^nvbg+++xvbg+=darning.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
nothing ^pn++++=nothing
disturb ^vb++++=disturb
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
the ^ati++++=the
light ^jj+atrb+++=light
fall ^nn++++=fall
gently ^rb+cnj+++=gently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clouds ^nns++++=clouds
show ^vb+vprv+++=show
an ^at++++=an
inner ^jjb+atrb+++=inner
vest ^nn++++=vest
of ^in++++=of
the ^ati++++=the
first ^od++++=first
green ^npl++++=green
leaf ^nn++++=leaf.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
the ^ati++++=the
sparrow ^nn+++??+=sparrow
perch ^nn++++=perch
on ^in++++=on
the ^ati++++=the
twig ^nn++++=twig
and ^cc++++=and
shake ^vb++++=shake
the ^ati++++=the
raindrop ^nn+++??+=raindrop
hanging ^vwbg+++xvbg+=hanging
to ^in++++=to
the ^ati++++=the
twig ^nn++++=twig's
's ^$++++=EXTRAWORD
elbow.. ^nn+++??+=elbow....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
look ^nn++++=look
up ^rp++++=up?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
a ^at++++=a
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
a ^at++++=a
thought ^nn+++xvbn+=thought?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
heavens ^nns++++=heavens!
! ^zz++++=EXTRAWORD
Back ^jjb++++=Back
again ^rb+tm+++=again
to ^in++++=to
the ^ati++++=the
thing ^nn++++=thing
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
the ^ati++++=the
plate ^nn++++=plate
glass ^nn++++=glass
with ^in++++=with
the ^ati++++=the
violet ^jj+atrb+++=violet
loops ^nns++++=loops?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Hilda ^np+++??+=Hilda
will ^md+prd+++=will
come ^vb++++=come.
. ^zz++++=EXTRAWORD
Ignominies ^np+++??+=Ignominies,
, ^zz++++=EXTRAWORD
humiliations ^nns+nom+++=humiliations,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh!
! ^zz++++=EXTRAWORD
Close ^jj++++=Close
the ^ati++++=the
breach ^nn++++=breach.
. ^zz++++=EXTRAWORD
Having ^vbg+++xvbg+=Having
mended ^jj+++xvbn+=mended
her ^pp3o+pp3+++=her
glove ^nn++++=glove,
, ^zz++++=EXTRAWORD
Minnie ^np+++??+=Minnie
Marsh ^nn++++=Marsh
lays ^vbz++++=lays
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
shuts ^nns+++??+=shuts
the ^ati++++=the
drawer ^nn++++=drawer
with ^in++++=with
decision ^nn++++=decision.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
catch ^vb++++=catch
sight ^nn++++=sight
of ^in++++=of
her ^pp$+pp3+++=her
face ^nn++++=face
in ^in++++=in
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
Lips ^nns++++=Lips
are ^vb+ber+aux++=are
pursed ^vpsv++agls+xvbnx+=pursed.
. ^zz++++=EXTRAWORD
Chin ^nn++++=Chin
held ^vbd+vprv++xvbn+=held
high ^np++++=high.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
she ^pp3a+pp3+++=she
laces ^nns++++=laces
her ^pp$+pp3+++=her
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
touches ^nns++++=touches
her ^pp3o+pp3+++=her
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
brooch ^nn++++=brooch?
? ^zz++++=EXTRAWORD
Mistletoe ^nn++++=Mistletoe
or ^cc++++=or
merry ^jj++++=merry-thought?
- ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=EXTRAWORD
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
happening ^vbg+++xvbgx+=happening?
? ^zz++++=EXTRAWORD
Unless ^cs+cnd+++=Unless
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
much ^ap++++=much
mistaken ^jj+++xvbn+=mistaken,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pulse ^nn++++=pulse's
's ^$++++=EXTRAWORD
quickened ^vbd+++xvbn+=quickened,
, ^zz++++=EXTRAWORD
the ^ati++++=the
moment ^nn++++=moment's
's ^vbz+bez+aux++0=EXTRAWORD
coming ^vbg+++xvbgx+=coming,
, ^zz++++=EXTRAWORD
the ^ati++++=the
threads ^nns++++=threads
are ^vb+ber+aux++=are
racing ^vbg+++xvbgx+=racing,
, ^zz++++=EXTRAWORD
Niagara ^np++++=Niagara's
's ^$++++=EXTRAWORD
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
crisis ^nn++++=crisis!
! ^zz++++=EXTRAWORD
Heaven ^nn++++=Heaven
be ^vb+be+vrb++=be
with ^in++++=with
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
Down ^rp++++=Down
she ^pp3a+pp3+++=she
goes ^vbz++++=goes.
. ^zz++++=EXTRAWORD
Courage ^nn+nom+++=Courage,
, ^zz++++=EXTRAWORD
courage ^nn+nom+++=courage!
! ^zz++++=EXTRAWORD
Face ^nn++++=Face
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
For ^in++++=For
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
wait ^vb++++=wait
on ^in+ppvb+++=on
the ^ati++++=the
mat ^nn++++=mat
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
door ^nn++++=door!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
on ^in++++=on
your ^pp$+pp2+++=your
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Speak ^vb++++=Speak!
! ^zz++++=EXTRAWORD
Confront ^vb++++=Confront
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
confound ^vb++++=confound
her ^pp$+pp3+++=her
soul ^nn++++=soul!
! ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon!
! ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
Eastbourne ^np++++=Eastbourne.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
reach ^vb++++=reach
it ^pp3+it+++=it
down ^rp++++=down
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
try ^vb++++=try
the ^ati++++=the
handle ^nn++++=handle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
[ ^zz++++=[But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Minnie ^np+++??+=Minnie,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
we ^pp1a+pp1+++=we
keep ^vb++++=keep
up ^rb+phrv+++=up
pretences ^nns+nom+++=pretences,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
read ^vprf+++xvbnx+=read
you ^pp2+pp2+++=you
righti ^nn+++??+=rightI'm
'm ^vb+bem+vrb++0=EXTRAWORD
with ^in++++=with
you ^pp2+pp2+++=you
now ^rn+tm+++=now].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
your ^pp$+pp2+++=your
luggage ^nn+nom+++=luggage?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Much
much ^ap++++=EXTRAWORD
obliged ^jj+++xvbn+=obliged,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(But
but ^cc+cls+++=EXTRAWORD
why ^wrb+who+++=why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
look ^vb++++=look
about ^in++++=about
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Hilda ^np+++??+=Hilda
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
John ^np++++=John;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Moggridge ^np+++??+=Moggridge
is ^vbz+bez+aux++=is
driving ^vbg+++xvbgx+=driving
at ^rb++++=at
the ^ati++++=the
far ^rb+pl+++=far
side ^nn++++=side
of ^in++++=of
Eastbourne ^np++++=Eastbourne).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
wait ^vb++++=wait
by ^in++++=by
my ^pp$+pp1+++=my
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
that ^tht+rel+subj++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
safest ^jjt++++=safest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
meet ^vb++++=meet
me....oh ^nn+++??+=me....Oh,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
son ^nn++++=son."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked
off ^in+pl+++=off
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
confounded....surely ^jj+pred+++=confounded....Surely,
, ^zz++++=EXTRAWORD
Minnie ^np+++??+=Minnie,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
better ^jjr++++=better!
! ^zz++++=EXTRAWORD
A ^at++++=A
strange ^jj+atrb+++=strange
young ^jj+atrb+++=young
man....stop ^nn+++??+=man....Stop!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
himminnie ^nn+++??+=himMinnie!
! ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Marsh!i ^np++++=Marsh!I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
though ^rb+cnj+++=though.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
something ^pn++++=something
queer ^jj++++=queer
in ^in++++=in
her ^pp$+pp3+++=her
cloak ^nn++++=cloak
as ^ql++++=as
it ^pp3+it+++=it
blows ^vbz++++=blows.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
untrue ^jj++++=untrue;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
indecent....look ^nn+++??+=indecent....Look
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
bends ^nns++++=bends
as ^ql++++=as
they ^pp3a+pp3+++=they
reach ^vb++++=reach
the ^ati++++=the
gateway ^nn++++=gateway.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
finds ^vbz+vprv+tht0++=finds
her ^pp$+pp3+++=her
ticket ^nn++++=ticket.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
joke ^nn++++=joke?
? ^zz++++=EXTRAWORD
Off ^in+pl+++=Off
they ^pp3a+pp3+++=they
go ^vb++++=go,
, ^zz++++=EXTRAWORD
down ^rp++++=down
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
side ^nn++++=side
by ^in++++=by
side....well ^nn+++??+=side....Well,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
world ^nn++++=world's
's ^$++++=EXTRAWORD
done ^vwbn+++xvbn+=done
for ^in+strn+++=for!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
stand ^vb++++=stand
on ^in+strn+++=on?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know?
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
Minnie ^np+++??+=Minnie.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
never ^rb++++=never
was ^vbd+bedz+vrb++=was
Moggridge ^np+++??+=Moggridge.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
am ^vb+bem+aux++=am
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
Life ^np++++=Life's
's ^$++++=EXTRAWORD
bare ^jj++++=bare
as ^in++++=as
bone ^nn++++=bone.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb++++=yet
the ^ati++++=the
last ^rb++++=last
look ^vb++++=look
of ^in++++=of
themhe ^nn+++??+=themhe
stepping ^vwbg+++xvbg+=stepping
from ^in++++=from
the ^ati++++=the
kerb ^nn++++=kerb
and ^cc++++=and
she ^pp3a+pp3+++=she
following ^jj+++xvbg+=following
him ^pp3o+pp3+++=him
round ^in++++=round
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
big ^jj+atrb+++=big
building ^jj+atrb++xvbg+=building
brims ^nns+++??+=brims
me ^pp1o+pp1+++=me
with ^in++++=with
wonderfloods ^nns+++??+=wonderfloods
me ^pp1o+pp1+++=me
anew ^nn+++??+=anew.
. ^zz++++=EXTRAWORD
Mysterious ^jj+atrb+++=Mysterious
figures ^nns++++=figures!
! ^zz++++=EXTRAWORD
Mother ^nn++++=Mother
and ^cc++++=and
son ^nn++++=son.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
walk ^nn++++=walk
down ^rp++++=down
the ^ati++++=the
street ^nn++++=street?
? ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
sleep ^vb++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
to ^to++++=to-morrow?
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
it ^pp3+it+++=it
whirls ^vbz+++??+=whirls
and ^cc++++=and
surgesfloats ^nns+++??+=surgesfloats
me ^pp1o+pp1+++=me
afresh ^rb++++=afresh!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
start ^vb++++=start
after ^in++++=after
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
People ^nns++++=People
drive ^nn++++=drive
this ^dt+dem+++=this
way ^nn++++=way
and ^cc++++=and
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
The ^ati++++=The
white ^jj+atrb+++=white
light ^jj+atrb+++=light
splutters ^nns+nom+++=splutters
and ^cc++++=and
pours ^vbz++++=pours.
. ^zz++++=EXTRAWORD
Plate ^nn++++=Plate-glass
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
Carnations ^nns+nom++??+=Carnations;
; ^zz++++=EXTRAWORD
chrysanthemums ^nns++++=chrysanthemums.
. ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
in ^in++++=in
dark ^jj+atrb+++=dark
gardens ^nns++++=gardens.
. ^zz++++=EXTRAWORD
Milk ^nn++++=Milk
carts ^nns+++??+=carts
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Wherever ^nn+nom+++=Wherever
I ^pp1a+pp1+++=I
go ^vb++++=go,
, ^zz++++=EXTRAWORD
mysterious ^jj+atrb+++=mysterious
figures ^nns++++=figures,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
the ^ati++++=the
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
mothers ^nns+nom+++=mothers
and ^cc++++=and
sons ^nns++++=sons;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hasten ^vb++++=hasten,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
follow ^vb+vprv+++=follow.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fancy ^jj++++=fancy,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Grey ^np++++=Grey
is ^vbz+bez+vrb++=is
the ^ati++++=the
landscape ^nn++++=landscape;
; ^zz++++=EXTRAWORD
dim ^jj++++=dim
as ^ql++++=as
ashes ^nns++++=ashes;
; ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
murmurs ^nns++++=murmurs
and ^cc++++=and
moves ^nns++++=moves.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
fall ^nn++++=fall
on ^in++++=on
my ^pp$+pp1+++=my
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
go ^vb++++=go
through ^in++++=through
the ^ati++++=the
ritual ^jjb++++=ritual,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ancient ^jj+atrb+++=ancient
antics ^nns++++=antics,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
unknown ^jj+atrb+++=unknown
figures ^nns++++=figures,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
adore ^vb++++=adore;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
open ^vb++++=open
my ^pp$+pp1+++=my
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
embrace ^vb++++=embrace,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
i ^pp1a+pp1+++=I
draw ^vb++++=draw
to ^to++++=to
me ^pp1o+pp1+++=me
adorable ^jj+atrb+++=adorable
world ^nn++++=world!
! ^zz++++=EXTRAWORD
