Henry ^np++++=Henry
eyes ^nns++++=eyes
wide ^jj+atrb+++=wide
open ^nn++++=open
with ^in++++=with
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
a ^at++++=a
man ^nn++++=man
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
upstairs ^jjb++++=upstairs?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua+tht0+xvbnx+=asked
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
engaged ^vpsv++agls+xvbnx+=engaged
to ^in++++=to
someone ^pn++++=someone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What!
what ^wdt+who+++=EXTRAWORD
! ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
engaged ^vpsv++agls+xvbnx+=engaged!
! ^zz++++=EXTRAWORD
To ^to++++=To
whom ^whp+wpor+++=whom,
, ^zz++++=EXTRAWORD
pray ^vb+vsua+++=pray?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
incredulous ^jj++++=incredulous.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
a ^at++++=a
fellow ^jjb++++=fellow
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
up ^rp++++=up
there ^rn+pl+++=there
- ^zz++++=-Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
` ^zz++++=`Router',
router ^jjr+atrb+++=EXTRAWORD
', ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
idea ^nn++++=idea!
! ^zz++++=EXTRAWORD
Engaged ^xvbn+++xvbn+=Engaged
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Router ^np++++=Router!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trust ^vb+vprv+tht0++=trust
you ^pp2+pp2+++=you
entirely ^rb+amp+++=entirely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
buried ^vbd+++xvbnx+=buried
her ^pp3o+pp3+++=her
face ^nn++++=face
in ^in++++=in
the ^ati++++=the
roses ^nns++++=roses
she ^pp3a+pp3+++=she
held ^vbd+vprv++xvbnx+=held
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
other ^ap++++=other
hand ^nn++++=hand
rested ^vbd+++xvbn+=rested
on ^in++++=on
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
her ^pp$+pp3+++=her
chair ^nn++++=chair
next ^ap++++=next
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
fine ^jj+pred+++=fine
and ^cc+phrs+++=and
white ^jj++++=white.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laid ^vbd+++xvbnx+=laid
his ^pp$+pp3+++=his
on ^in++++=on
it ^pp3+it+++=it
firmly ^rb+cnj+++=firmly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaning ^jj+++xvbg+=leaning
towards ^in++++=towards
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon
for ^in++++=for
mentioning ^xvbg+vpub+tht0+xvbg+=mentioning
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
not ^xnot++not++=not
surprised ^jj+++xvbn+=surprised
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
hurt ^vpsv++agls+xvbnx+=hurt.
. ^zz++++=EXTRAWORD
Forgive ^vb++++=Forgive
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
care ^nn++++=care
for ^in++++=for
you ^pp2+pp2+++=you
so ^ql++++=so
much ^ap++++=much
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
in ^in++++=in
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
so ^cs+sub+++=so
kind ^nn++++=kind
in ^in++++=in
you ^pp2+pp2+++=you
to ^to++++=to
send ^vbi++++=send
me ^pp1o+pp1+++=me
these ^dt+dem+++=these
roses ^nns++++=roses,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Aren't
are ^vb+ber+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
they ^pp3a+pp3+++=they
beautiful ^jj++++=beautiful?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
them ^pp3o+pp3+++=them
round ^in++++=round
and ^cc++++=and
gazed ^vbd+++xvbn+=gazed
at ^rb++++=at
them ^pp3o+pp3+++=them
with ^in++++=with
her ^pp$+pp3+++=her
face ^nn++++=face
slightly ^rb+down+++=slightly
averted ^jj+++xvbn+=averted.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
I ^pp1a+pp1+++=I
hate ^vb++++=hate
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
them ^pp3o+pp3+++=them
tied ^vbd+++xvbn+=tied
that ^dt+dem+++=that
way ^nn++++=way;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ordered ^vbd+++xvbnx+=ordered
them ^pp3o+pp3+++=them
sent ^vbd+++xvbn+=sent
to ^in++++=to
you ^pp2+pp2+++=you
loose ^jj++++=loose.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
like ^vb++++=like
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
of ^in++++=of
you ^pp2+pp2+++=you
as ^ql++++=as
arranging ^jj+atrb++xvbg+=arranging
roses ^nns++++=roses."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^vb++++=love
to ^to+vcmp+++=to
arrange ^vbi++++=arrange
them ^pp3o+pp3+++=them
myself ^ppl+pp1+++=myself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
fact ^nn++++=fact
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
as ^ql++++=as
beautiful ^jj++++=beautiful
as ^ql++++=as
those ^dt+pdem+++=those
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
I ^pp1a+pp1+++=I
like ^in++++=like
better ^jjr++++=better
the ^ati++++=the
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
roses ^nns++++=roses
right ^jj++++=right
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
dew ^nn++++=dew.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
old ^jj+atrb+++=old
association ^nn+nom+++=association.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
an ^at++++=an
old ^jj+atrb+++=old
garden ^nn++++=garden
up ^rp++++=up
at ^in++++=at
an ^at++++=an
old ^jj+atrb+++=old
country ^nn++++=country-place,
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
my ^pp$+pp1+++=my
mother ^npt++++=mother
used ^md"++pmd"++=used
to ^to++++=to
live ^vb++++=live
as ^in++++=as
a ^at++++=a
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi+vbi+aux++=be
filled ^vbd+++xvbn+=filled
up ^rb+phrv+++=up
with ^in+ppvb+++=with
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
always ^rb++++=always
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
roses ^nns++++=roses
there ^rn+pl+++=there
as ^in++++=as
sweeter ^nn++++=sweeter
than ^in++++=than
any ^dti++++=any
others ^aps++++=others
in ^in++++=in
the ^ati++++=the
world ^nn++++=world."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
like ^vb++++=like
the ^ati++++=the
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
roses ^nns++++=roses
best ^jjt++++=best
too ^rb+cnj+++=too,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
that ^dt+dem+++=that
similarity ^nn+nom+++=similarity
of ^in++++=of
taste ^nn++++=taste
which ^whp+rel+obj++=which
always ^rb++++=always
pleased ^jj+++xvbn+=pleased
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
next ^ap++++=next
time ^nn++++=time
I ^pp1a+pp1+++=I
come ^vb++++=come
to ^to++++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
bring ^vb++++=bring
you ^pp2+pp2+++=you
some ^dti++++=some
of ^in++++=of
those ^dt+dem+++=those
roses ^nns++++=roses,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
mother ^npt++++=mother
used ^md"++pmd"++=used
to ^to++++=to
tell ^vb++++=tell
me ^pp1o+pp1+++=me
of ^in++++=of
my ^pp$+pp1+++=my
father ^nn++++=father
going ^vwbg+++xvbg+=going
out ^rp+pl+++=out
and ^cc++++=and
getting ^vbg+++xvbg+=getting
them ^pp3o+pp3+++=them
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
would ^md+prd+++=would
like ^vb++++=like
you ^pp2+pp2+++=you
to ^to++++=to
have ^vbi++vrb++=have
some ^dti++++=some
of ^in++++=of
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
far ^rb+pl+++=far
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
from ^in++++=from
your ^pp$+pp2+++=your
home ^nr++++=home?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fifteen
fifteen ^cd++++=EXTRAWORD
or ^cc++++=or
twenty ^cd++++=twenty
miles ^nns++++=miles."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
get ^vb++++=get
them ^pp3o+pp3+++=them
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can;
; ^zz++++=EXTRAWORD
the ^ati++++=the
fact ^nn++++=fact
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
own ^ap++++=own
the ^ati++++=the
place ^nn++++=place."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
interested ^jj++++=interested.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
worth ^in++++=worth
anything ^pn++++=anything
as ^in++++=as
land ^nn++++=land,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
the ^ati++++=the
association ^nn+nom+++=association.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mother ^nn++++=mother
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
up ^rb+phrv+++=up
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
keep ^vb++++=keep
up ^rb+phrv+++=up
the ^ati++++=the
garden ^nn++++=garden
just ^rb+emph+++=just
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
shall ^md+prd+++=shall
have ^vb+hv+vrb++=have
the ^ati++++=the
roses ^nns++++=roses.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
day ^nn++++=day
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you
among ^in++++=among
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
then ^rn+tm+++=then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
step ^nn++++=step
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rose ^vbd+++xvbnx+=rose.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
ours ^pp$$++++=ours?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua+tht0+xvbnx+=asked
someone ^pn++++=someone
over ^rp++++=over
her ^pp3o+pp3+++=her
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
along ^in+strn+++=along."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Floyd ^np+++??+=Floyd
glanced ^vbd+++xvbn+=glanced
around ^in+strn+++=around.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
" ^zz++++="son
son ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
Router ^np+++??+=Router".
" ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
to ^in++++=to
Floyd ^np+++??+=Floyd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
an ^at++++=an
earnest ^jj+atrb+++=earnest
undertone ^np++++=undertone,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
very ^ql+amp+++=very
sorry ^uh++++=sorry;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
an ^at++++=an
engagement ^nn+nom+++=engagement.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-by."
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
held ^vbd+vprv++xvbnx+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Floyd ^np+++??+=Floyd
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
and ^cc++++=and
pressed ^vbd+++xvbn+=pressed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Good-by,"
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
tenderly ^rb++++=tenderly.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
all ^abn++++=all
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
the-son-of-the-great-router ^jjr+atrb+++=the-son-of-the-great-Router's
's ^vbz+bez+vrb++0=EXTRAWORD
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
One ^cd1++++=One
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
a ^at++++=a
month ^nn++++=month
after ^in++++=after
Miss ^npt++++=Miss
Dangerlie ^np++++=Dangerlie's
's ^$++++=EXTRAWORD
reception ^nn+nom+++=reception,
, ^zz++++=EXTRAWORD
Henry ^np++++=Henry
Floyd ^np+++??+=Floyd
was ^vbd+bedz+aux++=was
packing ^vbg+++xvbgx+=packing
his ^pp$+pp3+++=his
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
looked ^vprf+++xvbnx+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
watch ^nn++++=watch,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
ring ^nn++++=ring
at ^rb++++=at
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
postman ^nn++++=postman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
soft ^jj+atrb+++=soft
look ^nn++++=look
came ^vbd+++xvbn+=came
over ^in++++=over
his ^pp$+pp3+++=his
face ^nn++++=face
as ^ql++++=as
he ^pp3a+pp3+++=he
reflected ^vbd+vprv++xvbnx+=reflected
that ^tht+vcmp+++=that
even ^cs+sub+++=even
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
no ^at++++=no
letter ^nn++++=letter
he ^pp3a+pp3+++=he
would ^md+prd+++=would
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
within ^in++++=within
a ^ap++++=a
few ^ap"++++=few
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
A ^at++++=A
large ^jj+atrb+++=large
box ^nn++++=box
of ^in++++=of
glorious ^jj++++=glorious
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
roses ^nns++++=roses
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
near ^rb++++=near
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
roll ^nn++++=roll
of ^in++++=of
money ^nn++++=money
and ^cc++++=and
a ^at++++=a
time ^nn++++=time-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
lay ^vbd+++xvbn+=lay
beside ^in+pl+++=beside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
ridden ^vprf+++xvbnx+=ridden
thirty ^cd++++=thirty
miles ^nns++++=miles
that ^tht+rel+obj++=that
morning ^nn++++=morning
to ^to++++=to
get ^vbi++++=get
and ^cc+phrs+++=and
bring ^vb++++=bring
the ^ati++++=the
roses ^np++++=roses
himself ^ppl+pp3+++=himself
for ^in++++=for
one ^cd1++++=one
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
always ^rb++++=always
thought ^nn+++xvbn+=thought
of ^in++++=of
in ^in++++=in
connection ^nn+nom+++=connection
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
A ^at++++=A
letter ^nn++++=letter
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
pleased ^jj+atrb++xvbn+=pleased
smile ^nn++++=smile
lit ^vbd+++xvbn+=lit
up ^rp++++=up
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man's
's ^$++++=EXTRAWORD
face ^nn++++=face
as ^ql++++=as
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
handwriting ^nn++++=handwriting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laid ^vbd+++xvbnx+=laid
on ^rb+phrv+++=on
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
trunk ^nn++++=trunk
a ^at++++=a
coat ^nn++++=coat
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
a ^at++++=a
chair ^nn++++=chair
and ^cc++++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hand ^nn++++=hand
stroked ^vbd+++xvbn+=stroked
it ^pp3+it+++=it
softly ^rb++++=softly
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
of ^in++++=of
velvet ^nn++++=velvet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
a ^at++++=a
pleased ^jj+atrb++xvbn+=pleased
smile ^nn++++=smile
as ^ql++++=as
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
smile ^nn++++=smile
died ^vbd+++xvbn+=died
away ^rp+pl+++=away
and ^cc++++=and
a ^at++++=a
startled ^nn++++=startled
look ^vb++++=look
took ^vbd+++xvbn+=took
its ^pp$+it+++=its
place ^nn++++=place.
. ^zz++++=EXTRAWORD
The ^ati++++=The
color ^nn++++=color
faded ^vbd+++xvbn+=faded
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
closed ^vbd+++xvbn+=closed
firmly ^rb++++=firmly.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
through ^in++++=through
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
back ^rb+phrv+++=back
and ^cc++++=and
read ^vb+vprv++xvbn+=read
the ^ati++++=the
letter ^nn++++=letter
all ^abn++++=all
over ^in++++=over
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
hard ^jj++++=hard
to ^to+jcmp+++=to
understand ^vbi+vprv+++=understand;
; ^zz++++=EXTRAWORD
for ^in++++=for
after ^cs+sub+++=after
a ^at++++=a
pause ^nn++++=pause
he ^pp3a+pp3+++=he
read ^vbd+vprv+tht0+xvbnx+=read
it ^pp3+it+++=it
over ^in++++=over
a ^at++++=a
third ^nn++++=third
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
straight ^jj++++=straight
before ^in++++=before
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
slowly ^rb++++=slowly
