Hans ^np++++=Hans
shed ^vbi++++=shed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
no ^at++++=no
pain ^nn++++=pain;
; ^zz++++=EXTRAWORD
no ^at++++=no
thought ^nn++++=thought
of ^in++++=of
Molly ^np++++=Molly
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
world ^nn++++=world
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
nothing ^pn++++=nothing
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
lying ^vbg+++xvbgx+=lying
beyond ^in++++=beyond
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
one ^cd1++++=one
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
slight ^jj+atrb+++=slight
sensations ^nns+nom+++=sensations
of ^in++++=of
hunger ^nn++++=hunger
and ^cc++++=and
thirst ^nn++++=thirst;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
one ^cd1++++=one
came ^vbd+++xvbn+=came
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
tended ^vbd+++xvbn+=tended
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
all ^abn++++=all
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
suffered ^vprf+++xvbnx+=suffered
from ^in++++=from
starvation ^nn+nom+++=starvation,
, ^zz++++=EXTRAWORD
of ^in++++=of
Saint ^nn++++=Saint
Elizabeth ^np++++=Elizabeth,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
once ^rb+tm+++=once
wandered ^xvbn+++xvbn+=wandered
on ^in++++=on
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
saint ^nn++++=saint
of ^in++++=of
his ^pp$+pp3+++=his
home ^nr++++=home
and ^cc++++=and
his ^pp$+pp3+++=his
childhood ^nn+nom+++=childhood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
noble ^jj+atrb+++=noble
Duchess ^nns+nom+++=Duchess
of ^in++++=of
Thuringia ^np+++??+=Thuringia,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
highly ^rb+amp+++=highly
esteemed ^vbd+++xvbn+=esteemed
lady ^nn++++=lady
who ^whp+rel+subj++=who
visited ^vbd+++xvbn+=visited
the ^ati++++=the
poorest ^jjt+atrb+++=poorest
villages ^nns+nom+++=villages,
, ^zz++++=EXTRAWORD
bringing ^vbg+++xvbg+=bringing
hope ^nn++++=hope
and ^cc++++=and
relief ^nn++++=relief
to ^in++++=to
the ^ati++++=the
sick ^jj+atrb+++=sick
inmates ^nns+nom+++=inmates.
. ^zz++++=EXTRAWORD
The ^ati++++=The
recollection ^nn+nom+++=recollection
of ^in++++=of
her ^pp$+pp3+++=her
pious ^jj+atrb+++=pious
deeds ^nns++++=deeds
was ^vbd+bedz+vrb++=was
as ^ql++++=as
light ^jj++++=light
to ^in++++=to
the ^ati++++=the
soul ^nn++++=soul
of ^in++++=of
poor ^jj+atrb+++=poor
Anthony ^np++++=Anthony.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
her ^pp$+pp3+++=her
as ^ql++++=as
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
about ^in+ppvb+++=about
speaking ^xvbg+++xvbg+=speaking
words ^nns++++=words
of ^in++++=of
comfort ^nn++++=comfort,
, ^zz++++=EXTRAWORD
binding ^jj++++=binding
up ^rp++++=up
the ^ati++++=the
wounds ^nns++++=wounds
of ^in++++=of
the ^ati++++=the
afflicted ^jj+++xvbn+=afflicted
and ^cc+phrs+++=and
feeding ^jj+++xvbg+=feeding
the ^ati++++=the
hungry ^jj++++=hungry,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
often ^rb++++=often
blamed ^vbd+++xvbn+=blamed
for ^in++++=for
it ^pp3+it+++=it
by ^in++++=by
her ^pp$+pp3+++=her
stern ^jj+atrb+++=stern
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remembered ^vbd+vprv+tht0+xvbnx+=remembered
a ^at++++=a
story ^nn++++=story
told ^vbd+vpub++xvbn+=told
of ^in++++=of
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
on ^rp++++=on
one ^cd1++++=one
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
carrying ^vbg+++xvbgx+=carrying
a ^at++++=a
basket ^nn++++=basket
full ^jj++++=full
of ^in++++=of
wine ^nn++++=wine
and ^cc++++=and
provisions ^nns++++=provisions,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
her ^pp$+pp3+++=her
footsteps ^nns++++=footsteps,
, ^zz++++=EXTRAWORD
stepped ^j+++xvbn+=stepped
forward ^rb++++=forward
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
her ^pp$+pp3+++=her
angrily ^rb++++=angrily
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
carried ^vbd+++xvbnx+=carried
in ^in++++=in
her ^pp$+pp3+++=her
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
whereupon ^cs+sub+++=whereupon,
, ^zz++++=EXTRAWORD
with ^in++++=with
fear ^nn++++=fear
and ^cc++++=and
trembling ^nvbg+++xvbg+=trembling,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="Roses,
roses ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
plucked ^vprf+++xvbnx+=plucked
from ^in++++=from
the ^ati++++=the
garden ^nn++++=garden."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
tore ^vbd+++xvbnx+=tore
away ^rp+pl+++=away
the ^ati++++=the
cloth ^nn++++=cloth
which ^whp+rel+subj++=which
covered ^vbd+++xvbn+=covered
the ^ati++++=the
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
could ^md+pos+++=could
equal ^jj++++=equal
the ^ati++++=the
surprise ^nn++++=surprise
of ^in++++=of
the ^ati++++=the
pious ^jj+atrb+++=pious
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
to ^to++++=to
find ^vbi+vprv+++=find
that ^tht+vcmp+++=that
by ^in++++=by
a ^at++++=a
miracle ^nn++++=miracle,
, ^zz++++=EXTRAWORD
everything ^pn++++=everything
in ^in++++=in
her ^pp$+pp3+++=her
basket ^nn++++=basket
the ^ati++++=the
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bread ^nn++++=bread
had ^vb+hv+aux++=had
all ^abn++++=all
been ^jj+jj+aux+xvbn+=been
changed ^vpsv++agls+xvbnx+=changed
into ^in++++=into
roses ^nns++++=roses.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
way ^nn++++=way
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind
lady ^npt++++=lady
dwelt ^vbd+++xvbn+=dwelt
in ^in++++=in
the ^ati++++=the
calm ^nn++++=calm
mind ^nn++++=mind
of ^in++++=of
Anthony ^np++++=Anthony.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
as ^in++++=as
a ^at++++=a
living ^jj+atrb++xvbg+=living
reality ^nn+nom+++=reality
in ^in++++=in
his ^pp$+pp3+++=his
little ^ap++++=little
dwelling ^jj+++xvbg+=dwelling
in ^in++++=in
the ^ati++++=the
Danish ^jj+atrb+++=Danish
land ^nn++++=land.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
uncovered ^vbd+++xvbnx+=uncovered
his ^pp$+pp3+++=his
face ^nn++++=face
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
look ^vb++++=look
into ^in+ppvb+++=into
her ^pp$+pp3+++=her
gentle ^jj+atrb+++=gentle
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
everything ^pn++++=everything
around ^rp++++=around
him ^pp3o+pp3+++=him
changed ^vbd+++xvbn+=changed
from ^in++++=from
its ^pp$+it+++=its
look ^nn++++=look
of ^in++++=of
poverty ^nn++++=poverty
and ^cc++++=and
want ^nn++++=want,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
bright ^jj+atrb+++=bright
rose ^nn+++xvbn+=rose
tint ^nn++++=tint.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fragrance ^nn+nom+++=fragrance
of ^in++++=of
roses ^nns++++=roses
spread ^vbd+++xvbn+=spread
through ^in++++=through
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
mingled ^j+++xvbn+=mingled
with ^in++++=with
the ^ati++++=the
sweet ^jj+atrb+++=sweet
smell ^nn++++=smell
of ^in++++=of
apples ^nns++++=apples.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
branches ^nns++++=branches
of ^in++++=of
an ^at++++=an
apple ^nn++++=apple-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
spreading ^vwbg+++xvbg+=spreading
above ^rb++++=above
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
tree ^nn++++=tree
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
and ^cc++++=and
Molly ^np++++=Molly
had ^vbd+hvd+aux++=had
planted ^vprf+++xvbnx+=planted
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fragrant ^jj+atrb+++=fragrant
leaves ^nns++++=leaves
of ^in++++=of
the ^ati++++=the
tree ^nn++++=tree
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
him ^pp3o+pp3+++=him
and ^cc++++=and
cooled ^jj+++xvbn+=cooled
his ^pp$+pp3+++=his
burning ^jj+atrb++xvbg+=burning
brow ^nn++++=brow;
; ^zz++++=EXTRAWORD
upon ^in++++=upon
his ^pp$+pp3+++=his
parched ^jj+atrb+++=parched
lips ^nns++++=lips
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
like ^in++++=like
refreshing ^jj+atrb+++=refreshing
bread ^nn++++=bread
and ^cc++++=and
wine ^nn++++=wine;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
they ^pp3a+pp3+++=they
rested ^vbd+++xvbnx+=rested
on ^in++++=on
his ^pp$+pp3+++=his
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
a ^at++++=a
peaceful ^jj+atrb+++=peaceful
calm ^nn++++=calm
stole ^vbd+++xvbn+=stole
over ^rp++++=over
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
inclined ^jj+++xvbn+=inclined
to ^to+jcmp+++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
sleep ^vb++++=sleep
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered
to ^in++++=to
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="Sleep
sleep ^nn++++=EXTRAWORD
will ^md+prd+++=will
do ^vb+do+vrb++=do
me ^pp1o+pp1+++=me
good ^jj++++=good.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
morning ^nn++++=morning
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
upon ^in++++=upon
my ^pp$+pp1+++=my
feet ^nns++++=feet
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
strong ^jj++++=strong
and ^cc++++=and
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Glorious ^jj++++=Glorious!
! ^zz++++=EXTRAWORD
wonderful ^jj++++=wonderful!
! ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
apple ^nn++++=apple-tree,
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
planted ^xvbn+++xvbn+=planted
in ^in++++=in
love ^nn++++=love,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
appears ^vbz+seem+++=appears
before ^in++++=before
me ^pp1o+pp1+++=me
in ^in++++=in
heavenly ^jj+atrb+++=heavenly
beauty ^nn++++=beauty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
slept ^vbd+++xvbnx+=slept.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
day ^nn++++=day,
, ^zz++++=EXTRAWORD
the ^ati++++=the
third ^od++++=third
day ^nn++++=day
during ^in++++=during
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
house ^npl++++=house
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
snow ^np++++=snow-storm
- ^zz++++=EXTRAWORD
storm ^nn++++=EXTRAWORD
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
his ^pp$+pp3+++=his
opposite ^jj+atrb+++=opposite
neighbor ^nn++++=neighbor
stepped ^vbd+++xvbn+=stepped
over ^in++++=over
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
in ^in++++=in
which ^whp+rel+pied++=which
old ^jj+atrb+++=old
Anthony ^np++++=Anthony
lived ^vbd+++xvbn+=lived,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
showed ^vbd+vprv++xvbn+=showed
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
stretched ^vbd+++xvbn+=stretched
on ^in++++=on
his ^pp$+pp3+++=his
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
nightcap ^nn+++??+=nightcap
tightly ^rb++++=tightly
clasped ^vwbn+++xvbn+=clasped
in ^in++++=in
his ^pp$+pp3+++=his
two ^cd++++=two
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nightcap ^nn+++??+=nightcap,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
placed ^vbd+++xvbn+=placed
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head
in ^in++++=in
his ^pp$+pp3+++=his
coffin ^nn++++=coffin;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
clean ^jj+atrb+++=clean
white ^jj+atrb+++=white
one ^pn++++=one
on ^in++++=on
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
now ^rn+tm+++=now
were ^vbd+bed+vrb++=were
the ^ati++++=the
tears ^nns++++=tears
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
shed ^vprf+++xvbnx+=shed?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
of ^in++++=of
those ^dt+dem+++=those
wonderful ^jj+atrb+++=wonderful
pearls ^nns++++=pearls?
? ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
nightcap ^nn+++??+=nightcap
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
tears ^nns++++=tears
as ^ql++++=as
these ^dt+pdem+++=these
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
washed ^vpsv++agls+xvbnx+=washed
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
the ^ati++++=the
nightcap ^nn+++??+=nightcap
is ^vbz+bez+aux++=is
forgotten ^vpsv++agls+xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
thoughts ^nns++++=thoughts
and ^cc++++=and
dreams ^nps++++=dreams
of ^in++++=of
a ^at++++=a
bachelor ^nn++++=bachelor's
's ^$++++=EXTRAWORD
nightcap ^nn+++??+=nightcap
still ^rb++++=still
remain ^vb++++=remain.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
wish ^vb+vprv+++=wish
for ^in++++=for
such ^abl++++=such
a ^at++++=a
nightcap ^nn+++??+=nightcap.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
make ^vb++++=make
your ^pp$+pp2+++=your
forehead ^nn++++=forehead
hot ^jj++++=hot,
, ^zz++++=EXTRAWORD
cause ^nn++++=cause
your ^pp$+pp2+++=your
pulse ^nn++++=pulse
to ^to++++=to
beat ^vbi++++=beat
with ^in++++=with
agitation ^nn+nom+++=agitation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conjure ^nn+++??+=conjure
up ^rp++++=up
dreams ^nps++++=dreams
which ^whp+rel+subj++=which
would ^md+prd+++=would
appear ^vb+seem+++=appear
realities ^nns+nom+++=realities.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
who ^whp+who+++=who
wore ^vbd+++xvbn+=wore
old ^jj+atrb+++=old
Anthony ^np++++=Anthony's
's ^$++++=EXTRAWORD
cap ^nn++++=cap
felt ^vbd+vprv++xvbn+=felt
the ^ati++++=the
truth ^nn++++=truth
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
half ^abn++++=half
a ^at++++=a
century ^nn++++=century
afterwards ^rb+tm+++=afterwards.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
man ^nn++++=man
was ^vbd+bedz+vrb++=was
the ^ati++++=the
mayor ^nn++++=mayor
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
already ^rb++splt++=already
made ^vprf+++xvbnx+=made
a ^at++++=a
comfortable ^jj+atrb+++=comfortable
home ^nr++++=home
for ^in++++=for
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
eleven ^cd++++=eleven
children ^nns++++=children,
, ^zz++++=EXTRAWORD
by ^in++++=by
his ^pp$+pp3+++=his
industry ^nn++++=industry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moment ^nn++++=moment
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
the ^ati++++=the
cap ^nn++++=cap
on ^in++++=on
he ^pp3a+pp3+++=he
dreamed ^vbd+vprv++xvbnx+=dreamed
of ^in++++=of
unfortunate ^jj+atrb+++=unfortunate
love ^nn++++=love,
, ^zz++++=EXTRAWORD
of ^in++++=of
bankruptcy ^nn++++=bankruptcy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
dark ^jj+atrb+++=dark
days ^nns++++=days.
. ^zz++++=EXTRAWORD
" ^zz++++="Hallo!
hallo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
how ^wrb+who+++=how
the ^ati++++=the
nightcap ^nn+++??+=nightcap
burns ^np++++=burns!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
tore ^vbd+++xvbnx+=tore
it ^pp3+it+++=it
from ^in++++=from
his ^pp$+pp3+++=his
bead ^nn++++=bead.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
pearl ^nn++++=pearl
rolled ^vbd+++xvbn+=rolled
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
glittered ^vbd+++xvbnx+=glittered
and ^cc+phrs+++=and
sounded ^vbd+++xvbn+=sounded
as ^ql++++=as
they ^pp3a+pp3+++=they
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
can ^md+pos+++=can
this ^dt+pdem+++=this
be ^vb+be+aux++=be?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
paralysis ^nn++++=paralysis,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
something ^pn++++=something
dazzling ^jj+++xvbg+=dazzling
my ^pp$+pp1+++=my
eyes ^nns++++=eyes?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
the ^ati++++=the
tears ^nns++++=tears
which ^whp+rel+obj++=which
old ^jj+atrb+++=old
Anthony ^np++++=Anthony
had ^vbd+hvd+aux++=had
shed ^vprf+++xvbnx+=shed
half ^abn++++=half
a ^at++++=a
century ^nn++++=century
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
To ^in++++=To
every ^at++++=every
one ^cd1++++=one
who ^whp+rel+subj++=who
afterwards ^rb+tm+++=afterwards
put ^vb+++xvbn+=put
this ^dt+dem+++=this
cap ^nn++++=cap
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
came ^jj+atrb++xvbn+=came
visions ^nns++++=visions
and ^cc++++=and
dreams ^nps++++=dreams
which ^whp+rel+obj++=which
agitated ^jj+++xvbn+=agitated
him ^pp3o+pp3+++=him
not ^xnot++not++=not
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
own ^ap++++=own
history ^nn++++=history
was ^vbd+bedz+aux++=was
changed ^vpsv++agls+xvbnx+=changed
into ^in++++=into
that ^dt+dem+++=that
of ^in++++=of
Anthony ^np++++=Anthony
till ^in++++=till
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
quite ^rb++++=quite
a ^at++++=a
story ^nn++++=story,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
stories ^nns++++=stories
might ^md+pos+++=might
be ^vb+be+aux++=be
made ^vpsv++by+xvbnx+=made
by ^in++++=by
others ^aps++++=others,
, ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
will ^md+prd+++=will
leave ^vb++++=leave
them ^pp3o+pp3+++=them
to ^to++++=to
relate ^vbi++++=relate
their ^pp$+pp3+++=their
own ^ap++++=own.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
told ^vprf+++xvbnx+=told
the ^ati++++=the
first ^rb++++=first;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
last ^jj+atrb+++=last
word ^nn++++=word
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
wish ^vb+vprv+++=wish
for ^in++++=for
a ^at++++=a
" ^zz++++="bachelor's
bachelor ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
nightcap ^nn++++=nightcap."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
