[ ^zz++++=[The
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
on ^rp++++=on
the ^ati++++=the
bed ^nn++++=bed's
's ^$++++=EXTRAWORD
ledge ^nn++++=ledge
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read,
, ^zz++++=EXTRAWORD
in ^in++++=in
gilt ^jj+atrb+++=gilt
lettering ^nvbg+++xvbg+=lettering,
, ^zz++++=EXTRAWORD
some ^dti++++=some
words ^nns++++=words
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
forgotten ^vprf+++xvbnx+=forgotten,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
until ^cs+sub+++=until
years ^nns++++=years
after ^cs+sub+++=after
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
a ^at++++=a
priest ^nn++++=priest
to ^to++++=to
explain ^vbi+vpub+++=explain
them ^pp3o+pp3+++=them
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
" ^zz++++="C.
c ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
De ^&fw++++=DE.
. ^zz++++=EXTRAWORD
R ^zz++++=R.
. ^zz++++=EXTRAWORD
Comes ^vbz++++=COMES
Et ^&fw++++=ET
Ecsul ^np+++??+=ECSUL.
. ^zz++++=EXTRAWORD
Mdccxciii ^np+++??+=MDCCXCIII."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
While ^cs+sub+++=While
I ^pp1a+pp1+++=I
stared ^vbd+++xvbnx+=stared,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
set ^vbd+++xvbnx+=set
the ^ati++++=the
candle ^nn++++=candle
down ^in++++=down
again ^rb+tm+++=again
and ^cc+phrs+++=and
gently ^rb++++=gently
drew ^vbd+++xvbn+=drew
the ^ati++++=the
curtains ^nns++++=curtains
round ^in++++=round
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="Rise
rise ^vb++++=EXTRAWORD
now ^rn+tm+++=now
and ^cc++++=and
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
dear ^jj+atrb+++=dear
child ^nn++++=child,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
your ^pp$+pp2+++=your
supper ^nn++++=supper
will ^md+prd+++=will
be ^vb+be+vrb++=be
cold ^jj+pred+++=cold
and ^cc++++=and
the ^ati++++=the
farmer ^nn++++=farmer
impatient ^jj++++=impatient.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
me ^pp1o+pp1+++=me
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
written ^vprf+++xvbnx+=written
the ^ati++++=the
farmer ^nn++++=farmer's
's ^$++++=EXTRAWORD
letters ^nns+nom+++=letters
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
never ^rb++++=never
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
wrote ^vbd+vprv++xvbnx+=wrote
to ^to++++=to
living ^vbg+++xvbg+=living
people ^nns++++=people:
: ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
know ^vb+vprv+++=know
in ^in++++=in
Brittany ^np++++=Brittany,
, ^zz++++=EXTRAWORD
ten ^cd++++=ten
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
future ^jjb++++=future
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
write ^vb++++=write
to ^in++++=to
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door
as ^ql++++=as
she ^pp3a+pp3+++=she
said ^vbd+vpub+tht0+xvbnx+=said
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^rb++++=last
I ^pp1a+pp1+++=I
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
For ^in++++=For
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
and ^cc+phrs+++=and
ready ^jj++++=ready
for ^in++++=for
my ^pp$+pp1+++=my
journey ^nn++++=journey,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
dark ^jj+pred+++=dark
on ^in++++=on
the ^ati++++=the
landing ^nvbg+++xvbg+=landing,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
met ^vbd+++xvbnx+=met
and ^cc+phrs+++=and
kissed ^vbd+++xvbn+=kissed
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
slipped ^vbd+++xvbnx+=slipped
a ^rb++++=a
little ^rb"++++=little
packet ^nn++++=packet
into ^in++++=into
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
the ^ati++++=the
dolls ^nns++++=dolls,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
kitchen ^nn++++=kitchen
I ^pp1a+pp1+++=I
slipped ^vbd+++xvbnx+=slipped
it ^pp3+it+++=it
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
pocket ^nn++++=pocket
and ^cc++++=and
examined ^vbd+++xvbn+=examined
it ^pp3+it+++=it
under ^in++++=under
the ^ati++++=the
table ^nn++++=table's
's ^$++++=EXTRAWORD
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
silver ^nn++++=silver
crucifix ^nn+++??+=crucifix,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
i ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
kept ^vprf+++xvbn+=kept
it ^pp3+it+++=it
to ^in++++=to
this ^dt+dem+++=this
day ^nn++++=day.
. ^zz++++=EXTRAWORD
