Mr ^npt++++=Mr.
was ^vbd+bedz+vrb++=was
at ^rb++++=at
the ^ati++++=the
outset ^nn++++=outset
of ^in++++=of
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
double ^jj+atrb+++=double
chin ^nn++++=chin
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
scarcely ^rb+down+++=scarcely
so ^rb+emph+++=so
illusory ^jj++++=illusory
as ^ql++++=as
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
overcoat ^nn++++=overcoat
was ^vbd+bedz+vrb++=was
new ^jj+pred+++=new,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
velvet ^nn++++=velvet
lapel ^nn++++=lapel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
stylish ^jj+atrb+++=stylish
collar ^nn++++=collar
with ^in++++=with
turn ^nn++++=turn-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
corners ^nns+nom+++=corners,
, ^zz++++=EXTRAWORD
free ^jj++++=free
of ^in++++=of
any ^dti++++=any
coarse ^jj+atrb+++=coarse
starchiness ^nns+nom+++=starchiness,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
replaced ^vprf+++xvbnx+=replaced
the ^ati++++=the
original ^jj++++=original
all ^abn++++=all-round
- ^zz++++=EXTRAWORD
round ^in++++=EXTRAWORD
article ^nn++++=article.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hat ^nn++++=hat
was ^vbd+bedz+vrb++=was
glossy ^jj+pred+++=glossy,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
gloves ^nns++++=gloves
newish ^jj++++=newish--though
-- ^--+clp+++=EXTRAWORD
though ^cs+sub+++=EXTRAWORD
one ^cd1++++=one
finger ^nn++++=finger
had ^vbd+hvd+aux++=had
split ^vprf+++xvbnx+=split
and ^cc+phrs+++=and
been ^vprf+ben+vrb+xvbn+=been
carefully ^rb++++=carefully
mended ^jj+++xvbn+=mended.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
a ^at++++=a
casual ^jj+atrb+++=casual
observer ^nn+nom+++=observer
would ^md+prd+++=would
have ^vb+hv+aux++=have
noticed ^vprf+++xvbnx+=noticed
about ^rb++++=about
him ^pp3o+pp3+++=him
a ^at++++=a
certain ^jj+atrb+++=certain
rectitude ^nn+++??+=rectitude
of ^in++++=of
bearing ^xvbg+++xvbg+=bearing,
, ^zz++++=EXTRAWORD
a ^at++++=a
certain ^jj+atrb+++=certain
erectness ^nns+nom+++=erectness
of ^in++++=of
head ^jjb++++=head
that ^cs+sub+++=that
marks ^vbz++++=marks
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
thinks ^vbz+vprv+++=thinks
well ^jj+pred+++=well
of ^in++++=of
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
master ^nn++++=master
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
with ^in++++=with
three ^cd++++=three
assistants ^nns+nom+++=assistants.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
him ^pp3o+pp3+++=him
walked ^vbd+++xvbn+=walked
a ^at++++=a
larger ^jjr+atrb+++=larger
sunburnt ^jj+atrb++xvbn+=sunburnt
parody ^nn++++=parody
of ^in++++=of
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
brother ^nn++++=brother
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
back ^jjb++++=back
from ^in++++=from
Australia ^np++++=Australia.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
recapitulating ^vbg+++xvbgx+=recapitulating
their ^pp$+pp3+++=their
early ^jj+atrb+++=early
struggles ^nns++++=struggles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
been ^vprf+ben+aux+xvbnx+=been
making ^vbg+++xvbgx+=making
a ^at++++=a
financial ^jj+atrb+++=financial
statement ^nn+nom+++=statement.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
nice ^jj+atrb+++=nice
little ^jj+atrb+++=little
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
brother ^nn++++=brother
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
these ^dt+dem+++=these
days ^nns++++=days
of ^in++++=of
competition ^nn+nom+++=competition
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
jolly ^jj++++=jolly
lucky ^jj++++=lucky
to ^to+jcmp+++=to
have ^vbi+vbi+aux++=have
worked ^vprf+++xvbnx+=worked
it ^pp3+it+++=it
up ^rp++++=up
so ^rb++++=so.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
jolly ^jj++++=jolly
lucky ^jj++++=lucky,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi++vrb++=have
a ^at++++=a
wife ^nn++++=wife
who ^whp+rel+subj++=who's
's ^vbz+bez+vrb++0=EXTRAWORD
willing ^jj++++=willing
to ^to+jcmp+++=to
help ^vbi++++=help
like ^in++++=like
yours ^pp$$++++=yours
does ^vbz+doz+vrb++=does."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Between
between ^in++++=EXTRAWORD
ourselves ^ppls+pp1+++=ourselves,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
always ^rb++++=always
so ^rb++++=so.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
always ^rb++++=always
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
To ^to++++=To
begin ^vbi++++=begin
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
the ^ati++++=the
missus ^nn++++=missus
was ^vbd+bedz+vrb++=was
a ^at++++=a
bit ^nn++++=bit
giddy ^nn+++??+=giddy.
. ^zz++++=EXTRAWORD
Girls ^nns++++=Girls
are ^vb+ber+vrb++=are
funny ^jj+atrb+++=funny
creatures ^nns++++=creatures."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^jj++++=EXTRAWORD
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'd
'd ^md+prd+aux++0=EXTRAWORD
hardly ^rb+down+splt++=hardly
think ^vb+vprv+++=think
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
downright ^jjb++++=downright
extravagant ^jj++++=extravagant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
having ^vbg+hvg++xvbg+=having
slaps ^nns+++??+=slaps
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
bit ^nn++++=bit
too ^rb++++=too
easy ^jj++++=easy
and ^cc+phrs+++=and
loving ^jj+++xvbg+=loving,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
whole ^jj+atrb+++=whole
blessed ^jj+atrb++xvbn+=blessed
show ^nn++++=show
was ^vbd+bedz+aux++=was
run ^vpsv++agls+xvbnx+=run
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Turned ^j+++xvbn+=Turned
the ^ati++++=the
' ^zz++++='ouse
ouse ^np++++=EXTRAWORD
into ^in++++=into
a ^at++++=a
regular ^jj+atrb+++=regular
caravansery ^nn+nom+++=caravansery,
, ^zz++++=EXTRAWORD
always ^rb++++=always
having ^vbg+hvg++xvbg+=having
her ^pp$+pp3+++=her
relations ^nns+nom+++=relations
and ^cc++++=and
girls ^nns++++=girls
from ^in++++=from
business ^nns+nom+++=business
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
chaps ^nns++++=chaps.
. ^zz++++=EXTRAWORD
Comic ^jj+atrb+++=Comic
songs ^nns++++=songs
a ^at++++=a'
' ^zz++++=EXTRAWORD
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
getting ^vbg+++xvbgx+=getting
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
driving ^nvbg+++xvbg+=driving
trade ^nn++++=trade
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
making ^vbg+++xvbgx+=making
eyes ^nns++++=eyes
at ^in++++=at
the ^ati++++=the
chaps ^nns++++=chaps,
, ^zz++++=EXTRAWORD
too ^ql++++=too!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
the ^ati++++=the
place ^nn++++=place
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
my ^pp$+pp1+++=my
own ^ap++++=own."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Shouldn't
should ^md+nec+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
reasoned ^vbd+vprv++xvbnx+=reasoned
with ^in+ppvb+++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
duke ^nn++++=duke,
, ^zz++++=EXTRAWORD
to ^to++++=to
keep ^vbi++++=keep
a ^at++++=a
wife ^nn++++=wife
like ^in++++=like
a ^at++++=a
pet ^nn++++=pet
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
married ^vbd+++xvbnx+=married
you ^pp2+pp2+++=you
for ^in++++=for
' ^zz++++='elp
elp ^nn+++??+=EXTRAWORD
and ^cc++++=and
company ^nn++++=company.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
' ^zz++++='elp
elp ^nn+++??+=EXTRAWORD
and ^cc++++=and
pull ^vb++++=pull
the ^ati++++=the
business ^nns+nom+++=business
through ^in+strn+++=through.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='ear
ear ^nn++++=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='Very
very ^ql+amp+++=EXTRAWORD
well ^rb+cnj+++=well,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says??
? ^zz++++=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
mild ^jj+atrb+++=mild
man ^nn++++=man
till ^cs+sub+++=till
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
roused ^vpsv++agls+xvbnx+=roused,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
getting ^vbg+++xvbgx+=getting
to ^in++++=to
that ^dt+pdem+++=that.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But
she ^pp3a+pp3+++=she
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='ear
ear ^nn++++=EXTRAWORD
of ^in++++=of
no ^at++++=no
warnings ^nns++++=warnings."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
with ^in++++=with
women ^nns++++=women.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
it ^pp3+it+++=it
in ^in++++=in
me ^pp1o+pp1+++=me
to ^to++++=to
be ^vbi+vbi+aux++=be
roused ^vpsv++agls+xvbnx+=roused.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
of ^in++++=of
her ^pp$+pp3+++=her
sort ^nn++++=sort
( ^zz++++=(between
between ^in++++=EXTRAWORD
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom)
) ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
respect ^nn++++=respect
a ^at++++=a
man ^nn++++=man
until ^cs+sub+++=until
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit
afraid ^jj++++=afraid
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
broke ^vbd+++xvbn+=broke
out ^rp+pl+++=out
to ^to++++=to
show ^vbi+vprv+tht0++=show
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
In ^in++++=In
comes ^vbz++++=comes
a ^at++++=a
girl ^nn++++=girl
named ^vbd+++xvbn+=named
Jennie ^np+++??+=Jennie,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
used ^vwbn+++xvbn+=used
to ^in++++=to
work ^nn++++=work
with ^in++++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
chap ^nn++++=chap.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
a ^at++++=a
row ^nn++++=row,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
out ^rp+pl+++=out
' ^zz++++='ere--it
ere ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
such ^abl++++=such
another ^ppls++++=another
day ^nn++++=day
as ^ql++++=as
this ^dt+pdem+++=this--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
all ^rb++++=all
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
back ^jjb++++=back
and ^cc+phrs+++=and
pitched ^jj+++xvbn+=pitched
into ^in++++=into
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
mad ^jj+pred+++=mad,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
tell ^vb++++=tell
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
going ^vbg+++xvbg+=going
to ^to++++=to
' ^zz++++='it
it ^pp3+it+++=EXTRAWORD
' ^zz++++='er
er ^&fw++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
could ^md+pos+++=could
' ^zz++++='elp
elp ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
back ^jjb++++=back
and ^cc+phrs+++=and
licked ^jj+++xvbn+=licked
into ^in++++=into
this ^dt+dem+++=this
chap ^nn++++=chap,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
to ^to++++=to
show ^vbi+vprv+++=show
' ^zz++++='er
er ^&fw++++=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
could ^md+pos+++=could
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
' ^zz++++='E
e ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
big ^jj+atrb+++=big
chap ^nn++++=chap,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
chucked ^vbd+++xvbnx+=chucked
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smashed ^jj+atrb++xvbn+=smashed
things ^nns++++=things
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gave ^vbd+++xvbn+=gave
' ^zz++++='er
er ^&fw++++=EXTRAWORD
a ^at++++=a
scaring ^nvbg+++xvbg+=scaring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
ran ^vbd+++xvbnx+=ran
up ^rp++++=up
and ^cc++++=and
locked ^vbd+++xvbn+=locked
' ^zz++++='erself
erself ^nn+++??+=EXTRAWORD
into ^in++++=into
the ^ati++++=the
spare ^jj+atrb+++=spare
room ^nn++++=room."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^rb++++=all.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says
to ^to+vcmp+++=to
' ^zz++++='er
er ^&fw++++=EXTRAWORD
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
' ^zz++++='Now
now ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='what
what ^wdt+who+++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
like ^in++++=like
when ^wrb+who+++=when
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
roused ^vpsv++agls+xvbnx+=roused.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
say ^vb+vpub+++=say
anything ^pn++++=anything
more ^rbr++++=more."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
happy ^jj++++=happy
ever ^rb++++=ever
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
like ^in++++=like
putting ^xvbg+++xvbg+=putting
your ^pp$+pp2+++=your
foot ^nn++++=foot
down ^in++++=down
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
' ^zz++++='adn't
ad ^&fw++++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
for ^in++++=for
that ^dt+dem+++=that
afternoon ^nn++++=afternoon
I ^pp1a+pp1+++=I
should ^md+nec+++=should
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
been ^vprf+ben+aux+xvbn+=been
tramping ^vbg+++xvbgx+=tramping
the ^ati++++=the
roads ^nns++++=roads
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++0=she'd
'd ^md+prd+vrb++=EXTRAWORD
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
been ^vprf+ben+aux+xvbn+=been
grumbling ^nvbg+++xvbg+=grumbling
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
her ^pp3o+pp3+++=her
family ^nn++++=family
grumbling ^vwbg+++xvbg+=grumbling
for ^in++++=for
bringing ^xvbg+++xvbg+=bringing
her ^pp3o+pp3+++=her
to ^in++++=to
poverty ^nn++++=poverty--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
their ^pp$+pp3+++=their
little ^jj+atrb+++=little
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
decent ^jj+atrb+++=decent
little ^jj+atrb+++=little
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
proceeded ^vbd+++xvbnx+=proceeded
on ^in++++=on
their ^pp$+pp3+++=their
way ^nn++++=way
meditatively ^rb++++=meditatively.
. ^zz++++=EXTRAWORD
" ^zz++++="Women
women ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
funny ^jj+atrb+++=funny
creatures ^nns++++=creatures,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Brother ^nn++++=Brother
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
want ^vb++++=want
a ^at++++=a
firm ^jj+atrb+++=firm
hand ^nn++++=hand,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Coombes ^np+++??+=Coombes.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
these ^dt+dem+++=these
funguses ^nns+++??+=funguses
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
about ^in++++=about
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
Brother ^nn++++=Brother
Tom ^np++++=Tom
presently ^rb+tm+++=presently.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
use ^nn++++=use
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
in ^in++++=in
the ^ati++++=the
world ^nn++++=world."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
looked ^vbd+++xvbn+=looked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dessay ^nn+++??+=dessay
they ^pp3a+pp3+++=they're
're ^vb+ber+aux++0=EXTRAWORD
sent ^vpsv++agls+xvbnx+=sent
for ^in++++=for
some ^dti++++=some
wise ^jj+atrb+++=wise
purpose ^nn++++=purpose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
