Moistening ^np+++??+=Moistening
" ^zz++++="Look
look ^vb++++=EXTRAWORD
into ^in+ppvb+++=into
this ^dt+pdem+++=this,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
groaned ^vbd+++xvbn+=groaned
Pettipon ^np+++??+=Pettipon
as ^ql++++=as
he ^pp3a+pp3+++=he
stumbled ^vbd+++xvbnx+=stumbled
down ^in++++=down
a ^at++++=a
gangway ^nn++++=gangway.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
that ^dt+pdem+++=that
means ^vbz++++=means.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
poor ^jj++++=poor
Th ^zz++++=Th
r ^zz++++=r
se ^&fw++++=se!
! ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
Napoleon ^np++++=Napoleon!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
great ^jj++++=great,
, ^zz++++=EXTRAWORD
green ^nn++++=green,
, ^zz++++=EXTRAWORD
hungry ^jj+atrb+++=hungry
waves ^nns++++=waves
with ^in++++=with
a ^at++++=a
calculating ^jj+atrb++xvbg+=calculating
eye ^nn++++=eye;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wondered ^vbd+vprv++xvbnx+=wondered
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+vrb++=be
cold ^jj+pred+++=cold.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
placed ^vbd+++xvbnx+=placed
a ^at++++=a
tentative ^jj+atrb+++=tentative
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
an ^at++++=an
inspiration ^nn+nom+++=inspiration
came ^vbd+++xvbn+=came
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Victor ^nn++++=Victor
Ronssoy ^np+++??+=Ronssoy
was ^vbd+bedz+vrb++=was
aboard ^in+strn+++=aboard;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^rb++++=last
court ^nn++++=court
of ^in++++=of
appeal ^nn++++=appeal.
. ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
would ^md+prd+++=would
dare ^vb++++=dare,
, ^zz++++=EXTRAWORD
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
his ^pp$+pp3+++=his
honor ^nn++++=honor,
, ^zz++++=EXTRAWORD
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
president ^nn++++=president
of ^in++++=of
the ^ati++++=the
line ^nn++++=line
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
For ^in++++=For
tortured ^jj+atrb++xvbn+=tortured
minutes ^nns++++=minutes
Alphonse ^np++++=Alphonse
Pettipon ^np+++??+=Pettipon
paced ^vbd+++xvbn+=paced
up ^rp++++=up
and ^cc++++=and
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
closely ^rb++++=closely
resembling ^jj+atrb++xvbg+=resembling
sobs ^nns++++=sobs
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
huge ^jj+atrb+++=huge
frame ^nn++++=frame
as ^ql++++=as
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
about ^in++++=about
his ^pp$+pp3+++=his
little ^ap++++=little
kingdom ^nn+nom+++=kingdom
and ^cc++++=and
thought ^vpsv++agls+xvbn+=thought
of ^in++++=of
his ^pp$+pp3+++=his
impending ^jj+atrb+++=impending
banishment ^nn+nom+++=banishment.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
by ^in++++=by
a ^at++++=a
supreme ^jj+atrb+++=supreme
effort ^nn++++=effort
of ^in++++=of
will ^md+prd+++=will
he ^pp3a+pp3+++=he
nerved ^vbd+++xvbnx+=nerved
himself ^ppl+pp3+++=himself
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
suite ^nn++++=suite
of ^in++++=of
Monsieur ^npt++++=Monsieur
Ronssoy ^np+++??+=Ronssoy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
splendid ^jj+atrb+++=splendid
suite ^nn++++=suite
of ^in++++=of
five ^cd++++=five
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
had ^vb+hv+vrb++=had
more ^rbr++++=more
than ^in++++=than
once ^rb+tm+++=once
peeked ^vwbn+++xvbn+=peeked
into ^in++++=into
it ^pp3+it+++=it
when ^wrb+who+++=when
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty
and ^cc++++=and
had ^vbd+hvd+aux++=had
noted ^vprf+++xvbnx+=noted
with ^in++++=with
fascinated ^jj+atrb++xvbn+=fascinated
eyes ^nns++++=eyes
the ^ati++++=the
perfection ^nn+nom+++=perfection
of ^in++++=of
its ^pp$+it+++=its
appointments ^nns+nom+++=appointments.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
he ^pp3a+pp3+++=he
twice ^rb++++=twice
turned ^vbd+++xvbn+=turned
from ^in++++=from
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
courage ^nn+nom+++=courage
oozing ^vwbg+++xvbg+=oozing
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^od++++=third
attempt ^vb++++=attempt,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
recklessness ^nns+nom+++=recklessness
of ^in++++=of
a ^at++++=a
condemned ^jj+atrb++xvbn+=condemned
man ^nn++++=man,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
rapped ^vbd+++xvbnx+=rapped
on ^in++++=on
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
president ^nn++++=president
of ^in++++=of
the ^ati++++=the
line ^nn++++=line
was ^vbd+bedz+vrb++=was
a ^at++++=a
white ^jj++++=white-haired
- ^zz++++=EXTRAWORD
haired ^jj++++=EXTRAWORD
giant ^jjb++++=giant
with ^in++++=with
a ^at++++=a
chin ^nn++++=chin
like ^in++++=like
an ^at++++=an
anvil ^nn+++??+=anvil
and ^cc++++=and
bright ^jj+atrb+++=bright
humorous ^jj+atrb+++=humorous
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
kingfisher ^nn++++=kingfisher.
. ^zz++++=EXTRAWORD
" ^zz++++="Monsieur
monsieur ^npt++++=EXTRAWORD
Ronssoy ^np+++??+=Ronssoy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
the ^ati++++=the
flustered ^jj++++=flustered,
, ^zz++++=EXTRAWORD
damp ^jj++++=damp-browed
- ^zz++++=EXTRAWORD
browed ^jj+++xvbn+=EXTRAWORD
Pettipon ^np+++??+=Pettipon
in ^in++++=in
a ^at++++=a
faltering ^jj+atrb++xvbg+=faltering
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
only ^rb+down+++=only
apologies ^nns++++=apologies
to ^to++++=to
make ^vbi++++=make
for ^in+ppvb+++=for
this ^dt+dem+++=this
intrusion ^nn++++=intrusion.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
the ^ati++++=the
utmost ^jjb+atrb+++=utmost
consequence ^nn+nom+++=consequence
could ^md+pos+++=could
cause ^vb++++=cause
me ^pp1o+pp1+++=me
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
liberty ^nn++++=liberty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
president ^nn++++=president's
's ^$++++=EXTRAWORD
brow ^nn++++=brow
knitted ^vbd+++xvbn+=knitted
anxiously ^rb++++=anxiously.
. ^zz++++=EXTRAWORD
" ^zz++++="Out
out ^rp+pl+++=EXTRAWORD
with ^in++++=with
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ordered ^vbd+vsua++xvbnx+=ordered.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
we ^pp1a+pp1+++=we
sinking ^nvbg+++xvbg+=sinking?
? ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
we ^pp1a+pp1+++=we
hit ^vbd+++xvbn+=hit
an ^at++++=an
iceberg ^nn++++=iceberg?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
president ^nn++++=president!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
surely ^rb++++=surely
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
Alphonse ^np++++=Alphonse
Pettipon ^np+++??+=Pettipon,
, ^zz++++=EXTRAWORD
steward ^nn++++=steward
in ^in++++=in
the ^ati++++=the
second ^od++++=second
class ^nn++++=class,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
in ^in++++=in
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
cabins ^nns++++=cabins?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
Pettipon ^np+++??+=Pettipon!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
president ^nn++++=president,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
frown ^nn++++=frown
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes;
; ^zz++++=EXTRAWORD
ah ^uh++++=ah,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
knows ^vbz+vprv+++=knows
of ^in++++=of
my ^pp$+pp1+++=my
disgrace ^nn+++??+=disgrace,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon,
, ^zz++++=EXTRAWORD
mopping ^vbg+++xvbg+=mopping
his ^pp$+pp3+++=his
streaming ^nvbg+++xvbg+=streaming
brow ^nn++++=brow.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
all ^rb++++=all
is ^vbz+bez+aux++=is
lost ^vpsv++agls+xvbnx+=lost
indeed ^qlp++++=indeed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hanging ^vbg+++xvbg+=Hanging
his ^pp$+pp3+++=his
head ^jjb++++=head
he ^pp3a+pp3+++=he
addressed ^vbd+++xvbnx+=addressed
the ^ati++++=the
president ^nn++++=president:
: ^zz++++=EXTRAWORD
" ^zz++++="Alas,
alas ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
none ^pn++++=none
other ^ap++++=other
than ^cs+sub+++=than
that ^dt+dem+++=that
unhappy ^jj+atrb+++=unhappy
Pettipon ^np+++??+=Pettipon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
mournfully ^jj++++=mournfully.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
proud ^jj+atrb+++=proud
man ^nn++++=man.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
twenty ^cd++++=twenty-eighth
- ^zz++++=EXTRAWORD
eighth ^od++++=EXTRAWORD
trip ^nn++++=trip
on ^in++++=on
the ^ati++++=the
Voltaire ^np+++??+=Voltaire.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not
a ^at++++=a
mark ^nn++++=mark
against ^in++++=against
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
world ^nn++++=world
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
black ^jj++++=black
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
president ^nn++++=president,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
held ^vbd+vprv++xvbnx+=held
out ^rp+pl+++=out
his ^pp$+pp3+++=his
hand ^nn++++=hand
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
president ^nn++++=president
could ^md+pos+++=could
view ^vb++++=view
the ^ati++++=the
remains ^nns++++=remains
lying ^vwbg+++xvbg+=lying
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,"
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
president ^nn++++=president,
, ^zz++++=EXTRAWORD
adjusting ^jj+++xvbg+=adjusting
his ^pp$+pp3+++=his
pince ^nn+++??+=pince-nez,
- ^zz++++=EXTRAWORD
nez ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
perfect ^jj+atrb+++=perfect
specimen ^nn++++=specimen!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
note ^nn++++=note,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
president ^nn++++=president,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
begged ^vbd+++xvbn+=begged
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
a ^at++++=a
mere ^jjb+atrb+++=mere
infant ^nn++++=infant.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days
old ^jj++++=old,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
aboard ^in+pl+++=aboard
long ^rb++++=long.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
convinced ^jj++agls+xvbnx+=convinced
that ^tht+jcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
passenger ^nn+nom+++=passenger
who ^whp+rel+subj++=who
brought ^vbd+++xvbn+=brought
him ^pp3o+pp3+++=him
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
my ^pp$+pp1+++=my
reasons ^nns++++=reasons
for ^in++++=for
making ^xvbg+++xvbg+=making
this ^dt+dem+++=this
serious ^jj+atrb+++=serious
charge ^nn++++=charge,
, ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Ronssoy ^np+++??+=Ronssoy.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
reasons ^nns++++=reasons
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
I ^pp1a+pp1+++=I
not ^xnot++not++=not
say ^vb+vpub+++=say
to ^to+vcmp+++=to
Georges ^vb+++??+=Georges
Prunier ^np+++??+=Prunier--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
steward ^nn++++=steward
of ^in++++=of
the ^ati++++=the
strictest ^jjt+atrb+++=strictest
honesty ^nn++++=honesty,
, ^zz++++=EXTRAWORD
monsieur-- ^nn+++??+=monsieur--'Georges,
'georges, ^nn+++??+=EXTRAWORD
old ^jj+atrb+++=old
oyster ^nn++++=oyster,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
hairy ^jj++++=hairy
fellow ^jjb++++=fellow
in ^in++++=in
C ^zz++++=C
346 ^cd++++=346
has ^vbz+hvz+vrb++=has
a ^at++++=a
look ^nn++++=look
of ^in++++=of
itchiness ^nns+nom+++=itchiness
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
fancy ^vb+vprv+++=fancy.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
Georges ^np+++??+=Georges
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Alphonse,
alphonse ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend---- ^nn+++??+=friend----'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
interesting ^jj++++=interesting,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
the ^ati++++=the
president ^nn++++=president.
. ^zz++++=EXTRAWORD
" ^zz++++="Pray
pray ^vb+vsua+++=EXTRAWORD
proceed ^vb++++=proceed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
wealth ^nn++++=wealth
of ^in++++=of
detail ^nn++++=detail
and ^cc++++=and
with ^in++++=with
no ^at++++=no
little ^ap++++=little
passion ^nn++++=passion
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
told ^vbd+vpub++xvbn+=told
his ^pp$+pp3+++=his
story ^nn++++=story.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
president ^npt++++=president
encouraged ^vwbn+++xvbn+=encouraged
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
of ^in++++=of
little ^jj+atrb+++=little
Napoleon ^np++++=Napoleon
and ^cc++++=and
the ^ati++++=the
violin ^nn++++=violin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
his ^pp$+pp3+++=his
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
on ^in++++=on
the ^ati++++=the
Voltaire ^np+++??+=Voltaire
and ^cc+cls+++=and
how ^wrb+who+++=how
proud ^jj++++=proud
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
of ^in++++=of
his ^pp$+pp3+++=his
work ^nn++++=work
as ^ql++++=as
a ^at++++=a
steward ^nn++++=steward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
severe ^jj++++=severe
a ^at++++=a
blow ^nn++++=blow
the ^ati++++=the
affair ^nn++++=affair
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
to ^to++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished,
, ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Ronssoy ^np+++??+=Ronssoy
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
necessary ^jj++++=necessary
to ^to+jcmp+++=to
report ^vb++++=report
your ^pp$+pp2+++=your
discovery ^nn+nom+++=discovery
to ^in++++=to
the ^ati++++=the
head ^jjb+atrb+++=head
steward ^nn++++=steward
of ^in++++=of
the ^ati++++=the
second ^od++++=second
class ^nn++++=class?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
chief ^jjb+atrb+++=chief
steward ^nn++++=steward?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
captain ^nn++++=captain?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
finally ^rb++++=finally
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
the ^ati++++=the
president ^nn++++=president
of ^in++++=of
the ^ati++++=the
line ^nn++++=line?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Even
even ^rb++++=EXTRAWORD
so ^ql++++=so,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
perspiring ^jj+++xvbg+=perspiring
Pettipon ^np+++??+=Pettipon.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Victor ^nn++++=Victor
Ronssoy ^np+++??+=Ronssoy
regarded ^vwbn+++xvbn+=regarded
him ^pp3o+pp3+++=him
thoughtfully ^rb++++=thoughtfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Monsieur
monsieur ^npt++++=EXTRAWORD
Pettipon ^np+++??+=Pettipon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
sort ^nn++++=sort
of ^in++++=of
man ^nn++++=man
I ^pp1a+pp1+++=I
like ^vb++++=like
is ^vbz+bez+vrb++=is
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
takes ^vbz++++=takes
his ^pp$+pp3+++=his
job ^nn++++=job
seriously ^rb++++=seriously.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
raised ^vprf+++xvbnx+=raised
such ^abl++++=such
a ^at++++=a
devil ^nn++++=devil
of ^in++++=of
a ^at++++=a
fuss ^nn++++=fuss
about ^in++++=about
so ^ql+emph+++=so
small ^jj++++=small
a ^at++++=a
thing ^nn++++=thing
as ^in++++=as
this ^dt+dem+++=this
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
that ^dt+dem+++=that
sort ^nn++++=sort
of ^in++++=of
man ^nn++++=man.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi+vbi+aux++=have
you ^pp2+pp2+++=you
made ^vbd+++xvbn+=made
steward ^nn++++=steward
of ^in++++=of
my ^pp$+pp1+++=my
suite ^nn++++=suite
immediately ^rb+cnj+++=immediately,
, ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you
may ^md+pos+++=may
toss ^vb++++=toss
that ^dt+dem+++=that
thing ^nn++++=thing
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
porthole ^nn++++=porthole."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Alphonse ^np++++=Alphonse
Pettipon ^np+++??+=Pettipon,
, ^zz++++=EXTRAWORD
great ^jj+atrb+++=great,
, ^zz++++=EXTRAWORD
grateful ^jj+atrb+++=grateful
tears ^nns++++=tears
rushing ^vwbg+++xvbg+=rushing
to ^in++++=to
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
life ^nn++++=life!
! ^zz++++=EXTRAWORD
Him ^pp3o+pp3+++=Him
I ^pp1a+pp1+++=I
Shall ^md+prd+++=shall
Keep ^vb++++=keep
Always ^rb++++=always
In ^in++++=in
My ^pp$+pp1+++=my
Watch ^vb++++=watch
Charm ^nn++++=charm."
 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
