Sang ^vbd+++xvbn+=Sang
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lion ^nn++++=lion
of ^in++++=of
yellow ^jj+atrb+++=yellow
jade ^nn+++??+=jade,
, ^zz++++=EXTRAWORD
the ^ati++++=the
brush ^nn++++=brush-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
of ^in++++=of
carven ^vb+++xvbn+=carven
agate ^nn++++=agate,
, ^zz++++=EXTRAWORD
also ^rb++++=also
some ^dti++++=some
original ^jj+atrb+++=original
compositions ^nns+nom+++=compositions
made ^vwbn+++xvbn+=made
by ^in++++=by
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
lady ^nn++++=lady
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
astonishment ^nn+nom+++=astonishment
of ^in++++=of
Tchang ^np+++??+=Tchang
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
shared ^vpsv++by+xvbnx+=shared
by ^in++++=by
Pelou ^np+++??+=Pelou.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
observed ^vb+++xvbn+=observed
that ^tht+vcmp+++=that
the ^ati++++=the
brush ^nn++++=brush-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
of ^in++++=of
agate ^nn++++=agate
and ^cc++++=and
the ^ati++++=the
lion ^nn++++=lion
of ^in++++=of
jade ^nn+++??+=jade
bore ^vbd+++xvbn+=bore
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
objects ^nns++++=objects
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
lain ^vprf+++xvbn+=lain
buried ^jj+++xvbn+=buried
in ^in++++=in
the ^ati++++=the
earth ^nn++++=earth
for ^in++++=for
centuries ^nns++++=centuries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+vrb++=were
of ^in++++=of
a ^at++++=a
workmanship ^nn+nom+++=workmanship
beyond ^in++++=beyond
the ^ati++++=the
power ^nn++++=power
of ^in++++=of
living ^xvbg+++xvbg+=living
man ^nn++++=man
to ^to++++=to
imitate ^nn+nom+++=imitate;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
compositions ^nns+nom+++=compositions
proved ^vbd+vprv++xvbn+=proved
to ^to+vcmp+++=to
be ^vbi++vrb++=be
veritable ^jj+atrb+++=veritable
master ^nn++++=master-pieces
- ^zz++++=EXTRAWORD
pieces ^nns++++=EXTRAWORD
of ^in++++=of
poetry ^nn++++=poetry,
, ^zz++++=EXTRAWORD
written ^j+++xvbn+=written
in ^in++++=in
the ^ati++++=the
style ^nn++++=style
of ^in++++=of
the ^ati++++=the
poets ^nns++++=poets
of ^in++++=of
the ^ati++++=the
dynasty ^nn++++=dynasty
of ^in++++=of
Thang ^np+++??+=Thang.
. ^zz++++=EXTRAWORD
" ^zz++++="Friend
friend ^nn++++=EXTRAWORD
Pelou ^np+++??+=Pelou,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
High ^jj+atrb+++=High
Commissioner ^nn+nom+++=Commissioner,
, ^zz++++=EXTRAWORD
" ^zz++++="let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
immediately ^rb+tm+++=immediately
accompany ^vb++++=accompany
the ^ati++++=the
boy ^nn++++=boy
to ^in++++=to
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
obtained ^vbd+++xvbnx+=obtained
these ^dt+dem+++=these
miraculous ^jj+atrb+++=miraculous
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
apply ^vb++++=apply
the ^ati++++=the
testimony ^nn++++=testimony
of ^in++++=of
our ^pp$+pp1+++=our
senses ^nns++++=senses
to ^in++++=to
this ^dt+dem+++=this
mystery ^nn+nom+++=mystery.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
is ^vbz+bez+vrb++=is
no ^at++++=no
doubt ^nn++++=doubt
telling ^vwbg+++xvbg+=telling
the ^ati++++=the
truth ^nn++++=truth;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
his ^pp$+pp3+++=his
story ^nn++++=story
passes ^vbz++++=passes
my ^pp$+pp1+++=my
understanding ^nvbg+++xvbg+=understanding."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
all ^rb++++=all
three ^cd++++=three
proceeded ^vbd+++xvbn+=proceeded
toward ^in++++=toward
the ^ati++++=the
place ^nn++++=place
of ^in++++=of
the ^ati++++=the
habitation ^nn+nom+++=habitation
of ^in++++=of
Si ^&fw++++=Si
. ^zz++++=.
But ^cc+cls+++=But
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived
at ^rb++++=at
the ^ati++++=the
shadiest ^jjt+atrb+++=shadiest
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
perfumes ^nns++++=perfumes
were ^vbd+bed+vrb++=were
most ^ql+emph+++=most
sweet ^jj++++=sweet
and ^cc++++=and
the ^ati++++=the
mosses ^nns+++??+=mosses
were ^vbd+bed+vrb++=were
greenest ^jjt+pred+++=greenest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fruits ^nns++++=fruits
of ^in++++=of
the ^ati++++=the
wild ^jj+atrb+++=wild
peach ^nn++++=peach
flushed ^vbd+++xvbn+=flushed
most ^ql+emph+++=most
pinkly ^jj++++=pinkly,
, ^zz++++=EXTRAWORD
Ming ^np+++??+=Ming-Y,
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
through ^in++++=through
the ^ati++++=the
groves ^nns++++=groves,
, ^zz++++=EXTRAWORD
uttered ^xvbn+++xvbn+=uttered
a ^at++++=a
cry ^nn++++=cry
of ^in++++=of
dismay ^nn++++=dismay.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
the ^ati++++=the
azure ^nn+++??+=azure-tiled
- ^zz++++=EXTRAWORD
tiled ^jj+atrb+++=EXTRAWORD
roof ^nn++++=roof
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
against ^in++++=against
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
only ^rb+down+++=only
the ^ati++++=the
blue ^jj+atrb+++=blue
emptiness ^nns+nom+++=emptiness
of ^in++++=of
air ^nn++++=air;
; ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
green ^jj++++=green-and-gold
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
gold ^nn++++=EXTRAWORD
facade ^nn+++??+=facade
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
visible ^jj+pred+++=visible
only ^rb+down+++=only
the ^ati++++=the
flickering ^nn++++=flickering
of ^in++++=of
leaves ^nns++++=leaves
under ^in++++=under
the ^ati++++=the
aureate ^nn+nom+++=aureate
autumn ^nn++++=autumn
light ^nn++++=light;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where
the ^ati++++=the
broad ^jj+atrb+++=broad
terrace ^nn++++=terrace
had ^vbd+hvd+aux++=had
extended ^vprf+++xvbnx+=extended,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
be ^vb+be+aux++=be
discerned ^vpsv++agls+xvbnx+=discerned
only ^rb+down+++=only
a ^at++++=a
ruin ^nn++++=ruin,
, ^zz++++=EXTRAWORD
a ^at++++=a
tomb ^nn++++=tomb
so ^rb+emph+++=so
ancient ^jj++++=ancient,
, ^zz++++=EXTRAWORD
so ^ql++++=so
deeply ^rb++++=deeply
gnawed ^vpsv++by+xvbn+=gnawed
by ^in++++=by
moss ^np++++=moss,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
name ^nn++++=name
graven ^vbd+++xvbn+=graven
upon ^in++++=upon
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
decipherable ^jj++++=decipherable.
. ^zz++++=EXTRAWORD
The ^ati++++=The
home ^nr++++=home
of ^in++++=of
Si ^&fw++++=Si
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared!
! ^zz++++=EXTRAWORD
All ^abn++++=All
suddenly ^rb++++=suddenly
the ^ati++++=the
High ^jj+atrb+++=High
Commissioner ^nn+nom+++=Commissioner
smote ^vbd+++xvbn+=smote
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
with ^in++++=with
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turning ^nvbg+++xvbg+=turning
to ^in++++=to
Pelou ^np+++??+=Pelou,
, ^zz++++=EXTRAWORD
recited ^j+++xvbn+=recited
the ^ati++++=the
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^jj+atrb++xvbn+=EXTRAWORD
verse ^nn++++=verse
of ^in++++=of
the ^ati++++=the
ancient ^jj+atrb+++=ancient
poet ^nn++++=poet
Tching ^np+++??+=Tching-Kou:
- ^zz++++=EXTRAWORD
kou ^nn+++??+=EXTRAWORD
: ^zz++++=EXTRAWORD
" ^zz++++="Surely
surely ^rb++++=EXTRAWORD
the ^ati++++=the
peach ^nn++++=peach-flowers
- ^zz++++=EXTRAWORD
flowers ^nns+nom+++=EXTRAWORD
blossom ^vb++++=blossom
over ^in++++=over
the ^ati++++=the
tomb ^nn++++=tomb
of ^in++++=of
Si ^&fw++++=SI
- ^zz++++=-THAO."
thao ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Friend
friend ^nn++++=EXTRAWORD
Pelou ^np+++??+=Pelou,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Tchang ^np+++??+=Tchang,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
beauty ^nn++++=beauty
who ^whp+rel+subj++=who
bewitched ^vprf+++xvbn+=bewitched
your ^pp$+pp2+++=your
son ^nn++++=son
was ^vbd+bedz+vrb++=was
no ^at++++=no
other ^ap++++=other
than ^cs+sub+++=than
she ^pp3a+pp3+++=she
whose ^whp+who+++=whose
tomb ^nn++++=tomb
stands ^vbz++++=stands
there ^rn+pl+++=there
in ^in++++=in
ruin ^nn++++=ruin
before ^in++++=before
us ^pp1o+pp1+++=us!
! ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
she ^pp3a+pp3+++=she
not ^xnot++not++=not
say ^vb+vpub+tht0++=say
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
wedded ^vpsv++agls+xvbnx+=wedded
to ^in++++=to
Ping ^np+++??+=Ping-Khang?
- ^zz++++=EXTRAWORD
khang ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
family ^nn++++=family
of ^in++++=of
that ^dt+dem+++=that
name ^nn++++=name,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Ping ^np+++??+=Ping-Khang
- ^zz++++=EXTRAWORD
khang ^nn+++??+=EXTRAWORD
is ^vbz+bez+vrb++=is
indeed ^rb++++=indeed
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
a ^at++++=a
broad ^jj+atrb+++=broad
alley ^nn++++=alley
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
near ^in+strn+++=near.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
dark ^jj+atrb+++=dark
riddle ^nn++++=riddle
in ^in++++=in
all ^abn++++=all
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
called ^vbd+++xvbnx+=called
herself ^ppl+pp3+++=herself
Si ^&fw++++=Si
of ^in++++=of
Moun ^np+++??+=Moun-Hiao:
- ^zz++++=EXTRAWORD
hiao ^nn+++??+=EXTRAWORD
: ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
person ^nn++++=person
of ^in++++=of
that ^dt+dem+++=that
name ^nn++++=name;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
street ^nn++++=street
of ^in++++=of
that ^dt+dem+++=that
name ^nn++++=name;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Chinese ^jj+atrb+++=Chinese
characters ^nns+nom+++=characters
Moun ^np+++??+=Moun
and ^cc++++=and
hiao ^nn+++??+=hiao,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
form ^nn++++=form
the ^ati++++=the
character ^nn+nom+++=character
' ^zz++++='Kiao.'
kiao ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Listen ^vb++++=Listen!
! ^zz++++=EXTRAWORD
The ^ati++++=The
alley ^nn++++=alley
Ping ^np+++??+=Ping-Khang,
- ^zz++++=EXTRAWORD
khang ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
situated ^xvbn+++xvbn+=situated
in ^in++++=in
the ^ati++++=the
street ^nn++++=street
Kiao ^np+++??+=Kiao,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
dwelt ^vbd+++xvbn+=dwelt
the ^ati++++=the
great ^jj+atrb+++=great
courtesans ^nns+nom+++=courtesans
of ^in++++=of
the ^ati++++=the
dynasty ^nn++++=dynasty
of ^in++++=of
Thang ^np+++??+=Thang!
! ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
she ^pp3a+pp3+++=she
not ^xnot++not++=not
sing ^vb++++=sing
the ^ati++++=the
songs ^nns++++=songs
of ^in++++=of
Kao ^np+++??+=Kao-pien?
- ^zz++++=EXTRAWORD
pien ^vb+++xvbn+=EXTRAWORD
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
upon ^in++++=upon
the ^ati++++=the
brush ^nn++++=brush-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
paper ^nn++++=paper-weight
- ^zz++++=EXTRAWORD
weight ^nn++++=EXTRAWORD
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
your ^pp$+pp2+++=your
son ^nn++++=son,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
there ^rn+pl+++=there
not ^xnot++not++=not
characters ^nns+nom+++=characters
which ^whp+rel+subj++=which
read ^vb+vprv++xvbn+=read,
, ^zz++++=EXTRAWORD
' ^zz++++='Pure
pure ^jj+atrb+++=EXTRAWORD
object ^nn++++=object
of ^in++++=of
art ^nn++++=art
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
Kao ^np+++??+=Kao,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
Pho-hai ^np+++??+=Pho-hai'?
'? ^nn+++??+=EXTRAWORD
That ^tht+rel+++=That
city ^nn++++=city
no ^at++++=no
longer ^rbr++++=longer
exists ^vbz++++=exists;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
Kao ^np+++??+=Kao-pien
- ^zz++++=EXTRAWORD
pien ^vb+++xvbn+=EXTRAWORD
remains ^nns++++=remains,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
governor ^npt++++=governor
of ^in++++=of
the ^ati++++=the
province ^nn++++=province
of ^in++++=of
Sze ^np+++??+=Sze-tchouen,
- ^zz++++=EXTRAWORD
tchouen ^vb+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
mighty ^jj+atrb+++=mighty
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
dwelt ^vbd+++xvbnx+=dwelt
in ^in++++=in
the ^ati++++=the
land ^nn++++=land
of ^in++++=of
Chou ^np+++??+=Chou,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
his ^pp$+pp3+++=his
favorite ^jj++++=favorite
the ^ati++++=the
beautiful ^jj++++=beautiful
wanton ^jj++++=wanton
Si ^&fw++++=Si
, ^zz++++=,
Si ^&fw++++=Si
- ^zz++++=-Thao,
thao ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
unmatched ^jj++++=unmatched
for ^in++++=for
grace ^nn++++=grace
among ^in++++=among
all ^abn++++=all
the ^ati++++=the
women ^nns++++=women
of ^in++++=of
her ^pp$+pp3+++=her
day ^nn++++=day?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
who ^whp+who+++=who
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
a ^at++++=a
gift ^nn++++=gift
of ^in++++=of
those ^dt+dem+++=those
manuscripts ^nns++++=manuscripts
of ^in++++=of
song ^nn++++=song;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
who ^whp+who+++=who
gave ^vbd+++xvbn+=gave
her ^pp$+pp3+++=her
those ^dt+dem+++=those
objects ^nns++++=objects
of ^in++++=of
rare ^jj+atrb+++=rare
art ^nn++++=art.
. ^zz++++=EXTRAWORD
Si ^&fw++++=Si
- ^zz++++=-Thao
thao ^nn+++??+=EXTRAWORD
died ^vbd+++xvbn+=died
not ^xnot++not++=not
as ^in++++=as
other ^ap++++=other
women ^nns++++=women
die ^vb++++=die.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
limbs ^nns++++=limbs
may ^md+pos+++=may
have ^vb+hv+vrb++=have
crumbled ^jj++++=crumbled
to ^in++++=to
dust ^nn++++=dust;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
something ^pn++++=something
of ^in++++=of
her ^pp$+pp3+++=her
still ^rb+atrb+++=still
lives ^nns++++=lives
in ^in++++=in
this ^dt+dem+++=this
deep ^jj+atrb+++=deep
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
Shadow ^nn++++=Shadow
still ^rb+atrb+++=still
haunts ^nns++++=haunts
this ^dt+dem+++=this
shadowy ^jj+atrb+++=shadowy
place ^nn++++=place."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tchang ^np+++??+=Tchang
ceased ^vbd+++xvbn+=ceased
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
A ^at++++=A
vague ^nn++++=vague
fear ^vb++++=fear
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
the ^ati++++=the
three ^cd++++=three.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thin ^jj+atrb+++=thin
mists ^nns++++=mists
of ^in++++=of
the ^ati++++=the
morning ^nn++++=morning
made ^vbd+++xvbn+=made
dim ^jj++++=dim
the ^ati++++=the
distances ^nns+nom+++=distances
of ^in++++=of
green ^nn++++=green,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
deepened ^vbd+++xvbn+=deepened
the ^ati++++=the
ghostly ^jj+atrb+++=ghostly
beauty ^nn++++=beauty
of ^in++++=of
the ^ati++++=the
woods ^nns++++=woods.
. ^zz++++=EXTRAWORD
A ^at++++=A
faint ^jj+atrb+++=faint
breeze ^nn++++=breeze
passed ^vwbn+++xvbn+=passed
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
a ^at++++=a
trail ^nn++++=trail
of ^in++++=of
blossom ^vb++++=blossom-scent,
- ^zz++++=EXTRAWORD
scent ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
last ^jj+atrb+++=last
odor ^nn++++=odor
of ^in++++=of
dying ^xvbg+++xvbg+=dying
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
thin ^jj++++=thin
as ^in++++=as
that ^dt+pdem+++=that
which ^whp+rel+subj++=which
clings ^vbz++++=clings
to ^in++++=to
the ^ati++++=the
silk ^nn++++=silk
of ^in++++=of
a ^at++++=a
forgotten ^jj+atrb++xvbn+=forgotten
robe ^nn++++=robe;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
trees ^nns++++=trees
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
whisper ^vbi+vpub+++=whisper
across ^in+pl+++=across
the ^ati++++=the
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
" ^zz++++="Si
si ^&fw++++=EXTRAWORD
- ^zz++++=-Thao."
thao ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Fearing ^vbg+vprv++xvbg+=Fearing
greatly ^rb+amp+++=greatly
for ^in++++=for
his ^pp$+pp3+++=his
son ^nn++++=son,
, ^zz++++=EXTRAWORD
Pelou ^np+++??+=Pelou
sent ^vbd+++xvbn+=sent
the ^ati++++=the
lad ^nn++++=lad
away ^rp+pl+++=away
at ^rb++++=at
once ^rb"+tm+++=once
to ^in++++=to
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
Kwang ^np+++??+=Kwang-tchau-fu.
- ^zz++++=EXTRAWORD
tchau ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
fu ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
in ^in++++=in
after ^in++++=after
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
obtained ^vbd+++xvbn+=obtained
high ^jj+atrb+++=high
dignities ^nns+nom+++=dignities
and ^cc++++=and
honors ^nns++++=honors
by ^in++++=by
reason ^nn++++=reason
of ^in++++=of
his ^pp$+pp3+++=his
talents ^nns++++=talents
and ^cc++++=and
his ^pp$+pp3+++=his
learning ^nvbg+++xvbg+=learning;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
married ^vbd+++xvbnx+=married
the ^ati++++=the
daughter ^nn+nom+++=daughter
of ^in++++=of
an ^at++++=an
illustrious ^jj+atrb+++=illustrious
house ^nn++++=house,
, ^zz++++=EXTRAWORD
by ^in++++=by
whom ^whp+rel+pied++=whom
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
the ^ati++++=the
father ^nn++++=father
of ^in++++=of
sons ^nns++++=sons
and ^cc++++=and
daughters ^nns+nom+++=daughters
famous ^jj++++=famous
for ^in++++=for
their ^pp$+pp3+++=their
virtues ^nns++++=virtues
and ^cc++++=and
their ^pp$+pp3+++=their
accomplishments ^nns+nom+++=accomplishments.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
could ^md+pos+++=could
he ^pp3a+pp3+++=he
forget ^vb+vprv+++=forget
Si ^&fw++++=Si
- ^zz++++=-Thao;
thao ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
never ^rb++++=never
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
when ^wrb+who+++=when
his ^pp$+pp3+++=his
children ^nns++++=children
begged ^vbd+++xvbn+=begged
him ^pp3o+pp3+++=him
to ^to++++=to
tell ^vbi++++=tell
them ^pp3o+pp3+++=them
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
two ^cd++++=two
beautiful ^jj+atrb+++=beautiful
objects ^nns++++=objects
that ^tht+rel+++=that
always ^rb++++=always
lay ^jjb+++xvbn+=lay
upon ^in++++=upon
his ^pp$+pp3+++=his
writing ^vbg+++xvbg+=writing-table:
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
a ^at++++=a
lion ^nn++++=lion
of ^in++++=of
yellow ^jj+atrb+++=yellow
jade ^nn+++??+=jade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
brush ^nn++++=brush-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
of ^in++++=of
carven ^vb++++=carven
agate ^nn++++=agate.
. ^zz++++=EXTRAWORD
