Apollo ^np++++=Apollo
every ^at++++=every
day ^nn++++=day.
. ^zz++++=EXTRAWORD
" ^zz++++="After
after ^in++++=EXTRAWORD
all ^abn++++=all,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me
the ^ati++++=the
Apollo ^np++++=Apollo,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Sorry."
sorry ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
dully ^rb+cnj+++=dully,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
mind ^nn++++=mind
elsewhere ^rb++++=elsewhere.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
hear ^vb+vprv+tht0++=hear
my ^pp$+pp1+++=my
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
angry ^jj+pred+++=angry
that ^tht+jcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
back ^jjb+pred+++=back.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
time ^nn++++=time
with ^in++++=with
Raphael ^np++++=Raphael
was ^vbd+bedz+vrb++=was
shortened ^jj+pred+++=shortened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
sensation ^nn+nom+++=sensation
of ^in++++=of
a ^at++++=a
widening ^jj+++xvbg+=widening
crack ^jjb++++=crack.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
want ^vb++++=want
plantain ^nn+++??+=plantain
or ^cc++++=or
yam ^nn+++??+=yam?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Raphael ^np++++=Raphael
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
placate ^nn+nom+++=placate
me ^pp1o+pp1+++=me
but ^cc++++=but
as ^cs+sub+++=as
if ^cs+cnd+++=if
nothing ^pn++++=nothing
serious ^jj++++=serious
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
burning ^vbg+++xvbgx+=burning
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
up ^rp++++=up
the ^ati++++=the
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
moved ^vbd+++xvbnx+=moved
away ^in+pl+++=away
from ^in"++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
too ^ql++++=too
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
veranda ^nn++++=veranda,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
rubber ^nn++++=rubber
slippers ^nns+nom+++=slippers
shifted ^vbd+++xvbn+=shifted
under ^in++++=under
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Unbalanced ^jj++++=Unbalanced,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
landed ^vbd+++xvbnx+=landed
on ^in++++=on
my ^pp$+pp1+++=my
hands ^nns++++=hands
and ^cc++++=and
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
startled ^xvbn+++xvbn+=startled
by ^in++++=by
the ^ati++++=the
force ^nn++++=force
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
tears ^nns++++=tears
coming ^vwbg+++xvbg+=coming
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
could ^md+pos+++=could
stop ^vb++++=stop
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Stiff ^jj++++=Stiff
with ^in++++=with
humiliation ^nn+nom+++=humiliation,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
parents ^nns++++=parents
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
" ^zz++++="Okenwa!"
okenwa ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stayed ^vbd+++xvbnx+=stayed
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
a ^at++++=a
stone ^nn++++=stone
sunk ^vbd+++xvbn+=sunk
in ^in++++=in
my ^pp$+pp1+++=my
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
" ^zz++++="Raphael
raphael ^np++++=EXTRAWORD
pushed ^vwbn+++xvbn+=pushed
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
parents ^nns++++=parents
said ^vbd+vpub++xvbn+=said
it ^pp3+it+++=it
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time,
, ^zz++++=EXTRAWORD
in ^in++++=in
English ^nn++++=English.
. ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
my ^pp$+pp1+++=my
father ^npt++++=father
turned ^vbd+++xvbn+=turned
to ^in++++=to
Raphael ^np++++=Raphael,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
my ^pp$+pp1+++=my
mother ^nn++++=mother
lunged ^vbd+++xvbn+=lunged
at ^in++++=at
him ^pp3o+pp3+++=him
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
slap ^vbi++++=slap
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
to ^to++++=to
go ^vbi++++=go
pack ^vb++++=pack
his ^pp$+pp3+++=his
things ^nns++++=things
and ^cc++++=and
leave ^nn++++=leave
immediately ^rb+cnj+++=immediately,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
spoken ^vprf+++xvbnx+=spoken.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
cut ^vprf+++xvbnx+=cut
into ^in++++=into
that ^dt+dem+++=that
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
an ^at++++=an
accident ^nn++++=accident.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
back ^rb+phrv+++=back
my ^pp$+pp1+++=my
lie ^nn++++=lie
and ^cc++++=and
left ^vbd+++xvbn+=left
my ^pp$+pp1+++=my
parents ^nns++++=parents
merely ^rb+down+++=merely
to ^in++++=to
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
