We ^pp1a+pp1+++=We,
clean ^jj++++=clean,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
warm ^vb++++=warm
his ^pp$+pp3+++=his
breakfast ^nn++++=breakfast-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
looks ^nns++++=looks!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
trim ^nn++++=trim
little ^ap++++=little
maid ^np++++=maid
brings ^vbz++++=brings
in ^rb+phrv+++=in
the ^ati++++=the
top ^nn++++=top-boots
- ^zz++++=EXTRAWORD
boots ^nns++++=EXTRAWORD
which ^whp+rel+subj++=which
horrify ^vb++++=horrify
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
B ^zz++++=B!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
snug ^jj++++=snug
dressing ^jj+++xvbg+=dressing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has,
, ^zz++++=EXTRAWORD
complete ^jj++++=complete
in ^in++++=in
all ^abn++++=all
its ^pp$+it+++=its
appointments ^nns+nom+++=appointments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
appears ^vbz+seem+++=appears
trying ^vbg+++xvbg+=trying
on ^in++++=on
the ^ati++++=the
delightful ^jj++++=delightful
hunting ^jj+++xvbg+=hunting-cap
- ^zz++++=EXTRAWORD
cap ^nn++++=EXTRAWORD
which ^whp+rel+obj++=which
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Briggs ^np++++=Briggs
flings ^nn++++=flings
into ^in++++=into
the ^ati++++=the
fire ^nn++++=fire!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
cosy ^jj++++=cosy
all ^rb++++=all
the ^ati++++=the
Briggs ^np++++=Briggs
party ^nn++++=party
seem ^vb+seem+++=seem
in ^in++++=in
their ^pp$+pp3+++=their
dining ^nvbg+++xvbg+=dining-room:
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
Briggs ^np++++=Briggs
reading ^vwbg+++xvbg+=reading
a ^at++++=a
Treatise ^nn++++=Treatise
on ^in++++=on
Dog ^nn++++=Dog-breaking
- ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=EXTRAWORD
by ^in++++=by
a ^at++++=a
lamp ^nn++++=lamp;
; ^zz++++=EXTRAWORD
Mamma ^npt++++=Mamma
and ^cc++++=and
Grannie ^np+++??+=Grannie
with ^in++++=with
their ^pp$+pp3+++=their
respective ^jj+atrb+++=respective
needleworks ^nns+++??+=needleworks;
; ^zz++++=EXTRAWORD
the ^ati++++=the
children ^nns++++=children
clustering ^vwbg+++xvbg+=clustering
round ^in++++=round
a ^at++++=a
great ^jj+atrb+++=great
book ^nn++++=book
of ^in++++=of
prints ^nns++++=prints--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
great ^jj+atrb+++=great
book ^nn++++=book
of ^in++++=of
prints ^nns++++=prints
such ^abl++++=such
as ^ql++++=as
this ^dt+dem+++=this
before ^in++++=before
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
at ^rb++++=at
this ^dt+dem+++=this
season ^nn++++=season,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
make ^vb++++=make
thousands ^cds++++=thousands
of ^in++++=of
children ^nns++++=children
happy ^jj++++=happy
by ^in++++=by
as ^in++++=as
many ^ap++++=many
firesides ^nns+++??+=firesides!
! ^zz++++=EXTRAWORD
The ^ati++++=The
inner ^jjb+atrb+++=inner
life ^nn++++=life
of ^in++++=of
all ^abn++++=all
these ^dt+dem+++=these
people ^nns++++=people
is ^vbz+bez+aux++=is
represented ^vpsv++agls+xvbnx+=represented:
: ^zz++++=EXTRAWORD
Leech ^np++++=Leech
draws ^vbz++++=draws
them ^pp3o+pp3+++=them
as ^in++++=as
naturally ^rb++++=naturally
as ^ql++++=as
Teniers ^nns+nom++??+=Teniers
depicts ^vbz++++=depicts
Dutch ^jj+atrb+++=Dutch
boors ^nns++++=boors,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Morland ^np++++=Morland
pigs ^nns++++=pigs
and ^cc++++=and
stables ^nns++++=stables.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
house ^nn++++=house
and ^cc++++=and
mine ^nn++++=mine:
: ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
everybody ^pn++++=everybody's
's ^vbz+bez+vrb++0=EXTRAWORD
family ^nn++++=family
circle ^nn++++=circle.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
boys ^nns++++=boys
coming ^vwbg+++xvbg+=coming
from ^in++++=from
school ^nn++++=school
give ^vb++++=give
themselves ^ppls+pp3+++=themselves
such ^abl++++=such
airs ^&fw++++=airs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
scapegraces ^nns+++??+=scapegraces!
! ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
girls ^nns++++=girls,
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
to ^in++++=to
parties ^nns++++=parties,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
so ^ql+emph+++=so
tricked ^jj+++xvbn+=tricked
out ^rp+pl+++=out
by ^in++++=by
fond ^jj+atrb+++=fond
mammas ^nns+++??+=mammas--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
social ^jj+atrb+++=social
history ^nn++++=history
of ^in++++=of
London ^np++++=London
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
nineteenth ^od++++=nineteenth
century ^nn++++=century.
. ^zz++++=EXTRAWORD
As ^ql++++=As
such ^abl++++=such,
, ^zz++++=EXTRAWORD
future ^jjb+atrb+++=future
students ^nns++++=students--lucky
-- ^--+clp+++=EXTRAWORD
lucky ^jj++++=EXTRAWORD
they ^pp3a+pp3+++=they
to ^to++++=to
have ^vbi++vrb++=have
a ^at++++=a
book ^nn++++=book
so ^rb+emph+++=so
pleasant ^jj++++=pleasant--will
-- ^--+clp+++=EXTRAWORD
will ^md+prd+++=EXTRAWORD
regard ^vb++++=regard
these ^dt+dem+++=these
pages ^nns++++=pages:
: ^zz++++=EXTRAWORD
even ^rb++++=even
the ^ati++++=the
mutations ^nns+nom+++=mutations
of ^in++++=of
fashion ^nn++++=fashion
they ^pp3a+pp3+++=they
may ^md+pos+++=may
follow ^vb+vprv+++=follow
here ^rn+pl+++=here
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
be ^vb+be+vrb++=be
so ^ql+emph+++=so
inclined ^jj+++xvbn+=inclined.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leech ^np++++=Leech
has ^vbz+hvz+vrb++=has
as ^ql++++=as
fine ^jj++++=fine
an ^at++++=an
eye ^nn++++=eye
for ^in++++=for
tailory ^nn++++=tailory
and ^cc++++=and
millinery ^nn+nom+++=millinery
as ^in++++=as
for ^in"++++=for
horse ^nn++++=horse-flesh.
- ^zz++++=EXTRAWORD
flesh ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
they ^pp3a+pp3+++=they
change ^vb++++=change
those ^dt+dem+++=those
cloaks ^nns+++??+=cloaks
and ^cc++++=and
bonnets ^nns+++??+=bonnets.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
we ^pp1a+pp1+++=we
have ^md"++pmd"++=have
to ^md+nec+++=to
pay ^vb++++=pay
milliners ^nns+nom+++=milliners'
' ^zz++++=EXTRAWORD
bills ^nns++++=bills
from ^in++++=from
year ^nn++++=year
to ^in++++=to
year ^nn++++=year!
! ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
are ^vb+ber+aux++=are
those ^dt+dem+++=those
prodigious ^jj+atrb+++=prodigious
chatelaines ^nns+++??+=chatelaines
of ^in++++=of
1850 ^cd+date+++=1850
which ^whp+rel+obj++=which
no ^at++++=no
lady ^npt++++=lady
could ^md+pos+++=could
be ^vb+be+vrb++=be
without ^in+strn+++=without?
? ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
those ^dt+dem+++=those
charming ^jj+atrb++xvbg+=charming
waistcoats ^nns+++??+=waistcoats,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
" ^zz++++="stunning"
stunning ^jj++++=EXTRAWORD
" ^zz++++=EXTRAWORD
waistcoats ^nns+++??+=waistcoats,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
our ^pp$+pp1+++=our
young ^jj+atrb+++=young
girls ^nns++++=girls
used ^md"++pmd"++=used
to ^to++++=to
wear ^vb++++=wear
a ^ap++++=a
few ^ap"++++=few
brief ^jj+atrb+++=brief
seasons ^nns++++=seasons
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+obj++=which
cause ^nn++++=cause
' ^zz++++='Gus,
gus ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
sweet ^jj++++=sweet
little ^ap++++=little
sketch ^nn++++=sketch
of ^in++++=of
" ^zz++++="La
la ^&fw++++=EXTRAWORD
Mode ^nn++++=Mode,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
to ^to++++=to
ask ^vbi++++=ask
Ellen ^np++++=Ellen
for ^in++++=for
her ^pp$+pp3+++=her
tailor ^nn++++=tailor's
's ^$++++=EXTRAWORD
address ^nns+nom+++=address.
. ^zz++++=EXTRAWORD
' ^zz++++='Gus
gus ^np++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
young ^jj+atrb+++=young
warrior ^nn++++=warrior
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
likely ^jj++++=likely
facing ^jj+++xvbg+=facing
the ^ati++++=the
enemy ^nn++++=enemy
at ^in++++=at
Inkerman ^np+nom++??+=Inkerman;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pretty ^jj+atrb+++=pretty
Ellen ^np++++=Ellen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
love ^nn++++=love
of ^in++++=of
a ^at++++=a
sister ^nn++++=sister
of ^in++++=of
hers ^pp$$++++=hers,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
married ^vpsv++agls+xvbnx+=married
and ^cc++++=and
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
superintending ^jj+atrb++xvbg+=superintending
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
delightful ^jj+atrb+++=delightful
nursery ^nn+nom+++=nursery
scenes ^nns++++=scenes
which ^whp+rel+obj++=which
our ^pp$+pp1+++=our
artist ^nn++++=artist
depicts ^vbz++++=depicts
with ^in++++=with
such ^abl++++=such
tender ^jj+atrb+++=tender
humor ^nn++++=humor.
. ^zz++++=EXTRAWORD
Fortunate ^jj+atrb+++=Fortunate
artist ^nn++++=artist,
, ^zz++++=EXTRAWORD
indeed ^rb++++=indeed!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+tht0++=see
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
bred ^vwbn+++xvbn+=bred
at ^rb++++=at
a ^at++++=a
good ^jj+atrb+++=good
public ^jj+atrb+++=public
school ^nn++++=school;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
ridden ^vprf+++xvbnx+=ridden
many ^ap++++=many
a ^at++++=a
good ^jj+atrb+++=good
horse ^nn++++=horse
in ^in++++=in
his ^pp$+pp3+++=his
day ^nn++++=day;
; ^zz++++=EXTRAWORD
paid ^j+++xvbn+=paid,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
purse ^nn++++=purse
for ^in++++=for
the ^ati++++=the
originals ^nns+nom+++=originals
of ^in++++=of
some ^dti++++=some
of ^in++++=of
those ^dt+dem+++=those
lovely ^jj+atrb+++=lovely
caps ^nns++++=caps
and ^cc++++=and
bonnets ^nns+++??+=bonnets;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
paternally ^rb++++=paternally
the ^ati++++=the
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
smiles ^vbz++++=smiles,
, ^zz++++=EXTRAWORD
frolics ^nns++++=frolics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slumbers ^nns+nom+++=slumbers
of ^in++++=of
his ^pp$+pp3+++=his
favorite ^jj++++=favorite
little ^ap++++=little
people ^nns++++=people.
. ^zz++++=EXTRAWORD
As ^ql++++=As
you ^pp2+pp2+++=you
look ^vb++++=look
at ^rb++++=at
the ^ati++++=the
drawings ^nns++++=drawings,
, ^zz++++=EXTRAWORD
secrets ^nns++++=secrets
come ^vb++++=come
out ^rb+phrv+++=out
of ^in+ppvb+++=of
them, ^nn+++??+=them,--private
-- ^--+clp+++=EXTRAWORD
private ^jj+atrb+++=EXTRAWORD
jokes ^nns++++=jokes,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+aux++=were,
, ^zz++++=EXTRAWORD
imparted ^xvbn+++xvbn+=imparted
to ^in++++=to
you ^pp2+pp2+++=you
by ^in++++=by
the ^ati++++=the
author ^nn++++=author
for ^in++++=for
your ^pp$+pp2+++=your
special ^jj+atrb+++=special
delectation ^nn+nom+++=delectation.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
remarkably ^rb+cnj+++=remarkably,
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leech ^np++++=Leech
observed ^vbd+vprv++xvbn+=observed
the ^ati++++=the
hair ^nn++++=hair-dressers
- ^zz++++=EXTRAWORD
dressers ^nns+nom+++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
present ^jj+atrb+++=present
age ^nn++++=age!
! ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^in++++=at
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Tongs ^np++++=Tongs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whom ^whp+wpor+++=whom
that ^dt+dem+++=that
hideous ^jj+atrb+++=hideous
old ^jj+atrb+++=old
bald ^jj+atrb+++=bald
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
ties ^nns++++=ties
on ^rp++++=on
her ^pp3o+pp3+++=her
bonnet ^nn++++=bonnet
at ^in++++=at
the ^ati++++=the
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
informs ^vbz++++=informs
that ^tht+vcmp+++=that
" ^zz++++="she
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
used ^vprf+++xvbnx+=used
the ^ati++++=the
whole ^jj+atrb+++=whole
bottle ^nn++++=bottle
of ^in++++=of
Balm ^np+++??+=Balm
of ^in++++=of
California ^np++++=California,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
hair ^nn++++=hair
comes ^vbz++++=comes
off ^in+pl+++=off
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
see ^vb+vprv+++=see
the ^ati++++=the
bear ^vb+vprv+++=bear's-grease
's-grease ^nn+++??+=EXTRAWORD
not ^xnot++not++=not
only ^rb+down+++=only
on ^in++++=on
Tongs ^np++++=Tongs's
's ^$++++=EXTRAWORD
head ^nn++++=head
but ^cc++++=but
on ^in++++=on
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
clapping ^vbg+++xvbgx+=clapping
clammily ^rb++++=clammily
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Remark ^nn++++=Remark
him ^pp3o+pp3+++=him
who ^whp+who+++=who
is ^vbz+bez+aux++=is
telling ^nvbg+++xvbg+=telling
his ^pp$+pp3+++=his
client ^nn++++=client
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
cholera ^nn+++??+=cholera
in ^in++++=in
the ^ati++++=the
hair ^nn++++=hair;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
that ^dt+dem+++=that
lucky ^jj+atrb+++=lucky
rogue ^nn++++=rogue
whom ^whp+rel+obj++=whom
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady
bids ^nns++++=bids
to ^to+ncmp+++=to
cut ^vbi++++=cut
off ^rb+phrv+++=off
" ^zz++++="a
a ^at++++=EXTRAWORD
long ^jj+atrb+++=long
thick ^jj+atrb+++=thick
piece" ^nn+++??+=piece"--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
somebody ^pn++++=somebody,
, ^zz++++=EXTRAWORD
doubtless ^rb++++=doubtless.
. ^zz++++=EXTRAWORD
All ^abn++++=All
these ^dt+dem+++=these
men ^nns++++=men
are ^vb+ber+vrb++=are
different ^jj+pred+++=different,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
delightfully ^rb++++=delightfully
natural ^jj++++=natural
and ^cc+phrs+++=and
absurd ^jj++++=absurd.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
hair ^vb++++=hair-dressing
- ^zz++++=EXTRAWORD
dressing ^nvbg+++xvbg+=EXTRAWORD
be ^vb+be+vrb++=be
an ^at++++=an
absurd ^jj+atrb+++=absurd
profession ^nn++++=profession?
? ^zz++++=EXTRAWORD
The ^ati++++=The
amateur ^nn++++=amateur
will ^md+prd+++=will
remark ^vb++++=remark
what ^wdt+who+++=what
an ^at++++=an
excellent ^jj+atrb+++=excellent
part ^nn++++=part
hands ^nns++++=hands
play ^nn++++=play
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leech ^np++++=Leech's
's ^$++++=EXTRAWORD
pieces ^nns++++=pieces:
: ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
admirable ^jj+atrb+++=admirable
actors ^nns++++=actors
use ^nn++++=use
them ^pp3o+pp3+++=them
with ^in++++=with
perfect ^jj+atrb+++=perfect
naturalness ^nns+nom+++=naturalness.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
Betty ^np++++=Betty,
, ^zz++++=EXTRAWORD
putting ^vbg+++xvbg+=putting
the ^ati++++=the
urn ^nn++++=urn
down ^in+strn+++=down;
; ^zz++++=EXTRAWORD
at ^rb++++=at
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
laying ^nvbg+++xvbg+=laying
her ^pp3o+pp3+++=her
hands ^nns++++=hands
on ^in++++=on
the ^ati++++=the
kitchen ^nn++++=kitchen
table ^nn++++=table,
, ^zz++++=EXTRAWORD
whilst ^cs+sub+++=whilst
her ^pp$+pp3+++=her
policeman ^nn+nom+++=policeman
grumbles ^nns++++=grumbles
at ^in++++=at
the ^ati++++=the
cold ^jj+atrb+++=cold
meat ^nn++++=meat.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
cook ^nn++++=cook's
's ^$++++=EXTRAWORD
and ^cc++++=and
housemaid ^nn++++=housemaid's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
without ^in++++=without
mistake ^nn++++=mistake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
without ^in++++=without
a ^at++++=a
certain ^jj+atrb+++=certain
beauty ^nn++++=beauty
too ^rb++++=too.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bald ^jj+atrb+++=bald
old ^jj+atrb+++=old
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+aux++=is
tying ^vbg+++xvbgx+=tying
her ^pp$+pp3+++=her
bonnet ^nn++++=bonnet
at ^in++++=at
Tongs ^np+++??+=Tongs's,
's, ^nn+++??+=EXTRAWORD
has ^vbz+hvz+vrb++=has
hands ^nns++++=hands
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
are ^vb+ber+aux++=are
trembling ^nvbg+++xvbg+=trembling.
. ^zz++++=EXTRAWORD
Watch ^vb++++=Watch
the ^ati++++=the
fingers ^nns+nom+++=fingers
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
old ^jj+atrb+++=old
harridans ^nns+nom+++=harridans
who ^whp+rel+subj++=who
are ^vb+ber+aux++=are
talking ^vbg+++xvbgx+=talking
scandal ^nn++++=scandal:
: ^zz++++=EXTRAWORD
for ^in++++=for
what ^wdt+who+++=what
long ^jj+atrb+++=long
years ^nns++++=years
past ^jjb++++=past
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
pointed ^vprf+++xvbnx+=pointed
out ^rp+pl+++=out
holes ^nns++++=holes
in ^in++++=in
their ^pp$+pp3+++=their
neighbors ^nns++++=neighbors'
' ^zz++++=EXTRAWORD
dresses ^nns+nom+++=dresses
and ^cc++++=and
mud ^nn++++=mud
on ^in++++=on
their ^pp$+pp3+++=their
flounces ^nns+++??+=flounces.
. ^zz++++=EXTRAWORD
" ^zz++++="Here's
here ^rn+pl+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
a ^at++++=a
go ^vb++++=go!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
lost ^vprf+++xvbnx+=lost
my ^pp$+pp1+++=my
diamond ^nn++++=diamond
ring ^nn++++=ring."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
dustman ^nn++++=dustman
utters ^nn++++=utters
this ^dt+dem+++=this
pathetic ^jj+atrb+++=pathetic
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looks ^nns++++=looks
at ^rb++++=at
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
burst ^vbd+++xvbn+=burst
out ^rp+pl+++=out
laughing ^nvbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
are ^vb+ber+vrb++=are
among ^in++++=among
the ^ati++++=the
little ^ap++++=little
points ^nns++++=points
of ^in++++=of
humor ^nn++++=humor.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
could ^md+pos+++=could
indicate ^nn+nom+++=indicate
hundreds ^cds++++=hundreds
of ^in++++=of
such ^abl++++=such
as ^ql++++=as
one ^cd1++++=one
turns ^vbz++++=turns
over ^in++++=over
the ^ati++++=the
pleasant ^jj+atrb+++=pleasant
pages ^nns++++=pages.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^rb++++=a
little ^rb"++++=little
snob ^jj+++??+=snob
or ^cc++++=or
gent ^nn++++=gent,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
we ^pp1a+pp1+++=we
all ^rb++++=all
of ^in++++=of
us ^pp1o+pp1+++=us
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
wears ^vbz++++=wears
little ^jj+atrb+++=little
tufts ^nns++++=tufts
on ^in++++=on
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
outrageous ^jj+atrb+++=outrageous
pins ^nns++++=pins
and ^cc++++=and
pantaloons ^nns++++=pantaloons,
, ^zz++++=EXTRAWORD
smokes ^vbz++++=smokes
cigars ^nns++++=cigars
on ^in++++=on
tobacconists ^nns+nom+++=tobacconists'
' ^zz++++=EXTRAWORD
counters ^nns+nom+++=counters,
, ^zz++++=EXTRAWORD
sucks ^nns+++??+=sucks
his ^pp$+pp3+++=his
cane ^nn++++=cane
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
struts ^nns++++=struts
about ^in++++=about
with ^in++++=with
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Snob ^np++++=Snob
and ^cc++++=and
the ^ati++++=the
baby ^nn++++=baby
( ^zz++++=(Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
S ^zz++++=S.
. ^zz++++=EXTRAWORD
an ^at++++=an
immense ^jj+atrb+++=immense
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
Snob ^np+++??+=Snob
nevertheless ^rb+cnj+++=nevertheless
bullies ^nns++++=bullies),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
a ^at++++=a
favorite ^jj+atrb+++=favorite
abomination ^nn+nom+++=abomination
of ^in++++=of
Leech ^np++++=Leech,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pursued ^vpsv++by+xvbn+=pursued
by ^in++++=by
that ^dt+dem+++=that
savage ^jj+atrb+++=savage
humorist ^nn+nom+++=humorist
into ^in++++=into
a ^at++++=a
thousand ^cd++++=thousand
of ^in++++=of
his ^pp$+pp3+++=his
haunts ^nns++++=haunts.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
choosing ^jj+atrb++xvbg+=choosing
waistcoats ^nns+++??+=waistcoats
at ^rb++++=at
the ^ati++++=the
tailor ^nn++++=tailor's--such
's--such ^nn+++??+=EXTRAWORD
waistcoats ^nns+++??+=waistcoats!
! ^zz++++=EXTRAWORD
Yonder ^np+++??+=Yonder
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
giving ^vbg+++xvbgx+=giving
a ^at++++=a
shilling ^nn+nom+++=shilling
to ^in++++=to
the ^ati++++=the
sweeper ^jjr++++=sweeper
who ^whp+who+++=who
calls ^nns++++=calls
him ^pp3o+pp3+++=him
" ^zz++++="Capting;"
capting ^jj+++xvbg+=EXTRAWORD
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
now ^rn+tm+++=now
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
offering ^vbg+++xvbgx+=offering
a ^at++++=a
paletot ^nn+++??+=paletot
to ^in++++=to
a ^at++++=a
huge ^jj++++=huge
giant ^jjb++++=giant
who ^whp+who+++=who
is ^vbz+bez+aux++=is
going ^vbg+++xvbgx+=going
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
