Poor ^jj+atrb+++=POOR
hope ^nn++++=hope
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
not ^xnot++not++=not
on ^in++++=on
your ^pp$+pp2+++=your
drawing ^nvbg+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
suit ^nn++++=suit?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
be ^vb+be+vrb++=be
well ^rb++++=well
worth ^nn++++=worth
your ^pp$+pp2+++=your
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
noble ^jj++++=noble
a ^at++++=a
charity ^nn+nom+++=charity
does ^vbz+doz+aux++=does
not ^xnot++not++=not
often ^rb++++=often
offer ^vb++++=offer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
one ^pn++++=one
following ^vbg+++xvbg+=following
the ^ati++++=the
annual ^jj+atrb+++=annual
banquet ^nn++++=banquet
of ^in++++=of
Lord ^npt++++=Lord
Mayor ^np++++=Mayor's
's ^$++++=EXTRAWORD
day ^nn++++=day
fine ^jj++++=fine
a ^at++++=a
charity ^nn+nom+++=charity
as ^ql++++=as
that ^cs+sub+++=that
certainly ^rb++++=certainly
is ^vbz+bez+aux++=is
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
mentioned ^vpsv++agls+xvbnx+=mentioned
with ^in++++=with
what ^wdt+who+++=what
will ^md+prd+++=will
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
to ^to+vcmp+++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
ay ^uh++++=ay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
a ^at++++=a
basement ^nn+nom+++=basement
door ^nn++++=door
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance
was ^vbd+bedz+aux++=was
thrown ^vpsv++agls+xvbnx+=thrown
open ^jj++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
squalid ^jj+atrb+++=squalid
mass ^nn++++=mass
made ^vbd+++xvbn+=made
a ^at++++=a
rush ^nn++++=rush
for ^in++++=for
the ^ati++++=the
dark ^jj+atrb+++=dark
vault ^nn++++=vault
beyond ^in+strn+++=beyond.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
nodded ^vbd+++xvbnx+=nodded
to ^in++++=to
my ^pp$+pp1+++=my
guide ^nn++++=guide,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sideways ^jjb++++=sideways
we ^pp1a+pp1+++=we
joined ^vbd+++xvbn+=joined
in ^in++++=in
with ^in++++=with
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Ere ^np+++??+=Ere
long ^rb++++=long
we ^pp1a+pp1+++=we
found ^vbd+vprv+tht0+xvbn+=found
our ^pp$+pp1+++=our
retreat ^vb++++=retreat
cut ^vbd+++xvbn+=cut
off ^rb+phrv+++=off
by ^in++++=by
the ^ati++++=the
yelping ^jj+atrb++xvbg+=yelping
crowd ^nn++++=crowd
behind ^in+strn+++=behind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
but ^cc++++=but
congratulate ^nn+nom+++=congratulate
myself ^ppl+pp1+++=myself
on ^in++++=on
having ^xvbg+++xvbg+=having
a ^at++++=a
civic ^jj++++=civic,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
civil ^jj++++=civil
guide ^vb++++=guide
; ^zz++++=;
one ^pn++++=one,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
uniform ^jj++++=uniform
made ^vwbn+++xvbn+=made
evident ^jj++++=evident
his ^pp$+pp3+++=his
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
the ^ati++++=the
same ^ap++++=same
as ^cs+sub+++=as
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
were ^vbd+bed+aux++=were
pressed ^vpsv++by+xvbnx+=pressed
by ^in++++=by
a ^at++++=a
mob ^nn++++=mob
of ^in++++=of
cannibals ^nns+nom+++=cannibals
on ^in++++=on
some ^dti++++=some
pagan ^jj+atrb+++=pagan
beach ^npl++++=beach.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beings ^nns++++=beings
round ^rp++++=round
me ^pp1o+pp1+++=me
roared ^vbd+++xvbn+=roared
with ^in++++=with
famine ^nn++++=famine.
. ^zz++++=EXTRAWORD
For ^in++++=For
in ^in++++=in
this ^dt+dem+++=this
mighty ^ql++++=mighty
London ^np++++=London
misery ^nn++++=misery
but ^cc++++=but
maddens ^nns+++??+=maddens.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
country ^nn++++=country
it ^pp3+it+++=it
softens ^vbz+++??+=softens.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
gazed ^vbd+++xvbnx+=gazed
on ^in++++=on
the ^ati++++=the
meagre ^jj+atrb+++=meagre,
, ^zz++++=EXTRAWORD
murderous ^jj+atrb+++=murderous
pack ^nn++++=pack,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
the ^ati++++=the
blue ^jj+atrb+++=blue
eye ^nn++++=eye
of ^in++++=of
the ^ati++++=the
gentle ^jj+atrb+++=gentle
wife ^nn++++=wife
of ^in++++=of
poor ^jj+atrb+++=poor
Coulter ^np+++??+=Coulter.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
sort ^nn++++=sort
of ^in++++=of
curved ^jj+atrb+++=curved,
, ^zz++++=EXTRAWORD
glittering ^jj+atrb+++=glittering
steel ^nn++++=steel
thing ^nn++++=thing
( ^zz++++=(not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
sword ^nn++++=sword;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
what ^wdt+who+++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was)
) ^zz++++=EXTRAWORD
, ^zz++++=,
before ^in++++=before
worn ^nn++++=worn
in ^in++++=in
his ^pp$+pp3+++=his
belt ^nn++++=belt,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
flourished ^vpsv++agls+xvbnx+=flourished
overhead ^jjb++++=overhead
by ^in++++=by
my ^pp$+pp1+++=my
guide ^nn++++=guide,
, ^zz++++=EXTRAWORD
menacing ^jj++++=menacing
the ^ati++++=the
creatures ^nns++++=creatures
to ^in++++=to
forbear ^nn+++??+=forbear
offering ^vwbg+++xvbg+=offering
the ^ati++++=the
stranger ^jjr+atrb+++=stranger
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
As ^ql++++=As
we ^pp1a+pp1+++=we
drove ^vbd+++xvbn+=drove,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow
and ^cc++++=and
wedge ^nn++++=wedge-like,
- ^zz++++=EXTRAWORD
like ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
gloomy ^jj+atrb+++=gloomy
vault ^nn++++=vault,
, ^zz++++=EXTRAWORD
the ^ati++++=the
howls ^nns++++=howls
of ^in++++=of
the ^ati++++=the
mass ^nn++++=mass
reverberated ^jj++++=reverberated.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
seemed ^vbd+seem++xvbnx+=seemed
seething ^jj++++=seething
in ^in++++=in
the ^ati++++=the
Pit ^nn++++=Pit
with ^in++++=with
the ^ati++++=the
Lost ^nn++++=Lost.
. ^zz++++=EXTRAWORD
On ^in++++=On
and ^cc++++=and
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
dark ^jj++++=dark
and ^cc++++=and
damp ^nn++++=damp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
up ^rp++++=up
a ^at++++=a
stone ^nn++++=stone
stairway ^nn++++=stairway
to ^in++++=to
a ^at++++=a
wide ^jj+atrb+++=wide
portal ^nn++++=portal
; ^zz++++=;
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
diffusing ^vbg+++xvbg+=diffusing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pestiferous ^jj+atrb+++=pestiferous
mob ^nn++++=mob
poured ^vbd+++xvbn+=poured
in ^in++++=in
bright ^jj+atrb+++=bright
day ^nn++++=day
between ^in++++=between
painted ^xvbn+++xvbn+=painted
walls ^nns++++=walls
and ^cc++++=and
beneath ^in+pl+++=beneath
a ^at++++=a
painted ^jj+atrb++xvbn+=painted
dome ^nn++++=dome.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
the ^ati++++=the
anarchic ^jj+atrb+++=anarchic
sack ^nn++++=sack
of ^in++++=of
Versailles ^np++++=Versailles.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
moments ^nns+nom+++=moments
more ^rbr++++=more
and ^cc++++=and
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
bewildered ^vbd+++xvbn+=bewildered
among ^in++++=among
the ^ati++++=the
beggars ^nns++++=beggars
in ^in++++=in
the ^ati++++=the
famous ^jj+atrb+++=famous
Guildhall ^np+++??+=Guildhall.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
where ^wrb+who+++=where
the ^ati++++=the
thronged ^jj+atrb++xvbn+=thronged
rabble ^nn++++=rabble
stood ^vbd+++xvbn+=stood,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
than ^in++++=than
twelve ^cd++++=twelve
hours ^nns++++=hours
before ^cs+sub+++=before
sat ^vbd+++xvbn+=sat
His ^pp$+pp3+++=His
Imperial ^jj+atrb+++=Imperial
Majesty ^nn++++=Majesty,
, ^zz++++=EXTRAWORD
Alexander ^np+nom+++=Alexander
of ^in++++=of
Russia ^np++++=Russia;
; ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
Royal ^jj+atrb+++=Royal
Majesty ^nn++++=Majesty,
, ^zz++++=EXTRAWORD
Frederick ^np++++=Frederick
William ^np++++=William,
, ^zz++++=EXTRAWORD
King ^npt++++=King
of ^in++++=of
Prussia ^np++++=Prussia;
; ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
Royal ^jj+atrb+++=Royal
Highness ^nns+nom+++=Highness,
, ^zz++++=EXTRAWORD
George ^np++++=George,
, ^zz++++=EXTRAWORD
Prince ^npt++++=Prince
Regent ^npt++++=Regent
of ^in++++=of
England ^np++++=England;
; ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
world ^nn++++=world-renowned
- ^zz++++=EXTRAWORD
renowned ^jj+atrb+++=EXTRAWORD
Grace ^nn++++=Grace,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Duke ^nn++++=Duke
of ^in++++=of
Wellington ^np++++=Wellington
; ^zz++++=;
with ^in++++=with
a ^at++++=a
mob ^nn++++=mob
of ^in++++=of
magnificoes ^nns+++??+=magnificoes,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
up ^rp++++=up
of ^in++++=of
conquering ^xvbg+++xvbg+=conquering
field ^nn++++=field
marshals ^nns+nom+++=marshals,
, ^zz++++=EXTRAWORD
earls ^nns+++??+=earls,
, ^zz++++=EXTRAWORD
counts ^vbz++++=counts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
innumerable ^jj++++=innumerable
other ^ap++++=other
nobles ^nns++++=nobles
of ^in++++=of
mark ^nn++++=mark.
. ^zz++++=EXTRAWORD
The ^ati++++=The
walls ^nns++++=walls
swept ^vwbn+++xvbn+=swept
to ^to++++=to
and ^cc++++=and
fro ^rb+cnj+++=fro,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
foliage ^nn+nom+++=foliage
of ^in++++=of
a ^at++++=a
forest ^nn++++=forest
with ^in++++=with
blazonings ^nns+++??+=blazonings
of ^in++++=of
conquerors ^nns++++=conquerors'
' ^zz++++=EXTRAWORD
flags ^nns++++=flags.
. ^zz++++=EXTRAWORD
Naught ^np+++??+=Naught
outside ^jjb++++=outside
the ^ati++++=the
hall ^nn++++=hall
was ^vbd+bedz+vrb++=was
visible ^jj+pred+++=visible.
. ^zz++++=EXTRAWORD
No ^at++++=No
windows ^nns++++=windows
were ^vbd+bed+vrb++=were
within ^in++++=within
four ^cd++++=four-and-twenty
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
twenty ^cd++++=EXTRAWORD
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Cut ^j+++xvbn+=Cut
off ^in+pl+++=off
from ^in++++=from
all ^abn++++=all
other ^ap++++=other
sights ^nns++++=sights,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
hemmed ^vpsv++agls+xvbnx+=hemmed
in ^in++++=in
by ^in++++=by
one ^cd1++++=one
splendid ^jj+atrb+++=splendid
spectacle ^nn++++=spectacle
splendid ^jj++++=splendid,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
everywhere ^rb+cnj+++=everywhere,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
the ^ati++++=the
eye ^nn++++=eye
fell ^vbd+++xvbn+=fell
toward ^in++++=toward
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
foul ^jj+pred+++=foul
as ^ql++++=as
a ^at++++=a
hovel ^nn+++??+=hovel's
's ^vbz+bez+vrb++0=EXTRAWORD
as ^in++++=as
a ^at++++=a
kennel ^nn++++=kennel's
's ^$++++=EXTRAWORD
; ^zz++++=;
the ^ati++++=the
naked ^jj+atrb+++=naked
boards ^nns++++=boards
being ^xvbg+++xvbg+=being
strewed ^vbd+++xvbn+=strewed
with ^in++++=with
the ^ati++++=the
smaller ^jjr++++=smaller
and ^cc++++=and
more ^rbr++++=more
wasteful ^jj+atrb+++=wasteful
fragments ^nns+nom+++=fragments
of ^in++++=of
the ^ati++++=the
feast ^nn++++=feast,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
two ^cd++++=two
long ^rb++++=long
parallel ^nn++++=parallel
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
of ^in++++=of
now ^rn+tm+++=now
unrobed ^jj+++xvbn+=unrobed,
, ^zz++++=EXTRAWORD
shabby ^jj+atrb+++=shabby,
, ^zz++++=EXTRAWORD
dirty ^jj+atrb+++=dirty
pine ^nn++++=pine-tables
- ^zz++++=EXTRAWORD
tables ^nns++++=EXTRAWORD
were ^vbd+bed+aux++=were
piled ^vpsv++agls+xvbnx+=piled
with ^in++++=with
less ^rbr++++=less
trampled ^xvbn+++xvbn+=trampled
wrecks ^nns++++=wrecks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dyed ^jj+atrb++xvbn+=dyed
banners ^nns+nom+++=banners
were ^vbd+bed+vrb++=were
in ^in++++=in
keeping ^xvbg+++xvbg+=keeping
with ^in++++=with
the ^ati++++=the
last ^jj+atrb+++=last
night ^nn++++=night's
's ^$++++=EXTRAWORD
kings ^nns++++=kings
: ^zz++++=:
the ^ati++++=the
floor ^nn++++=floor
suited ^vwbn+++xvbn+=suited
the ^ati++++=the
beggars ^nns++++=beggars
of ^in++++=of
to ^to++++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
banners ^nns+nom+++=banners
looked ^vbd+++xvbn+=looked
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor
as ^in++++=as
from ^in"++++=from
his ^pp$+pp3+++=his
balcony ^nn++++=balcony
Dives ^nns++++=Dives
upon ^in++++=upon
Lazarus ^np+++??+=Lazarus.
. ^zz++++=EXTRAWORD
A ^at++++=A
line ^nn++++=line
of ^in++++=of
liveried ^jj+atrb++xvbn+=liveried
men ^nns++++=men
kept ^vbd+++xvbn+=kept
back ^rb+phrv+++=back
with ^in++++=with
their ^pp$+pp3+++=their
staves ^nns++++=staves
the ^ati++++=the
impatient ^jj+atrb+++=impatient
jam ^nn++++=jam
of ^in++++=of
the ^ati++++=the
mob ^nn++++=mob,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
otherwise ^rb+cnj+++=otherwise,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
instantaneously ^rb++splt++=instantaneously
converted ^vprf+++xvbnx+=converted
the ^ati++++=the
Charity ^nn+nom+++=Charity
into ^in++++=into
a ^at++++=a
Pillage ^np+nom++??+=Pillage.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
body ^nn++++=body
of ^in++++=of
gowned ^jj+atrb++xvbn+=gowned
and ^cc+phrs+++=and
gilded ^jj+atrb++xvbn+=gilded
officials ^nns+nom+++=officials
distributed ^vwbn+++xvbn+=distributed
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
meats ^nns++++=meats
the ^ati++++=the
cold ^jj+atrb+++=cold
victuals ^nns+nom+++=victuals
and ^cc++++=and
crumbs ^nns++++=crumbs
of ^in++++=of
kings ^nns++++=kings.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
after ^cs+sub+++=after
another ^ppls++++=another
the ^ati++++=the
beggars ^nns++++=beggars
held ^vbd+vprv++xvbn+=held
up ^rp++++=up
their ^pp$+pp3+++=their
dirty ^jj+atrb+++=dirty
blue ^nn++++=blue
tickets ^nns++++=tickets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
served ^vpsv++agls+xvbnx+=served
with ^in++++=with
the ^ati++++=the
plundered ^vprf+++xvbn+=plundered
wreck ^nn++++=wreck
of ^in++++=of
a ^at++++=a
pheasant ^nn+nom+++=pheasant,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
rim ^nn++++=rim
of ^in++++=of
a ^at++++=a
pasty ^nn+++??+=pasty
like ^in++++=like
the ^ati++++=the
detached ^jj+atrb++xvbn+=detached
crown ^nn++++=crown
of ^in++++=of
an ^at++++=an
old ^jj+atrb+++=old
hat ^nn++++=hat
the ^ati++++=the
solids ^nns++++=solids
and ^cc++++=and
meats ^nns++++=meats
stolen ^vbd+++xvbn+=stolen
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
noble ^jj+atrb+++=noble
charity ^nn+nom+++=charity,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
my ^pp$+pp1+++=my
guide ^nn++++=guide.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
that ^tht+vcmp+++=that
pasty ^nn+++??+=pasty
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
snatched ^xvbn+++xvbn+=snatched
by ^in++++=by
that ^dt+dem+++=that
pale ^nn++++=pale
girl ^nn++++=girl
; ^zz++++=;
I ^pp1a+pp1+++=I
dare ^vb++++=dare
say ^vb+vpub+++=say
the ^ati++++=the
Emperor ^nn++++=Emperor
of ^in++++=of
Russia ^np++++=Russia
ate ^vbd+++xvbn+=ate
of ^in++++=of
that ^dt+dem+++=that
last ^rb++++=last
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
probably ^rb+cnj+++=probably,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
I ^pp1a+pp1+++=I
; ^zz++++=;
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
looks ^vbz++++=looks
as ^cs+sub+++=as
though ^cs+sub+++=though
some ^dti++++=some
omnivorous ^jj+atrb+++=omnivorous
emperor ^nn++++=emperor
or ^cc++++=or
other ^ap++++=other
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
a ^at++++=a
finger ^nn++++=finger
in ^cs+sub+++=in
that ^cs"++++=that
pie ^nn++++=pie."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
see ^vb+vprv+++=see
yon ^jj+atrb++??+=yon
pheasant ^nn+nom+++=pheasant
too ^ql++++=too
there ^rn+pl+++=there
that ^cs+sub+++=that
one ^cd1++++=one
the ^ati++++=the
boy ^nn++++=boy
in ^in++++=in
the ^ati++++=the
torn ^jj+atrb++xvbn+=torn
shirt ^nn++++=shirt
has ^vbz+hvz+aux++=has
it ^pp3+it+++=it
now ^rn+tm+++=now
look ^vb++++=look
! ^zz++++=!
The ^ati++++=The
Prince ^npt++++=Prince
Regent ^npt++++=Regent
might ^md+pos+++=might
have ^vb+hv+aux++=have
dined ^vprf+++xvbnx+=dined
off ^in+pl+++=off
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
breasts ^nns++++=breasts
were ^vbd+bed+aux++=were
gouged ^vpsv++agls+xvbnx+=gouged
ruthlessly ^rb++++=ruthlessly
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
exposing ^vbg+++xvbg+=exposing
the ^ati++++=the
bare ^jj+atrb+++=bare
bones ^nns++++=bones,
, ^zz++++=EXTRAWORD
embellished ^j+++xvbn+=embellished
with ^in++++=with
the ^ati++++=the
untouched ^jj+atrb+++=untouched
pinions ^nns+++??+=pinions
and ^cc++++=and
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
knows ^vbz+vprv+++=knows!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
guide ^nn++++=guide,
, ^zz++++=EXTRAWORD
" ^zz++++="his
his ^pp$+pp3+++=EXTRAWORD
Royal ^jj+atrb+++=Royal
Highness ^nns+nom+++=Highness
the ^ati++++=the
Prince ^npt++++=Prince
Regent ^npt++++=Regent
might ^md+pos+++=might
have ^vb+hv+aux++=have
eaten ^vprf+++xvbnx+=eaten
of ^in++++=of
that ^dt+dem+++=that
identical ^jj+atrb+++=identical
pheasant ^nn+nom+++=pheasant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
doubt ^vb++++=doubt
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
be ^vbi++vrb++=be
uncommonly ^rb++++=uncommonly
fond ^jj+pred+++=fond
of ^in++++=of
the ^ati++++=the
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
where ^wrb+who+whq++=where
is ^vbz+bez+aux++=is
Napoleon ^np++++=Napoleon's
's ^$++++=EXTRAWORD
head ^nn++++=head
in ^in++++=in
a ^at++++=a
charger ^jjr++++=charger?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
fancy ^vb++++=fancy
that ^tht+vcmp+++=that
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbn+=been
the ^ati++++=the
principal ^jjb+atrb+++=principal
dish ^nn++++=dish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
merry ^jj+pred+++=merry.
. ^zz++++=EXTRAWORD
Sir ^npt++++=Sir,
, ^zz++++=EXTRAWORD
even ^rb++++=even
Cossacks ^np+++??+=Cossacks
are ^vb+ber+vrb++=are
charitable ^jj+pred+++=charitable
here ^rn+pl+++=here
in ^in++++=in
Guildhall ^np+++??+=Guildhall.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look!
! ^zz++++=EXTRAWORD
the ^ati++++=the
famous ^jj+atrb+++=famous
Platoff ^np+++??+=Platoff,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Hetman ^np+++??+=Hetman
himself ^ppl+pp3+++=himself
( ^zz++++=(he
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
last ^jj+atrb+++=last
night ^nn++++=night
with ^in++++=with
the ^ati++++=the
rest ^nn++++=rest)
) ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt
he ^pp3a+pp3+++=he
thrust ^vbd+++xvbnx+=thrust
a ^at++++=a
lance ^np++++=lance
into ^in++++=into
yon ^nn+++??+=yon
pork ^nn++++=pork-pie
- ^zz++++=EXTRAWORD
pie ^nn++++=EXTRAWORD
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
! ^zz++++=!
the ^ati++++=the
old ^jj+atrb+++=old
shirtless ^jj+atrb+++=shirtless
man ^nn++++=man
has ^vbz+hvz+vrb++=has
it ^pp3+it+++=it
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
he ^pp3a+pp3+++=he
licks ^nns+++??+=licks
his ^pp$+pp3+++=his
chops ^nns++++=chops
over ^in++++=over
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
little ^ap++++=little
thinking ^jj+++xvbg+=thinking
of ^in++++=of
or ^cc++++=or
thanking ^vbg+++xvbg+=thanking
the ^ati++++=the
good ^jj++++=good,
, ^zz++++=EXTRAWORD
kind ^nn++++=kind
Cossack ^np+++??+=Cossack
that ^tht+rel+subj++=that
left ^vprf+++xvbn+=left
it ^pp3+it+++=it
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
Ah ^uh++++=Ah!
! ^zz++++=EXTRAWORD
another ^dt++++=another
a ^at++++=a
stouter ^jjr++++=stouter
has ^vbz+hvz+aux++=has
grabbed ^vprf+++xvbnx+=grabbed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
falls ^vbz++++=falls
; ^zz++++=;
bless ^vb++++=bless
my ^pp$+pp1+++=my
soul ^nn++++=soul!
