Philo ^np+++??+=Philo
like ^in++++=EXTRAWORD
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
paper ^nn++++=paper-hanger
- ^zz++++=EXTRAWORD
hanger ^nn++++=EXTRAWORD
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
was ^vbd+bedz+vrb++=was
severe ^jj+pred+++=severe.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
relentless ^jj+pred+++=relentless
in ^in++++=in
its ^pp$+it+++=its
sternness ^nns+nom+++=sternness.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
dollars ^nns++++=dollars
was ^vbd+bedz+vrb++=was
little ^ap++++=little
enough ^qlp++++=enough
to ^to++++=to
ask ^vbi++++=ask
for ^in+ppvb+++=for
two ^cd++++=two
nights ^nns++++=nights
of ^in++++=of
first ^od++++=first-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
Correspondence ^nn+nom+++=Correspondence
School ^nn++++=School
detective ^nn++++=detective
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Rather ^rb+cnj+++=Rather
than ^in++++=than
take ^vb++++=take
less ^ql++++=less
he ^pp3a+pp3+++=he
would ^md+prd+++=would
lead ^vb++++=lead
the ^ati++++=the
chicken ^nn++++=chicken
thief ^nn++++=thief
to ^in++++=to
jail ^nn++++=jail.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Wixy ^np+++??+=Wixy,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
third ^nn++++=third,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
Chicken ^np++++=Chicken's
's ^$++++=EXTRAWORD
third ^rb+cnj+++=third,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
proceeds ^nn++++=proceeds
of ^in++++=of
the ^ati++++=the
criminal ^jj+atrb+++=criminal
job ^nn++++=job
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
led ^vprf+++xvbnx+=led
to ^in++++=to
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
the ^ati++++=the
Chicken ^nn++++=Chicken,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
the ^ati++++=the
relentlessness ^nns+nom+++=relentlessness
of ^in++++=of
Mother ^nn++++=Mother
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
female ^nn++++=female
Fagin ^np+++??+=Fagin
of ^in++++=of
Chicago ^np++++=Chicago,
, ^zz++++=EXTRAWORD
considered ^vpbn+vprv++xvbn+=considered
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+aux++=be
doing ^vbg+++xvbgx+=doing
well ^jj+pred+++=well
to ^in++++=to
purchase ^nn++++=purchase
his ^pp$+pp3+++=his
freedom ^nn+nom+++=freedom
for ^in++++=for
five ^cd++++=five
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,
, ^zz++++=EXTRAWORD
pal ^nn++++=pal,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
suddenly ^rb++++=suddenly.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
bet ^nn+++xvbn+=bet.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slipped ^vbd+++xvbnx+=slipped
his ^pp$+pp3+++=his
hand ^nn++++=hand
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
and ^cc++++=and
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out
a ^at++++=a
great ^jj+atrb+++=great
roll ^nn++++=roll
of ^in++++=of
money ^nn++++=money.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
muzzle ^nn++++=muzzle
of ^in++++=of
Philo ^np+++??+=Philo
Gubb ^np++++=Gubb's
's ^$++++=EXTRAWORD
pistol ^nn++++=pistol
hovering ^vwbg+++xvbg+=hovering
just ^rb+emph+++=just
out ^rp+pl+++=out
of ^in++++=of
reach ^vb++++=reach
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
counted ^vbd+++xvbnx+=counted
out ^rp+pl+++=out
five ^cd++++=five
crisp ^jj+atrb+++=crisp
one ^cd1++++=one
hundred ^cd++++=hundred
dollar ^nn++++=dollar
bills ^nns++++=bills.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
held ^vbd+vprv++xvbnx+=held
them ^pp3o+pp3+++=them
out ^rp+pl+++=out
with ^in++++=with
a ^at++++=a
sickly ^jj+atrb+++=sickly
grin ^nn++++=grin.
. ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
took ^vbd+++xvbn+=took
them ^pp3o+pp3+++=them
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
puzzled ^j+++xvbn+=puzzled.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
this ^dt+dem+++=this
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Wixy ^np+++??+=Wixy
suddenly ^rb++++=suddenly
blazed ^vbd+++xvbn+=blazed
forth ^rp++++=forth
in ^in++++=in
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
any ^dti++++=any
of ^in++++=of
that ^dt+pdem+++=that!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
bargain ^nn++++=bargain
is ^vbz+bez+vrb++=is
a ^at++++=a
bargain ^nn++++=bargain.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
come ^vb++++=come
a ^at++++=a-pretendin'
- ^zz++++=EXTRAWORD
pretendin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
take ^vb++++=take
five ^cd++++=five
hundred ^cd++++=hundred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
try ^vb++++=try
to ^to+vcmp+++=to
get ^vbi++++=get
more ^rbr++++=more
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
no ^at++++=no
more ^ql++++=more--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
wo ^&fw++++=won't!
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
jug ^vb++++=jug
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
prove ^vb+vprv+++=prove
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
on ^in++++=on
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
the ^ati++++=the
Chicken ^nn++++=Chicken?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
have ^vbi++vrb++=have
the ^ati++++=the
corpus ^nn++++=corpus
what ^wdt+who+++=what-you-call-it,
- ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
- ^zz++++=EXTRAWORD
call ^vb++++=EXTRAWORD
- ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Huh ^uh++++=Huh?
? ^zz++++=EXTRAWORD
Ai ^vb+be+++=Ain't
n't ^xnot++not++0=EXTRAWORD
five ^cd++++=five
hundred ^cd++++=hundred
enough ^qlp++++=enough?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bet ^vbd+vpub++xvbnx+=bet
the ^ati++++=the
Chicken ^nn++++=Chicken
never ^rb++++=never
cost ^nn++++=cost
Mother ^nn++++=Mother
Smith ^np++++=Smith
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
thinkin ^nn+++??+=thinkin'--"
'--" ^nn+++??+=EXTRAWORD
began ^vbd+++xvbn+=began
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wixy ^np+++??+=Wixy.
. ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
dollars ^nns++++=dollars
seemed ^vbd+seem++xvbn+=seemed
too ^ql++++=too--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
began ^vbd+++xvbn+=began
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
hang ^nn++++=hang
for ^in++++=for
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wixy ^np+++??+=Wixy
firmly ^rb++++=firmly.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
give ^vb++++=give
Mother ^nn++++=Mother
Smith ^np++++=Smith
what ^wdt+who+++=what
you ^pp2+pp2+++=you
want ^vb++++=want,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keep ^vb++++=keep
what ^wdt+who+++=what
you ^pp2+pp2+++=you
want ^vb++++=want.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand
it ^pp3+it+++=it
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
suddenly ^rb++++=suddenly
a ^at++++=a
great ^jj++++=great
light ^jj++++=light
dawned ^jj+++xvbn+=dawned
in ^in++++=in
his ^pp$+pp3+++=his
brain ^nn++++=brain.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
something ^pn++++=something
this ^dt+dem+++=this
chicken ^nn++++=chicken
thief ^nn++++=thief
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
and ^cc++++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stolen ^jj+atrb++xvbn+=stolen
chicken ^nn++++=chicken
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
of ^in++++=of
some ^dti++++=some
rare ^jj++++=rare
and ^cc++++=and
much ^ap++++=much-sought
- ^zz++++=EXTRAWORD
sought ^vbd+++xvbn+=EXTRAWORD
strain ^nn++++=strain.
. ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thief ^nn++++=thief
was ^vbd+bedz+aux++=was
paying ^vbg+++xvbgx+=paying
what ^wdt+who+++=what
the ^ati++++=the
chicken ^nn++++=chicken
was ^vbd+bedz+vrb++=was
worth ^in+strn+++=worth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
what ^wdt+who+++=what
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
in ^in++++=in
her ^pp$+pp3+++=her
ignorance ^nn+nom+++=ignorance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slipped ^vbd+++xvbnx+=slipped
the ^ati++++=the
money ^nn++++=money
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
satisfied ^vpsv++agls+xvbnx+=satisfied
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chicken ^nn++++=chicken
was ^vbd+bedz+vrb++=was
a ^at++++=a
fancy ^nn++++=fancy
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Chicken ^nn++++=Chicken
was ^vbd+bedz+vrb++=was
a ^at++++=a
tough ^jj+atrb+++=tough
old ^jj+atrb+++=old
rooster ^nn+nom+++=rooster,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wixy ^np+++??+=Wixy,
, ^zz++++=EXTRAWORD
staggering ^jj++++=staggering
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
hen ^nn++++=hen,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
hen ^nn++++=hen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wixy ^np+++??+=Wixy
laughed ^vbd+++xvbn+=laughed
a ^at++++=a
sickly ^jj+atrb+++=sickly
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
ai ^nn+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
much ^rb++++=much
of ^in++++=of
a ^at++++=a
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
why ^wrb+who+++=why
everybody ^pn++++=everybody
called ^vbd+++xvbn+=called
him ^pp3o+pp3+++=him
Chicken ^nn++++=Chicken,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
his ^pp$+pp3+++=his
first ^od++++=first
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Hen ^nn++++=Hen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np++++=Gubb's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
fell ^vbd+++xvbn+=fell
open ^jj++++=open.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
convinced ^vpsv++agls+xvbnx+=convinced
now ^rn+tm+++=now
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
do ^vb++++=do
with ^in++++=with
an ^at++++=an
insane ^jj+atrb+++=insane
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Wixy ^np+++??+=Wixy
moved ^vbd+++xvbn+=moved
toward ^in++++=toward
the ^ati++++=the
open ^jj++++=open
drying ^jj+++xvbg+=drying-floor.
- ^zz++++=EXTRAWORD
floor ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
' ^zz++++='long,
long ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
pard ^nn+++??+=pard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
Philo ^vb+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
my ^pp$+pp1+++=my
regards ^in++++=regards
to ^in++++=to
Mother ^nn++++=Mother
Smith ^np++++=Smith.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
say ^vb+vpub+++=say,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
Sal ^np+++??+=Sal,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
her ^pp$+pp3+++=her
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
the ^ati++++=the
Chicken ^nn++++=Chicken.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+tht0++=say
anybody ^pn++++=anybody
made ^vbd+++xvbn+=made
away ^rb+phrv+++=away
with ^in+ppvb+++=with
the ^ati++++=the
Chicken ^nn++++=Chicken,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see?
? ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
Sal ^np+++??+=Sal
the ^ati++++=the
Chicken ^nn++++=Chicken
flew ^vbd+++xvbn+=flew
the ^ati++++=the
coop ^nn+++??+=coop
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Sal ^np+++??+=Sal?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ask ^vb++++=ask
Mother ^nn++++=Mother
Smith ^np++++=Smith,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wixy ^np+++??+=Wixy.
. ^zz++++=EXTRAWORD
" ^zz++++="She'll
she ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
heard ^vbd+vprv++xvbn+=heard
him ^pp3o+pp3+++=him
shuffle ^nn++++=shuffle
across ^in+pl+++=across
the ^ati++++=the
drying ^jj+++xvbg+=drying-floor,
- ^zz++++=EXTRAWORD
floor ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
sound ^jj++++=sound
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
away ^rp+pl+++=away
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
revolver ^nn+nom+++=revolver.
. ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
dollars ^nns++++=dollars!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
routed ^vbd+++xvbnx+=routed
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
out ^rp+pl+++=out
of ^in++++=of
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
tell ^vb++++=tell
her ^pp3o+pp3+++=her
the ^ati++++=the
amount ^nn++++=amount
of ^in++++=of
reward ^nn++++=reward
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
the ^ati++++=the
chicken ^nn++++=chicken
thief ^nn++++=thief
pay ^nn++++=pay.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua+tht0+xvbnx+=asked
her ^pp$+pp3+++=her
what ^wdt+who+++=what
the ^ati++++=the
most ^ql+emph+++=most
expensive ^jj+atrb+++=expensive
chicken ^nn++++=chicken
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
might ^md+pos+++=might
be ^vb+be+vrb++=be
worth ^in+strn+++=worth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
reluctantly ^rb++++=reluctantly
accepted ^jj+++xvbn+=accepted
ten ^cd++++=ten
dollars ^nns++++=dollars
as ^ql++++=as
being ^jj+++xvbg+=being
far ^rb+pl+++=far
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
asked ^vbd+vsua+tht0+xvbnx+=asked
her ^pp$+pp3+++=her
who ^whp+who+++=who
Sal ^np+++??+=Sal
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
" ^zz++++="Sal?"
sal ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
queried ^vbd+++xvbn+=queried
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
chicken ^nn++++=chicken
thief ^nn++++=thief
declared ^vbd+vpub++xvbn+=declared
the ^ati++++=the
statement ^nn+nom+++=statement
that ^tht+ncmp+++=that
you ^pp2+pp2+++=you
would ^md+prd+++=would
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
tartly ^rb+cnj+++=tartly,
, ^zz++++=EXTRAWORD
