Heavy ^jj+atrb+++=Heavy
and ^cc+cls+++=and
once ^rb+tm+++=once
more ^rbr++++=more
pressed ^vbd+++xvbn+=pressed
his ^pp$+pp3+++=his
body ^nn++++=body
against ^in++++=against
the ^ati++++=the
steering ^jj+atrb++xvbg+=steering
pole ^nn++++=pole.
. ^zz++++=EXTRAWORD
Sergei ^np+++??+=Sergei
shouted ^vbd+vpub++xvbn+=shouted
in ^in++++=in
reply ^nn++++=reply
to ^in++++=to
the ^ati++++=the
master ^nn++++=master
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cursed ^vbd+++xvbn+=cursed
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
under ^in++++=under
his ^pp$+pp3+++=his
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
voices ^nns++++=voices
broke ^vbd+++xvbn+=broke
through ^in++++=through
and ^cc++++=and
filled ^vbd+++xvbn+=filled
the ^ati++++=the
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
meet ^vbi++++=meet
in ^in++++=in
one ^cd1++++=one
deep ^jj+atrb+++=deep
note ^nn++++=note
like ^in++++=like
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
horn ^np++++=horn.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^rbr++++=more
rising ^nvbg+++xvbg+=rising
to ^in++++=to
shrillness ^nns+nom+++=shrillness,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
floated ^vbd+++xvbnx+=floated
in ^in++++=in
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
gradually ^rb++++=gradually
sank ^vbd+++xvbn+=sank
away ^rp+pl+++=away
and ^cc++++=and
were ^vbd+bed+aux++=were
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
Silence ^nn+nom+++=Silence
reigned ^vbd+++xvbn+=reigned
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
cleft ^jj+atrb+++=cleft
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
dark ^jj+atrb+++=dark
water ^nn++++=water
the ^ati++++=the
yellow ^jj+atrb+++=yellow
splashes ^nns++++=splashes
of ^in++++=of
moonlight ^nn++++=moonlight
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
glittering ^jj++++=glittering
a ^at++++=a
moment ^nn++++=moment
disappeared ^vbd+seem++xvbn+=disappeared,
, ^zz++++=EXTRAWORD
swept ^xvbn+++xvbn+=swept
away ^rp+pl+++=away
in ^in++++=in
the ^ati++++=the
moist ^jj+atrb+++=moist
gloom ^nn++++=gloom.
. ^zz++++=EXTRAWORD
The ^ati++++=The
raft ^nn++++=raft
continued ^vbd+++xvbn+=continued
on ^in++++=on
its ^pp$+it+++=its
way ^nn++++=way
down ^in++++=down
stream ^nn++++=stream
amid ^in++++=amid
silence ^nn+nom+++=silence
and ^cc++++=and
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Chapter ^nn++++=CHAPTER
Ii ^np+++??+=II
Near ^in+pl+++=Near
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
forward ^rb++++=forward
poles ^nns++++=poles
stood ^vbd+++xvbn+=stood
Silan ^np+++??+=Silan
Petroff ^np+++??+=Petroff
in ^in++++=in
a ^at++++=a
red ^jj+atrb+++=red
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
open ^jj++++=open
at ^rb++++=at
the ^ati++++=the
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
his ^pp$+pp3+++=his
powerful ^jj+atrb+++=powerful
throat ^nn++++=throat
and ^cc++++=and
hairy ^jj+atrb+++=hairy
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
hard ^jj++++=hard
as ^ql++++=as
an ^at++++=an
anvil ^nn+++??+=anvil.
. ^zz++++=EXTRAWORD
A ^at++++=A
thatch ^nn++++=thatch
of ^in++++=of
gray ^np++++=gray
hair ^nn++++=hair
fell ^vbd+++xvbn+=fell
over ^in++++=over
his ^pp$+pp3+++=his
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
under ^in++++=under
which ^whp+rel+pied++=which
laughed ^vbd+++xvbn+=laughed
great ^jj+atrb+++=great
black ^jj+atrb+++=black,
, ^zz++++=EXTRAWORD
warm ^jj+atrb+++=warm
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sleeves ^nns++++=sleeves,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
elbow ^nn++++=elbow,
, ^zz++++=EXTRAWORD
showed ^j+++xvbn+=showed
the ^ati++++=the
veins ^nns++++=veins
standing ^vwbg+++xvbg+=standing
out ^rp+pl+++=out
on ^in++++=on
his ^pp$+pp3+++=his
arms ^nns++++=arms
as ^ql++++=as
they ^pp3a+pp3+++=they
held ^vbd+vprv++xvbnx+=held
the ^ati++++=the
pole ^nn++++=pole.
. ^zz++++=EXTRAWORD
Silan ^np+++??+=Silan
was ^vbd+bedz+aux++=was
leaning ^vbg+++xvbgx+=leaning
slightly ^rb+down+++=slightly
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looking ^vbg+++xvbg+=looking
watchfully ^jj++++=watchfully
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
Marka ^np+++??+=Marka
stood ^vbd+++xvbn+=stood
a ^ap++++=a
few ^ap"++++=few
paces ^nns++++=paces
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing
with ^in++++=with
a ^at++++=a
satisfied ^jj+atrb++xvbn+=satisfied
smile ^nn++++=smile
at ^rb++++=at
the ^ati++++=the
strong ^jj+atrb+++=strong
form ^nn++++=form
of ^in++++=of
her ^pp$+pp3+++=her
lover ^nn++++=lover.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
both ^abx++++=both
silent ^jj++++=silent
and ^cc+phrs+++=and
busy ^jj++++=busy
with ^in++++=with
their ^pp$+pp3+++=their
several ^ap++++=several
thoughts ^nns++++=thoughts.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
peering ^vbg+++xvbgx+=peering
into ^in++++=into
the ^ati++++=the
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
followed ^vbd+vprv++xvbnx+=followed
the ^ati++++=the
movements ^nns+nom+++=movements
of ^in++++=of
his ^pp$+pp3+++=his
virile ^jj+atrb+++=virile,
, ^zz++++=EXTRAWORD
bearded ^jj+atrb+++=bearded
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
a ^at++++=a
fisherman ^nn+nom+++=fisherman's
's ^$++++=EXTRAWORD
fire ^nn++++=fire,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
keeping ^vbg+++xvbgx+=keeping
on ^rb+phrv+++=on
our ^pp$+pp1+++=our
course ^nn++++=course,
, ^zz++++=EXTRAWORD
Ouch ^uh++++=Ouch!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
puffed ^vbd+++xvbnx+=puffed
out ^rp+pl+++=out
a ^at++++=a
full ^jj+atrb+++=full,
, ^zz++++=EXTRAWORD
hot ^jj+atrb+++=hot
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gave ^vbd+++xvbn+=gave
a ^at++++=a
powerful ^jj+atrb+++=powerful
shove ^nn++++=shove
with ^in++++=with
his ^pp$+pp3+++=his
pole ^nn++++=pole.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
tire ^vb++++=tire
yourself ^ppl+pp2+++=yourself
Mashourka ^np+++??+=Mashourka,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
as ^in++++=as
with ^in"++++=with
her ^pp$+pp3+++=her
pole ^nn++++=pole
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
a ^at++++=a
skilful ^jj+atrb+++=skilful
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
round ^in++++=round
and ^cc++++=and
plump ^jj++++=plump,
, ^zz++++=EXTRAWORD
with ^in++++=with
black ^nn++++=black,
, ^zz++++=EXTRAWORD
bright ^jj+atrb+++=bright
eyes ^nns++++=eyes
and ^cc++++=and
ruddy ^jj+atrb+++=ruddy
cheeks ^nns++++=cheeks;
; ^zz++++=EXTRAWORD
barefooted ^jj++++=barefooted,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
only ^rb+down+++=only
in ^in++++=in
a ^at++++=a
damp ^jj+atrb+++=damp
petticoat ^nn++++=petticoat,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
clung ^vbd+++xvbn+=clung
to ^in++++=to
her ^pp$+pp3+++=her
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
outline ^nn++++=outline
of ^in++++=of
her ^pp$+pp3+++=her
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
her ^pp$+pp3+++=her
face ^nn++++=face
to ^in++++=to
Silan ^np+++??+=Silan
and ^cc++++=and,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling
pleasantly ^rb+cnj+++=pleasantly,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
take ^vb++++=take
too ^ql++++=too
much ^ap++++=much
care ^nn++++=care
of ^in++++=of
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
kiss ^vb++++=kiss
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Silan ^np+++??+=Silan,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
good ^jj++++=good
enough ^qlp++++=enough!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
provokingly ^jj++++=provokingly;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
both ^abx++++=both
were ^vbd+bed+vrb++=were
silent ^jj+pred+++=silent,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other
with ^in++++=with
desiring ^xvbg+++xvbg+=desiring
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
the ^ati++++=the
rafts ^nns++++=rafts,
, ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
gurgled ^vbd+++xvbn+=gurgled
musically ^rb++++=musically.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
right ^jj+atrb+++=right
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
far ^rb+pl+++=far
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
a ^at++++=a
cock ^np++++=cock
crew ^nn++++=crew.
. ^zz++++=EXTRAWORD
Swaying ^vbg+++xvbg+=Swaying
lightly ^rb++++=lightly
under ^in++++=under
their ^pp$+pp3+++=their
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
the ^ati++++=the
raft ^nn++++=raft
floated ^vbd+++xvbn+=floated
on ^in++++=on
toward ^in++++=toward
a ^at++++=a
point ^nn++++=point
where ^wrb+who+++=where
the ^ati++++=the
darkness ^nns+nom+++=darkness
dissolved ^vwbn+++xvbn+=dissolved
into ^in++++=into
lighter ^jjr+atrb+++=lighter
tones ^nns++++=tones,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clouds ^nns++++=clouds
took ^vbd+++xvbn+=took
on ^rb+phrv+++=on
themselves ^ppls+pp3+++=themselves
clearer ^jjr+atrb+++=clearer
shapes ^nns++++=shapes
and ^cc++++=and
less ^rbr++++=less
sombre ^jj+atrb+++=sombre
hues ^nns++++=hues.
. ^zz++++=EXTRAWORD
" ^zz++++="Silan
silan ^jj+atrb+++=EXTRAWORD
Petrovitch ^np+++??+=Petrovitch,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
shouting ^vbg+vpub++xvbgx+=shouting
about ^in++++=about
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bet ^vbd+vpub+tht0+xvbnx+=bet
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Mitia ^np+++??+=Mitia
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
complaining ^vbg+vpub++xvbgx+=complaining
about ^rb++++=about
us ^pp1o+pp1+++=us
to ^in++++=to
Sergei ^np+++??+=Sergei;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
who ^whp+who+++=who
cried ^vbd+++xvbn+=cried
out ^rp+pl+++=out
with ^in++++=with
trouble ^nn++++=trouble,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Sergei ^np+++??+=Sergei
was ^vbd+bedz+aux++=was
cursing ^vbg+++xvbgx+=cursing
us ^pp1o+pp1+++=us!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Marka ^np+++??+=Marka
questioned ^vbd+vpub++xvbn+=questioned
anxiously ^rb++++=anxiously
Silan ^np++++=Silan's
's ^$++++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
after ^in++++=after
her ^pp3o+pp3+++=her
words ^nns++++=words,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
grim ^jj++++=grim
and ^cc++++=and
coldly ^rb++++=coldly
stubborn ^jj++++=stubborn.
. ^zz++++=EXTRAWORD
" ^zz++++="Well!"
well ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shortly ^rb+tm+++=shortly.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^rb++++=all!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
to ^to++++=to
say ^vbi+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
angry ^jj++++=angry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Angry
angry ^jj++++=EXTRAWORD
with ^in++++=with
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
be ^vbi++vrb++=be
angry ^jj+pred+++=angry
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
ca ^np++++=can't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
love ^vb++++=love
Marsha ^np+++??+=Marsha?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
coaxingly ^jj++++=coaxingly
leaning ^jj+++xvbg+=leaning
toward ^in++++=toward
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
bet ^vbd+vpub++xvbn+=bet!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Silan ^np+++??+=Silan,
, ^zz++++=EXTRAWORD
with ^in++++=with
emphasis ^nn++++=emphasis,
, ^zz++++=EXTRAWORD
stretching ^vbg+++xvbg+=stretching
out ^rp+pl+++=out
toward ^in++++=toward
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
powerful ^jj+atrb+++=powerful
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
tease ^vb++++=tease
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
twisted ^vbd+++xvbnx+=twisted
her ^pp3o+pp3+++=her
body ^nn++++=body
with ^in++++=with
the ^ati++++=the
movements ^nns+nom+++=movements
of ^in++++=of
a ^at++++=a
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
more ^ql++++=more
leaned ^jj+++xvbn+=leaned
toward ^in++++=toward
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
upset ^vb+++xvbn+=upset
the ^ati++++=the
steering ^jj+++xvbg+=steering
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub+tht0+xvbn+=whispered
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
kissing ^nvbg+++xvbg+=kissing
her ^pp3o+pp3+++=her
face ^nn++++=face
which ^whp+rel+subj++=which
burned ^vbd+++xvbn+=burned
under ^in++++=under
his ^pp$+pp3+++=his
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
" ^zz++++="Shut
shut ^vbd+++xvbn+=EXTRAWORD
up ^rp++++=up
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
can ^md+pos+++=can
see ^vb+vprv+++=see
us ^pp1o+pp1+++=us
at ^in++++=at
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
motioning ^jj+++xvbg+=motioning
aft ^jjb++++=aft
with ^in++++=with
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
struggled ^vbd+++xvbnx+=struggled
to ^in+vcmp+++=to
free ^jj++++=free
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
her ^pp$+pp3+++=her
more ^rbr++++=more
tightly ^rb++++=tightly
still ^rb++++=still
with ^in++++=with
one ^cd1++++=one
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
managed ^vbd+++xvbn+=managed
the ^ati++++=the
pole ^nn++++=pole
with ^in++++=with
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can
see ^vb+vprv+++=see
us ^pp1o+pp1+++=us?
? ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
them ^pp3o+pp3+++=them
see ^vb+vprv+++=see
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
spit ^nn++++=spit
on ^in++++=on
them ^pp3o+pp3+++=them
all ^rb++++=all!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
sinning ^vbg+++xvbgx+=sinning,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
true ^jj++++=true;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shall ^md+prd+++=shall
have ^vb+hv+vrb++=have
to ^in++++=to
answer ^nn++++=answer
for ^in++++=for
it ^pp3+it+++=it
to ^in++++=to
God ^np++++=God;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
still ^rb++++=still
you ^pp2+pp2+++=you
never ^rb++++=never
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
wife ^nn++++=wife;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
free ^jj+pred+++=free;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
suffering ^vbg+++xvbgx+=suffering,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+++=what
about ^rb++++=about
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
my ^pp$+pp1+++=my
position ^nn+nom+++=position
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
one ^pn++++=one?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
his ^pp$+pp3+++=his
wife ^nn++++=wife;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
all ^rb++++=all
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
with ^in++++=with
my ^pp$+pp1+++=my
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
must ^md+nec+++=must
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
not ^xnot++not++=not
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
sin ^nn++++=sin
before ^in++++=before
God ^np++++=God?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^in++++=a
sin ^in"++++=sin!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
gone ^vprf+++xvbnx+=gone
through ^in++++=through
everything ^pn++++=everything!
! ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
thing ^nn++++=thing
worth ^in++++=worth
doing ^xvbg+++xvbg+=doing!
! ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
only ^rb+down+++=only
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
may ^md+pos+++=may
die ^vb++++=die
any ^dti++++=any
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
Marka ^np+++??+=Marka!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
only ^rb+down+splt++=only
waited ^vprf+++xvbnx+=waited
a ^at++++=a
month ^nn++++=month
before ^in++++=before
marrying ^xvbg+++xvbg+=marrying
you ^pp2+pp2+++=you
to ^in++++=to
Mitia ^np+++??+=Mitia,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
of ^in++++=of
this ^dt+pdem+++=this
would ^md+prd+++=would
have ^vb+hv+aux++=have
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
Directly ^rb++++=Directly
after ^cs+sub+++=after
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
Anfisa ^np+++??+=Anfisa
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^vb+hv+aux++=have
