Before ^cs+sub+++=Before
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
half ^nn++++=half
dozed ^vbd+++xvbn+=dozed
in ^in++++=in
her ^pp$+pp3+++=her
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
so ^pn++++=so
near ^rb++++=near
the ^ati++++=the
little ^jj+atrb+++=little
one ^pn++++=one.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
stout ^jj+atrb+++=stout
figure ^nn++++=figure
looming ^vwbg+++xvbg+=looming
grotesque ^jj++++=grotesque
in ^in++++=in
wall ^nn++++=wall
shadows ^nps++++=shadows,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine,
, ^zz++++=EXTRAWORD
pretending ^vbg+++xvbg+=pretending
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
tiptoed ^vbd+++xvbn+=tiptoed
into ^in++++=into
the ^ati++++=the
bedroom ^nn++++=bedroom
with ^in++++=with
miraculous ^jj+atrb+++=miraculous
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stooped ^vpsv++agls+xvbn+=stooped
over ^in++++=over
the ^ati++++=the
little ^jj+atrb+++=little
bed ^nn++++=bed
and ^cc++++=and
listened ^vbd+++xvbn+=listened
and ^cc+phrs+++=and
looked ^vbd+++xvbn+=looked--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
tiptoed ^vbd+++xvbn+=tiptoed
away ^rp+pl+++=away
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
satisfied ^j+++xvbn+=satisfied.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Young ^jj+atrb+++=Young
Husband ^nn++++=Husband
came ^vbd+++xvbn+=came
home ^nr++++=home
from ^in++++=from
his ^pp$+pp3+++=his
business ^nns+nom+++=business
trip ^nn++++=trip
next ^ap++++=next
day ^nn++++=day
with ^in++++=with
tales ^nns++++=tales
of ^in++++=of
snowdrifts ^nns+++??+=snowdrifts
and ^cc++++=and
stalled ^vbd+++xvbn+=stalled
engines ^nns++++=engines.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
breathed ^vbd+++xvbn+=breathed
a ^at++++=a
sigh ^nn++++=sigh
of ^in++++=of
relief ^nn++++=relief
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
from ^in++++=from
her ^pp$+pp3+++=her
kitchen ^nn++++=kitchen
window ^nn++++=window.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
house ^nn++++=house
now ^rn+tm+++=now
with ^in++++=with
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
proprietary ^jj+atrb+++=proprietary
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wondered ^vbd+vprv++xvbnx+=wondered
about ^in++++=about
Snooky ^np+++??+=Snooky;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
better ^jjr++++=better
than ^in++++=than
to ^to++++=to
ask ^vbi++++=ask.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
waited ^vbd+++xvbnx+=waited.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
next ^ap++++=next
door ^nn++++=door
had ^vbd+hvd+aux++=had
told ^vprf++tht0+xvbnx+=told
her ^pp$+pp3+++=her
husband ^nn++++=husband
all ^abn++++=all
about ^in++++=about
that ^dt+dem+++=that
awful ^jj+atrb+++=awful
night ^nn++++=night--had
-- ^--+clp+++=EXTRAWORD
had ^vbd+hvd+aux++=EXTRAWORD
told ^vprf+++xvbnx+=told
him ^pp3o+pp3+++=him
with ^in++++=with
tears ^nns++++=tears
and ^cc++++=and
sobs ^nns++++=sobs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Husband ^nn++++=Husband
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
very ^ap+amp+++=very,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
angry ^jj++++=angry
with ^in++++=with
her ^pp$+pp3+++=her-angry,
- ^zz++++=EXTRAWORD
angry ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
astonished ^vwbn+++xvbn+=astonished!
! ^zz++++=EXTRAWORD
Snooky ^np+++??+=Snooky
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
sick ^jj++++=sick!
! ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
her ^pp$+pp3+++=her
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
As ^cc+cls+++=As
well ^rb++++=well
as ^cc"++++=as
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
to ^in++++=to
have ^vbi+vbi+aux++=have
called ^vprf+++xvbnx+=called
such ^abl++++=such
a ^at++++=a
woman ^nn++++=woman!
! ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi++vrb++=be
harsh ^jj+pred+++=harsh;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
must ^md+nec+++=must
understand ^vb+vprv+++=understand
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
must ^md+nec+++=must
never ^rb++splt++=never
speak ^vb++++=speak
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never!
! ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day
the ^ati++++=the
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
go ^vbi++++=go
by ^in++++=by
with ^in++++=with
the ^ati++++=the
Young ^jj+atrb+++=Young
Husband ^nn++++=Husband.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
spied ^vprf+++xvbn+=spied
them ^pp3o+pp3+++=them
from ^in++++=from
her ^pp$+pp3+++=her
sitting ^vbg+++xvbg+=sitting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
the ^ati++++=the
excuse ^nn++++=excuse
of ^in++++=of
looking ^nn++++=looking
in ^in++++=in
her ^pp$+pp3+++=her
mailbox ^nn+++??+=mailbox
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway
and ^cc++++=and
the ^ati++++=the
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
went ^vwbn+++xvbn+=went
by ^in++++=by
on ^in++++=on
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
by ^in+strn+++=by--rather
-- ^--+clp+++=EXTRAWORD
rather ^rb++++=EXTRAWORD
white-faced ^jj++++=white-faced--without
-- ^--+clp+++=EXTRAWORD
without ^in++++=EXTRAWORD
a ^at++++=a
look ^nn++++=look
or ^cc++++=or
a ^at++++=a
word ^nn++++=word
or ^cc++++=or
a ^at++++=a
sign ^nn++++=sign!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
this ^dt+dem+++=this
happened ^jj+++xvbn+=happened!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
Blanche ^np++++=Blanche
Devine ^np++++=Devine's
's ^$++++=EXTRAWORD
face ^nn++++=face
a ^at++++=a
look ^vb++++=look
that ^dt+dem+++=that
made ^xvbn+++xvbn+=made
slits ^nns++++=slits
of ^in++++=of
her ^pp$+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drew ^vbd+++xvbn+=drew
her ^pp$+pp3+++=her
mouth ^nn++++=mouth
down ^in++++=down
into ^in++++=into
an ^at++++=an
ugly ^jj+atrb+++=ugly,
, ^zz++++=EXTRAWORD
narrow ^jj+atrb+++=narrow
line ^nn++++=line,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
made ^vprf+++xvbn+=made
the ^ati++++=the
muscles ^nns++++=muscles
of ^in++++=of
her ^pp$+pp3+++=her
jaw ^nn++++=jaw
tense ^nn++++=tense
and ^cc++++=and
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
ugliest ^nn++++=ugliest
look ^vb++++=look
you ^pp2+pp2+++=you
can ^md+pos+++=can
imagine ^vb+vprv+++=imagine.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
smiled ^vbd+++xvbnx+=smiled--if
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
lips ^nns++++=lips
curl ^nn++++=curl
away ^in+pl+++=away
from ^in"++++=from
one ^cd1++++=one's
's ^vbz+bez+aux++0=EXTRAWORD
teeth ^nns++++=teeth
can ^md+pos+++=can
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
smiling ^jj+++xvbg+=smiling.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
days ^nns++++=days
later ^rbr+tm+++=later
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
great ^jj+atrb+++=great
news ^nn++++=news
of ^in++++=of
the ^ati++++=the
white ^jj+atrb+++=white
cottage ^nn+nom+++=cottage
on ^in++++=on
the ^ati++++=the
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
curtains ^nns++++=curtains
were ^vbd+bed+vrb++=were
down ^rp++++=down;
; ^zz++++=EXTRAWORD
the ^ati++++=the
furniture ^nn++++=furniture
was ^vbd+bedz+aux++=was
packed ^vpsv++agls+xvbnx+=packed;
; ^zz++++=EXTRAWORD
the ^ati++++=the
rugs ^nns++++=rugs
were ^vbd+bed+aux++=were
rolled ^vpsv++agls+xvbnx+=rolled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wagons ^nns++++=wagons
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
backed ^vbd+++xvbn+=backed
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
took ^vbd+++xvbn+=took
those ^dt+dem+++=those
things ^nns++++=things
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
a ^at++++=a
home ^nr++++=home
for ^in++++=for
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
heard ^vbd+vprv++xvbn+=heard
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
bought ^vprf+++xvbnx+=bought
back ^jjb++++=back
her ^pp$+pp3+++=her
interest ^nn++++=interest
in ^in++++=in
the ^ati++++=the
House ^nn++++=House
with ^in++++=with
the ^ati++++=the
Closed ^jj+atrb++xvbn+=Closed
Shutters ^nns+nom+++=Shutters,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
the ^ati++++=the
freight ^nn++++=freight
depot ^nn++++=depot,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
sniffed ^vbd+++xvbn+=sniffed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
she ^pp3a+pp3+++=she
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
last ^rb++++=last!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
never ^rb++++=never
do ^vb+do+vrb++=do!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vpsv++tht0++=said
we ^pp1a+pp1+++=we.
. ^zz++++=EXTRAWORD
