Possibly ^rb++++=Possibly
We ^pp1a+pp1+++=We
ran ^vbd+++xvbn+=ran
the ^ati++++=the
few ^ap++++=few
steps ^nns++++=steps
to ^in++++=to
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
Streak ^nn++++=Streak
and ^cc++++=and
jumped ^vpsv++agls+xvbn+=jumped
aboard ^in+strn+++=aboard.
. ^zz++++=EXTRAWORD
Stern ^jj++++=Stern
and ^cc++++=and
bow ^nn++++=bow
lines ^nns++++=lines
were ^vbd+bed+aux++=were
cast ^vpsv++agls+xvbnx+=cast
off ^in+pl+++=off
in ^in++++=in
a ^at++++=a
jiffy ^nn++++=jiffy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Streak ^nn++++=Streak
shot ^vbd+++xvbn+=shot
ahead ^rb+pl+++=ahead
and ^cc++++=and
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
wharf ^nn++++=wharf.
. ^zz++++=EXTRAWORD
The ^ati++++=The
spy ^nn++++=spy
fisherman ^nn+nom+++=fisherman
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
behind ^rb+phrv+++=behind
on ^in++++=on
the ^ati++++=the
stringer ^nn+nom+++=stringer-piece
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
pulled ^vbd+++xvbn+=pulled
out ^rp+pl+++=out
a ^at++++=a
revolver ^nn+nom+++=revolver
and ^cc++++=and
fired ^vwbn+++xvbn+=fired
five ^cd++++=five
shots ^nns++++=shots
into ^in++++=into
the ^ati++++=the
air ^nn++++=air
in ^in++++=in
rapid ^jj+atrb+++=rapid
succession ^nn++++=succession.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
skiff ^nn+++??+=skiff
gave ^vbd+++xvbn+=gave
instant ^jj+atrb+++=instant
heed ^nn++++=heed
to ^in++++=to
the ^ati++++=the
warning ^nn++++=warning,
, ^zz++++=EXTRAWORD
for ^in++++=for
we ^pp1a+pp1+++=we
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
them ^pp3o+pp3+++=them
pulling ^vbg+nom++xvbg+=pulling
away ^rp+pl+++=away
like ^in++++=like
mad ^nn++++=mad.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
pulled ^vbd+++xvbnx+=pulled
like ^in++++=like
mad ^jj++++=mad,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wonder ^vb++++=wonder
how ^wrb+who+++=how
our ^pp$+pp1+++=our
progress ^nns+nom+++=progress
can ^md+pos+++=can
be ^vb+be+aux++=be
described ^vpsv++agls+xvbnx+=described?
? ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
fairly ^rb++++=fairly
flew ^vbd+++xvbn+=flew.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
frightful ^jj++++=frightful
was ^vbd+bedz+vrb++=was
the ^ati++++=the
speed ^nn++++=speed
with ^in++++=with
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
displaced ^vbd+++xvbn+=displaced
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
wave ^nn++++=wave
rose ^vbd+++xvbn+=rose
up ^rp++++=up
on ^in++++=on
either ^dtx++++=either
side ^nn++++=side
our ^pp$+pp1+++=our
bow ^nn++++=bow
and ^cc++++=and
foamed ^jj++++=foamed
aft ^jjb++++=aft
in ^in++++=in
a ^at++++=a
series ^nn++++=series
of ^in++++=of
three ^cd++++=three
stiff ^jj++++=stiff,
, ^zz++++=EXTRAWORD
up ^rp++++=up-standing
- ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=EXTRAWORD
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
astern ^rb+pl+++=astern
a ^at++++=a
great ^jj++++=great
crested ^jj++++=crested
billow ^jj+++??+=billow
pursued ^jj+++xvbn+=pursued
us ^pp1o+pp1+++=us
hungrily ^rb+cnj+++=hungrily,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
at ^rb++++=at
each ^dt++++=each
moment ^nn++++=moment
it ^pp3+it+++=it
would ^md+prd+++=would
fall ^vb++++=fall
aboard ^in+pl+++=aboard
and ^cc++++=and
destroy ^vb++++=destroy
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Streak ^nn++++=Streak
was ^vbd+bedz+aux++=was
pulsing ^vbg+++xvbgx+=pulsing
and ^cc++++=and
vibrating ^jj++++=vibrating
and ^cc+phrs+++=and
roaring ^jj+++xvbg+=roaring
like ^in++++=like
a ^at++++=a
thing ^nn++++=thing
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wind ^nn++++=wind
of ^in++++=of
our ^pp$+pp1+++=our
progress ^nns+nom+++=progress
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
gale ^nn++++=gale
a ^at++++=a
forty ^cd++++=forty-five-mile
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
gale ^nn++++=gale.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
not ^xnot++not++=not
face ^vb++++=face
it ^pp3+it+++=it
and ^cc++++=and
draw ^nn++++=draw
breath ^nn++++=breath
without ^in++++=without
choking ^xvbg+++xvbg+=choking
and ^cc++++=and
strangling ^jj++++=strangling.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
blew ^vbd+++xvbn+=blew
the ^ati++++=the
smoke ^nn++++=smoke
straight ^jj++++=straight
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
mouths ^nns++++=mouths
of ^in++++=of
the ^ati++++=the
smoke ^nn++++=smoke-stacks
- ^zz++++=EXTRAWORD
stacks ^nns++++=EXTRAWORD
at ^in++++=at
a ^at++++=a
direct ^jj+atrb+++=direct
right ^jj+atrb+++=right
angle ^nn++++=angle
to ^in++++=to
the ^ati++++=the
perpendicular ^nn++++=perpendicular.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
travelling ^nvbg+++xvbg+=travelling
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
an ^at++++=an
express ^jjb+atrb+++=express
train ^nn++++=train.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
just ^rb+emph+++=just
streaked ^vbd+++xvbn+=streaked
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
way ^nn++++=way
Charley ^np++++=Charley
told ^vbd+vpub++xvbn+=told
it ^pp3+it+++=it
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
his ^pp$+pp3+++=his
description ^nn+nom+++=description
comes ^vbz++++=comes
nearer ^rbr++++=nearer
than ^in++++=than
any ^dti++++=any
I ^pp1a+pp1+++=I
can ^md+pos+++=can
give ^vb++++=give.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
the ^ati++++=the
Italians ^nn++++=Italians
in ^in++++=in
the ^ati++++=the
skiff ^nn+++??+=skiff
hardly ^rb+down+++=hardly
had ^vb+hv+aux++=had
we ^pp1a+pp1+++=we
started ^vbd+++xvbn+=started,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
on ^in++++=on
top ^nn++++=top
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Naturally ^rb+cnj+++=Naturally,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
to ^in++++=to
slow ^jj++++=slow
down ^rp++++=down
long ^rb++++=long
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
even ^rb++++=even
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
shot ^vbd+++xvbn+=shot
past ^jjb++++=past
like ^in++++=like
a ^at++++=a
whirlwind ^nn++++=whirlwind
and ^cc++++=and
were ^vbd+bed+aux++=were
compelled ^vpsv++agls+xvbnx+=compelled
to ^to+vcmp+++=to
circle ^vb++++=circle
back ^jjb++++=back
between ^in++++=between
them ^pp3o+pp3+++=them
and ^cc++++=and
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
rowed ^vprf+++xvbnx+=rowed
steadily ^rb+cnj+++=steadily,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising
from ^in++++=from
the ^ati++++=the
thwarts ^nns++++=thwarts
at ^in++++=at
every ^at++++=every
stroke ^nn++++=stroke,
, ^zz++++=EXTRAWORD
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
moment ^nn++++=moment
we ^pp1a+pp1+++=we
passed ^vbd+++xvbn+=passed
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
recognized ^vbd+vprv++xvbnx+=recognized
Charley ^np++++=Charley
and ^cc++++=and
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
took ^vbd+++xvbn+=took
the ^ati++++=the
last ^jj+atrb+++=last
bit ^nn++++=bit
of ^in++++=of
fight ^nn++++=fight
out ^rp+pl+++=out
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
hauled ^vbd+++xvbnx+=hauled
in ^in++++=in
their ^pp$+pp3+++=their
oars ^nns+++??+=oars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sullenly ^rb++++=sullenly
submitted ^vbd+vpub++xvbn+=submitted
to ^in++++=to
arrest ^nn++++=arrest.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Charley ^np++++=Charley,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Neil ^np++++=Neil
Partington ^np+++??+=Partington
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
discussed ^vbd+++xvbn+=discussed
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
wharf ^nn++++=wharf
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
fail ^vb++++=fail
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
where ^wrb+who+whcl++=where
your ^pp$+pp2+++=your
boasted ^vbd+vpub+tht0+xvbn+=boasted
imagination ^nn+nom+++=imagination
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
play ^nn++++=play
this ^dt+dem+++=this
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Charley ^np++++=Charley
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true
to ^in++++=to
his ^pp$+pp3+++=his
hobby ^nn++++=hobby.
. ^zz++++=EXTRAWORD
" ^zz++++="Imagination?"
imagination ^nn+nom+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
demanded ^vbd+vsua++xvbnx+=demanded,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
to ^in++++=to
the ^ati++++=the
Streak ^nn++++=Streak.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
at ^rb++++=at
that ^dt+pdem+++=that!
! ^zz++++=EXTRAWORD
just ^rb+emph+++=just
look ^vb++++=look
at ^rb++++=at
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
invention ^nn+nom+++=invention
of ^in++++=of
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
fellow ^jjb+atrb+++=fellow's
's ^vbz+bez+vrb++0=EXTRAWORD
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did
the ^ati++++=the
work ^nn++++=work
all ^abn++++=all
the ^ati++++=the
same ^ap++++=same."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
