Our ^pp$+pp1+++=Our
have ^vb+hv+aux++=have
wondered ^vprf+++xvbnx+=wondered,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
hoop ^nn++++=hoop-petticoated
- ^zz++++=EXTRAWORD
petticoated ^jj+atrb++xvbn+=EXTRAWORD
phantom ^nn++++=phantom
of ^in++++=of
Esther ^np++++=Esther
Dudley ^np++++=Dudley
tottered ^vbd+++xvbn+=tottered
into ^in++++=into
the ^ati++++=the
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
walking ^jj+++xvbg+=walking
her ^pp3o+pp3+++=her
rounds ^nns++++=rounds
in ^in++++=in
the ^ati++++=the
hush ^nn++++=hush
of ^in++++=of
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
as ^in++++=as
of ^in"++++=of
yore ^nn+++??+=yore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
motioned ^jj+++xvbn+=motioned
us ^pp1o+pp1+++=us
to ^to++++=to
quench ^vbi++++=quench
the ^ati++++=the
fading ^jj+atrb++xvbg+=fading
embers ^nns++++=embers
of ^in++++=of
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leave ^vb++++=leave
the ^ati++++=the
historic ^jj+atrb+++=historic
precincts ^nns++++=precincts
to ^in++++=to
herself ^ppl+pp3+++=herself
and ^cc++++=and
her ^pp$+pp3+++=her
kindred ^nn++++=kindred
shades ^nns++++=shades.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
no ^at++++=no
such ^abl++++=such
vision ^nn++++=vision
was ^vbd+bedz+aux++=was
vouchsafed ^vpsv++agls+xvbnx+=vouchsafed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
retired ^vbd+++xvbnx+=retired
unbidden ^jj++++=unbidden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
advise ^vb+vpub+++=advise
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tiffany ^np++++=Tiffany
to ^to++++=to
lay ^vbi++++=lay
hold ^nn++++=hold
of ^in++++=of
another ^dt++++=another
auditor ^nn++++=auditor,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
resolved ^vbd+vsua++xvbn+=resolved
not ^xnot++not++=not
to ^to++++=to
show ^vbi+vprv+++=show
my ^pp$+pp1+++=my
face ^nn++++=face
in ^in++++=in
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House
For ^in++++=for
A ^at++++=a
Good ^jj++++=good
While ^cs+sub+++=while
Hence ^rb+cnj+++=hence--if

- ^--+clp+++=EXTRAWORD
If ^cs+cnd+++=EXTRAWORD
Ever ^rb++++=ever.
 ^zz++++=EXTRAWORD
