Towards ^in++++=Towards
said ^vbd+vpub++xvbn+=said
Bourmin ^np+++??+=Bourmin,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
hastening ^vbg+++xvbgx+=hastening
to ^in++++=to
Vilna ^np+++??+=Vilna,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
my ^pp$+pp1+++=my
regiment ^nn+nom+++=regiment
was ^vbd+bedz+aux++=was
stationed ^vpsv++agls+xvbnx+=stationed.
. ^zz++++=EXTRAWORD
Arriving ^vbg+++xvbg+=Arriving
late ^rb+tm+++=late
one ^cd1++++=one
evening ^nn++++=evening
at ^in++++=at
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
post ^nn++++=post-stations,
- ^zz++++=EXTRAWORD
stations ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ordered ^vbd+vsua++xvbnx+=ordered
the ^ati++++=the
horses ^nns++++=horses
to ^to++++=to
be ^vbi+vbi+aux++=be
got ^vpsv++agls+xvbnx+=got
ready ^jj++++=ready
as ^in++++=as
quickly ^rb++++=quickly
as ^in++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
suddenly ^rb++++=suddenly
a ^at++++=a
terrible ^jj+atrb+++=terrible
snowstorm ^nn++++=snowstorm
came ^vbd+++xvbn+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
postmaster ^nn+nom+++=postmaster
and ^cc++++=and
drivers ^nns+nom+++=drivers
advised ^vwbn+vpub++xvbn+=advised
me ^pp1o+pp1+++=me
to ^to++++=to
wait ^vbi++++=wait
till ^cs+sub+++=till
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
over ^rb+phrv+++=over.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
followed ^vbd+vprv+tht0+xvbnx+=followed
their ^pp$+pp3+++=their
advice ^nn++++=advice,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
an ^at++++=an
unaccountable ^jj+atrb+++=unaccountable
uneasiness ^nns+nom+++=uneasiness
took ^vbd+++xvbn+=took
possession ^nn++++=possession
of ^in++++=of
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
someone ^pn++++=someone
were ^vbd+bed+aux++=were
pushing ^vbg+++xvbgx+=pushing
me ^pp1o+pp1+++=me
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
the ^ati++++=the
snowstorm ^nn++++=snowstorm
did ^vbd+dod+aux++=did
not ^xnot++not++=not
subside ^vb++++=subside;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
endure ^vb++++=endure
it ^pp3+it+++=it
no ^at++++=no
longer ^rbr++++=longer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
ordering ^vbg+vsua++xvbg+=ordering
out ^rp+pl+++=out
the ^ati++++=the
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
off ^in+pl+++=off
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver
conceived ^vbd+++xvbn+=conceived
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
following ^xvbg+++xvbg+=following
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
shorten ^vb++++=shorten
our ^pp$+pp1+++=our
journey ^nn++++=journey
by ^in++++=by
three ^cd++++=three
versts ^nns+++??+=versts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
banks ^nns++++=banks
were ^vbd+bed+aux++=were
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
snow ^nn++++=snow:
: ^zz++++=EXTRAWORD
the ^ati++++=the
driver ^nn++++=driver
drove ^vbd+++xvbn+=drove
past ^jjb++++=past
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
should ^md+nec+++=should
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
we ^pp1a+pp1+++=we
found ^vbd+vprv++xvbn+=found
ourselves ^ppls+pp1+++=ourselves
in ^in++++=in
an ^at++++=an
unknown ^jj+atrb+++=unknown
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
country.. ^nn+++??+=country....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
storm ^nn++++=storm
did ^vbd+dod+aux++=did
not ^xnot++not++=not
cease ^vb++++=cease;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
ordered ^vbd+vsua++xvbnx+=ordered
the ^ati++++=the
driver ^vb++++=driver
to ^to+vcmp+++=to
proceed ^vbi++++=proceed
towards ^in++++=towards
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
reached ^vbd+++xvbn+=reached
a ^at++++=a
village ^nn+nom+++=village;
; ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
wooden ^jj+atrb+++=wooden
church ^npl++++=church
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
light ^nn++++=light.
. ^zz++++=EXTRAWORD
The ^ati++++=The
church ^nn++++=church
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside
the ^ati++++=the
railings ^nns+nom+++=railings
stood ^vbd+++xvbn+=stood
several ^ap++++=several
sledges ^nns+++??+=sledges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
people ^nns++++=people
were ^vbd+bed+aux++=were
passing ^vbg+++xvbgx+=passing
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out
through ^in++++=through
the ^ati++++=the
porch ^nn++++=porch.
. ^zz++++=EXTRAWORD
" ^zz++++="'This
' ^zz++++=EXTRAWORD
this ^dt+dem+++=EXTRAWORD
way ^nn++++=way!
! ^zz++++=EXTRAWORD
this ^dt+dem+++=this
way ^nn++++=way!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
several ^ap++++=several
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ordered ^vbd+vsua++xvbnx+=ordered
the ^ati++++=the
driver ^vb++++=driver
to ^to+vcmp+++=to
proceed ^vbi++++=proceed.
. ^zz++++=EXTRAWORD
" ^zz++++="'In
' ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Heaven ^nn++++=Heaven,
, ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you
been ^vprf+ben+aux+xvbn+=been
loitering ^vbg+++xvbgx+=loitering'
' ^zz++++=EXTRAWORD
said ^vpsv++agls+xvbn+=said
somebody ^pn++++=somebody
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
bride ^nn++++=bride
has ^vbz+hvz+aux++=has
fainted ^vprf+++xvbnx+=fainted
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
the ^ati++++=the
pope ^np++++=pope
does ^vbz+doz+aux++=does
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
just ^rb+emph+splt++=just
getting ^vbg+++xvbgx+=getting
ready ^jj++++=ready
to ^to+jcmp+++=to
go ^vbi++++=go
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
out ^rb+phrv+++=out
as ^in++++=as
quickly ^rb++++=quickly
as ^ql++++=as
you ^pp2+pp2+++=you
can ^md+pos+++=can.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
out ^rb+phrv+++=out
of ^in++++=of
the ^ati++++=the
sledge ^nn+++??+=sledge
without ^in++++=without
saying ^xvbg+++xvbg+=saying
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
into ^in++++=into
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
feebly ^rb++splt++=feebly
lit ^vpsv++agls+xvbnx+=lit
up ^rp++++=up
by ^in++++=by
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
tapers ^nns++++=tapers.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
in ^in++++=in
a ^at++++=a
dark ^jj+atrb+++=dark
corner ^npl++++=corner
of ^in++++=of
the ^ati++++=the
church ^nn++++=church;
; ^zz++++=EXTRAWORD
another ^dt++++=another
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
rubbing ^vbg+++xvbgx+=rubbing
her ^pp3o+pp3+++=her
temples ^nns++++=temples.
. ^zz++++=EXTRAWORD
" ^zz++++="'Thank
' ^zz++++=EXTRAWORD
thank ^vb++++=EXTRAWORD
God ^nn++++=God!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
latter ^ap++++=latter,
, ^zz++++=EXTRAWORD
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
almost ^rb+hdg+splt++=almost
killed ^vprf+++xvbnx+=killed
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
old ^jj+atrb+++=old
priest ^nn++++=priest
advanced ^vbd+++xvbn+=advanced
towards ^in++++=towards
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="'Do
' ^zz++++=EXTRAWORD
do ^vb+do+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
wish ^nn++++=wish
me ^pp1o+pp1+++=me
to ^to++++=to
begin ^vbi++++=begin?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Begin,
' ^zz++++=EXTRAWORD
begin ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
begin ^vb++++=begin,
, ^zz++++=EXTRAWORD
father ^nn++++=father,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
absently ^rb++++=absently.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
young ^jj+atrb+++=young
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised
up ^rp++++=up.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
not ^xnot++not++=not
at ^rb++++=at
all ^abn++++=all
bad ^jj++++=bad-looking....
- ^zz++++=EXTRAWORD
looking.. ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Impelled ^xvbn+++xvbn+=Impelled
by ^in++++=by
an ^at++++=an
incomprehensible ^jj+atrb+++=incomprehensible,
, ^zz++++=EXTRAWORD
unpardonable ^jj+atrb+++=unpardonable
levity ^nn++++=levity,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
placed ^vbd+++xvbnx+=placed
myself ^ppl+pp1+++=myself
by ^in++++=by
her ^pp$+pp3+++=her
side ^nn++++=side
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
pulpit ^nn++++=pulpit;
; ^zz++++=EXTRAWORD
the ^ati++++=the
priest ^nn++++=priest
hurried ^vbd+++xvbn+=hurried
on ^in+strn+++=on;
; ^zz++++=EXTRAWORD
three ^cd++++=three
men ^nns++++=men
and ^cc++++=and
a ^at++++=a
chambermaid ^nn++++=chambermaid
supported ^vbd+++xvbn+=supported
the ^ati++++=the
bride ^nn++++=bride
and ^cc++++=and
only ^rb+down+++=only
occupied ^vbd+++xvbn+=occupied
themselves ^ppls+pp3+++=themselves
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
married ^vpsv++agls+xvbnx+=married.
. ^zz++++=EXTRAWORD
" ^zz++++="'Kiss
' ^zz++++=EXTRAWORD
kiss ^vb++++=EXTRAWORD
each ^dt++++=each
other ^ap++++=other!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
witnesses ^nns+nom+++=witnesses
to ^in++++=to
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
wife ^nn++++=wife
turned ^vbd+++xvbn+=turned
her ^pp$+pp3+++=her
pale ^nn++++=pale
face ^nn++++=face
towards ^in++++=towards
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
kiss ^vb++++=kiss
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed:
: ^zz++++=EXTRAWORD
' ^zz++++='Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
he ^pp3a+pp3+++=he!
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
he ^pp3a+pp3+++=he!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
fell ^nn+++xvbn+=fell
senseless ^jj++++=senseless.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
witnesses ^nns+nom+++=witnesses
gazed ^vbd+++xvbn+=gazed
at ^rb++++=at
me ^pp1o+pp1+++=me
in ^in++++=in
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
round ^rb+phrv+++=round
and ^cc++++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
church ^nn++++=church
without ^in++++=without
the ^ati++++=the
least ^rbt++++=least
hindrance ^nn+nom+++=hindrance,
, ^zz++++=EXTRAWORD
flung ^j+++xvbn+=flung
myself ^ppl+pp1+++=myself
into ^in++++=into
the ^ati++++=the
kibitka ^nn+++??+=kibitka
and ^cc++++=and
cried ^vbd+++xvbn+=cried:
: ^zz++++=EXTRAWORD
' ^zz++++='Drive
drive ^nn++++=EXTRAWORD
off ^in+strn+++=off!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
God ^nn++++=God!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
became ^vbd+++xvbn+=became
of ^in++++=of
your ^pp$+pp2+++=your
poor ^jj+atrb+++=poor
wife ^nn++++=wife?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Bourmin ^np+++??+=Bourmin;
; ^zz++++=EXTRAWORD
" ^zz++++="neither
neither ^dt++neg++=EXTRAWORD
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
village ^nn+nom+++=village
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
married ^vpsv++agls+xvbnx+=married,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
the ^ati++++=the
poststation ^nn+nom+++=poststation
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
set ^vbd+++xvbnx+=set
out ^rb+phrv+++=out
from ^in+strn+++=from.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
time ^nn++++=time
I ^pp1a+pp1+++=I
attached ^vbd+++xvbnx+=attached
so ^pn++++=so
little ^ap++++=little
importance ^nn+nom+++=importance
to ^in++++=to
my ^pp$+pp1+++=my
wicked ^jj+atrb+++=wicked
prank ^nn++++=prank,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
on ^rp++++=on
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
awake ^jj++++=awake
till ^in++++=till
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning
after ^in++++=after
reaching ^xvbg+++xvbg+=reaching
the ^ati++++=the
third ^od++++=third
station ^npl+nom+++=station.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
died ^j+++xvbn+=died
during ^in++++=during
the ^ati++++=the
campaign ^nn++++=campaign,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
hope ^nn++++=hope
of ^in++++=of
ever ^rb++++=ever
discovering ^vbg+vprv++xvbg+=discovering
the ^ati++++=the
woman ^nn++++=woman
upon ^in++++=upon
whom ^whp+rel+pied++=whom
I ^pp1a+pp1+++=I
played ^vbd+++xvbnx+=played
such ^abl++++=such
a ^at++++=a
cruel ^jj+atrb+++=cruel
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
so ^rb++++=so
cruelly ^rb++++=cruelly
avenged ^jj+++xvbn+=avenged."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
God ^nn++++=God!
! ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna,
, ^zz++++=EXTRAWORD
seizing ^vbg+++xvbg+=seizing
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand:
: ^zz++++=EXTRAWORD
" ^zz++++="then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
recognize ^vb+vprv+++=recognize
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bourmin ^np+++??+=Bourmin
turned ^vbd+++xvbn+=turned
pale ^nn++++=pale
and ^cc++++=and
threw ^vbd+++xvbn+=threw
himself ^ppl+pp3+++=himself
at ^rb++++=at
her ^pp3o+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Footnotes ^np+++??+=FOOTNOTES
[ ^zz++++=[1]
1 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
A ^at++++=A
village ^nn+nom+++=village
about ^in++++=about
fifty ^cd++++=fifty
miles ^nns++++=miles
from ^in++++=from
Moscow ^np++++=Moscow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
a ^at++++=a
sanguinary ^nn+nom+++=sanguinary
battle ^nn++++=battle
between ^in++++=between
the ^ati++++=the
French ^nn++++=French
and ^cc++++=and
Russian ^jj+atrb+++=Russian
forces ^nns++++=forces
during ^in++++=during
the ^ati++++=the
invasion ^nn++++=invasion
of ^in++++=of
Russia ^np++++=Russia
by ^in++++=by
Napoleon ^np++++=Napoleon
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
[ ^zz++++=[2]
2 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
Griboiedoff ^np+++??+=Griboiedoff.
. ^zz++++=EXTRAWORD
[ ^zz++++=[3]
3 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
In ^in++++=In
" ^zz++++="La
la ^&fw++++=EXTRAWORD
Nouvelle ^np+++??+=Nouvelle
H ^zz++++=H
Loise ^vb++++=loise,"
 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
By ^in++++=by
Jean ^np++++=Jean-Jacques

 ^zz++++=EXTRAWORD
Jacques ^np++++=EXTRAWORD
Rousseau ^np++++=Rousseau.
 ^zz++++=EXTRAWORD
