( ^zz++++=(1854)SKETCH
spell ^nn++++=spell.
. ^zz++++=EXTRAWORD
As ^ql++++=As
day ^np++++=day
advances ^nns+nom+++=advances
the ^ati++++=the
dissonant ^nn+nom+++=dissonant
din ^nn+++??+=din
augments ^nns+nom+++=augments.
. ^zz++++=EXTRAWORD
With ^in++++=With
ear ^nn++++=ear-splitting
- ^zz++++=EXTRAWORD
splitting ^vbg+++xvbg+=EXTRAWORD
cries ^nns++++=cries
thewild ^nn+++??+=thewild
birds ^nns++++=birds
celebrate ^nn+nom+++=celebrate
their ^pp$+pp3+++=their
matins ^nns++++=matins.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
flights ^nns++++=flights
push ^nn++++=push
from ^in++++=from
thetower ^jjr++++=thetower,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
join ^vb++++=join
the ^ati++++=the
aerial ^nn++++=aerial
choir ^nn++++=choir
hovering ^vwbg+++xvbg+=hovering
overhead ^jjb++++=overhead,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
their ^pp$+pp3+++=their
placesbelow ^nn+++??+=placesbelow
are ^vb+ber+aux++=are
supplied ^vpsv++by+xvbnx+=supplied
by ^in++++=by
darting ^xvbg+++xvbg+=darting
myriads ^nns++++=myriads.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
down ^rp++++=down
through ^in++++=through
all ^abn++++=all
this ^dt+dem+++=this
discordof ^nn+++??+=discordof
commotion ^nn+nom+++=commotion,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
bugle ^nn+++??+=bugle-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
notes ^nns++++=notes
unbrokenly ^jj+atrb+++=unbrokenly
falling,like ^jj+atrb+++=falling,like
oblique ^jj+atrb+++=oblique
lines ^nns++++=lines
of ^in++++=of
swift ^jj++++=swift-slanting
- ^zz++++=EXTRAWORD
slanting ^nn++++=EXTRAWORD
rain ^nn++++=rain
in ^in++++=in
a ^at++++=a
cascading ^jj+atrb++xvbg+=cascading
shower ^nn++++=shower.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gazefar ^nn+++??+=gazefar
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
behold ^vb++++=behold
a ^at++++=a
snow ^np++++=snow-white
- ^zz++++=EXTRAWORD
white ^jj+atrb+++=EXTRAWORD
angelic ^jj+atrb+++=angelic
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
with ^in++++=with
one ^cd1++++=one
long ^jj++++=long,
, ^zz++++=EXTRAWORD
lance ^np++++=lance-likefeather
- ^zz++++=EXTRAWORD
likefeather ^jjr+atrb+++=EXTRAWORD
thrust ^nn+++xvbn+=thrust
out ^rp+pl+++=out
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
bright ^jj+atrb+++=bright,
, ^zz++++=EXTRAWORD
inspiriting ^jj+atrb++xvbg+=inspiriting
chanticleer ^nn+nom+++=chanticleer
ofocean ^nn++++=ofocean,
, ^zz++++=EXTRAWORD
the ^ati++++=the
beauteous ^jj+atrb+++=beauteous
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
from ^in++++=from
its ^pp$+it+++=its
bestirring ^jj+atrb++xvbg+=bestirring
whistle ^nn++++=whistle
of ^in++++=of
musicalinvocation ^nn+nom+++=musicalinvocation,
, ^zz++++=EXTRAWORD
fitly ^jj++++=fitly
styled ^jj+++xvbn+=styled
the ^ati++++=the
" ^zz++++="Boatswain's
boatswain ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
Mate ^nn++++=Mate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
winged ^jj++++=winged,
, ^zz++++=EXTRAWORD
life ^nn++++=life-clouding
- ^zz++++=EXTRAWORD
clouding ^vbg+++xvbg+=EXTRAWORD
Rodondo ^np+++??+=Rodondo
had ^vb+hv+vrb++=had
its ^pp$+it+++=its
full ^jj+atrb+++=full
counterpart ^nn++++=counterpart
in ^in++++=in
the ^ati++++=the
finnyhosts ^nns+++??+=finnyhosts
which ^whp+rel+subj++=which
peopled ^xvbn+++xvbn+=peopled
the ^ati++++=the
waters ^nns++++=waters
at ^in++++=at
its ^pp$+it+++=its
base ^nn++++=base.
. ^zz++++=EXTRAWORD
Below ^in+pl+++=Below
the ^ati++++=the
water ^nn++++=water-line,
- ^zz++++=EXTRAWORD
line ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
therock ^nn+++??+=therock
seemed ^vbd+seem++xvbn+=seemed
one ^cd1++++=one
honey ^nn++++=honey-comb
- ^zz++++=EXTRAWORD
comb ^nn++++=EXTRAWORD
of ^in++++=of
grottoes ^nns+++??+=grottoes,
, ^zz++++=EXTRAWORD
affording ^jj+++xvbg+=affording
labyrinthinelurking ^jj+++xvbg+=labyrinthinelurking-places
- ^zz++++=EXTRAWORD
places ^nns++++=EXTRAWORD
for ^in++++=for
swarms ^nns+++??+=swarms
of ^in++++=of
fairy ^nn++++=fairy
fish ^nn++++=fish.
. ^zz++++=EXTRAWORD
All ^abn++++=All
were ^vbd+bed+vrb++=were
strange ^jj+pred+++=strange;
; ^zz++++=EXTRAWORD
manyexceedingly ^jj++++=manyexceedingly
beautiful ^jj++++=beautiful;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
well ^rb++++=well
graced ^vbd+++xvbn+=graced
the ^ati++++=the
costliest ^jjt+atrb+++=costliest
glassglobes ^nns+++??+=glassglobes
in ^in++++=in
which ^whp+rel+pied++=which
gold ^nn++++=gold-fish
- ^zz++++=EXTRAWORD
fish ^nns++++=EXTRAWORD
are ^vb+ber+aux++=are
kept ^vpsv++agls+xvbnx+=kept
for ^in++++=for
a ^at++++=a
show ^nn++++=show.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
strikingthan ^nn+nom+++=strikingthan
the ^ati++++=the
complete ^jj+atrb+++=complete
novelty ^nn++++=novelty
of ^in++++=of
many ^ap++++=many
individuals ^nns+nom+++=individuals
of ^in++++=of
this ^dt+dem+++=this
multitude ^nn++++=multitude.
. ^zz++++=EXTRAWORD
Herehues ^np+++??+=Herehues
were ^vbd+bed+aux++=were
seen ^vpsv++agls+xvbnx+=seen
as ^ql++++=as
yet ^rb++++=yet
unpainted ^jj++++=unpainted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
figures ^nns++++=figures
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
unengraved ^vpsv++agls+xvbnx+=unengraved.
. ^zz++++=EXTRAWORD
To ^to++++=To
show ^vbi+vprv+++=show
the ^ati++++=the
multitude ^nn++++=multitude,
, ^zz++++=EXTRAWORD
avidity ^nn+nom+++=avidity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nameless ^jj+atrb+++=nameless
fearlessness ^nns+nom+++=fearlessness
and ^cc++++=and
tamenessof ^nn+++??+=tamenessof
these ^dt+dem+++=these
fish ^nn++++=fish,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
marking ^nvbg+++xvbg+=marking
through ^in++++=through
clear ^jj+atrb+++=clear
spaces ^nns++++=spaces
ofwater ^jjr++++=ofwater--temporarily
-- ^--+clp+++=EXTRAWORD
temporarily ^rb++++=EXTRAWORD
made ^vwbn+++xvbn+=made
so ^pn++++=so
by ^in++++=by
the ^ati++++=the
concentric ^jj+atrb+++=concentric
dartings ^nns+++??+=dartings
of ^in++++=of
the ^ati++++=the
fish ^nns++++=fish
abovethe ^nn+++??+=abovethe
surface ^nn++++=surface--certain
-- ^--+clp+++=EXTRAWORD
certain ^jj++++=EXTRAWORD
larger ^jjr++++=larger
and ^cc++++=and
less ^rbr++++=less
unwary ^jj+atrb+++=unwary
wights ^nns+++??+=wights,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
swam ^vbd+++xvbn+=swam
slow ^jj+atrb+++=slow
anddeep ^nn+++??+=anddeep;
; ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
anglers ^nns+nom+++=anglers
would ^md+prd+++=would
cautiously ^rb++++=cautiously
essay ^nn++++=essay
to ^to++++=to
drop ^vbi++++=drop
their ^pp$+pp3+++=their
lines ^nns++++=lines
down ^in++++=down
tothese ^nn+nom+++=tothese
last ^rb++++=last.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^rb++++=in
vain ^rb"++++=vain;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
passing ^jj+++xvbg+=passing
the ^ati++++=the
uppermost ^jj+atrb+++=uppermost
zone ^nn++++=zone.
. ^zz++++=EXTRAWORD
Nosooner ^np+nom++??+=Nosooner
did ^vbd+dod+vrb++=did
the ^ati++++=the
hook ^nn++++=hook
touch ^nn++++=touch
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
than ^in++++=than
a ^at++++=a
hundred ^cd++++=hundred
infatuates ^nns+nom+++=infatuates
contendedfor ^nn++++=contendedfor
the ^ati++++=the
honor ^nn++++=honor
of ^in++++=of
capture ^nn++++=capture.
. ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
fish ^nn++++=fish
of ^in++++=of
Rodondo ^np+++??+=Rodondo!
! ^zz++++=EXTRAWORD
in ^in++++=in
your ^pp$+pp2+++=your
victimizedconfidence ^nn+nom+++=victimizedconfidence,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
of ^in++++=of
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
inconsiderately ^jj+atrb+++=inconsiderately
trust,while ^nn+++??+=trust,while
they ^pp3a+pp3+++=they
do ^vb+do+aux++=do
not ^xnot++not++=not
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
human ^jj+atrb+++=human
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
dawn ^nn++++=dawn
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
fairly ^rb++++=fairly
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Band ^nn++++=Band
after ^in++++=after
band ^nn++++=band,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea-fowl
- ^zz++++=EXTRAWORD
fowl ^nn+++??+=EXTRAWORD
sail ^vb++++=sail
awayto ^nn+++??+=awayto
forage ^nn++++=forage
the ^ati++++=the
deep ^nn++++=deep
for ^in++++=for
their ^pp$+pp3+++=their
food ^nn++++=food.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tower ^nn++++=tower
is ^vbz+bez+aux++=is
left ^vpsv++agls+xvbnx+=left
solitary ^jj++++=solitary
save ^vb++++=save
thefish ^jj++++=thefish-caves
- ^zz++++=EXTRAWORD
caves ^nns++++=EXTRAWORD
at ^in++++=at
its ^pp$+it+++=its
base ^nn++++=base.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
birdlime ^nn+++??+=birdlime
gleams ^nns++++=gleams
in ^in++++=in
the ^ati++++=the
golden ^jj+atrb+++=golden
rays ^nns++++=rays
like ^in++++=like
thewhitewash ^nn+++??+=thewhitewash
of ^in++++=of
a ^at++++=a
tall ^jj+atrb+++=tall
light ^nn++++=light-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
lofty ^np++++=lofty
sails ^nns++++=sails
of ^in++++=of
a ^at++++=a
cruiser ^nn++++=cruiser.
. ^zz++++=EXTRAWORD
Thismoment ^np+nom++??+=Thismoment,
, ^zz++++=EXTRAWORD
doubtless ^rb+cnj+++=doubtless,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
we ^pp1a+pp1+++=we
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
dead ^jj+atrb+++=dead
desert ^nn++++=desert
rock ^npl++++=rock
othervoyagers ^nns+nom+++=othervoyagers
are ^vb+ber+aux++=are
taking ^vbg+++xvbgx+=taking
oaths ^nns++++=oaths
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
glad ^jj+atrb+++=glad
populous ^jj+atrb+++=populous
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
ropes ^nns++++=ropes
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
ascend ^nn+++??+=ascend.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
so ^rb+emph+++=so
easy ^jj++++=easy.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
*sketch ^nn+++??+=*SKETCH
Fourth ^od++++=FOURTH.
. ^zz++++=EXTRAWORD
A ^at++++=A
Pisgah ^np+++??+=PISGAH
View ^nn++++=VIEW
From ^in++++=FROM
The ^ati++++=THE
Rock ^nn++++=ROCK.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--"That
" ^zz++++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
done ^vbd+++xvbn+=done,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
leads ^nns++++=leads
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
highest ^jjt+atrb+++=highest
mount ^nn++++=mount,
, ^zz++++=EXTRAWORD
From ^in++++=From
whence ^wrb+who+++=whence,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
off ^in+pl+++=off
he ^pp3a+pp3+++=he
unto ^in++++=unto
him ^pp3o+pp3+++=him
did ^vbd+dod+vrb++=did
show:" ^nn+++??+=show:"-If
- ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
seek ^vb++++=seek
to ^to+vcmp+++=to
ascend ^vb+++??+=ascend
Rock ^npl++++=Rock
Rodondo ^np+++??+=Rodondo,
, ^zz++++=EXTRAWORD
take ^vb++++=take
the ^ati++++=the
following ^jj+atrb++xvbg+=following
prescription ^nn+nom+++=prescription.
. ^zz++++=EXTRAWORD
Gothree ^np+++??+=Gothree
voyages ^nns+nom+++=voyages
round ^in++++=round
the ^ati++++=the
world ^nn++++=world
as ^in++++=as
a ^at++++=a
main ^jjb++++=main-royal-man
- ^zz++++=EXTRAWORD
royal ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
tallest ^jjt+atrb+++=tallest
frigatethat ^nn+++??+=frigatethat
floats ^vbz++++=floats;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
serve ^vb++++=serve
a ^at++++=a
year ^nn++++=year
or ^cc++++=or
two ^cd++++=two
apprenticeship ^nn+nom+++=apprenticeship
to ^in++++=to
the ^ati++++=the
guides ^nns++++=guides
whoconduct ^jj+atrb++??+=whoconduct
strangers ^nns+nom+++=strangers
up ^rp++++=up
the ^ati++++=the
Peak ^nn++++=Peak
of ^in++++=of
Teneriffe ^np++++=Teneriffe;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
many ^ap++++=many
morerespectively ^jj++++=morerespectively
to ^in++++=to
a ^at++++=a
rope ^nn++++=rope-dancer,
- ^zz++++=EXTRAWORD
dancer ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
an ^at++++=an
Indian ^jj+atrb+++=Indian
juggler ^nn++++=juggler,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
chamois ^nn++++=chamois.
. ^zz++++=EXTRAWORD
Thisdone ^np+++??+=Thisdone,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
and ^cc++++=and
be ^vb+be+aux++=be
rewarded ^vpsv++by+xvbnx+=rewarded
by ^in++++=by
the ^ati++++=the
view ^nn++++=view
from ^in++++=from
our ^pp$+pp1+++=our
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
we ^pp1a+pp1+++=we
get ^vb++++=get
there,we ^nn+++??+=there,we
alone ^rb++++=alone
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
sought ^vbd+++xvbn+=sought
to ^to++++=to
tell ^vbi++++=tell
others ^aps++++=others,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
the ^ati++++=the
wiser ^jjr++++=wiser
were ^vbd+bed+vrb++=were
they?suffice ^nn+++??+=they?Suffice
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
here ^rn+pl+++=here
at ^in++++=at
the ^ati++++=the
summit ^nn++++=summit
you ^pp2+pp2+++=you
and ^cc++++=and
I ^pp1a+pp1+++=I
stand ^vb++++=stand.
. ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
anyballoonist ^nn+nom+++=anyballoonist,
, ^zz++++=EXTRAWORD
does ^vbz+doz+vrb++=does
the ^ati++++=the
outlooking ^jj+atrb++xvbg+=outlooking
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
moon ^nn++++=moon,
, ^zz++++=EXTRAWORD
take ^vb++++=take
a ^at++++=a
broader ^jjr+atrb+++=broader
view ^nn++++=view
ofspace ^nn+++??+=ofspace?
? ^zz++++=EXTRAWORD
Much ^ap++++=Much
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
fancies ^nns++++=fancies,
, ^zz++++=EXTRAWORD
looks ^nns++++=looks
the ^ati++++=the
universe ^nn++++=universe
from ^in++++=from
Milton ^np++++=Milton'scelestial
'scelestial ^jj+atrb+++0=EXTRAWORD
battlements ^nns+nom+++=battlements.
. ^zz++++=EXTRAWORD
A ^at++++=A
boundless ^jj+atrb+++=boundless
watery ^jj+atrb+++=watery
Kentucky ^np+++??+=Kentucky.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
Daniel ^np++++=Daniel
Boonewould ^np+++??+=Boonewould
have ^vb+hv+aux++=have
dwelt ^vprf+++xvbnx+=dwelt
content ^nn++++=content.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
heed ^nn++++=heed
for ^in++++=for
the ^ati++++=the
present ^jj+atrb+++=present
yonder ^jjb+atrb+++=yonder
Burnt ^jj+atrb++xvbn+=Burnt
District ^nn++++=District
of ^in++++=of
the ^ati++++=the
Enchanted ^jj+++xvbn+=Enchanted
Isles.look ^np+++??+=Isles.Look
edgeways ^rb+cnj+++=edgeways,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
past ^nn++++=past
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
south ^np+pl+++=south.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see
nothing ^pn++++=nothing;
; ^zz++++=EXTRAWORD
butpermit ^nn+++??+=butpermit
me ^pp1o+pp1+++=me
to ^in++++=to
point ^nn++++=point
out ^rp+pl+++=out
the ^ati++++=the
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
not ^xnot++not++=not
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
of ^in++++=of
certaininteresting ^xvbg+++xvbg+=certaininteresting
objects ^nns++++=objects
in ^in++++=in
the ^ati++++=the
vast ^jj+atrb+++=vast
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
kissing ^vbg+++xvbg+=kissing
this ^dt+dem+++=this
tower ^nn++++=tower's
's ^$++++=EXTRAWORD
base,we ^nn+++??+=base,we
behold ^vb++++=behold
unscrolling ^nn+nom+++=unscrolling
itself ^ppl++++=itself
towards ^in++++=towards
the ^ati++++=the
Antarctic ^np+++??+=Antarctic
Pole ^nn++++=Pole.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
stand ^vb++++=stand
now ^rn+tm+++=now
ten ^cd++++=ten
miles ^nns++++=miles
from ^in++++=from
the ^ati++++=the
Equator ^np++++=Equator.
. ^zz++++=EXTRAWORD
Yonder ^np+++??+=Yonder,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
East ^np+pl+++=East,
, ^zz++++=EXTRAWORD
some ^dti++++=some
sixhundred ^jj+atrb++xvbn+=sixhundred
miles ^nns++++=miles,
, ^zz++++=EXTRAWORD
lies ^vbz++++=lies
the ^ati++++=the
continent ^nn++++=continent;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
Rock ^npl++++=Rock
being ^vwbg+beg++xvbg+=being
just ^rb+emph+++=just
about ^in++++=about
on ^in++++=on
theparallel ^nn+++??+=theparallel
of ^in++++=of
Quito ^np+++??+=Quito.
. ^zz++++=EXTRAWORD
Observe ^vb+vprv+++=Observe
another ^dt++++=another
thing ^nn++++=thing
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
at ^rb++++=at
one ^pn++++=one
of ^in++++=of
three ^cd++++=three
uninhabited ^jj+atrb+++=uninhabited
clusters,which ^nn+++??+=clusters,which,
, ^zz++++=EXTRAWORD
at ^rb++++=at
pretty ^rb++++=pretty
nearly ^rb+down+++=nearly
uniform ^jj+atrb+++=uniform
distances ^nns+nom+++=distances
from ^in++++=from
the ^ati++++=the
main ^jjb++++=main,
, ^zz++++=EXTRAWORD
sentinel ^nn++++=sentinel,
, ^zz++++=EXTRAWORD
atlong ^nn+++??+=atlong
intervals ^nns+nom+++=intervals
from ^in++++=from
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
the ^ati++++=the
entire ^jjb+atrb+++=entire
coast ^nn++++=coast
of ^in++++=of
South ^np+pl+++=South
America ^np++++=America.
. ^zz++++=EXTRAWORD
In ^in++++=In
apeculiar ^nn+++??+=apeculiar
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
terminate ^nn+nom+++=terminate
the ^ati++++=the
South ^nr+pl+++=South
American ^jj+atrb+++=American
character ^nn+nom+++=character
ofcountry ^nn++++=ofcountry.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
the ^ati++++=the
unnumbered ^jj+atrb+++=unnumbered
Polynesian ^np+++??+=Polynesian
chains ^nns++++=chains
to ^in++++=to
the ^ati++++=the
westward ^nn++++=westward,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
onepartakes ^nns+++??+=onepartakes
of ^in++++=of
the ^ati++++=the
qualities ^nns+nom+++=qualities
of ^in++++=of
the ^ati++++=the
Encantadas ^np+++??+=Encantadas
or ^cc++++=or
Gallipagos ^np+++??+=Gallipagos,
, ^zz++++=EXTRAWORD
the ^ati++++=the
isles ^npls++++=isles
ofst ^nn+++??+=ofSt.
. ^zz++++=EXTRAWORD
Felix ^np++++=Felix
and ^cc++++=and
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose,
, ^zz++++=EXTRAWORD
the ^ati++++=the
isles ^npls++++=isles
Juan ^np++++=Juan-Fernandez
- ^zz++++=EXTRAWORD
fernandez ^np++++=EXTRAWORD
and ^cc++++=and
Massafuero ^np+++??+=Massafuero.
. ^zz++++=EXTRAWORD
Ofthe ^np+++??+=Ofthe
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
needs ^vbz++++=needs
not ^xnot++not++=not
here ^rn+pl+++=here
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
lie ^vb++++=lie
a ^rb++++=a
little ^rb"++++=little
above ^jjb+atrb+++=above
thesouthern ^jj+++xvbn+=theSouthern
Tropic ^np+++??+=Tropic;
; ^zz++++=EXTRAWORD
lofty ^np++++=lofty,
, ^zz++++=EXTRAWORD
inhospitable ^jj++++=inhospitable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
uninhabitable ^jj+atrb+++=uninhabitable
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
ofwhich ^nn+++??+=ofwhich,
, ^zz++++=EXTRAWORD
presenting ^vbg+++xvbg+=presenting
two ^cd++++=two
round ^in++++=round
hummocks ^nns+++??+=hummocks
connected ^vwbn+++xvbn+=connected
by ^in++++=by
a ^at++++=a
low ^jj+atrb+++=low
reef ^nn++++=reef,
, ^zz++++=EXTRAWORD
exactlyresembles ^nns+++??+=exactlyresembles
a ^at++++=a
huge ^jj++++=huge
double ^jj++++=double-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
shot ^vbd+++xvbn+=shot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^rb++++=last
lie ^vb++++=lie
in ^in++++=in
the ^ati++++=the
latitude ^nn++++=latitude
of ^in++++=of
33 ^cd++++=33;
; ^zz++++=EXTRAWORD
high ^jj++++=high,
, ^zz++++=EXTRAWORD
wild ^jj++++=wild
and ^cc+phrs+++=and
cloven ^jj+++xvbn+=cloven.
. ^zz++++=EXTRAWORD
Juan ^np++++=Juan
Fernandez ^np+++??+=Fernandez
is ^vbz+bez+vrb++=is
sufficiently ^rb++++=sufficiently
famouswithout ^nn+++??+=famouswithout
further ^jjb+atrb+++=further
description ^nn+nom+++=description.
. ^zz++++=EXTRAWORD
Massafuero ^np+++??+=Massafuero
is ^vbz+bez+vrb++=is
a ^at++++=a
Spanish ^jj+atrb+++=Spanish
name ^nn++++=name,
, ^zz++++=EXTRAWORD
expressive ^jj+atrb+++=expressive
ofthe ^nn+++??+=ofthe
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
isle ^npl++++=isle
so ^ql+emph+++=so
called ^jj+atrb++xvbn+=called
lies ^nns++++=lies
_more ^nn+++??+=_more
without_ ^nn+++??+=without_,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
furtheroff ^nn+++??+=furtheroff
the ^ati++++=the
main ^nn++++=main
than ^in++++=than
its ^pp$+it+++=its
neighbor ^nn++++=neighbor
Juan ^np++++=Juan.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
isle ^nn++++=isle
Massafuero ^np+++??+=Massafuero
has ^vbz+hvz+vrb++=has
a ^at++++=a
veryimposing ^jj+atrb++xvbg+=veryimposing
aspect ^nn++++=aspect
at ^in++++=at
a ^at++++=a
distance ^nn+nom+++=distance
of ^in++++=of
eight ^cd++++=eight
or ^cc++++=or
ten ^cd++++=ten
miles ^nns++++=miles.
. ^zz++++=EXTRAWORD
Approached ^j+++xvbn+=Approached
in ^in++++=in
