Early ^jj++++=Early
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
suspected, ^nn+++??+=suspected,--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
going ^md"++pmd"++=going
to ^md+prd+++=to
try ^vb++++=try
and ^cc++++=and
stampede ^nn+++??+=stampede
us ^pp1o+pp1+++=us
with ^in++++=with
a ^at++++=a
dry ^jj+atrb+++=dry
cowskin ^nn+++??+=cowskin
tied ^vbd+++xvbn+=tied
to ^in++++=to
that ^dt+dem+++=that
steer ^nn++++=steer's
's ^vbz+bez+vrb++0=EXTRAWORD
tail ^nn++++=tail
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
down ^rp++++=down.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
let ^vbd+++xvbnx+=let
him ^pp3o+pp3+++=him
up ^rp++++=up,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
the ^ati++++=the
turn ^nn++++=turn,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
headed ^vbd+++xvbnx+=headed
him ^pp3o+pp3+++=him
for ^in++++=for
our ^pp$+pp1+++=our
herd ^nn++++=herd,
, ^zz++++=EXTRAWORD
the ^ati++++=the
flint ^nn++++=flint
thumping ^vwbg+++xvbg+=thumping
at ^in++++=at
his ^pp$+pp3+++=his
heels ^nns++++=heels.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
rode ^vbd+++xvbn+=rode
out ^rp+pl+++=out
in ^in++++=in
a ^at++++=a
lope ^nn+++??+=lope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
signaled ^vbd+++xvbnx+=signaled
for ^in++++=for
my ^pp$+pp1+++=my
crowd ^nn++++=crowd
to ^to++++=to
come ^vbi++++=come
on ^in++++=on
and ^cc++++=and
we ^pp1a+pp1+++=we
would ^md+prd+++=would
back ^jjb++++=back
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
play ^nn++++=play.
. ^zz++++=EXTRAWORD
As ^ql++++=As
we ^pp1a+pp1+++=we
rode ^vbd+++xvbn+=rode
out ^rp+pl+++=out
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
my ^pp$+pp1+++=my
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
stuff ^nn++++=stuff's
's ^$++++=EXTRAWORD
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
fellows ^nns++++=fellows!
! ^zz++++=EXTRAWORD
Shoot ^vb++++=Shoot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shoot ^vb++++=shoot
to ^to++++=to
hurt ^vbi++++=hurt!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
seemed ^vbd+seem+tht0+xvbn+=seemed
their ^pp$+pp3+++=their
whole ^jj+atrb+++=whole
outfit ^nn++++=outfit
was ^vbd+bedz+aux++=was
driving ^vbg+++xvbgx+=driving
that ^dt+dem+++=that
one ^cd1++++=one
steer ^np++++=steer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turning ^vbg+++xvbg+=turning
the ^ati++++=the
others ^aps++++=others
loose ^jj++++=loose
to ^in++++=to
graze ^nn+++??+=graze.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
never ^rb++++=never
changed ^vbd+++xvbn+=changed
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
that ^dt+dem+++=that
steer ^nn++++=steer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him
head ^jjb++++=head
for ^in++++=for
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
they ^pp3a+pp3+++=they
met ^vbd+++xvbnx+=met
and ^cc+phrs+++=and
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
his ^pp$+pp3+++=his
horse ^nn++++=horse
and ^cc++++=and
rode ^vpsv++agls+xvbn+=rode
onto ^in++++=onto
him ^pp3o+pp3+++=him
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
post ^nn++++=post
driven ^vwbn+++xvbn+=driven
in ^in++++=in
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
Whirling ^vbg+nom++xvbg+=Whirling
a ^at++++=a
loop ^nn++++=loop
big ^jj++++=big
enough ^qlp++++=enough
to ^to++++=to
take ^vbi++++=take
in ^rb+phrv+++=in
a ^at++++=a
yoke ^nn++++=yoke
of ^in++++=of
oxen ^nns++++=oxen,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
dropped ^vbd+++xvbnx+=dropped
it ^pp3+it+++=it
over ^in++++=over
his ^pp$+pp3+++=his
off ^rp+pl+++=off
fore ^jjb+atrb+++=fore
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
up ^rp++++=up
his ^pp$+pp3+++=his
slack ^jj+atrb+++=slack
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
that ^dt+dem+++=that
steer ^nn++++=steer
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
thrown ^vpsv++agls+xvbnx+=thrown
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
and ^cc++++=and
came ^vbd+++xvbn+=came
down ^rb+phrv+++=down
on ^in+ppvb+++=on
his ^pp$+pp3+++=his
head ^nn++++=head
with ^in++++=with
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
shook ^vbd+++xvbn+=shook
the ^ati++++=the
rope ^nn++++=rope
off ^in+pl+++=off
the ^ati++++=the
dead ^jj+atrb+++=dead
steer ^np++++=steer's
's ^$++++=EXTRAWORD
forelegs ^nns+++??+=forelegs
without ^in++++=without
dismounting ^xvbg+++xvbg+=dismounting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
coil ^vbi++++=coil
his ^pp$+pp3+++=his
rope ^nn++++=rope
when ^wrb+who+++=when
those ^dt+pdem+++=those
varmints ^vbz+++??+=varmints
made ^vbd+++xvbn+=made
a ^at++++=a
dash ^nn++++=dash
at ^in++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
shooting ^vbg+++xvbg+=shooting
and ^cc+phrs+++=and
yelling ^vbg+nom++xvbg+=yelling.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
called ^vbd+++xvbn+=called
for ^in+ppvb+++=for
a ^at++++=a
counter ^nn++++=counter
play ^nn++++=play
on ^in++++=on
our ^pp$+pp1+++=our
part ^nn++++=part,
, ^zz++++=EXTRAWORD
except ^in++++=except
our ^pp$+pp1+++=our
aim ^nn++++=aim
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low,
, ^zz++++=EXTRAWORD
for ^in++++=for
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
sure ^jj+pred+++=sure
to ^to+jcmp+++=to
leave ^vbi++++=leave
one ^cd1++++=one
afoot ^rb++++=afoot.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute
the ^ati++++=the
air ^nn++++=air
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
horses ^nns++++=horses
on ^in++++=on
our ^pp$+pp1+++=our
side ^nn++++=side
went ^vbd+++xvbn+=went
down ^rp++++=down
before ^cs+sub+++=before
you ^pp2+pp2+++=you
could ^md+pos+++=could
say ^vb+vpub+++=say
' ^zz++++='Jack
jack ^np++++=EXTRAWORD
Robinson ^np++++=Robinson,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
but ^cc++++=but
the ^ati++++=the
men ^nns++++=men
were ^vbd+bed+vrb++=were
unhurt ^nn+++??+=unhurt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
flattened ^vbd+++xvbn+=flattened
themselves ^ppls+pp3+++=themselves
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
Indian ^jj+atrb+++=Indian
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
burnt ^vbd+++xvbn+=burnt
the ^ati++++=the
grass ^nn++++=grass
in ^in++++=in
a ^at++++=a
half ^abn++++=half-circle
- ^zz++++=EXTRAWORD
circle ^nn++++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
everybody ^pn++++=everybody
had ^vbd+hvd+aux++=had
emptied ^vprf+++xvbnx+=emptied
his ^pp$+pp3+++=his
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
each ^dt++++=each
outfit ^nn++++=outfit
broke ^vbd+++xvbn+=broke
back ^jjb++++=back
to ^in++++=to
its ^pp$+it+++=its
wagon ^nn++++=wagon
to ^in++++=to
reload ^nn+++??+=reload.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
of ^in++++=of
my ^pp$+pp1+++=my
men ^nns++++=men
came ^vbd+++xvbn+=came
back ^jjb++++=back
afoot ^rb+cnj+++=afoot,
, ^zz++++=EXTRAWORD
each ^dt++++=each
claiming ^nvbg+++xvbg+=claiming
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
his ^pp$+pp3+++=his
man ^nn++++=man
all ^abn++++=all
right ^jj++++=right,
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
no ^at++++=no
men ^nns++++=men
shy ^jj++++=shy,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
lucky ^jj+pred+++=lucky.
. ^zz++++=EXTRAWORD
Filling ^vbg+nom++xvbg+=Filling
our ^pp$+pp1+++=our
guns ^nns++++=guns
with ^in++++=with
cartridges ^nns+++??+=cartridges
out ^rp+pl+++=out
of ^in++++=of
our ^pp$+pp1+++=our
belts ^nns++++=belts,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
rode ^vbd+++xvbn+=rode
out ^rp+pl+++=out
to ^to++++=to
reconnoitre ^vbi++++=reconnoitre
and ^cc++++=and
try ^nn++++=try
and ^cc++++=and
get ^vb++++=get
the ^ati++++=the
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
saddles ^nns++++=saddles.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
first ^od++++=first
swell ^vb++++=swell
of ^in++++=of
the ^ati++++=the
ground ^nn++++=ground
showed ^vbd+vprv++xvbn+=showed
us ^pp1o+pp1+++=us
the ^ati++++=the
field ^nn++++=field.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
the ^ati++++=the
dead ^jj+atrb+++=dead
steer ^np++++=steer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
five ^cd++++=five
or ^cc++++=or
six ^cd++++=six
horses ^nns++++=horses
scattered ^vbd+++xvbn+=scattered
around ^rp++++=around
likewise ^rb+cnj+++=likewise,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
grass ^nn++++=grass
was ^vbd+bedz+vrb++=was
too ^ql++++=too
high ^np++++=high
to ^to++++=to
show ^vbi+vprv+++=show
the ^ati++++=the
men ^nns++++=men
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
felt ^vbd+vprv++xvbn+=felt
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
opposition ^nn+nom+++=opposition
was ^vbd+bedz+aux++=was
keeping ^vbg+++xvbgx+=keeping
close ^in+cmpx+++=close
to ^in"++++=to
their ^pp$+pp3+++=their
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
rode ^vbd+++xvbn+=rode
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
carnage ^nn+nom+++=carnage.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys
were ^vbd+bed+aux++=were
getting ^vbg+++xvbgx+=getting
the ^ati++++=the
saddles ^nns++++=saddles
off ^in+pl+++=off
the ^ati++++=the
dead ^jj+atrb+++=dead
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
found ^vbd+vprv++xvbn+=found
three ^cd++++=three
men ^nns++++=men
taking ^vwbg+++xvbg+=taking
their ^pp$+pp3+++=their
last ^jj+atrb+++=last
nap ^nn++++=nap
in ^in++++=in
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recognized ^vbd+++xvbnx+=recognized
them ^pp3o+pp3+++=them
as ^in++++=as
the ^ati++++=the
boss ^nn++++=boss-man,
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
fellow ^nn++++=fellow
with ^in++++=with
the ^ati++++=the
ha ^uh++++=ha'r-trigger
'r-trigger ^jjr+atrb+++0=EXTRAWORD
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fool ^jjb+atrb+++=fool
kid ^nn++++=kid
that ^tht+rel+subj++=that
had ^vb+hv+vrb++=had
two ^cd++++=two
guns ^nns++++=guns
on ^in++++=on
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
crossing ^vbg+++xvbgx+=crossing
their ^pp$+pp3+++=their
cattle ^nns++++=cattle
the ^ati++++=the
day ^nn++++=day
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
gun ^nn++++=gun
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
plenty ^nn++++=plenty
to ^to++++=to
do ^vbi++++=do
the ^ati++++=the
fighting ^jj+++xvbg+=fighting
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
hankering ^vbg+++xvbgx+=hankering
for ^in+strn+++=for;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
about ^in++++=about
as ^ql++++=as
much ^ap++++=much
use ^nn++++=use
for ^in++++=for
two ^cd++++=two
guns ^nns++++=guns
as ^in++++=as
a ^at++++=a
toad ^nn+++??+=toad
has ^vbz+hvz+vrb++=has
for ^in++++=for
a ^at++++=a
stinger ^nn++++=stinger.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
boys ^nns++++=boys
got ^vbd+++xvbn+=got
the ^ati++++=the
saddles ^nns++++=saddles
off ^in+pl+++=off
the ^ati++++=the
dead ^jj+atrb+++=dead
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
flying ^vbg+++xvbg+=flying
back ^jjb++++=back
to ^in++++=to
our ^pp$+pp1+++=our
men ^nns++++=men
afoot ^rb+cnj+++=afoot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
rejoined ^vbd+++xvbn+=rejoined
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fight ^nn++++=fight
seemed ^vbd+seem++xvbn+=seemed
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
some ^dti++++=some
hitch ^nn++++=hitch
in ^in++++=in
the ^ati++++=the
programme ^nn++++=programme,
, ^zz++++=EXTRAWORD
for ^in++++=for
we ^pp1a+pp1+++=we
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
them ^pp3o+pp3+++=them
hovering ^vbg+++xvbg+=hovering
near ^rb++++=near
their ^pp$+pp3+++=their
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
tearing ^vbg+++xvbg+=tearing
up ^rb+phrv+++=up
white ^jj+atrb+++=white
biled ^jj+atrb++xvbn+=biled
shirts ^nns++++=shirts
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
trunk ^nn++++=trunk
and ^cc++++=and
bandaging ^nvbg+++xvbg+=bandaging
up ^rp++++=up
arms ^nns++++=arms
and ^cc++++=and
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
figured ^vbd+++xvbn+=figured
on ^in++++=on
any ^dti++++=any.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
herd ^nn++++=herd
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
overlooked ^vpsv++agls+xvbnx+=overlooked
during ^in++++=during
the ^ati++++=the
scrimmage ^nn+nom+++=scrimmage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
scattered ^vprf+++xvbnx+=scattered
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
send ^vb++++=send
one ^cd1++++=one
man ^nn++++=man
and ^cc++++=and
the ^ati++++=the
horse ^nn++++=horse
wrangler ^jjr++++=wrangler
to ^to++++=to
round ^rp++++=round
them ^pp3o+pp3+++=them
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+vrb++=had
ten ^cd++++=ten
men ^nns++++=men
left ^vbd+++xvbn+=left,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
look ^vbi++++=look
as ^cs+sub+++=as
though ^cs+sub+++=though
hostilities ^nns+nom+++=hostilities
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased
by ^in++++=by
mutual ^jj+atrb+++=mutual
consent ^nn++++=consent.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
son ^nn++++=son,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
bring ^vb++++=bring
it ^pp3+it+++=it
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
turned ^vbd+++xvbn+=turned
over ^in++++=over
the ^ati++++=the
dead ^jj+atrb+++=dead
steer ^np++++=steer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
proved ^vbd+vprv++xvbnx+=proved
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
stray ^jj++++=stray;
; ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
their ^pp$+pp3+++=their
road ^nn++++=road
brand ^nn++++=brand
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
One ^cd1++++=One-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
Jim ^np++++=Jim
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
ranch ^nn++++=ranch
brand ^nn++++=brand
belonged ^vbd+++xvbn+=belonged
in ^in++++=in
San ^np++++=San
Saba ^np+++??+=Saba
County ^nn++++=County;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
X ^zz++++=X--2.
-- ^--+clp+++=EXTRAWORD
2 ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
long ^rb++++=long
until ^cs+sub+++=until
our ^pp$+pp1+++=our
men ^nns++++=men
afoot ^rb++++=afoot
got ^vbd+++xvbn+=got
a ^at++++=a
remount ^jj+++xvbn+=remount
and ^cc++++=and
only ^rb+down+++=only
two ^cd++++=two
horses ^nns++++=horses
shy ^jj++++=shy
on ^in++++=on
the ^ati++++=the
first ^od++++=first
round ^rp++++=round.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
stand ^vb++++=stand
another ^dt++++=another
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
terms ^nns++++=terms
in ^in++++=in
case ^nn++++=case
they ^pp3a+pp3+++=they
attacked ^vbd+++xvbnx+=attacked
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
rode ^vbd+++xvbn+=rode
out ^rp+pl+++=out
on ^in++++=on
a ^rb++++=a
little ^rb"++++=little
hill ^nn++++=hill
about ^in++++=about
a ^at++++=a
quarter ^nn++++=quarter-mile
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
from ^in++++=from
their ^pp$+pp3+++=their
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
scattering ^vbg+++xvbg+=scattering
out ^rp+pl+++=out
so ^ql++++=so
as ^ql++++=as
not ^xnot++not++=not
to ^to++++=to
give ^vbi++++=give
them ^pp3o+pp3+++=them
a ^at++++=a
pot ^nn++++=pot
shot ^vbd+++xvbn+=shot,
, ^zz++++=EXTRAWORD
in ^in++++=in
case ^nn++++=case
they ^pp3a+pp3+++=they
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
renew ^vbi++++=renew
the ^ati++++=the
unpleasantness ^nns+nom+++=unpleasantness.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
they ^pp3a+pp3+++=they
saw ^vbd+vprv++xvbnx+=saw
us ^pp1o+pp1+++=us
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
fellow ^jjb++++=fellow
started ^jj+++xvbn+=started
toward ^in++++=toward
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
his ^pp$+pp3+++=his
handkerchief ^nn++++=handkerchief.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
began ^vbd+++xvbn+=began
speculating ^vbg+++xvbg+=speculating
which ^whp+who+++=which
one ^cd1++++=one
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
soon ^rb+tm+++=soon
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
cook ^nn++++=cook;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
occupation ^nn+nom+++=occupation
kept ^vbd+++xvbn+=kept
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
first ^od++++=first
round ^rp++++=round.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
within ^in++++=within
a ^at++++=a
hundred ^cd++++=hundred
yards ^nns++++=yards,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rode ^vbd+++xvbnx+=rode
out ^rp+pl+++=out
and ^cc++++=and
met ^vbd+++xvbn+=met
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
offered ^vbd+++xvbnx+=offered
me ^pp1o+pp1+++=me
his ^pp$+pp3+++=his
hand ^nn++++=hand
and ^cc++++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
in ^in++++=in
a ^at++++=a
bad ^nn++++=bad
fix ^vb++++=fix.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
of ^in++++=of
our ^pp$+pp1+++=our
crowd ^nn++++=crowd
have ^vb+hv+vrb++=have
bad ^jj+atrb+++=bad
flesh ^nn++++=flesh
wounds ^nns++++=wounds.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
we ^pp1a+pp1+++=we
could ^md+pos+++=could
get ^vb++++=get
any ^dti++++=any
whiskey ^nn+++??+=whiskey
back ^jjb++++=back
at ^in++++=at
this ^dt+dem+++=this
Indian ^jj+atrb+++=Indian
trader ^nn++++=trader's
's ^$++++=EXTRAWORD
store ^nn++++=store?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'If
' ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
any ^dti++++=any
man ^nn++++=man
in ^in++++=in
this ^dt+dem+++=this
territory ^nn++++=territory
can ^md+pos+++=can
get ^vb++++=get
any ^dti++++=any
I ^pp1a+pp1+++=I
can ^md+pos+++=can
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
' ^zz++++='Besides,
besides ^rb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
your ^pp$+pp2+++=your
lay ^vbd+++xvbn+=lay-out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
all ^abn++++=all
the ^ati++++=the
satisfaction ^nn+nom+++=satisfaction
fighting ^vwbg+++xvbg+=fighting
they ^pp3a+pp3+++=they
want ^vb++++=want,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
