Yas ^np+++??+=Yas,
seein ^nn+++??+=seein'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why,
, ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=HE
Come ^vprf+++xvbn+=COME
Down ^rp++++=DOWN.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
wet ^jj+atrb+++=wet
ez ^nn+++??+=ez
a ^at++++=a
drownded ^jj+atrb++xvbn+=drownded
rat ^nn++++=rat,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
wife ^nn++++=wife
rubbed ^vbd+++xvbn+=rubbed
him ^pp3o+pp3+++=him
off ^rp+pl+++=off
and ^cc++++0=an'
give ^vb++++=give
him ^pp3o+pp3+++=him
some ^dti++++=some
hot ^jj+atrb+++=hot
tea ^nn++++=tea
and ^cc++++0=an'
he ^pp3a+pp3+++=he
come ^vb++++=come
a ^at++++=a-snuggin'
- ^zz++++=EXTRAWORD
snuggin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
up ^rp++++=up
in ^in++++=in
my ^pp$+pp1+++=my
lap ^nn++++=lap,
, ^zz++++=EXTRAWORD
thess ^nn++++=thess
ez ^nn+++??+=ez
sweet ^jj++++=sweet
a ^at++++=a
child ^nn++++=child
ez ^nn+++??+=ez
you ^pp2+pp2+++=you
ever ^rb++++=ever
see ^vb+vprv+++=see
in ^in++++=in
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
talked ^vbd+++xvbnx+=talked
to ^in++++=to
him ^pp3o+pp3+++=him
ez ^jj+atrb++??+=ez
fatherly ^jj+atrb+++=fatherly
ez ^nn+++??+=ez
I ^pp1a+pp1+++=I
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
told ^j+++xvbn+=told
him ^pp3o+pp3+++=him
we ^pp1a+pp1+++=we
was ^vbd+bedz+vrb++=was
all ^abn++++=all
' ^zz++++='Piscopals
piscopals ^nns+nom+++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
soon ^rb+tm+++=soon
ez ^vb+++??+=ez
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
foot ^nn++++=foot
got ^vbd+++xvbn+=got
well ^jj+pred+++=well
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^to++++=to
take ^vbi++++=take
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
to ^in++++=to
Sunday ^nr++++=Sunday-school
- ^zz++++=EXTRAWORD
school ^nn++++=EXTRAWORD
to ^in++++=to
tote ^nn+++??+=tote
a ^at++++=a
banner ^nn++++=banner
all ^rb++++=all
his ^pp$+pp3+++=his
little ^ap++++=little
' ^zz++++='Piscopal
piscopal ^jj+atrb+++=EXTRAWORD
friends ^nns++++=friends
totes ^nns+++??+=totes
banners ^nns+nom+++=banners
and ^cc++++0=an'
thet ^nn+++??+=thet
he ^pp3a+pp3+++=he
could ^md+pos+++=could
pick ^vb++++=pick
out ^rp+pl+++=out
some ^dti++++=some
purty ^nn+++??+=purty
candles ^nns++++=candles
for ^in++++=for
the ^ati++++=the
altar ^nn++++=altar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
' ^zz++++='lowed
lowed ^jj+atrb++xvbn+=EXTRAWORD
immejate ^nn+nom+++=immejate
thet ^nn+++??+=thet
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
buy ^vb++++=buy
pink ^jj+atrb+++=pink
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
always ^rb++++=always
was ^vbd+bedz+vrb++=was
death ^nn++++=death
on ^in++++=on
pink ^nn++++=pink
showed ^vbd+vprv++xvbn+=showed
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
time ^nn++++=time
he ^pp3a+pp3+++=he
could ^md+pos+++=could
snatch ^vb++++=snatch
a ^at++++=a
pink ^jj+atrb+++=pink
rose ^nn+++xvbn+=rose
and ^cc++++0=an'
wife ^nn++++=wife
she ^pp3a+pp3+++=she
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
never ^rb++++=never
dressed ^vbd+++xvbn+=dressed
him ^pp3o+pp3+++=him
in ^in++++=in
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Ever ^rb++++=Ever'
' ^zz++++=EXTRAWORD
pair ^nn++++=pair
of ^in++++0=o'
little ^jj+atrb+++=little
breeches ^nns++++=breeches
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
is ^vbz+bez+vrb++=is
either ^dtx++++=either
pink ^nn++++=pink
or ^cc++++=or
pink ^jj++++=pink-trimmed.
- ^zz++++=EXTRAWORD
trimmed ^xvbn+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
talked ^vbd+++xvbnx+=talked
along ^in++++=along
to ^in++++=to
him ^pp3o+pp3+++=him
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
worked ^vbd+++xvbnx+=worked
' ^zz++++='round
round ^in++++=EXTRAWORD
to ^in++++=to
shamin ^nn+++??+=shamin'
' ^zz++++=EXTRAWORD
him ^pp3o+pp3+++=him
a ^rb++++=a
little ^rb"++++=little
for ^in++++=for
havin ^nn+++??+=havin'
' ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
christened ^vpsv++agls+xvbnx+=christened
settin ^nn+++??+=settin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
on ^in++++=on
top ^jjb++++=top
a ^at++++=a
bean ^nn++++=bean-arbor,
- ^zz++++=EXTRAWORD
arbor ^&fw++++=EXTRAWORD
, ^zz++++=EXTRAWORD
same ^ap++++=same
ez ^nn+++??+=ez
a ^at++++=a
crow ^nn++++=crow-bird,
- ^zz++++=EXTRAWORD
bird ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
the ^ati++++=the
parson ^nn++++=parson
he ^pp3a+pp3+++=he
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
done ^vprf+++xvbn+=done
ef ^nn+++??+=ef
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
felt ^vbd+vprv++xvbn+=felt
free ^jj++++=free
to ^to+jcmp+++=to've
've ^vbi+vbi+aux++0=EXTRAWORD
left ^vprf+++xvbnx+=left
it ^pp3+it+++=it
undone ^vbd+++xvbn+=undone.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Twasn't
was ^vbd+bedz+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
indulge ^vbi++++=indulge
him ^pp3o+pp3+++=him
he ^pp3a+pp3+++=he
done ^vbd+++xvbnx+=done
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
bless ^vbi++++=bless
him ^pp3o+pp3+++=him
and ^cc++++0=an'
to ^in++++=to
comfort ^nn++++=comfort
our ^pp$+pp1+++=our
hearts ^nns++++=hearts.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
reasoned ^vprf+++xvbnx+=reasoned
with ^in+ppvb+++=with
him ^pp3o+pp3+++=him
severe ^jj++++=severe
that ^cs+sub+++=that-a-way
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
a ^at++++=a
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
thess ^nn++++=thess
ez ^nn+++??+=ez
sweet ^jj++++=sweet
and ^cc+phrs+++0=an'
mild ^jj++++=mild,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="Daddy,
daddy ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
nex ^nn+++??+=nex'
' ^zz++++=EXTRAWORD
time ^nn++++=time
y ^zz++++=y'all
'all ^nn+++??+=EXTRAWORD
gits ^vbz+++??+=gits
christened ^vbd+++xvbn+=christened,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
come ^vprf+++xvbn+=come
down ^rp++++=down
and ^cc++++0=an'
be ^vb+be+aux++=be
christened ^vpsv++agls+xvbnx+=christened
right ^jj++++=right
like ^in++++=like
a ^at++++=a
good ^jj+atrb+++=good
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Th ^zz++++=Th'
' ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
sweeter ^jjr+atrb+++=sweeter
child ^nn++++=child
in ^in++++=in'ardly
'ardly ^jj++++0=EXTRAWORD
' ^zz++++='n
n ^zz++++=EXTRAWORD
what ^wdt+who+++=what
Sonny ^nn++++=Sonny
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
nowheres ^nns+nom++??+=nowheres,
, ^zz++++=EXTRAWORD
git ^np++++=git
him ^pp3o+pp3+++=him
to ^to++++=to
feel ^vbi+vprv+tht0++=feel
right ^jj+atrb+++=right
comf ^nn+++??+=comf'table,
'table, ^vbd+++xvbn+0=EXTRAWORD
and ^cc++++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
patience ^nn+nom+++=patience
with ^in++++=with
his ^pp$+pp3+++=his
little ^jj++++=little
out ^rp+pl+++=out'ard
'ard ^jj+atrb++??+=EXTRAWORD
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
" ^zz++++="nex'
nex ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
time ^nn++++=time
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
christened ^vpsv++agls+xvbnx+=christened
like ^in++++=like
a ^at++++=a
good ^jj+atrb+++=good
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
of ^in++++=of
co ^nn++++=co'se,
'se, ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
explained ^vbd+vpub++xvbnx+=explained
to ^in++++=to
him ^pp3o+pp3+++=him
thet ^nn+++??+=thet
it ^pp3+it+++=it
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
never ^rb++++=never
be ^vb+be+aux++=be
did ^vbd+dod+vrb++=did
no ^at++++=no
mo ^np++++=mo',
', ^nn+++??+=EXTRAWORD
' ^zz++++='cause
cause ^nn++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
did ^vbd+dod+vrb++=did
' ^zz++++='Piscopal,
piscopal ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
secure ^vb++++=secure.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
then ^rn+tm+++=then
what ^wdt+who+++=what
you ^pp2+pp2+++=you
reckon ^vb+vprv+tht0++=reckon
the ^ati++++=the
little ^jj+atrb+++=little
feller ^nn++++=feller
said ^vbd+vpub++xvbn+=said?
? ^zz++++=EXTRAWORD
Says ^vbz+vpub+tht0++=Says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
daddy ^npt++++=daddy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
S ^zz++++=S'POS'IN'
'pos'in' ^nn+++??+=EXTRAWORD
Mine ^pp$$++++=MINE
Do ^vb+do+aux++=DON'T
n't ^xnot++not++0=EXTRAWORD
Take ^vb++++=TAKE.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
' ^zz++++='bout
bout ^nn++++=EXTRAWORD
that ^tht+rel+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++0=An'
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
try ^vb++++=try
to ^to+vcmp+++=to
explain ^vbi+vpub+++=explain
no ^at++++=no
further ^nn++++=further.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
the ^ati++++=the
use ^nn++++=use?
? ^zz++++=EXTRAWORD
Wife ^nn++++=Wife,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
drawed ^vprf+++xvbnx+=drawed
a ^at++++=a
stool ^nn++++=stool
close ^jj++++=close-t
- ^zz++++=EXTRAWORD
t ^zz++++=EXTRAWORD
up ^in+cmpx+++=up
to ^in"++++=to
my ^pp$+pp1+++=my
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
set ^vwbn+++xvbn+=set
there ^rn+pl+++=there
sortin ^nn+++??+=sortin'
' ^zz++++=EXTRAWORD
out ^rp+pl+++=out
the ^ati++++=the
little ^ap++++=little
yaller ^jjr+atrb+++=yaller
rings ^nns++++=rings
ez ^nn+++??+=ez
they ^pp3a+pp3+++=they'd
'd ^md+prd+vrb++0=EXTRAWORD
dry ^jj++++=dry
out ^rp+pl+++=out
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
thess ^nn++++=thess
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp3o+pp3+++=her
and ^cc++++0=an'
we ^pp1a+pp1+++=we
both ^abx++++=both
looked ^jj+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="Wife,"
wife ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="ef
ef ^nn+++??+=EXTRAWORD
they ^pp3a+pp3+++=they's
's ^vbz+bez+vrb++0=EXTRAWORD
anything ^pn++++=anything
in ^in++++=in
heavenly ^jj+atrb+++=heavenly
looks ^nns++++=looks
and ^cc++++0=an'
behavior ^nn++++=behavior,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++0=b'lieve
that ^tht+vcmp+++=that
christenin ^nn+++??+=christenin'
' ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
started ^vpsv++agls+xvbnx+=started
to ^to++++=to
take ^vbi++++=take
on ^rb+phrv+++=on
him ^pp3o+pp3+++=him
a ^at++++=a'ready."
'ready." ^nn++be++0=EXTRAWORD
and ^cc++++=An'
i ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=b'lieve
it ^pp3+it+++=it
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
