Coming ^vbg+++xvbg+=Coming
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
abuse ^nn++++=abuse
as ^ql++++=as
he ^pp3a+pp3+++=he
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other's ^ppls++++=other's
efforts ^nns++++=efforts
became ^vbd+++xvbn+=became
weaker ^jjr++++=weaker,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
agony ^nn++++=agony
more ^rbr++++=more
marked ^jj+++xvbn+=marked
as ^ql++++=as
the ^ati++++=the
days ^nns++++=days
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
morning ^nn++++=morning
came ^vbd+++xvbn+=came
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to
arise ^vbi++++=arise.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
up ^rp++++=up!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
up ^rp++++=up,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
spoke ^vbd+++xvbn+=spoke
fiercely ^rb+cnj+++=fiercely,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
snatched ^vbd+++xvbn+=snatched
him ^pp3o+pp3+++=him
to ^in++++=to
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
a ^at++++=a
groan ^nn++++=groan
the ^ati++++=the
man ^nn++++=man
sank ^vbd+++xvbn+=sank
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
talked ^vbd+++xvbnx+=talked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
legs ^nns++++=legs
make ^vb++++=make
like ^in++++=like
they ^pp3a+pp3+++=they
vo ^vb+++??+=von't
n't ^xnot++not++0=EXTRAWORD
vork ^nn+++??+=vork.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
kill ^vb++++=kill
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
valk ^nn+++??+=valk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
ceased ^vbd+++xvbnx+=ceased,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
leaned ^vbd+++xvbn+=leaned
down ^rp++++=down
and ^cc++++=and
pushed ^vbd+++xvbn+=pushed
back ^jjb++++=back
his ^pp$+pp3+++=his
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
The ^ati++++=The
teeth ^nns++++=teeth
were ^vbd+bed+vrb++=were
loose ^jj+pred+++=loose
and ^cc++++=and
the ^ati++++=the
gums ^nns+++??+=gums
livid ^jj++++=livid.
. ^zz++++=EXTRAWORD
" ^zz++++="Great
great ^jj+atrb+++=EXTRAWORD
Heavens ^nns++++=Heavens,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
done ^vbd+++xvbnx+=done!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
done ^vbd+++xvbnx+=done!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered.
. ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
his ^pp$+pp3+++=his
face ^nn++++=face
closely ^rb++++=closely.
. ^zz++++=EXTRAWORD
" ^zz++++="Vat's
vat ^nn+++??+=EXTRAWORD
's ^$++++=EXTRAWORD
the ^ati++++=the
mattaire ^nn+++??+=mattaire?
? ^zz++++=EXTRAWORD
Vy ^np+++??+=Vy
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
make ^vb++++=make
like ^in++++=like
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
sharp ^jj+pred+++=sharp.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Oi ^uh++++=Oi!
! ^zz++++=EXTRAWORD
Oi ^uh++++=Oi!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Vat ^np+++??+=Vat
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
before ^cs+sub+++=before
the ^ati++++=the
answer ^nn++++=answer
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
raved ^vbd+++xvbn+=raved
and ^cc+phrs+++=and
cursed ^vbd+++xvbn+=cursed
in ^in++++=in
frenzied ^jj+atrb+++=frenzied
denial ^nn++++=denial.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
tongue ^nn++++=tongue
started ^vbd+++xvbn+=started,
, ^zz++++=EXTRAWORD
language ^nn+nom+++=language
flowed ^vbd+++xvbn+=flowed
from ^in++++=from
him ^pp3o+pp3+++=him
freely ^rb++++=freely.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
No ^at++++=No!
! ^zz++++=EXTRAWORD
No ^at++++=No!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
rheumatissen ^nn++++=rheumatissen.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
so ^rb++++=so.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
makes ^vbz++++=makes
like ^in++++=like
that ^dt+dem+++=that
from ^in++++=from
the ^ati++++=the
hard ^jj+atrb+++=hard
vork ^nn+++??+=vork
always ^rb++++=always.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
cold ^jj++++=cold--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
cold ^nn++++=cold
makes ^vbz++++=makes
it ^pp3+it+++=it
like ^in+strn+++=like."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
despair ^vb++++=despair
Captain ^npt++++=Captain
realized ^vbd+vprv++xvbn+=realized
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
neither ^rb++splt++=neither
go ^vb++++=go
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man
and ^cc++++=and
outfit ^nn++++=outfit,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
could ^md+pos+++=could
he ^pp3a+pp3+++=he
stay ^vb++++=stay
here ^rn+pl+++=here
in ^in++++=in
idleness ^nns+nom+++=idleness
to ^to++++=to
sacrifice ^vbi++++=sacrifice
the ^ati++++=the
precious ^jj+atrb+++=precious
days ^nns++++=days
that ^tht+rel+subj++=that
remained ^vprf+++xvbn+=remained
to ^in++++=to
his ^pp$+pp3+++=his
partner ^nn++++=partner.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
one ^cd1++++=one
he ^pp3a+pp3+++=he
lost ^vbd+++xvbnx+=lost
might ^md+pos+++=might
mean ^vb+vprv+++=mean
life ^nn++++=life
or ^cc++++=or
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky
broke ^vbd+++xvbn+=broke
in ^rb+phrv+++=in
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
vo ^nn+++??+=von't
n't ^xnot++not++0=EXTRAWORD
leave ^nn++++=leave
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Mistaire ^np+++??+=Mistaire
Captain ^nn++++=Captain?
? ^zz++++=EXTRAWORD
Please ^uh++++=Please
you ^pp2+pp2+++=you
vo ^nn+++??+=von't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
avay ^nn+++??+=avay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Such ^abl++++=Such
frightened ^jj+atrb++xvbn+=frightened
entreaty ^nn++++=entreaty
lay ^vbd+++xvbn+=lay
in ^in++++=in
his ^pp$+pp3+++=his
request ^nn++++=request
that ^tht+rel+++=that
before ^in++++=before
thinking ^xvbg+++xvbg+=thinking
the ^ati++++=the
other ^ap++++=other
replied ^jj+++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wo ^&fw++++=won't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
you ^pp2+pp2+++=you
come ^vb++++=come
and ^cc++++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
all ^rb++++=all
I ^pp1a+pp1+++=I
can ^md+pos+++=can
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
somebody ^pn++++=somebody
will ^md+prd+++=will
pass ^vb++++=pass."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
only ^rb+down+++=only
to ^to++++=to
cheer ^vbi++++=cheer,
, ^zz++++=EXTRAWORD
for ^in++++=for
no ^at++++=no
one ^cd1++++=one
travelled ^vbd+++xvbn+=travelled
this ^dt+dem+++=this
miserable ^jj+atrb+++=miserable
stretch ^nn++++=stretch
save ^vb++++=save
scattering ^vbg+++xvbg+=scattering,
, ^zz++++=EXTRAWORD
half ^abn++++=half-starved
- ^zz++++=EXTRAWORD
starved ^vprf+++xvbn+=EXTRAWORD
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
patient ^nn++++=patient
caught ^vbd+++xvbn+=caught
at ^rb++++=at
it ^pp3+it+++=it
eagerly ^rb+cnj+++=eagerly,
, ^zz++++=EXTRAWORD
hugging ^vbg+++xvbg+=hugging
the ^ati++++=the
hope ^vb++++=hope
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
breast ^nn++++=breast
during ^in++++=during
the ^ati++++=the
ensuing ^jj+atrb+++=ensuing
days ^nns++++=days.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
vigil ^nn++++=vigil
beside ^in+pl+++=beside
the ^ati++++=the
dying ^jj+atrb++xvbg+=dying
creature ^nn++++=creature
lived ^vbd+++xvbn+=lived
long ^rb++++=long
in ^in++++=in
Captain ^np++++=Captain's
's ^$++++=EXTRAWORD
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bleak ^nn++++=bleak,
, ^zz++++=EXTRAWORD
timberless ^jj+atrb+++=timberless
shores ^nns++++=shores
of ^in++++=of
the ^ati++++=the
bay ^nn++++=bay;
; ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
tiny ^jj+atrb+++=tiny
tent ^nn++++=tent,
, ^zz++++=EXTRAWORD
crouched ^j+++xvbn+=crouched
fearfully ^rb++++=fearfully
among ^in++++=among
the ^ati++++=the
willow ^nn++++=willow
tops ^nns++++=tops;
; ^zz++++=EXTRAWORD
the ^ati++++=the
silent ^jj+atrb+++=silent
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
in ^in++++=in
the ^ati++++=the
clear ^jj+atrb+++=clear,
, ^zz++++=EXTRAWORD
cold ^jj+atrb+++=cold
air ^nn++++=air
the ^ati++++=the
stars ^nn++++=stars
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him
close ^jj++++=close
and ^cc+phrs+++=and
big ^jj++++=big,
, ^zz++++=EXTRAWORD
like ^in++++=like
eyes ^nns++++=eyes
of ^in++++=of
wolves ^nps++++=wolves
beyond ^in++++=beyond
a ^at++++=a
camp ^nn++++=camp
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
the ^ati++++=the
days ^nns++++=days
of ^in++++=of
endless ^jj+atrb+++=endless
gabblings ^nns+nom+++=gabblings
from ^in++++=from
the ^ati++++=the
sinking ^jj+atrb++xvbg+=sinking
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
all ^abn++++=all
pervading ^jj+++xvbg+=pervading
cold ^jj++++=cold.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
knowledge ^nn++++=knowledge
dawned ^vbd+++xvbn+=dawned
upon ^in++++=upon
the ^ati++++=the
invalid ^nn++++=invalid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
his ^pp$+pp3+++=his
companion ^nn++++=companion
to ^in++++=to
his ^pp$+pp3+++=his
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Shivering ^vbg+++xvbg+=Shivering
there ^rn+pl+++=there
beneath ^rb++++=beneath
the ^ati++++=the
thin ^jj+atrb+++=thin
tent ^nn++++=tent,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
heard ^vbd+vprv++xvbn+=heard
a ^at++++=a
story ^nn++++=story,
, ^zz++++=EXTRAWORD
rambling ^jj++++=rambling
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
filled ^j+++xvbn+=filled
with ^in++++=with
hatred ^nn++++=hatred
and ^cc++++=and
bitterness ^nns+nom+++=bitterness
toward ^in++++=toward
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
scoffed ^vprf+++xvbnx+=scoffed
at ^in++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
at ^rb++++=at
the ^ati++++=the
last ^ap++++=last
he ^pp3a+pp3+++=he
listened ^vbd+++xvbnx+=listened
eagerly ^rb+cnj+++=eagerly,
, ^zz++++=EXTRAWORD
amazedly ^jj++++=amazedly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upon ^in++++=upon
its ^pp$+it+++=its
conclusion ^nn++++=conclusion
rose ^vbd+++xvbn+=rose
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
at ^in++++=at
the ^ati++++=the
dying ^jj+atrb++xvbg+=dying
man ^nn++++=man
in ^in++++=in
horror ^nn++++=horror.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
God ^nn++++=God,
, ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky!
! ^zz++++=EXTRAWORD
Hell ^nn++++=Hell
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
black ^np++++=black
enough ^qlp++++=enough
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
raving ^jj+pred+++=raving!
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
those ^dt+dem+++=those
poor ^jj+atrb+++=poor
devils ^nns++++=devils
die ^vb++++=die
like ^in++++=like
rats ^nns++++=rats
while ^cs+sub+++=while
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
potatoes ^nns++++=potatoes
in ^in++++=in
your ^pp$+pp2+++=your
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
fresh ^jj+atrb+++=fresh
ones ^pn++++=ones?
? ^zz++++=EXTRAWORD
Man ^nn++++=Man!
! ^zz++++=EXTRAWORD
Man ^nn++++=Man!
! ^zz++++=EXTRAWORD
The ^ati++++=The
juice ^nn++++=juice
of ^in++++=of
every ^at++++=every
potato ^nn++++=potato
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
a ^at++++=a
life ^nn++++=life.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+aux++0=EXTRAWORD
lying ^vbg+++xvbgx+=lying,
, ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ai ^vb+be+++=ain't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hate ^nn++++=hate
them ^pp3o+pp3+++=them!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
they ^pp3a+pp3+++=they
should ^md+nec+++=should
crawl ^vb++++=crawl
on ^in++++=on
their ^pp$+pp3+++=their
bellies ^nns++++=bellies
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
should ^md+nec+++=should
wring ^vb++++=wring
the ^ati++++=the
money ^nn++++=money
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
A ^at++++=A
hundred ^cd++++=hundred
dollars ^nns++++=dollars
for ^in++++=for
von ^&fw++++=von
potato ^nn++++=potato.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stole ^vbd+++xvbnx+=stole
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!
! ^zz++++=EXTRAWORD
ha ^uh++++=ha!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
them ^pp3o+pp3+++=them
varm ^nn+++??+=varm.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes!
! ^zz++++=EXTRAWORD
Alvays ^np+++??+=Alvays
varm ^nn+++??+=varm
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
good ^jj+pred+++=good
and ^cc++++=and
fine ^nn++++=fine
for ^in++++=for
the ^ati++++=the
day ^nn++++=day."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
why ^wrb+who+++=why
you ^pp2+pp2+++=you
left ^vbd+++xvbn+=left
the ^ati++++=the
Indian ^jj++++=Indian
there ^rn+pl+++=there
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
came ^vbd+++xvbn+=came
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
To ^to++++=To
keep ^vbi++++=keep
a ^at++++=a
fire ^nn++++=fire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Shoor!
shoor ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
kill ^vb++++=kill
you ^pp2+pp2+++=you
and ^cc++++=and
go ^vb++++=go
back ^jjb++++=back
alone ^rb++++=alone
so ^ql++++=so
nobody ^pn++++=nobody
shall ^md+prd+++=shall
make ^vb++++=make
for ^in+ppvb+++=for
the ^ati++++=the
rescue ^nn++++=rescue.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+vrb++=have
the ^ati++++=the
great ^jj+atrb+++=great
laugh ^nn++++=laugh."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
bared ^vbd+++xvbn+=bared
his ^pp$+pp3+++=his
head ^nn++++=head
to ^in++++=to
the ^ati++++=the
cold ^jj++++=cold
outside ^jjb++++=outside
the ^ati++++=the
tent ^nn++++=tent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
dazed ^vpsv++by+xvbnx+=dazed
by ^in++++=by
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+aux++=was
crazed ^vwbn+++xvbn+=crazed
by ^in++++=by
abuse ^nn++++=abuse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
camp ^nn++++=camp
had ^vbd+hvd+aux++=had
paid ^vprf+++xvbnx+=paid
for ^in++++=for
its ^pp$+it+++=its
folly ^nn++++=folly!
! ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
hope ^nn++++=hope
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up
in ^in++++=in
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
go ^vbi++++=go
on ^in++++=on
and ^cc++++=and
return ^nn++++=return
with ^in++++=with
the ^ati++++=the
deer ^nn++++=deer;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
too ^ql++++=too
late ^jj++++=late
for ^in++++=for
George ^np++++=George,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
only ^rb+down+++=only
of ^in++++=of
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
big ^jj+atrb+++=big,
, ^zz++++=EXTRAWORD
brave ^jj+atrb+++=brave
man ^nn++++=man
sitting ^vwbg+++xvbg+=sitting
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
shunned ^xvbn+++xvbn+=shunned
by ^in++++=by
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
quietly ^rb++++=quietly
for ^in++++=for
his ^pp$+pp3+++=his
coming ^nvbg+++xvbg+=coming,
, ^zz++++=EXTRAWORD
tracing ^jj+++xvbg+=tracing
the ^ati++++=the
relentless ^jj+atrb+++=relentless
daily ^jj+atrb+++=daily
march ^nr++++=march
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
Jew ^nn++++=Jew
die ^vb++++=die
so ^ql++++=so
he ^pp3a+pp3+++=he
could ^md+pos+++=could
flee ^vb++++=flee
back ^jjb++++=back?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
promised ^vprf+++xvbnx+=promised
not ^xnot++not++=not
to ^to++++=to
desert ^vbi++++=desert
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
break ^vb++++=break
his ^pp$+pp3+++=his
word ^nn++++=word
to ^in++++=to
a ^at++++=a
dying ^jj+atrb++xvbg+=dying
man ^nn++++=man,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
though ^cs+sub+++=though
the ^ati++++=the
wretch ^nn++++=wretch
deserved ^vbd+++xvbn+=deserved
damnation ^nn+nom+++=damnation.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
why ^wrb+who+whq++=why
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
die ^vb++++=die?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
made ^vprf+++xvbn+=made
him ^pp3o+pp3+++=him
hang ^nn++++=hang
on ^in++++=on
so ^ql++++=so?
? ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
idle ^jj+atrb+++=idle
hours ^nns++++=hours
he ^pp3a+pp3+++=he
arranged ^vbd+vsua++xvbnx+=arranged
a ^at++++=a
pack ^nn++++=pack
for ^in++++=for
the ^ati++++=the
start ^nn++++=start,
, ^zz++++=EXTRAWORD
assembling ^vbg+nom++xvbg+=assembling
his ^pp$+pp3+++=his
rations ^nns+nom+++=rations.
. ^zz++++=EXTRAWORD
