Out ^rp+pl+++=Out
Ballou ^np+++??+=Ballou
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
in ^in++++=in
1771 ^cd+date+++=1771,
, ^zz++++=EXTRAWORD
founded ^j+++xvbn+=founded
the ^ati++++=the
Trumpet ^nn++++=Trumpet
Magazine ^nn++++=Magazine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Universalist ^np+nom++??+=Universalist
Expositor ^np+++??+=Expositor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Universalist ^np+nom++??+=Universalist
Quarterly ^jj+atrb+++=Quarterly
Review ^nn++++=Review,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wrote ^vbd+vprv++xvbn+=wrote
Notes ^nns++++=Notes
on ^in++++=on
the ^ati++++=the
Parables ^nns++++=Parables."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
that ^dt+dem+++=that
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
baboons ^vbz+++??+=baboons?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
demanded ^vwbn+vsua++xvbn+=demanded
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
lot ^nn++++=lot
more ^ql++++=more
than ^cs+sub+++=than
you ^pp2+pp2+++=you
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle's
's ^$++++=EXTRAWORD
cryptic ^jj+atrb+++=cryptic
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
from ^in++++=from
the ^ati++++=the
Xenian ^np+++??+=Xenian
with ^in++++=with
a ^at++++=a
shrug ^nn++++=shrug
of ^in++++=of
dismissal ^nn+nom+++=dismissal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiled ^vpsv++agls+xvbn+=smiled
upon ^in++++=upon
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
Babylonia ^np+++??+=Babylonia
is ^vbz+bez+vrb++=is
a ^at++++=a
fascinating ^jj+atrb+++=fascinating
country ^nn++++=country?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
very ^ap+amp+++=very,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
smiled ^vbd+++xvbnx+=smiled
back ^rp++++=back
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dote ^nn+++??+=dote
on ^in++++=on
Babylonia ^np+++??+=Babylonia."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps,"
perhaps ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
suggested ^vwbn+vpub++xvbn+=suggested
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
will ^md+prd+++=will
be ^vb+be+vrb++=be
good ^jj+pred+++=good
enough ^qlp++++=enough
to ^to++++=to
tell ^vbi++++=tell
us ^pp1o+pp1+++=us
all ^abn++++=all
about ^in++++=about
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
looked ^vbd+++xvbn+=looked
extremely ^rb+amp+++=extremely
uncomfortable ^jj++++=uncomfortable.
. ^zz++++=EXTRAWORD
" ^zz++++="Babylonia--let's
babylonia--let ^nn+nom+++=EXTRAWORD
's ^$++++=EXTRAWORD
see ^vb+vprv+++=see
now ^rn+tm+++=now--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
just ^rb+emph+++=just
happens ^vbz+vsua+++=happens
that ^tht+vcmp+++=that
Babylonia ^np+++??+=Babylonia
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
specialties ^nns+++??+=specialties."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
us ^pp1o+pp1+++=us
about ^in++++=about
Baluchistan ^np+nom++??+=Baluchistan,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
suggested ^vwbn+vpub++xvbn+=suggested
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
echoed ^vbd+++xvbn+=echoed
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
forgotten ^vprf+++xvbnx+=forgotten
about ^in++++=about
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
brilliant ^jj+atrb+++=brilliant
conversationalist ^nn+nom+++=conversationalist
sullenly ^rb++++=sullenly.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
us ^pp1o+pp1+++=us
about ^in++++=about
Beethoven ^np++++=Beethoven,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
pursued ^vwbn+++xvbn+=pursued
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
relentlessly ^jj++++=relentlessly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
growled ^vbd+++xvbn+=growled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="Say,
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+whq++=when
does ^vbz+doz+aux++=does
the ^ati++++=the
next ^ap++++=next
trolley ^nn++++=trolley
leave ^nn++++=leave
for ^in++++=for
Xenia ^np+++??+=Xenia?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
seven ^cd++++=seven
minutes ^nns++++=minutes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
coldly ^rb++++=coldly.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
just ^rb+emph+splt++=just
got ^vprf+++xvbnx+=got
time ^nn++++=time
to ^to++++=to
catch ^vbi++++=catch
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bungalow ^nn++++=bungalow's
's ^vbz+bez+vrb++0=EXTRAWORD
front ^jjb+atrb+++=front
door ^nn++++=door
snapped ^vbd+++xvbn+=snapped
at ^rb++++=at
the ^ati++++=the
heels ^nns++++=heels
of ^in++++=of
the ^ati++++=the
departing ^jj+++xvbg+=departing
sage ^np++++=sage
from ^in++++=from
Xenia ^np+++??+=Xenia.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
hitched ^vbd+++xvbn+=hitched
his ^pp$+pp3+++=his
chair ^nn++++=chair
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
sofa ^nn++++=sofa
where ^wrb+who+++=where
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
sat ^vbd+++xvbn+=sat.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
" ^zz++++="do
do ^vb+do+aux++=EXTRAWORD
talk ^vb++++=talk
some ^dti++++=some
more ^ql++++=more!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
love ^vb++++=love
to ^to+vcmp+++=to
hear ^vbi+vprv+tht0++=hear
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
surprised ^vbd+++xvbn+=surprised
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
realize ^vb+vprv+tht0++=realize
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
such ^abl++++=such
a ^at++++=a
well ^rb++++=well-read
- ^zz++++=EXTRAWORD
read ^vb+vprv++xvbn+=EXTRAWORD
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
looked ^vbd+++xvbn+=looked
into ^in+ppvb+++=into
her ^pp$+pp3+++=her
wide ^jj+atrb+++=wide
blue ^nn++++=blue
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
bluffing ^vbg+++xvbgx+=bluffing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bluffing?"
bluffing ^vbg+++xvbg+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
so ^ql++++=so
was ^vbd+bedz+vrb++=was
your ^pp$+pp2+++=your
friend ^nn++++=friend
from ^in++++=from
Xenia ^np+++??+=Xenia.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
more ^rbr++++=more
in ^in++++=in
the ^ati++++=the
literary ^jj+atrb+++=literary
line ^nn++++=line
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
job ^nn++++=job
is ^vbz+bez+aux++=is
selling ^nvbg+++xvbg+=selling
a ^at++++=a
book ^nn++++=book
called ^vbd+++xvbn+=called
' ^zz++++='Hog
hog ^nn++++=EXTRAWORD
Culture. ^np+++??+=Culture.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
talks ^vbz++++=talks
so ^ql++++=so
well ^rb++++=well----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
about ^in++++=about
things ^nns++++=things
that ^tht+rel+subj++=that
begin ^vb++++=begin
with ^in++++=with
' ^zz++++='A,'"
a, ^nn+++??+=EXTRAWORD
'" ^nn+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
memorized ^vbd+++xvbnx+=memorized
everything ^pn++++=everything
in ^in++++=in
the ^ati++++=the
encyclopedia ^nn+++??+=encyclopedia
under ^in++++=under
' ^zz++++='A.'
a ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
simply ^rb++++=simply
went ^vbd+++xvbn+=went
him ^pp3o+pp3+++=him
one ^cd1++++=one
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
memorized ^vbd+++xvbnx+=memorized
all ^abn++++=all
of ^in++++=of
' ^zz++++='A,'
a ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
all ^rb++++=all
of ^in++++=of
' ^zz++++='B'
b ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
deceitful ^jj+atrb+++=deceitful
wretch ^nn++++=wretch!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
forgive ^vb++++=forgive
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pleaded ^vbd+vpub++xvbnx+=pleaded.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
because ^cs+cos+++=because----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
interrupted ^vbd+++xvbnx+=interrupted
him ^pp3o+pp3+++=him
gently ^rb++++=gently.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
calling ^nvbg+++xvbg+=calling
you ^pp2+pp2+++=you
a ^at++++=a
wretch ^nn++++=wretch,
, ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv+tht0+xvbnx+=found
himself ^ppl+pp3+++=himself
on ^in++++=on
the ^ati++++=the
sofa ^nn++++=sofa
beside ^in+pl+++=beside
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
arm ^vb++++=arm
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
want ^vb++++=want,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
confessed ^vbd+vpub++xvbnx+=confessed
with ^in++++=with
a ^at++++=a
happy ^jj+atrb+++=happy
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
strong ^jj+atrb+++=strong
man ^nn++++=man
to ^to++++=to
take ^vbi++++=take
care ^nn++++=care
of ^in++++=of
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
through ^in++++=through
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
encyclopedia ^nn+++??+=encyclopedia
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
dearest ^jjt++++=dearest,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vpsv++agls+xvbn+=said
mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
