Sir ^npt++++=Sir
the ^ati++++=the
empty ^jj+atrb+++=empty
boxes ^nns++++=boxes.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
too ^ql++++=too
few ^ap++++=few
to ^to++++=to
hold ^vbi+vprv+++=hold
gold ^nn++++=gold
enough ^dt++++=enough
for ^in++++=for
such ^abl++++=such
a ^at++++=a
motive ^nn++++=motive.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
a ^at++++=a
quarrel ^nn++++=quarrel
and ^cc++++=and
violent ^jj+atrb+++=violent
hot ^jj+atrb+++=hot
blood ^nn++++=blood
were ^vbd+bed+vrb++=were
behind ^in+pl+++=behind
the ^ati++++=the
thing ^nn++++=thing;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
that ^dt+dem+++=that
reason ^nn++++=reason
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
coins ^nns++++=coins
turn ^vb++++=turn
up ^rb+cnj+++=up,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
the ^ati++++=the
thing ^nn++++=thing
was ^vbd+bedz+vrb++=was
all ^abn++++=all
ruthless ^jj++++=ruthless,
, ^zz++++=EXTRAWORD
cold ^jj++++=cold-blooded
- ^zz++++=EXTRAWORD
blooded ^jj+atrb++xvbn+=EXTRAWORD
love ^nn++++=love
of ^in++++=of
money ^nn++++=money.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
happened ^vbd+++xvbn+=happened
in ^cs+sub+++=in
that ^cs"++++=that
room ^nn++++=room.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
your ^pp$+pp2+++=your
brother ^nn++++=brother
David ^np++++=David
struck ^vbd+++xvbn+=struck
the ^ati++++=the
old ^jj+atrb+++=old
secretary ^nn+nom+++=secretary
with ^in++++=with
his ^pp$+pp3+++=his
elbow ^nn++++=elbow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dozen ^cd++++=dozen
indigo ^nn+++??+=indigo
boxes ^nns++++=boxes
fell ^vbd+++xvbn+=fell
and ^cc+phrs+++=and
burst ^vbd+++xvbn+=burst
open ^jj++++=open
on ^in++++=on
the ^ati++++=the
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought
a ^at++++=a
great ^nn++++=great
hidden ^vbd+++xvbn+=hidden
treasure ^nn++++=treasure
was ^vbd+bedz+aux++=was
uncovered ^vpsv++agls+xvbnx+=uncovered.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
thought ^vbd+++xvbn+=thought
swiftly ^rb++++=swiftly.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
the ^ati++++=the
land ^nn++++=land
by ^in++++=by
undue ^jj+atrb+++=undue
influence ^nn+nom+++=influence
on ^in++++=on
your ^pp$+pp2+++=your
senile ^jj+atrb+++=senile
father ^nn++++=father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=did
not ^xnot++not++=not
have ^md"++pmd"++=have
to ^md+nec+++=to
share ^vb++++=share
that ^cs+sub+++=that
with ^in++++=with
your ^pp$+pp2+++=your
brother ^nn++++=brother
David ^np++++=David.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
a ^at++++=a
treasure ^nn++++=treasure
you ^pp2+pp2+++=you
must ^md+nec+++=must
share ^vb++++=share;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
saw ^vbd+vprv++xvbn+=saw
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
flash ^nn++++=flash.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
sat ^vbd+++xvbn+=sat
at ^in++++=at
your ^pp$+pp2+++=your
father ^nn++++=father's
's ^$++++=EXTRAWORD
table ^nn++++=table
in ^in++++=in
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
brother ^npt++++=brother
stood ^vwbn+++xvbn+=stood
by ^in++++=by
the ^ati++++=the
wall ^nn++++=wall
looking ^vwbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
hearth ^nn++++=hearth.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
acted ^vbd+++xvbn+=acted
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
quickness ^nns+nom+++=quickness
of ^in++++=of
the ^ati++++=the
Evil ^nn++++=Evil
One ^pn++++=One.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
cunning ^jj+pred+++=cunning
in ^in++++=in
you ^pp2+pp2+++=you
to ^to++++=to
select ^vbi++++=select
the ^ati++++=the
body ^nn++++=body
over ^in++++=over
the ^ati++++=the
heart ^nn++++=heart
as ^in++++=as
the ^ati++++=the
place ^nn++++=place
to ^to++++=to
receive ^vbi++++=receive
the ^ati++++=the
imagined ^jj+atrb++xvbn+=imagined
blow ^nn++++=blow
the ^ati++++=the
head ^nn++++=head
or ^cc++++=or
face ^nn++++=face
would ^md+prd+++=would
require ^vb+vsua+++=require
some ^dti++++=some
evidential ^jj++++=evidential
mark ^vb++++=mark
to ^in++++=to
affirm ^nn+++??+=affirm
your ^pp$+pp2+++=your
word ^nn++++=word.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
cunning ^jj+pred+++=cunning
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
the ^ati++++=the
unconscious ^jj++++=unconscious,
, ^zz++++=EXTRAWORD
for ^in++++=for
in ^cs+sub+++=in
that ^cs"++++=that
part ^nn++++=part
one ^cd1++++=one
could ^md+pos+++=could
get ^vb++++=get
up ^rp++++=up
and ^cc++++=and
scrub ^nn++++=scrub
the ^ati++++=the
hearth ^nn++++=hearth
and ^cc++++=and
lie ^vb++++=lie
down ^rp++++=down
again ^rb+tm+++=again
to ^to++++=to
play ^vbi++++=play
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
thing ^nn++++=thing
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did
in ^cs+sub+++=in
that ^cs"++++=that
room ^nn++++=room
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
so ^rb+emph+++=so
clever ^jj++++=clever.
. ^zz++++=EXTRAWORD
A ^at++++=A
picture ^nn++++=picture
was ^vbd+bedz+aux++=was
newly ^rb++splt++=newly
hung ^vpsv++agls+xvbnx+=hung
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
white ^jj+atrb+++=white
square ^nn++++=square
on ^in++++=on
the ^ati++++=the
opposite ^jj+atrb+++=opposite
wall ^nn++++=wall
from ^in++++=from
which ^whp+rel+pied++=which
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
taken ^vpsv++agls+xvbnx+=taken.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
hung ^vbd+++xvbn+=hung
at ^rb++++=at
the ^ati++++=the
height ^nn++++=height
of ^in++++=of
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
shoulders ^nns+nom+++=shoulders
directly ^rb++++=directly
behind ^in+pl+++=behind
the ^ati++++=the
spot ^nn++++=spot
where ^wrb+who+++=where
your ^pp$+pp2+++=your
brother ^nn++++=brother
must ^md+nec+++=must
have ^vb+hv+aux++=have
stood ^vprf+++xvbnx+=stood
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
struck ^vbd+++xvbnx+=struck
the ^ati++++=the
secretary ^nn+nom+++=secretary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
hung ^vbd+++xvbn+=hung
in ^in++++=in
this ^dt+dem+++=this
new ^jj+atrb+++=new
spot ^nn++++=spot
to ^to++++=to
cover ^vbi++++=cover
the ^ati++++=the
crash ^nn++++=crash
of ^in++++=of
a ^at++++=a
bullet ^nn++++=bullet
into ^in++++=into
the ^ati++++=the
mahogany ^nn++++=mahogany
panel ^nn++++=panel!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
stopped ^vbd+++xvbn+=stopped
and ^cc+phrs+++=and
caught ^vbd+++xvbn+=caught
up ^rp++++=up
the ^ati++++=the
hunchback ^nn+++??+=hunchback's
's ^vbz+bez+vrb++0=EXTRAWORD
double ^jj++++=double-barreled
- ^zz++++=EXTRAWORD
barreled ^jj+atrb++xvbn+=EXTRAWORD
pistol ^nn++++=pistol
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
empty ^jj+atrb+++=empty
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
illumined ^vprf+++xvbn+=illumined;
; ^zz++++=EXTRAWORD
the ^ati++++=the
moon ^np++++=moon
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
above ^jjb++++=above
the ^ati++++=the
tree ^nn++++=tree
tops ^nns++++=tops
and ^cc++++=and
its ^pp$+it+++=its
light ^nn++++=light
slanted ^jj++++=slanted
in ^in++++=in
through ^in++++=through
the ^ati++++=the
long ^jj+atrb+++=long
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
thing ^nn++++=thing
and ^cc++++=and
he ^pp3a+pp3+++=he
paused ^vbd+++xvbnx+=paused;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^vb++++=face
worked ^vbd+++xvbn+=worked
in ^in++++=in
the ^ati++++=the
fantastic ^jj+atrb+++=fantastic
light ^nn++++=light.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
mistake ^nn++++=mistake
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
to ^to++++=to
let ^vbi++++=let
me ^pp1o+pp1+++=me
get ^vb++++=get
your ^pp$+pp2+++=your
weapon ^nn++++=weapon.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mistake ^nn++++=mistake
that ^tht+rel+++=that
other ^ap++++=other
night ^nn++++=night
was ^vbd+bedz+aux++=was
to ^to++++=to
shoot ^vbi++++=shoot
before ^cs+sub+++=before
you ^pp2+pp2+++=you
counted ^vbd+++xvbn+=counted
the ^ati++++=the
money ^nn++++=money.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dozen ^cd++++=dozen
wooden ^jj+atrb+++=wooden
boxes ^nns++++=boxes
would ^md+prd+++=would
hold ^vb++++=hold
no ^at++++=no
great ^jj+atrb+++=great
sum ^nn++++=sum.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
thing ^nn++++=thing
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
must ^md+nec+++=must
cover ^vb++++=cover
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=did
cover ^vb++++=cover
it ^pp3+it+++=it
with ^in++++=with
fiendish ^jj+atrb+++=fiendish
cunning ^nn++++=cunning.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
not ^xnot++not++=not
do ^vb+do+vrb++=do
for ^in++++=for
your ^pp$+pp2+++=your
brother ^nn++++=brother
to ^to++++=to
vanish ^vbi++++=vanish
from ^in++++=from
your ^pp$+pp2+++=your
house ^nn++++=house,
, ^zz++++=EXTRAWORD
alone ^rb++++=alone
and ^cc++++=and
with ^in++++=with
no ^at++++=no
motive ^nn++++=motive.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
disappeared ^vbd+seem++xvbnx+=disappeared,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
gold ^nn++++=gold
to ^to++++=to
take ^vbi++++=take
him ^pp3o+pp3+++=him
and ^cc++++=and
a ^at++++=a
horse ^nn++++=horse
to ^to++++=to
ride ^vbi++++=ride,
, ^zz++++=EXTRAWORD
the ^ati++++=the
explanation ^nn+nom+++=explanation
would ^md+prd+++=would
have ^vb+hv+vrb++=have
solid ^jj+atrb+++=solid
feet ^nns++++=feet
to ^to++++=to
go ^vbi++++=go
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
give ^vb++++=give
you ^pp2+pp2+++=you
credit ^vb++++=credit
here ^rn+pl+++=here
for ^in++++=for
the ^ati++++=the
ingenuity ^nn+nom+++=ingenuity
of ^in++++=of
Satan ^np++++=Satan.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
managed ^vbd+++xvbn+=managed
the ^ati++++=the
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
caused ^vbd+++xvbn+=caused
your ^pp$+pp2+++=your
brother ^nn++++=brother
David ^np++++=David
and ^cc++++=and
the ^ati++++=the
horse ^nn++++=horse
to ^to++++=to
vanish ^vbi++++=vanish.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
on ^in++++=on
that ^dt+dem+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tracks ^nns++++=tracks
of ^in++++=of
the ^ati++++=the
horse ^nn++++=horse
where ^wrb+who+++=where
you ^pp2+pp2+++=you
led ^vbd+++xvbn+=led
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
stable ^nn++++=stable
to ^in++++=to
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
tracks ^nns++++=tracks
where ^wrb+who+++=where
you ^pp2+pp2+++=you
led ^vbd+++xvbn+=led
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
saddle ^nn++++=saddle,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
door ^nn++++=door
to ^in++++=to
the ^ati++++=the
ancient ^jj+atrb+++=ancient
orchard ^nn++++=orchard
where ^wrb+who+++=where
the ^ati++++=the
grass ^nn++++=grass
grows ^vbz++++=grows
over ^in++++=over
the ^ati++++=the
fallen ^vprf+++xvbn+=fallen-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
chimney ^nn++++=chimney
of ^in++++=of
your ^pp$+pp2+++=your
grandsire ^nn+++??+=grandsire's
's ^$++++=EXTRAWORD
house ^nn++++=house.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
at ^in++++=at
your ^pp$+pp2+++=your
cunning ^nn++++=cunning,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
wholly ^rb++++=wholly
vanished ^jj+++xvbn+=vanished."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mad ^jj+atrb+++=mad
courage ^nn+nom+++=courage
in ^in++++=in
the ^ati++++=the
hunchback ^nn+++??+=hunchback
got ^vbd+++xvbn+=got
control ^nn++++=control,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
advance ^nn+nom+++=advance
on ^in++++=on
my ^pp$+pp1+++=my
father ^nn++++=father
with ^in++++=with
no ^at++++=no
weapon ^nn++++=weapon
and ^cc++++=and
with ^in++++=with
no ^at++++=no
hope ^vb++++=hope
to ^to+vcmp+++=to
win ^vbi++++=win.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
fingers ^nns+nom+++=fingers
crooked ^jj++++=crooked,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
body ^nn++++=body
in ^in++++=in
a ^at++++=a
bow ^nn++++=bow,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wizen ^jj+atrb++xvbn+=wizen,
, ^zz++++=EXTRAWORD
cruel ^jj+atrb+++=cruel
face ^nn++++=face
pallid ^jj++++=pallid
in ^in++++=in
the ^ati++++=the
ghostly ^jj+atrb+++=ghostly
light ^nn++++=light.
. ^zz++++=EXTRAWORD
" ^zz++++="Dillworth,"
dillworth ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
great ^jj+atrb+++=great
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
like ^in++++=like
one ^cd1++++=one
who ^whp+rel+subj++=who
would ^md+prd+++=would
startle ^vb+++??+=startle
a ^at++++=a
creature ^nn++++=creature
out ^rp+pl+++=out
of ^in++++=of
mania ^nn++++=mania,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
write ^vb++++=write
a ^at++++=a
deed ^nn++++=deed
in ^in++++=in
your ^pp$+pp2+++=your
legal ^jj+atrb+++=legal
manner ^nn++++=manner
granting ^vwbg+++xvbg+=granting
these ^dt+dem+++=these
lands ^nns++++=lands
to ^in++++=to
your ^pp$+pp2+++=your
brother ^nn++++=brother's
's ^$++++=EXTRAWORD
child ^nn++++=child.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
after ^cs+sub+++=after
that ^cs+sub+++=that"
" ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
words ^nns++++=words
were ^vbd+bed+vrb++=were
like ^in++++=like
the ^ati++++=the
blows ^nns++++=blows
of ^in++++=of
a ^at++++=a
hammer ^nn++++=hammer
on ^in++++=on
an ^at++++=an
anvil ^nn+++??+=anvil
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
give ^vb++++=give
you ^pp2+pp2+++=you
until ^cs+sub+++=until
daybreak ^nn+++??+=daybreak
to ^to++++=to
vanish ^vbi++++=vanish
out ^rp+pl+++=out
of ^in++++=of
our ^pp$+pp1+++=our
sight ^nn++++=sight
and ^cc++++=and
hearing ^vbg+vprv++xvbg+=hearing
through ^in++++=through
the ^ati++++=the
gap ^nn++++=gap
in ^in++++=in
the ^ati++++=the
mountains ^nns++++=mountains
into ^in++++=into
Maryland ^np+++??+=Maryland
on ^in++++=on
your ^pp$+pp2+++=your
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
your ^pp$+pp2+++=your
brother ^nn++++=brother
David ^np++++=David
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
into ^in++++=into
the ^ati++++=the
abandoned ^jj+atrb++xvbn+=abandoned
cistern ^nn++++=cistern
in ^in++++=in
the ^ati++++=the
ancient ^jj+atrb+++=ancient
orchard ^nn++++=orchard
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
lies ^vbz++++=lies
under ^in++++=under
the ^ati++++=the
horse ^nn++++=horse
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
shot ^vbd+++xvbn+=shot
and ^cc+phrs+++=and
tumbled ^vbd+++xvbn+=tumbled
in ^in++++=in
on ^in++++=on
his ^pp$+pp3+++=his
murdered ^jj+atrb++xvbn+=murdered
body ^nn++++=body!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^nn++++=moon
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
above ^jjb+pred+++=above
the ^ati++++=the
gable ^nn++++=gable
of ^in++++=of
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
The ^ati++++=The
candles ^nns++++=candles
were ^vbd+bed+aux++=were
burned ^vpsv++agls+xvbnx+=burned
down ^rp++++=down.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
guttered ^vbd+++xvbnx+=guttered
around ^rp++++=around
the ^ati++++=the
sheet ^nn++++=sheet
of ^in++++=of
foolscap ^nn++++=foolscap
wet ^nn++++=wet
with ^in++++=with
the ^ati++++=the
scrawls ^nns+++??+=scrawls
and ^cc++++=and
splashes ^nns++++=splashes
of ^in++++=of
Dillworth ^np++++=Dillworth's
's ^$++++=EXTRAWORD
quill ^nn++++=quill.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
stood ^vbd+++xvbn+=stood
at ^rb++++=at
a ^at++++=a
window ^nn++++=window
looking ^vwbg+++xvbg+=looking
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl
in ^in++++=in
a ^at++++=a
flood ^nn++++=flood
of ^in++++=of
tears ^nns++++=tears,
, ^zz++++=EXTRAWORD
relaxed ^j+++xvbn+=relaxed
and ^cc+phrs+++=and
helpless ^jj++++=helpless,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
protection ^nn+nom+++=protection
of ^in++++=of
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
far ^rb+pl+++=far
down ^in++++=down
the ^ati++++=the
long ^jj+atrb+++=long
turnpike ^nn++++=turnpike,
, ^zz++++=EXTRAWORD
white ^jj++++=white
like ^in++++=like
an ^at++++=an
expanded ^jj+atrb++xvbn+=expanded
ribbon ^nn++++=ribbon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hunchback ^nn+++??+=hunchback
rode ^vbd+++xvbn+=rode
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
horse ^nn++++=horse
in ^in++++=in
a ^at++++=a
gallop ^nn++++=gallop,
, ^zz++++=EXTRAWORD
perched ^j+++xvbn+=perched
like ^in++++=like
a ^at++++=a
monkey ^nn++++=monkey,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
knees ^nns++++=knees
doubled ^vwbn+++xvbn+=doubled,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
head ^jjb+atrb+++=head
bobbing ^nvbg+++xvbg+=bobbing,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lose ^vb++++=lose
body ^nn++++=body
rolling ^vwbg+++xvbg+=rolling
in ^in++++=in
the ^ati++++=the
saddle ^nn++++=saddle
while ^cs+sub+++=while
the ^ati++++=the
black ^nn++++=black,
, ^zz++++=EXTRAWORD
distorted ^jj+atrb++xvbn+=distorted
shadow ^nn++++=shadow
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
my ^pp$+pp1+++=my
father ^nn++++=father
into ^in++++=into
this ^dt+dem+++=this
tragic ^jj+atrb+++=tragic
house ^nn++++=house
went ^vbd+++xvbn+=went
on ^in++++=on
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
like ^in++++=like
some ^dti++++=some
infernal ^jj+atrb+++=infernal
messenger ^np+nom+++=messenger
convoying ^jj++++=convoying
the ^ati++++=the
rider ^nn++++=rider
to ^to++++=to
the ^ati++++=the
pit ^nn++++=Pit.
. ^zz++++=EXTRAWORD
