After ^cs+sub+++=AFTER
for ^in++++=for
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
known ^vprf++tht0+xvbnx+=known
I ^pp1a+pp1+++=I
would ^md+prd+++=would
come ^vb++++=come
to ^in++++=to
such ^abl++++=such
an ^at++++=an
end ^nn++++=end.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
thought ^vbd+++xvbn+=thought
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
easy ^jj++++=easy
to ^to+jcmp+++=to
find ^vbi+vprv+++=find
out ^rp+pl+++=out
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
rather ^rb++splt++=rather
mortifying ^vbg+++xvbgx+=mortifying
to ^in++++=to
have ^vbi++vrb++=have
a ^at++++=a
private ^jj+atrb+++=private
letter ^nn++++=letter
sent ^vbd+++xvbn+=sent
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
warden ^nn++++=warden
reads ^vbz++++=reads
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
you ^pp2+pp2+++=you
will ^md+prd+++=will
enjoy ^vb++++=enjoy
yourself ^ppl+pp2+++=yourself
this ^dt+dem+++=this
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hasten ^vb++++=hasten
to ^to++++=to
forget ^vbi+vprv+++=forget
one ^cd1++++=one
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
certainly ^rb++splt++=certainly
forgotten ^vprf++tht0+xvbnx+=forgotten
you ^pp2+pp2+++=you
till ^in++++=till
reminded ^nn++++=reminded
by ^in++++=by
your ^pp$+pp2+++=your
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
return ^vb++++=return.
. ^zz++++=EXTRAWORD
" ^zz++++="Respectfully,
respectfully ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="DAVID
david ^np++++=EXTRAWORD
Culross ^np+++??+=CULROSS."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
some ^dti++++=some
deep ^jj+atrb+++=deep
lines ^nns++++=lines
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
face ^nn++++=face
which ^whp+rel+subj++=which
never ^rb++++=never
left ^vbd+++xvbn+=left
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+subj++=which
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
look ^vb++++=look
like ^in++++=like
a ^at++++=a
man ^nn++++=man
of ^in++++=of
middle ^jjb+atrb+++=middle
age ^nn++++=age.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
doubted ^vbd+vprv++xvbn+=doubted
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
plan ^nn++++=plan
would ^md+prd+++=would
succeed ^vb++++=succeed;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
piqued ^j+++xvbn+=piqued
and ^cc+phrs+++=and
indignant ^jj++++=indignant
at ^in++++=at
his ^pp$+pp3+++=his
ingratitude ^nn++++=ingratitude,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
hate ^vb++++=hate
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
time ^nn++++=time
forget ^vb+vprv+tht0++=forget
he ^pp3a+pp3+++=he
ever ^rb++++=ever
lived ^vbd+++xvbn+=lived,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
remember ^nn+nom+++=remember
him ^pp3o+pp3+++=him
only ^rb+down+++=only
to ^to++++=to
blush ^vbi++++=blush
with ^in++++=with
shame ^vb++++=shame
at ^rb++++=at
her ^pp$+pp3+++=her
past ^jjb+atrb+++=past
association ^nn+nom+++=association
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
loved ^j+++xvbn+=loved,
, ^zz++++=EXTRAWORD
living ^jj+++xvbg+=living
the ^ati++++=the
usual ^jj+atrb+++=usual
life ^nn++++=life
of ^in++++=of
women ^nns++++=women,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
those ^dt+dem+++=those
things ^nns++++=things
that ^tht+rel+subj++=that
make ^vb++++=make
life ^nn++++=life
rich ^jj++++=rich.
. ^zz++++=EXTRAWORD
For ^in++++=For
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
solitude ^nn++++=solitude
an ^at++++=an
understanding ^jj+++xvbg+=understanding
of ^in++++=of
deep ^jj+atrb+++=deep
things ^nns++++=things
came ^vbd+++xvbn+=came
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
who ^whp+who+++=who
thought ^vbd+++xvbn+=thought
never ^rb++++=never
to ^in++++=to
have ^vbi++vrb++=have
a ^at++++=a
wife ^nn++++=wife
grew ^vbd+++xvbn+=grew
to ^to++++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
the ^ati++++=the
joy ^nn++++=joy
of ^in++++=of
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
perceived ^vbd+vprv++xvbnx+=perceived
all ^abn++++=all
the ^ati++++=the
subtle ^jj+atrb+++=subtle
rapture ^nn++++=rapture
of ^in++++=of
wedded ^xvbn+++xvbn+=wedded
souls ^nns++++=souls.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
learned ^vbd+vprv++xvbnx+=learned
what ^wdt+who+whcl++=what
the ^ati++++=the
love ^nn++++=love
of ^in++++=of
children ^nns++++=children
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pride ^nn++++=pride
of ^in++++=of
home ^nr++++=home,
, ^zz++++=EXTRAWORD
the ^ati++++=the
unselfish ^jj+atrb+++=unselfish
ambition ^nn+nom+++=ambition
for ^in++++=for
success ^nns+nom+++=success
that ^tht+rel+obj++=that
spurs ^nps++++=spurs
men ^nns++++=men
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
emotions ^nns+nom+++=emotions
passed ^vbd+++xvbn+=passed
in ^in++++=in
procession ^nn++++=procession
at ^in++++=at
night ^nn++++=night
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
tricked ^xvbn+++xvbn+=tricked
out ^rp+pl+++=out
in ^in++++=in
palpable ^jj+atrb+++=palpable
forms ^nns++++=forms.
. ^zz++++=EXTRAWORD
A ^at++++=A
burst ^nn+++xvbn+=burst
of ^in++++=of
girlish ^jj+atrb+++=girlish
tears ^nns++++=tears
would ^md+prd+++=would
dissipate ^nn+nom+++=dissipate
whatever ^nn+nom+++=whatever
lingering ^vbg+++xvbg+=lingering
pity ^nn++++=pity
Zoe ^np++++=Zoe
felt ^vbd+vprv++xvbn+=felt
for ^in+ppvb+++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
often ^rb++++=often
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
that ^tht+vcmp+++=that!
! ^zz++++=EXTRAWORD
With ^in++++=With
her ^pp$+pp3+++=her
sensitiveness ^nns+nom+++=sensitiveness
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure
to ^to+jcmp+++=to
hate ^vbi++++=hate
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
mortified ^vprf+++xvbnx+=mortified
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
to ^to++++=to
dreaming ^vbi++++=dreaming
of ^in++++=of
her ^pp$+pp3+++=her
again ^rb+tm+++=again
as ^ql++++=as
moving ^jj+++xvbg+=moving
among ^in++++=among
happy ^jj+atrb+++=happy
and ^cc+phrs+++=and
luxurious ^jj+atrb+++=luxurious
scenes ^nns++++=scenes,
, ^zz++++=EXTRAWORD
exquisitely ^rb++++=exquisitely
clothed ^vbd+++xvbn+=clothed,
, ^zz++++=EXTRAWORD
with ^in++++=with
flowers ^nns+nom+++=flowers
on ^rp++++=on
her ^pp3o+pp3+++=her
bosom ^nn++++=bosom
and ^cc++++=and
jewels ^nns++++=jewels
on ^rp++++=on
her ^pp3o+pp3+++=her
neck ^nn++++=neck;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
men ^nns++++=men
loving ^vwbg+++xvbg+=loving
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
her ^pp$+pp3+++=her
at ^rb++++=at
last ^rb"++++=last
loving ^jj+++xvbg+=loving
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
himself ^ppl+pp3+++=himself
in ^in++++=in
the ^ati++++=the
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
that ^tht+rel+obj++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
as ^ql++++=as
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
always ^rb+cnj+++=always,
, ^zz++++=EXTRAWORD
always ^rb+cnj+++=always,
, ^zz++++=EXTRAWORD
from ^in++++=from
weary ^jj+atrb+++=weary
week ^nn++++=week
to ^in++++=to
weary ^jj+atrb+++=weary
week ^nn++++=week,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
rehearsed ^jj++++=rehearsed
the ^ati++++=the
scenes ^nns++++=scenes.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
theatre ^nn++++=theatre,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
opera ^nn++++=opera,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
library ^nn+nom+++=library,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lecture ^vb++++=lecture
hall ^npl++++=hall.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rehearsed ^jj++++=rehearsed
them ^pp3o+pp3+++=them
again ^rb+tm+++=again
there ^rn+pl+++=there
on ^rp++++=on
the ^ati++++=the
cars ^nns++++=cars.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
wearied ^vprf+++xvbn+=wearied
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
To ^to++++=To
be ^vbi++vrb++=be
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
other ^ap++++=other
thoughts ^nns++++=thoughts
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
him ^pp3o+pp3+++=him
at ^in++++=at
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Much ^ap++++=Much
that ^dt+dem+++=that
to ^to++++=to
most ^ql+emph+++=most
men ^nns++++=men
seems ^vbz+seem+++=seems
complex ^jj++++=complex
and ^cc+phrs+++=and
puzzling ^jj+++xvbg+=puzzling
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
to ^to++++=to
appear ^vbi+seem+++=appear
simple ^jj++++=simple
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
way ^nn++++=way
his ^pp$+pp3+++=his
brain ^nn++++=brain
had ^vbd+hvd+aux++=had
quickened ^vprf+++xvbnx+=quickened
and ^cc+phrs+++=and
deepened ^vpsv++agls+xvbn+=deepened
through ^in++++=through
the ^ati++++=the
years ^nns++++=years
of ^in++++=of
solitude ^nn++++=solitude.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
out ^rp+pl+++=out
a ^ap++++=a
great ^ap"++++=great
many ^ap"++++=many
things ^nns++++=things.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
a ^ap++++=a
few ^ap"++++=few
good ^jj+atrb+++=good
books ^nns++++=books
and ^cc++++=and
digested ^vprf+++xvbn+=digested
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
visions ^nns++++=visions
in ^in++++=in
his ^pp$+pp3+++=his
heart ^nn++++=heart
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
him ^pp3o+pp3+++=him
from ^in++++=from
being ^xvbg+++xvbg+=being
bitter ^jj++++=bitter.
. ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
confronted ^vbd+++xvbn+=confronted
with ^in++++=with
liberty ^nn++++=liberty,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
loose ^jj++++=loose
like ^in++++=like
a ^at++++=a
pastured ^jj+atrb++xvbn+=pastured
colt ^nn++++=colt,
, ^zz++++=EXTRAWORD
without ^in++++=without
master ^nn++++=master
or ^cc++++=or
rein ^nn++++=rein,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
only ^rb+down+++=only
confusion ^nn++++=confusion
and ^cc++++=and
dismay ^nn++++=dismay.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
feel ^vbi+vprv+++=feel
exultation ^nn+nom+++=exultation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
experienced ^vbd+++xvbnx+=experienced
only ^rb+down+++=only
fright ^nn++++=fright.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
precisely ^rb++++=precisely
the ^ati++++=the
same ^ap++++=same
with ^in++++=with
the ^ati++++=the
liberated ^jj+atrb++xvbn+=liberated
colt ^nn++++=colt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
train ^nn++++=train
pulled ^vbd+++xvbn+=pulled
into ^in++++=into
a ^at++++=a
bustling ^jj+atrb+++=bustling
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
multitudinous ^jj+atrb+++=multitudinous
noises ^nns++++=noises
were ^vbd+bed+aux++=were
thrown ^vpsv++agls+xvbnx+=thrown
back ^jjb++++=back
again ^rb+tm+++=again
from ^in++++=from
the ^ati++++=the
arched ^jj+atrb++xvbn+=arched
iron ^nn++++=iron
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
The ^ati++++=The
relentless ^jj+atrb+++=relentless
haste ^nn++++=haste
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
people ^nns++++=people
was ^vbd+bedz+vrb++=was
inexpressibly ^jj++++=inexpressibly
cruel ^jj++++=cruel
to ^in++++=to
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
looked ^vbd+++xvbn+=looked
from ^in++++=from
the ^ati++++=the
window ^nn++++=window
wondering ^vwbg+++xvbg+=wondering
whither ^jjr++++=whither
he ^pp3a+pp3+++=he
would ^md+prd+++=would
go ^vb++++=go,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if,
, ^zz++++=EXTRAWORD
among ^in++++=among
all ^abn++++=all
the ^ati++++=the
thousands ^cds++++=thousands
that ^dt+pdem+++=that
made ^vbd+++xvbn+=made
up ^rp++++=up
that ^cs+sub+++=that
vast ^jj+atrb+++=vast
and ^cc+phrs+++=and
throbbing ^jj+++xvbg+=throbbing
city ^npl++++=city,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
ever ^rb++splt++=ever
find ^vb+vprv+++=find
a ^at++++=a
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
David ^np++++=David
longed ^vbd+++xvbn+=longed
even ^rb++++=even
for ^in++++=for
that ^dt+dem+++=that
unmaternal ^jj+atrb+++=unmaternal
mother ^nn++++=mother
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
hour ^nn++++=hour
of ^in++++=of
his ^pp$+pp3+++=his
distress ^nns+nom+++=distress;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
for ^in++++=for
many ^ap++++=many
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
train ^nn++++=train
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
one ^cd1++++=one
got ^vbd+++xvbn+=got
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
David ^np++++=David
forced ^vwbn+++xvbn+=forced
himself ^ppl+pp3+++=himself
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet
and ^cc++++=and
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
driven ^vpsv++agls+xvbnx+=driven
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
have ^vb+hv+aux++=have
seemed ^vprf+++xvbnx+=seemed
less ^rbr++++=less
terrible ^jj++++=terrible
to ^to++++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbnx+=been
driven ^vpsv++agls+xvbnx+=driven
into ^in++++=into
a ^at++++=a
desert ^nn++++=desert.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
toward ^in++++=toward
the ^ati++++=the
great ^jj+atrb+++=great
iron ^nn++++=iron
gates ^nns++++=gates,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
people ^nn++++=people
and ^cc++++=and
hearing ^nvbg+++xvbg+=hearing
the ^ati++++=the
noises ^nns++++=noises
confusedly ^rb++++=confusedly.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
space ^nn++++=space
beyond ^in++++=beyond
the ^ati++++=the
grating ^jj++++=grating
some ^dti++++=some
one ^cd1++++=one
caught ^vbd+++xvbn+=caught
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
middle ^jjb++++=middle-aged
- ^zz++++=EXTRAWORD
aged ^jj+atrb+++=EXTRAWORD
woman ^nn++++=woman
in ^in++++=in
plain ^jj+atrb+++=plain
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
sad ^jj+atrb+++=sad
gray ^np++++=gray
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
this ^dt+dem+++=this
David ^np++++=David?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
speak ^vb++++=speak,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
face ^vb++++=face
answered ^vbd+vpub++xvbn+=answered
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming
to ^to++++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
waited ^vprf+++xvbnx+=waited
all ^abn++++=all
these ^dt+dem+++=these
years ^nns++++=years,
, ^zz++++=EXTRAWORD
David ^np++++=David.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
said ^vbd+vpub++xvbn+=said
in ^cs+sub+++=in
that ^cs"++++=that
letter ^nn++++=letter
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
This ^dt+dem+++=This
way ^nn++++=way,
, ^zz++++=EXTRAWORD
david ^np++++=David,
, ^zz++++=EXTRAWORD
- ^zz++++=-this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
way ^nn++++=way
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
