Although ^cs+con+++=Although
walked ^vbd+++xvbnx+=walked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
dodged ^vbd+++xvbn+=dodged
from ^in++++=from
tree ^nn++++=tree
to ^in++++=to
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
Halfway ^rb++++=Halfway
down ^in++++=down
the ^ati++++=the
hill ^nn++++=hill
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
around ^in+strn+++=around.
. ^zz++++=EXTRAWORD
At ^in++++=At
his ^pp$+pp3+++=his
side ^nn++++=side
was ^vbd+bedz+vrb++=was
a ^at++++=a
mass ^nn++++=mass
of ^in++++=of
lilac ^jj+atrb+++=lilac
bushes ^nns++++=bushes,
, ^zz++++=EXTRAWORD
seeming ^vbg+seem++xvbg+=seeming
strangely ^rb++++=strangely
out ^rp+pl+++=out
of ^in++++=of
place ^nn++++=place
among ^in++++=among
the ^ati++++=the
huge ^jj+atrb+++=huge
piles ^nns++++=piles
of ^in++++=of
lumber ^nn++++=lumber.
. ^zz++++=EXTRAWORD
Without ^in++++=Without
stopping ^xvbg+++xvbg+=stopping,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
let ^vbd+++xvbn+=let
the ^ati++++=the
bundle ^nn++++=bundle
slide ^nn++++=slide
from ^in++++=from
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm
and ^cc++++=and
fall ^nn++++=fall
on ^in++++=on
the ^ati++++=the
walk ^nn++++=walk.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
like ^in++++=like
a ^at++++=a
white ^jj+atrb+++=white
spot ^nn++++=spot
on ^in++++=on
the ^ati++++=the
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved
rapidly ^rb++++=rapidly
out ^rp+pl+++=out
of ^in++++=of
sight ^nn++++=sight
into ^in++++=into
the ^ati++++=the
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
Bundles ^nns++++=Bundles
do ^vb+do+aux++=do
not ^xnot++not++=not
move ^vb++++=move
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
assisted ^vprf+++xvbn+=assisted,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
was ^vbd+bedz+vrb++=was
too ^ql++++=too
far ^rb+pl+++=far
away ^rp+pl+++=away
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
hand ^nn++++=hand
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
must ^md+nec+++=must
have ^vb+hv+aux++=have
reached ^vprf+++xvbnx+=reached
out ^rb+phrv+++=out
for ^in+ppvb+++=for
the ^ati++++=the
bundle ^nn++++=bundle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran
rapidly ^rb+cnj+++=rapidly,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
in ^rb+phrv+++=in
the ^ati++++=the
sawdust ^nn++++=sawdust
that ^tht+rel+subj++=that
formed ^vprf+++xvbn+=formed
the ^ati++++=the
unfruitful ^jj+atrb+++=unfruitful
soil ^nn++++=soil
of ^in++++=of
the ^ati++++=the
lumber ^vb++++=lumber-yard,
- ^zz++++=EXTRAWORD
yard ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
dared ^vbd+++xvbnx+=dared
come ^vprf+++xvbn+=come
no ^at++++=no
nearer ^rbr++++=nearer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
climbed ^vbd+++xvbnx+=climbed
to ^in++++=to
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
tallest ^nn++++=tallest
lumber ^vb++++=lumber-pile
- ^zz++++=EXTRAWORD
pile ^nn++++=EXTRAWORD
and ^cc++++=and
lay ^jjb+atrb++xvbn+=lay
flat ^nn++++=flat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
commanded ^vbd+vpub++xvbnx+=commanded
every ^at++++=every
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
hillside ^nn++++=hillside
lumber ^vb++++=lumber-yard,
- ^zz++++=EXTRAWORD
yard ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
have ^vb+hv+vrb++=have
long ^vb++++=long
to ^to+vcmp+++=to
wait ^vbi++++=wait.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
lower ^jjr+atrb+++=lower
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
yard ^nn++++=yard
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
a ^at++++=a
black ^jj+atrb+++=black
figure ^nn++++=figure
emerge ^vb++++=emerge,
, ^zz++++=EXTRAWORD
cross ^nn++++=cross
the ^ati++++=the
street ^nn++++=street
and ^cc++++=and
disappear ^vb+seem+++=disappear
over ^in++++=over
the ^ati++++=the
bank ^nn++++=bank
into ^in++++=into
the ^ati++++=the
railway ^nn++++=railway
switch ^nn++++=switch-yard
- ^zz++++=EXTRAWORD
yard ^nn++++=EXTRAWORD
below ^rb++++=below.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb
scrambled ^vbd+++xvbn+=scrambled
down ^rp++++=down
and ^cc++++=and
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
bank ^nn++++=bank
above ^jjb++++=above
the ^ati++++=the
switch ^nn++++=switch-yard
- ^zz++++=EXTRAWORD
yard ^nn++++=EXTRAWORD
he ^pp3a+pp3+++=he
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
in ^rb+phrv+++=in
a ^at++++=a
shadow ^nn++++=shadow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
here ^rn+pl+++=here
and ^cc++++=and
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Flat ^nn++++=Flat
cars ^nns++++=cars
and ^cc++++=and
box ^nn++++=box
cars ^nns++++=cars
stood ^vbd+++xvbn+=stood
on ^in++++=on
the ^ati++++=the
tracks ^nns++++=tracks
in ^in++++=in
great ^jj+atrb+++=great
numbers ^nns+nom+++=numbers,
, ^zz++++=EXTRAWORD
most ^ap+emph+++=most
of ^in++++=of
them ^pp3o+pp3+++=them
closed ^vbd+++xvbn+=closed
and ^cc+phrs+++=and
sealed ^vbd+++xvbn+=sealed--some
-- ^--+clp+++=EXTRAWORD
some ^dti++++=EXTRAWORD
partly ^rb+down+++=partly
open ^jj++++=open.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
car ^nn++++=car
door ^nn++++=door
grate ^vb++++=grate
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
closed ^vpsv++agls+xvbnx+=closed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slipped ^vbd+++xvbnx+=slipped
down ^rp++++=down
the ^ati++++=the
bank ^nn++++=bank
and ^cc++++=and
crept ^vpsv++agls+xvbn+=crept
on ^in++++=on
his ^pp$+pp3+++=his
hands ^nns++++=hands
and ^cc++++=and
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
halfway ^rb++++=halfway
down ^in++++=down
the ^ati++++=the
line ^nn++++=line
of ^in++++=of
cars ^nns++++=cars
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
car ^nn++++=car
7887 ^cd++++=7887,
, ^zz++++=EXTRAWORD
C ^zz++++=C.
. ^zz++++=EXTRAWORD
B ^zz++++=B.
. ^zz++++=EXTRAWORD
& ^zz++++=&
Q ^zz++++=Q.
. ^zz++++=EXTRAWORD
" ^zz++++="Run
run ^vb+++xvbn+=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
breath ^nn++++=breath
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
voice ^nn++++=voice
in ^in++++=in
a ^at++++=a
wheeze ^nn+++??+=wheeze.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
get ^vb++++=get
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
another ^dt++++=another
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Sure
sure ^jj++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Got ^j+++xvbn+=Got
something ^pn++++=something,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway.
. ^zz++++=EXTRAWORD
Strike ^nn++++=Strike
a ^at++++=a
match ^nn++++=match,
, ^zz++++=EXTRAWORD
Bill ^nn++++=Bill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb++++0=let's
us ^pp1o+pp1+++=EXTRAWORD
see ^vb+vprv+++=see
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
up ^rb+phrv+++=up
a ^at++++=a
job ^nn++++=job
on ^in++++=on
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
blow ^vb++++=blow
him ^pp3o+pp3+++=him
up ^rp++++=up
tomorrow ^nr+tm+++=to-morrow
night ^nn++++=night,
, ^zz++++=EXTRAWORD
hey ^uh++++=hey?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
right ^nn++++=right.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
got ^vbd+++xvbn+=got
a ^at++++=a
can ^nn++++=can
of ^in++++0=o'
powder ^nn++++=powder
left ^vbd+++xvbn+=left
under ^in++++=under
the ^ati++++=the
pile ^nn++++=pile
by ^in++++=by
the ^ati++++=the
laylocks ^nns+++??+=laylocks.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^rb++++=much
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
tol ^nn+++??+=tol'
' ^zz++++=EXTRAWORD
him ^pp3o+pp3+++=him
one ^cd1++++=one
thousand ^cd++++=thousand,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
we ^pp1a+pp1+++=we?
? ^zz++++=EXTRAWORD
Same ^ap++++=Same
as ^ql++++=as
he ^pp3a+pp3+++=he
give ^vb++++=give
the ^ati++++=the
Law ^nn++++=Law
and ^cc++++=and
Order ^vb++++=Order
to ^to+vcmp+++=to
help ^vbi++++=help
grab ^nn++++=grab
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
take ^vb++++=take
half ^nn++++=half
of ^in++++=of
this ^dt+pdem+++=this
and ^cc++++=and
go ^vb++++=go
one ^cd1++++=one
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
half ^nn++++=half
and ^cc++++0=an'
go ^vb++++=go
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
can ^md+pos+++=can
get ^vb++++=get
away ^rb+phrv+++=away
with ^in+ppvb+++=with
five ^cd++++=five
hundred ^cd++++=hundred
apiece ^rb++++=apiece."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
the ^ati++++=the
five ^cd++++=five
hundred ^cd++++=hundred
apiece ^rb++++=apiece
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
for ^in++++=for
doin ^nn+++??+=doin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
dynamite ^nn++++=dynamite
job ^nn++++=job,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Say ^vb+vpub+++=Say,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
thought ^vb+++xvbn+=thought
to ^to+vcmp+++=to
have ^vbi++vrb++=have
a ^at++++=a
thousand ^cd++++=thousand
dollars ^nns++++=dollars
at ^rb++++=at
once ^rb"+tm+++=once
in ^in++++=in
me ^pp1o+pp1+++=me
life ^nn++++=life.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
slipping ^vbg+++xvbg+=slipping
the ^ati++++=the
car ^nn++++=car
door ^nn++++=door
latch ^nn++++=latch
over ^in++++=over
the ^ati++++=the
staple ^nn++++=staple
and ^cc++++=and
hammering ^nvbg+++xvbg+=hammering
home ^nr++++=home
the ^ati++++=the
hasp ^nn++++=hasp
with ^in++++=with
a ^at++++=a
rock ^nn++++=rock.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
engine ^nn++++=engine,
, ^zz++++=EXTRAWORD
backing ^nvbg+++xvbg+=backing
against ^in++++=against
the ^ati++++=the
long ^rb++++=long
row ^nn++++=row
of ^in++++=of
cars ^nns++++=cars
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
coupling ^nn+nom+++=coupling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
moving ^vbg+++xvbg+=moving
slowly ^rb++++=slowly
forward ^rb++++=forward
toward ^in++++=toward
Derlingport ^np+++??+=Derlingport
as ^in++++=as
the ^ati++++=the
heavy ^jj+atrb+++=heavy
train ^nn++++=train
got ^vbd+++xvbn+=got
under ^in++++=under
way ^nn++++=way.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
rascals ^nns+nom+++=rascals
hammered ^vbd+++xvbn+=hammered
on ^in++++=on
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
car ^nn++++=car
with ^in++++=with
their ^pp$+pp3+++=their
fists ^nns++++=fists.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
swore ^vbd+vpub++xvbnx+=swore.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
kicked ^vbd+++xvbnx+=kicked
against ^in++++=against
the ^ati++++=the
doors ^nns++++=doors.
. ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
drew ^vbd+++xvbn+=drew
himself ^ppl+pp3+++=himself
into ^in++++=into
the ^ati++++=the
next ^ap++++=next
open ^jj+atrb+++=open
car ^nn++++=car
as ^in++++=as
the ^ati++++=the
train ^nn++++=train
moved ^vbd+++xvbn+=moved
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
About ^in++++=About
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time,
, ^zz++++=EXTRAWORD
Officer ^nn++++=Officer
Purcell ^np+++??+=Purcell
entered ^vbd+++xvbn+=entered
the ^ati++++=the
Marshal ^np++++=Marshal's
's ^$++++=EXTRAWORD
office ^nn++++=office,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
Wittaker ^np+nom++??+=Wittaker
and ^cc++++=and
Billy ^np++++=Billy
Getz ^np+++??+=Getz
sat ^vbd+++xvbn+=sat
awaiting ^vbg+++xvbg+=awaiting
the ^ati++++=the
coming ^jj+++xvbg+=coming
of ^in++++=of
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
Purcell ^np+++??+=Purcell
led ^vbd+++xvbn+=led
John ^np++++=John
Gutman ^np+++??+=Gutman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
town ^nn++++=town
half ^abn++++=half-wit.
- ^zz++++=EXTRAWORD
wit ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
proudly ^rb++++=proudly.
. ^zz++++=EXTRAWORD
" ^zz++++="Caught
caught ^vbd+++xvbn+=EXTRAWORD
him ^pp3o+pp3+++=him
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
Sam ^nn++++=Sam
Wentz ^np++++=Wentz's
's ^$++++=EXTRAWORD
cellar ^nn++++=cellar
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Says ^vbz+vpub+tht0++=Says
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
mean ^jj++++=mean
no ^at++++=no
harm ^nn++++=harm.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
a ^at++++=a
dream ^nn++++=dream
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
leave ^vbi++++=leave
spoons ^nns++++=spoons
on ^in++++=on
all ^abn++++=all
the ^ati++++=the
society ^nn++++=society
folks ^nns++++=folks
and ^cc++++0=an'
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
be ^vb+be+aux++=be
invited ^vpsv++agls+xvbnx+=invited
to ^in++++=to
all ^abn++++=all
their ^pp$+pp3+++=their
parties ^nns++++=parties."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he
fight ^nn++++=fight
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Wittaker ^np+nom++??+=Wittaker.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
pants ^nns++++=pants
is ^vbz+bez+vrb++=is
all ^abn++++=all
stained ^jj+++xvbn+=stained
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fight?
fight ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
fight ^vb++++=fight
a ^at++++=a
sheep ^nn++++=sheep.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tripped ^vbd+++xvbnx+=tripped
over ^in++++=over
a ^at++++=a
wire ^nn++++=wire
fence ^nn++++=fence
cuttin ^nn+++??+=cuttin'
' ^zz++++=EXTRAWORD
a ^at++++=a
corner ^nn++++=corner
and ^cc++++0=an'
fell ^vpsv++agls+xvbn+=fell
into ^in+ppvb+++=into
a ^at++++=a
flower ^nn++++=flower-bed.
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Got ^jj+atrb++xvbn+=Got
Hail ^nn++++=Hail
Columbia ^np++++=Columbia
from ^in++++=from
the ^ati++++=the
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub++xvbnx+=said
old ^jj+atrb+++=old
man ^nn++++=man
Westcote ^np+++??+=Westcote
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
the ^ati++++=the
flowers ^nns+nom+++=flowers
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
mean ^vb++++=mean
to ^to+vcmp+++=to
have ^vbi++vrb++=have
her ^pp$+pp3+++=her
flower ^nn++++=flower-bed
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
used ^vwbn+++xvbn+=used
as ^ql++++=as
no ^at++++=no
landin ^nn+++??+=landin'
' ^zz++++=EXTRAWORD
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Heard ^j+++xvbn+=Heard
from ^in++++=from
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
yet ^cc++++=yet?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wittaker ^np+nom++??+=Wittaker
grinned ^vbd+++xvbn+=grinned.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
hear ^vb+vprv+++=hear
from ^in++++=from
him ^pp3o+pp3+++=him
soon ^rb+tm+++=soon.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
reckon ^vb+vprv+tht0++=reckon
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
worth ^in++++=worth
waiting ^vb+++xvbg+=waiting
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
from ^in+strn+++=from."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Word ^nn++++=Word
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
him ^pp3o+pp3+++=him
about ^in++++=about
an ^at++++=an
hour ^nn++++=hour
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
telegram ^nn++++=telegram
from ^in++++=from
the ^ati++++=the
Sheriff ^nn++++=Sheriff
of ^in++++=of
Derling ^np+nom++??+=Derling
County: ^np+++??+=County:-Detective
- ^zz++++=EXTRAWORD
detective ^nn++++=EXTRAWORD
Gubb ^np+++??+=Gubb
captured ^vbd+++xvbn+=captured
two ^cd++++=two
of ^in++++=of
the ^ati++++=the
dynamiters ^nns+nom+++=dynamiters
to ^to++++=to-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Have
their ^pp$+pp3+++=their
confession ^nn++++=confession.
. ^zz++++=EXTRAWORD
Arrest ^nn++++=Arrest
Pie ^nn++++=Pie-Wagon
- ^zz++++=EXTRAWORD
wagon ^nn++++=EXTRAWORD
Pete ^np++++=Pete,
, ^zz++++=EXTRAWORD
Long ^jj+atrb+++=Long
Sam ^nn++++=Sam
Underbury ^np+++??+=Underbury,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Shorty ^np++++=Shorty
Billings ^nns+nom++??+=Billings.
. ^zz++++=EXTRAWORD
All ^abn++++=All
implicated ^jj+++xvbn+=implicated.
. ^zz++++=EXTRAWORD
" ^zz++++="An'
and ^cc++++0=EXTRAWORD
the ^ati++++=the
rewards ^vbz++++=rewards
tot ^nn+++??+=tot
up ^rp++++=up
to ^to++++=to
five ^cd++++=five
thousand ^cd++++=thousand
dollars ^nns++++=dollars,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Officer ^nn++++=Officer
Purcell ^np+++??+=Purcell.
. ^zz++++=EXTRAWORD
" ^zz++++="Let's
let ^vb++++0=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
hustle ^nn++++=hustle
out ^rp+pl+++=out
and ^cc++++0=an'
nab ^nn+++??+=nab
the ^ati++++=the
other ^ap++++=other
three ^cd++++=three,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
maybe ^rb+hdg+++=maybe
we ^pp1a+pp1+++=we
can ^md+pos+++=can
split ^vb+++xvbn+=split
it ^pp3+it+++=it
with ^in++++=with
Gubb ^np+++??+=Gubb."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
us ^pp1o+pp1+++=us
sitting ^vbg+++xvbg+=sitting
here ^rn+pl+++=here
thinking ^nvbg+++xvbg+=thinking
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
a ^at++++=a
joke ^nn++++=joke
on ^rp++++=on
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Marshal ^npt++++=Marshal
Wittaker ^np+nom++??+=Wittaker
with ^in++++=with
disgust ^nn++++=disgust.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
makes ^vbz++++=makes
me ^pp1o+pp1+++=me
sick ^jj++++=sick!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
a ^rb++++=a
little ^rb"++++=little
bilious ^jj++++=bilious
myself ^ppl+pp1+++=myself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vpsv++agls+xvbn+=said
billy ^np++++=Billy
getz ^np++++=Getz.
. ^zz++++=EXTRAWORD
