Some ^dti++++=Some
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
man ^nn++++=man
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
pretty ^rb++++=pretty
often ^rb++++=often
in ^cs+sub+++=in
that ^cs"++++=that
country ^nn++++=country--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
last ^rb++++=last
remains ^nns++++=remains
of ^in++++=of
a ^at++++=a
very ^ql+amp+++=very
old ^jj+atrb+++=old
family ^nn++++=family.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
Lords ^npt++++=Lords
of ^in++++=of
the ^ati++++=the
Manor ^nn++++=Manor
at ^rb++++=at
one ^cd1++++=one
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recollect ^vb+vprv+++=recollect
just ^rb+emph+++=just
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing
in ^in++++=in
my ^pp$+pp1+++=my
own ^ap++++=own
parish ^nn++++=parish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What,
what ^wdt+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
man ^nn++++=man
in ^in++++=in
Tess ^np++++=Tess
of ^in++++=of
the ^ati++++=the
D ^zz++++=D'Urbervilles?"
'urbervilles?" ^nn+++??+=EXTRAWORD
Williams ^np++++=Williams
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dare ^vb++++=dare
say ^vb+vpub+++=say;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
book ^nn++++=book
I ^pp1a+pp1+++=I
could ^md+pos+++=could
ever ^rb++splt++=ever
read ^vb+vprv+tht0+xvbn+=read
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
fellow ^jjb++++=fellow
could ^md+pos+++=could
show ^vb+vprv+++=show
a ^at++++=a
row ^nn++++=row
of ^in++++=of
tombs ^nns++++=tombs
in ^in++++=in
the ^ati++++=the
church ^npl++++=church
there ^rn+pl+++=there
that ^cs+sub+++=that
belonged ^vprf+++xvbn+=belonged
to ^in++++=to
his ^pp$+pp3+++=his
ancestors ^nns++++=ancestors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
that ^dt+pdem+++=that
went ^vbd+++xvbn+=went
to ^to++++=to
sour ^vbi++++=sour
him ^pp3o+pp3+++=him
a ^at++++=a
bit ^nn++++=bit;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Francis ^np++++=Francis,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
never ^rb++splt++=never
get ^vb++++=get
at ^in+ppvb+++=at
him ^pp3o+pp3+++=him--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
always ^rb++++=always
kept ^vbd+++xvbn+=kept
just ^rb+emph+++=just
on ^in++++=on
the ^ati++++=the
right ^jj+atrb+++=right
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
law ^nn++++=law--until
-- ^--+clp+++=EXTRAWORD
until ^cs+sub+++=EXTRAWORD
one ^cd1++++=one
night ^nn++++=night
the ^ati++++=the
keepers ^nns+nom+++=keepers
found ^vbd+vprv++xvbn+=found
him ^pp3o+pp3+++=him
at ^in++++=at
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
wood ^nn++++=wood
right ^jj++++=right
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
estate ^nn++++=estate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
the ^ati++++=the
place ^nn++++=place
now ^rn+tm+++=now;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
marches ^vbz++++=marches
with ^in++++=with
some ^dti++++=some
land ^nn++++=land
that ^tht+rel+subj++=that
used ^md"++pmd"++=used
to ^to++++=to
belong ^vb++++=belong
to ^in++++=to
an ^at++++=an
uncle ^nn++++=uncle
of ^in++++=of
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
can ^md+pos+++=can
imagine ^vb+vprv+tht0++=imagine
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
row ^nn++++=row;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
man ^nn++++=man
Gawdy ^np+++??+=Gawdy
( ^zz++++=(that
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
name ^nn++++=name,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure--Gawdy;
-- ^--+clp+++=EXTRAWORD
gawdy ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
should ^md+nec+++=should
get ^vb++++=get
it ^pp3+it+++=it--Gawdy),
-- ^--+clp+++=EXTRAWORD
gawdy ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
unlucky ^jj+pred+++=unlucky
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
chap ^nn++++=chap!
! ^zz++++=EXTRAWORD
to ^to++++=to
shoot ^vbi++++=shoot
a ^at++++=a
keeper ^nn++++=keeper.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
Francis ^np++++=Francis
wanted ^vbd+++xvbn+=wanted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grand ^jj+atrb+++=grand
juries ^nns++++=juries--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
then ^rn+tm+++=then--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
poor ^jj+atrb+++=poor
Gawdy ^np+++??+=Gawdy
was ^vbd+bedz+aux++=was
strung ^vpsv++agls+xvbnx+=strung
up ^rp++++=up
in ^in++++=in
double ^jj++++=double-quick
- ^zz++++=EXTRAWORD
quick ^jj+atrb+++=EXTRAWORD
time ^nn++++=time;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
the ^ati++++=the
place ^nn++++=place
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
buried ^vpsv++agls+xvbnx+=buried
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
north ^np+pl+++=north
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
church ^nn++++=church--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
the ^ati++++=the
way ^nn++++=way
in ^cs+sub+++=in
that ^cs"++++=that
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
world ^nn++++=world:
: ^zz++++=EXTRAWORD
anyone ^pn++++=anyone
that ^dt+pdem+++=that's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
hanged ^vpsv++agls+xvbnx+=hanged
or ^cc+phrs+++=or
made ^vbd+++xvbn+=made
away ^rb+phrv+++=away
with ^in+ppvb+++=with
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
bury ^np++++=bury
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
side ^nn++++=side.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
idea ^nn++++=idea
was ^vbd+bedz+vrb++=was
that ^cs+sub+++=that
some ^dti++++=some
friend ^nn++++=friend
of ^in++++=of
Gawdy ^np+++??+=Gawdy's--not
's--not ^nn+++??+=EXTRAWORD
a ^at++++=a
relation ^nn+nom+++=relation,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
none ^pn++++=none,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
devil ^nn++++=devil!
! ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
his ^pp$+pp3+++=his
line ^nn++++=line:
: ^zz++++=EXTRAWORD
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
spes ^nns+++??+=spes
ultima ^nn+++??+=ultima
gentis ^nns+++??+=gentis--must
-- ^--+clp+++=EXTRAWORD
must ^md+nec+++=EXTRAWORD
have ^vb+hv+aux++=have
planned ^vprf+++xvbnx+=planned
to ^to+vcmp+++=to
get ^vbi++++=get
hold ^nn++++=hold
of ^in++++=of
Francis ^np++++=Francis's
's ^$++++=EXTRAWORD
boy ^nn++++=boy
and ^cc++++=and
put ^vb+++xvbn+=put
an ^at++++=an
end ^nn++++=end
to ^in++++=to
his ^pp$+pp3+++=his
line ^nn++++=line,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
know--it ^jj+atrb++??+=know--it's
's ^vbz+bez+vrb++0=EXTRAWORD
rather ^rb++++=rather
an ^at++++=an
out ^rp+pl+++=out-of-the-way
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
thing ^nn++++=thing
for ^in++++=for
an ^at++++=an
Essex ^np++++=Essex
poacher ^jjr++++=poacher
to ^to++++=to
think ^vbi+vprv+++=think
of ^in+strn+++=of--but,
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
say ^vb+vpub+++=say
now ^rn+tm+++=now
it ^pp3+it+++=it
looks ^vbz++++=looks
more ^ql++++=more
as ^cs+sub+++=as
if ^cs+cnd+++=if
old ^jj+atrb+++=old
Gawdy ^np+++??+=Gawdy
had ^vbd+hvd+aux++=had
managed ^vprf+++xvbnx+=managed
the ^ati++++=the
job ^nn++++=job
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Booh ^np+++??+=Booh!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hate ^vb++++=hate
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
some ^dti++++=some
whisky ^nn++++=whisky,
, ^zz++++=EXTRAWORD
Williams ^np++++=Williams!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
facts ^nns++++=facts
were ^vbd+bed+aux++=were
communicated ^vpsv++by+xvbnx+=communicated
by ^in++++=by
Williams ^np++++=Williams
to ^in++++=to
Dennistoun ^np+++??+=Dennistoun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
him ^pp3o+pp3+++=him
to ^in++++=to
a ^at++++=a
mixed ^jj+atrb++xvbn+=mixed
company ^nn++++=company,
, ^zz++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Sadducean ^np+nom++??+=Sadducean
Professor ^nn++++=Professor
of ^in++++=of
Ophiology ^np+++??+=Ophiology
another ^dt++++=another.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sorry ^jj++++=sorry
to ^to+jcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
the ^ati++++=the
latter ^ap++++=latter
when ^wrb+who+++=when
asked ^vbd+vsua++xvbn+=asked
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
only ^ap+down+++=only
remarked ^jj+++xvbn+=remarked:
: ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
Bridgeford ^np+++??+=Bridgeford
people ^nns++++=people
will ^md+prd+++=will
say ^vb+vpub+++=say
anything" ^nn+++??+=anything"-a
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
sentiment ^nn+nom+++=sentiment
which ^whp+rel+subj++=which
met ^vbd+++xvbn+=met
with ^in+ppvb+++=with
the ^ati++++=the
reception ^nn+nom+++=reception
it ^pp3+it+++=it
deserved ^vbd+++xvbn+=deserved.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
only ^rb+down+++=only
to ^to++++=to
add ^vbi+vpub+++=add
that ^tht+vcmp+++=that
the ^ati++++=the
picture ^nn++++=picture
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
in ^in++++=in
the ^ati++++=the
Ashleian ^np+++??+=Ashleian
Museum ^nn++++=Museum;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
treated ^vpsv++agls+xvbnx+=treated
with ^in++++=with
a ^at++++=a
view ^nn++++=view
to ^to++++=to
discovering ^vbi+vprv+++=discovering
whether ^cs+who+++=whether
sympathetic ^jj+atrb+++=sympathetic
ink ^nn++++=ink
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
without ^in++++=without
effect ^nn++++=effect;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Britnell ^np++++=Britnell
knew ^vbd+vprv++xvbn+=knew
nothing ^pn++++=nothing
of ^in++++=of
it ^pp3+it+++=it
save ^cs+sub+++=save
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
uncommon ^jj+pred+++=uncommon;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
carefully ^rb++++=carefully
watched ^vbd+++xvbn+=watched,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
never ^rb++++=never
been ^vbd+ben+aux++=been
known ^vbn+vprv+++=known
to ^to+vcmp+++=to
change ^vb++++=change
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
