Do ^vb+do+aux++=Do
stuck ^vwbn+++xvbn+=stuck
in ^in++++=in
a ^at++++=a
crag ^npl++++=crag,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
have ^vb+hv+vrb++=have
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=did
make ^vb++++=make
such ^abl++++=such
a ^at++++=a
mull ^nn++++=mull
of ^in++++=of
this ^dt+dem+++=this
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
any ^dti++++=any
of ^in++++=of
the ^ati++++=the
pieces ^nns++++=pieces
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen
shine ^vb++++=shine
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness
brighter ^jjr++++=brighter
than ^in++++=than
any ^dti++++=any
fire ^nn++++=fire-fly?"
- ^zz++++=EXTRAWORD
fly ^vb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+tht0++=say
they ^pp3a+pp3+++=they
ever ^rb++++=ever
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
venture ^vb++++=venture
to ^to+vcmp+++=to
prophesy ^vbi+vpub+++=prophesy
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
waited ^vbd+++xvbn+=waited
until ^in++++=until
night ^nn++++=night,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
would ^md+prd+++=would
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
light ^jj++++=light
still ^rb++++=still
glimmering ^vbg+++xvbg+=glimmering
among ^in++++=among
the ^ati++++=the
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
took ^vbd+++xvbn+=took
away ^rb+phrv+++=away
this ^dt+dem+++=this
worthless ^jj+atrb+++=worthless
salt ^nn++++=salt,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
took ^vbd+++xvbn+=took
the ^ati++++=the
wrong ^jj+atrb+++=wrong
crystal ^nn++++=crystal.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
no ^at++++=no
very ^ql+amp+++=very
strange ^jj+atrb+++=strange
thing ^nn++++=thing
in ^in++++=in
these ^dt+dem+++=these
hills ^nns++++=hills
that ^tht+rel+obj++=that
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
rock ^nn++++=rock-salt
- ^zz++++=EXTRAWORD
salt ^jj++++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+aux++=be
lying ^vbg+++xvbgx+=lying
within ^in++++=within
a ^at++++=a
foot ^nn++++=foot
of ^in++++=of
a ^at++++=a
diamond ^nn++++=diamond.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
caught ^vbd+++xvbn+=caught
our ^pp$+pp1+++=our
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
excited ^vpsv++agls+xvbnx+=excited,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
we ^pp1a+pp1+++=we
made ^vbd+++xvbn+=made
fools ^nns++++=fools
of ^in++++=of
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
real ^jj+atrb+++=real
stone ^nn++++=stone
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
Depend ^vb++++=Depend
upon ^in++++=upon
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Sasassa ^np+++??+=Sasassa
gem ^nn++++=gem
is ^vbz+bez+aux++=is
lying ^vbg+++xvbgx+=lying
within ^in++++=within
that ^dt+dem+++=that
magic ^jj+atrb+++=magic
circle ^nn++++=circle
of ^in++++=of
chalk ^nn++++=chalk
upon ^in++++=upon
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
yonder ^jjb++++=yonder
cliff ^np++++=cliff.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
old ^jj++++=old
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
light ^jj++++=light
your ^pp$+pp2+++=your
pipe ^nn++++=pipe
and ^cc++++=and
stow ^nn+++??+=stow
your ^pp$+pp2+++=your
revolver ^nn+nom+++=revolver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
off ^in+pl+++=off
before ^cs+sub+++=before
that ^cs+sub+++=that
fellow ^jjb++++=fellow
Madison ^np+++??+=Madison
has ^vbz+hvz+vrb++=has
time ^nn++++=time
to ^to++++=to
put ^vbi++++=put
two ^cd++++=two
and ^cc++++=and
two ^cd++++=two
together ^nn+nom+++=together."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
sanguine ^jj++++=sanguine
this ^dt+dem+++=this
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
to ^to++++=to
look ^vbi++++=look
upon ^in++++=upon
the ^ati++++=the
diamond ^nn++++=diamond
as ^ql++++=as
a ^at++++=a
most ^ql+emph+++=most
unmitigated ^jj+atrb+++=unmitigated
nuisance ^nn+nom+++=nuisance.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
throw ^vb++++=throw
a ^at++++=a
damper ^nn++++=damper
on ^in++++=on
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
expectations ^nns+nom+++=expectations,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
announced ^vbd+vpub+tht0+xvbnx+=announced
myself ^ppl+pp1+++=myself
eager ^jj++++=eager
to ^to+jcmp+++=to
start ^vbi++++=start.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
walk ^nn++++=walk
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was!
! ^zz++++=EXTRAWORD
Tom ^np++++=Tom
was ^vbd+bedz+vrb++=was
always ^rb++++=always
a ^at++++=a
good ^jj+atrb+++=good
mountaineer ^nn+nom+++=mountaineer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
excitement ^nn+nom+++=excitement
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
lend ^vbi++++=lend
him ^pp3o+pp3+++=him
wings ^nns++++=wings
that ^tht+rel+obj++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
scrambled ^vbd+++xvbnx+=scrambled
along ^in++++=along
after ^cs+sub+++=after
him ^pp3o+pp3+++=him
as ^in++++=as
best ^jjt++++=best
I ^pp1a+pp1+++=I
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
within ^in++++=within
half ^nn++++=half
a ^at++++=a
mile ^nn++++=mile
he ^pp3a+pp3+++=he
broke ^vbd+++xvbnx+=broke
into ^in+ppvb+++=into
the ^ati++++=the
" ^zz++++="double,"
double ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
never ^rb++++=never
pulled ^vbd+++xvbn+=pulled
up ^rp++++=up
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
round ^in++++=round
white ^jj+atrb+++=white
circle ^nn++++=circle
upon ^in++++=upon
the ^ati++++=the
cliff ^nn++++=cliff.
. ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
old ^jj+atrb+++=old
Tom ^np++++=Tom!
! ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
up ^rp++++=up,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
mood ^nn++++=mood
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands
in ^in++++=in
his ^pp$+pp3+++=his
pockets ^nns++++=pockets,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
vacantly ^jj++++=vacantly
before ^in++++=before
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
rueful ^jj+atrb+++=rueful
countenance ^nn+nom+++=countenance.
. ^zz++++=EXTRAWORD
" ^zz++++="Look!"
look ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="look!"
look ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
pointed ^vbd+++xvbnx+=pointed
at ^rb++++=at
the ^ati++++=the
cliff ^nn++++=cliff.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
sign ^nn++++=sign
of ^in++++=of
anything ^pn++++=anything
in ^in++++=in
the ^ati++++=the
least ^ql++++=least
resembling ^jj+++xvbg+=resembling
a ^at++++=a
diamond ^nn++++=diamond
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
The ^ati++++=The
circle ^nn++++=circle
included ^vbd+++xvbn+=included
nothing ^pn++++=nothing
but ^cc++++=but
a ^at++++=a
flat ^jj+atrb+++=flat
slate ^nn++++=slate-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
with ^in++++=with
one ^cd1++++=one
large ^jj+atrb+++=large
hole ^nn++++=hole,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
extracted ^vprf+++xvbnx+=extracted
the ^ati++++=the
rock ^nn++++=rock-salt,
- ^zz++++=EXTRAWORD
salt ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
smaller ^jjr+atrb+++=smaller
depressions ^nns++++=depressions.
. ^zz++++=EXTRAWORD
No ^at++++=No
sign ^nn++++=sign
of ^in++++=of
the ^ati++++=the
gem ^nn++++=gem.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
over ^in++++=over
every ^at++++=every
inch ^nn++++=inch
of ^in++++=of
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
poor ^jj+atrb+++=poor
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
one ^cd1++++=one
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
here ^rn+pl+++=here
and ^cc++++=and
noticed ^vbd+vprv++xvbn+=noticed
the ^ati++++=the
chalk ^nn++++=chalk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
taken ^vbd+++xvbn+=taken
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
home ^nr++++=home,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
sick ^jj++++=sick
and ^cc+phrs+++=and
tired ^jj+++xvbn+=tired.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
any ^dti++++=any
man ^nn++++=man
ever ^rb++++=ever
luck ^nn++++=luck
like ^in++++=like
mine ^pp$$++++=mine!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
to ^to++++=to
go ^vbi++++=go,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
took ^vbd+++xvbn+=took
one ^cd1++++=one
last ^rb++++=last
look ^vb++++=look
at ^rb++++=at
the ^ati++++=the
cliff ^np++++=cliff
first ^rb++++=first.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
was ^vbd+bedz+vrb++=was
already ^rb++++=already
ten ^cd++++=ten
paces ^nns++++=paces
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
" ^zz++++="Hollo!"
hollo ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
any ^dti++++=any
change ^nn++++=change
in ^cs+sub+++=in
that ^cs"++++=that
circle ^nn++++=circle
since ^in++++=since
yesterday ^nr+tm+++=yesterday?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
d ^zz++++=d'
' ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
mean ^vb+vprv+++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
miss ^npt++++=miss
a ^at++++=a
thing ^nn++++=thing
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
before ^in++++=before?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
rock ^nn++++=rock-salt?"
- ^zz++++=EXTRAWORD
salt ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="No;
no ^at++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
little ^ap++++=little
round ^in++++=round
knob ^nn++++=knob
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
used ^vbd+++xvbn+=used
for ^in++++=for
a ^at++++=a
fulcrum ^nn++++=fulcrum.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
we ^pp1a+pp1+++=we
must ^md+nec+++=must
have ^vb+hv+aux++=have
wrenched ^vprf+++xvbnx+=wrenched
it ^pp3+it+++=it
off ^rp+pl+++=off
in ^in++++=in
using ^xvbg+++xvbg+=using
the ^ati++++=the
lever ^nn++++=lever.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
a ^at++++=a
look ^vb++++=look
at ^rb++++=at
what ^wdt+who+++=what
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
made ^vpsv++agls+xvbnx+=made
of ^in+strn+++=of."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Accordingly ^rb+cnj+++=Accordingly,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
cliff ^nn++++=cliff
we ^pp1a+pp1+++=we
searched ^vbd+++xvbn+=searched
about ^rb++++=about
among ^in++++=among
the ^ati++++=the
loose ^jj+atrb+++=loose
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We've
've ^vb+hv+aux++0=EXTRAWORD
done ^vprf+++xvbnx+=done
it ^pp3+it+++=it
at ^rb++++=at
last ^rb"++++=last!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+aux++0=EXTRAWORD
made ^vpsv++agls+xvbnx+=made
men ^nns++++=men!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
round ^rb+cnj+++=round,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
Tom ^np++++=Tom
radiant ^jj++++=radiant
with ^in++++=with
delight ^nn++++=delight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
little ^ap++++=little
corner ^npl++++=corner
of ^in++++=of
black ^jj+atrb+++=black
rock ^npl++++=rock
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
sight ^nn++++=sight
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
merely ^rb+down+++=merely
a ^at++++=a
chip ^nn++++=chip
from ^in++++=from
the ^ati++++=the
cliff ^nn++++=cliff;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
near ^in+pl+++=near
the ^ati++++=the
base ^nn++++=base
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
projecting ^vbg+++xvbgx+=projecting
from ^in++++=from
it ^pp3+it+++=it
an ^at++++=an
object ^nn++++=object
which ^whp+rel+obj++=which
Tom ^np++++=Tom
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
exultingly ^jj++++=exultingly
pointing ^jj+++xvbg+=pointing
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
looked ^vbd+++xvbn+=looked
at ^rb++++=at
first ^rb"++++=first
something ^pn++++=something
like ^in++++=like
a ^at++++=a
glass ^nn++++=glass
eye ^nn++++=eye;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
depth ^nn++++=depth
and ^cc++++=and
brilliancy ^nn+++??+=brilliancy
about ^in++++=about
it ^pp3+it+++=it
such ^abl++++=such
as ^ql++++=as
glass ^nn++++=glass
never ^rb++++=never
exhibited ^vbd+++xvbn+=exhibited.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
mistake ^nn++++=mistake
this ^dt+dem+++=this
time ^nn++++=time;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
certainly ^rb++splt++=certainly
got ^vprf+++xvbnx+=got
possession ^nn++++=possession
of ^in++++=of
a ^at++++=a
jewel ^nn++++=jewel
of ^in++++=of
great ^jj+atrb+++=great
value ^nn++++=value;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
light ^nn++++=light
hearts ^nns++++=hearts
we ^pp1a+pp1+++=we
turned ^vbd+++xvbn+=turned
from ^in++++=from
the ^ati++++=the
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
bearing ^vbg+++xvbg+=bearing
away ^rp+pl+++=away
with ^in++++=with
us ^pp1o+pp1+++=us
the ^ati++++=the
" ^zz++++="fiend"
fiend ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
which ^whp+who+++=which
had ^vb+hv+aux++=had
so ^ql++++=so
long ^rb++++=long
reigned ^vbd+++xvbn+=reigned
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
spun ^vprf+++xvbnx+=spun
my ^pp$+pp1+++=my
story ^nn++++=story
out ^rp+pl+++=out
too ^ql++++=too
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tired ^jj+++xvbn+=tired
you ^pp2+pp2+++=you
perhaps ^rb++++=perhaps.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
get ^vb++++=get
talking ^vbg+++xvbg+=talking
of ^in++++=of
those ^dt+dem+++=those
rough ^jj+atrb+++=rough
old ^jj+atrb+++=old
days ^nns++++=days,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
see ^vb+vprv+++=see
the ^ati++++=the
little ^jj+atrb+++=little
cabin ^nn++++=cabin
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
brook ^nn++++=brook
beside ^in+pl+++=beside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bush ^nn++++=bush
around ^in+strn+++=around,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
honest ^jj+atrb+++=honest
voice ^nn++++=voice
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
little ^rb++++=little
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
say ^vbi+vpub+++=say
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
prospered ^vbd+++xvbn+=prospered
on ^in++++=on
the ^ati++++=the
gem ^nn++++=gem.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
Donahue ^np+++??+=Donahue,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
set ^vprf+++xvbnx+=set
up ^rb+phrv+++=up
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+aux++=is
well ^rb++splt++=well
known ^vpsv++agls+xvbnx+=known
about ^in++++=about
town ^nn++++=town.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
farming ^nvbg+++xvbg+=farming
and ^cc++++=and
ostrich ^nn++++=ostrich-raising
- ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=EXTRAWORD
in ^in++++=in
Africa ^np++++=Africa.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
set ^vbd+++xvbn+=set
old ^jj+atrb+++=old
Dick ^np++++=Dick
Wharton ^np+++??+=Wharton
up ^rp++++=up
in ^in++++=in
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
our ^pp$+pp1+++=our
nearest ^jjt+atrb+++=nearest
neighbours ^nns++++=neighbours.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
should ^md+nec+++=should
ever ^rb++++=ever
be ^vb+be+aux++=be
coming ^vbg+++xvbgx+=coming
up ^rp++++=up
our ^pp$+pp1+++=our
way ^nn++++=way,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
not ^xnot++not++=not
forget ^vb+vprv+++=forget
to ^to+vcmp+++=to
ask ^vbi++++=ask
for ^in+ppvb+++=for
jack ^np++++=Jack
turnbull ^np++++=Turnbull--Jack
-- ^--+clp+++=EXTRAWORD
jack ^np++++=EXTRAWORD
turnbull ^np++++=Turnbull
of ^in++++=of
sasassa ^np++++=Sasassa
farm ^nn++++=Farm.
. ^zz++++=EXTRAWORD
