Although ^cs+con+++=Although
little ^rb"++++=little
wood ^nn++++=wood
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
sank ^vbd+++xvbn+=sank
into ^in++++=into
the ^ati++++=the
lowest ^jjt+atrb+++=lowest,
, ^zz++++=EXTRAWORD
deepest ^jjt+atrb+++=deepest
chair ^nn++++=chair
and ^cc++++=and
Harry ^np++++=Harry
handed ^vbd+++xvbn+=handed
round ^rb+phrv+++=round
the ^ati++++=the
cigarettes ^nns+nom+++=cigarettes.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
her ^pp$+pp3+++=her
shaking ^jj+++xvbg+=shaking
the ^ati++++=the
silver ^nn++++=silver
box ^nn++++=box
and ^cc++++=and
saying ^nvbg+++xvbg+=saying
abruptly ^rb++++=abruptly:
: ^zz++++=EXTRAWORD
" ^zz++++="Egyptian?
egyptian ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Turkish ^jj++++=Turkish?
? ^zz++++=EXTRAWORD
Virginian ^np+++??+=Virginian?
? ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They're
're ^vb+ber+vrb++0=EXTRAWORD
all ^abn++++=all
mixed ^jj+++xvbn+=mixed
up ^rp++++=up,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
realised ^vbd+vprv++xvbn+=realised
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
not ^xnot++not++=not
only ^rb+down+++=only
bored ^jj+++xvbn+=bored
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
really ^rb+emph+++=really
disliked ^vbd+++xvbn+=disliked
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
decided ^vbd+vprv++xvbnx+=decided
from ^in++++=from
the ^ati++++=the
way ^nn++++=way
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
smoke ^nn++++=smoke,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
felt ^vbd+vprv+tht0+xvbnx+=felt
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
hurt ^vpsv++agls+xvbnx+=hurt.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Harry ^np++++=Harry,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
dislike ^vb++++=dislike
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
quite ^rb++++=quite
wrong ^jj+pred+++=wrong
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+vrb++0=EXTRAWORD
wonderful ^jj++++=wonderful,
, ^zz++++=EXTRAWORD
wonderful ^jj++++=wonderful.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
besides ^rb++++=besides,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
so ^rb++++=so
differently ^rb++++=differently
about ^in++++=about
someone ^pn++++=someone
who ^whp+who+++=who
means ^nns++++=means
so ^ql++++=so
much ^ap++++=much
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
try ^vb++++=try
to ^to+vcmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
in ^in++++=in
bed ^nn++++=bed
tonight ^nr+tm+++=tonight
what ^wdt+who+++=what
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
happening ^vbg+++xvbgx+=happening.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
she ^pp3a+pp3+++=she
and ^cc++++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
shared ^vprf+++xvbnx+=shared."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
those ^dt+dem+++=those
last ^jj+atrb+++=last
words ^nns++++=words
something ^pn++++=something
strange ^jj++++=strange
and ^cc++++=and
almost ^rb+hdg+++=almost
terrifying ^jj++++=terrifying
darted ^jj+++xvbn+=darted
into ^in++++=into
Bertha ^np++++=Bertha's
's ^$++++=EXTRAWORD
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+dem+++=this
something ^pn++++=something
blind ^jj++++=blind
and ^cc++++=and
smiling ^xvbg+++xvbg+=smiling
whispered ^vbd+vpub++xvbn+=whispered
to ^in++++=to
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
" ^zz++++="Soon
soon ^rb+tm+++=EXTRAWORD
these ^dt+dem+++=these
people ^nns++++=people
will ^md+prd+++=will
go ^vb++++=go.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^nn++++=house
will ^md+prd+++=will
be ^vb+be+vrb++=be
quiet ^nn++++=quiet
quiet ^nn++++=quiet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lights ^nns++++=lights
will ^md+prd+++=will
be ^vb+be+vrb++=be
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
and ^cc++++=and
he ^pp3a+pp3+++=he
will ^md+prd+++=will
be ^vb+be+vrb++=be
alone ^rb++++=alone
together ^nn+nom+++=together
in ^in++++=in
the ^ati++++=the
dark ^jj+atrb+++=dark
room ^nn++++=room
the ^ati++++=the
warm ^jj+atrb+++=warm
bed ^nn++++=bed
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="
She ^pp3a+pp3+++=She
jumped ^vbd+++xvbnx+=jumped
up ^rp++++=up
from ^in++++=from
her ^pp$+pp3+++=her
chair ^nn++++=chair
and ^cc++++=and
ran ^vpsv++agls+xvbn+=ran
over ^rb+phrv+++=over
to ^in++++=to
the ^ati++++=the
piano ^nn++++=piano.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
pity ^nn++++=pity
someone ^pn++++=someone
does ^vbz+doz+aux++=does
not ^xnot++not++=not
play ^vb++++=play!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
pity ^nn++++=pity
somebody ^pn++++=somebody
does ^vbz+doz+aux++=does
not ^xnot++not++=not
play ^vb++++=play."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
her ^pp$+pp3+++=her
life ^nn++++=life
Bertha ^np+++??+=Bertha
Young ^jj++++=Young
desired ^jj+++xvbn+=desired
her ^pp3o+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
loved ^vprf+++xvbnx+=loved
him ^pp3o+pp3+++=him
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
love ^nn++++=love
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
in ^in++++=in
every ^at++++=every
other ^ap++++=other
way ^nn++++=way,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
just ^rb+emph+++=just
not ^xnot++not++=not
in ^cs+sub+++=in
that ^cs"++++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
equally ^rb+cnj+++=equally,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
understood ^vprf+++xvbnx+=understood
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They'd
'd ^vbd+hvd+aux++0=EXTRAWORD
discussed ^vprf+++xvbnx+=discussed
it ^pp3+it+++=it
so ^rb++++=so
often ^rb++++=often.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
worried ^vprf+++xvbnx+=worried
her ^pp$+pp3+++=her
dreadfully ^rb++++=dreadfully
at ^rb++++=at
first ^rb"++++=first
to ^to++++=to
find ^vbi+vprv+++=find
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
cold ^jj++++=cold,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^cs+sub+++=after
a ^at++++=a
time ^nn++++=time
it ^pp3+it+++=it
had ^vb+hv+aux++=had
not ^xnot++not++=not
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
matter ^vbi++++=matter.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
so ^ql++++=so
frank ^np++++=frank
with ^in++++=with
each ^dt++++=each
other ^ap++++=other
such ^abl++++=such
good ^jj+atrb+++=good
pals ^nns++++=pals.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
being ^xvbg+++xvbg+=being
modern ^jj++++=modern.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
ardently ^rb++++=ardently!
! ^zz++++=EXTRAWORD
ardently ^rb++++=ardently!
! ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
ached ^vbd+++xvbn+=ached
in ^in++++=in
her ^pp$+pp3+++=her
ardent ^jj+atrb+++=ardent
body ^nn++++=body!
! ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
this ^dt+pdem+++=this
what ^wdt+who+++=what
that ^dt+dem+++=that
feeling ^vbg+nom++xvbg+=feeling
of ^in++++=of
bliss ^nn++++=bliss
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
leading ^vbg+++xvbgx+=leading
up ^rp++++=up
to ^to++++=to?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Norman ^np++++=Norman
Knight ^nn++++=Knight,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
our ^pp$+pp1+++=our
shame ^nn++++=shame.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
the ^ati++++=the
victims ^nns++++=victims
of ^in++++=of
time ^nn++++=time
and ^cc++++=and
train ^nn++++=train.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
live ^vb++++=live
in ^in++++=in
Hampstead ^np++++=Hampstead.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
so ^ql+emph+++=so
nice ^jj++++=nice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
come ^vb++++=come
with ^in++++=with
you ^pp2+pp2+++=you
into ^in++++=into
the ^ati++++=the
hall ^nn++++=hall,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
loved ^vbd+++xvbnx+=loved
having ^vbg+hvg++xvbg+=having
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
must ^md+nec+++=must
not ^xnot++not++=not
miss ^npt++++=miss
the ^ati++++=the
last ^rb++++=last
train ^nn++++=train.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
so ^ql+emph+++=so
awful ^jj++++=awful,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+vrb++=EXTRAWORD
a ^at++++=a
whisky ^nn++++=whisky,
, ^zz++++=EXTRAWORD
Knight ^nn++++=Knight,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
you ^pp2+pp2+++=you
go ^vb++++=go?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^xvbn+++xvbn+=called
Harry ^np++++=Harry.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
thanks ^rb+dspt+++=thanks,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
chap ^nn++++=chap."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
squeezed ^vwbn+++xvbn+=squeezed
his ^pp$+pp3+++=his
hand ^nn++++=hand
for ^in++++=for
that ^cs+sub+++=that
as ^ql++++=as
she ^pp3a+pp3+++=she
shook ^vbd+++xvbnx+=shook
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
night ^nn++++=night,
, ^zz++++=EXTRAWORD
good ^jj++++=good-bye,"
- ^zz++++=EXTRAWORD
bye ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried
from ^in++++=from
the ^ati++++=the
top ^jjb+atrb+++=top
step ^nn++++=step,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
this ^dt+dem+++=this
self ^nn++++=self
of ^in++++=of
hers ^pp$$++++=hers
was ^vbd+bedz+aux++=was
taking ^vbg+++xvbgx+=taking
leave ^vb++++=leave
of ^in++++=of
them ^pp3o+pp3+++=them
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
back ^rb+phrv+++=back
into ^in++++=into
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
the ^ati++++=the
others ^aps++++=others
were ^vbd+bed+vrb++=were
on ^in++++=on
the ^ati++++=the
move ^nn++++=move.
. ^zz++++=EXTRAWORD
" ^zz++++="
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
you ^pp2+pp2+++=you
can ^md+pos+++=can
come ^vb++++=come
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
way ^nn++++=way
in ^in++++=in
my ^pp$+pp1+++=my
taxi ^nn++++=taxi."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
so ^ql+emph+++=so
thankful ^jj++++=thankful
not ^xnot++not++=not
to ^to++++=to
have ^vbi++pmd"++=have
to ^md+nec+++=to
face ^vb++++=face
another ^dt++++=another
drive ^nn++++=drive
alone ^rb++++=alone
after ^in++++=after
my ^pp$+pp1+++=my
dreadful ^jj+atrb+++=dreadful
experience ^nn+nom+++=experience."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
get ^vb++++=get
a ^at++++=a
taxi ^nn++++=taxi
at ^rb++++=at
the ^ati++++=the
rank ^nn++++=rank
just ^rb+emph+++=just
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
walk ^vb++++=walk
more ^rbr++++=more
than ^in++++=than
a ^ap++++=a
few ^ap"++++=few
yards ^nns++++=yards."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
and ^cc+phrs+++=and
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
my ^pp$+pp1+++=my
coat ^nn++++=coat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
moved ^vbd+++xvbn+=moved
towards ^in++++=towards
the ^ati++++=the
hall ^nn++++=hall
and ^cc++++=and
Bertha ^np+++??+=Bertha
was ^vbd+bedz+aux++=was
following ^vbg+++xvbgx+=following
when ^wrb+who+++=when
Harry ^np++++=Harry
almost ^rb+hdg+++=almost
pushed ^vbd+++xvbn+=pushed
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
help ^vb++++=help
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
repenting ^vbg+++xvbgx+=repenting
his ^pp$+pp3+++=his
rudeness ^nns+nom+++=rudeness
she ^pp3a+pp3+++=she
let ^vbd+++xvbnx+=let
him ^pp3o+pp3+++=him
go ^vb++++=go.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
boy ^nn++++=boy
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
some ^dti++++=some
ways ^nns++++=ways
so ^rb+emph+++=so
impulsive ^jj+atrb+++=impulsive
sosimple ^nn+++??+=sosimple.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Eddie ^np++++=Eddie
and ^cc++++=and
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
left ^vpsv++by+xvbnx+=left
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wonder ^vb++++=wonder
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
Bilks ^np+++??+=Bilks'
' ^zz++++=EXTRAWORD
new ^jj+atrb+++=new
poem ^nn++++=poem
called ^vbd+++xvbn+=called
Table ^nn++++=Table
d ^zz++++=d'Hote,"
'hote," ^nn+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Eddie ^np++++=Eddie
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
so ^ql+emph+++=so
wonderful ^jj++++=wonderful.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
last ^jj+atrb+++=last
Anthology ^nn++++=Anthology.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
a ^at++++=a
copy ^nn++++=copy?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
so ^ql++++=so
like ^vb++++=like
to ^to+vcmp+++=to
show ^vbi+vprv+tht0++=show
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
begins ^vbz++++=begins
with ^in++++=with
an ^at++++=an
incredibly ^rb++++=incredibly
beautiful ^jj+atrb+++=beautiful
line ^nn++++=line:
: ^zz++++=EXTRAWORD
' ^zz++++='Why
why ^wrb+who+whq++=EXTRAWORD
Must ^md+nec+++=Must
it ^pp3+it+++=it
Always ^rb++++=Always
be ^vb+be+vrb++=be
Tomato ^nn++++=Tomato
Soup? ^np+++??+=Soup?'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
moved ^vbd+++xvbnx+=moved
noiselessly ^rb++++=noiselessly
to ^in++++=to
a ^at++++=a
table ^nn++++=table
opposite ^in++++=opposite
the ^ati++++=the
drawingroom ^nn+++??+=drawingroom
door ^nn++++=door
and ^cc++++=and
Eddie ^np++++=Eddie
glided ^vbd+++xvbn+=glided
noiselessly ^rb++++=noiselessly
after ^in++++=after
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
the ^ati++++=the
little ^jj+atrb+++=little
book ^nn++++=book
and ^cc++++=and
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
not ^xnot++not++=not
made ^vbd+++xvbn+=made
a ^at++++=a
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
it ^pp3+it+++=it
up ^rp++++=up
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
her ^pp$+pp3+++=her
head ^jjb++++=head
towards ^in++++=towards
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry
with ^in++++=with
Miss ^npt++++=Miss
Fulton ^np++++=Fulton's
's ^$++++=EXTRAWORD
coat ^nn++++=coat
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms
and ^cc++++=and
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
with ^in++++=with
her ^pp$+pp3+++=her
back ^rp++++=back
turned ^vprf+++xvbn+=turned
to ^in++++=to
him ^pp3o+pp3+++=him
and ^cc++++=and
her ^pp$+pp3+++=her
head ^jjb++++=head
bent ^xvbn+++xvbn+=bent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tossed ^vbd+++xvbnx+=tossed
the ^ati++++=the
coat ^nn++++=coat
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
his ^pp$+pp3+++=his
hands ^nns++++=hands
on ^rp++++=on
her ^pp3o+pp3+++=her
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
turned ^vbd+++xvbn+=turned
her ^pp$+pp3+++=her
violently ^rb++++=violently
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lips ^nns++++=lips
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
adore ^vb++++=adore
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
laid ^vbd+++xvbn+=laid
her ^pp$+pp3+++=her
moonbeam ^nn+++??+=moonbeam
fingers ^nns+nom+++=fingers
on ^in++++=on
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
and ^cc++++=and
smiled ^vbd+++xvbn+=smiled
her ^pp$+pp3+++=her
sleepy ^jj+atrb+++=sleepy
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry's
's ^$++++=EXTRAWORD
nostrils ^nns++++=nostrils
quivered ^vbd+++xvbn+=quivered;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lips ^nns++++=lips
curled ^vbd+++xvbn+=curled
back ^jjb++++=back
in ^in++++=in
a ^at++++=a
hideous ^jj+atrb+++=hideous
grin ^nn++++=grin
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered:
: ^zz++++=EXTRAWORD
" ^zz++++="Tomorrow,"
tomorrow ^nr+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
with ^in++++=with
her ^pp$+pp3+++=her
eyelids ^nns++++=eyelids
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Eddie ^np++++=Eddie.
. ^zz++++=EXTRAWORD
" ^zz++++="'Why
' ^zz++++=EXTRAWORD
why ^wrb+who+++=EXTRAWORD
Must ^md+nec+++=Must
it ^pp3+it+++=it
Always ^rb++++=Always
be ^vb+be+vrb++=be
Tomato ^nn++++=Tomato
Soup ^nn++++=Soup?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
so ^ql++++=so
