Seated ^xvbn+++xvbn+=Seated
' ^zz++++='ands
ands ^nns+++??+=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
' ^zz++++='ere,"
ere ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs;
; ^zz++++=EXTRAWORD
" ^zz++++="don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
talk ^vb++++=talk
to ^in++++=to
me ^pp1o+pp1+++=me
about ^in++++=about
washing ^xvbg+++xvbg+=washing
your ^pp$+pp2+++=your
' ^zz++++='ands
ands ^nns+++??+=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
finish ^vb++++=finish
your ^pp$+pp2+++=your
trick ^nn++++=trick
and ^cc++++=and
give ^vb++++=give
me ^pp1o+pp1+++=me
my ^pp$+pp1+++=my
watch ^vb++++=watch
back ^jjb+atrb+++=back
agin ^nn+++??+=agin
same ^ap++++=same
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
afore ^in+strn+++=afore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
now ^rn+tm+++=now
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
interfering ^vbg+++xvbgx+=interfering
with ^in++++=with
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^nn++++=conjurer.
. ^zz++++=EXTRAWORD
" ^zz++++="He'd
he ^pp3a+pp3+++0=EXTRAWORD
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
do ^vb+do+vrb++=do
the ^ati++++=the
trick ^nn++++=trick
now ^rn+tm+++=now
as ^ql++++=as
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
so ^ql+emph+++=so
clever ^jj++++=clever."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+vrb++=EXTRAWORD
sooner ^rbr++++=sooner
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs.
. ^zz++++=EXTRAWORD
" ^zz++++="Wot
wot ^wpr++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
' ^zz++++='im
im ^&fw++++=EXTRAWORD
interfere ^vb++++=interfere
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="'Ow
' ^zz++++=EXTRAWORD
ow ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
to ^to++++=to
know ^vbi+vprv+++=know
wot ^wpr++++=wot
' ^zz++++='e
e ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^nn++++=conjurer.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
settle ^vb++++=settle
it ^pp3+it+++=it
between ^in++++=between
you ^pp2+pp2+++=you
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
nothing ^pn++++=nothing
more ^ql++++=more
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,
, ^zz++++=EXTRAWORD
John ^np++++=John
Biggs ^np++++=Biggs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^jj++++=Pretty;
; ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
' ^zz++++='e
e ^zz++++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
s ^zz++++=s'pose
'pose ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it
matters ^nns+nom+++=matters
who ^whp+rel+subj++=who
does ^vbz+doz+vrb++=does
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
anybody ^pn++++=anybody
could ^md+pos+++=could
smash ^vb++++=smash
up ^rp++++=up
a ^at++++=a
watch ^vb++++=watch
better ^jjr++++=better
than ^in++++=than
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
John ^np++++=John
Biggs ^np++++=Biggs
looked ^vbd+++xvbn+=looked
at ^rb++++=at
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
' ^zz++++='e
e ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
conjurer ^jjr++++=conjurer
once ^rb+tm+++=once
more ^ql++++=more
to ^to++++=to
do ^vbi++++=do
the ^ati++++=the
trick ^nn++++=trick,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
' ^zz++++='e
e ^zz++++=EXTRAWORD
would ^md+prd+++=wouldn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ses ^nns+++??+=ses;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
warn ^vb+vpub+tht0++=warn
you ^pp2+pp2+++=you
that ^dt+dem+++=that
if ^cs+cnd+++=if
that ^dt+dem+++=that
pistol ^nn++++=pistol
is ^vbz+bez+aux++=is
fired ^vpsv++agls+xvbnx+=fired
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
responsible ^jj+pred+++=responsible
for ^in++++=for
what ^wdt+who+++=what'll
'll ^md+prd+++0=EXTRAWORD
' ^zz++++='appen."
appen ^vb+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="George
george ^np++++=EXTRAWORD
Kettle ^nn++++=Kettle
shall ^md+prd+++=shall
load ^vb++++=load
the ^ati++++=the
pistol ^nn++++=pistol
and ^cc++++=and
fire ^nn++++=fire
it ^pp3+it+++=it
if ^cs+cnd+++=if
' ^zz++++='e
e ^zz++++=EXTRAWORD
wo ^&fw++++=won't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^jj++++=Pretty.
. ^zz++++=EXTRAWORD
" ^zz++++="'Aving
' ^zz++++=EXTRAWORD
aving ^xvbg+++xvbg+=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
in ^in++++=in
the ^ati++++=the
Militia ^np+++??+=Militia,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
better ^jjr+atrb+++=better
man ^nn++++=man
for ^in++++=for
the ^ati++++=the
job ^nn++++=job."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
Kettle ^nn++++=Kettle
walked ^vbd+++xvbn+=walked
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
table ^nn++++=table
as ^ql++++=as
red ^jj++++=red
as ^ql++++=as
fire ^vb++++=fire
at ^rb++++=at
being ^xvbg+++xvbg+=being
praised ^vbd+++xvbn+=praised
like ^in++++=like
that ^dt+dem+++=that
afore ^in++++=afore
people ^nns++++=people
and ^cc++++=and
started ^vbd+++xvbn+=started
loading ^nvbg+++xvbg+=loading
the ^ati++++=the
pistol ^nn++++=pistol.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
more ^rbr++++=more
awkward ^jj+pred+++=awkward
about ^in++++=about
it ^pp3+it+++=it
than ^in++++=than
the ^ati++++=the
conjurer ^jjr++++=conjurer
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
to ^in++++=to
roll ^nn++++=roll
the ^ati++++=the
watch ^vb++++=watch-cases
- ^zz++++=EXTRAWORD
cases ^nns++++=EXTRAWORD
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
flat ^jj++++=flat-iron
- ^zz++++=EXTRAWORD
iron ^nn++++=EXTRAWORD
afore ^in++++=afore
' ^zz++++='e
e ^zz++++=EXTRAWORD
could ^md+pos+++=could
get ^vb++++=get
them ^pp3o+pp3+++0='em
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
' ^zz++++='e
e ^zz++++=EXTRAWORD
loaded ^vbd+++xvbn+=loaded
it ^pp3+it+++=it
at ^rb++++=at
last ^rb"++++=last
and ^cc++++=and
stood ^vbd+++xvbn+=stood
waiting ^vbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
shoot ^vb++++=shoot
at ^in++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
George ^np++++=George
Kettle ^nn++++=Kettle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
thief ^nn++++=thief
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi++vrb++=be
agin ^nn+++??+=agin."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vprf+++xvbn+=EXTRAWORD
that ^dt+dem+++=that
pistol ^nn++++=pistol
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
fool ^jjb++++=fool,
, ^zz++++=EXTRAWORD
afore ^in++++=afore
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
mischief ^nn++++=mischief,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^nn++++=conjurer.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
shoot ^vb++++=shoot
at ^in+strn+++=at?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
George ^np++++=George
Kettle ^nn++++=Kettle,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
the ^ati++++=the
pistol ^nn++++=pistol.
. ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr+atrb+++=EXTRAWORD
fire ^nn++++=fire
at ^rb++++=at
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^jj++++=Pretty;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
things ^nns++++=things
' ^zz++++='appen
appen ^vb+++xvbn+=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
says ^vbz+vpub+tht0++=says
they ^pp3a+pp3+++=they
will ^md+prd+++=will
' ^zz++++='appen,
appen ^vb+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
watch ^nn++++=watch
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
found ^vbd+vprv++xvbn+=found
in ^in++++=in
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
coat ^nn++++=coat-pocket."
- ^zz++++=EXTRAWORD
pocket ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
he ^pp3a+pp3+++=he?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
George ^np++++=George,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
round ^rb++++=round.
. ^zz++++=EXTRAWORD
Bill ^nn++++=Bill
Chambers ^nns+nom+++=Chambers
laid ^vbd+++xvbn+=laid
' ^zz++++='old
old ^jj++++=EXTRAWORD
of ^in++++=of
' ^zz++++='im
im ^&fw++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
through ^in++++=through
the ^ati++++=the
door ^nn++++=door
to ^to++++=to
fetch ^vbi++++=fetch
the ^ati++++=the
landlord ^nn++++=landlord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
scream ^vb++++=scream
' ^zz++++='e
e ^zz++++=EXTRAWORD
gave ^vbd+++xvbn+=gave
as ^ql++++=as
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
and ^cc++++=and
George ^np++++=George
Kettle ^nn++++=Kettle
pointed ^vbd+++xvbn+=pointed
the ^ati++++=the
pistol ^nn++++=pistol
at ^in++++=at
' ^zz++++='im
im ^&fw++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
awful ^jj+pred+++=awful.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
worse ^nn++++=worse
for ^in++++=for
you ^pp2+pp2+++=you
than ^in++++=than
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
for ^in++++=for
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob.
. ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
down ^rp++++=down,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
screams ^nns++++=screams
the ^ati++++=the
conjurer ^jjr++++=conjurer;
; ^zz++++=EXTRAWORD
" ^zz++++="put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
kill ^vb++++=kill
' ^zz++++='arf
arf ^nn+++??+=EXTRAWORD
the ^ati++++=the
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
if ^cs+cnd+++=if
it ^pp3+it+++=it
goes ^vbz++++=goes
off ^rp+pl+++=off."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Be
be ^vb+be+vrb++=EXTRAWORD
careful ^jj+pred+++=careful
where ^wrb+who+++=where
you ^pp2+pp2+++=you
aim ^nn++++=aim,
, ^zz++++=EXTRAWORD
George ^np++++=George,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Sam ^nn++++=Sam
Jones ^np++++=Jones.
. ^zz++++=EXTRAWORD
" ^zz++++="P'r'aps
p ^zz++++=EXTRAWORD
'r'aps ^nns+++??+0=EXTRAWORD
he ^pp3a+pp3+++0=he'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
a ^at++++=a
chair ^nn++++=chair
all ^rb++++=all
by ^in++++=by
hisself ^nn+++??+=hisself
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
room ^nn++++=room."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
all ^abn++++=all
very ^ql+amp+++=very
well ^rb++++=well
for ^in++++=for
Sam ^nn++++=Sam
Jones ^np++++=Jones
to ^to++++=to
talk ^vbi++++=talk,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
conjurer ^nn++++=conjurer
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
sit ^vb++++=sit
on ^in++++=on
a ^at++++=a
chair ^nn++++=chair
by ^in++++=by
' ^zz++++='imself.
imself ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
sit ^vb++++=sit
on ^in++++=on
it ^pp3+it+++=it
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
all ^abn++++=all
legs ^nns++++=legs
and ^cc++++=and
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
way ^nn++++=way
' ^zz++++='e
e ^zz++++=EXTRAWORD
struggled ^vprf+++xvbn+=struggled
it ^pp3+it+++=it
took ^vbd+++xvbn+=took
four ^cd++++=four
or ^cc++++=or
five ^cd++++=five
men ^nns++++=men
to ^to++++=to
' ^zz++++='old
old ^jj++++=EXTRAWORD
' ^zz++++='im.
im ^&fw++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
keep ^vb++++=keep
still ^jj+pred+++=still?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs.
. ^zz++++=EXTRAWORD
" ^zz++++="George
george ^np++++=EXTRAWORD
Kettle ^nn++++=Kettle'll
'll ^md+prd+++0=EXTRAWORD
shoot ^vb++++=shoot
it ^pp3+it+++=it
in ^in++++=in
your ^pp$+pp2+++=your
pocket ^nn++++=pocket
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
best ^jjt+atrb+++=best
shot ^nn+++xvbn+=shot
in ^in++++=in
Claybury ^np+++??+=Claybury."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Help!
help ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Murder ^nn++++=Murder!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
struggling ^vbg+nom++xvbg+=struggling.
. ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
kill ^vb++++=kill
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
can ^md+pos+++=can
do ^vb+do+vrb++=do
the ^ati++++=the
trick ^nn++++=trick
but ^cc++++=but
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ca ^np++++=can't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^vbg+++xvbg+=going
to ^to++++=to
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
my ^pp$+pp1+++=my
watch ^vb++++=watch
lost ^vbd+++xvbn+=lost
through ^in++++=through
want ^nn++++=want
of ^in++++=of
trying ^xvbg+++xvbg+=trying,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs.
. ^zz++++=EXTRAWORD
" ^zz++++="Tie
tie ^nn++++=EXTRAWORD
' ^zz++++='im
im ^&fw++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
mates ^nns++++=mates."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
tie ^nn++++=tie
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
sit ^vb++++=sit
still ^jj+pred+++=still
all ^abn++++=all
right ^jj++++=right
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
like ^vb++++=like,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
bring ^vb++++=bring
the ^ati++++=the
chair ^nn++++=chair
outside ^jjb++++=outside
in ^in++++=in
case ^in"++++=case
of ^in"++++=of
accidents ^nns++++=accidents.
. ^zz++++=EXTRAWORD
Bring ^vb++++=Bring
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
front ^nn++++=front."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
Kettle ^nn++++=Kettle
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
nonsense ^nn++++=nonsense,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
conjurer ^nn++++=conjurer
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
trick ^nn++++=trick
was ^vbd+bedz+vrb++=was
always ^rb++++=always
better ^jjr+pred+++=better
done ^vbd+++xvbn+=done
in ^in++++=in
the ^ati++++=the
open ^jj+atrb+++=open
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
they ^pp3a+pp3+++=they
gave ^vbd+++xvbnx+=gave
way ^nn++++=way
and ^cc++++=and
took ^vbd+++xvbn+=took
' ^zz++++='im
im ^&fw++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
chair ^nn++++=chair
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,"
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
as ^in++++=as
' ^zz++++='e
e ^zz++++=EXTRAWORD
sat ^vbd+++xvbn+=sat
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
" ^zz++++="all
all ^abn++++=EXTRAWORD
of ^in++++=of
you ^pp2+pp2+++=you
go ^vb++++=go
and ^cc+phrs+++=and
stand ^vb++++=stand
near ^in+pl+++=near
the ^ati++++=the
man ^nn++++=man
woe ^np++++=woe's
's ^$++++=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
shoot ^vb++++=shoot.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
' ^zz++++='Three,'
three ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why!
! ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
watch ^nn++++=watch
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
there ^rn+pl+++=there!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pointed ^vbd+++xvbnx+=pointed
with ^in++++=with
