Of ^in++++=Of
separated ^vpsv++agls+xvbn+=separated
from ^in++++=from
the ^ati++++=the
local ^jj+atrb+++=local
potters ^nns+nom+++=potters
field ^nn++++=field
by ^in++++=by
only ^rb+down+++=only
a ^at++++=a
stretch ^nn++++=stretch
of ^in++++=of
meadow ^nn++++=meadow
land ^nn++++=land,
, ^zz++++=EXTRAWORD
bisected ^xvbn+++xvbn+=bisected
by ^in++++=by
a ^at++++=a
narrow ^jj+atrb+++=narrow
neck ^nn++++=neck
of ^in++++=of
the ^ati++++=the
rather ^rb++++=rather
dense ^jj+atrb+++=dense
forest ^nn++++=forest
which ^whp+rel+subj++=which
lies ^vbz++++=lies
to ^in++++=to
the ^ati++++=the
north ^np+pl+++=north.
. ^zz++++=EXTRAWORD
The ^ati++++=The
distance ^nn+nom+++=distance
was ^vbd+bedz+vrb++=was
greater ^jjr+pred+++=greater
than ^in++++=than
we ^pp1a+pp1+++=we
wished ^vbd+vprv++xvbn+=wished,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
could ^md+pos+++=could
get ^vb++++=get
no ^at++++=no
nearer ^rbr++++=nearer
house ^nn++++=house
without ^in++++=without
going ^nn++++=going
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
field ^nn++++=field,
, ^zz++++=EXTRAWORD
wholly ^rb++++=wholly
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
factory ^nn++++=factory
district ^nn++++=district.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
much ^rb++++=much
displeased ^jj++++=displeased,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
no ^at++++=no
people ^nns++++=people
between ^in++++=between
us ^pp1o+pp1+++=us
and ^cc++++=and
our ^pp$+pp1+++=our
sinister ^jj+atrb+++=sinister
source ^nn++++=source
of ^in++++=of
supplies ^nns++++=supplies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
walk ^nn++++=walk
was ^vbd+bedz+vrb++=was
a ^at++++=a
trifle ^nn++++=trifle
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
could ^md+pos+++=could
haul ^vb++++=haul
our ^pp$+pp1+++=our
silent ^jj+atrb+++=silent
specimens ^nns++++=specimens
undisturbed ^jj++++=undisturbed.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
practice ^nn++++=practice
was ^vbd+bedz+vrb++=was
surprisingly ^rb++++=surprisingly
large ^jj+pred+++=large
from ^in++++=from
the ^ati++++=the
very ^ql+amp+++=very
first ^od++++=first
- ^zz++++=-large
large ^jj++++=EXTRAWORD
enough ^qlp++++=enough
to ^to++++=to
please ^uh++++=please
most ^ql+emph+++=most
young ^jj+atrb+++=young
doctors ^nns++++=doctors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
large ^jj++++=large
enough ^qlp++++=enough
to ^to++++=to
prove ^vbi+vprv+++=prove
a ^at++++=a
bore ^nn+++xvbn+=bore
and ^cc++++=and
a ^at++++=a
burden ^nn++++=burden
to ^in++++=to
students ^nns++++=students
whose ^whp+rel+obj++=whose
real ^jj+atrb+++=real
interest ^nn++++=interest
lay ^vbd+++xvbn+=lay
elsewhere ^rb++++=elsewhere.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mill ^nn++++=mill-hands
- ^zz++++=EXTRAWORD
hands ^nns++++=EXTRAWORD
were ^vbd+bed+vrb++=were
of ^in++++=of
somewhat ^rb+down+++=somewhat
turbulent ^jj+atrb+++=turbulent
inclinations ^nns+nom+++=inclinations;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
besides ^rb++++=besides
their ^pp$+pp3+++=their
many ^ap++++=many
natural ^jj+atrb+++=natural
needs ^nns++++=needs,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
frequent ^jj+atrb+++=frequent
clashes ^nns++++=clashes
and ^cc++++=and
stabbing ^nn++++=stabbing
affrays ^nns++++=affrays
gave ^vbd+++xvbn+=gave
us ^pp1o+pp1+++=us
plenty ^nn++++=plenty
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
actually ^rb+amp+++=actually
absorbed ^vbd+++xvbn+=absorbed
our ^pp$+pp1+++=our
minds ^nns++++=minds
was ^vbd+bedz+vrb++=was
the ^ati++++=the
secret ^jj+atrb+++=secret
laboratory ^nn++++=laboratory
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
fitted ^vprf+++xvbnx+=fitted
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
cellar ^nn++++=cellar
- ^zz++++=-the
the ^ati++++=EXTRAWORD
laboratory ^nn++++=laboratory
with ^in++++=with
the ^ati++++=the
long ^jj+atrb+++=long
table ^nn++++=table
under ^in++++=under
the ^ati++++=the
electric ^jj+atrb+++=electric
lights ^nns++++=lights,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
in ^in++++=in
the ^ati++++=the
small ^jj+atrb+++=small
hours ^nns++++=hours
of ^in++++=of
the ^ati++++=the
morning ^nn++++=morning
we ^pp1a+pp1+++=we
often ^rb++++=often
injected ^vbd+++xvbn+=injected
Wests ^np+++??+=Wests
various ^jj+atrb+++=various
solutions ^nns+nom+++=solutions
into ^in++++=into
the ^ati++++=the
veins ^nns++++=veins
of ^in++++=of
the ^ati++++=the
things ^nns++++=things
we ^pp1a+pp1+++=we
dragged ^vbd+++xvbn+=dragged
from ^in++++=from
the ^ati++++=the
potters ^nns+nom+++=potters
field ^nn++++=field.
. ^zz++++=EXTRAWORD
West ^np+pl+++=West
was ^vbd+bedz+aux++=was
experimenting ^vbg+++xvbgx+=experimenting
madly ^rb++++=madly
to ^to++++=to
find ^vbi+vprv+++=find
something ^pn++++=something
which ^whp+who+++=which
would ^md+prd+++=would
start ^vb++++=start
mans ^np++++=mans
vital ^jj+atrb+++=vital
motions ^nns+nom+++=motions
anew ^nn+++??+=anew
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
stopped ^vpsv++by+xvbnx+=stopped
by ^in++++=by
the ^ati++++=the
thing ^nn++++=thing
we ^pp1a+pp1+++=we
call ^vb++++=call
death ^nn++++=death,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
encountered ^vprf+++xvbnx+=encountered
the ^ati++++=the
most ^ql+emph+++=most
ghastly ^jj+atrb+++=ghastly
obstacles ^nns++++=obstacles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
solution ^nn+nom+++=solution
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
differently ^rb++splt++=differently
compounded ^vbd+++xvbn+=compounded
for ^in++++=for
different ^jj+atrb+++=different
types ^nns++++=types
- ^zz++++=-what
what ^wdt+who+++=EXTRAWORD
would ^md+prd+++=would
serve ^vb++++=serve
for ^in++++=for
guinea ^np++++=guinea-pigs
- ^zz++++=EXTRAWORD
pigs ^nns++++=EXTRAWORD
would ^md+prd+++=would
not ^xnot++not++=not
serve ^vb++++=serve
for ^in++++=for
human ^jj+atrb+++=human
beings ^nns++++=beings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
different ^jj+atrb+++=different
human ^jj+atrb+++=human
specimens ^nns++++=specimens
required ^vbd+++xvbn+=required
large ^jj+atrb+++=large
modifications ^nns+nom+++=modifications.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bodies ^nns++++=bodies
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi++vrb++=be
exceedingly ^rb++++=exceedingly
fresh ^jj++++=fresh,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
slight ^jj+atrb+++=slight
decomposition ^nn+nom+++=decomposition
of ^in++++=of
brain ^nn++++=brain
tissue ^nn++++=tissue
would ^md+prd+++=would
render ^vb++++=render
perfect ^jj+atrb+++=perfect
reanimation ^nn+nom+++=reanimation
impossible ^jj++++=impossible.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
problem ^nn++++=problem
was ^vbd+bedz+aux++=was
to ^to++++=to
get ^vbi++++=get
them ^pp3o+pp3+++=them
fresh ^jj++++=fresh
enough ^qlp++++=enough
- ^zz++++=-West
west ^np+pl+++=EXTRAWORD
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
horrible ^jj+atrb+++=horrible
experiences ^nns+nom+++=experiences
during ^in++++=during
his ^pp$+pp3+++=his
secret ^nn++++=secret
college ^npl++++=college
researches ^nns++++=researches
with ^in++++=with
corpses ^nns++++=corpses
of ^in++++=of
doubtful ^jj+atrb+++=doubtful
vintage ^nn+nom+++=vintage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
results ^nns++++=results
of ^in++++=of
partial ^jj+atrb+++=partial
or ^cc+phrs+++=or
imperfect ^jj+atrb+++=imperfect
animation ^nn+nom+++=animation
were ^vbd+bed+vrb++=were
much ^ap++++=much
more ^rbr++++=more
hideous ^jj++++=hideous
than ^in++++=than
were ^vbd+bed+vrb++=were
the ^ati++++=the
total ^jj+atrb+++=total
failures ^nns++++=failures,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
both ^abx++++=both
held ^vbd+vprv++xvbn+=held
fearsome ^nn+++??+=fearsome
recollections ^nns+nom+++=recollections
of ^in++++=of
such ^abl++++=such
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Ever ^rb++++=Ever
since ^cs+sub+++=since
our ^pp$+pp1+++=our
first ^od++++=first
daemoniac ^vb+++??+=daemoniac
session ^nn++++=session
in ^in++++=in
the ^ati++++=the
deserted ^jj+atrb++xvbn+=deserted
farmhouse ^nn++++=farmhouse
on ^in++++=on
Meadow ^nn++++=Meadow
Hill ^nn++++=Hill
in ^in++++=in
Arkham ^np+++??+=Arkham,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
felt ^vprf+++xvbnx+=felt
a ^at++++=a
brooding ^nn++++=brooding
menace ^nn++++=menace;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
West ^np+pl+++=West,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
a ^at++++=a
calm ^nn++++=calm,
, ^zz++++=EXTRAWORD
blond ^jj++++=blond,
, ^zz++++=EXTRAWORD
blue ^jj++++=blue-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
scientific ^jj+atrb+++=scientific
automaton ^nn+++??+=automaton
in ^in++++=in
most ^ql+emph+++=most
respects ^nns++++=respects,
, ^zz++++=EXTRAWORD
often ^rb++++=often
confessed ^vbd+vpub++xvbn+=confessed
to ^in++++=to
a ^at++++=a
shuddering ^jj+atrb++xvbg+=shuddering
sensation ^nn+nom+++=sensation
of ^in++++=of
stealthy ^jj+atrb+++=stealthy
pursuit ^nn++++=pursuit.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
half ^abn++++=half
felt ^vbd+vprv++xvbn+=felt
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
followed ^vpsv++agls+xvbnx+=followed
- ^zz++++=-a
a ^at++++=EXTRAWORD
psychological ^jj+atrb+++=psychological
delusion ^nn++++=delusion
of ^in++++=of
shaken ^jj+atrb++xvbn+=shaken
nerves ^nns++++=nerves,
, ^zz++++=EXTRAWORD
enhanced ^xvbn+++xvbn+=enhanced
by ^in++++=by
the ^ati++++=the
undeniably ^rb++++=undeniably
disturbing ^jj+atrb++xvbg+=disturbing
fact ^nn++++=fact
that ^tht+ncmp+++=that
at ^rb++++=at
least ^rb"++++=least
one ^pn++++=one
of ^in++++=of
our ^pp$+pp1+++=our
reanimated ^jj+atrb++xvbn+=reanimated
specimens ^nns++++=specimens
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
alive ^jj+pred+++=alive
- ^zz++++=-a
a ^at++++=EXTRAWORD
frightful ^jj+atrb+++=frightful
carnivorous ^jj+atrb+++=carnivorous
thing ^nn++++=thing
in ^in++++=in
a ^at++++=a
padded ^jj+atrb++xvbn+=padded
cell ^nn++++=cell
at ^in++++=at
Sefton ^np++++=Sefton.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
another ^dt++++=another
- ^zz++++=-our
our ^pp$+pp1+++=EXTRAWORD
first ^od++++=first
- ^zz++++=-whose
whose ^whp+who+++=EXTRAWORD
exact ^jj+atrb+++=exact
fate ^nn++++=fate
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
never ^rb++splt++=never
learned ^vprf+++xvbnx+=learned.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+vrb++=had
fair ^jj+atrb+++=fair
luck ^nn++++=luck
with ^in++++=with
specimens ^nns++++=specimens
in ^in++++=in
Bolton ^np++++=Bolton
- ^zz++++=-much
much ^ap++++=EXTRAWORD
better ^jjr++++=better
than ^cs+sub+++=than
in ^in++++=in
Arkham ^np+++??+=Arkham.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
settled ^vpsv++agls+xvbnx+=settled
a ^at++++=a
week ^nn++++=week
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
an ^at++++=an
accident ^nn++++=accident
victim ^nn++++=victim
on ^in++++=on
the ^ati++++=the
very ^ap+amp+++=very
night ^nn++++=night
of ^in++++=of
burial ^nn++++=burial,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
open ^vb++++=open
its ^pp$+it+++=its
eyes ^nns++++=eyes
with ^in++++=with
an ^at++++=an
amazingly ^rb++++=amazingly
rational ^jj+atrb+++=rational
expression ^nn++++=expression
before ^cs+sub+++=before
the ^ati++++=the
solution ^nn+nom+++=solution
failed ^vbd+++xvbn+=failed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
an ^at++++=an
arm ^nn++++=arm
- ^zz++++=-if
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
perfect ^jj+atrb+++=perfect
body ^nn++++=body
we ^pp1a+pp1+++=we
might ^md+pos+++=might
have ^vb+hv+aux++=have
succeeded ^vprf+++xvbnx+=succeeded
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
then ^rn+tm+++=then
and ^cc++++=and
the ^ati++++=the
next ^ap++++=next
January ^nr+nom+++=January
we ^pp1a+pp1+++=we
secured ^vbd+++xvbn+=secured
three ^cd++++=three
more ^ql++++=more;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
total ^jj+atrb+++=total
failure ^nn++++=failure,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
case ^nn++++=case
of ^in++++=of
marked ^jj+atrb++xvbn+=marked
muscular ^jj+atrb+++=muscular
motion ^nn++++=motion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
rather ^rb++++=rather
shivery ^nn+nom+++=shivery
thing ^nn++++=thing
- ^zz++++=-it
it ^pp3+it+++=EXTRAWORD
rose ^vbd+++xvbn+=rose
of ^in++++=of
itself ^ppl++++=itself
and ^cc++++=and
uttered ^vbd+++xvbn+=uttered
a ^at++++=a
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
a ^at++++=a
period ^nn++++=period
when ^wrb+who+++=when
luck ^nn++++=luck
was ^vbd+bedz+vrb++=was
poor ^jj+pred+++=poor;
; ^zz++++=EXTRAWORD
interments ^nns+nom+++=interments
fell ^vbd+++xvbn+=fell
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
that ^dt+pdem+++=that
did ^vbd+dod+aux++=did
occur ^vb++++=occur
were ^vbd+bed+vrb++=were
of ^in++++=of
specimens ^nns++++=specimens
either ^dtx++++=either
too ^rb++++=too
diseased ^jj++++=diseased
or ^cc++++=or
too ^rb++++=too
maimed ^jj++++=maimed
for ^in++++=for
use ^nn++++=use.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
kept ^vbd+++xvbn+=kept
track ^npl++++=track
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
deaths ^nns++++=deaths
and ^cc++++=and
their ^pp$+pp3+++=their
circumstances ^nns+nom+++=circumstances
with ^in++++=with
systematic ^jj+atrb+++=systematic
care ^nn++++=care.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
March ^nn++++=March
night ^nn++++=night,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
unexpectedly ^rb++++=unexpectedly
obtained ^vbd+++xvbn+=obtained
a ^at++++=a
specimen ^nn++++=specimen
which ^whp+rel+subj++=which
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
from ^in+ppvb+++=from
the ^ati++++=the
potters ^nns+nom+++=potters
field ^nn++++=field.
. ^zz++++=EXTRAWORD
In ^in++++=In
Bolton ^np++++=Bolton
the ^ati++++=the
prevailing ^jj+atrb++xvbg+=prevailing
spirit ^nn++++=spirit
of ^in++++=of
Puritanism ^nn+nom+++=Puritanism
had ^vbd+hvd+aux++=had
outlawed ^vprf+++xvbnx+=outlawed
the ^ati++++=the
sport ^nn++++=sport
of ^in++++=of
boxing ^xvbg+++xvbg+=boxing
- ^zz++++=-with
with ^in++++=EXTRAWORD
the ^ati++++=the
usual ^jj+atrb+++=usual
result ^nn++++=result.
. ^zz++++=EXTRAWORD
Surreptitious ^jj++++=Surreptitious
and ^cc+phrs+++=and
ill ^jj++++=ill-conducted
- ^zz++++=EXTRAWORD
conducted ^xvbn+++xvbn+=EXTRAWORD
bouts ^nns++++=bouts
among ^in++++=among
the ^ati++++=the
mill ^nn++++=mill-workers
- ^zz++++=EXTRAWORD
workers ^nns+nom+++=EXTRAWORD
were ^vbd+bed+vrb++=were
common ^jj+pred+++=common,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
occasionally ^rb++++=occasionally
professional ^jj+atrb+++=professional
talent ^nn++++=talent
of ^in++++=of
low ^jj+atrb+++=low
grade ^nn++++=grade
was ^vbd+bedz+aux++=was
imported ^vpsv++agls+xvbnx+=imported.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
late ^jj+atrb+++=late
winter ^nn++++=winter
night ^nn++++=night
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
such ^abl++++=such
a ^at++++=a
match ^nn++++=match;
; ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
with ^in++++=with
disastrous ^jj+atrb+++=disastrous
results ^nns++++=results,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
two ^cd++++=two
timorous ^jj+atrb+++=timorous
Poles ^nns++++=Poles
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
us ^pp1o+pp1+++=us
with ^in++++=with
incoherently ^rb++++=incoherently
whispered ^vbd+vpub++xvbn+=whispered
entreaties ^nns+++??+=entreaties
to ^to++++=to
attend ^vbi++++=attend
to ^in++++=to
a ^at++++=a
very ^ql+amp+++=very
secret ^nn++++=secret
and ^cc++++=and
desperate ^jj+atrb+++=desperate
case ^nn++++=case.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
followed ^vbd+vprv++xvbn+=followed
them ^pp3o+pp3+++=them
to ^in++++=to
an ^at++++=an
abandoned ^jj+++xvbn+=abandoned
barn ^npl++++=barn,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
remnants ^nns+nom+++=remnants
of ^in++++=of
a ^at++++=a
crowd ^nn++++=crowd
of ^in++++=of
frightened ^jj+atrb++xvbn+=frightened
foreigners ^nns+nom+++=foreigners
were ^vbd+bed+aux++=were
watching ^vbg+++xvbgx+=watching
a ^at++++=a
silent ^jj+atrb+++=silent
black ^jj+atrb+++=black
form ^nn++++=form
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
match ^nn++++=match
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
between ^in++++=between
Kid ^nn++++=Kid
Obrien ^np+++??+=OBrien
- ^zz++++=-a
a ^at++++=EXTRAWORD
lubberly ^jj++++=lubberly
and ^cc++++=and
now ^rn+tm+++=now
quaking ^jj+atrb+++=quaking
youth ^nn++++=youth
with ^in++++=with
a ^at++++=a
most ^ql+emph+++=most
un ^np++++=un-Hibernian
- ^zz++++=EXTRAWORD
hibernian ^jj+atrb+++=EXTRAWORD
hooked ^jj+atrb++xvbn+=hooked
nose ^nn++++=nose
- ^zz++++=-and
and ^cc++++=EXTRAWORD
Buck ^nn++++=Buck
Robinson ^np++++=Robinson,
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Harlem ^np+++??+=Harlem
Smoke ^nn++++=Smoke."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
negro ^nn++++=negro
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
knocked ^vpsv++agls+xvbnx+=knocked
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
moments ^nns+nom+++=moments
examination ^nn+nom+++=examination
shewed ^vbd+++xvbn+=shewed
us ^pp1o+pp1+++=us
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
permanently ^rb++splt++=permanently
remain ^vb++++=remain
so ^rb++++=so.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
loathsome ^jj++++=loathsome,
, ^zz++++=EXTRAWORD
gorilla ^nn+++??+=gorilla-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
with ^in++++=with
abnormally ^rb++++=abnormally
long ^jj+atrb+++=long
arms ^nns++++=arms
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
calling ^vbg+nom++xvbg+=calling
fore ^jjb+atrb+++=fore
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
face ^nn++++=face
that ^tht+rel+subj++=that
conjured ^vbd+++xvbn+=conjured
up ^rp++++=up
thoughts ^nns++++=thoughts
of ^in++++=of
unspeakable ^jj+atrb+++=unspeakable
Congo ^np++++=Congo
secrets ^nns++++=secrets
and ^cc++++=and
tom ^np++++=tom-tom
- ^zz++++=EXTRAWORD
tom ^np++++=EXTRAWORD
poundings ^nns+++??+=poundings
under ^in++++=under
an ^at++++=an
eerie ^jj+atrb+++=eerie
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
must ^md+nec+++=must
have ^vb+hv+aux++=have
looked ^vprf+++xvbnx+=looked
even ^rb++++=even
worse ^jjr++++=worse
in ^in++++=in
life ^nn++++=life
- ^zz++++=-but
but ^cc++++=EXTRAWORD
the ^ati++++=the
world ^nn++++=world
holds ^vbz+vprv+++=holds
many ^ap++++=many
ugly ^jj+atrb+++=ugly
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Fear ^vb++++=Fear
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
the ^ati++++=the
whole ^jj+atrb+++=whole
pitiful ^jj+atrb+++=pitiful
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
the ^ati++++=the
law ^nn++++=law
would ^md+prd+++=would
exact ^jj++++=exact
of ^in++++=of
them ^pp3o+pp3+++=them
if ^cs+cnd+++=if
the ^ati++++=the
affair ^nn++++=affair
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
hushed ^jj++++=hushed
up ^rp++++=up;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
grateful ^jj+pred+++=grateful
when ^wrb+who+++=when
West ^np+pl+++=West,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
my ^pp$+pp1+++=my
involuntary ^jj+atrb+++=involuntary
shudders ^nns+nom+++=shudders,
, ^zz++++=EXTRAWORD
offered ^j+++xvbn+=offered
to ^to++++=to
get ^vbi++++=get
rid ^xvbn+++xvbn+=rid
of ^in++++=of
the ^ati++++=the
thing ^nn++++=thing
quietly ^rb++++=quietly
- ^zz++++=-for
for ^in++++=EXTRAWORD
a ^at++++=a
purpose ^nn++++=purpose
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
too ^ql++++=too
well ^rb++++=well.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
bright ^jj+atrb+++=bright
moonlight ^nn++++=moonlight
over ^in++++=over
the ^ati++++=the
snowless ^jj+atrb+++=snowless
landscape ^nn++++=landscape,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
dressed ^vbd+++xvbn+=dressed
the ^ati++++=the
thing ^nn++++=thing
and ^cc++++=and
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
home ^nr++++=home
between ^in++++=between
us ^pp1o+pp1+++=us
through ^in++++=through
the ^ati++++=the
deserted ^jj+atrb++xvbn+=deserted
streets ^nns++++=streets
and ^cc++++=and
meadows ^nns++++=meadows,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
a ^at++++=a
similar ^jj+atrb+++=similar
thing ^nn++++=thing
one ^cd1++++=one
horrible ^jj+atrb+++=horrible
night ^nn++++=night
in ^in++++=in
Arkham ^np+++??+=Arkham.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
approached ^vbd+++xvbn+=approached
the ^ati++++=the
house ^nn++++=house
from ^in++++=from
the ^ati++++=the
field ^nn++++=field
in ^in++++=in
the ^ati++++=the
rear ^jjb++++=rear,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
the ^ati++++=the
specimen ^nn++++=specimen
in ^in++++=in
the ^ati++++=the
back ^jjb+atrb+++=back
door ^nn++++=door
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
cellar ^nn++++=cellar
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prepared ^vbd+++xvbn+=prepared
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
usual ^jj+atrb+++=usual
experiment ^nn+nom+++=experiment.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
fear ^nn++++=fear
of ^in++++=of
the ^ati++++=the
police ^nns++++=police
