Has ^vbz+hvz+aux++=Has
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ford ^np++++=Ford
if ^cs+cnd+++=if
the ^ati++++=the
staff ^nn++++=staff
discovered ^vbd+vprv++xvbn+=discovered
any ^dti++++=any
signs ^nns++++=signs
of ^in++++=of
literary ^jj+atrb+++=literary
promise ^nn++++=promise
in ^cs+sub+++=in
that ^cs"++++=that
funny ^jj+atrb+++=funny
little ^jj+atrb+++=little
performance ^nn+nom+++=performance.
. ^zz++++=EXTRAWORD
At ^rb++++=At
all ^abn++++=all
events ^nns++++=events,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
literary ^jj+atrb+++=literary
ambitions ^nns+nom+++=ambitions,
, ^zz++++=EXTRAWORD
with ^in++++=with
this ^dt+dem+++=this
solitary ^jj+atrb+++=solitary
exercise ^nn++++=exercise,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
to ^in++++=to
a ^at++++=a
sudden ^jj+atrb+++=sudden
suspension ^nn++++=suspension.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
recollection ^nn+nom+++=recollection
of ^in++++=of
having ^nn+nn+aux++=having
written ^vbd+++xvbn+=written
or ^cc++++=or
of ^in++++=of
having ^nn+nn+aux++=having
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
write ^vbi++++=write
anything ^pn++++=anything
more ^rbr++++=more
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
least ^rbt++++=least
a ^at++++=a
precocious ^jj+atrb+++=precocious
young ^jj+atrb+++=young
person ^nn++++=person,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
much ^ap++++=much
of ^in++++=of
a ^at++++=a
tomboy ^nn++++=tomboy
into ^in++++=into
the ^ati++++=the
bargain ^nn++++=bargain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
far ^rb+pl+++=far
more ^rbr++++=more
likely ^jj++++=likely
to ^to+jcmp+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbnx+=been
found ^vpsv++agls+xvbnx+=found
on ^in++++=on
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
an ^at++++=an
apple ^nn++++=apple-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
or ^cc++++=or
walking ^vbg+++xvbg+=walking
the ^ati++++=the
length ^nn++++=length
of ^in++++=of
the ^ati++++=the
seminary ^nn+nom+++=seminary
fence ^nn++++=fence
than ^in++++=than
writing ^xvbg+++xvbg+=writing
rhymes ^nns++++=rhymes
or ^cc++++=or
reading ^nvbg+++xvbg+=reading
" ^zz++++="solid
solid ^jj+atrb+++=EXTRAWORD
reading ^nvbg+++xvbg+=reading."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
once ^rb+tm+splt++=once
told ^vpsv++by+xvbnx+=told
by ^in++++=by
a ^at++++=a
queer ^jj+atrb+++=queer
old ^jj+atrb+++=old
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
street ^nn++++=street
that ^tht+rel+++=that
little ^ap++++=little
girls ^nns++++=girls
should ^md+nec+++=should
not ^xnot++not++=not
walk ^vb++++=walk
fences ^nns++++=fences,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
still ^jj+pred+++=still
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
transfixed ^j+++xvbn+=transfixed
with ^in++++=with
contempt ^nn++++=contempt.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
vouchsafed ^vbd+++xvbnx+=vouchsafed
him ^pp3o+pp3+++=him
any ^dti++++=any
answer ^nn++++=answer
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
still ^rb++++=still
in ^in++++=in
the ^ati++++=the
little ^ap++++=little
gingham ^nn+++??+=gingham
gowns ^nns++++=gowns.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
anywhere ^rb+cnj+++=anywhere,
, ^zz++++=EXTRAWORD
to ^to++++=to
mention ^nn+nom+++=mention
the ^ati++++=the
next ^ap++++=next
experiment ^nn+nom+++=experiment
at ^rb++++=at
helping ^vbg+++xvbg+=helping
along ^rb+phrv+++=along
the ^ati++++=the
literature ^nn++++=literature
of ^in++++=of
my ^pp$+pp1+++=my
native ^jj+atrb+++=native
land ^nn++++=land
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
any ^dti++++=any
recollection ^nn+nom+++=recollection.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
another ^dt++++=another
little ^ap++++=little
contribution ^nn+nom+++=contribution
a ^at++++=a
pious ^jj+atrb+++=pious
little ^jj+atrb+++=little
contribution ^nn+nom+++=contribution,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
first ^rb++++=first.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
what ^wdt+who+++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
where ^wrb+who+++=where
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
printed ^vpsv++agls+xvbnx+=printed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
remember ^nn+nom+++=remember;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
it ^pp3+it+++=it
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
some ^dti++++=some
extremely ^rb+amp+++=extremely
orthodox ^jj+atrb+++=orthodox
young ^jj+atrb+++=young
people ^nns++++=people's
's ^vbz+bez+vrb++0=EXTRAWORD
periodical ^jj++++=periodical
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
one ^pn++++=one
with ^in++++=with
a ^at++++=a
missionary ^jj+atrb+++=missionary
predilection ^nn+nom+++=predilection.
. ^zz++++=EXTRAWORD
The ^ati++++=The
point ^nn++++=point
of ^in++++=of
interest ^nn++++=interest
I ^pp1a+pp1+++=I
find ^vb+vprv+++=find
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
paid ^vpsv++agls+xvbnx+=paid
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
With ^in+cmpx+++=With
the ^in"++++=the
exception ^in"++++=exception
of ^in"++++=of
some ^dti++++=some
private ^jj+atrb+++=private
capital ^nn++++=capital
amassed ^vprf+++xvbn+=amassed
by ^in++++=by
abstaining ^nn++++=abstaining
from ^in++++=from
butter ^nn++++=butter
( ^zz++++=(a
a ^at++++=EXTRAWORD
method ^nn++++=method
of ^in++++=of
creating ^xvbg+++xvbg+=creating
a ^at++++=a
fortune ^nn++++=fortune
of ^in++++=of
whose ^whp+rel+pied++=whose
wisdom ^nn++++=wisdom,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
same ^ap++++=same
doubts ^nns++++=doubts
then ^rn+tm+++=then
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
now ^rn+tm+++=now),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
money ^nn++++=money
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
earned ^vprf+++xvbnx+=earned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sum ^nn++++=sum
was ^vbd+bedz+vrb++=was
two ^cd++++=two
dollars ^nns++++=dollars
and ^cc++++=and
a ^at++++=a
half ^nn++++=half.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
became ^vbd+++xvbn+=became
my ^pp$+pp1+++=my
immediate ^jj+atrb+++=immediate
purpose ^nn++++=purpose
not ^xnot++not++=not
to ^in++++=to
squander ^jjr++++=squander
this ^dt+dem+++=this
wealth ^nn++++=wealth.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
spending ^jj+atrb++xvbg+=spending
money ^nn++++=money
in ^rb++++=in
particular ^rb"++++=particular
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
recall ^vb+vprv+++=recall.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
cents ^nns++++=cents
a ^at++++=a
week ^nn++++=week
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe,
, ^zz++++=EXTRAWORD
for ^in++++=for
years ^nns++++=years
the ^ati++++=the
limit ^nn++++=limit
of ^in++++=of
my ^pp$+pp1+++=my
personal ^jj+atrb+++=personal
income ^nn++++=income,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
compelled ^vpsv++agls+xvbnx+=compelled
to ^to+vcmp+++=to
own ^ap++++=own
that ^cs+sub+++=that
this ^dt+dem+++=this
sum ^nn++++=sum
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
expended ^vwbn+++xvbn+=expended
at ^in++++=at
book ^nn++++=book-stalls,
- ^zz++++=EXTRAWORD
stalls ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
for ^in++++=for
the ^ati++++=the
benefit ^nn++++=benefit
of ^in++++=of
the ^ati++++=the
heathen ^jj++++=heathen
who ^whp+who+++=who
appealed ^vbd+++xvbn+=appealed
to ^in++++=to
the ^ati++++=the
generosity ^nn+nom+++=generosity
of ^in++++=of
professors ^nns++++=professors'
' ^zz++++=EXTRAWORD
daughters ^nns+nom+++=daughters
through ^in++++=through
the ^ati++++=the
treasurer ^nn+nom+++=treasurer
of ^in++++=of
the ^ati++++=the
chapel ^nn++++=chapel
Sunday ^nr++++=Sunday-school;
- ^zz++++=EXTRAWORD
school ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
went ^vbd+++xvbn+=went
solidly ^rb++++=solidly
for ^in++++=for
cream ^nn++++=cream
cakes ^nns++++=cakes
and ^cc++++=and
apple ^nn++++=apple
turnovers ^nns+nom+++=turnovers
alternately ^rb+cnj+++=alternately,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
each ^dt++++=each
week ^nn++++=week.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
dollars ^nns++++=dollars
and ^cc++++=and
a ^at++++=a
half ^abn++++=half
represented ^jj+++xvbn+=represented
to ^in++++=to
me ^pp1o+pp1+++=me
a ^at++++=a
standard ^nn++++=standard
of ^in++++=of
munificent ^jj+atrb+++=munificent
possession ^nn++++=possession
which ^whp+rel+obj++=which
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
make ^vbi++++=make
most ^ql+emph+++=most
girls ^nns++++=girls
in ^in++++=in
their ^pp$+pp3+++=their
first ^od++++=first
teens ^nns++++=teens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
socially ^rb++++=socially
situated ^xvbn+++xvbn+=situated
today ^nr+tm+++=today
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
To ^to++++=To
waste ^vbi++++=waste
this ^dt+dem+++=this
fortune ^nn++++=fortune
in ^in++++=in
riotous ^jj+atrb+++=riotous
living ^nvbg+++xvbg+=living
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
hour ^nn++++=hour
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
received ^vbd+++xvbnx+=received
that ^dt+pdem+++=that
check ^vb+vprv+++=check
for ^in++++=for
" ^zz++++="two-fifty,"
two ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fifty ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cream ^nn++++=cream
cakes ^nns++++=cakes
began ^vbd+++xvbn+=began
to ^to++++=to
wear ^vbi++++=wear
a ^at++++=a
juvenile ^jj+atrb+++=juvenile
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turnovers ^nns+nom+++=turnovers
seemed ^vbd+seem++xvbn+=seemed
unworthy ^jj++++=unworthy
of ^in++++=of
my ^pp$+pp1+++=my
position ^nn+nom+++=position
in ^in++++=in
life ^nn++++=life.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
[ ^zz++++=[pg
pg ^nn+++??+=EXTRAWORD
58 ^cd++++=58]
] ^zz++++=EXTRAWORD
begging ^vbg+++xvbg+=begging
to ^to++++=to
be ^vbi+vbi+aux++=be
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
invest ^vb++++=invest
the ^ati++++=the
sum ^nn++++=sum
" ^zz++++="in
in ^in++++=EXTRAWORD
pictures ^nns++++=pictures,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
gently ^rb++++=gently
diverting ^vbg+++xvbg+=diverting
my ^pp$+pp1+++=my
selection ^nn+nom+++=selection
from ^in++++=from
a ^at++++=a
frowsy ^nn+++??+=frowsy
and ^cc++++=and
popular ^jj++++=popular
" ^zz++++="Hope"
hope ^vb++++=EXTRAWORD
" ^zz++++=EXTRAWORD
at ^rb++++=at
whose ^whp+who+++=whose
memory ^nn++++=memory
I ^pp1a+pp1+++=I
shudder ^nn++++=shudder
even ^rb++++=even
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
induced ^j+++xvbn+=induced
me ^pp1o+pp1+++=me
to ^to++++=to
find ^vbi+vprv+++=find
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
preferred ^vbd+++xvbnx+=preferred
some ^dti++++=some
excellent ^jj+atrb+++=excellent
photographs ^nns++++=photographs
of ^in++++=of
Thorwaldsen ^np++++=Thorwaldsen's
's ^$++++=EXTRAWORD
" ^zz++++="Night"
night ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="Morning,"
morning ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
which ^whp+who+++=which
he ^pp3a+pp3+++=he
framed ^vbd+++xvbnx+=framed
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+obj++=which
hang ^nn++++=hang
in ^in++++=in
our ^pp$+pp1+++=our
rooms ^nns++++=rooms
to ^to++++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
forget ^vbi+vprv+++=forget
the ^ati++++=the
sense ^nn++++=sense
of ^in++++=of
dignity ^nn+nom+++=dignity
which ^whp+rel+subj++=which
marks ^vbz++++=marks
the ^ati++++=the
hour ^nn++++=hour
when ^wrb+who+++=when
one ^cd1++++=one
becomes ^vbz++++=becomes
a ^at++++=a
wage ^nn++++=wage-earner.
- ^zz++++=EXTRAWORD
earner ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
humorous ^jj+atrb+++=humorous
side ^nn++++=side
of ^in++++=of
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
least ^rbt++++=least
of ^in++++=of
it ^pp3+it+++=it
or ^cc++++=or
was ^vbd+bedz+vrb++=was
in ^in++++=in
my ^pp$+pp1+++=my
case ^nn++++=case.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
suddenly ^rb++splt++=suddenly
acquired ^vprf+++xvbnx+=acquired
value ^nn++++=value
to ^in++++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Probably ^rb++++=Probably
all ^abn++++=all
people ^nns++++=people
who ^whp+rel+subj++=who
write ^vb++++=write
" ^zz++++="for
for ^in++++=EXTRAWORD
a ^at++++=a
living ^jj+++xvbg+=living"
" ^zz++++=EXTRAWORD
would ^md+prd+++=would
agree ^vb+vpub+++=agree
with ^in++++=with
me ^pp1o+pp1+++=me
in ^in++++=in
recalling ^xvbg+++xvbg+=recalling
the ^ati++++=the
first ^od++++=first
check ^vb+vprv+++=check
as ^ql++++=as
the ^ati++++=the
largest ^jjt++++=largest
and ^cc++++=and
most ^ql+emph+++=most
luxurious ^jj++++=luxurious
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
