Laura ^nn++++=Laura
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
comfortable ^jj++++=comfortable?
? ^zz++++=EXTRAWORD
Angry ^jj++++=Angry,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
brush ^vbi++++=brush
this ^dt+dem+++=this
from ^in++++=from
her ^pp$+pp3+++=her
consciousness ^nns+nom+++=consciousness
as ^ql++++=as
we ^pp1a+pp1+++=we
brush ^nn++++=brush
dust ^nn++++=dust
from ^in++++=from
our ^pp$+pp1+++=our
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
moment ^nn++++=moment
with ^in++++=with
Howie ^np++++=Howie
her ^pp$+pp3+++=her
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
her ^pp$+pp3+++=her
moment ^nn++++=moment
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
a ^at++++=a
cruel ^jj+atrb+++=cruel
thing ^nn++++=thing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
was ^vbd+bedz+vrb++=was
wrong ^jj+pred+++=wrong
with ^in++++=with
the ^ati++++=the
machine ^nn++++=machine
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
showing ^vbg+vprv++xvbgx+=showing
the ^ati++++=the
picture ^nn++++=picture.
. ^zz++++=EXTRAWORD
At ^rb++++=At
just ^rb+emph+++=just
that ^cs+sub+++=that
moment ^nn++++=moment
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
moments ^nns+nom+++=moments!
! ^zz++++=EXTRAWORD
the ^ati++++=the
worn ^vbd+++xvbn+=worn-out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
film ^nn++++=film
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
going ^vbg+++xvbgx+=going
to ^in++++=to
pieces ^nns++++=pieces
before ^in++++=before
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
the ^ati++++=the
little ^ap++++=little
dog ^nn++++=dog
came ^vbd+++xvbn+=came
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
as ^ql++++=as
Howie ^np++++=Howie
should ^md+nec+++=should
come ^vb++++=come
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
cigar ^nn++++=cigar-store,
- ^zz++++=EXTRAWORD
store ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
flash ^nn++++=flash
a ^at++++=a
blur ^nn++++=blur
a ^at++++=a
jumble ^nn++++=jumble
of ^in++++=of
movements ^nns+nom+++=movements.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
like ^in++++=like
an ^at++++=an
earthquake ^nn++++=earthquake
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
like ^in++++=like
life ^nn++++=life
ceasing ^vwbg+++xvbg+=ceasing
to ^to++++=to
be ^vbi++vrb++=be
life ^nn++++=life.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gasped ^vbd+++xvbnx+=gasped
under ^in++++=under
her ^pp$+pp3+++=her
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nns++++=people
around ^rp++++=around
her ^pp3o+pp3+++=her
were ^vbd+bed+aux++=were
saying ^vbg+++xvbgx+=saying
things ^nns++++=things
of ^in++++=of
a ^at++++=a
different ^jj+atrb+++=different
sort ^nn++++=sort.
. ^zz++++=EXTRAWORD
" ^zz++++="Cut
cut ^vb+++xvbn+=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
givin ^nn+++??+=givin'
' ^zz++++=EXTRAWORD
us ^pp1o+pp1+++=us?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Whoa,
whoa ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
boy ^nn++++=boy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
laughed ^vbd+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
got ^vbd+++xvbn+=got
a ^rb++++=a
little ^rb"++++=little
better ^jjr++++=better;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
make ^vb++++=make
out ^rp+pl+++=out
Howie ^np++++=Howie
bending ^vwbg+++xvbg+=bending
down ^rp++++=down
to ^to++++=to
fix ^vbi++++=fix
the ^ati++++=the
dog ^nn++++=dog's
's ^$++++=EXTRAWORD
muzzle ^nn++++=muzzle
but ^cc++++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
dancing ^jj+++xvbg+=dancing
crazily ^jj++++=crazily
and ^cc++++=and
people ^nns++++=people
were ^vbd+bed+aux++=were
laughing ^vbg+++xvbgx+=laughing.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
then ^rn+tm+++=then
the ^ati++++=the
miracle ^nn++++=miracle!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
Howie ^np++++=Howie's
's ^$++++=EXTRAWORD
smile ^nn++++=smile
the ^ati++++=the
picture ^nn++++=picture
steadied ^vbd+++xvbn+=steadied
that ^dt+dem+++=that
smile ^nn++++=smile
back ^jjb++++=back
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
bring ^vbi++++=bring
to ^in+phrv+++=to
rights ^nns++++=rights
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
the ^ati++++=the
smile ^nn++++=smile
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
Howie ^np++++=Howie
lingered ^vbd+++xvbn+=lingered,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
in ^in++++=in
leaving ^xvbg+++xvbg+=leaving
life ^nn++++=life
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
waited ^vbd+++xvbn+=waited
waited ^vprf+++xvbn+=waited
for ^in++++=for
his ^pp$+pp3+++=his
smile ^nn++++=smile
to ^to++++=to
reach ^vbi++++=reach
Laura ^np++++=Laura.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
of ^in++++=of
the ^ati++++=the
jumble ^nn++++=jumble
and ^cc++++=and
blur ^nn++++=blur
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
wrong ^jj+atrb+++=wrong
and ^cc+phrs+++=and
meaningless ^jj+atrb+++=meaningless
Howie ^np++++=Howie's
's ^$++++=EXTRAWORD
beautiful ^jj+atrb+++=beautiful
steady ^jj+atrb+++=steady
smile ^nn++++=smile
making ^vwbg+++xvbg+=making
it ^pp3+it+++=it
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
told ^vprf+++xvbnx+=told
how ^wrb+who+whcl++=how
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Howie ^np++++=Howie
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
whose ^whp+who+++=whose
head ^nn++++=head
was ^vbd+bedz+vrb++=was
without ^in++++=without
support ^nn++++=support
and ^cc++++=and,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
waking ^nvbg+++xvbg+=waking
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
supported ^j+++xvbn+=supported
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
head ^nn++++=head
against ^in++++=against
her ^pp$+pp3+++=her
own ^ap++++=own
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
this ^dt+dem+++=this
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
it ^pp3+it+++=it
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
know ^vbi+vprv+++=know,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
doing ^vbg+++xvbg+=doing
it ^pp3+it+++=it
let ^vbd+++xvbn+=let
down ^rb+phrv+++=down
bars ^nns++++=bars.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
knowing ^vbg+vprv++xvbgx+=knowing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
wanted ^vprf+++xvbnx+=wanted
to ^to+vcmp+++=to
push ^vbi++++=push
people ^nns++++=people
aside ^rp++++=aside
and ^cc++++=and
reach ^nn++++=reach
into ^in++++=into
the ^ati++++=the
shadows ^nps++++=shadows
for ^in++++=for
Howie ^np++++=Howie.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
began ^vbd+++xvbnx+=began
to ^to++++=to
see ^vbi+vprv+++=see
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
so ^ql++++=so
she ^pp3a+pp3+++=she
would ^md+prd+++=would
reach ^vb++++=reach
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^in++++=in
being ^xvbg+++xvbg+=being
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
caring ^vbg+++xvbg+=caring
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
could ^md+pos+++=could
have ^vb+hv+vrb++=have
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
him ^pp3o+pp3+++=him
near ^in+strn+++=near.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
chance ^nn++++=chance
among ^in++++=among
the ^ati++++=the
people ^nn++++=people
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
stood ^vbd+++xvbn+=stood
between ^in++++=between
her ^pp$+pp3+++=her
and ^cc++++=and
her ^pp$+pp3+++=her
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
Howie ^np++++=Howie
had ^vb+hv+aux++=had
always ^rb++splt++=always
cared ^vprf+++xvbnx+=cared
for ^in+ppvb+++=for
these ^dt+dem+++=these
people ^nns++++=people.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
world ^nn++++=world
with ^in++++=with
them ^pp3o+pp3+++=them
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
always ^rb++splt++=always
stopped ^vprf+++xvbnx+=stopped
to ^to++++=to
do ^vbi++++=do
the ^ati++++=the
kind ^nn++++=kind
thing ^nn++++=thing
as ^ql++++=as
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped
to ^to++++=to
make ^vbi++++=make
it ^pp3+it+++=it
right ^jj++++=right
for ^in++++=for
the ^ati++++=the
badly ^rb++++=badly
muzzled ^vbd+++xvbn+=muzzled
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
do ^vbi++++=do
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
do ^vb+do+vrb++=do
the ^ati++++=the
kind ^nn++++=kind
things ^nns++++=things
Howie ^np++++=Howie
would ^md+prd+++=would
be ^vb+be+aux++=be
doing ^vbg+++xvbgx+=doing
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
somehow ^rb++splt++=somehow
keep ^vb++++=keep
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
fulfill ^vb++++=fulfill
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
fulfill ^vb++++=fulfill
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Howie ^np++++=Howie
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
her ^pp$+pp3+++=her
more ^rbr++++=more
alive ^jj++++=alive
warmer ^jjr++++=warmer
and ^cc+phrs+++=and
kinder ^jjr++++=kinder.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
as ^ql++++=as
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
before ^cs+sub+++=before
Howie ^np++++=Howie
would ^md+prd+++=would
have ^vb+hv+aux++=have
failed ^vprf+++xvbnx+=failed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl
who ^whp+rel+subj++=who
rested ^vbd+++xvbn+=rested
against ^in++++=against
her ^pp$+pp3+++=her
could ^md+pos+++=could
rest ^vb++++=rest
the ^ati++++=the
better ^nn++++=better.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
this ^dt+dem+++=this
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
Howie ^np++++=Howie
had ^vbd+hvd+aux++=had
smiled ^vprf+++xvbnx+=smiled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
one ^cd1++++=one
thing ^nn++++=thing
the ^ati++++=the
picture ^nn++++=picture
had ^vb+hv+aux++=had
never ^rb++splt++=never
given ^vprf+++xvbnx+=given
her ^pp3o+pp3+++=her
the ^ati++++=the
sense ^nn++++=sense
that ^tht+ncmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
hers ^pp$$++++=hers
to ^to++++=to
keep ^vbi++++=keep
that ^dt+pdem+++=that
stole ^vbd+++xvbn+=stole
through ^in++++=through
her ^pp$+pp3+++=her
now ^rn+tm+++=now
as ^in++++=as
the ^ati++++=the
things ^nns++++=things
come ^vprf+++xvbn+=come
which ^whp+who+++=which
we ^pp1a+pp1+++=we
know ^vb+vprv+tht0++=know
we ^pp1a+pp1+++=we
can ^md+pos+++=can
never ^rb++splt++=never
lose ^vb++++=lose.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
moment ^nn++++=moment
since ^cs+sub+++=since
she ^pp3a+pp3+++=she
lost ^vbd+++xvbnx+=lost
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
the ^ati++++=the
people ^nn++++=people
in ^cs+sub+++=in
that ^cs"++++=that
theater ^jjr++++=theater,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
people ^nn++++=people
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
the ^ati++++=the
truth ^nn++++=truth!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
cleared ^vbd+++xvbn+=cleared
and ^cc+phrs+++=and
righted ^vbd+++xvbn+=righted
as ^ql++++=as
Howie ^np++++=Howie's
's ^$++++=EXTRAWORD
smile ^nn++++=smile
had ^vbd+hvd+aux++=had
righted ^vprf+++xvbnx+=righted
the ^ati++++=the
picture ^nn++++=picture.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
so ^cs"++++=so
far ^cs"+pl+++=far
as ^cs"++++=as
she ^pp3a+pp3+++=she
could ^md+pos+++=could
come ^vprf+++xvbn+=come
close ^in+cmpx+++=close
to ^in"++++=to
others ^aps++++=others
she ^pp3a+pp3+++=she
would ^md+prd+++=would
come ^vb++++=come
closer ^rbr++++=closer
to ^to++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
