About ^in++++=ABOUT
only ^rb+down+++=only
leads ^vbz++++=leads
to ^to++++=to
cultivated ^vbi++++=cultivated
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
peaceful ^jj+atrb+++=peaceful
graves ^nns++++=graves
are ^vb+ber+aux++=are
covered ^vpsv++by+xvbnx+=covered
by ^in++++=by
busy ^jj+atrb+++=busy
traffic ^nn++++=traffic
on ^in++++=on
the ^ati++++=the
new ^jj+atrb+++=new
road ^npl++++=road.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
comes ^vbz++++=comes
Steam ^nn++++=Steam
with ^in++++=with
its ^pp$+it+++=its
row ^nn++++=row
of ^in++++=of
waggons ^nns+++??+=waggons
behind ^in+pl+++=behind
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
rushing ^vbg+++xvbg+=rushing
over ^in++++=over
the ^ati++++=the
graves ^nns++++=graves,
, ^zz++++=EXTRAWORD
forgotten ^vpbn+vprv++xvbn+=forgotten,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
names ^nns++++=names
upon ^in++++=upon
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
be ^vb+be+aux++=be
gone ^vpsv++agls+xvbnx+=gone!
! ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
and ^cc++++=and
his ^pp$+pp3+++=his
daughters ^nns+nom+++=daughters.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
it ^pp3+it+++=it
better ^jjr++++=better
yourselves ^ppls+pp2+++=yourselves,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
can ^md+pos+++=can,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
veered ^vbd+++xvbn+=veered
round ^rb++++=round.
. ^zz++++=EXTRAWORD
then ^rn+tm+++=Then
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
gone ^vprf+++xvbn+=gone.
. ^zz++++=EXTRAWORD
