Having ^xvbg+++xvbg+=Having
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
they ^pp3a+pp3+++=they
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
get ^vbi++++=get
helped ^xvbn+++xvbn+=helped
home ^nr++++=home
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
kissed ^jj+++xvbn+=kissed
the ^ati++++=the
whole ^jj+atrb+++=whole
group ^nn++++=group,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Adieu,
adieu ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
poor ^jj+atrb+++=poor
infants ^nns+nom+++=infants!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
in ^in++++=in
their ^pp$+pp3+++=their
deserted ^jj+atrb++xvbn+=deserted
salon ^nn++++=salon
and ^cc++++=and
smoked ^vbd+++xvbn+=smoked
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
of ^in++++=of
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
rent ^nn++++=rent,
, ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Eh!
eh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
well ^rb+dspt+++=well!
! ^zz++++=EXTRAWORD
The ^ati++++=The
rent ^nn++++=rent!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
shakes ^vbz++++=shakes
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
' ^zz++++='Le
le ^&fw++++=EXTRAWORD
bon ^&fw++++=bon
Dieu ^np+++??+=Dieu,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
presently ^rb+cnj+++=presently,
, ^zz++++=EXTRAWORD
' ^zz++++='will
will ^md+prd+++=EXTRAWORD
recompense ^vb+++??+=recompense
me ^pp1o+pp1+++=me,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
laughs ^nns++++=laughs
and ^cc++++=and
smokes ^vbz++++=smokes
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
of ^in++++=of
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
he ^pp3a+pp3+++=he
smoke ^nn++++=smoke
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
Property ^nn++++=Property,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
be ^vb+be+aux++=be
recompensed ^vpsv++agls+xvbnx+=recompensed,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
fifty ^cd++++=fifty
years ^nns++++=years!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
public ^jj+atrb+++=public
amusements ^nns+nom+++=amusements
in ^in++++=in
our ^pp$+pp1+++=our
French ^jj++++=French
watering ^jj+++xvbg+=watering-place,
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
it ^pp3+it+++=it
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+vrb++=be
French ^jj+pred+++=French.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
very ^ql+amp+++=very
popular ^jj++++=popular,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
cheap ^jj++++=cheap.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea-bathing
- ^zz++++=EXTRAWORD
bathing ^nvbg+++xvbg+=EXTRAWORD
which ^whp+rel+obj++=which
may ^md+pos+++=may
rank ^vb++++=rank
as ^ql++++=as
the ^ati++++=the
most ^ql+emph+++=most
favoured ^jj+atrb++xvbn+=favoured
daylight ^nn++++=daylight
entertainment ^nn+nom+++=entertainment,
, ^zz++++=EXTRAWORD
inasmuch ^cs+sub+++=inasmuch
as ^in++++=as
the ^ati++++=the
French ^jj+atrb+++=French
visitors ^nns++++=visitors
bathe ^vb++++=bathe
all ^abn++++=all
day ^nn++++=day
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seldom ^rb++++=seldom
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
of ^in++++=of
remaining ^xvbg+++xvbg+=remaining
less ^rbr++++=less
than ^in++++=than
an ^at++++=an
hour ^nn++++=hour
at ^in++++=at
a ^at++++=a
time ^nn++++=time
in ^in++++=in
the ^ati++++=the
water ^nn++++=water
is ^vbz+bez+vrb++=is
astoundingly ^jj++++=astoundingly
cheap ^jj++++=cheap.
. ^zz++++=EXTRAWORD
Omnibuses ^np+++??+=Omnibuses
convey ^vb++++=convey
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
please ^uh++++=please,
, ^zz++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
convenient ^jj+atrb+++=convenient
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
to ^in++++=to
the ^ati++++=the
beach ^nn++++=beach
and ^cc++++=and
back ^jjb++++=back
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
clean ^jj+atrb+++=clean
and ^cc+phrs+++=and
comfortable ^jj++++=comfortable
bathing ^jj+++xvbg+=bathing-machine,
- ^zz++++=EXTRAWORD
machine ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
linen ^nn++++=linen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
appliances ^nns+nom+++=appliances;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
charge ^nn++++=charge
for ^in++++=for
the ^ati++++=the
whole ^nn++++=whole
is ^vbz+bez+vrb++=is
half ^abn++++=half-afranc,
- ^zz++++=EXTRAWORD
afranc ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
fivepence ^nn+nom+++=fivepence.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
pier ^nn++++=pier,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
usually ^rb+down+++=usually
a ^at++++=a
guitar ^nn++++=guitar,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
seems ^vbz+seem+++=seems
presumptuously ^jj++++=presumptuously
enough ^qlp++++=enough
to ^to++++=to
set ^vbi++++=set
its ^pp$+it+++=its
tinkling ^vbg+nom++xvbg+=tinkling
against ^in++++=against
the ^ati++++=the
deep ^jj+atrb+++=deep
hoarseness ^nns+nom+++=hoarseness
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
always ^rb++++=always
some ^dti++++=some
boy ^nn++++=boy
or ^cc++++=or
woman ^nn++++=woman
who ^whp+rel+subj++=who
sings ^vbz++++=sings,
, ^zz++++=EXTRAWORD
without ^in++++=without
any ^dti++++=any
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
little ^ap++++=little
songs ^nns++++=songs
without ^in++++=without
any ^dti++++=any
tune ^nn++++=tune:
: ^zz++++=EXTRAWORD
the ^ati++++=the
strain ^nn++++=strain
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
most ^ql+emph+++=most
frequently ^rb++++=frequently
heard ^vbd+vprv++xvbn+=heard
being ^vbg+beg++xvbg+=being
an ^at++++=an
appeal ^nn++++=appeal
to ^to++++=to
' ^zz++++='the
the ^ati++++=EXTRAWORD
sportsman ^jj++++=sportsman'
' ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^in++++=to
bag ^nn++++=bag
that ^tht+rel+++=that
choicest ^jjt++++=choicest
of ^in++++=of
game ^nn++++=game,
, ^zz++++=EXTRAWORD
the ^ati++++=the
swallow ^nn++++=swallow.
. ^zz++++=EXTRAWORD
For ^in++++=For
bathing ^xvbg+++xvbg+=bathing
purposes ^nns++++=purposes,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
also ^rb++++=also
a ^at++++=a
subscription ^nn+nom+++=subscription
establishment ^nn+nom+++=establishment
with ^in++++=with
an ^at++++=an
esplanade ^nn+++??+=esplanade,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
people ^nn++++=people
lounge ^nn++++=lounge
about ^in++++=about
with ^in++++=with
telescopes ^nns++++=telescopes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
get ^vbi++++=get
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
weariness ^nns+nom+++=weariness
for ^in++++=for
their ^pp$+pp3+++=their
money ^nn++++=money;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
also ^rb++++=also
an ^at++++=an
association ^nn+nom+++=association
of ^in++++=of
individual ^jj+atrb+++=individual
machine ^nn++++=machine
proprietors ^nns++++=proprietors
combined ^vbd+++xvbn+=combined
against ^in++++=against
this ^dt+dem+++=this
formidable ^jj++++=formidable
rival ^jjb++++=rival.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Feroce ^np+++??+=Feroce,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
own ^ap++++=own
particular ^jj+atrb+++=particular
friend ^nn++++=friend
in ^in++++=in
the ^ati++++=the
bathing ^jj+atrb++xvbg+=bathing
line ^nn++++=line,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
these ^dt+pdem+++=these.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
he ^pp3a+pp3+++=he
ever ^rb++++=ever
came ^vpsv++by+xvbn+=came
by ^in++++=by
his ^pp$+pp3+++=his
name ^nn++++=name
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
imagine ^vb+vprv+++=imagine.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
as ^ql++++=as
gentle ^jj++++=gentle
and ^cc+phrs+++=and
polite ^jj++++=polite
a ^at++++=a
man ^nn++++=man
as ^ql++++=as
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj+atrb+++=Loyal
Devasseur ^np+++??+=Devasseur
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
immensely ^rb++++=immensely
stout ^jj++++=stout
withal ^rb++++=withal;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
a ^at++++=a
beaming ^jj+atrb++xvbg+=beaming
aspect ^nn++++=aspect.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Feroce ^np+++??+=Feroce
has ^vbz+hvz+aux++=has
saved ^vprf+++xvbnx+=saved
so ^pn++++=so
many ^ap++++=many
people ^nns++++=people
from ^in++++=from
drowning ^xvbg+++xvbg+=drowning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
decorated ^vpsv++agls+xvbnx+=decorated
with ^in++++=with
so ^ql++++=so
many ^ap++++=many
medals ^nns++++=medals
in ^rb++++=in
consequence ^nn+nom+++=consequence,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
stoutness ^nns+nom+++=stoutness
seems ^vbz+seem+++=seems
a ^at++++=a
special ^jj+atrb+++=special
dispensation ^nn+nom+++=dispensation
of ^in++++=of
Providence ^np+nom++??+=Providence
to ^to++++=to
enable ^vbi++++=enable
him ^pp3o+pp3+++=him
to ^to++++=to
wear ^vbi++++=wear
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
his ^pp$+pp3+++=his
girth ^nn+++??+=girth
were ^vbd+bed+vrb++=were
the ^ati++++=the
girth ^nn+++??+=girth
of ^in++++=of
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
man ^nn++++=man,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
never ^rb++++=never
hang ^nn++++=hang
them ^pp3o+pp3+++=them
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
all ^abn++++=all
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
on ^in++++=on
very ^ql+amp+++=very
great ^np++++=great
occasions ^nns++++=occasions
that ^tht+rel+++=that
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Feroce ^np+++??+=Feroce
displays ^nns++++=displays
his ^pp$+pp3+++=his
shining ^jj+atrb++xvbg+=shining
honours ^nns++++=honours.
. ^zz++++=EXTRAWORD
At ^rb++++=At
other ^ap++++=other
times ^nns++++=times
they ^pp3a+pp3+++=they
lie ^vb++++=lie
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
with ^in++++=with
rolls ^nns++++=rolls
of ^in++++=of
manuscript ^nn++++=manuscript
testifying ^vwbg+++xvbg+=testifying
to ^in++++=to
the ^ati++++=the
causes ^nns++++=causes
of ^in++++=of
their ^pp$+pp3+++=their
presentation ^nn+nom+++=presentation,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
huge ^jj+atrb+++=huge
glass ^nn++++=glass
case ^nn++++=case
in ^in++++=in
the ^ati++++=the
redsofa ^nn+++??+=redsofa'd
'd ^md+prd+vrb++0=EXTRAWORD
salon ^nn++++=salon
of ^in++++=of
his ^pp$+pp3+++=his
private ^jj+atrb+++=private
residence ^nn+nom+++=residence
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Feroce ^np+++??+=Feroce
also ^rb++++=also
keeps ^vbz++++=keeps
his ^pp$+pp3+++=his
family ^nn++++=family
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
portraits ^nns++++=portraits
of ^in++++=of
himself ^ppl+pp3+++=himself
as ^ql++++=as
he ^pp3a+pp3+++=he
appears ^vbz+seem+++=appears
both ^abx++++=both
in ^in++++=in
bathing ^xvbg+++xvbg+=bathing
life ^nn++++=life
and ^cc++++=and
in ^in++++=in
private ^jj+atrb+++=private
life ^nn++++=life,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
boats ^nns++++=boats
that ^tht+rel+obj++=that
rock ^npl++++=rock
by ^in++++=by
clockwork ^nn++++=clockwork,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
other ^ap++++=other
ornamental ^jj+atrb+++=ornamental
possessions ^nns++++=possessions.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^at++++=a
commodious ^jj+atrb+++=commodious
and ^cc+phrs+++=and
gay ^jj+atrb+++=gay
Theatre ^nn++++=Theatre
or ^cc++++=or
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
burned ^vpsv++agls+xvbnx+=burned
down ^rp++++=down
now ^rn+tm+++=now
where ^wrb+who+++=where
the ^ati++++=the
opera ^nn++++=opera
was ^vbd+bedz+aux++=was
always ^rb++splt++=always
preceded ^vpsv++by+xvbnx+=preceded
by ^in++++=by
a ^at++++=a
vaudeville ^np++++=vaudeville,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
( ^zz++++=(as
as ^ql++++=EXTRAWORD
usual ^jj++++=usual)
) ^zz++++=EXTRAWORD
everybody ^pn++++=everybody,
, ^zz++++=EXTRAWORD
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
old ^jj+atrb+++=old
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
large ^jj+atrb+++=large
hat ^nn++++=hat
and ^cc++++=and
the ^ati++++=the
little ^ap++++=little
cane ^nn++++=cane
and ^cc++++=and
tassel ^nn+++??+=tassel,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
always ^rb++++=always
played ^vbd+++xvbn+=played
either ^dtx++++=either
my ^pp$+pp1+++=my
Uncle ^nn++++=Uncle
or ^cc++++=or
my ^pp$+pp1+++=my
Papa ^npt++++=Papa,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
broke ^vbd+++xvbn+=broke
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
dialogue ^nn++++=dialogue
into ^in++++=into
the ^ati++++=the
mildest ^jjt+atrb+++=mildest
vocal ^jj+atrb+++=vocal
snatches ^nns++++=snatches,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
great ^jj+atrb+++=great
perplexity ^nn+nom+++=perplexity
of ^in++++=of
unaccustomed ^jj+atrb+++=unaccustomed
strangers ^nns+nom+++=strangers
from ^in++++=from
Great ^jj+atrb+++=Great
Britain ^np++++=Britain,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
never ^rb++++=never
could ^md+pos+++=could
make ^vb++++=make
out ^rp+pl+++=out
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
singing ^vbg+++xvbgx+=singing
and ^cc+cls+++=and
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
talking ^vbg+++xvbgx+=talking
and ^cc++++=and
indeed ^rb++++=indeed
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
pretty ^rb++++=pretty
much ^ap++++=much
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
the ^ati++++=the
caterers ^nns+nom+++=caterers
in ^in++++=in
the ^ati++++=the
way ^nn++++=way
of ^in++++=of
entertainment ^nn+nom+++=entertainment
to ^to++++=to
whom ^whp+wpor+++=whom
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
most ^ql+emph+++=most
beholden ^jj+++xvbn+=beholden,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
the ^ati++++=the
Society ^nn++++=Society
of ^in++++=of
Welldoing ^np+++??+=Welldoing,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
active ^jj+pred+++=active
all ^rb++++=all
the ^ati++++=the
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
give ^vb++++=give
the ^ati++++=the
proceeds ^nn++++=proceeds
of ^in++++=of
their ^pp$+pp3+++=their
good ^jj+atrb+++=good
works ^nns++++=works
to ^in++++=to
the ^ati++++=the
poor ^nn++++=poor.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
agreeable ^jj+atrb+++=agreeable
fetes ^nns+++??+=fetes
they ^pp3a+pp3+++=they
contrive ^vb++++=contrive,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
announced ^vpsv++agls+xvbnx+=announced
as ^in++++=as
' ^zz++++='Dedicated
dedicated ^vwbn+++xvbn+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
children ^nns++++=children;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
taste ^nn++++=taste
with ^in++++=with
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
turn ^vb++++=turn
a ^at++++=a
small ^jj+atrb+++=small
public ^jj+atrb+++=public
enclosure ^nn++++=enclosure
into ^in++++=into
an ^at++++=an
elegant ^jj+atrb+++=elegant
garden ^nn++++=garden
beautifully ^rb++++=beautifully
illuminated ^jj+++xvbn+=illuminated;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
thorough ^jj++++=thorough-going
- ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=EXTRAWORD
heartiness ^nns+nom+++=heartiness
and ^cc++++=and
energy ^nn++++=energy
with ^in++++=with
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
personally ^rb++++=personally
direct ^rb++++=direct
the ^ati++++=the
childish ^jj+atrb+++=childish
pleasures ^nns++++=pleasures;
; ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
supremely ^rb++++=supremely
delightful ^jj+pred+++=delightful.
. ^zz++++=EXTRAWORD
For ^in++++=For
fivepence ^nn+nom+++=fivepence
a ^at++++=a
head ^nn++++=head,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
on ^in++++=on
these ^dt+dem+++=these
occasions ^nns++++=occasions
donkey ^nn++++=donkey
races ^nns++++=races
with ^in++++=with
English ^jj++++=English
' ^zz++++='Jokeis,'
jokeis ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
other ^ap++++=other
rustic ^jj+atrb+++=rustic
sports ^nns++++=sports;
; ^zz++++=EXTRAWORD
lotteries ^nns+nom+++=lotteries
for ^in++++=for
toys ^nns++++=toys;
; ^zz++++=EXTRAWORD
roundabouts ^nns+++??+=roundabouts,
, ^zz++++=EXTRAWORD
dancing ^vbg+++xvbg+=dancing
on ^in++++=on
the ^ati++++=the
grass ^nn++++=grass
to ^in++++=to
the ^ati++++=the
music ^nn++++=music
of ^in++++=of
an ^at++++=an
admirable ^jj+atrb+++=admirable
band ^nn++++=band,
, ^zz++++=EXTRAWORD
fireballoons ^nns+++??+=fireballoons
and ^cc++++=and
fireworks ^nns++++=fireworks.
. ^zz++++=EXTRAWORD
Further ^jjb++++=Further,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
every ^at++++=every
week ^nn++++=week
all ^abn++++=all
through ^in++++=through
the ^ati++++=the
summer ^nn++++=summer
never ^rb++++=never
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
on ^in++++=on
what ^wdt+who+++=what
day ^nn++++=day
of ^in++++=of
the ^ati++++=the
week ^nn++++=week
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
fete ^nn++++=fete
in ^in++++=in
some ^dti++++=some
adjoining ^jj+atrb++xvbg+=adjoining
village ^nn+nom+++=village
( ^zz++++=(called
called ^xvbn+++xvbn+=EXTRAWORD
in ^rb+phrv+++=in
that ^cs"++++=that
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
a ^at++++=a
Ducasse ^np+++??+=Ducasse),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
people ^nns++++=people
really ^rb+emph+++=really
The ^ati++++=THE
People ^nns++++=PEOPLE
dance ^nn++++=dance
on ^in++++=on
the ^ati++++=the
green ^jj+atrb+++=green
turf ^nn++++=turf
in ^in++++=in
the ^ati++++=the
open ^jj+atrb+++=open
air ^nn++++=air,
, ^zz++++=EXTRAWORD
round ^in++++=round
a ^rb++++=a
little ^rb"++++=little
orchestra ^nn++++=orchestra,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
seems ^vbz+seem+tht0++=seems
itself ^ppl++++=itself
to ^to++++=to
dance ^vbi++++=dance,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
such ^abl++++=such
an ^at++++=an
airy ^jj+atrb+++=airy
motion ^nn++++=motion
of ^in++++=of
flags ^nns++++=flags
and ^cc++++=and
streamers ^nns+nom+++=streamers
all ^abn++++=all
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
suppose ^vb+vprv+++=suppose
that ^tht+vcmp+++=that
between ^in++++=between
the ^ati++++=the
Torrid ^jj+atrb+++=Torrid
Zone ^nn++++=Zone
and ^cc++++=and
the ^ati++++=the
North ^nr+pl+++=North
Pole ^nn++++=Pole
there ^ex+pex+++=there
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found
male ^jj+atrb+++=male
dancers ^nns+nom+++=dancers
with ^in++++=with
such ^abl++++=such
astonishingly ^rb++++=astonishingly
loose ^jj+atrb+++=loose
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
furnished ^j+++xvbn+=furnished
with ^in++++=with
so ^ql++++=so
many ^ap++++=many
joints ^nns++++=joints
in ^in++++=in
wrong ^jj+atrb+++=wrong
places ^nns++++=places,
, ^zz++++=EXTRAWORD
utterly ^rb+amp+++=utterly
unknown ^jj++++=unknown
to ^in++++=to
Professor ^npt++++=Professor
Owen ^np++++=Owen,
, ^zz++++=EXTRAWORD
as ^ql++++=as
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
here ^rn+pl+++=here
disport ^vb+++??+=disport
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
Sometimes ^rb+cnj+++=Sometimes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fete ^nn++++=fete
appertains ^nns+++??+=appertains
to ^in++++=to
a ^at++++=a
particular ^jj+atrb+++=particular
trade ^nn++++=trade;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
see ^vb+vprv+++=see
among ^in++++=among
the ^ati++++=the
cheerful ^jj+atrb+++=cheerful
young ^jj+atrb+++=young
women ^nns++++=women
at ^in++++=at
the ^ati++++=the
joint ^jjb++++=joint
Ducasse ^np+++??+=Ducasse
of ^in++++=of
the ^ati++++=the
milliners ^nns+nom+++=milliners
and ^cc++++=and
tailors ^nns++++=tailors,
, ^zz++++=EXTRAWORD
a ^at++++=a
wholesome ^jj+atrb+++=wholesome
knowledge ^nn++++=knowledge
of ^in++++=of
the ^ati++++=the
art ^nn++++=art
of ^in++++=of
making ^xvbg+++xvbg+=making
common ^jj+atrb+++=common
and ^cc+phrs+++=and
cheap ^jj+atrb+++=cheap
things ^nns++++=things
uncommon ^jj++++=uncommon
and ^cc++++=and
pretty ^rb+cnj+++=pretty,
, ^zz++++=EXTRAWORD
by ^in++++=by
good ^jj+atrb+++=good
sense ^nn++++=sense
and ^cc++++=and
good ^jj+atrb+++=good
taste ^nn++++=taste,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
a ^at++++=a
practical ^jj+atrb+++=practical
lesson ^nn++++=lesson
to ^in++++=to
any ^dti++++=any
