Both ^abx++++=Both
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
could ^md+pos+++=could
speak ^vb++++=speak
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
room ^nn++++=room,
, ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
with ^in++++=with
strange ^jj+atrb+++=strange
incisiveness ^nns+nom+++=incisiveness.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
a ^at++++=a
clever ^jj+atrb+++=clever
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
save ^vbi++++=save
Patrick ^np++++=Patrick,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use.
. ^zz++++=EXTRAWORD
The ^ati++++=The
core ^nn++++=core
of ^in++++=of
all ^abn++++=all
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
black ^jj+pred+++=black,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
more ^ql++++=more
things ^nns++++=things
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
out ^rp+pl+++=out
the ^ati++++=the
more ^ql++++=more
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+vrb++=be
against ^in++++=against
the ^ati++++=the
miserable ^jj+atrb+++=miserable
man ^nn++++=man
I ^pp1a+pp1+++=I
love ^nn++++=love."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Brown ^np++++=Brown,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
her ^pp3o+pp3+++=her
steadily ^rb++++=steadily.
. ^zz++++=EXTRAWORD
" ^zz++++="Because,"
because ^cs+cos+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered
equally ^rb++++=equally
steadily ^rb+cnj+++=steadily,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
him ^pp3o+pp3+++=him
commit ^vb++++=commit
the ^ati++++=the
crime ^nn++++=crime
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah!"
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
unmoved ^jj++++=unmoved
Brown ^jj++++=Brown,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
this ^dt+dem+++=this
room ^nn++++=room
next ^in+cmpx+++=next
to ^in"++++=to
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
explained ^vbd+vpub++xvbnx+=explained;
; ^zz++++=EXTRAWORD
" ^zz++++="both
both ^abx++++=EXTRAWORD
doors ^nns++++=doors
were ^vbd+bed+aux++=were
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
suddenly ^rb++++=suddenly
heard ^vbd+vprv++xvbn+=heard
a ^at++++=a
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
on ^in++++=on
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
roaring ^jj+++xvbg+=roaring
' ^zz++++='Hell,
hell ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
hell ^nn++++=hell,
, ^zz++++=EXTRAWORD
hell ^nn++++=hell,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
two ^cd++++=two
doors ^nns++++=doors
shook ^vbd+++xvbn+=shook
with ^in++++=with
the ^ati++++=the
first ^od++++=first
explosion ^nn++++=explosion
of ^in++++=of
the ^ati++++=the
revolver ^nn+nom+++=revolver.
. ^zz++++=EXTRAWORD
Thrice ^rb++++=Thrice
again ^rb+tm+++=again
the ^ati++++=the
thing ^nn++++=thing
banged ^vbd+++xvbn+=banged
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
the ^ati++++=the
two ^cd++++=two
doors ^nns++++=doors
open ^jj++++=open
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
room ^nn++++=room
full ^jj++++=full
of ^in++++=of
smoke ^nn++++=smoke;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
pistol ^nn++++=pistol
was ^vbd+bedz+aux++=was
smoking ^vbg+++xvbgx+=smoking
in ^in++++=in
my ^pp$+pp1+++=my
poor ^jj+atrb+++=poor,
, ^zz++++=EXTRAWORD
mad ^jj+atrb+++=mad
Patrick ^np++++=Patrick's
's ^$++++=EXTRAWORD
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
fire ^nn++++=fire
the ^ati++++=the
last ^ap++++=last
murderous ^jj+atrb+++=murderous
volley ^nn++++=volley
with ^in++++=with
my ^pp$+pp1+++=my
own ^ap++++=own
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
leapt ^vbd+++xvbnx+=leapt
on ^in++++=on
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
clinging ^vbg+++xvbgx+=clinging
in ^in++++=in
terror ^nn++++=terror
to ^in++++=to
the ^ati++++=the
window ^nn++++=window-sill,
- ^zz++++=EXTRAWORD
sill ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
grappling ^nn+nom+++=grappling,
, ^zz++++=EXTRAWORD
tried ^vb+++xvbn+=tried
to ^to+vcmp+++=to
strangle ^vbi++++=strangle
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
threw ^vbd+++xvbnx+=threw
over ^in++++=over
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
which ^whp+who+++=which
slipped ^vbd+++xvbn+=slipped
over ^in++++=over
his ^pp$+pp3+++=his
struggling ^jj+atrb++xvbg+=struggling
shoulders ^nns+nom+++=shoulders
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
tightened ^vbd+++xvbn+=tightened
round ^rb++++=round
one ^cd1++++=one
leg ^nn++++=leg
and ^cc++++=and
Patrick ^np++++=Patrick
dragged ^vbd+++xvbn+=dragged
him ^pp3o+pp3+++=him
along ^in++++=along
like ^in++++=like
a ^at++++=a
maniac ^nn++++=maniac.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
snatched ^vbd+++xvbnx+=snatched
a ^at++++=a
knife ^nn++++=knife
from ^in++++=from
the ^ati++++=the
mat ^nn++++=mat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
rushing ^vbg+++xvbg+=rushing
between ^in++++=between
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
managed ^vb+++xvbn+=managed
to ^to+vcmp+++=to
cut ^vbi++++=cut
the ^ati++++=the
rope ^nn++++=rope
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
fainted ^vbd+++xvbnx+=fainted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+++=see,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Father ^nn++++=Father
Brown ^jj++++=Brown,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
wooden ^jj+atrb+++=wooden
civility ^nn+nom+++=civility.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
girl ^nn++++=girl
collapsed ^vbd+++xvbn+=collapsed
under ^in++++=under
her ^pp$+pp3+++=her
memories ^nns++++=memories,
, ^zz++++=EXTRAWORD
the ^ati++++=the
priest ^nn++++=priest
passed ^vbd+++xvbn+=passed
stiffly ^rb++++=stiffly
into ^in++++=into
the ^ati++++=the
next ^ap++++=next
room ^nn++++=room,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
Gilder ^np+++??+=Gilder
and ^cc++++=and
Merton ^np+++??+=Merton
alone ^rb++++=alone
with ^in++++=with
Patrick ^np++++=Patrick
Royce ^np+++??+=Royce,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
in ^in++++=in
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
handcuffed ^j+++xvbn+=handcuffed.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
Inspector ^nn++++=Inspector
submissively ^jj++++=submissively:
: ^zz++++=EXTRAWORD
" ^zz++++="Might
might ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
a ^at++++=a
word ^nn++++=word
to ^in++++=to
the ^ati++++=the
prisoner ^nn+nom+++=prisoner
in ^in++++=in
your ^pp$+pp2+++=your
presence ^nn+nom+++=presence;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
might ^md+pos+++=might
he ^pp3a+pp3+++=he
take ^vb++++=take
off ^rb+phrv+++=off
those ^dt+dem+++=those
funny ^jj+atrb+++=funny
cuffs ^nns++++=cuffs
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
powerful ^jj+atrb+++=powerful
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Merton ^np+++??+=Merton
in ^in++++=in
an ^at++++=an
undertone ^np++++=undertone.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
want ^vb++++=want
them ^pp3o+pp3+++=them
taken ^vbd+++xvbn+=taken
off ^rb+phrv+++=off?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
priest ^nn++++=priest
humbly ^rb+cnj+++=humbly,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
perhaps ^rb++++=perhaps
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+vrb++=have
the ^ati++++=the
very ^ql+amp+++=very
great ^np++++=great
honour ^nn++++=honour
of ^in++++=of
shaking ^xvbg+++xvbg+=shaking
hands ^nns++++=hands
with ^in++++=with
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Both ^abx++++=Both
detectives ^nns++++=detectives
stared ^vbd+++xvbn+=stared,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Father ^nn++++=Father
Brown ^jj++++=Brown
added ^jj+++xvbn+=added:
: ^zz++++=EXTRAWORD
" ^zz++++="Won't
will ^md+prd+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
them ^pp3o+pp3+++=them
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
on ^in++++=on
the ^ati++++=the
chair ^nn++++=chair
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
tousled ^jj+atrb+++=tousled
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
priest ^nn++++=priest
turned ^vbd+++xvbn+=turned
impatiently ^rb++++=impatiently.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Private
private ^jj+atrb+++=EXTRAWORD
lives ^nns++++=lives
are ^vb+ber+vrb++=are
more ^rbr++++=more
important ^jj+pred+++=important
than ^in++++=than
public ^jj+atrb+++=public
reputations ^nns+nom+++=reputations.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
save ^vb++++=save
the ^ati++++=the
living ^nvbg+++xvbg+=living,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
the ^ati++++=the
dead ^nn++++=dead
bury ^vb++++=bury
their ^pp$+pp3+++=their
dead ^jj++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
fatal ^jj+atrb+++=fatal
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blinked ^vbd+++xvbn+=blinked
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
on ^in++++=on
talking ^nn++++=talking.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
that ^cs+sub+++=that
in ^in++++=in
this ^dt+dem+++=this
case ^nn++++=case
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
too ^ql++++=too
many ^ap++++=many
weapons ^nns++++=weapons
and ^cc++++=and
only ^rb+down+++=only
one ^cd1++++=one
death ^nn++++=death.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
now ^rn+tm+++=now
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
weapons ^nns++++=weapons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
not ^xnot++not++=not
used ^vpsv++++=used
to ^to++++=to
cause ^vb++++=cause
death ^nn++++=death.
. ^zz++++=EXTRAWORD
All ^abn++++=All
those ^dt+dem+++=those
grisly ^jj+atrb+++=grisly
tools ^nns++++=tools,
, ^zz++++=EXTRAWORD
the ^ati++++=the
noose ^nn+++??+=noose,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bloody ^jj+atrb+++=bloody
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
the ^ati++++=the
exploding ^jj+atrb++xvbg+=exploding
pistol ^nn++++=pistol,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
instruments ^nns+nom+++=instruments
of ^in++++=of
a ^at++++=a
curious ^jj+atrb+++=curious
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
not ^xnot++not++=not
used ^vpsv++++=used
to ^to++++=to
kill ^vb++++=kill
Sir ^npt++++=Sir
Aaron ^np+++??+=Aaron,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
save ^vbi++++=save
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
save ^vbi++++=save
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^xvbn+++xvbn+=repeated
Gilder ^np+++??+=Gilder.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
from ^in++++=from
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
himself ^ppl+pp3+++=himself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Father ^nn++++=Father
Brown ^jj++++=Brown.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
suicidal ^jj+atrb+++=suicidal
maniac ^nn++++=maniac."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Merton ^np+++??+=Merton
in ^in++++=in
an ^at++++=an
incredulous ^jj+atrb+++=incredulous
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
Religion ^nn++++=Religion
of ^in++++=of
Cheerfulness ^nns+nom++??+=Cheerfulness
" ^zz++++="
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
cruel ^jj+atrb+++=cruel
religion ^nn++++=religion,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
priest ^nn++++=priest,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
they ^pp3a+pp3+++=they
let ^vbd+++xvbnx+=let
him ^pp3o+pp3+++=him
weep ^vb++++=weep
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
like ^in++++=like
his ^pp$+pp3+++=his
fathers ^nns+nom+++=fathers
before ^in++++=before
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
plans ^nns++++=plans
stiffened ^vbd+++xvbn+=stiffened,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
views ^nns++++=views
grew ^vbd+++xvbn+=grew
cold ^nn++++=cold;
; ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
that ^dt+dem+++=that
merry ^jj+atrb+++=merry
mask ^nn++++=mask
was ^vbd+bedz+vrb++=was
the ^ati++++=the
empty ^jj+atrb+++=empty
mind ^nn++++=mind
of ^in++++=of
the ^ati++++=the
atheist ^nn+nom+++=atheist.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
to ^to++++=to
keep ^vbi++++=keep
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
hilarious ^jj+atrb+++=hilarious
public ^jj+atrb+++=public
level ^nn++++=level,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
back ^rb+phrv+++=back
on ^in+ppvb+++=on
that ^dt+dem+++=that
dram ^nn+++??+=dram-drinking
- ^zz++++=EXTRAWORD
drinking ^vbg+++xvbg+=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
abandoned ^vprf+++xvbnx+=abandoned
long ^rb++++=long
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
this ^dt+dem+++=this
horror ^nn++++=horror
about ^in++++=about
alcoholism ^nn+nom+++=alcoholism
in ^in++++=in
a ^at++++=a
sincere ^jj++++=sincere
teetotaler ^jjr++++=teetotaler:
: ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
pictures ^nns++++=pictures
and ^cc++++=and
expects ^vbz++++=expects
that ^cs+sub+++=that
psychological ^jj+atrb+++=psychological
inferno ^np++++=inferno
from ^in++++=from
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
warned ^vprf+++xvbnx+=warned
others ^aps++++=others.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
leapt ^vbd+++xvbn+=leapt
upon ^in++++=upon
poor ^jj+atrb+++=poor
Armstrong ^np++++=Armstrong
prematurely ^rb+cnj+++=prematurely,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
this ^dt+dem+++=this
morning ^nn++++=morning
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
such ^abl++++=such
a ^at++++=a
case ^nn++++=case
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
here ^rn+pl+++=here
and ^cc++++=and
cried ^vbd+++xvbn+=cried
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
hell ^nn++++=hell,
, ^zz++++=EXTRAWORD
in ^in++++=in
so ^rb+emph+++=so
crazy ^jj++++=crazy
a ^at++++=a
voice ^nn++++=voice
that ^tht+rel+obj++=that
his ^pp$+pp3+++=his
daughter ^nn+nom+++=daughter
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
mad ^jj+pred+++=mad
for ^in++++=for
death ^nn++++=death,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
monkey ^nn++++=monkey
tricks ^nns++++=tricks
of ^in++++=of
the ^ati++++=the
mad ^jj++++=mad
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
scattered ^vprf+++xvbnx+=scattered
round ^rb++++=round
him ^pp3o+pp3+++=him
death ^nn++++=death
in ^in++++=in
many ^ap++++=many
shapes ^nns++++=shapes
a ^at++++=a
running ^jj+atrb++xvbg+=running
noose ^nn+++??+=noose
and ^cc++++=and
his ^pp$+pp3+++=his
friend ^nn++++=friend's
's ^$++++=EXTRAWORD
revolver ^nn+nom+++=revolver
and ^cc++++=and
a ^at++++=a
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
Royce ^np+++??+=Royce
entered ^vbd+++xvbn+=entered
accidentally ^rb++++=accidentally
and ^cc++++=and
acted ^vpsv++agls+xvbn+=acted
in ^in++++=in
a ^at++++=a
flash ^nn++++=flash.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flung ^vbd+++xvbnx+=flung
the ^ati++++=the
knife ^nn++++=knife
on ^in++++=on
the ^ati++++=the
mat ^nn++++=mat
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
snatched ^j+++xvbn+=snatched
up ^rp++++=up
the ^ati++++=the
revolver ^nn+nom+++=revolver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
having ^vbg+hvg++xvbg+=having
no ^at++++=no
time ^nn++++=time
to ^to++++=to
unload ^vbi++++=unload
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
emptied ^xvbn+++xvbn+=emptied
it ^pp3+it+++=it
shot ^vbd+++xvbn+=shot
after ^in++++=after
shot ^nn+++xvbn+=shot
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
suicide ^nn++++=suicide
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
fourth ^od++++=fourth
shape ^nn++++=shape
of ^in++++=of
death ^nn++++=death,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
a ^at++++=a
dash ^nn++++=dash
for ^in++++=for
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rescuer ^jjr++++=rescuer
did ^vbd+dod+vrb++=did
the ^ati++++=the
only ^ap+down+++=only
thing ^nn++++=thing
he ^pp3a+pp3+++=he
could ^md+pos+++=could
ran ^vbd+++xvbn+=ran
after ^cs+sub+++=after
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
rope ^nn++++=rope
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
tie ^vbi++++=tie
him ^pp3o+pp3+++=him
hand ^nn++++=hand
and ^cc++++=and
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
the ^ati++++=the
unlucky ^jj+atrb+++=unlucky
girl ^nn++++=girl
ran ^vbd+++xvbn+=ran
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
misunderstanding ^nn++++=misunderstanding
the ^ati++++=the
struggle ^nn++++=struggle,
, ^zz++++=EXTRAWORD
strove ^j+++xvbn+=strove
to ^to++++=to
slash ^vbi++++=slash
her ^pp3o+pp3+++=her
father ^npt++++=father
free ^jj++++=free.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
she ^pp3a+pp3+++=she
only ^rb+down+++=only
slashed ^vwbn+++xvbn+=slashed
