[ ^zz++++=[The
rights ^nns++++=rights
he ^pp3a+pp3+++=he
ought ^md+nec+++=oughtn't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
share ^vbi++++=share
the ^ati++++=the
money ^nn++++=money
with ^in++++=with
the ^ati++++=the
prisoner ^nn+nom+++=prisoner.
. ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
grandmother ^nn+nom+++=grandmother
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
up ^rp++++=up
her ^pp$+pp3+++=her
mind ^nn++++=mind
about ^in++++=about
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
advised ^vbd+vpub++xvbn+=advised
him ^pp3o+pp3+++=him
to ^to++++=to
sleep ^vbi++++=sleep
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man
( ^zz++++=(she
she ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said)
) ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
faithfully ^rb++splt++=faithfully
kept ^vprf+++xvbnx+=kept
his ^pp$+pp3+++=his
bed ^nn++++=bed
all ^abn++++=all
day ^nn++++=day,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
resty ^nn+++??+=resty.
. ^zz++++=EXTRAWORD
So ^ql++++=So
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather,
, ^zz++++=EXTRAWORD
before ^in++++=before
supping ^xvbg+++xvbg+=supping,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
a ^at++++=a
light ^nn++++=light
and ^cc++++=and
went ^vbd+++xvbn+=went
upstairs ^jjb++++=upstairs
to ^in++++=to
the ^ati++++=the
garret ^nn+++??+=garret.
. ^zz++++=EXTRAWORD
' ^zz++++='"We've
" ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
kept ^vprf+++xvbnx+=kept
the ^ati++++=the
scent ^nn++++=scent
wide ^jj++++=wide
to ^to++++=to-day,"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
reported ^vbd+vpub++xvbnx+=reported,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
cheerful ^jj++++=cheerful-like.
- ^zz++++=EXTRAWORD
like ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
lie ^vb++++=lie
still ^jj+pred+++=still
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='"Lyin'
" ^zz++++=EXTRAWORD
lyin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
here ^rn+pl+++=here
puts ^vbz++++=puts
a ^at++++=a
strain ^nn++++=strain
on ^in++++=on
a ^at++++=a
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
lad ^nn++++=lad
grumbled ^vbd+++xvbn+=grumbled.
. ^zz++++=EXTRAWORD
" ^zz++++="Couldn't
could ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I
take ^vb++++=take
a ^at++++=a
turn ^nn++++=turn
in ^in++++=in
the ^ati++++=the
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
that ^dt+dem+++=that
dark ^jj++++=dark
has ^vbz+hvz+aux++=has
fallen ^vprf+++xvbn+=fallen?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
promise ^nn++++=promise
not ^xnot++not++=not
to ^to++++=to
stray ^vbi++++=stray
far ^rb+pl+++=far
from ^rb"++++=from
the ^ati++++=the
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='"That's
" ^zz++++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
notion ^nn++++=notion,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
agreed ^vbd+vpub++xvbn+=agreed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
once ^rb+tm+++=once
had ^md"++pmd"++=had
to ^md+nec+++=to
lie ^vb++++=lie
in ^in++++=in
bed ^nn++++=bed
two ^cd++++=two
days ^nns++++=days
with ^in++++=with
a ^at++++=a
quinsy ^nn+++??+=quinsy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
hated ^vbd+++xvbnx+=hated
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
considered ^vbd+vprv++xvbnx+=considered
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
see ^vb+vprv+++=see
no ^at++++=no
objection ^nn+nom+++=objection.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
down ^rp++++=down
and ^cc++++=and
sup ^vb++++=sup
with ^in++++=with
us ^pp1o+pp1+++=us,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
missus ^nn++++=missus
agrees ^vbz++++=agrees,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
take ^vb++++=take
a ^at++++=a
stroll ^nn++++=stroll.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
too ^ql++++=too
much ^ap++++=much
noise ^nn++++=noise
when ^wrb+who+++=when
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
yourself ^ppl+pp2+++=yourself
in ^in++++=in
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
fixed ^vpsv++agls+xvbnx+=fixed;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
supper ^nn++++=supper
the ^ati++++=the
lad ^nn++++=lad
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
high ^jj++++=high-lows
- ^zz++++=EXTRAWORD
lows ^nns+++??+=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
lent ^vbd+++xvbn+=lent
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
started ^vpsv++agls+xvbn+=started
off ^in+pl+++=off
for ^in++++=for
a ^at++++=a
ramble ^nn+++??+=ramble
in ^in++++=in
the ^ati++++=the
night ^nn++++=night
air ^nn++++=air,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
plenty ^nn++++=plenty
of ^in++++=of
instructions ^nns+nom+++=instructions
about ^in++++=about
the ^ati++++=the
safest ^jjt+atrb+++=safest
paths ^nns++++=paths.
. ^zz++++=EXTRAWORD
At ^rb++++=At
nine ^cd++++=nine
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
regular ^jj+atrb+++=regular
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
and ^cc++++=and
grandmother ^nn+nom+++=grandmother
made ^vbd+++xvbn+=made
out ^rp+pl+++=out
the ^ati++++=the
light ^nn++++=light
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
door ^nn++++=door
on ^in++++=on
the ^ati++++=the
latch ^nn++++=latch.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
hour ^nn++++=hour
before ^cs+sub+++=before
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
could ^md+pos+++=could
get ^vb++++=get
to ^to+vcmp+++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
the ^ati++++=the
five ^cd++++=five
guineas ^nns++++=guineas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
ought ^md+nec+++=ought
rightfully ^rb++++=rightfully
to ^to++++=to
be ^vbi+vbi+aux++=be
divided ^vpsv++agls+xvbnx+=divided.
. ^zz++++=EXTRAWORD
' ^zz++++='At
at ^rb++++=EXTRAWORD
five ^cd++++=five
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
his ^pp$+pp3+++=his
wife ^nn++++=wife
woke ^vbd+++xvbn+=woke
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
declared ^vprf+++xvbn+=declared
that ^tht+vcmp+++=that
in ^in++++=in
her ^pp$+pp3+++=her
belief ^nn++++=belief
the ^ati++++=the
lad ^nn++++=lad
was ^vbd+bedz+vrb++=was
still ^rb++++=still
abroad ^rb+pl+++=abroad.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned
and ^cc+phrs+++=and
gone ^vpsv++agls+xvbn+=gone
to ^in++++=to
his ^pp$+pp3+++=his
garret ^nn+++??+=garret
she ^pp3a+pp3+++=she
must ^md+nec+++=must
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
heard ^vprf++tht0+xvbnx+=heard
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
harped ^vbd+++xvbnx+=harped
on ^in++++=on
this ^dt+dem+++=this
till ^in++++=till
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
climbed ^vbd+++xvbn+=climbed
out ^rp+pl+++=out
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
the ^ati++++=the
garret ^nn+++??+=garret
for ^in++++=for
a ^at++++=a
look ^nn++++=look;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sure ^jj++++=sure
enough ^dt++++=enough
the ^ati++++=the
bed ^nn++++=bed
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
' ^zz++++='They
they ^pp3a+pp3+++=EXTRAWORD
lay ^vbd+++xvbnx+=lay
awake ^jj++++=awake
till ^in++++=till
daylight ^nn++++=daylight,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pair ^nn++++=pair
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
cogitating ^jj+++xvbg+=cogitating
this ^dt+pdem+++=this
and ^cc++++=and
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
dawn ^nn++++=dawn
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
could ^md+pos+++=could
stand ^vb++++=stand
it ^pp3+it+++=it
no ^at++++=no
longer ^rbr++++=longer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled
on ^in++++=on
his ^pp$+pp3+++=his
breeches ^nns++++=breeches
and ^cc++++=and
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
downstairs ^jjb++++=downstairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
thrown ^vprf+++xvbnx+=thrown
open ^jj++++=open
the ^ati++++=the
door ^nn++++=door
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
screams ^nns++++=screams
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
wretched ^jj+atrb+++=wretched
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
naked ^jj++++=naked
to ^in++++=to
the ^ati++++=the
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
running ^jj+++xvbg+=running
across ^in+pl+++=across
the ^ati++++=the
yard ^nn++++=yard
towards ^in++++=towards
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Nathan ^np++++=Nathan
the ^ati++++=the
Jew ^nn++++=Jew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
tumbled ^vbd+++xvbnx+=tumbled
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
caught ^vbd+++xvbn+=caught
hold ^nn++++=hold
of ^in++++=of
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
boots ^nns++++=boots
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
yelled ^vbd+++xvbnx+=yelled
for ^in++++=for
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
explanation ^nn+nom+++=explanation?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
grandfather ^nn+nom+++=grandfather
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
make ^vb++++=make
head ^jjb++++=head
or ^cc++++=or
tail ^nn++++=tail
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
even ^rb++++=even
after ^in++++=after
listening ^nn++++=listening
to ^in++++=to
the ^ati++++=the
Jew ^np++++=Jew's
's ^$++++=EXTRAWORD
story ^nn++++=story.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
neither ^dt++neg++=neither
he ^pp3a+pp3+++=he
nor ^cc++neg++=nor
my ^pp$+pp1+++=my
grandmother ^nn+nom+++=grandmother
ever ^rb++++=ever
set ^xvbn+++xvbn+=set
eyes ^nns++++=eyes
on ^in++++=on
the ^ati++++=the
prisoner ^nn+nom+++=prisoner
lad ^nn++++=lad
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
about ^in++++=about
nine ^cd++++=nine
months ^nns++++=months
later ^rbr+tm+++=later
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
letter ^nn++++=letter
from ^in++++=from
America ^np++++=America
that ^tht+rel+subj++=that
helped ^vprf+++xvbn+=helped
to ^in+vcmp+++=to
clear ^jj+atrb+++=clear
things ^nns++++=things
up ^rp++++=up.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
poor ^jj+atrb+++=poor
boy ^nn++++=boy--so
-- ^--+clp+++=EXTRAWORD
so ^ql++++=EXTRAWORD
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote
in ^in++++=in
his ^pp$+pp3+++=his
letter ^nn++++=letter--being
-- ^--+clp+++=EXTRAWORD
being ^xvbg+++xvbg+=EXTRAWORD
turned ^vbd+++xvbn+=turned
loose ^jj++++=loose
under ^in++++=under
the ^ati++++=the
sky ^nn++++=sky
after ^in++++=after
fifteen ^cd++++=fifteen
months ^nns++++=months
of ^in++++=of
captivity ^nn+nom+++=captivity,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
garret ^nn+++??+=garret.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
the ^ati++++=the
night ^nn++++=night
was ^vbd+bedz+vrb++=was
pitch ^nn++++=pitch
black ^nn++++=black
and ^cc++++=and
full ^jj++++=full
of ^in++++=of
mist ^nn++++=mist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
stars ^nn++++=stars
hidden ^vbd+++xvbn+=hidden,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
no ^at++++=no
more ^ql++++=more
than ^cs+sub+++=than
to ^in++++=to
pace ^nn++++=pace
to ^to++++=to
and ^cc++++=and
fro ^rb+cnj+++=fro,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
look ^vb++++=look
up ^rp++++=up
and ^cc++++=and
open ^vb++++=open
his ^pp$+pp3+++=his
chest ^nn++++=chest
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
To ^to++++=To
and ^cc++++=and
fro ^rb++++=fro
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went,
, ^zz++++=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit
farther ^rbr++++=farther
each ^dt++++=each
time ^nn++++=time,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
always ^rb++++=always
keeping ^vbg+++xvbg+=keeping
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
directions ^nns+nom+++=directions
somewhere ^rb++++=somewhere
at ^in++++=at
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
searching ^vbg+++xvbg+=searching
back ^jjb++++=back
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
glimmer ^nn++++=glimmer
of ^in++++=of
whitewash ^nn++++=whitewash
showing ^vwbg+++xvbg+=showing
him ^pp3o+pp3+++=him
where ^wrb+who+++=where
the ^ati++++=the
house ^npl++++=house
stood ^vbd+++xvbn+=stood.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
letter ^nn++++=letter
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent
to ^in++++=to
my ^pp$+pp1+++=my
grandmother ^nn+nom+++=grandmother
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
very ^ql+amp+++=very
freely ^rb++++=freely
of ^in++++=of
the ^ati++++=the
thoughts ^nns++++=thoughts
that ^tht+ncmp+subj++=that
came ^vbd+++xvbn+=came
to ^in++++=to
him ^pp3o+pp3+++=him
there ^rn+pl+++=there
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
felt ^vbd+vprv+tht0+xvbnx+=felt
his ^pp$+pp3+++=his
way ^nn++++=way
back ^jjb++++=back
and ^cc++++=and
forth ^rb++++=forth;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
a ^at++++=a
staid ^jj+atrb+++=staid
woman ^nn++++=woman
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
shut ^vpsv++agls+xvbnx+=shut
up ^rp++++=up
behind ^in+pl+++=behind
bars ^nns++++=bars
the ^ati++++=the
writing ^nvbg+++xvbg+=writing--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
the ^ati++++=the
most ^ap+emph+++=most
of ^in++++=of
it ^pp3+it+++=it--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+vrb++=EXTRAWORD
mad ^jj+pred+++=mad
enough ^dt++++=enough.
. ^zz++++=EXTRAWORD
" ^zz++++="Liberty!
liberty ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Liberty ^nn++++=Liberty!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
it ^pp3+it+++=it
kept ^vbd+++xvbn+=kept
saying ^vbg+++xvbg+=saying:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
" ^zz++++="good
good ^jj++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
much ^ap++++=much
better ^jjr++++=better
if ^cs+cnd+++=if
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
see ^vb+vprv+++=see
just ^rb+emph+++=just
one ^cd1++++=one
star ^nn++++=star
through ^in++++=through
the ^ati++++=the
fog ^nn++++=fog!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='By
by ^in++++=EXTRAWORD
little ^jj++++=little
and ^cc++++=and
little ^rb++++=little
he ^pp3a+pp3+++=he
stretched ^vbd+++xvbnx+=stretched
his ^pp$+pp3+++=his
tether ^jjr++++=tether
so ^ql++++=so
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
forgetting ^vbg+vprv++xvbg+=forgetting
how ^wrb+who+whcl++=how
the ^ati++++=the
time ^nn++++=time
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
dawn ^nn++++=dawn
overtook ^vbd+++xvbn+=overtook
him ^pp3o+pp3+++=him
a ^at++++=a
good ^jj++++=good
half ^abn++++=half-mile
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
house ^nn++++=house;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
through ^in++++=through
the ^ati++++=the
gray ^np++++=gray
of ^in++++=of
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
man ^nn++++=man
standing ^vwbg+++xvbg+=standing
about ^in++++=about
fifty ^cd++++=fifty
yards ^nns++++=yards
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
right ^nn++++=right
in ^in++++=in
his ^pp$+pp3+++=his
path ^nn++++=path.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
to ^to++++=to
run ^vbi++++=run,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
his ^pp$+pp3+++=his
heart ^nn++++=heart
almost ^rb+hdg+++=almost
jumped ^vbd+++xvbn+=jumped
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
as ^ql++++=as
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
another ^dt++++=another
man ^nn++++=man
standing ^vb+++xvbg+=standing
to ^to+vcmp+++=to
catch ^vbi++++=catch
him ^pp3o+pp3+++=him
with ^in++++=with
arms ^nns++++=arms
held ^vbd+vprv++xvbn+=held
wide ^jj++++=wide!
! ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
strayed ^vprf+++xvbnx+=strayed
into ^in++++=into
the ^ati++++=the
pea ^nn++++=pea-patch
- ^zz++++=EXTRAWORD
patch ^nn++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
figure ^nn++++=figure
with ^in++++=with
its ^pp$+it+++=its
arms ^nns++++=arms
stretched ^vwbn+++xvbn+=stretched
out ^rp+pl+++=out
was ^vbd+bedz+vrb++=was
no ^at++++=no
man ^nn++++=man
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
scarecrow ^nn+++??+=scarecrow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lad ^nn++++=lad
had ^vb+hv+aux++=had
no ^at++++=no
sooner ^rbr++++=sooner
made ^vprf+++xvbn+=made
sure ^jj++++=sure
of ^in++++=of
this ^dt+dem+++=this
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
whipped ^vbd+++xvbnx+=whipped
behind ^in+pl+++=behind
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
stretched ^xvbn+++xvbn+=stretched
out ^rp+pl+++=out
his ^pp$+pp3+++=his
hands ^nns++++=hands
upon ^in++++=upon
the ^ati++++=the
cross ^jj++++=cross-trees
- ^zz++++=EXTRAWORD
trees ^nns++++=EXTRAWORD
that ^tht+rel+subj++=that
served ^vprf+++xvbn+=served
it ^pp3+it+++=it
for ^in++++=for
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clung ^vbd+++xvbn+=clung
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
praying ^jj+++xvbg+=praying.
. ^zz++++=EXTRAWORD
' ^zz++++='Now
now ^rn+tm+++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
creeping ^vwbg+++xvbg+=creeping
down ^rp++++=down
the ^ati++++=the
field ^nn++++=field
was ^vbd+bedz+vrb++=was
Nathan ^np++++=Nathan
the ^ati++++=the
Jew ^nn++++=Jew.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
wandering ^vbg+++xvbgx+=wandering
the ^ati++++=the
Moor ^npl++++=Moor
all ^abn++++=all
night ^nn++++=night,
, ^zz++++=EXTRAWORD
crazy ^jj++++=crazy
with ^in++++=with
terror ^nn++++=terror;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
dawn ^nn++++=dawn
showed ^vbd+vprv++xvbn+=showed
him ^pp3o+pp3+++=him
a ^at++++=a
house ^nn++++=house,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
have ^vb+hv+aux++=have
turned ^vprf+++xvbnx+=turned
Christian ^jj++++=Christian
and ^cc+phrs+++=and
dropped ^jj+++xvbn+=dropped
on ^in++++=on
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
casting ^nvbg+++xvbg+=casting
a ^at++++=a
glance ^nn++++=glance
over ^in++++=over
his ^pp$+pp3+++=his
