Seven ^cd++++=SEVEN
and ^cc+cls+++=and
at ^in++++=at
his ^pp$+pp3+++=his
side ^nn++++=side
that ^tht+rel+++=that
grave ^jj+atrb+++=grave
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
hidden ^j+++xvbn+=hidden
in ^in++++=in
her ^pp$+pp3+++=her
draperies ^nns+nom+++=draperies,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
following ^vwbg+++xvbg+=following
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
seeing ^vbg+vprv++xvbg+=seeing
so ^ql++++=so
much ^ap++++=much
farther ^rbr++++=farther
seeing ^vbg+vprv++xvbg+=seeing
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
great ^jj+atrb+++=great
moment ^nn++++=moment
at ^in++++=at
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
swayed ^vbd+++xvbnx+=swayed
above ^rb++++=above
his ^pp$+pp3+++=his
comrades ^nns++++=comrades
on ^in++++=on
the ^ati++++=the
earthen ^jj+atrb+++=earthen
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
the ^ati++++=the
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bunting ^nn++++=bunting
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
flapped ^vbd+++xvbn+=flapped
fold ^nn++++=fold
against ^in++++=against
fold ^nn++++=fold,
, ^zz++++=EXTRAWORD
heaving ^jj+++xvbg+=heaving
and ^cc+phrs+++=and
tossing ^jj+++xvbg+=tossing
softly ^rb++++=softly
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark
against ^in++++=against
a ^at++++=a
sky ^nn++++=sky
so ^ql++++=so
black ^np++++=black
with ^in++++=with
rain ^nn++++=rain
clouds ^nns++++=clouds
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
above ^rb++++=above
me ^pp1o+pp1+++=me
only ^rb+down+++=only
the ^ati++++=the
blur ^nn++++=blur
of ^in++++=of
something ^pn++++=something
in ^in++++=in
soft ^jj+atrb+++=soft,
, ^zz++++=EXTRAWORD
troubled ^jj+atrb++xvbn+=troubled
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
experience ^nn+nom+++=experience
of ^in++++=of
that ^dt+dem+++=that
night ^nn++++=night,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
so ^ql++++=so
overwhelmingly ^rb++++=overwhelmingly
to ^in++++=to
a ^at++++=a
man ^nn++++=man
so ^rb+emph+++=so
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
rent ^nn++++=rent
me ^pp1o+pp1+++=me
in ^in++++=in
pieces ^nns++++=pieces.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
artists ^nns+nom+++=artists
know ^vb+vprv+++=know
when ^wrb+who+whcl++=when
we ^pp1a+pp1+++=we,
, ^zz++++=EXTRAWORD
rarely ^rb+cnj+++=rarely,
, ^zz++++=EXTRAWORD
achieve ^vb++++=achieve
truth ^nn++++=truth
in ^in++++=in
our ^pp$+pp1+++=our
work ^nn++++=work;
; ^zz++++=EXTRAWORD
the ^ati++++=the
feeling ^jj+++xvbg+=feeling
of ^in++++=of
union ^nn++++=union
with ^in++++=with
some ^dti++++=some
great ^jj+atrb+++=great
force ^nn++++=force,
, ^zz++++=EXTRAWORD
of ^in++++=of
purpose ^nn++++=purpose
and ^cc++++=and
security ^nn+nom+++=security,
, ^zz++++=EXTRAWORD
of ^in++++=of
being ^xvbg+++xvbg+=being
glad ^jj++++=glad
that ^tht+jcmp+++=that
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
lived ^vprf+++xvbnx+=lived.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
pull ^nn++++=pull
of ^in++++=of
race ^nn++++=race
and ^cc++++=and
blood ^nn++++=blood
and ^cc++++=and
kindred ^nn++++=kindred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
felt ^vbd+vprv++xvbn+=felt
beating ^nvbg+++xvbg+=beating
within ^in++++=within
me ^pp1o+pp1+++=me
things ^nns++++=things
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
not ^xnot++not++=not
begun ^vwbn+++xvbn+=begun
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
earth ^nn++++=earth
under ^in++++=under
my ^pp$+pp1+++=my
feet ^nns++++=feet
had ^vbd+hvd+aux++=had
grasped ^vprf+++xvbnx+=grasped
and ^cc++++=and
rooted ^jj+++xvbn+=rooted
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
pouring ^vbg+++xvbgx+=pouring
its ^pp$+it+++=its
essence ^nn+nom+++=essence
into ^in++++=into
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
there ^rn+pl+++=there
until ^in++++=until
the ^ati++++=the
dawn ^nn++++=dawn
of ^in++++=of
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
night ^nn++++=night
long ^rb++++=long
my ^pp$+pp1+++=my
life ^nn++++=life
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
pouring ^vbg+++xvbgx+=pouring
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me
and ^cc++++=and
running ^nvbg+++xvbg+=running
into ^in++++=into
the ^ati++++=the
ground ^nn++++=ground."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hartwell ^np+++??+=Hartwell
drew ^vbd+++xvbn+=drew
a ^at++++=a
long ^jj+atrb+++=long
breath ^nn++++=breath
that ^tht+rel+subj++=that
lifted ^vbd+++xvbn+=lifted
his ^pp$+pp3+++=his
heavy ^jj+atrb+++=heavy
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
let ^vb+++xvbn+=let
them ^pp3o+pp3+++=them
fall ^vb++++=fall
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shifted ^vbd+++xvbnx+=shifted
a ^rb++++=a
little ^rb"++++=little
and ^cc++++=and
faced ^vbd+++xvbn+=faced
more ^rbr++++=more
squarely ^rb++++=squarely
the ^ati++++=the
scattered ^jj+atrb++xvbn+=scattered,
, ^zz++++=EXTRAWORD
silent ^jj+atrb+++=silent
company ^nn++++=company
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
darkness ^nns+nom+++=darkness
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
us ^pp1o+pp1+++=us
almost ^rb+hdg+++=almost
invisible ^jj++++=invisible
to ^in++++=to
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
except ^in++++=except
for ^in"++++=for
the ^ati++++=the
occasional ^jj+atrb+++=occasional
red ^jj+atrb+++=red
circuit ^nn++++=circuit
of ^in++++=of
a ^at++++=a
cigarette ^nn+nom+++=cigarette
end ^nn++++=end
traveling ^nn+nom+++=traveling
upward ^jjb++++=upward
from ^in++++=from
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+aux++=have
supposed ^vprf+++xvbnx+=supposed
us ^pp1o+pp1+++=us
all ^rb++++=all
asleep ^jj++++=asleep.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hartwell ^np+++??+=Hartwell
added ^vbd+vpub++xvbn+=added
thoughtfully ^rb+cnj+++=thoughtfully,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
naturally ^rb++++=naturally
feel ^vb+vprv+++=feel
an ^at++++=an
interest ^nn++++=interest
in ^in++++=in
fellows ^nns++++=fellows
who ^whp+rel+subj++=who
are ^vb+ber+aux++=are
going ^vbg+++xvbgx+=going
home ^nr++++=home.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
always ^rb++++=always
an ^at++++=an
experience ^nn+nom+++=experience."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
said ^vbd+vpub+tht0+xvbn+=said
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
moment ^nn++++=moment
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
loud ^jj+atrb+++=loud
rap ^nn++++=rap
at ^in++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
the ^ati++++=the
concierge ^nn+++??+=concierge,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
to ^to++++=to
take ^vbi++++=take
down ^rb+phrv+++=down
Bentley ^np++++=Bentley's
's ^$++++=EXTRAWORD
luggage ^nn+nom+++=luggage
and ^cc++++=and
to ^to++++=to
announce ^vbi+vpub+++=announce
that ^tht+vcmp+++=that
the ^ati++++=the
cab ^nn++++=cab
was ^vbd+bedz+vrb++=was
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
Bentley ^np++++=Bentley
got ^vbd+++xvbn+=got
his ^pp$+pp3+++=his
hat ^nn++++=hat
and ^cc++++=and
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
enjoined ^j+++xvbn+=enjoined
Hartwell ^np+++??+=Hartwell
to ^to++++=to
take ^vbi++++=take
good ^jj+atrb+++=good
care ^nn++++=care
of ^in++++=of
his ^pp$+pp3+++=his
perroquets ^nns+++??+=perroquets,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
each ^dt++++=each
of ^in++++=of
us ^pp1o+pp1+++=us
a ^at++++=a
grip ^nn++++=grip
of ^in++++=of
the ^ati++++=the
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
briskly ^rb++++=briskly
down ^in++++=down
the ^ati++++=the
long ^jj+atrb+++=long
flights ^nns++++=flights
of ^in++++=of
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
into ^in++++=into
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
our ^pp$+pp1+++=our
good ^jj+atrb+++=good
wishes ^nns++++=wishes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv+tht0+xvbn+=saw
him ^pp3o+pp3+++=him
start ^vb++++=start
on ^in++++=on
his ^pp$+pp3+++=his
drive ^nn++++=drive
across ^in+pl+++=across
the ^ati++++=the
lighted ^vbd+++xvbn+=lighted
city ^npl++++=city
to ^in++++=to
the ^ati++++=the
gare ^np++++=Gare
st ^npl++++=St.
. ^zz++++=EXTRAWORD
lazare ^np++++=Lazare.
. ^zz++++=EXTRAWORD
