Richard ^np++++=Richard
the ^ati++++=the
house ^nn++++=house
party ^nn++++=party
who ^whp+rel+subj++=who
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
that ^dt+dem+++=that
sex ^nn++++=sex
that ^tht+rel+subj++=that
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
row ^nn++++=row,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
looks ^nns++++=looks
well ^rb++++=well
in ^in++++=in
the ^ati++++=the
moon ^nn++++=moon-light,
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Kelly ^np+++??+=Kelly
halted ^vwbn+++xvbn+=halted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jeered ^jj+++xvbn+=jeered
mockingly ^rb++++=mockingly.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
sit ^vb++++=sit
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
demanded ^vbd+vsua++xvbnx+=demanded,
, ^zz++++=EXTRAWORD
" ^zz++++="while
while ^cs+sub+++=EXTRAWORD
those ^dt+dem+++=those
poor ^jj+atrb+++=poor
beasts ^nns++++=beasts
are ^vb+ber+vrb++=are
freezing ^nn++++=freezing
in ^in++++=in
a ^at++++=a
cave ^nn++++=cave,
, ^zz++++=EXTRAWORD
with ^in++++=with
not ^xnot++not++=not
even ^rb++++=even
a ^at++++=a
silk ^nn++++=silk
coverlet ^nn+nom+++=coverlet
or ^cc++++=or
a ^at++++=a
pillow ^nn++++=pillow-sham.
- ^zz++++=EXTRAWORD
sham ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
and ^cc++++=and
your ^pp$+pp2+++=your
valet ^&fw++++=valet
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
down ^rp++++=down
there ^rn+pl+++=there
now ^rn+tm+++=now
carrying ^jj+++xvbg+=carrying
them ^pp3o+pp3+++=them
pajamas ^nns+++??+=pajamas."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Kelly,"
kelly ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
declared ^vbd+vpub++xvbn+=declared
Herrick ^np+++??+=Herrick,
, ^zz++++=EXTRAWORD
unruffled ^jj++++=unruffled
in ^in++++=in
his ^pp$+pp3+++=his
moment ^nn++++=moment
of ^in++++=of
triumph ^nn++++=triumph,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hate ^vb++++=hate
to ^to+vcmp+++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
so ^rb+cnj+++=so,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
but ^cc++++=but
you ^pp2+pp2+++=you
force ^nn++++=force
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
away ^rp+pl+++=away,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
commanded ^vbd+vpub++xvbnx+=commanded.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
neither ^dt++neg++=neither
imagination ^nn+nom+++=imagination
nor ^cc++neg++=nor
soul ^nn++++=soul."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
true ^jj++++=true,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
assured ^vbd+vpub++xvbnx+=assured
Miss ^npt++++=Miss
Waring ^np++++=Waring,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Kelly ^np+++??+=Kelly
and ^cc++++=and
his ^pp$+pp3+++=his
companion ^nn++++=companion
left ^vbd+++xvbn+=left
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
nothing ^pn++++=nothing
in ^in++++=in
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
accomplished ^vbd+++xvbnx+=accomplished
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
ridiculous ^jj+pred+++=ridiculous.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
you ^pp2+pp2+++=you
watched ^vbd+++xvbn+=watched
those ^dt+pdem+++=those
bears ^vbz++++=bears
as ^ql++++=as
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
felt ^vprf+++xvbnx+=felt
that ^tht+vcmp+++=that
sympathy ^nn++++=sympathy
that ^tht+rel+subj++=that
exists ^vbz++++=exists
between ^in++++=between
all ^abn++++=all
who ^whp+who+++=who
love ^vb++++=love
the ^ati++++=the
out ^rp+pl+++=out-of-door
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
door ^nn++++=EXTRAWORD
life ^nn++++=life.
. ^zz++++=EXTRAWORD
A ^at++++=A
dog ^nn++++=dog
loves ^vbz++++=loves
to ^to++++=to
see ^vbi+vprv+tht0++=see
his ^pp$+pp3+++=his
master ^nn++++=master
pick ^vb++++=pick
up ^rp++++=up
his ^pp$+pp3+++=his
stick ^nn++++=stick
and ^cc++++=and
his ^pp$+pp3+++=his
hat ^nn++++=hat
to ^to++++=to
take ^vbi++++=take
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
man ^nn++++=man
enjoys ^vbz++++=enjoys
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
dog ^nn++++=dog
leaping ^vwbg+++xvbg+=leaping
and ^cc++++=and
quartering ^vwbg+++xvbg+=quartering
the ^ati++++=the
fields ^nns++++=fields
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
both ^abx++++=both
the ^ati++++=the
happier ^nn++++=happier.
. ^zz++++=EXTRAWORD
At ^rb++++=At
least ^rb"++++=least
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
happier ^jjr+pred+++=happier
to ^to++++=to-night,
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv+tht0+xvbg+=knowing
those ^dt+dem+++=those
bears ^nns++++=bears
are ^vb+ber+vrb++=are
at ^in++++=at
peace ^nn++++=peace
and ^cc++++=and
at ^in++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
than ^in++++=than
I ^pp1a+pp1+++=I
would ^md+prd+++=would
be ^vb+be+vrb++=be
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
them ^pp3o+pp3+++=them
being ^xvbg+++xvbg+=being
whipped ^vprf+++xvbn+=whipped
through ^in++++=through
their ^pp$+pp3+++=their
tricks ^nns++++=tricks
in ^in++++=in
a ^at++++=a
dirty ^jj+atrb+++=dirty
theatre ^nn++++=theatre."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
the ^ati++++=the
great ^jj+atrb+++=great
forest ^nn++++=forest
trees ^nns++++=trees
of ^in++++=of
the ^ati++++=the
preserve ^nn++++=preserve,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
tops ^nns++++=tops
showing ^vwbg+vprv++xvbg+=showing
dimly ^rb++++=dimly
in ^in++++=in
the ^ati++++=the
mist ^nn++++=mist
of ^in++++=of
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
" ^zz++++="Somewhere,
somewhere ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
down ^rp++++=down
in ^cs+sub+++=in
that ^cs"++++=that
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured,
, ^zz++++=EXTRAWORD
" ^zz++++="are
are ^vb+ber+vrb++=EXTRAWORD
three ^cd++++=three
happy ^jj+atrb+++=happy
animals ^nns+nom+++=animals.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
no ^at++++=no
longer ^rbr++++=longer
slaves ^nns++++=slaves
and ^cc++++=and
puppets ^nns+++??+=puppets--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
their ^pp$+pp3+++=their
own ^ap++++=own
masters ^nns+nom+++=masters.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
their ^pp$+pp3+++=their
lives ^nns++++=lives
they ^pp3a+pp3+++=they
can ^md+pos+++=can
sleep ^vb++++=sleep
on ^in++++=on
pine ^nn++++=pine
needles ^nps++++=needles
and ^cc++++=and
dine ^vb++++=dine
on ^in++++=on
nuts ^nns++++=nuts
and ^cc++++=and
honey ^nn++++=honey.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
shall ^md+prd+++=shall
molest ^vb++++=molest
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
shall ^md+prd+++=shall
force ^vb++++=force
them ^pp3o+pp3+++=them
through ^in++++=through
degrading ^xvbg+++xvbg+=degrading
tricks ^nns++++=tricks.
. ^zz++++=EXTRAWORD
Hereafter ^nn+nom+++=Hereafter
they ^pp3a+pp3+++=they
can ^md+pos+++=can
choose ^vb++++=choose
their ^pp$+pp3+++=their
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
own ^ap++++=own
home ^nr++++=home
among ^in++++=among
the ^ati++++=the
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
-- ^--+clp+++=----"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Herrick ^np++++=Herrick's
's ^$++++=EXTRAWORD
words ^nns++++=words
were ^vbd+bed+aux++=were
frozen ^vpsv++agls+xvbnx+=frozen
on ^in++++=on
his ^pp$+pp3+++=his
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
terrace ^nn++++=terrace
came ^vbd+++xvbn+=came
a ^at++++=a
scream ^vb++++=scream
so ^rb+emph+++=so
fierce ^jj++++=fierce,
, ^zz++++=EXTRAWORD
so ^ql++++=so
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
full ^jj++++=full
of ^in++++=of
human ^jj+atrb+++=human
suffering ^nvbg+++xvbg+=suffering,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
at ^rb++++=at
the ^ati++++=the
sound ^nn++++=sound
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
all ^abn++++=all
that ^dt+pdem+++=that
heard ^vbd+vprv+tht0+xvbn+=heard
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
to ^in++++=to
water ^nn++++=water.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
appalling ^jj++++=appalling
that ^cs+sub+++=that
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
no ^at++++=no
one ^cd1++++=one
moved ^vbd+++xvbn+=moved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
from ^in++++=from
every ^at++++=every
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
along ^in++++=along
the ^ati++++=the
garden ^nn++++=garden
walks ^nns++++=walks,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
servants ^nns+nom+++=servants'
' ^zz++++=EXTRAWORD
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
pounding ^xvbg+++xvbg+=pounding
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick,
, ^zz++++=EXTRAWORD
with ^in++++=with
Miss ^npt++++=Miss
Waring ^np++++=Waring
clutching ^vwbg+++xvbg+=clutching
at ^in++++=at
his ^pp$+pp3+++=his
sleeve ^nn++++=sleeve,
, ^zz++++=EXTRAWORD
raced ^j+++xvbn+=raced
toward ^in++++=toward
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
terrace ^nn++++=terrace.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
not ^xnot++not++=not
far ^rb+pl+++=far
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
Directly ^rb++++=Directly
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
them ^pp3o+pp3+++=them
they ^pp3a+pp3+++=they
saw ^vbd+vprv++xvbnx+=saw
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
dragged ^vprf+++xvbnx+=dragged
from ^in++++=from
the ^ati++++=the
very ^ap+amp+++=very
soul ^nn++++=soul
of ^in++++=of
the ^ati++++=the
woman ^nn++++=woman
the ^ati++++=the
scream ^nn++++=scream
of ^in++++=of
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
The ^ati++++=The
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
opened ^vbd+++xvbn+=opened
upon ^in++++=upon
the ^ati++++=the
terrace ^nn++++=terrace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
at ^rb++++=at
the ^ati++++=the
piano ^nn++++=piano,
, ^zz++++=EXTRAWORD
Jackson ^np++++=Jackson
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
playing ^vbg+++xvbgx+=playing
for ^in++++=for
those ^dt+dem+++=those
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
to ^to++++=to
dance ^vbi++++=dance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
windows ^nns++++=windows
to ^in++++=to
the ^ati++++=the
terrace ^nn++++=terrace
were ^vbd+bed+vrb++=were
open ^jj+pred+++=open.
. ^zz++++=EXTRAWORD
The ^ati++++=The
terrace ^nn++++=terrace
itself ^ppl++++=itself
was ^vbd+bedz+vrb++=was
flooded ^jj+pred+++=flooded
with ^in++++=with
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
Seeking ^vbg+++xvbg+=Seeking
the ^ati++++=the
fresh ^jj+atrb+++=fresh
air ^nn++++=air,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
dancers ^nns+nom+++=dancers
stepped ^vbd+++xvbn+=stepped
from ^in++++=from
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
flags ^nns++++=flags
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
then ^rn+tm+splt++=then
raised ^vprf+++xvbnx+=raised
the ^ati++++=the
cry ^nn++++=cry
of ^in++++=of
terror ^nn++++=terror
and ^cc++++=and
fallen ^vprf+++xvbn+=fallen
in ^in++++=in
a ^at++++=a
faint ^nn++++=faint.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen,
, ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
a ^at++++=a
moment ^nn++++=moment
later ^rbr+tm+++=later
also ^rb++++=also
saw ^vbd+vprv++xvbn+=saw.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
terrace ^nn++++=terrace
in ^in++++=in
the ^ati++++=the
moon ^nn++++=moon-light,
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Bruno ^np+++??+=Bruno
and ^cc++++=and
Clara ^np++++=Clara,
, ^zz++++=EXTRAWORD
on ^in++++=on
their ^pp$+pp3+++=their
hind ^jjb+atrb+++=hind
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
solemnly ^rb++splt++=solemnly
waltzing ^vbg+++xvbgx+=waltzing.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
the ^ati++++=the
scream ^vb++++=scream
nor ^cc++neg++=nor
the ^ati++++=the
cessation ^nn+nom+++=cessation
of ^in++++=of
the ^ati++++=the
music ^nn++++=music
disturbed ^vbd+++xvbn+=disturbed
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Contentedly ^np+++??+=Contentedly,
, ^zz++++=EXTRAWORD
proudly ^rb+cnj+++=proudly,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
continued ^vbd+++xvbnx+=continued
to ^to++++=to
revolve ^vbi++++=revolve
in ^in++++=in
hops ^nns+++??+=hops
and ^cc++++=and
leaps ^nns++++=leaps.
. ^zz++++=EXTRAWORD
From ^in++++=From
their ^pp$+pp3+++=their
happy ^jj+atrb+++=happy
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
evident ^jj+pred+++=evident
they ^pp3a+pp3+++=they
not ^xnot++not++=not
only ^rb+down+++=only
were ^vbd+bed+aux++=were
enjoying ^vbg+++xvbgx+=enjoying
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
they ^pp3a+pp3+++=they
felt ^vbd+vprv+tht0+xvbnx+=felt
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
greatly ^rb+amp+splt++=greatly
affording ^vbg+++xvbgx+=affording
immeasurable ^jj+atrb+++=immeasurable
delight ^nn++++=delight
to ^in++++=to
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Sick ^jj++++=Sick
at ^in++++=at
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
furious ^jj++++=furious,
, ^zz++++=EXTRAWORD
bitterly ^rb++++=bitterly
hurt ^nn+++xvbn+=hurt,
, ^zz++++=EXTRAWORD
with ^in++++=with
roars ^nns++++=roars
of ^in++++=of
mocking ^xvbg+++xvbg+=mocking
laughter ^nn+nom+++=laughter
in ^in++++=in
his ^pp$+pp3+++=his
ears ^nns++++=ears,
, ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
ran ^vbd+++xvbn+=ran
toward ^in++++=toward
the ^ati++++=the
stables ^nns++++=stables
for ^in++++=for
help ^nn++++=help.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
farther ^rbr++++=farther
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
terrace ^nn++++=terrace
the ^ati++++=the
butler ^np++++=butler
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
a ^at++++=a
tray ^nn++++=tray
of ^in++++=of
liqueurs ^nns+++??+=liqueurs,
, ^zz++++=EXTRAWORD
whiskeys ^nns+++??+=whiskeys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soda ^nn++++=soda
bottles ^nns++++=bottles.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
back ^jjb++++=back
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
turned ^vpsv++agls+xvbnx+=turned
for ^in++++=for
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
time ^nn++++=time
had ^vbd+hvd+aux++=had
sufficed ^vprf+++xvbnx+=sufficed.
. ^zz++++=EXTRAWORD
Lolling ^vbg+nom++xvbg+=Lolling
with ^in++++=with
his ^pp$+pp3+++=his
legs ^nns++++=legs
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
stretched ^xvbn+++xvbn+=stretched
in ^in++++=in
a ^at++++=a
wicker ^nn++++=wicker
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
beheld ^nn+++??+=beheld
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
Ikey ^np+++??+=Ikey.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
his ^pp$+pp3+++=his
uplifted ^jj+atrb+++=uplifted
paws ^nns+++??+=paws
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
aloof ^jj++++=aloof
the ^ati++++=the
base ^nn++++=base
of ^in++++=of
a ^at++++=a
decanter ^nn+nom+++=decanter;
; ^zz++++=EXTRAWORD
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
well ^rb++++=well
jammed ^vwbn+++xvbn+=jammed
down ^rp++++=down
his ^pp$+pp3+++=his
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
long ^jj+atrb+++=long
neck ^nn++++=neck
of ^in++++=of
the ^ati++++=the
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
From ^in++++=From
it ^pp3+it+++=it
issued ^vbd+++xvbn+=issued
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
gentle ^jj+atrb+++=gentle
gurgling ^nn+nom+++=gurgling.
. ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
seized ^vbd+++xvbn+=seized
the ^ati++++=the
decanter ^nn+nom+++=decanter
and ^cc++++=and
hurled ^vbd+++xvbn+=hurled
it ^pp3+it+++=it
crashing ^vbg+++xvbg+=crashing
upon ^in++++=upon
the ^ati++++=the
terrace ^nn++++=terrace.
. ^zz++++=EXTRAWORD
With ^in++++=With
difficulty ^nn++++=difficulty
Ikey ^np+++??+=Ikey
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
Swaying ^vbg+++xvbg+=Swaying
and ^cc+phrs+++=and
shaking ^vbg+++xvbg+=shaking
his ^pp$+pp3+++=his
head ^jjb++++=head
reproachfully ^rb+cnj+++=reproachfully,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
Herrick ^np+++??+=Herrick
A ^at++++=a
Perfectly ^rb+amp+++=perfectly
Accurate ^jj+atrb+++=accurate
Imitation ^nn+nom+++=imitation
Of ^in++++=of
An ^at++++=an
Intoxicated ^nn++++=intoxicated
Bear ^vb+vprv+++=bear.
 ^zz++++=EXTRAWORD
