I ^pp1a+pp1+++=I.
and ^cc+cls+++=and
full ^jj++++=full
of ^in++++=of
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
the ^ati++++=the
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
" ^zz++++="
What ^wdt+who+++=What
! ^zz++++=!
Did ^vbd+dod+vrb++=Didn't
n't ^xnot++not++0=EXTRAWORD
they ^pp3a+pp3+++=they
tell ^vb++++=tell
you ^pp2+pp2+++=you
to ^to++++=to
bring ^vbi++++=bring
the ^ati++++=the
children ^nns++++=children
to ^in++++=to
mamma ^npt++++=mamma?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
the ^ati++++=the
nurse ^nn++++=nurse.
. ^zz++++=EXTRAWORD
" ^zz++++="
No ^at++++=No,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
little ^ap++++=little
lad ^nn++++=lad
stopped ^vbd+++xvbn+=stopped
for ^in++++=for
one ^cd1++++=one
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
gazed ^j+++xvbn+=gazed
intently ^rb++++=intently
at ^in++++=at
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
kicked ^vbd+++xvbn+=kicked
out ^rp+pl+++=out
his ^pp$+pp3+++=his
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
merry ^jj+atrb+++=merry
cry ^nn++++=cry
ran ^vbd+++xvbn+=ran
on ^in++++=on
further ^nn++++=further.
. ^zz++++=EXTRAWORD
" ^zz++++="
She ^pp3a+pp3+++=She's
's ^vbz+bez+aux++0=EXTRAWORD
pretending ^vbg+++xvbgx+=pretending
to ^to+vcmp+++=to
be ^vbi++vrb++=be
my ^pp$+pp1+++=my
little ^ap++++=little
black ^jj+atrb+++=black
horse ^nn++++=horse,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shrieked ^vbd+++xvbn+=shrieked
the ^ati++++=the
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
at ^rb++++=at
his ^pp$+pp3+++=his
little ^ap++++=little
sister ^nn++++=sister.
. ^zz++++=EXTRAWORD
Meanwhile ^rb+cnj+++=Meanwhile,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
other ^ap++++=other
roo ^nn+++??+=roo'm,
'm, ^nn++be+??+0=EXTRAWORD
the ^ati++++=the
sister ^nn++++=sister
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
by ^in++++=by
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
invalid ^nn++++=invalid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
an ^at++++=an
artfully ^rb++++=artfully
prepared ^vbd+++xvbn+=prepared
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
endeavouring ^vbg+++xvbgx+=endeavouring
to ^to++++=to
prepare ^vbi++++=prepare
her ^pp$+pp3+++=her
for ^in++++=for
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
was ^vbd+bedz+aux++=was
mixing ^vbg+++xvbgx+=mixing
a ^at++++=a
draught ^nn++++=draught
at ^in++++=at
the ^ati++++=the
other ^ap++++=other
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
invalid ^nn++++=invalid,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
white ^jj++++=white
dressing ^jj+++xvbg+=dressing-gown,
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
propped ^vbd+++xvbn+=propped
up ^rp++++=up
all ^abn++++=all
round ^in++++=round
with ^in++++=with
pillows ^nns++++=pillows,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
up ^rp++++=up
in ^in++++=in
bed ^nn++++=bed
and ^cc++++=and
looking ^vbg+++xvbg+=looking
at ^rb++++=at
her ^pp3o+pp3+++=her
sister ^npt++++=sister
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
interrupting ^vbg+++xvbg+=interrupting
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
" ^zz++++="
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
prepare ^vb++++=prepare
me ^pp1o+pp1+++=me
! ^zz++++=!
Oo ^uh++++=Oon't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
me ^pp1o+pp1+++=me
for ^in++++=for
a ^at++++=a
child ^nn++++=child.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
Christian ^jj+atrb+++=Christian
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
all ^abn++++=all
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
not ^xnot++not++=not
long ^vb++++=long
to ^to+vcmp+++=to
live ^vbi++++=live.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
my ^pp$+pp1+++=my
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
listened ^vprf+++xvbnx+=listened
to ^in++++=to
me ^pp1o+pp1+++=me
sooner ^rbr++++=sooner
I ^pp1a+pp1+++=I
should ^md+nec+++=should
now ^rn+tm+++=now
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
Italy ^np++++=Italy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
possibly ^rb++++=possibly
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly
^ ^zz++++=^would
would ^md+prd+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
quite ^abl++++=quite
well ^rb++++=well.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^abn++++=all
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
so ^rb++++=so.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
we ^pp1a+pp1+++=we
to ^to++++=to
do ^vbi++++=do
if ^cs+cnd+++=if
God ^np++++=God
wills ^np++++=wills
it ^pp3+it+++=it
so ^ql++++=so?
? ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+vrb++=have
all ^rb++++=all
a ^ap++++=a
great ^ap"++++=great
many ^ap"++++=many
sins ^nns++++=sins
to ^in++++=to
answer ^nn++++=answer
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that
; ^zz++++=;
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
trust ^vb+vprv+++=trust
in ^in++++=in
God ^np++++=God's
's ^$++++=EXTRAWORD
mercy ^nn++++=mercy
to ^to++++=to
forgive ^vbi++++=forgive
us ^pp1o+pp1+++=us
all ^rb++++=all
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
He ^pp3a+pp3+++=He
will ^md+prd+++=will
forgive ^vb++++=forgive
us ^pp1o+pp1+++=us
all ^rb++++=all.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
try ^vb++++=try
to ^to+vcmp+++=to
understand ^vbi+vprv+tht0++=understand
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and"
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
many ^ap++++=many
sins ^nns++++=sins
to ^in++++=to
answer ^nn++++=answer
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
lot ^nn++++=lot
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
suffered ^vprf+++xvbnx+=suffered
! ^zz++++=!
I ^pp1a+pp1+++=I
try ^vb++++=try
to ^to+vcmp+++=to
endure ^vbi++++=endure
my ^pp$+pp1+++=my
sufferings ^nns++++=sufferings
patiently ^rb++++=patiently."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
Then ^rn+tm+++=Then
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
send ^vb++++=send
for ^in++++=for
the ^ati++++=the
little ^ap++++=little
father ^nn++++=father,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be
still ^rb+atrb+++=still
easier ^jjr+pred+++=easier
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
communicate ^nn+nom+++=communicate,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
sister ^nn++++=sister.
. ^zz++++=EXTRAWORD
The ^ati++++=The
invalid ^nn++++=invalid
inclined ^vwbn+++xvbn+=inclined
her ^pp$+pp3+++=her
head ^jjb++++=head
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
assent ^nn++++=assent.
. ^zz++++=EXTRAWORD
" ^zz++++="
God ^np++++=God
forgive ^vb++++=forgive
me ^pp1o+pp1+++=me
a ^at++++=a
sinner ^nn++++=sinner
! ^zz++++=!
" ^zz++++="
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sister ^nn++++=sister
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
and ^cc++++=and
beckoned ^vpsv++agls+xvbn+=beckoned
to ^in++++=to
the ^ati++++=the
little ^ap++++=little
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
an ^at++++=an
angel ^nn++++=angel,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
husband ^nn++++=husband
with ^in++++=with
tears ^nns++++=tears
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
husband ^nn++++=husband
began ^vbd+++xvbn+=began
to ^to++++=to
weep ^vbi++++=weep,
, ^zz++++=EXTRAWORD
the ^ati++++=the
priest ^nn++++=priest
passed ^vbd+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman
still ^rb++++=still
remained ^vbd+++xvbn+=remained
unconscious ^jj++++=unconscious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everything ^pn++++=everything
in ^in++++=in
the ^ati++++=the
antechamber ^jjr++++=antechamber
was ^vbd+bedz+vrb++=was
perfectly ^rb+amp+++=perfectly
quiet ^jj+pred+++=quiet.
. ^zz++++=EXTRAWORD
In ^in++++=In
about ^in++++=about
five ^cd++++=five
minutes ^nns++++=minutes
the ^ati++++=the
priest ^nn++++=priest
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
door ^nn++++=door
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
off ^rb+phrv+++=off
the ^ati++++=the
epitrachilion ^nn+++??+=epitrachilion,
, ^zz++++=EXTRAWORD
smoothed ^j+++xvbn+=smoothed
his ^pp$+pp3+++=his
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
" ^zz++++="
Thank ^vb++++=Thank
God ^nn++++=God
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
calmer ^jjr+pred+++=calmer
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="
she ^pp3a+pp3+++=she
wants ^vbz++++=wants
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you
all ^rb++++=all."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
sister ^nn++++=sister
and ^cc++++=and
the ^ati++++=the
husband ^nn++++=husband
went ^vbd+++xvbn+=went
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
The ^ati++++=The
invalid ^nn++++=invalid
was ^vbd+bedz+vrb++=was
weeping ^nn++++=weeping
softly ^rb++++=softly
and ^cc++++=and
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
holy ^jj+atrb+++=holy
image ^nn++++=image.
. ^zz++++=EXTRAWORD
" ^zz++++="
I ^pp1a+pp1+++=I
congratulate ^nn+nom+++=congratulate
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
" ^zz++++="
I ^pp1a+pp1+++=I
thank ^vb++++=thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
well ^rb++++=well
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
with ^in++++=with
me ^pp1o+pp1+++=me
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
an ^at++++=an
inexpressible ^jj+atrb+++=inexpressible
joy ^nn++++=joy
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
invalid ^nn++++=invalid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
light ^jj+atrb+++=light
smile ^nn++++=smile
played ^vbd+++xvbn+=played
upon ^in++++=upon
her ^pp$+pp3+++=her
thin ^jj+atrb+++=thin
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
" ^zz++++="
How ^wrb+who+++=How
merciful ^jj+atrb+++=merciful
God ^nn++++=God
is ^vbz+bez+aux++=is
! ^zz++++=!
is ^vbz+bez+vrb++=is
He ^pp3a+pp3+++=He
not ^xnot++not++=not
? ^zz++++=?
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
merciful ^jj+pred+++=merciful
and ^cc+phrs+++=and
almighty ^jj++++=almighty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
with ^in++++=with
an ^at++++=an
eager ^jj+atrb+++=eager
prayer ^nn++++=prayer
on ^rp++++=on
her ^pp3o+pp3+++=her
lips ^nns++++=lips
and ^cc++++=and
streaming ^nvbg+++xvbg+=streaming
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
again ^rb+tm+++=again
gazed ^vbd+++xvbn+=gazed
upon ^in++++=upon
the ^ati++++=the
holy ^jj+atrb+++=holy
image ^nn++++=image.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
something ^pn++++=something
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
occur ^vbi++++=occur
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
beckoned ^vbd+++xvbnx+=beckoned
to ^in++++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband
to ^to++++=to
draw ^vbi++++=draw
near ^in+strn+++=near.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
will ^md+prd+++=will
do ^vb+do+vrb++=do
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
ask ^vb++++=ask
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
with ^in++++=with
a ^at++++=a
weak ^jj+atrb+++=weak
and ^cc+phrs+++=and
querulous ^jj+atrb+++=querulous
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
The ^ati++++=The
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
extending ^vbg+++xvbg+=extending
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
listened ^j+++xvbn+=listened
humbly ^jj++++=humbly.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
How ^wrb+who+++=How
many ^ap++++=many
times ^nns++++=times
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
these ^dt+dem+++=these
doctors ^nns++++=doctors
know ^vb+vprv+++=know
nothing ^pn++++=nothing-?
- ^zz++++=EXTRAWORD
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
simple ^jj+atrb+++=simple
medicines ^nns++++=medicines
that ^tht+rel+++=that
really ^rb+emph+++=really
cure ^nn++++=cure.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
The ^ati++++=The
little ^ap++++=little
father ^nn++++=father
has ^vbz+hvz+aux++=has
just ^rb+emph+splt++=just
been ^vprf+ben+aux+xvbnx+=been
saying ^vbg+++xvbgx+=saying
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
shopkeeper ^nn+nom+++=shopkeeper
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Send ^vb++++=Send
! ^zz++++=!
" ^zz++++="
" ^zz++++="For
for ^in++++=EXTRAWORD
whom ^whp+rel+pied++=whom,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
My ^pp$+pp1+++=My
God ^nn++++=God,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
understand ^vb+vprv+++=understand
nothing ^pn++++=nothing,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
sick ^jj+atrb+++=sick
woman ^nn++++=woman
frowned ^vbd+++xvbn+=frowned
and ^cc+phrs+++=and
closed ^vbd+++xvbn+=closed
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
came ^vbd+++xvbn+=came
up ^rp++++=up
and ^cc++++=and
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
hand ^nn++++=hand'.
'. ^nn+++??+=EXTRAWORD
The ^ati++++=The
pulse ^nn++++=pulse
was ^vbd+bedz+aux++=was
plainly ^rb++splt++=plainly
beating ^vbg+++xvbgx+=beating
feebler ^jjr++++=feebler
and ^cc+phrs+++=and
feebler ^jjr++++=feebler.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
beckoned ^vbd+++xvbnx+=beckoned
to ^in++++=to
the ^ati++++=the
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
The ^ati++++=The
invalid ^nn++++=invalid
observed ^vbd+vprv++xvbn+=observed
the ^ati++++=the
gesture ^nn++++=gesture
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
round ^rb++++=round
her ^pp$+pp3+++=her
in ^in++++=in
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sister ^npt++++=sister
turned ^vbd+++xvbn+=turned
aside ^rp++++=aside
and ^cc++++=and
wept ^vbd+++xvbn+=wept.
. ^zz++++=EXTRAWORD
" ^zz++++="
Don ^npt++++=Don'^t
'^t ^nn+++??+=EXTRAWORD
weep ^nn++++=weep,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
torture ^nn++++=torture
yourself ^ppl+pp2+++=yourself
and ^cc++++=and
me ^pp1o+pp1+++=me
! ^zz++++=!
" ^zz++++="
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
invalid ^nn++++=invalid
" ^zz++++="
it ^pp3+it+++=it
deprives ^vbz++++=deprives
me ^pp1o+pp1+++=me
of ^in++++=of
the ^ati++++=the
little ^ap++++=little
calmr ^nn+++??+=calmr
ness ^np++++=ness
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
left ^vprf+++xvbnx+=left."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
an ^at++++=an
angel ^nn++++=angel,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
kissing ^nvbg+++xvbg+=kissing
her ^pp3o+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="
No ^at++++=No,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
kiss ^vb++++=kiss
me ^pp1o+pp1+++=me
here ^rn+pl+++=here
! ^zz++++=!
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
only ^rb+down+splt++=only
coipses ^vbz+++??+=coipses
whose ^whp+who+++=whose
hands ^nns++++=hands
we ^pp1a+pp1+++=we
kiss ^vb++++=kiss!
! ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
God ^nn++++=God,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God!
! ^zz++++=EXTRAWORD
" ^zz++++="
That ^tht+rel+++=That
same ^ap++++=same
evening ^nn++++=evening
the ^ati++++=the
invalid ^nn++++=invalid
was ^vbd+bedz+vrb++=was
already ^rb++++=already
a ^at++++=a
corpse ^nn++++=corpse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
corpse ^nn++++=corpse
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
upon ^in++++=upon
a ^at++++=a
bier ^nn++++=bier
in ^in++++=in
the ^ati++++=the
saloon ^nn++++=saloon
of ^in++++=of
that ^dt+dem+++=that
large ^jj+atrb+++=large
house ^nn++++=house.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
large ^jj+atrb+++=large
apartment ^nn+nom+++=apartment,
, ^zz++++=EXTRAWORD
with ^in++++=with
closed ^jj+atrb++xvbn+=closed
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
a ^at++++=a
solitary ^jj+atrb+++=solitary
D ^zz++++=D'yachok[3]
'yachok[3] ^nn+++??+=EXTRAWORD
singing ^vwbg+++xvbg+=singing
in ^in++++=in
cadence ^nn+nom+++=cadence
through ^in++++=through
his ^pp$+pp3+++=his
nose ^nn++++=nose
the ^ati++++=the
Psalms ^np+++??+=Psalms
of ^in++++=of
David ^np++++=David.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bright ^jj+atrb+++=bright
light ^nn++++=light
from ^in++++=from
the ^ati++++=the
wax ^nn++++=wax-candles
- ^zz++++=EXTRAWORD
candles ^nns++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
large ^jj+atrb+++=large
silver ^nn++++=silver
candelabra ^nn+++??+=candelabra
fell ^vbd+++xvbn+=fell
on ^in+ppvb+++=on
the ^ati++++=the
white ^jj+atrb+++=white
forehead ^nn++++=forehead
of ^in++++=of
the ^ati++++=the
defunct ^nn+++??+=defunct,
, ^zz++++=EXTRAWORD
on ^rp++++=on
her ^pp3o+pp3+++=her
heavy ^jj+atrb+++=heavy
waxen ^jj+atrb+++=waxen
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
stone ^nn++++=stone-stiff
- ^zz++++=EXTRAWORD
stiff ^jj+atrb+++=EXTRAWORD
folds ^nns++++=folds
of ^in++++=of
the ^ati++++=the
pall ^np++++=pall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
frightfully ^rb++++=frightfully
prominent ^jj+atrb+++=prominent
knees ^nns++++=knees
and ^cc++++=and
toes ^nns++++=toes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Tjyachok ^np+++??+=TJyachok,
, ^zz++++=EXTRAWORD
without ^in++++=without
imderstanding ^xvbg+++xvbg+=imderstanding
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
on ^in++++=on
reciting ^nn++++=reciting
in ^in++++=in
a ^at++++=a
deliberately ^rb++++=deliberately
measured ^xvbn+++xvbn+=measured
tone ^np++++=tone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^cs+sub+++=in
that ^cs"++++=that
silent ^jj+atrb+++=silent
chamber ^nn++++=chamber
the ^ati++++=the
words ^nns++++=words
sounded ^vbd+++xvbn+=sounded
and ^cc+phrs+++=and
died ^vbd+++xvbn+=died
away ^rp+pl+++=away
strangely ^rb++++=strangely.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
distant ^jj+atrb+++=distant
room ^nn++++=room,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
flying ^jj+++xvbg+=flying
