She ^pp3a+pp3+++=She
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
for ^in++++=for
many ^ap++++=many
miles ^nns++++=miles
of ^in++++=of
mountain ^nn++++=mountain
and ^cc++++=and
forest ^nn++++=forest
was ^vbd+bedz+vrb++=was
also ^rb++++=also
the ^ati++++=the
only ^ap+down+++=only
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
exhausted ^vprf+++xvbnx+=exhausted
his ^pp$+pp3+++=his
store ^nn++++=store
of ^in++++=of
simple ^jj+atrb+++=simple
medicines ^nns++++=medicines.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
can ^md+pos+++=can
stop ^vb++++=stop
the ^ati++++=the
hemorrhage ^nn+nom+++=hemorrhage,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
protested ^vbd+vpub++xvbnx+=protested
wearily ^rb+cnj+++=wearily,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
the ^ati++++=the
strongest ^nn++++=strongest
of ^in++++=of
drugs ^nns++++=drugs.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
bethought ^vbd+++xvbn+=bethought
him ^pp3o+pp3+++=him
of ^in++++=of
the ^ati++++=the
medicine ^nn++++=medicine
case ^nn++++=case
Miss ^npt++++=Miss
Armitage ^np+nom+++=Armitage
had ^vbd+hvd+aux++=had
forced ^vprf+++xvbnx+=forced
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
opium ^nn++++=opium
to ^in++++=to
the ^ati++++=the
men ^nns++++=men
for ^in++++=for
dysentery ^nn+nom+++=dysentery,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
opium ^vb++++=opium
help ^nn++++=help
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
sprang ^vbd+++xvbn+=sprang
at ^in++++=at
him ^pp3o+pp3+++=him
and ^cc++++=and
pushed ^vbd+++xvbn+=pushed
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
toward ^in++++=toward
the ^ati++++=the
saddle ^nn++++=saddle-bags.
- ^zz++++=EXTRAWORD
bags ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
children ^nns++++=children,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
silent ^jj+atrb+++=silent
group ^nn++++=group
in ^in++++=in
the ^ati++++=the
plaza ^np++++=plaza,
, ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
has ^vbz+hvz+aux++=has
sent ^vprf+++xvbnx+=sent
a ^at++++=a
miracle ^nn++++=miracle!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^in++++=After
an ^at++++=an
hour ^nn++++=hour
at ^in++++=at
the ^ati++++=the
bedside ^nn++++=bedside
the ^ati++++=the
priest ^nn++++=priest
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
live ^vb++++=live,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
knelt ^vbd+++xvbn+=knelt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
mother ^nn++++=mother
of ^in++++=of
the ^ati++++=the
boy ^nn++++=boy
and ^cc++++=and
the ^ati++++=the
villagers ^nns+nom+++=villagers
knelt ^vbd+++xvbn+=knelt
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Chesterton ^np+++??+=Chesterton
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
the ^ati++++=the
landlord ^nn++++=landlord,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
silently ^rb++splt++=silently
watching ^vbg+++xvbg+=watching
while ^cs+sub+++=while
the ^ati++++=the
two ^cd++++=two
men ^nns++++=men
struggled ^vbd+++xvbn+=struggled
with ^in++++=with
death ^nn++++=death
for ^in++++=for
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
his ^pp$+pp3+++=his
son ^nn++++=son,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
village ^nn+nom+++=village
along ^in++++=along
the ^ati++++=the
trail ^nn++++=trail
to ^in++++=to
Mayaguez ^np+++??+=Mayaguez,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sudden ^jj+atrb+++=sudden
clatter ^nn++++=clatter
of ^in++++=of
a ^at++++=a
pony ^nn++++=pony's
's ^$++++=EXTRAWORD
hoofs ^nns++++=hoofs.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
moved ^vbd+++xvbn+=moved
like ^in++++=like
a ^at++++=a
thing ^nn++++=thing
driven ^vwbn+++xvbn+=driven
with ^in++++=with
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
strode ^vbd+++xvbn+=strode
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
recovery ^nn+nom+++=recovery
of ^in++++=of
the ^ati++++=the
child ^nn++++=child
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
only ^rb+down+++=only
a ^at++++=a
demonstration ^nn+nom+++=demonstration
of ^in++++=of
the ^ati++++=the
efficacy ^nn+nom+++=efficacy
of ^in++++=of
prayer ^nn++++=prayer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
too ^rb++++=too
quickly ^rb++++=quickly
bring ^vb++++=bring
home ^nr++++=home
the ^ati++++=the
lesson ^nn++++=lesson
to ^in++++=to
his ^pp$+pp3+++=his
parishioners ^nns+nom+++=parishioners.
. ^zz++++=EXTRAWORD
Amid ^in++++=Amid
their ^pp$+pp3+++=their
murmurs ^nns++++=murmurs
of ^in++++=of
wonder ^nn++++=wonder
and ^cc++++=and
gratitude ^nn++++=gratitude
Chesterton ^np+++??+=Chesterton
rode ^vbd+++xvbn+=rode
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
kindly ^rb++++=kindly
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
priest ^nn++++=priest
he ^pp3a+pp3+++=he
bequeathed ^vbd+++xvbnx+=bequeathed
El ^np++++=El
Capitan ^np+++??+=Capitan.
. ^zz++++=EXTRAWORD
With ^in++++=With
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
to ^in++++=to
pay ^nn++++=pay
for ^in++++=for
the ^ati++++=the
fresh ^jj+atrb+++=fresh
pony ^nn++++=pony.
. ^zz++++=EXTRAWORD
A ^at++++=A
quarter ^nn++++=quarter
of ^in++++=of
a ^at++++=a
mile ^nn++++=mile
outside ^jjb++++=outside
the ^ati++++=the
village ^nn+nom+++=village
three ^cd++++=three
white ^jj+atrb+++=white
figures ^nns++++=figures
confronted ^vbd+++xvbn+=confronted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
who ^whp+rel+subj++=who
stood ^vbd+++xvbn+=stood
apart ^rp++++=apart
in ^in++++=in
the ^ati++++=the
shadow ^nn++++=shadow
shrank ^vbd+++xvbn+=shrank
from ^in++++=from
observation ^nn+nom+++=observation,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
landlord ^nn++++=landlord,
, ^zz++++=EXTRAWORD
seated ^jj+atrb++xvbn+=seated
bareback ^nn+++??+=bareback
upon ^in++++=upon
a ^at++++=a
pony ^nn++++=pony
that ^tht+rel+++=that
from ^in++++=from
some ^dti++++=some
late ^jj+atrb+++=late
exertion ^nn+nom+++=exertion
was ^vbd+bedz+aux++=was
breathing ^vbg+++xvbgx+=breathing
heavily ^rb+cnj+++=heavily,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
to ^in++++=to
him ^pp3o+pp3+++=him
to ^to++++=to
halt ^vbi++++=halt.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
fashion ^nn++++=fashion
of ^in++++=of
my ^pp$+pp1+++=my
country ^nn++++=country,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
grandiloquently ^rb+cnj+++=grandiloquently,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
this ^dt+dem+++=this
far ^rb+pl+++=far
to ^to++++=to
wish ^vbi+vprv+++=wish
you ^pp2+pp2+++=you
God ^np++++=God
speed ^nn++++=speed
upon ^in++++=upon
your ^pp$+pp2+++=your
journey ^nn++++=journey."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
fashion ^nn++++=fashion
of ^in++++=of
the ^ati++++=the
American ^nn+nom+++=American
he ^pp3a+pp3+++=he
seized ^vbd+++xvbnx+=seized
Chesterton ^np+++??+=Chesterton
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
senor ^nn++++=senor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
Chesterton ^np+++??+=Chesterton.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
one ^cd1++++=one
who ^whp+rel+subj++=who
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
' ^zz++++='pack'
pack ^nn++++=EXTRAWORD
' ^zz++++=EXTRAWORD
that ^dt+dem+++=that
medicine ^nn++++=medicine
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
for ^in++++=for
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
saved ^vbd+++xvbn+=saved
a ^at++++=a
life ^nn++++=life."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Spaniard ^np+++??+=Spaniard
regarded ^vwbn+++xvbn+=regarded
him ^pp3o+pp3+++=him
curiously ^rb+cnj+++=curiously,
, ^zz++++=EXTRAWORD
fixing ^nvbg+++xvbg+=fixing
him ^pp3o+pp3+++=him
with ^in++++=with
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
as ^cs+sub+++=as
though ^cs+sub+++=though
deep ^jj++++=deep
in ^in++++=in
consideration ^nn+nom+++=consideration.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
gravely ^np++++=gravely.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
right ^jj+pred+++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
both ^abx++++=both
remember ^nn+nom+++=remember
her ^pp$+pp3+++=her
in ^in++++=in
our ^pp$+pp1+++=our
prayers ^nns+nom+++=prayers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
Chesterton ^np+++??+=Chesterton
rode ^vbd+++xvbn+=rode
away ^rp+pl+++=away
the ^ati++++=the
words ^nns++++=words
remained ^vbd+++xvbn+=remained
gratefully ^rb++++=gratefully
in ^in++++=in
his ^pp$+pp3+++=his
memory ^nn++++=memory
and ^cc++++=and
filled ^vbd+++xvbn+=filled
him ^pp3o+pp3+++=him
with ^in++++=with
pleasant ^jj+atrb+++=pleasant
thoughts ^nns++++=thoughts.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
world ^nn++++=world,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
mused ^vbd+++xvbnx+=mused,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
full ^jj+pred+++=full
of ^in++++=of
just ^rb+emph+++=just
such ^abl++++=such
kind ^nn++++=kind
and ^cc++++=and
gentle ^jj+atrb+++=gentle
souls ^nns++++=souls."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^cs+sub+++=After
an ^at++++=an
interminable ^jj+atrb+++=interminable
delay ^nn++++=delay
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
Newport ^np++++=Newport,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
escaped ^vbd+++xvbnx+=escaped
from ^in++++=from
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miss ^npt++++=Miss
Armitage ^np+nom+++=Armitage
and ^cc++++=and
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
down ^rb+phrv+++=down
the ^ati++++=the
lawn ^nn++++=lawn
to ^in++++=to
the ^ati++++=the
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vpsv++agls+xvbn+=stood
with ^in++++=with
the ^ati++++=the
waves ^nns++++=waves
whispering ^vwbg+++xvbg+=whispering
at ^rb++++=at
their ^pp$+pp3+++=their
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
moment ^nn++++=moment
for ^in++++=for
which ^whp+rel+pied++=which
each ^dt++++=each
had ^vb+hv+aux++=had
so ^ql++++=so
often ^rb++++=often
longed ^vbd+++xvbn+=longed,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
both ^abx++++=both
had ^vb+hv+aux++=had
so ^ql++++=so
often ^rb++++=often
tortured ^vbd+++xvbn+=tortured
themselves ^ppls+pp3+++=themselves
by ^in++++=by
living ^xvbg+++xvbg+=living
in ^in++++=in
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
theirs ^pp$$++++=theirs,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
fearful ^jj+pred+++=fearful
it ^pp3+it+++=it
might ^md+pos+++=might
not ^xnot++not++=not
be ^vb+be+vrb++=be
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
charm ^nn++++=charm
never ^rb++++=never
failed ^vbd+++xvbn+=failed!
! ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
wonderful ^jj+pred+++=wonderful!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vpsv++by+xvbn+=stood
by ^in++++=by
me ^pp1o+pp1+++=me
so ^rb++++=so
obviously ^rb+amp+++=obviously.
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
before ^in++++=before
San ^np++++=San
Juan ^np++++=Juan,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
mill ^nn++++=mill
at ^rb++++=at
El ^np++++=El
Poso ^np+++??+=Poso,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
slept ^vbd+++xvbnx+=slept
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
poncho ^nn+++??+=poncho
with ^in++++=with
another ^dt++++=another
correspondent ^nn++++=correspondent.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
woke ^vbd+++xvbnx+=woke
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
raging ^jj+atrb++xvbg+=raging
appetite ^nn++++=appetite
for ^in++++=for
bacon ^nn++++=bacon
and ^cc++++=and
coffee ^nn++++=coffee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
woke ^vbd+++xvbnx+=woke
up ^rp++++=up
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
temperature ^nn++++=temperature
of ^in++++=of
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
four ^cd++++=four.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
by ^in++++=by
Capron ^np++++=Capron's
's ^$++++=EXTRAWORD
gun ^nn++++=gun
at ^rb++++=at
El ^np++++=El
Caney ^np+++??+=Caney,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
shell ^nn++++=shell
took ^vbd+++xvbn+=took
the ^ati++++=the
three ^cd++++=three
men ^nns++++=men
who ^whp+rel+subj++=who
served ^vbd+++xvbn+=served
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
scared ^xvbn+++xvbn+=scared
Me ^pp1o+pp1+++=ME.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
another ^dt++++=another
time ^nn++++=time--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
" ^zz++++="Anyway,"
anyway ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
laughed ^vbd+++xvbnx+=laughed,
, ^zz++++=EXTRAWORD
" ^zz++++="here
here ^rn+pl+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
night ^nn++++=night,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
awful ^jj+atrb+++=awful
night ^nn++++=night,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
trembled ^vbd+++xvbnx+=trembled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
this ^dt+dem+++=this
an ^at++++=an
added ^jj+atrb++xvbn+=added
excuse ^nn++++=excuse
for ^in++++=for
drawing ^xvbg+++xvbg+=drawing
her ^pp3o+pp3+++=her
closer ^rbr++++=closer
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
in ^in++++=in
great ^jj+atrb+++=great
peril ^nn++++=peril,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
would ^md+prd+++=would
surely ^rb++splt++=surely
die ^vb++++=die.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^abn++++=all
through ^in++++=through
the ^ati++++=the
night ^nn++++=night
I ^pp1a+pp1+++=I
knelt ^vbd+++xvbnx+=knelt
by ^in++++=by
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
toward ^in++++=toward
Cuba ^np++++=Cuba
and ^cc++++=and
prayed ^vbd+vsua++xvbn+=prayed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prayed ^vpsv++agls+xvbn+=prayed
to ^in++++=to
God ^np++++=God
to ^to++++=to
let ^vbi++++=let
you ^pp2+pp2+++=you
live ^vb++++=live."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
bent ^vbd+++xvbn+=bent
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
kissed ^vbd+++xvbn+=kissed
the ^ati++++=the
tips ^nns++++=tips
of ^in++++=of
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
night ^nn++++=night
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
be ^vb+be+vrb++=be
curious ^jj+pred+++=curious
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
eight ^cd++++=eight
days ^nns++++=days
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
twelfth ^np++++=twelfth.
. ^zz++++=EXTRAWORD
An ^at++++=An
awful ^jj+atrb+++=awful
night ^nn++++=night!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
twelfth ^od++++=twelfth!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Chesterton ^np+++??+=Chesterton,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vbd+++xvbn+=laughed
and ^cc++++=and
then ^rn+tm+++=then
begged ^vbd+++xvbn+=begged
her ^pp$+pp3+++=her
pardon ^nn++++=pardon
humbly ^rb++++=humbly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
laughed ^vbd+++xvbnx+=laughed
because ^cs+cos+++=because
the ^ati++++=the
twelfth ^np++++=twelfth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
" ^zz++++="was
was ^vbd+bedz+vrb++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
peace ^nn++++=peace
was ^vbd+bedz+aux++=was
declared ^vpsv++agls+xvbnx+=declared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
war ^nn++++=war
was ^vbd+bedz+vrb++=was
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
That ^cs"++++=THAT
night ^nn++++=night
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
riding ^vbg+++xvbgx+=riding
toward ^in++++=toward
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
only ^rb+down+++=only
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
never ^rb++++=never
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
in ^in++++=in
danger ^nn++++=danger."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
