Nobody ^pn++++=NOBODY
a ^at++++=a
good ^jj+atrb+++=good
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
can ^md+pos+++=can
live ^vb++++=live
in ^in++++=in
an ^at++++=an
apartment ^nn+nom+++=apartment
hotel ^nn++++=hotel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
was ^vbd+bedz+vrb++=was
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet
in ^in++++=in
an ^at++++=an
instant ^nn+nom+++=instant.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you
grinding ^nvbg+++xvbg+=grinding
in ^in++++=in
any ^dti++++=any
office ^nn++++=office.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
flat ^nn++++=flat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stella ^np++++=Stella's
's ^$++++=EXTRAWORD
lower ^jjr+atrb+++=lower
lip ^nn++++=lip
quivered ^vbd+++xvbn+=quivered
in ^in++++=in
a ^at++++=a
commiserating ^jj+atrb++xvbg+=commiserating
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
lose ^vb++++=lose
my ^pp$+pp1+++=my
health ^nn++++=health.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
Greengay ^np++++=Greengay's
's ^$++++=EXTRAWORD
a ^at++++=a
partner ^nn++++=partner
in ^in++++=in
his ^pp$+pp3+++=his
concern ^nn++++=concern
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
wants ^vbz++++=wants
a ^at++++=a
private ^jj+atrb+++=private
secretary ^nn+nom+++=secretary."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
drew ^vbd+++xvbn+=drew
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
work ^nn++++=work
for ^in++++=for
Greengay ^np+++??+=Greengay.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
too ^ql++++=too
bad ^jj++++=bad
a ^at++++=a
reputation ^nn+nom+++=reputation.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
've ^vb+hv+vrb++0='ve
more ^ql++++=more
pride ^np++++=pride
than ^cs+sub+++=than
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Stella ^np++++=Stella."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
thin ^jj+atrb+++=thin
sweep ^nn++++=sweep
of ^in++++=of
color ^nn++++=color
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
so ^ql++++=so
well ^rb++++=well
went ^vbd+++xvbn+=went
over ^in++++=over
Stella ^np++++=Stella's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
business ^nns+nom+++=business
reputation ^nn+nom+++=reputation
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
all ^abn++++=all
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
commented ^vbd+vpub++xvbnx+=commented,
, ^zz++++=EXTRAWORD
working ^jj+++xvbg+=working
the ^ati++++=the
kid ^nn++++=kid
on ^in++++=on
with ^in++++=with
her ^pp$+pp3+++=her
left ^vbd+++xvbn+=left
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
broke ^vbd+++xvbn+=broke
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
cheapest ^jjt++++=cheapest
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
skate ^nn++++=skate.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gets ^vbz++++=gets
into ^in+ppvb+++=into
scrapes ^nns+++??+=scrapes
with ^in++++=with
the ^ati++++=the
girls ^nns++++=girls
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
office ^nn++++=office.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^ap++++=last
one ^cd1++++=one
got ^vbd+++xvbn+=got
into ^in+ppvb+++=into
the ^ati++++=the
newspapers ^nns+nom+++=newspapers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
pay ^vb++++=pay
the ^ati++++=the
girl ^nn++++=girl
a ^at++++=a
wad ^nn++++=wad."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
into ^in+ppvb+++=into
scrapes ^nns+++??+=scrapes
with ^in++++=with
his ^pp$+pp3+++=his
books ^nns++++=books,
, ^zz++++=EXTRAWORD
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
stand ^vb++++=stand
getting ^vbg+++xvbg+=getting
into ^in+ppvb+++=into
the ^ati++++=the
papers ^nns++++=papers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
excuse ^nn++++=excuse
Charley ^np++++=Charley.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
a ^at++++=a
pill ^nn++++=pill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
all ^abn++++=all
right ^jj++++=right
if ^cs+cnd+++=if
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
married ^vprf+++xvbnx+=married
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Percy ^np++++=Percy,
, ^zz++++=EXTRAWORD
bitterly ^rb++++=bitterly.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stella ^np++++=Stella
buttoned ^vbd+++xvbn+=buttoned
her ^pp$+pp3+++=her
glove ^nn++++=glove
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
finishing ^xvbg+++xvbg+=finishing
something ^pn++++=something,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Percy ^np++++=Percy
without ^in++++=without
animosity ^nn+nom+++=animosity.
. ^zz++++=EXTRAWORD
" ^zz++++="Charley
charley ^np++++=EXTRAWORD
and ^cc++++=and
I ^pp1a+pp1+++=I
both ^abx++++=both
have ^vb+hv+vrb++=have
sporty ^nn+++??+=sporty
tastes ^nns++++=tastes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
like ^vb++++=like
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
as ^rb++splt++=as
well ^rb++++=well
live ^vb++++=live
in ^in++++=in
Newark ^np+++??+=Newark
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
're ^vb+ber+aux++0='re
going ^md"++pmd"++=going
to ^md+prd+++=to
sit ^vb++++=sit
at ^rb++++=at
home ^nr++++=home
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
ought ^md+nec+++=ought
n't ^xnot++not++0=n't
to ^to++++=to
have ^vbi+vbi+aux++=have
married ^vprf+++xvbnx+=married
a ^at++++=a
business ^nns+nom+++=business
woman ^nn++++=woman;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
need ^vb++++=need
somebody ^pn++++=somebody
domestic ^jj++++=domestic.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
in ^in++++=in
this ^dt+dem+++=this
sort ^nn++++=sort
of ^in++++=of
life ^nn++++=life
for ^in++++=for
either ^dtx++++=either
of ^in++++=of
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
means ^vbz++++=means,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
're ^vb+ber+aux++0='re
going ^vbg+++xvbgx+=going
around ^in++++=around
with ^in++++=with
Greengay ^np+++??+=Greengay
and ^cc++++=and
his ^pp$+pp3+++=his
crowd ^nn++++=crowd?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
sort ^nn++++=sort
of ^in++++=of
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
never ^rb++++=never
did ^vbd+dod+aux++=did
fit ^vb++++=fit
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
're ^vb+ber+vrb++0='re
too ^ql++++=too
intellectual ^jj++++=intellectual.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
've ^vb+hv+aux++0='ve
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
proud ^jj++++=proud
of ^in++++=of
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Percy ^np++++=Percy.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
're ^vb+ber+vrb++0='re
better ^jjr+atrb+++=better
style ^nn++++=style
than ^in++++=than
Charley ^np++++=Charley,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
gets ^vbz++++=gets
tiresome ^jj++++=tiresome.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
never ^rb++splt++=never
burn ^vb++++=burn
much ^ap++++=much
red ^jj+atrb+++=red
fire ^nn++++=fire
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
minute ^nn++++=minute-hand
- ^zz++++=EXTRAWORD
hand ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
eviscerated ^jj+atrb++xvbn+=eviscerated
Mission ^nn++++=Mission
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
almost ^rb+hdg+++=almost
never ^rb++++=never
took ^vbd+++xvbn+=took
the ^ati++++=the
trouble ^nn++++=trouble
to ^to++++=to
argue ^vbi+vpub+++=argue
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0='re
old ^jj+atrb+++=old
style ^nn++++=style,
, ^zz++++=EXTRAWORD
Percy ^np++++=Percy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
everybody ^pn++++=everybody
marries ^vbz++++=marries
and ^cc++++=and
wishes ^nns++++=wishes
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
n't ^xnot++not++0=n't,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nowadays ^rb+tm+++=nowadays
people ^nns++++=people
get ^vb++++=get
over ^in+ppvb+++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
women ^nns++++=women
go ^vb++++=go
ahead ^rb+pl+++=ahead
on ^in++++=on
the ^ati++++=the
quiet ^jj++++=quiet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
giving ^vbg+++xvbgx+=giving
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you
straight ^rb++++=straight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
to ^in++++=to
work ^nn++++=work
for ^in++++=for
Greengay ^np+++??+=Greengay.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
like ^vb++++=like
his ^pp$+pp3+++=his
line ^nn++++=line
of ^in++++=of
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
meet ^vb++++=meet
people ^nns++++=people
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
to ^in++++=to
the ^ati++++=the
Burks ^np+++??+=Burks'."
'." ^nn+++??+=EXTRAWORD
Percy ^np++++=Percy
dropped ^vbd+++xvbn+=dropped
his ^pp$+pp3+++=his
hands ^nns++++=hands
limply ^rb++++=limply
between ^in++++=between
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+++=suppose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
real ^jj+atrb+++=real
trouble ^nn++++=trouble
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
've ^vb+hv+aux++0='ve
decided ^vprf+++xvbnx+=decided
my ^pp$+pp1+++=my
earning ^nvbg+++xvbg+=earning
power ^nn++++=power
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
very ^ql+amp+++=very
great ^np++++=great."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
part ^nn++++=part
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
part ^nn++++=part
of ^in++++=of
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
you ^pp2+pp2+++=you
're ^vb+ber+vrb++0='re
old ^jj++++=old
fashioned ^jj+++xvbn+=fashioned."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stella ^np++++=Stella
paused ^vbd+++xvbn+=paused
at ^in++++=at
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
looked ^vbd+++xvbn+=looked
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
made ^vwbn+++xvbn+=made
you ^pp2+pp2+++=you
rush ^nn++++=rush
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
Percy ^np++++=Percy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked
indulgently ^rb++++=indulgently.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
go ^vb++++=go
and ^cc+phrs+++=and
pretend ^vb+vprv+++=pretend
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
spender ^jjr++++=spender
and ^cc++++=and
get ^vb++++=get
tied ^vbd+++xvbn+=tied
up ^rb+phrv+++=up
with ^in+ppvb+++=with
me ^pp1o+pp1+++=me
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
everybody ^pn++++=everybody
wants ^vbz++++=wants
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
spender ^jjr++++=spender
when ^wrb+who+++=when
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
love ^nn++++=love,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
Stella ^np++++=Stella
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
head ^jjb++++=head
mournfully ^jj++++=mournfully.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
're ^vb+ber+vrb++0='re
a ^at++++=a
spender ^jjr++++=spender
or ^cc++++=or
you ^pp2+pp2+++=you
're ^vb+ber+vrb++0='re
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Greengay ^np+++??+=Greengay
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
broke ^vpsv++agls+xvbnx+=broke
three ^cd++++=three
times ^nns++++=times,
, ^zz++++=EXTRAWORD
fired ^j+++xvbn+=fired,
, ^zz++++=EXTRAWORD
down ^rp++++=down
and ^cc+phrs+++=and
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
black ^jj++++=black-listed.
- ^zz++++=EXTRAWORD
listed ^vwbn+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
always ^rb++++=always
come ^vb++++=come
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
always ^rb++++=always
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
never ^rb++++=never
be ^vb+be+aux++=be
fired ^vpsv++agls+xvbnx+=fired,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
'll ^md+prd+++0='ll
always ^rb++++=always
be ^vb+be+vrb++=be
poor ^jj+pred+++=poor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
looked ^vbd+++xvbn+=looked
back ^jjb++++=back
again ^rb+tm+++=again
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
months ^nns++++=months
later ^rbr+tm+++=later
Bixby ^np+++??+=Bixby
came ^vbd+++xvbn+=came
to ^in++++=to
young ^jj+atrb+++=young
Oliver ^np++++=Oliver
Remsen ^np+++??+=Remsen
one ^cd1++++=one
afternoon ^nn++++=afternoon
and ^cc++++=and
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
have ^vbi++++=have
twenty ^cd++++=twenty
dollars ^nns++++=dollars
a ^at++++=a
week ^nn++++=week
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
pay ^nn++++=pay
until ^cs+sub+++=until
his ^pp$+pp3+++=his
debt ^nn++++=debt
was ^vbd+bedz+aux++=was
cleared ^vpsv++agls+xvbnx+=cleared
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Oliver ^np++++=Oliver
looked ^vbd+++xvbn+=looked
up ^rp++++=up
at ^in++++=at
his ^pp$+pp3+++=his
sallow ^jj+atrb+++=sallow
employee ^nn+nom+++=employee
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
could ^md+pos+++=could
spare ^vb++++=spare
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
expenses ^nns++++=expenses
are ^vb+ber+vrb++=are
lighter ^jjr+pred+++=lighter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bixby ^np+++??+=Bixby
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
wife ^nn++++=wife
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone
into ^in++++=into
business ^nns+nom+++=business
with ^in++++=with
a ^at++++=a
ready ^jj++++=ready-to-wear
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
wear ^vb++++=EXTRAWORD
firm ^jj++++=firm.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
living ^nvbg+++xvbg+=living
with ^in++++=with
me ^pp1o+pp1+++=me
any ^dti++++=any
more ^rbr++++=more."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Oliver ^np++++=Oliver
looked ^vbd+++xvbn+=looked
annoyed ^jj++++=annoyed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
if ^cs+cnd+++=if
nothing ^pn++++=nothing
could ^md+pos+++=could
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done
to ^to++++=to
readjust ^vbi++++=readjust
his ^pp$+pp3+++=his
domestic ^jj+atrb+++=domestic
affairs ^nns++++=affairs.
. ^zz++++=EXTRAWORD
Bixby ^np+++??+=Bixby
said ^vbd+vpub++xvbn+=said
no ^at++++=no;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
probably ^rb++splt++=probably
remain ^vb++++=remain
as ^ql++++=as
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
where ^wrb+who+++=where
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
living ^nvbg+++xvbg+=living,
, ^zz++++=EXTRAWORD
Bixby ^np+++??+=Bixby?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you
arranged ^vbd+vsua++xvbn+=arranged
things ^nns++++=things?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
asked ^vbd+vsua++xvbn+=asked
impatiently ^rb++++=impatiently.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
very ^ql+amp+++=very
comfortable ^jj++++=comfortable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
live ^vb++++=live
in ^in++++=in
a ^at++++=a
boarding ^nn++++=boarding-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
and ^cc++++=and
have ^vb+hv+vrb++=have
my ^pp$+pp1+++=my
own ^ap++++=own
furniture ^nn++++=furniture.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
several ^ap++++=several
fellows ^nns++++=fellows
there ^ex+pex+++=there
who ^whp+who+++=who
are ^vb+ber+aux++=are
fixed ^vpsv++agls+xvbnx+=fixed
the ^ati++++=the
same ^ap++++=same
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
wives ^nns++++=wives
went ^vbd+++xvbn+=went
back ^jjb++++=back
into ^in++++=into
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
drifted ^vbd+++xvbnx+=drifted
apart ^rp++++=apart."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
baffled ^jj+atrb+++=baffled
expression ^nn++++=expression
Remsen ^np+++??+=Remsen
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
uneven ^jj+atrb+++=uneven
shoulders ^nns+nom+++=shoulders
under ^in++++=under
the ^ati++++=the
skin ^nn++++=skin-fitting
- ^zz++++=EXTRAWORD
fitting ^jj+atrb++xvbg+=EXTRAWORD
alpaca ^nn+++??+=alpaca
desk ^nn++++=desk
coat ^nn++++=coat
as ^in++++=as
his ^pp$+pp3+++=his
bookkeeper ^jjr++++=bookkeeper
went ^vbd+++xvbn+=went
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
meant ^vprf+++xvbnx+=meant
to ^to+vcmp+++=to
do ^vbi++++=do
something ^pn++++=something
for ^in++++=for
Percy ^np++++=Percy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
somehow ^rb+cnj+++=somehow,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
reflected ^vbd+vprv++xvbnx+=reflected,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
never ^rb++++=never
did ^vbd+dod+aux++=did
do ^vb+do+vrb++=do
anything ^pn++++=anything
for ^in++++=for
a ^at++++=a
