1564 ^cd++++=1564.
and ^cc+cls+++=and
thrown ^vpsv++agls+xvbn+=thrown
into ^in++++=into
a ^at++++=a
dungeon ^nn++++=dungeon,
, ^zz++++=EXTRAWORD
whence ^wrb+who+++=whence
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
afterwards ^rb+tm+splt++=afterwards
transferred ^vpsv++agls+xvbnx+=transferred
to ^in++++=to
a ^at++++=a
convent ^nn++++=convent
on ^in++++=on
the ^ati++++=the
banks ^nns++++=banks
of ^in++++=of
the ^ati++++=the
Moskwa ^np+++??+=Moskwa,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
kept ^vpsv++agls+xvbnx+=kept
bare ^jj++++=bare
of ^in++++=of
almost ^rb+hdg+++=almost
all ^rb++++=all
the ^ati++++=the
necessaries ^nns++++=necessaries
of ^in++++=of
life ^nn++++=life:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days'
' ^zz++++=EXTRAWORD
time ^nn++++=time
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
Ivan ^np++++=Ivan
Borissovitch ^np+++??+=Borissovitch
Kolotchof ^np+++??+=Kolotchof,
, ^zz++++=EXTRAWORD
the ^ati++++=the
chief ^nn++++=chief
of ^in++++=of
his ^pp$+pp3+++=his
family ^nn++++=family,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
message ^nn+nom+++=message,
, ^zz++++=EXTRAWORD
' ^zz++++='Here
here ^rn+pl+++=EXTRAWORD
are ^vb+ber+vrb++=are
the ^ati++++=the
remains ^nns++++=remains
of ^in++++=of
your ^pp$+pp2+++=your
dear ^jj+atrb+++=dear
kinsman ^nn++++=kinsman,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
sorcery ^nn+nom+++=sorcery
could ^md+pos+++=could
not ^xnot++not++=not
save ^vb++++=save
him ^pp3o+pp3+++=him!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Feeleep ^np+++??+=Feeleep
calmly ^rb++++=calmly
took ^vbd+++xvbn+=took
the ^ati++++=the
head ^nn++++=head
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
blessed ^j+++xvbn+=blessed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nn++++=people
of ^in++++=of
Moscow ^np++++=Moscow
gathered ^vbd+++xvbn+=gathered
round ^rb++++=round
the ^ati++++=the
convent ^nn++++=convent,
, ^zz++++=EXTRAWORD
gazed ^j+++xvbn+=gazed
at ^rb++++=at
his ^pp$+pp3+++=his
cell ^nn++++=cell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
each ^ppls++++=each
other ^ap++++=other
stories ^nns++++=stories
of ^in++++=of
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
works ^nns++++=works,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
began ^vbd+++xvbnx+=began
to ^to++++=to
magnify ^vbi++++=magnify
into ^in++++=into
miracles ^nns++++=miracles.
. ^zz++++=EXTRAWORD
Thereupon ^rb++++=Thereupon
the ^ati++++=the
Emperor ^npt++++=Emperor
sent ^vbd+++xvbn+=sent
him ^pp3o+pp3+++=him
to ^in++++=to
another ^dt++++=another
convent ^nn++++=convent,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
greater ^jjr+atrb+++=greater
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
till ^cs+sub+++=till
the ^ati++++=the
next ^ap++++=next
year ^nn++++=year,
, ^zz++++=EXTRAWORD
1569 ^cd++++=1569,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Maluta ^np+++??+=Maluta
Skouratof ^np+++??+=Skouratof,
, ^zz++++=EXTRAWORD
a ^at++++=a
Tatar ^np+++??+=Tatar,
, ^zz++++=EXTRAWORD
noted ^j+++xvbn+=noted
as ^ql++++=as
a ^at++++=a
favorite ^nn++++=favorite
of ^in++++=of
the ^ati++++=the
Tzar ^np+++??+=Tzar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
chief ^jjb+atrb+++=chief
ministers ^nns+nom+++=ministers
of ^in++++=of
his ^pp$+pp3+++=his
cruelty ^nn++++=cruelty,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
into ^in++++=into
his ^pp$+pp3+++=his
cell ^nn++++=cell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
demanded ^vbd+vsua+tht0+xvbn+=demanded
his ^pp$+pp3+++=his
blessing ^nn++++=blessing
for ^in++++=for
the ^ati++++=the
Tzar ^np+++??+=Tzar.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Archbishop ^nn++++=Archbishop
replied ^vbd+vpub++xvbn+=replied
that ^tht+vcmp+++=that
blessings ^nns++++=blessings
only ^rb+down+++=only
await ^vb++++=await
good ^jj+atrb+++=good
men ^nns++++=men
and ^cc++++=and
good ^jj+atrb+++=good
works ^nns++++=works,
, ^zz++++=EXTRAWORD
adding ^vbg+vpub++xvbg+=adding
tranquilly ^rb+cnj+++=tranquilly,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
come ^vprf+++xvbn+=come
for ^in+ppvb+++=for.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
long ^jj++++=long
looked ^jj+++xvbn+=looked
for ^in++++=for
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
the ^ati++++=the
Tzar ^np++++=Tzar's
's ^$++++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
assassin ^nn++++=assassin
then ^rn+tm+++=then
smothered ^vbd+++xvbn+=smothered
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
pretended ^vpsv++agls+xvbn+=pretended
to ^to+vcmp+++=to
the ^ati++++=the
abbot ^npt++++=abbot
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
stifled ^vpsv++by+xvbnx+=stifled
by ^in++++=by
the ^ati++++=the
heat ^nn++++=heat
of ^in++++=of
the ^ati++++=the
cell ^nn++++=cell.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
buried ^vpsv++agls+xvbnx+=buried
in ^in++++=in
haste ^nn++++=haste
behind ^in+pl+++=behind
the ^ati++++=the
altar ^nn++++=altar,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
remains ^nns++++=remains
have ^vb+hv+vrb++=have
since ^cs+sub+++=since
been ^nn+ben+++=been
removed ^vpsv++agls+xvbnx+=removed
to ^in++++=to
his ^pp$+pp3+++=his
own ^ap++++=own
cathedral ^nn+nom+++=cathedral
at ^rb++++=at
Moscow ^np++++=Moscow,
, ^zz++++=EXTRAWORD
the ^ati++++=the
scene ^nn++++=scene
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
freely ^rb++splt++=freely
offered ^vprf+++xvbnx+=offered
his ^pp$+pp3+++=his
own ^ap++++=own
life ^nn++++=life
by ^in++++=by
confronting ^xvbg+++xvbg+=confronting
the ^ati++++=the
tyrant ^nn++++=tyrant
in ^in++++=in
the ^ati++++=the
vain ^jj+atrb+++=vain
endeavor ^vb++++=endeavor
to ^to+vcmp+++=to
save ^vbi++++=save
his ^pp$+pp3+++=his
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Vain ^jj++++=Vain,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
reproof ^nn++++=reproof
of ^in++++=of
the ^ati++++=the
hermit ^nn++++=hermit,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
shocked ^vbd+++xvbn+=shocked
Ivan ^np++++=Ivan's
's ^$++++=EXTRAWORD
scruples ^nns+++??+=scruples
by ^in++++=by
offering ^xvbg+++xvbg+=offering
him ^pp3o+pp3+++=him
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
raw ^jj+atrb+++=raw
flesh ^nn++++=flesh
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
Lent ^vbd+++xvbn+=Lent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
preying ^vbg+++xvbgx+=preying
on ^in++++=on
the ^ati++++=the
flesh ^nn++++=flesh
and ^cc++++=and
blood ^nn++++=blood
of ^in++++=of
his ^pp$+pp3+++=his
subjects ^nns++++=subjects.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crimes ^nns++++=crimes
of ^in++++=of
Ivan ^np++++=Ivan
grew ^vbd+++xvbn+=grew
more ^rbr++++=more
and ^cc+phrs+++=and
more ^rbr++++=more
terrible ^jj++++=terrible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
his ^pp$+pp3+++=his
acuteness ^nns+nom+++=acuteness
was ^vbd+bedz+vrb++=was
such ^abl++++=such
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
can ^md+pos+++=can
hardly ^rb+down+++=hardly
be ^vb+be+aux++=be
inscribed ^vpsv++agls+xvbnx+=inscribed
to ^in++++=to
insanity ^nn+nom+++=insanity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
caused ^vbd+++xvbnx+=caused
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
son ^nn++++=son
by ^in++++=by
a ^at++++=a
blow ^nn++++=blow
with ^in++++=with
that ^dt+dem+++=that
fatal ^jj+atrb+++=fatal
staff ^nn++++=staff
of ^in++++=of
his ^pp$+pp3+++=his;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
last ^ap++++=last,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
a ^at++++=a
fever ^nn++++=fever
varied ^vwbn+++xvbn+=varied
by ^in++++=by
terrible ^jj+atrb+++=terrible
delirium ^nn+++??+=delirium,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
alone ^rb++++=alone
his ^pp$+pp3+++=his
remorse ^nn++++=remorse
manifested ^vbd+++xvbn+=manifested
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
died ^vbd+++xvbnx+=died
while ^cs+sub+++=while
setting ^nvbg+++xvbg+=setting
up ^rp++++=up
the ^ati++++=the
pieces ^nns++++=pieces
for ^in++++=for
a ^at++++=a
game ^nn++++=game
at ^rb++++=at
chess ^nn++++=chess,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
17 ^cd++++=17
th ^zz++++=th
of ^in++++=of
March ^nn++++=March,
, ^zz++++=EXTRAWORD
1584 ^cd++++=1584.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
horrible ^jj+atrb+++=horrible
story ^nn++++=story,
, ^zz++++=EXTRAWORD
in ^in++++=in
reality ^nn+nom+++=reality
infinitely ^rb++++=infinitely
more ^rbr++++=more
horrible ^jj++++=horrible
than ^cs+sub+++=than
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
this ^dt+dem+++=this
blessing ^nn++++=blessing
among ^in++++=among
many ^ap++++=many
others ^aps++++=others
in ^in++++=in
Christianity ^nn+nom+++=Christianity,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
blackest ^jjt+atrb+++=blackest
night ^nn++++=night
makes ^vbz++++=makes
its ^pp$+it+++=its
diamonds ^nns++++=diamonds
only ^rb+down+++=only
show ^vb+vprv+++=show
their ^pp$+pp3+++=their
living ^nvbg+++xvbg+=living
luster ^nn++++=luster
more ^rbr++++=more
plainly ^rb++++=plainly:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
surely ^rb++++=surely
even ^rb++++=even
Ivan ^np++++=Ivan
the ^ati++++=the
Terrible ^jj++++=Terrible,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
something ^pn++++=something
for ^in++++=for
the ^ati++++=the
world ^nn++++=world
in ^in++++=in
bringing ^xvbg+++xvbg+=bringing
out ^rp+pl+++=out
the ^ati++++=the
faithful ^jj+atrb+++=faithful
fearlessness ^nns+nom+++=fearlessness
of ^in++++=of
Archbishop ^npt++++=Archbishop
Feeleep ^np+++??+=Feeleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
constancy ^nn++++=constancy
of ^in++++=of
the ^ati++++=the
stirrupbearer ^jjr++++=stirrupbearer,
, ^zz++++=EXTRAWORD
vasili ^np++++=Vasili.
. ^zz++++=EXTRAWORD
