Peg ^nn++++=Peg
like ^in++++=like
a ^at++++=a
man ^nn++++=man
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
hanged ^jj+++xvbn+=hanged--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
unspeakable ^jj+atrb+++=unspeakable
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stepped ^vbd+++xvbnx+=stepped
lightly ^rb++++=lightly
to ^in++++=to
the ^ati++++=the
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
seconds ^nns++++=seconds
very ^ql+amp+++=very
dejectedly ^rb++++=dejectedly
with ^in++++=with
his ^pp$+pp3+++=his
back ^jjb++++=back
toward ^in++++=toward
the ^ati++++=the
bed ^nn++++=bed
and ^cc++++=and
the ^ati++++=the
mantel ^nn+++??+=mantel-piece,
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
hilt ^nn++++=hilt
of ^in++++=of
his ^pp$+pp3+++=his
rapier ^np++++=rapier
glittering ^jj++++=glittering
in ^in++++=in
the ^ati++++=the
firelight ^nn++++=firelight;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
walking ^vbg+++xvbg+=walking
across ^in+pl+++=across
the ^ati++++=the
room ^nn++++=room
he ^pp3a+pp3+++=he
placed ^vbd+++xvbnx+=placed
himself ^ppl+pp3+++=himself
at ^in++++=at
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-table,
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
visible ^jj++++=visible
through ^in++++=through
the ^ati++++=the
divided ^jj+atrb++xvbn+=divided
curtains ^nns++++=curtains
at ^in++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
was ^vbd+bedz+vrb++=was
blazing ^jj+pred+++=blazing
still ^rb++++=still
so ^rb++++=so
brightly ^rb++++=brightly
that ^cs+sub+++=that
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him
as ^in++++=as
distinctly ^rb++++=distinctly
as ^cs+sub+++=as
if ^cs+cnd+++=if
half ^nn++++=half
a ^at++++=a
dozen ^cd++++=dozen
candles ^nns++++=candles
were ^vbd+bed+aux++=were
burning ^vbg+++xvbgx+=burning.
. ^zz++++=EXTRAWORD
Chapter ^nn++++=CHAPTER
Vii ^np+++??+=VII
The ^ati++++=The
Visitation ^nn+nom+++=Visitation
Culminates ^nns+nom++??+=Culminates
The ^ati++++=The
looking ^jj+++xvbg+=looking-glass
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^jj+atrb++xvbn+=EXTRAWORD
piece ^nn++++=piece
of ^in++++=of
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
a ^at++++=a
drawer ^nn++++=drawer
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^nn++++=uncle
had ^vbd+hvd+aux++=had
searched ^vprf+++xvbnx+=searched
it ^pp3+it+++=it
carefully ^rb++++=carefully
for ^in++++=for
the ^ati++++=the
papers ^nns++++=papers
in ^in++++=in
the ^ati++++=the
daytime ^nn++++=daytime;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
silent ^jj+atrb+++=silent
figure ^nn++++=figure
pulled ^vbd+++xvbn+=pulled
the ^ati++++=the
drawer ^nn++++=drawer
quite ^abl++++=quite
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
pressed ^j+++xvbn+=pressed
a ^at++++=a
spring ^vb++++=spring
at ^rb++++=at
the ^ati++++=the
side ^nn++++=side,
, ^zz++++=EXTRAWORD
disclosing ^vbg+vprv++xvbg+=disclosing
a ^at++++=a
false ^jj++++=false
receptable ^jj++++=receptable
behind ^in+pl+++=behind
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
a ^at++++=a
parcel ^nn++++=parcel
of ^in++++=of
papers ^nns++++=papers
tied ^vbd+++xvbn+=tied
together ^nn+nom+++=together
with ^in++++=with
pink ^jj+atrb+++=pink
tape ^nn++++=tape.
. ^zz++++=EXTRAWORD
All ^abn++++=All
this ^dt+dem+++=this
time ^nn++++=time
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
was ^vbd+bedz+aux++=was
staring ^vbg+++xvbgx+=staring
at ^rb++++=at
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
horrified ^jj+atrb++xvbn+=horrified
state ^nn++++=state,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
winking ^jj+++xvbg+=winking
nor ^cc++neg++=nor
breathing ^nvbg+++xvbg+=breathing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
apparition ^nn+nom+++=apparition
had ^vb+hv+vrb++=had
not ^xnot++not++=not
once ^cs+tm+++=once
given ^vprf+++xvbn+=given
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
intimation ^nn+nom+++=intimation
of ^in++++=of
consciousness ^nns+nom+++=consciousness
that ^tht+ncmp+++=that
a ^at++++=a
living ^jj+atrb++xvbg+=living
person ^nn++++=person
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
room ^nn++++=room.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
its ^pp$+it+++=its
livid ^jj+atrb+++=livid
stare ^nn++++=stare
full ^jj++++=full
upon ^in++++=upon
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
with ^in++++=with
a ^at++++=a
hateful ^jj+atrb+++=hateful
smile ^nn++++=smile
of ^in++++=of
significance ^nn+nom+++=significance,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
up ^rp++++=up
the ^ati++++=the
little ^jj+atrb+++=little
parcel ^nn++++=parcel
of ^in++++=of
papers ^nns++++=papers
between ^in++++=between
his ^pp$+pp3+++=his
slender ^jj+atrb+++=slender
finger ^nn++++=finger
and ^cc++++=and
thumb ^nn++++=thumb.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
a ^at++++=a
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
cunning ^jj+atrb+++=cunning
wink ^nn++++=wink
at ^in++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
blow ^vbi++++=blow
out ^rp+pl+++=out
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
in ^in++++=in
a ^at++++=a
burlesque ^nn++++=burlesque
grimace ^nn++++=grimace,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
the ^ati++++=the
horrific ^jj+atrb+++=horrific
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
ludicrous ^jj++++=ludicrous.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^nn++++=uncle
could ^md+pos+++=could
not ^xnot++not++=not
tell ^vb++++=tell
whether ^cs+who+++=whether
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
an ^at++++=an
intentional ^jj+atrb+++=intentional
distortion ^nn+nom+++=distortion
or ^cc++++=or
only ^rb+down+++=only
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
horrid ^jj+atrb+++=horrid
ripples ^nns++++=ripples
and ^cc++++=and
deflections ^nns+nom+++=deflections
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
constantly ^rb++splt++=constantly
disturbing ^vbg+++xvbgx+=disturbing
the ^ati++++=the
proportions ^nns+nom+++=proportions
of ^in++++=of
the ^ati++++=the
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+aux++=were
seen ^vpsv++agls+xvbnx+=seen
through ^rb+phrv+++=through
some ^dti++++=some
unequal ^jj++++=unequal
and ^cc+phrs+++=and
perverting ^jj+++xvbg+=perverting
medium ^jjb++++=medium.
. ^zz++++=EXTRAWORD
The ^ati++++=The
figure ^nn++++=figure
now ^rn+tm+++=now
approached ^vbd+++xvbn+=approached
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
seeming ^vbg+seem++xvbg+=seeming
to ^to+vcmp+++=to
grow ^vbi++++=grow
exhausted ^jj+++xvbn+=exhausted
and ^cc+phrs+++=and
malignant ^jj++++=malignant
as ^ql++++=as
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did
so ^rb++++=so.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^nn++++=uncle's
's ^$++++=EXTRAWORD
terror ^nn++++=terror
nearly ^rb+down+++=nearly
culminated ^vbd+++xvbn+=culminated
at ^rb++++=at
this ^dt+dem+++=this
point ^nn++++=point,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
believed ^vbd+vprv+tht0+xvbnx+=believed
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
drawing ^vbg+++xvbgx+=drawing
near ^rb++++=near
him ^pp3o+pp3+++=him
with ^in++++=with
an ^at++++=an
evil ^jj+atrb+++=evil
purpose ^nn++++=purpose.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
so ^ql++++=so;
; ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
soldier ^nn++++=soldier,
, ^zz++++=EXTRAWORD
over ^in++++=over
whom ^whp+rel+pied++=whom
twenty ^cd++++=twenty
years ^nns++++=years
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
passed ^vbd+++xvbn+=passed
in ^in++++=in
his ^pp$+pp3+++=his
brief ^jj+atrb+++=brief
transit ^nn++++=transit
to ^in++++=to
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
and ^cc++++=and
back ^jjb++++=back
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
threw ^j+++xvbn+=threw
himself ^ppl+pp3+++=himself
into ^in++++=into
a ^at++++=a
great ^jj++++=great
high ^jj++++=high-backed
- ^zz++++=EXTRAWORD
backed ^vbd+++xvbn+=EXTRAWORD
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
of ^in++++=of
stuffed ^xvbn+++xvbn+=stuffed
leather ^nn++++=leather
at ^rb++++=at
the ^ati++++=the
far ^rb+pl+++=far
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vbd+++xvbn+=placed
his ^pp$+pp3+++=his
heels ^nns++++=heels
on ^in++++=on
the ^ati++++=the
fender ^nn++++=fender.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
feet ^nns++++=feet
and ^cc++++=and
legs ^nns++++=legs
seemed ^vbd+seem++xvbn+=seemed
indistinctly ^jj++++=indistinctly
to ^to++++=to
swell ^vbi++++=swell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swathings ^nns+++??+=swathings
showed ^vbd+vprv++xvbn+=showed
themselves ^ppls+pp3+++=themselves
round ^rp++++=round
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
grew ^vbd+++xvbnx+=grew
into ^in++++=into
something ^pn++++=something
enormous ^jj++++=enormous,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
upper ^jjb+atrb+++=upper
figure ^nn++++=figure
swayed ^vwbn+++xvbn+=swayed
and ^cc+phrs+++=and
shaped ^vwbn+++xvbn+=shaped
itself ^ppl++++=itself
into ^in++++=into
corresponding ^xvbg+++xvbg+=corresponding
proportions ^nns+nom+++=proportions,
, ^zz++++=EXTRAWORD
a ^at++++=a
great ^jj+atrb+++=great
mass ^nn++++=mass
of ^in++++=of
corpulence ^nn+nom+++=corpulence,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
cadaverous ^jj+atrb+++=cadaverous
and ^cc+phrs+++=and
malignant ^jj+atrb+++=malignant
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
furrows ^nns+++??+=furrows
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
old ^jj+atrb+++=old
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
colourless ^jj+atrb+++=colourless
glassy ^nn+++??+=glassy
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
these ^dt+dem+++=these
changes ^nns++++=changes,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
came ^vbd+++xvbn+=came
indefinitely ^rb++++=indefinitely
but ^cc+phrs+++=but
rapidly ^rb++++=rapidly
as ^ql++++=as
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
sunset ^nn++++=sunset
cloud ^nn++++=cloud,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fine ^jj+atrb+++=fine
regimentals ^nns+nom+++=regimentals
faded ^vbd+++xvbn+=faded
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
gray ^np++++=gray,
, ^zz++++=EXTRAWORD
woollen ^jj+atrb+++=woollen
drapery ^nn+nom+++=drapery,
, ^zz++++=EXTRAWORD
somehow ^rb+cnj+++=somehow,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
in ^in++++=in
its ^pp$+it+++=its
stead ^nn++++=stead;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
stained ^vpsv++agls+xvbnx+=stained
and ^cc++++=and
rotten ^jj++++=rotten,
, ^zz++++=EXTRAWORD
for ^in++++=for
swarms ^nns+++??+=swarms
of ^in++++=of
worms ^nns++++=worms
seemed ^vbd+seem++xvbn+=seemed
creeping ^vbg+++xvbg+=creeping
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
figure ^nn++++=figure
grew ^vbd+++xvbn+=grew
paler ^jjr++++=paler
and ^cc+phrs+++=and
paler ^jjr++++=paler,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
my ^pp$+pp1+++=my
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
liked ^vbd+++xvbn+=liked
his ^pp$+pp3+++=his
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
employed ^vbd+++xvbn+=employed
the ^ati++++=the
simile ^nn++++=simile
naturally ^rb+cnj+++=naturally,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
whole ^jj+atrb+++=whole
effigy ^nn++++=effigy
grew ^vbd+++xvbn+=grew
to ^in++++=to
the ^ati++++=the
colour ^nn++++=colour
of ^in++++=of
tobacco ^nn++++=tobacco
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clusters ^nns+nom+++=clusters
of ^in++++=of
worms ^nns++++=worms
into ^in++++=into
little ^ap++++=little
wriggling ^jj+atrb++xvbg+=wriggling
knots ^nns++++=knots
of ^in++++=of
sparks ^np++++=sparks
such ^abl++++=such
as ^ql++++=as
we ^pp1a+pp1+++=we
see ^vb+vprv+++=see
running ^jj+++xvbg+=running
over ^in++++=over
the ^ati++++=the
residuum ^nn+++??+=residuum
of ^in++++=of
a ^at++++=a
burnt ^jj+atrb++xvbn+=burnt
sheet ^nn++++=sheet
of ^in++++=of
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb++++=so
with ^in++++=with
the ^ati++++=the
strong ^jj+atrb+++=strong
draught ^nn++++=draught
caused ^vwbn+++xvbn+=caused
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
current ^nn++++=current
of ^in++++=of
air ^nn++++=air
from ^in++++=from
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
rattling ^jj+pred+++=rattling
in ^in++++=in
the ^ati++++=the
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
the ^ati++++=the
feet ^nns++++=feet
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
drawn ^vpsv++agls+xvbnx+=drawn
into ^in++++=into
the ^ati++++=the
fire ^nn++++=fire-place,
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
whole ^jj+atrb+++=whole
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
light ^nn++++=light
as ^ql++++=as
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
floated ^j+++xvbn+=floated
away ^rp+pl+++=away
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappeared ^vpsv++agls+xvbn+=disappeared
with ^in++++=with
a ^at++++=a
whisk ^nn++++=whisk
up ^rp++++=up
the ^ati++++=the
capacious ^jj+atrb+++=capacious
old ^jj+atrb+++=old
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
that ^tht+rel+obj++=that
the ^ati++++=the
fire ^nn++++=fire
suddenly ^rb++++=suddenly
darkened ^vbd+++xvbn+=darkened
and ^cc++++=and
the ^ati++++=the
air ^nn++++=air
grew ^vbd+++xvbn+=grew
icy ^jj+atrb+++=icy
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
an ^at++++=an
awful ^jj+atrb+++=awful
roar ^nn++++=roar
and ^cc++++=and
riot ^nn++++=riot
of ^in++++=of
tempest ^nn++++=tempest,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
shook ^vbd+++xvbn+=shook
the ^ati++++=the
old ^jj+atrb+++=old
house ^nn++++=house
from ^in++++=from
top ^nn++++=top
to ^in++++=to
base ^nn++++=base,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sounded ^vpsv++agls+xvbn+=sounded
like ^in++++=like
the ^ati++++=the
yelling ^nn++++=yelling
of ^in++++=of
a ^at++++=a
blood ^nn++++=blood-thirsty
- ^zz++++=EXTRAWORD
thirsty ^jj+atrb+++=EXTRAWORD
mob ^nn++++=mob
on ^in++++=on
receiving ^xvbg+++xvbg+=receiving
a ^at++++=a
new ^jj++++=new
and ^cc+phrs+++=and
long ^jj++++=long-expected
- ^zz++++=EXTRAWORD
expected ^vbd+vprv++xvbn+=EXTRAWORD
victim ^nn++++=victim.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
Uncle ^nn++++=Uncle
Watson ^np++++=Watson
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
many ^ap++++=many
situations ^nns+nom+++=situations
of ^in++++=of
fear ^nn++++=fear
and ^cc++++=and
danger ^nn++++=danger
in ^in++++=in
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
never ^rb++++=never
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
pray ^vb+vsua+++=pray
with ^in++++=with
so ^ql++++=so
much ^ap++++=much
agony ^nn++++=agony
before ^in++++=before
or ^cc++++=or
since ^in++++=since;
; ^zz++++=EXTRAWORD
for ^in++++=for
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear
beyond ^in++++=beyond
a ^at++++=a
cavil ^nn+++??+=cavil
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
actually ^rb+amp+splt++=actually
beheld ^vb+++??+=beheld
the ^ati++++=the
phantom ^nn++++=phantom
of ^in++++=of
an ^at++++=an
evil ^jj+atrb+++=evil
spirit ^nn++++=spirit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Conclusion ^nn++++=CONCLUSION
Now ^rn+tm+++=Now
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
two ^cd++++=two
curious ^jj+atrb+++=curious
circumstances ^nns+nom+++=circumstances
to ^to++++=to
be ^vbi+vbi+aux++=be
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
this ^dt+dem+++=this
relation ^nn+nom+++=relation
of ^in++++=of
my ^pp$+pp1+++=my
uncle ^nn++++=uncle's,
's, ^nn+++??+=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
a ^at++++=a
perfectly ^rb+amp+++=perfectly
veracious ^jj+atrb+++=veracious
man ^nn++++=man.
. ^zz++++=EXTRAWORD
First ^od++++=First--The
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
wax ^nn++++=wax
candle ^nn++++=candle
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
from ^in++++=from
the ^ati++++=the
press ^nn++++=press
in ^in++++=in
the ^ati++++=the
parlour ^nn++++=parlour
and ^cc++++=and
burnt ^jj+++xvbn+=burnt
at ^rb++++=at
his ^pp$+pp3+++=his
bedside ^nn++++=bedside
on ^in++++=on
that ^dt+dem+++=that
horrible ^jj+atrb+++=horrible
night ^nn++++=night
was ^vbd+bedz+vrb++=was
unquestionably ^rb+cnj+++=unquestionably,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
testimony ^nn++++=testimony
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
deaf ^jj+atrb+++=deaf
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
fifty ^cd++++=fifty
years ^nns++++=years
at ^in++++=at
Wauling ^np+nom++??+=Wauling,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
identical ^jj+atrb+++=identical
piece ^nn++++=piece
of ^in++++=of
" ^zz++++="holy
holy ^jj+atrb+++=EXTRAWORD
candle ^nn++++=candle"
" ^zz++++=EXTRAWORD
which ^whp+who+++=which
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
fingers ^nns+nom+++=fingers
of ^in++++=of
the ^ati++++=the
poor ^jj+atrb+++=poor
lady ^nn++++=lady's
's ^$++++=EXTRAWORD
corpse ^nn++++=corpse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
concerning ^in++++=concerning
which ^whp+rel+pied++=which
the ^ati++++=the
old ^jj+atrb+++=old
Irish ^jj+atrb+++=Irish
crone ^nn++++=crone,
, ^zz++++=EXTRAWORD
long ^rb++++=long
since ^in++++=since
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
delivered ^vprf+++xvbnx+=delivered
the ^ati++++=the
curious ^jj+atrb+++=curious
curse ^nn++++=curse
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
mentioned ^vprf+++xvbnx+=mentioned
against ^in++++=against
the ^ati++++=the
Captain ^nn++++=Captain.
. ^zz++++=EXTRAWORD
Secondly ^rb++++=Secondly--Behind
-- ^--+clp+++=EXTRAWORD
behind ^in+pl+++=EXTRAWORD
the ^ati++++=the
drawer ^nn++++=drawer
under ^in++++=under
the ^ati++++=the
looking ^jj+++xvbg+=looking-glass,
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
actually ^rb+amp+splt++=actually
discover ^nn+nom+++=discover
a ^at++++=a
second ^od++++=second
but ^cc++++=but
secret ^jj+atrb+++=secret
drawer ^nn++++=drawer,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
were ^vbd+bed+aux++=were
concealed ^vpsv++agls+xvbnx+=concealed
the ^ati++++=the
identical ^jj+atrb+++=identical
papers ^nns++++=papers
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
suspected ^vprf+++xvbnx+=suspected
the ^ati++++=the
attorney ^nn++++=attorney
of ^in++++=of
having ^nn+nn+aux++=having
made ^vbd+++xvbn+=made
away ^rb+phrv+++=away
with ^in+ppvb+++=with.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
afterwards ^rb+tm+++=afterwards
disclosed ^vbd+vpub++xvbn+=disclosed
which ^wdt+who+whcl++=which
convinced ^vbd+++xvbn+=convinced
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
that ^tht+rel+obj++=that
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
had ^vbd+hvd+aux++=had
deposited ^vprf+++xvbnx+=deposited
them ^pp3o+pp3+++=them
there ^rn+pl+++=there
preparatory ^vb++++=preparatory
to ^to+vcmp+++=to
burning ^vbg+++xvbg+=burning
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
