After ^in++++=After
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
emphatically ^rb++++=emphatically-"I
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
advantage ^nn+nom+++=advantage
of ^in++++=of
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gains ^nns++++=gains
of ^in++++=of
dishonesty ^nn++++=dishonesty
will ^md+prd+++=will
never ^rb++++=never
prosper ^jjr++++=prosper!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
turning ^nvbg+++xvbg+=turning
upon ^in++++=upon
his ^pp$+pp3+++=his
heel ^nn++++=heel,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
doctor ^nn++++=doctor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton,
, ^zz++++=EXTRAWORD
forcing ^vbg+++xvbg+=forcing
the ^ati++++=the
unpleasant ^jj+atrb+++=unpleasant
thoughts ^nns++++=thoughts
occasioned ^vwbn+++xvbn+=occasioned
by ^in++++=by
the ^ati++++=the
incident ^nn++++=incident
from ^in++++=from
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
endeavouring ^vbg+++xvbg+=endeavouring
to ^to++++=to
fix ^vbi++++=fix
it ^pp3+it+++=it
upon ^in++++=upon
a ^at++++=a
case ^nn++++=case
of ^in++++=of
more ^rbr++++=more
than ^in++++=than
usual ^jj+atrb+++=usual
interest ^nn++++=interest
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called
to ^in++++=to
that ^dt+dem+++=that
day ^nn++++=day.
. ^zz++++=EXTRAWORD
A ^at++++=A
word ^nn++++=word
to ^in++++=to
the ^ati++++=the
wise ^jj++++=wise
is ^vbz+bez+vrb++=is
sufficient ^jj+pred+++=sufficient;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
therefore ^rb+cnj+++=therefore
needless ^vb+pred+++=needless
to ^to+vcmp+++=to
multiply ^vbi++++=multiply
scenes ^nns++++=scenes
illustrative ^jj++++=illustrative
of ^in++++=of
the ^ati++++=the
manner ^nn++++=manner
in ^in++++=in
which ^whp+rel+pied++=which
too ^rb++++=too
many ^ap++++=many
people ^nns++++=people
pay ^nn++++=pay
the ^ati++++=the
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
any ^dti++++=any
one ^cd1++++=one
is ^vbz+bez+vrb++=is
sick ^jj+pred+++=sick,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doctor ^nn++++=doctor
is ^vbz+bez+aux++=is
sent ^vpsv++agls+xvbnx+=sent
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
family ^nn++++=family
are ^vb+ber+vrb++=are
all ^abn++++=all
impatient ^jj++++=impatient
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
arrives ^vbz++++=arrives.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
case ^nn++++=case
is ^vbz+bez+vrb++=is
a ^at++++=a
bad ^jj+atrb+++=bad
one ^pn++++=one,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
looked ^vpsv++agls+xvbnx+=looked
upon ^in++++=upon
as ^in++++=as
a ^at++++=a
ministering ^jj+atrb++xvbg+=ministering
angel ^nn++++=angel;
; ^zz++++=EXTRAWORD
the ^ati++++=the
patient ^nn++++=patient's
's ^$++++=EXTRAWORD
eye ^nn++++=eye
brightens ^nns+++??+=brightens
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
comes ^vbz++++=comes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
feel ^vb+vprv+++=feel
more ^rbr++++=more
cheerful ^jj++++=cheerful
for ^in++++=for
hours ^nns++++=hours
after ^in+strn+++=after.
. ^zz++++=EXTRAWORD
Amid ^in++++=Amid
all ^abn++++=all
kinds ^nns++++=kinds
of ^in++++=of
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all
hours ^nns++++=hours
in ^in++++=in
the ^ati++++=the
day ^nn++++=day
or ^cc++++=or
night ^nn++++=night,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
obeys ^vbz++++=obeys
the ^ati++++=the
summons ^nn++++=summons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brings ^vbz++++=brings
all ^abn++++=all
his ^pp$+pp3+++=his
skill ^nn++++=skill,
, ^zz++++=EXTRAWORD
acquired ^xvbn+++xvbn+=acquired
by ^in++++=by
long ^rb++++=long
study ^nn++++=study,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
much ^rb++++=much
laborious ^jj+atrb+++=laborious
practice ^nn++++=practice,
, ^zz++++=EXTRAWORD
to ^to++++=to
bear ^vbi+vprv+++=bear
upon ^in++++=upon
the ^ati++++=the
disease ^nn++++=disease.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
sick ^jj+atrb+++=sick
person ^nn++++=person
gets ^vbz++++=gets
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doctor ^nn++++=doctor
is ^vbz+bez+aux++=is
forgotten ^vpsv++agls+xvbnx+=forgotten;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
bill ^nn++++=bill
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
complaint ^nn++++=complaint
at ^in++++=at
its ^pp$+it+++=its
amount ^nn++++=amount
is ^vbz+bez+aux++=is
almost ^rb+hdg+splt++=almost
always ^rb++++=always
made ^vbd+++xvbn+=made;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
too ^rb++++=too
frequently ^rb+cnj+++=frequently,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
he ^pp3a+pp3+++=he
proceed ^vb++++=proceed
to ^in++++=to
legal ^jj+atrb+++=legal
measures ^nns++++=measures,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
entirely ^rb+amp+splt++=entirely
withheld ^vpsv++agls+xvbnx+=withheld
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
things ^nns++++=things
ought ^md+nec+++=ought
not ^xnot++not++=not
so ^ql++++=so
to ^to++++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
many ^ap++++=many
honourable ^jj+atrb+++=honourable
exceptions ^nns+nom+++=exceptions;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
every ^at++++=every
physician ^nn++++=physician
can ^md+pos+++=can
exclaim ^vb++++=exclaim--"Would
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
would ^md+prd+++=EXTRAWORD
that ^cs+sub+++=that
their ^pp$+pp3+++=their
number ^nn++++=number
was ^vbd+bedz+vrb++=was
greater ^jjr+pred+++=greater!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
