I ^pp1a+pp1+++=I.
and ^cc++++=and
melted ^vbd+++xvbn+=melted
the ^ati++++=the
black ^jj+atrb+++=black
shadows ^nps++++=shadows
to ^in++++=to
silver ^nn++++=silver-gray.
- ^zz++++=EXTRAWORD
gray ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
gravel ^nn++++=gravel-pits
- ^zz++++=EXTRAWORD
pits ^nns++++=EXTRAWORD
the ^ati++++=the
trail ^nn++++=trail
turned ^vbd+++xvbn+=turned
and ^cc+phrs+++=and
followed ^vbd+vprv++xvbn+=followed
the ^ati++++=the
flank ^nn++++=flank
of ^in++++=of
the ^ati++++=the
slope ^nn++++=slope,
, ^zz++++=EXTRAWORD
level ^nn++++=level
here ^rn+pl+++=here
for ^in++++=for
nearly ^rb+down+++=nearly
a ^at++++=a
mile ^nn++++=mile.
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
set ^vbd+++xvbn+=set
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
against ^in++++=against
the ^ati++++=the
agony ^nn++++=agony
of ^in++++=of
his ^pp$+pp3+++=his
foot ^nn++++=foot
and ^cc++++=and
gave ^vbd+++xvbn+=gave
the ^ati++++=the
bronco ^nn+++??+=bronco
the ^ati++++=the
quirt ^nn+++??+=quirt
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
In ^in++++=In
another ^dt++++=another
half ^abn++++=half-hour
- ^zz++++=EXTRAWORD
hour ^nn++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
Cold ^jj+atrb+++=Cold
Canon ^npt++++=Canon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
twenty ^cd++++=twenty
minutes ^nns++++=minutes
after ^cs+sub+++=after
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
the ^ati++++=the
descent ^nn++++=descent
into ^in++++=into
Indian ^jj+atrb+++=Indian
River ^nn++++=River.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
forded ^vbd+++xvbnx+=forded
the ^ati++++=the
river ^nn++++=river
at ^rb++++=at
a ^at++++=a
gallop ^nn++++=gallop,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
water ^nn++++=water
dripping ^vwbg+++xvbg+=dripping
from ^in++++=from
his ^pp$+pp3+++=his
very ^ql+amp+++=very
hat ^nn++++=hat-brim,
- ^zz++++=EXTRAWORD
brim ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
drove ^j+++xvbn+=drove
labouring ^jj+++xvbg+=labouring
under ^in++++=under
the ^ati++++=the
farther ^rbr++++=farther
slope ^nn++++=slope.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
rein ^nn++++=rein
with ^in++++=with
a ^at++++=a
cry ^nn++++=cry
of ^in++++=of
bewilderment ^nn+nom+++=bewilderment
and ^cc++++=and
apprehension ^nn++++=apprehension.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lights ^nns++++=lights
of ^in++++=of
Iowa ^np+++??+=Iowa
Hill ^nn++++=Hill
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
two ^cd++++=two
hundred ^cd++++=hundred
yards ^nns++++=yards
distant ^jj++++=distant.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
the ^ati++++=the
whole ^jj+atrb+++=whole
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+whq++=where
was ^vbd+bedz+aux++=was
Chino ^np+++??+=Chino?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
but ^cc++++=but
one ^cd1++++=one
answer ^nn++++=answer:
: ^zz++++=EXTRAWORD
back ^jjb++++=back
there ^rn+pl+++=there
along ^rp++++=along
the ^ati++++=the
trail ^nn++++=trail
somewhere ^rb+cnj+++=somewhere,
, ^zz++++=EXTRAWORD
at ^rb++++=at
some ^dti++++=some
point ^nn++++=point
by ^in++++=by
which ^whp+rel+pied++=which
Lockwood ^np+++??+=Lockwood
had ^vbd+hvd+aux++=had
galloped ^vprf+++xvbnx+=galloped
headlong ^jjb++++=headlong
and ^cc+phrs+++=and
unheeding ^jj+++xvbg+=unheeding,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
up ^rp++++=up
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
chaparral ^nn+nom+++=chaparral
with ^in++++=with
Reno ^np++++=Reno's
's ^$++++=EXTRAWORD
bullets ^nns+nom+++=bullets
in ^in++++=in
his ^pp$+pp3+++=his
body ^nn++++=body.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
time ^nn++++=time
now ^rn+tm+++=now
to ^to++++=to
go ^vbi++++=go
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
Hill ^nn++++=Hill.
. ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
past ^jjb+atrb+++=past
help ^nn++++=help,
, ^zz++++=EXTRAWORD
needed ^xvbn+++xvbn+=needed
it ^pp3+it+++=it
without ^in++++=without
an ^at++++=an
instant ^jj+atrb+++=instant's
's ^vbz+bez+vrb++0=EXTRAWORD
loss ^nn++++=loss
of ^in++++=of
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
spun ^vbd+++xvbn+=spun
the ^ati++++=the
horse ^nn++++=horse
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^rbr++++=more
the ^ati++++=the
ford ^np++++=ford,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
more ^rbr++++=more
the ^ati++++=the
canon ^nn++++=canon
slopes ^nns++++=slopes,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
more ^rbr++++=more
the ^ati++++=the
sharp ^jj+atrb+++=sharp
turn ^nn++++=turn
by ^in++++=by
Cold ^jj+atrb+++=Cold
Canon ^npt++++=Canon,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
more ^rbr++++=more
the ^ati++++=the
thick ^jj+atrb+++=thick
darkness ^nns+nom+++=darkness
under ^in++++=under
the ^ati++++=the
redwoods ^nns+++??+=redwoods.
. ^zz++++=EXTRAWORD
Steadily ^rb++++=Steadily
he ^pp3a+pp3+++=he
galloped ^vbd+++xvbnx+=galloped
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
searching ^vbg+++xvbg+=searching
the ^ati++++=the
roadside ^nn++++=roadside.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
all ^rb++++=all
at ^rb++++=at
once ^rb"+tm+++=once
he ^pp3a+pp3+++=he
reined ^vbd+++xvbnx+=reined
in ^in++++=in
sharply ^rb+cnj+++=sharply,
, ^zz++++=EXTRAWORD
bringing ^vbg+++xvbg+=bringing
the ^ati++++=the
horse ^nn++++=horse
to ^in++++=to
a ^at++++=a
standstill ^nn++++=standstill,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
ear ^nn++++=ear
turned ^vbd+++xvbn+=turned
down ^rb+phrv+++=down
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night's
's ^$++++=EXTRAWORD
silence ^nn+nom+++=silence
was ^vbd+bedz+aux++=was
broken ^vpsv++by+xvbnx+=broken
by ^in++++=by
a ^at++++=a
multitude ^nn++++=multitude
of ^in++++=of
sounds ^nns++++=sounds--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
laboured ^jj+++xvbn+=laboured
breathing ^jj+++xvbg+=breathing
of ^in++++=of
the ^ati++++=the
spent ^vbd+++xvbn+=spent
bronco ^nn+++??+=bronco,
, ^zz++++=EXTRAWORD
the ^ati++++=the
saddle ^nn++++=saddle
creaking ^jj++++=creaking
as ^in++++=as
the ^ati++++=the
dripping ^jj+atrb++xvbg+=dripping
flanks ^nns++++=flanks
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
touch ^nn++++=touch
of ^in++++=of
wind ^nn++++=wind
in ^in++++=in
the ^ati++++=the
tree ^nn++++=tree-tops
- ^zz++++=EXTRAWORD
tops ^nns++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
chorusing ^jj+++xvbg+=chorusing
of ^in++++=of
the ^ati++++=the
myriad ^nn++++=myriad
tree ^nn++++=tree-toads.
- ^zz++++=EXTRAWORD
toads ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
through ^in++++=through
all ^abn++++=all
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
distinct ^jj++++=distinct,
, ^zz++++=EXTRAWORD
as ^ql++++=as
precise ^jj++++=precise
as ^in++++=as
a ^at++++=a
clock ^nn++++=clock-tick,
- ^zz++++=EXTRAWORD
tick ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
distinguished ^jj+++xvbn+=distinguished,
, ^zz++++=EXTRAWORD
the ^ati++++=the
click ^nn++++=click
of ^in++++=of
a ^at++++=a
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
hoof ^nn++++=hoof
drawing ^vwbg+++xvbg+=drawing
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
horse ^nn++++=horse
was ^vbd+bedz+vrb++=was
at ^rb++++=at
a ^at++++=a
gallop ^nn++++=gallop:
: ^zz++++=EXTRAWORD
Reno ^np+++??+=Reno
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
drew ^vbd+++xvbn+=drew
his ^pp$+pp3+++=his
pistol ^nn++++=pistol.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
in ^in++++=in
thick ^jj+atrb+++=thick
shadow ^nn++++=shadow.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
some ^dti++++=some
twenty ^cd++++=twenty
yards ^nns++++=yards
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
any ^dti++++=any
faintest ^jjt++++=faintest
break ^vb++++=break
in ^rb+phrv+++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^rb++++=at
that ^dt+dem+++=that
point ^nn++++=point
the ^ati++++=the
blurred ^jj+atrb++xvbn+=blurred
moonlight ^nn++++=moonlight
made ^vbd+++xvbn+=made
a ^at++++=a
grayness ^nns+nom+++=grayness
across ^in+pl+++=across
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
a ^at++++=a
tone ^nn++++=tone
less ^rbr++++=less
deep ^jj++++=deep
than ^in++++=than
the ^ati++++=the
redwoods ^nns+++??+=redwoods'
' ^zz++++=EXTRAWORD
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
With ^in++++=With
his ^pp$+pp3+++=his
revolver ^nn+nom+++=revolver
cocked ^vbd+++xvbn+=cocked
and ^cc+phrs+++=and
trained ^vbd+++xvbn+=trained
upon ^in++++=upon
this ^dt+dem+++=this
patch ^nn++++=patch
of ^in++++=of
grayness ^nns+nom+++=grayness,
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
waited ^vbd+++xvbn+=waited,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
his ^pp$+pp3+++=his
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gallop ^nn++++=gallop
came ^vbd+++xvbn+=came
blundering ^jj++++=blundering
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
sounding ^vbg+++xvbg+=sounding
in ^in++++=in
the ^ati++++=the
night ^nn++++=night's
's ^$++++=EXTRAWORD
silence ^nn+nom+++=silence
as ^ql++++=as
loud ^jj++++=loud
as ^ql++++=as
the ^ati++++=the
passage ^nn+nom+++=passage
of ^in++++=of
an ^at++++=an
express ^jjb+atrb+++=express
train ^nn++++=train;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
echo ^nn++++=echo
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
flung ^j+++xvbn+=flung
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
canon ^nn++++=canon
side ^nn++++=side,
, ^zz++++=EXTRAWORD
confused ^j+++xvbn+=confused
it ^pp3+it+++=it
and ^cc++++=and
distorted ^vbd+++xvbn+=distorted
it ^pp3+it+++=it
till ^in+strn+++=till,
, ^zz++++=EXTRAWORD
to ^in++++=to
Lockwood ^np++++=Lockwood's
's ^$++++=EXTRAWORD
morbid ^jj+atrb+++=morbid
alertness ^nns+nom+++=alertness,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
fraught ^jj++++=fraught
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
madness ^nns+nom+++=madness
of ^in++++=of
flight ^nn++++=flight,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
hurry ^nn++++=hurry
of ^in++++=of
desperation ^nn+nom+++=desperation.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
hoof ^nn++++=hoof-beats
- ^zz++++=EXTRAWORD
beats ^nns++++=EXTRAWORD
rose ^vbd+++xvbn+=rose
to ^in++++=to
a ^at++++=a
roar ^nn++++=roar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
shadow ^nn++++=shadow
just ^rb+emph+++=just
darker ^jjr++++=darker
than ^in++++=than
the ^ati++++=the
darkness ^nns+nom+++=darkness
heaved ^vbd+++xvbn+=heaved
against ^in++++=against
the ^ati++++=the
grayness ^nns+nom+++=grayness
that ^tht+rel+obj++=that
Lockwood ^np+++??+=Lockwood
held ^vbd+vprv++xvbn+=held
covered ^vbd+++xvbn+=covered
with ^in++++=with
his ^pp$+pp3+++=his
pistol ^nn++++=pistol.
. ^zz++++=EXTRAWORD
Instantly ^rb+tm+++=Instantly
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted
aloud ^rb++++=aloud:
: ^zz++++=EXTRAWORD
" ^zz++++="Halt!
halt ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Throw ^vb++++=Throw
up ^rp++++=up
your ^pp$+pp2+++=your
hands ^nns++++=hands!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
answer ^nn++++=answer
was ^vbd+bedz+vrb++=was
a ^at++++=a
pistol ^nn++++=pistol
shot ^vbd+++xvbn+=shot.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dug ^vbd+++xvbnx+=dug
his ^pp$+pp3+++=his
heels ^nns++++=heels
to ^in++++=to
his ^pp$+pp3+++=his
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
firing ^nvbg+++xvbg+=firing
as ^ql++++=as
the ^ati++++=the
animal ^nn++++=animal
leaped ^vbd+++xvbn+=leaped
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horses ^nns++++=horses
crashed ^vbd+++xvbn+=crashed
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
rearing ^nn++++=rearing,
, ^zz++++=EXTRAWORD
plunging ^vbg+++xvbg+=plunging,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
a ^at++++=a
man ^nn++++=man
crush ^vb++++=crush
by ^in++++=by
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
clutched ^j+++xvbn+=clutched
into ^in++++=into
the ^ati++++=the
clothes ^nns++++=clothes
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
pistol ^nn++++=pistol
pressed ^vbd+++xvbn+=pressed
against ^in++++=against
the ^ati++++=the
very ^ap+amp+++=very
flesh ^nn++++=flesh,
, ^zz++++=EXTRAWORD
fired ^j+++xvbn+=fired
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
out ^rp+pl+++=out
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^ql++++=so:
: ^zz++++=EXTRAWORD
" ^zz++++="Drop
drop ^vb++++=EXTRAWORD
your ^pp$+pp2+++=your
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
Reno ^np+++??+=Reno!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
kill ^vb++++=kill
you ^pp2+pp2+++=you
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
move ^vb++++=move
again ^rb+tm+++=again!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
then ^rn+tm+++=then
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
a ^at++++=a
wail ^nn++++=wail
rose ^vbd+++xvbn+=rose
into ^in++++=into
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
a ^at++++=a
wail ^nn++++=wail
of ^in++++=of
agony ^nn++++=agony
and ^cc++++=and
mortal ^jj+atrb+++=mortal
apprehension ^nn++++=apprehension:
: ^zz++++=EXTRAWORD
" ^zz++++="Signor
signor ^npt++++=EXTRAWORD
Lockwude ^np+++??+=Lockwude,
, ^zz++++=EXTRAWORD
Signor ^npt++++=Signor
Lockwude ^np+++??+=Lockwude,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
love ^nn++++=love
of ^in++++=of
God ^np++++=God,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
shoot ^vb++++=shoot!
! ^zz++++=EXTRAWORD
it ^pp3+it+++0='Tis
is ^vbz+bez+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I--Chino
-- ^--+clp+++=EXTRAWORD
chino ^np++++=EXTRAWORD
Zavalla ^np+++??+=Zavalla."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vi ^np+++??+=VI.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Discovery ^nn+nom+++=DISCOVERY
Of ^in++++=OF
Felice ^np+++??+=FELICE
An ^at++++=An
hour ^nn++++=hour
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
Felice ^np+++??+=Felice,
, ^zz++++=EXTRAWORD
roused ^j+++xvbn+=roused
from ^in++++=from
her ^pp$+pp3+++=her
sleep ^nn++++=sleep
by ^in++++=by
loud ^nn++++=loud
knocking ^vwbg+++xvbg+=knocking
upon ^in++++=upon
her ^pp$+pp3+++=her
door ^nn++++=door,
, ^zz++++=EXTRAWORD
threw ^j+++xvbn+=threw
a ^at++++=a
blanket ^nn++++=blanket
about ^rb++++=about
her ^pp3o+pp3+++=her
slim ^jj+atrb+++=slim
body ^nn++++=body,
, ^zz++++=EXTRAWORD
serape ^nn+++??+=serape
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
cabin ^nn++++=cabin
to ^to++++=to
two ^cd++++=two
gaunt ^np++++=gaunt
scarecrows ^nns+++??+=scarecrows,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
the ^ati++++=the
one ^pn++++=one,
, ^zz++++=EXTRAWORD
half ^abn++++=half
supported ^vpsv++by+xvbn+=supported
by ^in++++=by
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
himself ^ppl+pp3+++=himself
far ^rb+pl+++=far
spent ^vbd+++xvbn+=spent
and ^cc++++=and
all ^rb++++=all
but ^cc++++=but
swooning ^nvbg+++xvbg+=swooning,
, ^zz++++=EXTRAWORD
lurched ^xvbn+++xvbn+=lurched
by ^in++++=by
her ^pp$+pp3+++=her
across ^in+pl+++=across
the ^ati++++=the
threshold ^nn++++=threshold
and ^cc++++=and
brought ^vbd+++xvbn+=brought
up ^rb+phrv+++=up
wavering ^jj++++=wavering
and ^cc+phrs+++=and
bloody ^jj++++=bloody
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
the ^ati++++=the
cabin ^nn++++=cabin
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="Por
por ^nn++++=EXTRAWORD
Dios ^np+++??+=Dios!
! ^zz++++=EXTRAWORD
Por ^np+++??+=Por
Dios ^np+++??+=Dios!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Felice ^np+++??+=Felice.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
love ^nn++++=love
of ^in++++=of
God ^np++++=God!
! ^zz++++=EXTRAWORD
what ^wdt+who+++=what
misfortune ^nn++++=misfortune
has ^vbz+hvz+aux++=has
befallen ^vprf+++xvbn+=befallen
Chino ^np+++??+=Chino!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
swift ^np++++=swift
leap ^vb++++=leap
of ^in++++=of
surprise ^nn++++=surprise
and ^cc++++=and
dismay ^nn++++=dismay:
: ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Meester ^np+nom++??+=Meester
Lockwude ^np+++??+=Lockwude,
, ^zz++++=EXTRAWORD
air ^nn++++=air
you ^pp2+pp2+++=you
hurt ^vbd+++xvbn+=hurt?
? ^zz++++=EXTRAWORD
Eh ^uh++++=Eh,
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me-a!
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
too ^ql++++=too
draidful ^jj++++=draidful!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gasped ^vbd+++xvbn+=gasped
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
dragged ^vbd+++xvbnx+=dragged
Chino ^np++++=Chino's
's ^$++++=EXTRAWORD
unconscious ^jj+atrb+++=unconscious
body ^nn++++=body
to ^in++++=to
the ^ati++++=the
bed ^nn++++=bed
Felice ^np+++??+=Felice
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
left ^vprf+++xvbnx+=left.
. ^zz++++=EXTRAWORD
" ^zz++++="No;
no ^at++++=EXTRAWORD
; ^zz++++=EXTRAWORD
I--i ^np+++??+=I--I've
've ^vb+hv+aux++0=EXTRAWORD
shot ^vprf+++xvbnx+=shot
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
met ^vbd+++xvbn+=met--there
-- ^--+clp+++=EXTRAWORD
there ^rn+pl+++=EXTRAWORD
on ^rp++++=on
the ^ati++++=the
trail ^nn++++=trail."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
nerves ^nns++++=nerves
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
strain ^nn++++=strain
already ^rb++++=already
surprisingly ^rb++++=surprisingly
long ^jj++++=long
snapped ^jj+++xvbn+=snapped
and ^cc+phrs+++=and
crisped ^jj+++xvbn+=crisped
back ^jjb++++=back
upon ^in++++=upon
themselves ^ppls+pp3+++=themselves
like ^in++++=like
broken ^vbd+++xvbn+=broken
harp ^nn++++=harp-strings.
- ^zz++++=EXTRAWORD
strings ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
shot ^vprf+++xvbnx+=shot
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
shot ^vprf+++xvbnx+=shot
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Shot
shot ^nn+++xvbn+=EXTRAWORD
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
understand ^vb+vprv+++=understand?
? ^zz++++=EXTRAWORD
Killed ^j+++xvbn+=Killed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+aux++=be.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
quick ^jj++++=quick!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
at ^in++++=at
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
Chino ^np+++??+=Chino
on ^in++++=on
the ^ati++++=the
trail ^nn++++=trail
over ^in++++=over
to ^in++++=to
the ^ati++++=the
Hill ^nn++++=Hill.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++0=He'd
'd ^vbd+hvd+aux++=EXTRAWORD
hid ^vprf+++xvbnx+=hid
in ^in++++=in
the ^ati++++=the
bushes ^nns++++=bushes
as ^ql++++=as
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
me ^pp1o+pp1+++=me
coming ^nvbg+++xvbg+=coming
from ^in++++=from
behind ^in+strn+++=behind,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
