At ^in++++=At
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^cd1++++=one
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
stab ^nn++++=stab
a ^at++++=a
martyr ^nn++++=martyr
one ^cd1++++=one
had ^vbd+hvd+aux++=had
rescued ^vprf+++xvbnx+=rescued;
; ^zz++++=EXTRAWORD
the ^ati++++=the
story ^nn++++=story
would ^md+prd+++=would
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
tell ^vbi++++=tell
at ^rb++++=at
court ^nn++++=court.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
descended ^vbd+++xvbn+=descended.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
red ^jj+atrb+++=red
image ^nn++++=image
lengthened ^vbd+++xvbn+=lengthened
toward ^in++++=toward
them ^pp3o+pp3+++=them
over ^in++++=over
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
under ^in++++=under
the ^ati++++=the
oars ^nns+++??+=oars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gathered ^vbd+++xvbn+=gathered
itself ^ppl++++=itself
again ^rb+tm+++=again
behind ^in+pl+++=behind
the ^ati++++=the
stern ^nn++++=stern.
. ^zz++++=EXTRAWORD
Shadows ^nps++++=Shadows
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
The ^ati++++=The
African ^jj+atrb+++=African
hills ^nns++++=hills
became ^vbd+++xvbn+=became
purple ^jj++++=purple
and ^cc++++=and
unexpectedly ^rb++++=unexpectedly
tender ^jj++++=tender.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
galley ^nn++++=galley's
's ^$++++=EXTRAWORD
wake ^vb++++=wake
rose ^nn+++xvbn+=rose
a ^at++++=a
smell ^nn++++=smell
of ^in++++=of
salt ^nn++++=salt
and ^cc++++=and
weeds ^nns++++=weeds;
; ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
hatch ^nn++++=hatch,
, ^zz++++=EXTRAWORD
sweat ^nn++++=sweat,
, ^zz++++=EXTRAWORD
ordure ^nn+++??+=ordure,
, ^zz++++=EXTRAWORD
lamp ^nn++++=lamp
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
men ^nns++++=men.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
breathed ^vbd+++xvbn+=breathed
more ^rbr++++=more
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
failed ^vprf+++xvbnx+=failed
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Whom?"
whom ^whp+wpor+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Elvira ^np+++??+=Elvira.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
whom ^whp+wpor+++=whom
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
save ^vbi++++=save.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Christians ^nn++++=Christians
desire ^nn++++=desire
victory ^nn++++=victory
more ^rbr++++=more
than ^in++++=than
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Muslims ^nn++++=Muslims
hear ^vb+vprv+++=hear
conquest ^nn++++=conquest
inside ^in+pl+++=inside
our ^pp$+pp1+++=our
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
Princes ^nns++++=Princes
ask ^vb++++=ask
whether ^cs+who+++=whether
faith ^nn++++=faith
will ^md+prd+++=will
enlarge ^vb++++=enlarge
their ^pp$+pp3+++=their
revenues ^nns++++=revenues.
. ^zz++++=EXTRAWORD
Priests ^nns++++=Priests
defend ^vb++++=defend
words ^nns++++=words
whose ^whp+rel+obj++=whose
meaning ^nvbg+++xvbg+=meaning
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
ceased ^vprf+++xvbnx+=ceased
to ^in++++=to
desire ^nn++++=desire.
. ^zz++++=EXTRAWORD
Scholars ^nns++++=Scholars
refine ^vb++++=refine
distinctions ^nns+nom+++=distinctions
while ^cs+sub+++=while
prisoners ^nns+nom+++=prisoners
rot ^nn++++=rot
beneath ^rb++++=beneath
their ^pp$+pp3+++=their
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
preached ^vbd+++xvbnx+=preached
love ^nn++++=love
with ^in++++=with
arguments ^nns+nom+++=arguments
sharpened ^vbd+++xvbn+=sharpened
like ^in++++=like
knives ^nns++++=knives."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
came ^vbd+++xvbn+=came
back ^jjb++++=back,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Vives ^np++++=Vives.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
counts ^vbz++++=counts
for ^in++++=for
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+aux++=EXTRAWORD
persistence ^nn+nom+++=persistence
sanctify ^vb++++=sanctify
error ^nn++++=error?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
sanctifies ^vbz++++=sanctifies
sailors ^nns++++=sailors.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
we ^pp1a+pp1+++=we
should ^md+nec+++=should
never ^rb++splt++=never
reach ^vb++++=reach
port ^npl++++=port."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
almost ^rb+hdg+++=almost
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
became ^vbd+++xvbn+=became
a ^at++++=a
cough ^nn++++=cough.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
knelt ^vbd+++xvbn+=knelt
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
broad ^jj+atrb+++=broad,
, ^zz++++=EXTRAWORD
sunburned ^jj+atrb++xvbn+=sunburned
face ^nn++++=face
had ^vbd+hvd+aux++=had
softened ^vprf+++xvbnx+=softened.
. ^zz++++=EXTRAWORD
For ^in++++=For
all ^abn++++=all
his ^pp$+pp3+++=his
calculations ^nns+nom+++=calculations,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
untouched ^jj++++=untouched;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
in ^in++++=in
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
most ^ql+emph+++=most
men ^nns++++=men,
, ^zz++++=EXTRAWORD
reverence ^nn+nom+++=reverence
and ^cc++++=and
appetite ^nn++++=appetite
ate ^vbd+++xvbn+=ate
from ^in++++=from
the ^ati++++=the
same ^ap++++=same
bowl ^nn++++=bowl.
. ^zz++++=EXTRAWORD
" ^zz++++="Father,"
father ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
forepine ^vb+++??+=forepine
yourself ^ppl+pp2+++=yourself
with ^in++++=with
doubt ^nn++++=doubt.
. ^zz++++=EXTRAWORD
Consider ^nn+nom+++=Consider
what ^wdt+who+whq++=what
will ^md+prd+++=will
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
your ^pp$+pp2+++=your
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Churches ^nns++++=Churches
will ^md+prd+++=will
remember ^nn+nom+++=remember
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
will ^md+prd+++=will
bear ^vb+vprv+++=bear
your ^pp$+pp2+++=your
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
books ^nns++++=books
those ^dt+pdem+++=those
which ^whp+rel+subj++=which
can ^md+pos+++=can
be ^vb+be+aux++=be
understood ^vpsv++agls+xvbnx+=understood
will ^md+prd+++=will
be ^vb+be+aux++=be
copied ^vpsv++agls+xvbnx+=copied.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stones ^nns++++=stones
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
silence ^nn+nom+++=silence
you ^pp2+pp2+++=you
will ^md+prd+++=will
proclaim ^vb++++=proclaim
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
men ^nns++++=men
will ^md+prd+++=will
kiss ^vb++++=kiss
my ^pp$+pp1+++=my
bones ^nns++++=bones?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
God ^np++++=God
wills ^np++++=wills."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
they ^pp3a+pp3+++=they
free ^jj++++=free
the ^ati++++=the
slaves ^nns++++=slaves
rowing ^vwbg+++xvbg+=rowing
beneath ^rb++++=beneath
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vives ^np++++=Vives
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
hatch ^nn++++=hatch.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
another ^dt++++=another
matter ^nn++++=matter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
always ^rb++++=always
another ^dt++++=another
matter ^nn++++=matter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
gust ^nn++++=gust
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sail ^nn++++=sail
bellied ^vbd+++xvbn+=bellied;
; ^zz++++=EXTRAWORD
ropes ^nns++++=ropes
snapped ^vbd+++xvbn+=snapped
taut ^jj++++=taut;
; ^zz++++=EXTRAWORD
the ^ati++++=the
candles ^nns++++=candles
on ^in++++=on
the ^ati++++=the
bier ^nn++++=bier
guttered ^vbd+++xvbn+=guttered
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
lit ^vpsv++agls+xvbnx+=lit.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
felt ^vbd+vprv+tht0+xvbn+=felt
the ^ati++++=the
wind ^nn++++=wind
enter ^vb++++=enter
her ^pp$+pp3+++=her
sleeves ^nns++++=sleeves
and ^cc++++=and
cool ^vb++++=cool
the ^ati++++=the
sweat ^nn++++=sweat
along ^rp++++=along
her ^pp3o+pp3+++=her
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
At ^rb++++=At
once ^rb"+tm+++=once
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
cruel ^jj+atrb+++=cruel
clarity ^nn+nom+++=clarity
of ^in++++=of
unattainable ^jj+atrb+++=unattainable
things ^nns++++=things,
, ^zz++++=EXTRAWORD
a ^at++++=a
valley ^nn++++=valley
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
as ^ql++++=as
a ^at++++=a
child ^nn++++=child:
: ^zz++++=EXTRAWORD
chestnut ^nn++++=chestnut
trees ^nns++++=trees
above ^in+pl+++=above
a ^at++++=a
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
wet ^jj+atrb+++=wet
stones ^nns++++=stones
under ^in++++=under
her ^pp$+pp3+++=her
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
fern ^j+++xvbn+=fern
touching ^jj+++xvbg+=touching
her ^pp3o+pp3+++=her
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
such ^abl++++=such
coolness ^nns+nom+++=coolness
permanent ^jj++++=permanent
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
a ^at++++=a
natural ^jj+atrb+++=natural
property ^nn++++=property
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
paradise ^nn++++=paradise
more ^rbr++++=more
remote ^jj++++=remote
than ^in++++=than
heaven ^nn++++=heaven.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
to ^in++++=to
the ^ati++++=the
darkening ^jj+atrb++xvbg+=darkening
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
young ^jj+pred+++=young,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believed ^vbd+vprv+tht0+xvbnx+=believed
corruption ^nn+nom+++=corruption
lived ^vbd+++xvbn+=lived
in ^in++++=in
the ^ati++++=the
flesh ^nn++++=flesh.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
I ^pp1a+pp1+++=I
believed ^vbd+vprv+tht0+xvbnx+=believed
it ^pp3+it+++=it
lived ^vbd+++xvbn+=lived
in ^in++++=in
the ^ati++++=the
will ^nn++++=will.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
in ^in++++=in
ignorance ^nn+nom+++=ignorance,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
in ^in++++=in
false ^jj+atrb+++=false
doctrine ^nn++++=doctrine,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
in ^in++++=in
the ^ati++++=the
disorder ^nn+nom+++=disorder
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
time ^nn++++=time
I ^pp1a+pp1+++=I
built ^vbd+++xvbnx+=built
a ^at++++=a
furnace ^nn++++=furnace
to ^to++++=to
burn ^vbi++++=burn
it ^pp3+it+++=it
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
corruption ^nn+nom+++=corruption
enters ^vbz++++=enters
even ^rb++++=even
the ^ati++++=the
desire ^nn++++=desire
for ^in++++=for
purity ^nn++++=purity.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
love ^nn++++=love
goodness ^nns+nom+++=goodness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
own ^ap++++=own
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
find ^vb+vprv+++=find
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
make ^vb++++=make
it ^pp3+it+++=it
a ^at++++=a
spear ^nn++++=spear.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
honour ^nn++++=honour
a ^at++++=a
holy ^jj+atrb+++=holy
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
bargain ^nn++++=bargain
over ^in++++=over
his ^pp$+pp3+++=his
bones ^nns++++=bones."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
looked ^vbd+++xvbn+=looked
injured ^vbd+++xvbn+=injured.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
bargaining ^nn++++=bargaining
has ^vbz+hvz+aux++=has
occurred ^vprf+++xvbnx+=occurred."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
sailors ^nns++++=sailors
nearby ^jjb++++=nearby
lowered ^jj+++xvbn+=lowered
their ^pp$+pp3+++=their
heads ^nns++++=heads
to ^to++++=to
hide ^vbi++++=hide
smiles ^nns++++=smiles.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
remains ^nns++++=remains,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
continue ^vbi++++=continue
the ^ati++++=the
work ^nn++++=work
without ^in++++=without
claiming ^xvbg+++xvbg+=claiming
the ^ati++++=the
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
To ^to++++=To
wash ^vbi++++=wash,
, ^zz++++=EXTRAWORD
burn ^vb++++=burn,
, ^zz++++=EXTRAWORD
separate ^nn+nom+++=separate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
begin ^vb++++=begin
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
A ^at++++=A
soul ^nn++++=soul
is ^vbz+bez+vrb++=is
no ^at++++=no
coin ^nn++++=coin
finished ^vwbn+++xvbn+=finished
by ^in++++=by
one ^cd1++++=one
striking ^nvbg+++xvbg+=striking.
. ^zz++++=EXTRAWORD
Humanity ^nn+nom+++=Humanity
is ^vbz+bez+vrb++=is
ore ^nn++++=ore
without ^in++++=without
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
nothing ^pn++++=nothing
is ^vbz+bez+aux++=is
perfected ^vpsv++agls+xvbnx+=perfected?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
perhaps ^rb++++=perhaps
the ^ati++++=the
labour ^nn++++=labour
is ^vbz+bez+vrb++=is
the ^ati++++=the
prayer ^nn++++=prayer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Night ^nn++++=Night
came ^vbd+++xvbn+=came
swiftly ^rb++++=swiftly.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
moment ^nn++++=moment
the ^ati++++=the
western ^jj+atrb+++=western
sea ^npl++++=sea
held ^vbd+vprv++xvbn+=held
a ^at++++=a
lane ^nn++++=lane
of ^in++++=of
copper ^nn++++=copper;
; ^zz++++=EXTRAWORD
the ^ati++++=the
next ^rb++++=next
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
lead ^nn++++=lead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
over ^in++++=over
it ^pp3+it+++=it
the ^ati++++=the
first ^rb++++=first
stars ^nns++++=stars
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
trembled ^vbd+++xvbnx+=trembled
in ^in++++=in
the ^ati++++=the
wake ^nn++++=wake,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
long ^rb++++=long
tracks ^nns++++=tracks
of ^in++++=of
fire ^nn++++=fire
which ^whp+rel+subj++=which
broke ^vbd+++xvbn+=broke
and ^cc+phrs+++=and
renewed ^vbd+++xvbn+=renewed
themselves ^ppls+pp3+++=themselves
as ^in++++=as
the ^ati++++=the
galley ^nn++++=galley
moved ^vbd+++xvbn+=moved
northward ^jjb++++=northward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
African ^jj+atrb+++=African
coast ^nn++++=coast
sank ^vbd+++xvbn+=sank
into ^in++++=into
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
a ^ap++++=a
few ^ap"++++=few
lamps ^nns++++=lamps
marked ^vbd+++xvbn+=marked
Bugia ^np+++??+=Bugia,
, ^zz++++=EXTRAWORD
small ^jj++++=small
and ^cc++++=and
gold ^nn++++=gold
as ^ql++++=as
nail ^vb++++=nail
heads ^nns++++=heads.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
asked ^vbd+vsua++xvbn+=asked
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
turned ^vpsv++agls+xvbnx+=turned
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
see ^vb+vprv+++=see
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+dem+++=EXTRAWORD
men ^nns++++=men
stoned ^vbd+++xvbn+=stoned
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yet
yet ^rb++++=EXTRAWORD
you ^pp2+pp2+++=you
look ^vb++++=look
back ^jjb++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
left ^vbd+++xvbnx+=left
words ^nns++++=words
among ^in++++=among
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
always ^rb++++=always
wonders ^nns+nom+++=wonders
what ^wdt+who+++=what
becomes ^vbz++++=becomes
of ^in++++=of
his ^pp$+pp3+++=his
abandoned ^jj+atrb++xvbn+=abandoned
children ^nns++++=children."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
missionary ^nn+nom+++=missionary
murmured ^vbd+++xvbn+=murmured
something ^pn++++=something
in ^in++++=in
Arabic ^nn++++=Arabic.
. ^zz++++=EXTRAWORD
The ^ati++++=The
torn ^vbd+++xvbn+=torn-eared
- ^zz++++=EXTRAWORD
eared ^jj+atrb++xvbn+=EXTRAWORD
interpreter ^nn+nom+++=interpreter
bent ^vbd+++xvbn+=bent
close ^jj++++=close,
, ^zz++++=EXTRAWORD
listened ^j+++xvbn+=listened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
crossed ^vbd+++xvbn+=crossed
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
he ^pp3a+pp3+++=he
understood ^vbd+vprv++xvbnx+=understood
the ^ati++++=the
words ^nns++++=words
better ^jjr++++=better
than ^in++++=than
anyone ^pn++++=anyone
present ^jj++++=present.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vives ^np++++=Vives
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
forgiveness ^nns+nom+++=forgiveness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
God ^nn++++=God?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
the ^ati++++=the
town ^nn++++=town."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke
after ^in++++=after
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Hernando ^np+++??+=Hernando
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
silence ^nn+nom+++=silence
contained ^vwbn+++xvbn+=contained
no ^at++++=no
surrender ^nn+nom+++=surrender,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
weariness ^nns+nom+++=weariness.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
Elvira ^np+++??+=Elvira
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
bier ^nn++++=bier
and ^cc++++=and
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
sit ^vb++++=sit
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
touch ^nn++++=touch
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
furtively ^jj++++=furtively,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv+tht0+xvbnx+=felt
his ^pp$+pp3+++=his
thumb ^nn++++=thumb
above ^rb++++=above
her ^pp$+pp3+++=her
pulse ^nn++++=pulse,
, ^zz++++=EXTRAWORD
counting ^nvbg+++xvbg+=counting
or ^cc++++=or
claiming ^nn+vpub++xvbg+=claiming
each ^dt++++=each
beat ^nn+++xvbn+=beat.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
midnight ^nn++++=midnight
Ramon ^np++++=Ramon
slept ^vbd+++xvbn+=slept.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
breath ^nn++++=breath
came ^vbd+++xvbn+=came
with ^in++++=with
long ^jj+atrb+++=long
spaces ^nns++++=spaces
between ^in+strn+++=between,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
every ^at++++=every
silence ^nn+nom+++=silence
Captain ^npt++++=Captain
Vives ^np++++=Vives
leaned ^vbd+++xvbn+=leaned
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
hopeful ^jj++++=hopeful
and ^cc+phrs+++=and
